,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.024787274230806292,,,,,,,,,,0.037474900969151015,,-0.0015169203687300725,
BMP1,0.014835157481571428,-0.0013130919890814194,0.12333840915145905,0.05469077833016337,0.24990748874327898,0.08324689776791984,0.017513600440192623,0.1976912098696607,-0.05464228957871317,0.022771825652130814,-0.005858379513388198,-0.10041556169515294,-0.0900795325314689,0.10954973292353065,0.04539613222865461,0.12569224838965415,-0.019778760596006122,-0.02460821865464995,0.017887272221091804,-0.06009327604294937,0.3759337038802935,0.0969654495888637
NDP,0.06373017363192063,-0.021457261239987927,0.02210560797000626,0.019279200404037813,0.05940176021497987,-0.0058962397684183,0.009677070391053748,-0.030008800943018575,-0.03376794718830933,-0.001553959541823129,-0.022288024049889225,-0.007621451302827311,-0.02739192804049173,0.12025359107070038,0.003470820304720326,-0.01717336736631027,0.056336381297109474,0.06287743799742691,0.04358620985748529,0.011017880177691534,-0.06354012472698616,0.025975849852535787
TNFSF18,0.013516720164532864,-0.021274477454780887,0.0438997105388177,-0.004035847978139447,,,,-0.013977547704278824,0.06854310206837759,0.0286278970853342,,,,-0.0400806664948603,,,,,-0.018559379845376558,,0.1034410246856525,0.06358391853109176
IL36G,,,,,,,,,,,,,-0.018982326752556313,,,,,,,,,
RTN4,0.022340936112656196,0.12682778278510634,0.047211933220662305,-0.024588419915142847,-0.004935858041773559,-0.0075278246000048555,0.013936671948200547,-0.2107366819552746,0.07661074994915569,0.06834995305030106,0.04462287008308697,0.11619643220525797,0.1422548867139506,-0.07736253610492491,-0.006161316992683663,-0.05209881595105552,0.05679496208560569,0.017031758137628184,-0.05635459340563105,0.2784969851284771,-0.11264730296372918,-0.0690297945185891
HEBP1,-0.021291966549092465,-0.02411224126886093,-0.007786130273667132,0.012222065482770416,-0.035416734067586796,0.048419119812988985,0.03955494527999702,0.08470614299639868,-0.06985499275417023,0.002365603196202068,-0.01231679060033232,-0.09798492175007767,-0.10443203895565652,0.08618956045435379,0.04404479858996062,0.014701329268823803,0.05749245207131729,0.061274460068736575,-0.04314658864384304,0.005303699945363976,0.0170990798145295,0.004796150919663085
WNT7B,-0.021389023680709687,0.2009885262877926,0.052598066786317156,-0.0021526152792491022,0.021853466206818974,0.022976293608373905,0.08695462692763209,0.06328430322490877,0.08542897031326963,0.04675671149554043,-0.026104232790029325,,0.09298276236357156,0.095960383572983,-0.008413962988913334,0.06712724053075436,0.0264931439300581,0.014919825366068456,-0.010568719266292026,-0.0162026294614507,0.07875683354868637,0.022601345824376482
PTMA,0.011200028720277394,-0.009516552276092386,0.0688607736943738,0.11801713375831528,0.4009144676724512,0.0095496546841211,-0.06526823355657284,0.29329900408131715,0.00856573417107874,0.036253213543982914,-0.03457853053795941,-0.18047977659595826,-0.12754053134920265,0.023486330467397256,0.11736076000190404,-0.06495436873367914,-0.012097642024493918,0.014583527293722781,-0.03798229674493384,0.03153118151401053,0.3136304000915184,0.013959201488731435
FASLG,-0.021389029727331886,,,,,,,,,,,,,,,,,,,,0.06454975338816717,
CEACAM1,0.09576057462354633,,0.00016801540475234228,-0.03679836175765452,,0.0243650607844506,0.012179774674789517,,0.0015187005685673928,-0.03617742164444968,,,,,-0.01045168171980198,0.0599496720245178,0.022350091085388837,0.01193508131036117,0.13123510363776458,-0.029788581088907758,0.03726975361604328,
PDAP1,0.04497609525389622,-0.018021883303526328,0.02176289755892219,0.11925262233055813,0.01219128141178268,-0.006626959728841791,-0.06273777421043272,0.1513667735701246,-0.00040590290740317807,-0.009141665443331972,-0.03730805971134397,-0.03210387200507169,-0.08654949248793574,0.05695450069928862,-0.026517027839014693,0.05593565937775568,-2.6761477088287384e-05,-0.024838851902937525,-0.03484586105025488,0.13360268591682975,-0.058844015484626915,-0.03776569354004227
QDPR,-0.037016680791703054,0.11245361037416145,-0.035961234145379536,0.01440742781801713,0.23468834796419583,-0.02045222147878422,0.058512742734310494,-0.09525188824982737,-0.07099179139583914,-0.005260279701255525,-0.048694563628377284,-0.11661450102558221,0.05256485354079138,-0.08013084233699831,0.06568832823486957,-0.1660242345845292,0.04325564227353026,0.09894753786243736,-0.03875256673856817,-0.014023584729920094,-0.06661914850564343,-0.03317338414450411
POMC,0.0366709976077674,0.09171168853945656,0.029874399837720313,-0.006949532677739641,,-0.033831902609358984,-0.005250497043216045,0.009986794558350033,0.026727248826846964,-0.026690259225251048,0.004917438756976198,-0.0006793811577020894,0.09595985658920562,0.0173120538091716,-0.04564920677776831,0.15343490027618928,0.04817370665725664,0.11232671342401726,-0.013378328154989893,0.004485115837914426,0.026859376418462127,0.022497482473819275
CCL18,,-0.028530823544315506,-0.04964173767337358,,,,,,,,,-0.03967538512583389,,,0.1055463125229369,-0.022189610155330303,0.00344051616981702,-0.022618228517368125,,-0.12123156413972633,,
CCL17,,,,,,0.031210056662691228,,,,-0.02868857146375161,-0.0037205455351107166,,-0.017340894396533975,,,,0.04706029046573203,-0.02921506710948814,-0.02372722685285207,,-0.0020583649957270586,
VEGFD,,-0.03214589900970589,-0.026097391309983096,0.026392142989588786,,-0.008702571292830676,-0.00248159480914417,,-0.00452576915804589,-0.03056524638186817,-0.02369957215067151,-0.030630043628941582,-0.018584773630127335,,0.1288191941346021,,,0.009935486589649304,0.1340176282563607,,,
TNFSF13,,,-0.024096658352378748,,,0.03576611334220873,,0.03050815689661231,,,,,,,,,0.09882337218139386,0.06748464373337099,0.07193225481038809,0.010442271771276405,0.0836056298759002,0.022958766226820745
WNT5A,-0.036640729290385636,-0.056361628109534496,-0.01584488131061974,0.011542455750146681,0.03884385941343057,0.014475097360943663,0.08373404262343584,0.2060851818249415,-0.05896377542770801,0.009512052301326375,-0.0232805106353766,-0.02204320085379063,-0.021331076705419644,0.004711533800872793,0.0007509916690672015,0.08314897478311595,0.026983117420416994,0.05962215542470125,-0.03716271279524344,-0.020280683563695927,0.15521507089257408,0.07091403542235557
CXCL8,,-0.12097222344884571,-0.03069380874574899,-0.06911553575799641,-0.3061759077768348,-0.024024064429532935,-0.10017067828750545,0.09643484838546403,-0.02636266379765485,-0.07250296903564042,-0.022070072078361393,-0.06979562765442308,-0.049630282668016466,,-0.12667997441300183,-0.039068302282425825,-0.16726634020829612,-0.24157174615503363,-0.03368748996058151,-0.1393568024344923,-0.054575518863988065,0.04381421377996079
GRN,-0.030837608580994876,-0.020200477979839645,0.10618836478594769,-0.01594134352479413,0.12795953626244058,-0.006545917417709154,-0.02358405351433381,0.05753945614559555,-0.028190824532733055,0.028657128336079245,-0.02920097088328667,-0.09098827130856159,0.05912324924971277,0.11663562261150562,0.06663877647922467,0.08809597997881005,0.08008786287356426,-0.023755583602703096,0.021689405690447656,-0.1830457122714304,0.26096369850786083,0.07299808759188198
MIA,-0.027996395063204883,0.023984194063630955,0.016604645425685172,0.034154362373762376,-0.07744381264898684,0.0006061735748292495,-0.06294126906555667,0.11736482698015101,0.025635926881844844,0.0006271618812990896,-0.00555666436067144,,0.02854978642325395,0.18527475027570928,-0.08173981674474826,0.09628053519797594,0.09852985025465356,0.10224874483132604,0.06466524459015675,-0.20708816180039502,-0.027573348421426863,0.058752517840570416
COL4A4,0.06686747394756219,0.044546512991909294,0.0273771658902972,-0.04764520588855479,-0.005312985371365384,-0.022120679291990148,0.0818800363782886,0.17177681235530384,-0.024426018914887094,0.037062768710433736,-0.006897224083953701,,-0.02469006247804556,,,0.09595198890054375,0.0633747526077206,0.06156763758137756,-0.03654987497582133,0.028819328046949,0.10507526083701843,-0.00046504595220398794
TAC1,0.11394622365858637,0.27389171653510186,-0.021550321814928584,0.00743892436940701,0.08664576806740477,0.029405632928586233,0.05247763364879682,-0.09335728221269828,0.10776119779842576,0.09509229714793531,0.04491481390196997,0.11985107512416275,0.10259893045379657,,,,,,,0.0014845516704448663,0.011069435450704658,0.0031481382323744443
RARRES2,-0.025270236004531467,0.02355548986925998,-0.04560038465958356,0.08383524887036924,-0.1693470527950693,-0.023598667938476564,-0.11223097122874341,0.07961667993185421,-0.09136018505945902,0.006765831194706713,-0.031044973169492986,-0.040024347708089,-0.0726620050443994,-0.09824014216817273,-0.09006530368566934,2.9851057581632184e-05,-0.0960465433003633,-0.050875834026264236,-0.007109889891770778,-0.07175971574820156,-0.05273647149072331,-0.06315552920275017
FGF7,-0.006408182709623589,-0.008743418227306213,,0.060937510562795213,-0.034275783421237764,0.0018904070592350433,-0.043078190709751184,0.05269230582901712,-0.02589474665812759,-0.027971501413636864,-0.012573054333271242,0.08431849074308327,0.048253543094060616,0.07623765959861242,-0.003626682166538957,-0.0021421766872714763,0.04205852717723573,0.046336036081228923,-0.023063229029455706,0.06566748993573643,-0.03854977099590329,-0.04309113869052559
EFNA2,,,,,,,,,,,,,,,,,,0.08251168341570686,,,,
HBEGF,0.02816993960205404,-0.05247939266197795,0.1005618585128431,0.11282382644370272,-0.10057211011417577,-0.027248933325421724,-0.038629602221897305,0.16346949289750703,0.005891167755818037,-0.06442396948191034,-0.008425136623489888,-0.08733731566226277,0.03212976695284533,0.16520490280163433,0.14684022344033068,0.08363239817711379,0.03678188846335242,0.03636486653055399,-0.03700330940105253,-0.03121849991271047,0.10414586163323741,0.10561820993219206
CSF3,,-0.03236043186667416,,,-0.10831500534089318,0.03043733377214038,-0.0809260704794838,,-0.025842257869467408,,,,,,,,-0.10092173672925003,-0.11906885035694244,,-0.08201889427983851,-0.012630278052689884,0.07184897491140889
PI3,,-0.03833575716549619,-0.0038652975368628512,,-0.2037502827682438,-0.012263942331779205,-0.04311325668699263,,-0.029098723441905387,,,,,,-0.07511475373996856,,-0.17552695468384327,-0.18268452095649867,-0.02016014903477064,-0.17652017206389498,-0.09118385944972651,-0.006297755062114174
PCSK1N,0.01687895507818795,0.19899630321073028,-0.04124887885463394,-0.032644305813758476,0.19827741759556003,0.037544573774979474,0.04520553376287607,-0.14305342633021645,0.09369233231449271,-0.07812096066121803,-0.021643752506559557,0.15421727479209427,0.11497538401453829,0.008974478876492808,-0.031607172462274076,0.01038353369848283,0.0469032881782526,0.06734744094807846,-0.023788043716491628,0.17059276631183526,-0.16742238979191137,-0.02422378116943922
NTS,,,,,,,0.040001837489097664,0.018490562941927143,-0.031763243522043974,-0.03421639978354438,-0.02373607461847007,-0.027576878466044848,,,,,0.010798558942354255,-0.041098133345458976,,0.20716195709304405,-0.01870956656645175,
SFRP1,0.028035144116627306,0.025780191514671386,0.023718080698766117,0.041448329445340604,,-0.016724510416302935,-0.053111874983726125,0.07648857351509598,0.03836191524495543,-0.0018254193936531353,-0.005297840340705527,-0.022084238623965368,-0.003270305341510874,0.06108660789866679,0.02264968233503919,-0.018157094891758478,0.10125510491248746,0.057830495357881546,0.05991404220618799,0.1212979400117088,0.10594807538063071,0.02910874383149646
CXCL13,,,,-0.052122811652343,0.0009347825683103915,,0.03423881306022414,,,,,,,,,,0.018923717804711547,-0.060330903338257344,,-0.05446028343069341,,0.028666471886909402
MICA,0.08156842933656233,-0.035603555522175645,0.027852988170885117,0.05163002919883408,-0.06999808368946725,0.011769496277517246,-0.05044393800268411,0.09788944614281966,-0.009330876321062597,-0.012183051857077914,0.01046630024090906,0.03603616318323314,-0.0723273749192631,0.12540267127964497,0.04385964267808519,0.10526680789230702,0.021396378238199867,-0.0026371784054641987,0.03577947676520863,0.03685247043552608,0.18302973175171386,0.006025212281706985
TG,0.06686745887871948,0.040775656180989626,-0.0022972799599169456,0.025591141484499827,,-0.020733586830939593,0.061529515530624315,0.04860355357998481,-0.006311970684007794,-0.028902650073966647,0.03649608854824535,,-0.026048470234754647,0.07348860618418755,0.004883017441149651,0.09585879494290966,0.06041728353275877,0.07601404938398014,,0.01949507736922688,0.05885394026924858,-0.000760650735000275
ADA,0.041905185819779395,0.02468151451646822,0.05028770747049943,0.015926635900411896,0.142332014204763,-0.011866392848464241,-0.0066832896861086935,0.05212513412043242,-0.028606454877353443,0.05515180442292134,-0.00606976718954418,-0.09569639487820242,0.025992201013989216,0.035244038462517,0.10958198889847907,0.019264966609411682,0.053357840268981195,0.09441770451862952,0.02672203353682304,-0.011542108519296691,0.32906658335530153,0.04708980268027563
LAMC3,0.039780728624868894,-0.03820738327293684,0.17395236147981566,0.005130437073361968,0.12906876641961715,0.04756174039788019,0.08458503632015835,0.15811303488309178,0.05744633964090583,-0.019995555401797167,-0.035630951935436445,-0.04396837204702186,0.06378643753534227,0.15278385789162421,0.1813121919208984,0.12373222881641965,0.037484725936161076,0.12048245029427679,0.04669918691210405,-0.007087297440534193,0.3644410868388987,0.10687628451512257
CCL7,,,0.005664721351786855,,,-0.02687946607567481,-0.010857375050566767,,,,,,,,,,-0.012223058543468356,,,,-0.009993730374414698,-0.02800357180287836
NGF,,-0.01864376469215797,0.057039652130267425,,,-0.04085850919160954,0.018707756196520257,-0.04100103059041041,,,,0.01090423960221994,,,,-0.032975161635387,0.07271107770800689,0.06430150779868692,,-0.043792454342789694,0.1598086763051976,-0.011935669769573923
TNFSF15,,0.13087539704278814,,,,-0.02993160013310912,-0.017435791492916,0.034380894810342066,,,,,,-0.047345753748543815,,0.11936934844129003,0.01003278658621391,,,-0.02354694624910073,0.08798519573013446,-0.008584214214346275
HMGB1,-0.028297065608827564,0.037818831877401676,0.023498067540190883,0.08084008271497031,0.2638898874618698,0.04226677521494848,0.04167843623250201,0.20683807127178622,-0.07623532618006285,0.024915672678050893,0.020298298168820724,-0.07796547328605478,0.006716063096967007,-0.1214126477776352,0.10367807422327177,-0.07377243540110309,0.018002858128206706,0.044917276082046834,-0.05130912047884764,0.06384817094873868,-0.1694746197008846,-0.07499530322356708
ITGB3BP,0.0028720689917622693,-0.10687596936773461,-0.031061039412519066,0.051797473045274885,0.0593210790249498,-0.029284647402849837,0.02366210750862303,0.22717452375747285,-0.052696574800959343,0.0002731511538633373,0.024524657816446017,-0.006838957597686761,-0.08406605828020496,0.1426270307937283,-0.010464384190000578,-0.010539909193497192,0.06463795132884043,-0.011665142050850497,-0.04539420826467797,-0.06869515601232899,0.03712561610703268,-0.00900240070919857
AANAT,,-0.014653738093645152,0.016603784885876764,,,-0.016124198736052437,-0.03684588861064598,,-0.02331041593938929,-0.025992322119130988,-0.00489820981191093,0.03878097701027289,-0.023261151158485552,,0.14902349288328887,-0.0231114091239689,0.06463897168992869,0.050759219444873105,-0.029349818398234563,,0.011308439457815756,0.09321529115843968
RELN,0.024071414804526656,0.022652293750033175,0.03178173426711117,-0.02077618890867557,0.04600939806275662,0.028028554861581227,0.02556125403490873,-0.022498914714995797,0.01999681013433737,0.06732702675478476,0.013905258416445467,0.0851134317660835,0.04409131617256859,,,,,,0.05144568674129938,0.07561162539033334,,0.050725373917941345
IL15,-0.0012168255351668517,-0.03278602136282315,0.048343262321400876,0.0003176148893312905,,0.05289055124400541,0.02710193983264013,0.013158623418076486,-0.03599086235997244,-0.032757235200964144,-0.016014927119317873,-0.033491419671185976,0.04027848991334888,-0.003917705984169792,0.022612613981761922,-0.0390684043909013,0.02243436961351136,0.05025704296792464,0.02380011793138246,0.03583972775120583,0.13131349745218088,-0.012689811731053753
UTS2,,,,,,,,,0.012240457051677964,,,,,-0.03179945901605653,0.008645002105881736,,-0.006210724507578942,,,,,
BSG,0.0513071810850884,-0.043018573271276964,-0.04052526728440336,-0.012069414895481379,0.06000864510254836,-0.02382309227787685,-0.023521184184868368,0.09886006841136774,0.05580448405364961,-0.008481394258581318,0.021242062486326124,0.11704836032216663,-0.08646924391427421,0.0408255889693936,-0.0744928959038698,0.09626980088238021,0.003070055514470406,0.016500598504549713,0.09236633861140155,-0.11493769434168344,0.04109948861968819,0.07486041439542927
ADAMTS3,0.0023454108192956817,-0.04146863754405432,0.06497811533359603,0.03791590250973828,,0.03953425067375904,0.06583770162987503,0.05357270121140608,-0.056688910651324094,-0.021602776808971186,-0.0033232062226302857,0.06390668870871088,0.04132660500043929,0.10949699693653106,0.01589847475661837,-0.02767355958697437,0.08452201899260928,0.10446980145364367,-0.045475612063497754,0.16094237414470208,0.05513184811961233,0.11671880308384358
CD34,0.019895835489813593,0.17653102409285382,0.12813572728648853,0.04323650353940766,0.11033956240713662,0.11767723110292672,0.08317837333933423,0.11117593937064603,0.06466443436161337,0.03041954725322517,0.05206063085582205,0.02181109906672888,0.03944468311647827,0.10169415612168788,0.19749543186003843,0.12524374966688223,0.08096497588250473,0.12076440470239197,0.033771824713574365,0.003763466437476406,0.31085064044542754,0.0296394210878077
CCL23,,,,,,,,,0.04648672249182927,,,,,0.02505354598330973,,,,,,,,
PLAT,0.024185850969179686,-0.056152983703204415,0.08794575382192871,0.03548345285547793,0.26922776703451373,0.03206934731135348,-0.02401545477288596,0.20053064634305853,-0.03045003493427623,-0.06796569425477203,0.05606308621551783,-0.025805965657799086,-0.08088623946908746,0.12368415428572907,0.1611475222346134,0.15305001738773436,0.15593564016806535,0.0846080269872691,0.07635128113641232,0.12335971273990193,0.1735610141561269,0.10139722893334255
NTF3,,,,,,,,,,,-0.0015094047596548694,,,,,,0.06995191393794611,0.15127514796691682,,0.13535681585090573,,
LTA,,,,0.04306927562228839,,0.04532689632534357,,,,-0.02503331502432642,,,-0.0215736452496383,,,,,,,,0.06495171852923408,
CKLF,0.009284799975051723,0.02300993498819901,0.013349755624207888,0.10740213132982718,0.0693721186716738,-0.003202315729662495,0.004747802992545002,0.1884463300107761,-0.04269233424721193,0.05680736399486139,-0.018346948803406735,-0.08828658259642405,-0.06324941253568774,0.11453800115108345,0.12392200289357197,0.10415881079114127,0.09556164638776561,0.13414622256625222,-0.020874040501289454,0.06579269754379301,-0.0036534828399039203,0.044854693180796545
CD24,0.004755358147567766,-0.042857999388543275,0.06409434006386507,0.20475521469919372,0.17630952311006964,-0.015700488175036175,0.04636700128917372,0.2002059314619858,-0.04078199638994112,0.030693324203138483,-0.03646671727950668,0.0348636206594951,0.040668065189138465,0.094607059101822,0.036675357303532836,0.07469096421638047,0.16987896756652834,0.1259034111610915,-0.007153634773467316,0.26545526606696485,-0.12177733585582225,0.007045064925256073
HSP90AA1,-0.09005662068243146,0.028167635419506166,-0.11294378312799941,0.04078998156188076,-0.023363546451397453,0.012245653478520841,0.03125541311109844,-0.20522810182044554,0.06225988424383257,-0.07289003488987222,0.046538729595655554,0.13040055450830373,0.1727255726814651,-0.0503816831926876,-0.06980590281520868,-0.09891964996896951,-0.23525219386940902,-0.22615549277293767,-0.030270415595880444,-0.06783431923541411,-0.2054873803707994,-0.07661354612077209
BMP4,0.12798899669865538,0.0786438876856931,-0.010157346141966263,0.016273880932582765,-0.03810402356356685,0.004167708254840704,-0.004400117985089314,0.22979590116478574,0.018386813766695695,0.0006864468749803139,0.027255910442324647,0.010392732403928032,0.09281901415396686,0.27284766959593887,0.02130789168104536,0.042911444552918294,0.05469566057538069,0.059868763570630666,-0.03188572606606818,-0.0024010667986902753,0.17178522225866324,-0.0013591669333073253
SCGB3A1,,,0.045382233306982295,,0.06637385188225534,,0.019061679525347784,0.013398807109534047,,,0.06966858108071773,0.005001642866232159,-0.015053804355671174,0.028750630581410353,-0.01115465916704333,,-0.002330399997459,0.0781048777448797,,0.07181700298577294,0.20594971826950623,-0.025431264674899413
IGFBP4,-0.015952476211379497,-0.011329610145140258,0.1739209449176906,0.11652984796809487,0.03553086747483118,0.02406102458103728,-0.02821644478332008,0.23457264678695536,0.020955068885385772,-0.04986920215678449,0.03322263677498721,-0.0555897843886763,-0.011347672445705392,0.12281070860561133,0.2799618973953223,0.16396655942888583,0.05964603466437515,0.021613932777077637,0.0866494979367599,-0.1907456590578875,0.42269988488010796,0.06660012606831903
RSPO4,,-0.022775270000607247,,0.061046246904004786,,-0.0527328345375294,0.0004703209640049067,,,-0.009914774473222258,-0.02273534669335012,,-0.02992604233967842,,,,,,,0.0858966856242429,0.01928741299078958,0.06370248735281404
