,MGH258,UKF248,UKF259,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
LIF,-0.02367748265804982,-0.012089416394308767,0.02514163094336839,0.04888614337203394,0.012371923198165961,0.07973517313610823,0.013817567985653192,-0.016691787224165144,-0.08053846152377982,0.00424441424075592,-0.03738184806703062,-0.024249834050192546
IL17B,,,,-0.03193491120125513,,-0.007150989045742711,-0.006095354667676162,0.009266205707774205,0.08491283517928945,-0.019392456162202667,-0.0017054486921502328,0.0175245535167093
MMP1,,-0.021900365986037333,,,,-0.011293493221292777,0.0731682163807956,-0.08465171509261216,-0.008842586879195686,-0.03718599439043221,0.014555234363331455,0.052500252309090834
MATN1,,-0.03783069338893529,,-0.02027325590033029,-0.025336958962858123,,,-0.08201782663204063,0.028710415641674748,-0.0022529676032623253,-0.030042343847001968,-0.021994956816292207
ADAM28,-0.05843210042668118,0.03114557184181521,0.02766381670629211,0.059972792117086345,0.04771860223420523,0.0662161683916812,0.054173725769338155,-0.02009877104634634,-0.013033600102669417,0.09214072121179956,0.014206251580984364,-0.04698675246920914
TCN2,-0.0018818967362874324,0.038194512152081056,-0.01123216591479154,0.14531488775668383,-0.03340480770037508,0.030668436657554622,0.09924980574286363,0.048076614354951905,0.040194878578080316,-0.028831050938910478,0.029852035998526285,0.04954037098430147
THPO,,0.014858874711724887,-0.027339924224118503,-0.01984113214791895,0.004168364955149642,,0.03168104369611324,,,0.005269867258410642,0.006983452005844127,-0.03296144257950031
CUBN,0.058677160146673873,-0.019372378491998268,-0.017407242866493283,0.0493100977342306,0.09148443381573079,0.06898863949776293,-0.042810926138913664,0.08688745408983709,0.09492743497839996,-0.0327920161494837,0.056326333345150276,0.09698666708407698
TIMP3,0.05560408262561718,0.0070334882137555845,0.020329715092337775,0.06902702393855457,0.01608515176078737,-0.06870838803958566,0.025195050344982248,0.003698864817025335,-0.03912122011460512,-0.056003254988705786,0.05644563934967404,-0.10753069001820667
PIGF,0.02696440613272643,0.033161448785166574,0.05189913334536279,0.1282167666825223,0.05546571525800886,0.020382849052487162,0.05613415494502176,0.12669928928310903,0.14060911388876965,0.031691495992759555,-0.0145021982509226,0.031665953874844444
CRH,,0.058328068771670114,-0.02008177799761075,-0.02973481923135576,-0.020686548518609557,,,0.030903661288917247,0.013685999629053952,0.05226087738213256,0.03285987130840827,0.03774035675335853
BDNF,,0.033676357075026475,-0.04169795549296939,-0.06589506642046218,-0.004784921323288597,-0.03375982969833304,0.0067701902411374335,0.021716995411365212,0.0020244313574562804,0.060318233309156415,-0.007165881965716182,-0.030005683416254376
CCL5,-0.027712763337149563,0.0034583576775292467,-0.03906258064629969,0.05767619323865372,0.03868987189301893,0.051763946977456614,0.08831883799246167,0.01430860063941122,0.037062290260546464,0.029325914804770283,0.08210158181478205,-0.05277336208283356
GAD1,-0.06397834202991473,0.0781856754782296,0.0012811088321552516,-0.062375523255921585,-0.07002441284965857,-0.028601780462021383,0.027798314189210915,0.046222933224968274,0.12019494781551351,-0.028439809549472853,-0.04495908206261438,0.04343689563205988
COL14A1,-0.018780324037309913,-0.01591949877976931,-0.0059956899214646895,0.0811932606869067,0.045896887004625575,-0.024866568464737848,0.10498398276403514,0.061340565383387946,-0.03217493189589067,-0.07442032469600375,0.022060274003565073,0.05216480823016194
HLA-A,0.04576918995574235,0.029632385896667425,-0.05996864697554569,0.13832333706030286,0.10856992814259622,-0.03872391129736814,0.11779787358449399,-0.07162225776032882,-0.16219053667275057,-0.08222097469718617,-0.02784726103338592,-0.11223961371871008
CD5L,-0.033516513516167315,0.0564653353257287,,,,,,,,,,
FGF18,,-0.00648504020707503,-0.01595482244294697,,,,,0.0015372611846482943,0.01456025787290237,0.06896019994356269,-0.024701536062725692,-0.030195105176590797
ADM,0.020173682656603745,-0.03942737426293553,-0.05251355317154314,0.07352972306929519,0.07565510059817593,-0.004790405904442834,-0.029988580428471797,-0.05731193467970674,-0.14853616573839223,-0.05478040444143419,-0.0035821318827006002,-0.006698441369173135
CCL15,,-0.012662005653764807,,,,-0.027806276659669494,,,,,0.060103158546447225,
GNAI2,0.018719497004575977,0.06757024476295279,0.008132911206943563,0.1078993638466728,0.12242703232686132,0.03884848177945525,0.008119123732714577,-0.011551361006194538,0.01169166426872155,-0.09919942855088684,0.03322718651333111,0.019861974340587004
HDC,,,,0.009366185434711917,,,,,,,0.007078567313066927,-0.021994946854984435
COL11A1,-0.022077695065248308,0.006490589445057517,-0.017931191235533408,-0.03515581858737562,0.01663030002046152,0.08238801171449811,0.013700753771470132,0.08918012948823113,-0.0544182481934913,-0.011993438670843804,0.05702915007934433,0.030569895516567247
NUCB2,-0.006216484140233467,0.025125253063446724,-0.010765531322440553,0.06937529955150502,0.01996528105333857,-0.003389211112599803,-0.04880465696437618,0.006560006509872395,-0.028119383736302156,0.01570308356395689,0.013619557177583041,-0.003739164785178768
FGF16,,,,,,,,,,,,-0.021673160800367415
CXCL1,,0.009614685646034472,-0.0277738498849187,0.01402000229333357,0.01616739285940422,-0.029779736591046057,-0.033028743458575954,0.002952119282715661,-0.059565467405165946,-0.04899156558510143,-0.05389372876396279,0.004106064828255985
VCAN,0.05379435197821501,0.02188951148955464,0.01675293814246445,0.08625934754903178,0.09925652956696793,-0.04376702777336132,-0.09808089027748772,0.049883292588424735,0.12137420513705104,0.003267086118848035,-0.014431348886209077,0.07646960384513467
MMP7,,0.005425299538726168,-0.012971560312196819,0.01288282829634001,-0.00916660733010807,0.033839114255206124,0.004097191482050185,0.03631817191949873,-0.06329913532394482,-0.03922074537483669,-0.009419581258910221,0.022397940993083048
PTPN6,-0.056169036067703876,0.003864804161961899,-0.04079000129417825,0.11072313719310438,0.07478160559552716,-0.00386368674803597,-0.008261427274051507,0.05133894795985252,0.12261741826889164,-0.02193876190796181,0.01007133336959436,-0.04443945034039085
PTGS2,-0.03799451043326587,-0.0466931690200243,-0.05700614989726971,-0.06249743264504707,-0.000928310600577213,-0.03861413174719186,-0.042631881120679956,-0.03402279869399749,-0.05770773573296243,-0.06395800949500956,-0.062350380772835,-0.006701967907421163
XCL1,-0.017119122629685034,-0.036992635778634514,0.047717721917917226,,,,,,,,,0.04032263630707856
CD58,0.035453890902759175,0.028130587817860632,-0.013270770577461512,0.08046384701060594,0.10809458465050721,0.013736284328810498,0.04207058823247697,0.07116174310034808,0.05626473882911298,-0.02194123790716376,-0.031791406458242695,0.01260362447265699
TNFSF14,-0.028004127893986302,-0.03727389413806447,0.06993537670670567,0.06623308585254353,,-0.035440067926962124,-0.020029766505223173,-0.05317132244217993,-0.02408902320773372,-0.03162158433497491,0.00042056283276086854,0.11129628671137004
CNTN4,,0.012878692267742405,-0.031197996947736176,-0.050116696241952204,-0.03914092504453611,0.012070831124814002,,0.06634512635057867,0.1397144256732048,0.03189785330014919,-0.03645365627500382,0.01678388828491379
NTF4,,,0.029692441939343846,,,,,,,,,
INSL3,,0.0314842801849388,-0.015954819313501668,,,,,0.014713102954280655,0.05188558616382555,0.0036354537082741545,-0.02933382301612948,
BTLA,,,-0.025325146991246023,,,,,,,,-0.028364340146112044,
MFNG,-0.01301618112099596,0.044944869921805776,0.02127119810670302,0.06393095654187801,-0.009150816163110524,-0.027667827973777658,-0.10912861974981633,-0.021696708368081723,0.06137716279170189,-0.012804218518806917,-0.00917653600963727,0.043908557410602116
ICAM1,0.008482032564157364,-0.0026958638415957793,-0.028975185776391712,0.10276482451638708,0.05218595151281489,0.08405130711903018,-0.06397813389879815,0.07000234922899021,-0.027841077253814607,-0.05838764501106441,-0.019955003450333967,-0.009001657597075595
PROS1,-0.02743529510967537,0.04651587872000052,-0.025888231512467108,0.11226763600881957,0.03168581615944515,0.05132890134431053,0.015504391564572501,0.03271473431627296,-0.069016545470794,-0.08057631321056014,0.005192158362892492,0.0342526360203549
CLCF1,0.011155720638463722,-0.07636304731163673,-0.003691329746318672,0.0296999640553581,0.0999891605138428,0.11243811739464273,0.0012327868714438741,0.08536335935179759,0.05285705034338186,-0.008837272582090997,-0.050339841686298833,0.030461371476098228
PSAP,-0.04495620792198588,0.0026056138878065792,-0.05279779400403389,-0.08201671484431372,-0.09799993417961729,0.07748872770634159,0.0791570100359441,0.02140350605927906,-0.10285027070979151,-0.061956188961102686,-0.031758370733599495,-0.02093723767119753
EFEMP1,-0.01722824535946944,0.024710045072370335,0.02368693992003,0.11578866731748623,0.13120227203488471,0.031136960615845366,-0.00595819375423915,0.032253361414198906,-0.03064514568063687,-0.0675880840324819,-0.030446921061874747,0.016197062143533326
C1QTNF1,0.035516335983618766,-0.004242973857175579,-0.017726710677492007,0.11963882032088305,0.11126295335151577,0.04192416579509572,0.005331782959226613,-0.022630821904569325,-0.10668442443103315,-0.08464251722669809,-0.013968996092933025,-0.010657676972754177
ALB,-0.02577243862454161,0.004934747942210656,-0.028325503857280866,-0.023674835893907568,0.052439771749590434,0.038844360576981596,0.05431361662506155,0.10129131813946846,-0.01913458776607164,-0.03214099326086738,0.020046561843568747,0.04881850596951819
CCL13,,,,,,,,-0.0009100965409888315,,-0.009321055004672531,,
EFNA3,0.04207408168985158,0.010560108982987907,-0.06217211115681788,-0.09866960253265254,0.0007314942192143925,0.10564101369231499,-0.016011509559021312,0.13417913245033566,-0.005895236716042861,0.04657893356323882,0.02404019079241224,0.0552006995709336
DRAXIN,0.016816084615208594,-0.005552222501318351,0.0022422408712809705,0.07813396312204268,0.1361156821787825,0.00794220852081505,0.03774718573275437,-0.02454502588336628,-0.08468209345068613,-0.02299123630472379,0.04337143344353872,0.026515675779603544
RAET1L,,-0.012066255897555982,,,,,,,0.06405733246386298,-0.024982499534044716,,
NPTX2,-0.044795005315602376,-0.032197434840655466,-0.015546133217352166,-0.13292808731044534,0.07367118243321522,0.022101936056585586,-0.046128843266680666,0.013225669598277546,0.08891990114056415,-0.0284289719963516,-0.04207003138145095,-9.448514025145589e-05
FGF11,0.0886158318713335,0.023314777975489587,-0.018924741412994824,0.08522227579308744,0.07338684570179943,0.02260217793792624,-0.07391486501853942,0.014903125942684548,-0.01950157810514953,-0.04024705655165936,0.03606399482829466,-0.012311168501055899
CD59,-0.02737037465860277,0.038717216311152214,-0.036204890663714864,-0.06203127621480751,-0.047441645353322265,-0.04093772166195731,0.1473088918567782,0.047589935140374066,-0.02500864816269768,-0.06681960422606459,0.05357409464335002,-0.0161125723171796
COL9A2,0.09446064838626045,0.029313694811320904,0.0068906217688184165,0.016914100583938784,0.0504032639235606,0.10983000750123904,0.05216814839836118,0.09943852570508237,0.15423517632558847,0.05315951664547346,0.04407146437621582,0.014024349984183965
DLL3,-0.014650472497158,0.03592046502149192,-0.0010591819276077425,0.07901133503750582,0.04699688098858802,-0.018250535659987487,0.15486602387807014,0.08187598756088205,0.19532439856047737,0.098742745545359,0.07537738932210707,-0.027513707247637086
FGF5,,,,0.0226158611195382,,,,,,,-0.030279850011284862,0.020536306368214224
LIN7C,-0.028371837142740643,0.01542257627976507,0.014480406683700863,0.07020389345969595,0.04034958897809152,0.022938976220871838,0.035108376348707455,-0.0036618241122175835,0.011185634853131081,0.039013033389831614,0.014977915321232962,0.02038718599583548
GDF7,-0.017732066283896914,-0.021097389081666407,-0.028468055677292457,-0.021903128584099943,,,,,0.019910452260709692,0.08059325805480065,0.011303560591217605,-0.033622208365041
PSPN,-0.036847289559096906,-0.018289786582547353,-0.04773663470962725,-0.04301377846660445,0.018508009511429092,0.0393367452647248,0.023795406930313887,0.04823347692445976,0.02440511551114504,-0.041358232988943616,0.0656574029081968,0.02271067016541551
ANGPT1,-0.04515098497205591,-0.04443861326106426,0.009325776253996318,0.06324695822400984,-0.049676784055025444,-0.001990300999799042,0.012537618656766295,0.03286016778619018,0.00843264153537153,-0.05718995843026334,0.007979850631622463,0.0038931264387039744
PNOC,0.1052496461826602,-0.06435759850247298,0.01412228486314789,-0.05702453216919905,-0.0708308709410905,,,,0.03282026280208607,-0.0018167154734988627,-0.03027522852600575,0.0489239128218375
L1CAM,-0.02662743089002677,-0.02950574383989007,0.05300893890571299,-0.0025739245743067003,-0.1263159021829077,-0.04329191087976282,0.06015502490842799,-0.013218253192420008,-0.06703446003407715,0.0436120313272252,0.040896309434255054,0.013991657794529083
APOA1,0.04474528301617325,-0.0343384922273151,-0.024846994984668636,-0.009089787556610315,0.048224685914412126,-0.00010439581759391526,-0.03424265168769696,0.10191945402637007,0.05454709824087445,0.04010592338388019,0.01081963456741793,-0.01717351116312052
PSEN1,-0.04596883920619267,0.07604296665732715,-0.006766492521466608,0.032770463221385694,0.059575927971481396,0.018293624363302147,-0.030037888948104267,-0.04345001936757936,0.04811228942114575,-0.011927193269172914,0.015100959631640942,-0.02942464257630175
CALM2,0.03948278764979365,0.026784720232075596,0.00908864921779165,-0.1509097551712845,-0.1139856018144351,0.030450874307244906,-0.021232299139781297,0.08039890000021475,0.08915613315658343,0.040507667963218384,0.04599262371701421,0.051924241958302454
CLEC2B,-0.09214829726433418,-0.03821881140454058,-0.008789042692409094,0.10341612058167615,0.021194346496761933,0.02237080408800668,0.02468234371715756,-0.054000474010906414,-0.024755993112056084,-0.01380832909107106,-0.013396326644328271,-0.019539692570788116
NTNG1,0.05049995265665561,0.0008269246857528169,0.0030152564251317944,0.048470108343910315,-0.03958297859777641,0.05881949789341116,0.07106364097893285,0.07538139119295766,0.12318824348772288,0.0707931124975226,0.019403825806787796,0.058610779975355
LRIG1,0.03906752135907415,0.05937437533869982,0.003263100598636587,0.1169648314731994,0.05724088638873452,0.014288993310275283,-0.008224360246579418,0.08512326264155724,0.18497935597420923,0.013663936100646146,0.012244867544500323,0.08048331171537515
CPAMD8,-0.01560269655377581,-0.03137180501920441,-0.018871704334627627,-0.017054296371089,-0.03306587751876883,0.019800409369460842,,,-0.0035088088119224026,,-0.03073621093765504,-0.023840665703159097
GHRL,-0.0248929806621202,-0.014148454183227455,0.002005872085505413,-0.025456861250490743,-0.006207097436730569,-0.04012282171071217,-0.053290936624633044,,,0.0029428475685205333,-0.0034231173855755175,-0.021015794880511363
NPY,-0.022889764788827534,-0.06702337438960317,0.0267101835512835,-0.03617775853089214,0.02202855326140699,-0.03477627893457313,-0.018140543856643956,-0.04614672196011398,-0.012124351086080534,0.035538354584532694,-0.0370414440819237,-0.03808724515929963
MMP2,0.02448663937188179,0.039971006446540745,0.030064420537790015,0.16917712738201024,0.1037046903403425,0.08431047728878205,0.17613057938722665,0.039877704705238846,0.015072365278206915,0.012529137789815918,0.05217156440618647,-0.05773342018881166
LHB,,,-0.016435829279399884,,,,,,,,,
PPY,,-0.011498601774459938,-0.017970235482559282,,,,,0.03481981757021459,-0.01453284434012417,-0.06253063467086835,-0.05868460559212489,-0.0426777137071282
ALKAL2,-0.02336516648005712,-0.0032619599146429044,-0.016197042315463036,-0.019336735548123193,0.028473308024789035,0.016492641910623104,-0.005329827743448628,0.06081383043263438,0.053746266513294054,0.002093479225236778,0.0262403334386564,0.03120899152053613
CSF1,0.06787231746459213,-0.014760731526748417,-0.05948042416899004,0.09375639400597365,0.0769528515011882,0.05130285803590652,-0.08447939752361694,0.020751671734598773,-0.014186218928763292,-0.06437742100675897,0.012663849442048673,0.09826944954659855
SEMA4C,0.05679895926033808,0.06585811167684273,0.035983401743195115,0.01602838121533094,0.06310250153392416,0.00686680285147806,0.04012959730389473,0.06794939197594498,0.018761283603954654,0.010241576609230802,-0.02330331785231236,-0.022246483239821042
BMP8A,,,,,,,,,,,-0.026328685173379364,
ICAM2,0.0004892490419179601,0.0011450457892187749,-0.021845858453638373,0.1660858022850853,0.03397942111334026,0.011351288864048922,0.07676045936703571,0.06620349795390823,0.08670150143428562,0.0387729183294942,0.08455223108289504,-0.00951534998993004
SYTL3,-0.04263744179320739,0.041333571557321556,0.025333230914765692,0.10533167594353143,0.04524234716211736,0.11639697331029868,-0.04968970839889012,0.07493770895113458,0.006177843043758946,0.003534019516988321,0.03800382538644556,0.02467033046780308
IL1A,-0.018130082633370792,0.03312956781184877,-0.014797144795609377,0.12986119250135056,0.02515363123995969,0.08615856096347109,-0.012414173625937582,-0.046285723587961285,-0.03619775308014011,-0.037532003302254924,-0.013216587534114213,0.0164591407851895
HLA-G,,-0.03972353822217036,0.04824023095275566,,,,-0.06318544271943904,0.05272085708188574,0.07108593534303304,0.03703907253369043,,
PGF,0.015744893627055737,0.022254538884749132,0.0008907253912655304,0.1317919996630199,0.07720369259260038,-0.023435255143185934,0.12759533655733982,0.0014985629170450492,0.14055212718416643,0.012743576788016726,0.0047865257869997594,0.0194954566436074
LGALS8,0.025082619627518805,0.042843649581623476,0.039837321287262396,0.015772011177636037,0.02612200943553954,-0.023097323832764406,-0.0435500726761145,0.04248755884426181,-0.012908359447011316,-0.005971327836608035,0.01116773702940526,0.006963530733230022
DKK3,-0.09297216970610751,-0.009002238054368172,0.03811407415486877,-0.09293047825942126,-0.08421045635538398,-0.07783105854811256,0.09961055978278899,0.07822243662750714,0.15313734575424143,-0.006269904105227073,-0.013352427699159586,-0.007915908920723538
COL16A1,0.05129650746866082,0.09153457852465581,0.0647850813742172,0.04483369991377773,0.09249530969269526,-0.008053768527769662,0.08714934247502244,0.06521624113112691,0.05293609012342384,-0.0408734707140013,0.0987505104249024,-0.021479751052867337
TPH1,-0.029067007436681176,0.018848210893725587,0.03418881721425185,-0.0009507708118424245,-0.025578097697598768,,0.007010409783992663,0.09179459794729,-0.0017045553764348468,-0.032865221771291885,0.06690361924649368,-0.016006598614501818
TNC,-0.00017863793178800943,0.025537267920582096,-0.028022167688723607,0.13092015688509162,0.11874758385712306,0.021308874857004178,0.04847820502738181,-0.03118934743064423,-0.11509565356897995,-0.029984161451111463,-0.05477651395442813,0.048626516740916635
TNFSF9,-0.015602689148482167,0.05955218461919241,-0.006784870507494645,-0.012705076447024684,-0.0450048924736333,,,-0.0052800754250987795,0.055092274533173925,-0.022918863049099812,0.022096203653250636,-0.00639818168511478
C4A,,,0.010525221709350687,,0.040597105966183,,0.021550854675012783,-0.0013952365780292692,,0.0212565723298961,0.03734390401812812,
CNTN2,-0.01619190521489302,-0.02097764343818276,0.05581291951207907,-0.01648168530983566,0.0072670312108111465,0.059576636638422914,0.08718391230679444,0.07550504376341796,0.11713074571771354,0.059788095044686865,0.001091863750051227,0.03078550540308488
F7,,0.018718886858316363,,-0.017054286458561458,,,,0.017444839388337744,,0.009912657075268873,,0.005797473644670859
LUM,0.03672219847880643,0.009271210742400117,0.03254209091048788,0.15120468644879428,0.03414722326970417,0.035287986072497265,0.13692073357114476,0.04581233794593332,0.11944525454750868,0.02983451923416307,0.053305596217071274,-0.029916793909821538
IZUMO1,-0.014908863754309049,,,,,,,,,,,
BTC,,0.07016935785468502,0.036641599751131196,,,,,-0.002040158045560119,0.0501363408101255,-0.010737467541444098,0.025911658713821454,-0.041141028025125245
APOC1,-0.07383690864157182,0.026260906113195325,0.04956418824200512,0.1386582084276657,0.09393333380478387,0.11414010849649561,-0.07513418795984034,-0.001065372407785417,0.06852575619399004,0.051836346697095574,-0.01824718897644071,-0.1461241660298976
PKM,-0.03229881503226039,-0.04888876083953412,-0.05940794532799197,0.033478341782941665,0.06627360423740025,0.03397417753597828,-0.019138071909200645,-0.042271481761851255,-0.14024048234466344,-0.11247740288401614,-0.07498828300168144,0.06305784519853626
TNF,,-0.025130036756948863,0.08005381355944577,-0.0250292815388104,0.07503231618460933,0.006633668719143081,0.00534192511732489,0.07458826939405992,-0.03031404349016145,,0.004726679264676297,-0.022935019199486942
GNAS,0.13167932398143772,-0.0023763137217350963,0.04162306553441794,-0.042179558823611,0.08315512466521667,0.05396566071889455,0.0003975680323486891,-0.09226687692460063,-0.009134481327034417,0.0005900031820501321,-0.007720786857366062,-0.038471639026601626
BMP8B,0.01753076735170841,0.02922318055641956,0.1012928037076645,-0.010203637659042078,0.009613008703404523,0.10466289604747522,0.040086119818506946,0.051175544289330854,-0.03787836653447307,-0.022299405865302727,-0.0377153471289995,-0.007821458873386096
LIPH,,0.008096311362775605,-0.02468573521616478,,,,0.007210601498554133,-0.02173973492006289,0.03608150867417442,-0.03299634861858653,-0.005956151074199023,-0.023124590938630795
CCL28,,0.05875841387646526,,,-0.001777478257359883,,-0.05746558747173106,,,,-0.020444280968151773,-0.03469967207489938
PTPN11,0.010499683978326659,0.029420916654723347,0.03302277237866879,0.005393592136032794,0.026824053127763883,0.012916245114718124,-0.04406602745413866,-0.05376706205618659,-0.016571100801716376,0.027250817227670514,0.03803181456657817,-0.014028816065849211
ADAM12,0.045618644840487714,0.05510141509324827,0.034061552694081045,0.10741757804747827,0.09237536279184334,0.05119123233777468,0.07429852832599854,-0.034534049672494474,0.021654258963132805,-8.431940075487868e-05,0.012519417507688584,0.004695637326509895
EPO,,-0.011673391699446494,-0.025166682698527728,,-0.010098347026288835,,,0.0534269902446778,-0.008230363921857888,0.04871194911911825,-0.021740793727926155,
EDN3,-0.021912136279650364,0.021887070032126883,-0.031329021894780644,-0.016820679277798442,-0.043525018658447115,,,-0.027050436403805923,0.011440983208197914,0.01528945001799032,0.026662503959697242,-0.022277748360451172
CCL22,,,,,,,,-0.01679149697730182,-0.0023885838349455455,-0.013544606231029268,0.05618593157006955,
CCL2,-0.06743642760901074,0.05243322305141087,-0.008592728346042782,0.03780226713807841,0.06609441649178782,0.0023180802436273368,-0.07484561215278754,0.06806197701155953,-0.04587533248143038,-0.006203010797646609,-0.031434749182715015,0.01612515792997548
DSCAM,-0.031128973236279955,-0.016028483965209384,-0.01687156836483909,0.08520965544037655,0.0783405610397244,0.1309007850213648,-0.16657921706322518,0.06114464956934713,0.10843355707575603,0.10894030510049699,0.0021937716036140712,0.02094182482514289
GPHA2,,-0.02142234162257493,,,,,,,,,,
ANG,-0.015293148993995224,-0.02104798762495652,-0.0784670081456451,0.10157286552049531,0.08727271100522126,0.00334799764838145,-0.0073930176810221345,0.08210105495551646,-0.04187474189263506,-0.01863263595866368,-0.05024340967105325,-0.05712402445565703
FBLN2,-0.020545323586533396,-0.025004451819160306,-0.03815993897802662,0.0713011103204021,-0.002980443024982404,-0.00712269721643392,-0.017368984543025368,0.0948971762025992,0.10791362722996857,0.03498825367339173,0.02430742257671619,0.010370778220921577
VTN,,-0.02833038806689279,0.015263189090033146,-0.0018887600451653749,0.03382051703927061,0.06345875070003933,0.11749262619871463,-0.03068709597453652,0.00489580916025922,-0.05407605580343994,0.0007911274744523664,-0.007664834298570016
VEGFA,-0.004712752208862259,-0.03160563452362259,-0.05018284631976187,0.06772284570571373,0.09391206675509871,0.023808903773138393,-0.08283174291042053,-0.09711012884705734,-0.17775477668800124,-0.09020975504836716,-0.0845800676225822,-0.014303660046654397
F10,,,,-0.00010604893698236473,,-0.02739626560063755,,,0.042801577690836735,-0.055276364303448955,0.04134831203689716,0.002585105528245144
SERPINA1,-0.023148670307093777,0.06080596041603276,-0.023580713998416162,0.11269837449643827,0.028527385679505017,0.06179650693921847,0.04303127499338719,-0.056006143733927156,-0.059124901297343144,-0.07491074585590093,0.052162861821111975,-0.08526461479807544
VWF,0.04397714372510272,0.06911370202738118,-0.011118900746553457,0.12940054755553754,0.028266600286244163,0.02369605055905585,0.12304669141584118,0.025779557177352953,0.07456921616186682,0.021081744538071788,0.06079480201947644,-0.07573924499970361
GDNF,,0.015695953116658917,0.007534620317729375,,-0.04308048873857581,,,0.06573620819190719,0.019057227355564987,0.013119876489183599,,
VASP,-0.04158155732020017,0.05828153998335633,-0.04896956375459407,0.09540620123487183,0.09889969219299555,0.02328122913400916,0.06549265791917759,-0.07132341736650742,-0.016664742896879803,0.011710037190359821,-0.014252345033847856,0.03058094238784407
ADAM15,0.06303193472274982,0.05060377734599811,0.032799806005829296,0.021837268464276874,0.06209213916253392,0.08470889431425202,-0.00886467362328926,0.08137334157618097,-0.000611675246972758,-0.019049698117299844,0.04740199343658652,-0.016068972035839586
WNT2,,0.030792075989928495,,-0.04377574795944135,-0.04031695024607733,,0.08150905572536546,-0.018648500237749353,0.03496971766624241,0.004359333237128654,0.06501961630298574,-0.02790172267236687
CALCB,,,,-0.01885213834104847,,,,0.08916086077771841,0.12821419789847022,-0.015349491020683278,,0.09365280624478864
OLFM2,-0.010978888193374173,0.10039250666819945,0.047491526703976834,-0.04942684368423835,0.0065391023793052025,0.05549221047025345,-0.04755894151923012,0.06019672008842058,0.11433930621042482,0.06311710255591553,0.03443489329363219,0.048196185116314384
MFAP2,-0.008083577645231148,0.023996445210674802,-0.009332579893089967,-0.005091503646527977,0.03892526637443187,0.020675564013638875,0.06266132125757323,0.06226928952828734,0.08378504870842893,-0.015827376624824103,0.0316548876262035,-0.0029163092124224054
HLA-C,0.05927270895717025,0.012491033476398229,-0.02129112464148579,0.13946059122264398,0.1200598819456912,-0.018195978541647992,0.04742472150484051,0.03831694640022502,-0.06038405055088935,0.008875881171383647,-0.030845421629282384,-0.10781511639590656
THBS1,-0.03386701689937369,-0.003986566737630579,0.009199981406645357,0.07470314787453562,-0.03614134152235503,0.021994733879610782,0.03006417995082006,-0.03748597315026802,-0.0247415783533996,-0.044522166335564876,0.019076541807904794,-0.049150463513907276
HSPA4,0.0051344761288476,0.03716154058919191,0.056137968456303915,0.08246797091676197,0.029275183948437037,0.008681498039286735,-0.08920180860678342,-0.0584025720562961,-0.0085848868782645,0.028946870201018604,-0.02978140947720863,0.018274171760599988
LMAN1,-0.025015044136419817,0.01626838177342906,0.015088837520074313,0.11005276443012825,0.02283366088669453,0.04979977214012492,0.03475586054403966,-0.07125752062185384,-0.08742716385642349,-0.0005341231395082565,0.007216314289258681,-0.025947006483637094
LYPD3,,0.004358979436331456,-0.018451675706588698,0.022707079962051104,,-0.04100641351313611,-0.06996220011926509,0.04258669141190648,-0.005140418258690307,-0.030761243687683744,0.03451167267861984,-0.03340319292160649
APOE,0.010922356440288621,0.03252461957192606,-0.012316837337146605,0.05229633968051947,-0.07686737796182426,0.0448409080223353,-0.02836285173813106,0.006344161180930872,0.0269215108950384,-0.03229187402282898,0.018112002177388946,-0.09968390960042003
SOSTDC1,-0.01560269525784866,-0.008498219356142304,,0.08545656207112232,-0.06550766821012435,,,0.06674762548417194,0.0913689403431036,0.025481466530716968,0.08098782811746982,0.010098222690377771
ANXA1,-0.058678241783208865,0.005403227594995421,0.03165220143530496,0.12387299560026341,0.08721911569764607,0.049097001559075086,0.06524446184758684,-0.02871202943995069,-0.06744784803796686,-0.05920773829185825,-0.03607150518708883,0.01976254114855779
WNT2B,0.01038218313392135,-0.033656452714652084,0.035022369730062515,0.048727697341381195,-0.01189331096962701,0.07879828730218376,-0.07357610769407787,0.01985762796220722,0.016866837936589395,-0.004355858198941952,0.020112245033790988,-0.05099191095774016
AMH,,-0.0031614825957143548,-0.025639394142194894,0.021557627637252545,0.019035530778560468,,,0.07243421313166956,0.027398172256995687,0.010410890947022022,-0.007556003357078545,0.05354734069159787
GDF10,,-0.03375791553035292,,-0.03037730260427599,-0.0668234445193979,0.03173313148335864,0.0744431040594332,-0.009846667290773029,0.019413536019015427,-0.017091566591205795,0.027786417177095606,0.00652203017860233
EFNB3,-0.020582735537445013,0.012467773463064618,0.02675543856437166,-0.007964680622159857,-0.0769594369587326,0.027285646447562678,0.03945736007314879,0.01896404930959266,0.06147626644726697,0.008238986012723642,-0.020757263628890854,0.04001522137606913
LTB,-0.019571326554169925,0.002821286511493378,0.010759492307407777,-0.018136260616852494,0.03777915877415826,0.004679845812494524,0.011583510361727912,0.0810159127671205,0.10806292403665878,0.016295456470655407,0.037220536630391654,-0.021894527877536252
