,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,0.010761025526962648,0.07823508218999341,0.03816096343925531,-0.019907960707554483,-0.0010204619506255154,-0.0015707497623226967,0.09751167554620434,-0.018196165449697002,-0.08913204877893119,-0.01238796636138754,-0.0340707106775451,0.0707528890081333,0.0993394318480602,0.040985518688103066,0.01872470227342738,-0.02543067012962285,0.04023199599995858,0.019911722962364806,-0.00995690499573249,0.011928377484077867,-0.04279138036207438,-0.0677830034444,0.08780371380541507,0.032949048439866575
RARRES2,-0.04617978171464616,0.0836446074478194,-0.024397339408763194,0.01810798787655662,-0.05597633725276078,0.005119304751940838,-0.14929551106143446,-0.018774448456832096,-0.18902154935859075,0.14108580046735966,0.025184837876983245,-0.10146708012146939,-0.14392536824289198,-0.022603648193394086,0.08490444959266517,0.028792230139840794,-0.11717609769210459,-0.10524951483108762,-0.04482229791504287,-0.0765404678692254,0.1403891894931415,0.04806073386859721,-0.12287344665874979,-0.022110269354560258
SEMA4A,-0.027739796602299905,0.051324242251287365,-0.016146907402513382,0.05367653127989782,0.0057999307448985404,0.011019077680669023,0.07762794393424535,0.13353508474410633,0.1203174698183437,0.025049880748890897,0.01281006118001363,0.1064541829442635,0.15790017320526345,0.04638266324738778,0.046526053424970286,-0.020742189389881652,0.05458838359805597,0.07955051650480344,0.039650089759218354,0.06554362963273799,0.01109528523388805,0.004488515207210103,0.0222442563288649,0.03761201761232703
GDF11,-0.0005877705044331355,0.09488152729694224,0.0004774389189560426,-0.015587474698632673,0.09364176919137396,-0.04567269466815245,0.032243945817521394,-0.031540733230089935,-0.09356665902442475,-0.0031978628706598065,-0.02072380530447971,0.11326257562796761,-0.07687606177024006,-0.025563458440905615,-0.016279141286748542,-0.05884118549744164,-0.007135745116112404,0.016930377278105514,-0.07167982383153623,-0.017620544500685394,0.025563530221886063,0.06858744968212455,0.0638784532238676,0.06309176377826546
GPC3,0.016269704591988062,-0.030319184777427857,0.028055447439601547,-0.02777188737669238,0.10050256860242025,0.0005441629594215713,0.024772898720055166,-0.0389968453695935,-0.0017217437636650572,0.005013110380078404,0.018899616371196516,0.07568879431118809,,,0.08743424756064781,-0.031009375921184877,0.10406389765045938,0.18107716563313464,-0.02724719134066736,0.0669436540755712,,0.05600152998306174,-0.015891142356844953,
OSTN,,,,,0.07108325399913212,0.009741172907094763,0.05634919250885963,,0.04804994719291376,0.009121323961993087,-0.021479293695665938,,,,,,,,0.02493269188959832,,,,0.06974449365315577,
GRN,-0.015507823528949156,-0.06863513278151671,-0.03328235533066025,-0.04328882733841948,0.03908477049005399,-0.0016120689143154206,-0.09503835713327755,-0.06214975914244907,-0.17874119380588907,0.06440205063257208,-0.016023923789138052,-0.13745622978892993,0.03369930485426895,-0.06367687302124983,0.011926480156292626,0.09527992014151426,-0.013743335242478338,0.02125317580888016,0.0601767140159313,-0.06295369965387412,-0.022579879097609466,-0.00376943091299965,0.1009043482371181,-0.06346501522013337
CALM1,0.013487998778278245,0.15384815601620197,0.009720137878175343,0.0337695450007234,0.05414475602562342,0.02094966809828878,0.17857098712453867,0.09917432463019034,0.23868607600386296,0.0255632303289884,0.04262753827173697,0.25637218841944065,0.2923499717599887,-0.06586505538792045,-0.046327895345006434,-0.09528774608684201,0.0843538235999374,0.08550144880537806,0.022239393109298518,0.12917997114142998,0.004045468738588598,0.03800089465532019,0.14957111476141327,0.1654403247909536
ANGPTL4,0.07491171932741812,-0.16996976038191391,-0.013187341692292695,-0.031501755751223354,-0.054922167033923185,0.02660898849840021,-0.12544926659792355,-0.042606001904578875,0.040655725045757485,0.048076571182801994,0.04263866709882086,-0.006040447830715231,-0.1261220761653736,-0.015897838769504333,0.12744010317179208,0.0012245526757373266,-0.13131433336233564,-0.264523866582003,-0.030746430660690584,-0.07604472956363462,0.05054699998435444,0.0777699700370218,-0.07659113139914724,-0.1298377334930529
BMP8B,0.0554498729520006,-0.0142733694721852,-0.05653540131368841,0.017197686785232123,-0.012617808257537206,-0.007917969809287193,-0.05109156977068804,-0.02741465350206984,0.03974335493654389,0.07189489229163679,-0.006492669234206131,-0.09931059516274442,-0.013200329152727008,-0.024204530889619574,-0.05457019041739688,0.01151724720271432,0.007810253790087324,-0.01618428276729952,-0.06278762678941698,-0.05899901513107867,0.0227102788478982,0.07606183975010673,0.04172429865289957,0.10947528747542024
TNFSF4,0.003368231764005282,0.014235541644230345,-0.010181417276433468,0.019247360146487903,0.02333175760145037,0.011564857823634705,0.04635646305626001,-0.042692328645579765,-0.05241240501560694,-0.027236611576420572,-0.013179670056013906,-0.009474055879605595,0.042921648867753306,0.06405710916757199,0.06762533843648694,-0.05669586737389006,0.03214641317046902,-0.04809899200953313,0.002763557663688442,0.05086542945902323,,0.0359115633599186,-0.027088310171112046,0.0727337110061855
RBP4,,0.058671081585354425,0.010109301965978574,0.05884934612749606,0.06325187808524063,-0.036906180480042156,0.11776435998763929,0.14578372253339,0.18462921980067096,0.12010577016963792,0.04313909633591854,0.20124200639642123,0.2685449242824394,-0.07178694782062045,,0.0635543898915174,0.061310607473972864,0.25104520618583126,0.02233380779621193,0.06669966905418132,-0.0666416752446933,0.08706956132297261,0.11072193057863657,0.08568904302684727
DKK3,-0.0526544906135727,0.19395467740767572,0.03360565758093837,-0.032536717560759425,0.024317979159041186,-0.03528838214681088,0.15506473337224275,0.08818814215739461,0.20335084351421884,0.06586303611552059,0.023457135439933514,0.2326580864874193,0.30575970708313405,-0.025942521863524477,0.005529840918569092,-0.016905072213927803,0.0697541824649558,0.09936922756530726,0.04209431437700598,0.055160723290950925,0.11302525270093026,0.08576028021276906,0.1818631007318459,0.12789203062270132
