,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
GRN,-0.003987591804515923,0.014640163541910181,0.019599896239243814,-0.017157902508798523,-0.06904108487762141,0.01312897821131799,0.08280035107860277,-0.011645077851356251,0.004473987766108428,0.007179312619251316,0.026758673196135653
MIA,0.033649377749663666,-0.016840956859442972,-0.0060221642585038355,-0.04227503642707556,-0.030938841614950106,-0.060177939429250794,-0.002595191850510118,0.15065807130653888,-0.004832563747376615,0.012440543035832521,
COL4A4,-0.008904717261637319,0.01828735850276432,0.001632146000897695,0.00037046875945489745,-0.01627975728540113,0.016815162674297682,-0.013864227203243833,-0.04200266499603894,-0.0508745091569791,-0.032316031233280314,
TAC1,0.001486097782920983,-0.032625446533905846,-0.007599294454668103,0.11108036362821266,0.043206444710361454,0.06425815359063387,0.033464990390179694,,,-0.027664912292922162,0.12493404301787162
RARRES2,0.04996402375791226,0.020443226248318104,0.020161838903862424,-0.09916367900485074,-0.031585456085572484,0.0273911085391161,-0.03608079369814696,0.01114294552126167,0.0470195803945567,-0.022616587710487142,-0.004796289643468581
FGF7,,-0.02137354233702806,0.015575217482257715,-0.026676065467238396,0.030685332498225776,0.03402870450137148,-0.011992367864765771,0.04889323691464534,0.0385078432477074,-0.028764011659340866,-0.020892204602934544
EFNA2,,,,,,,,-0.024932432056950088,,,
HBEGF,-0.04062196237120027,-0.002142658636611657,0.06779871303559949,-0.03317050637159065,-0.04731523869919637,0.011136776562376598,-0.04801672016631275,-0.030453512288404767,0.030992235754644142,0.012887416556970928,0.07388145079057577
CSF3,,,0.045321171645184594,-0.030251121820299775,,0.10207221834856281,,-0.04726594961425777,,-0.022988337267941205,
PI3,-0.03706998092108658,,0.07078092649192072,-0.025804813337726922,,0.04047714532725571,,-0.11555944818176486,-0.02806131860516589,-0.021423229794283048,
PCSK1N,0.10918127980637965,-0.0011392767631669951,-0.05290517937619147,0.009362548680722546,0.09445884137424997,0.0022403314335321237,0.0487642103176202,0.07912090720754106,-0.005325093345036714,-0.03663860259975749,0.09050316390727688
NTS,,,,-0.046671089585250035,-0.019873884751487603,-0.026995111483496058,-0.015838267966539643,0.08292720978213161,,0.04733348886900168,
SFRP1,0.03471098768552893,0.07123094193550689,0.007972195002967869,-0.015894200260974413,0.0339848553451072,0.040308136405714234,0.0281677610189944,0.01774020925796321,-0.031729204896164855,-0.013840067196506739,-0.0021998684893473025
CXCL13,,-0.031969930503874935,,-0.015751355436835156,,,,-0.0107207387406909,,0.04382506709713746,
MICA,-0.007055714758845553,0.019158000889783373,0.04111979308851928,-0.03637272110992025,0.03436132746572584,0.05035610988512021,-0.0368839111904694,0.05549526127248935,0.0033025752842452986,-0.00445150072182119,-0.05451391179407664
TG,0.004876578923326861,-0.017978131366560242,-0.009210578329587143,0.009421548045342443,-0.022939702023060535,-0.026507319577673993,-0.013378611417638507,-0.02623621545504776,,-0.01891975482365813,
ADA,0.008696973254665815,-0.027686405962089905,-0.019800746290296493,-0.04025649242047202,-0.036513882862944526,0.02790765390750209,-0.019382066179946533,0.014128317352188125,0.002356933432286629,-0.002663427337556495,0.1869304235805791
LAMC3,-0.05012124673614888,0.06620623244595522,-0.08198046779537745,0.05242612639192883,-0.06853605253416732,0.06532304133060668,0.002087225714609673,0.02006357455906512,-0.013668429586230098,-0.0455974497297661,-0.0034487818668127407
CCL7,-0.02241320767566851,,-0.01597485690825917,-0.020883389182055685,,,,,,,
NGF,0.015082051070438047,,0.004161291052691673,-0.022290844380994795,-0.004769135115910296,,,-0.024597298224142947,,0.0013532767456401996,
TNFSF15,,,0.06331319333752455,-0.015461990484229436,0.028531626858345226,,,,,-0.014275362782336055,
HMGB1,0.024268650410808133,-0.01992954492794908,-0.02010397072474273,-0.028903086690151847,0.002771214386114414,0.04844411232165623,-0.010490356571638312,-0.03899188992279921,0.03303086970510134,-0.007267777654707195,0.0782061461122592
ITGB3BP,0.002226400978346961,0.0065049007911792064,-0.016271014398660875,-0.03976302288592881,-0.027319944728990932,0.030052033637394223,0.03042335466864574,0.046803189310414814,-0.015555859220385014,-0.020074690224020465,-0.004962786200308874
AANAT,0.0942375851414744,,-0.01618597628969238,-0.013932178142311869,,0.05729702912994541,-0.012031463432730795,0.05171344761864832,0.0534703722818843,,
RELN,0.009650688874342986,-0.04218877521900454,-0.028095230069771777,0.0012810455519974469,0.022566030806433695,-0.02774373427872879,-0.02648939870959768,,0.148701797691275,-0.017243091186764693,-0.07200872094151954
IL15,-0.009552571639615955,0.0345164230490328,0.05950688730266042,-0.004475442832143131,0.06024544931776193,0.00584080775261681,-0.015571718729015136,0.002358217506969687,-0.050874502709836476,0.059101503103085276,
UTS2,,,,,,-0.028474771807547126,,,,,
BSG,0.044764890585792014,-0.024973050373913484,0.011922006072956614,-0.06856246103826918,-0.017738215122999987,0.03483269665306642,-0.02431413845548003,0.004192321393400479,0.03304259091027602,-0.0018412383386677744,0.07267635911920486
ADAMTS3,-0.049371934336752056,0.0027711026593520978,0.000516323174654761,-0.02351480286136272,0.15020581272152936,0.04137386904259972,0.003210423433219449,0.020408396330637867,0.011865107461258738,0.013964242918469524,
CD34,-0.05360836880673143,0.009532281644746947,0.06806168143591994,0.048102654706178076,-0.010117617959168256,0.07814004751156864,-0.012972334174571802,0.0688190111287373,0.022735157508838238,-0.03306041139794351,-0.013291357547500361
CCL23,,,,,,0.011084230663668598,,,,,
PLAT,-0.04489021180430284,0.05308165600008223,-0.05731735174817445,0.018730532977032203,-0.05832186147039137,0.06824512250449341,0.00838234894068608,0.06837040668380731,-0.0003374447649964903,-0.014995837407488605,-0.07139341784489514
NTF3,,,,,,,,0.03195939702165957,,-0.007357543034396059,
LTA,,-0.013221174316587873,-0.020474552080113544,,,,-0.011587553160305459,,,,
CKLF,0.0023667958862613504,0.002970708038672512,0.004338168251932054,-0.047691601878401116,-0.006948091833129891,0.0625638186990797,0.047311291971050204,0.029474161032373238,-0.07158689196321004,0.014759472576009723,0.0053218112684988335
CD24,0.028035031523162193,0.015900164896154537,0.023366283119567788,0.00015863943437076234,0.018756560217715053,0.11499698776311054,0.037762166322508776,0.05109561246082465,0.07771129421743288,-0.02551464821222311,0.1651312613063364
HSP90AA1,0.03533677857761403,-0.035569184764484826,-0.01867480366799826,0.03281312950733933,0.06029518245453311,-0.03706980570879487,0.012618825685770671,-0.11881842540368037,0.04404132269593623,-0.04998580603328965,0.18363054827679173
BMP4,-0.019213782386181096,-0.014015219800896853,0.023430111970574822,0.040392193168767875,0.021412822651498853,0.0462831682944126,-0.03323646746246828,0.04816680141831219,0.0009727973251624168,0.007534919168130035,
SCGB3A1,-0.007512289516301619,,,-0.01659150424564176,-0.024143118509827963,,,0.042761044178350714,,0.033928219176090985,
IGFBP4,-0.06060629594255984,-0.04223890670524569,-0.03980270263532736,-0.027783468637947936,-0.050552227180783976,0.08129235178980611,-0.03342218841271164,-0.0547091391881618,-0.011329437274169803,-0.014979448849245973,0.03733818494510638
RSPO4,,-0.021373538279262406,0.014273175169374014,-0.019149292934147237,,,0.007129218420190737,,,-0.01996493141970498,
LEFTY2,-0.08501709684691099,-0.013383550452859974,-0.03256085310068982,0.02293178231537124,-0.004666182569982101,0.02954024389071607,-0.0005083487195524915,0.041771934907582374,0.010214391661038411,0.016290166872108755,
PF4,0.006087450278486813,-0.012026454986470007,-0.013937747929008787,,,,,-0.022852300132879703,,,
ANGPTL2,-0.01717152842679889,-0.005957958960692227,-0.03178524489603791,-0.049598939901016735,-0.032489157645141924,0.08317853701288877,-0.0026406627306061145,0.09831967814159295,0.026282347750547382,0.013655483444084706,-0.06662428707163724
LRIG2,-0.029469947318000927,0.03989225124351633,0.016473501081259296,0.014467779894297973,-0.02412356019741333,0.03819191860121536,0.04031561161701755,0.014840716467553737,0.06313828383883548,-0.03563731371799851,-0.05194961414421746
ICOSLG,0.0592080678981685,-0.008699719886588027,0.037698322735250464,-0.04584533388888102,-0.018304204922352334,0.007285054330363514,-0.017060760199068156,0.06436064548637507,-0.03951498345766024,0.035121698675456024,0.05353569527311959
WIF1,-0.00822653925550273,,,0.032038467800927076,0.0759748644615861,0.0726530432456348,-0.01039990465138052,,,-0.01855933759592778,-0.07449330774557517
NPPC,0.017885701340255963,,0.03149411992345708,0.05044620144315277,0.039493944966626275,0.020310400667879903,-0.0060369947672867215,-0.011283928808669784,-0.03875720794064371,0.013344709209739429,0.027686012549612348
LYZ,-0.044641219483091445,0.014352587928635337,0.011659957671196715,-0.01041945319470176,-0.04588143664874802,0.07972007845741816,0.0010808983739639827,0.12402797471803374,-0.03287744131099402,0.037725104444838564,0.017599945098971472
EREG,,,,-0.02694759870138247,,,,-0.014205047293105911,,-0.02486665869339342,
SPTAN1,0.059864946677172924,-0.031195248147213025,-0.033890039726135496,-0.02118820206122975,0.07007581865566273,0.002682865928351535,0.02292581262501637,0.030137624881010204,-0.006510661193003385,0.030397312315932623,0.03434671461484511
PTH2,,,,,,,,,,-0.031750892113347695,
LIPC,-0.016243516371497263,-0.018100457503393976,0.044601296453181574,0.12484241241282407,0.020280182129247672,-0.019701194811188077,-0.0033466053473843256,,-0.047572517686447734,,
COL8A1,-0.062027598360486234,0.07351761336000684,-0.005084762331761499,-0.0005951353314017735,-0.01452028265908809,0.03060387820180543,-0.06092766393938473,0.07785024436823464,0.006704292770338519,-0.008792262644179177,
GSTM2,0.008422059884543589,-0.02635306907311771,0.02064892715699743,-0.03754002083739487,-0.015993713093761592,-0.03229009817530815,-0.022114602638366374,0.0777313930829152,-0.0602127379619158,-0.04238634200309484,
SPX,0.06115841092060703,-0.022705980751984597,-0.019183444031877543,0.1448495924476959,0.03621494486635127,0.0944692370582345,0.04888836193562857,0.00012283139205058403,0.12218814983661741,0.06685173536197253,0.07576273968647401
MFGE8,-0.02727155774034124,0.023444255871396133,-0.01339242882725801,-0.043854588895783794,-0.0033117520770005403,0.017357843293148725,-0.007090852849755824,0.026792572025316812,-0.03753134150785249,-0.031117102144060403,-0.006039972794233409
TGFA,-0.009031353793891961,-0.007340590951943805,0.026162998330449088,-0.03477133422323587,-0.06082938970782526,0.002487636412472478,-0.017409140596294885,0.08605279968236564,0.0018610990180452994,0.03637917804304445,0.16663932593631406
SLIT2,0.01914207573371309,-0.03135860679996152,-0.03492932298670329,0.00766789326450009,0.002433804432145495,-0.006907843004730511,-0.034681348720948,0.037207316473933036,-0.01820856853939187,0.0020925524650157873,0.14217273164233163
PLTP,-0.011475585232628843,0.0655336368326502,-0.016271580703698434,-0.0717944052958927,0.012744853204220861,0.02783842969692933,0.0758202841889784,0.024430710663424535,0.01581491572314605,0.01422934272728958,0.05122609901803742
APOD,0.0678575401526848,-0.025556908995231404,-0.04307144854543113,0.06014422300957254,-0.09011424076941868,-0.026323173734064863,0.015891874533818687,0.08832565487192087,-0.0066400676282104415,-0.03544016818325822,0.024283040383633752
B2M,-0.07129897771307551,0.030929888945508018,0.026885021105540495,-0.015319649618261065,-0.08729410099050132,0.037492207903597495,0.05867178554477489,0.06307251896192108,-0.010721494213362326,0.03418231787484158,-0.004172440368903705
OMG,0.06997258249102473,0.022605623219087764,-0.0447583629888862,0.09717899198136055,0.011520719903034927,-0.06505220625932719,0.05271058888187352,0.09114976926666697,-0.026881540647084503,0.016480575584032358,-0.09214766175797717
CXCL3,-0.0002786327461730555,-0.024725246915952424,0.06361113736412033,-0.06332276156567004,,0.11075380026399063,-0.03599239904118796,-0.03554724344102545,0.007535281563371236,-0.019015346656133175,
CXCL10,-0.051441674314605244,-0.03189123367449417,0.071177828122355,-0.037965582776135515,0.07265594834928811,0.016414400209669604,-0.000758491466494183,0.0777207642119617,0.0317128964753079,0.030122124177129363,
RSPO3,0.09809298357338966,,-0.01618597509373199,-0.018539655922946853,0.020754861548586738,-0.020352806490711667,-0.005981783662630377,0.031835127290815064,,-0.006481302771604525,0.039668431617653176
CORT,-0.021374915655546792,-0.021478487035471613,0.08919639739615284,0.1414774525095802,0.05700046739606776,0.0685096368518108,0.04749741049097404,-0.023913770595676613,,-0.033204358582926544,0.005622023780917554
NCAN,0.0774073125963386,-0.022444979840071804,-0.04143314165275851,0.06728460583986084,-0.04086914128405433,0.03380924821359717,-0.034150088968446714,0.09995923944399375,0.033490178659527366,0.024304021693216844,0.059452415264771685
PRG4,-0.03370678763531956,,-0.015974859397703482,-0.013274327080046356,,-0.014814476609179469,-0.01722310901263333,-0.02403921356986206,,-0.021561265895820064,
ZG16B,0.035847907977590736,-0.014471883932969781,-0.0024232577116830648,,,-0.030425581979489667,-0.009207362886350112,,,,
TGM2,-0.04200580373228616,0.029579177169662955,0.006812165774365514,-0.00045933203351322243,-0.030443259133256163,0.03693267340079252,0.0191685309314956,-0.0547056743624923,0.013602668117408564,-0.03401384901670846,0.03142815797870302
VEGFC,-0.002308108717949891,-0.018582456275304495,-0.028471476870839903,-0.02043358806298864,-0.029402424369024176,0.10401657689144442,0.010186994639691714,0.012652704380110593,-0.02318124440571133,-0.03407448220815212,
WNT6,-0.03616321509598582,-0.013383550804104607,0.017506631108930557,0.04253219309075104,-0.01939918328897227,0.055810880568023594,0.008075906919079116,0.02923213019627331,,-0.011744308847562591,
NRG4,-0.0206433511417718,,-0.004681600156001818,0.05681771000276486,0.04061715956491049,0.009916164278735592,0.014664957249075232,,-0.03047011034360945,0.09867241748877278,
PMCH,-0.023792573131968787,,-0.02693897170780825,,,,-0.013477029107303687,-0.020918367776177484,,-0.015179423569579697,
COL9A1,0.02612968633462627,-0.02261148337792687,0.03649831741755628,-0.046291741385618854,-0.07349238771021074,-0.00948889569704213,-0.024676935075396696,0.096736118434075,0.008104394124424003,0.023716407144832287,0.006145707317833808
GDF11,0.009230121856313257,-0.017969025532830158,0.029035014938340396,0.02696046787073128,-0.02009378082622605,0.05512160849370671,0.02617514442043149,-0.029378610022592917,0.06293476736836566,-0.020511432087231427,-0.001614419949706058
IL24,,,,,,,,-0.022487931825797516,,,
SORBS1,0.037833981433043395,0.01855625455706457,-0.03513002686117973,-0.023305634751477816,0.02361840811205331,0.026344907924789787,-0.023838238021134876,0.05953088189743015,0.06255130019575462,-0.05882628046330723,0.03323986738227943
DLL1,0.006248848246185159,0.021174109229014058,-0.058217054865535516,-0.08790761664335513,0.0006548946248776989,0.010264836791133323,0.034435125265177634,0.052225832710962365,0.08389814601174236,0.01767888533890133,0.023336279910930673
TLN1,-0.007064414138676511,0.0036313026472803403,0.0274181035282456,-0.10157116922859094,-0.018147692875136748,-0.02437689326081901,0.029645565340164128,0.006409021793240751,-0.04853435019147668,0.045036851157759634,-0.025854550206130665
COL2A1,-0.03538132980301472,,,0.018612389616368175,-0.021016600811999075,-0.026011138777585513,,-0.051295452432685365,,0.01398700907512389,
SHH,,,-0.016600501763532435,-0.030055731281618175,-0.022939704475398847,-0.02044791559782321,0.0017254439801025962,0.03139576808701968,0.03878762643106485,-0.049580008523935425,
PON2,0.055610424659393955,0.017530717859333442,-0.08682780141054668,-0.009818593121072978,-0.007626121443848873,-0.0015190448177453508,-0.02741588049546014,0.12128305862359283,-0.008113819592273284,0.03577186717900182,0.04660336592061922
ICAM5,-0.03013433684161996,-0.01722763561305311,-0.00378086053529881,-0.006935137807105058,0.04442603344917458,0.06355606633510108,-0.029917175331911218,-0.023602153143466868,,0.003860569807362489,0.01774838235814836
HPX,0.002895374135943457,,0.004041966158331852,-0.012152231898238308,0.05783152160494421,-0.016592985437697955,-0.018068879011719927,0.01298228548273062,0.008020358230228458,0.029399731443337747,
SFRP2,-0.006497763325489658,,-0.01890617251460625,,-0.0022671553535316166,-0.02075930655770013,-0.015059229083082064,0.043453710904392547,0.012112424957739279,0.02981046588370473,-0.04785593247949439
CFC1,,,,,0.052058756740118034,,-0.011587553860601155,,,,
CD70,-0.04185058183352623,,-0.03213511394092377,,,,-0.021614845126211788,0.05733121427871055,,-0.028001837579092574,
HP,0.024406050275856853,,0.01727347032964189,-0.037753158658872875,,0.04760747596615396,0.0012349649226884151,0.03527823813710172,0.04305312671266939,0.005845673992715461,
CXCL2,0.03992460608270635,-0.014826104512088531,0.04457316668580973,-0.04764710402952544,-0.005537089794393023,0.043832822353012106,-0.05934658505848273,-0.0648957276613381,-0.006253676098562588,0.002234044904489822,0.02548930235078541
NPPB,-0.028915204263725708,,0.04949083699119371,,,,-0.010146533410954308,-0.032196411943803974,,-0.006252850059663563,
CCK,-0.05072075077585709,0.017175126461070188,-0.034201580247668575,0.10659184797147343,0.08455316673441512,-0.023515330094723425,0.022306990711142175,0.062717076728241,0.06942706382000546,0.026394781892802668,-0.06329986971022104
SEMA6A,0.03534967369861704,0.011520366730532137,-0.032753589152660384,0.06544207771814767,-0.07549218032512606,0.02803861167229255,-0.04120109261990372,0.03706483465957839,0.05718691768478089,-0.008490688309892948,0.06608442097938022
IRAK4,-0.03673789386638863,-0.010461970076970003,-0.006081654661249441,-0.016448599346810477,-0.047460405958069024,0.01213719166551539,-0.005954580944231628,0.08193225292514032,0.05865822742816394,0.031676070491757635,0.15111307971694082
GSTP1,0.007690131653585393,0.0006048906632754309,-0.027660576952854947,-0.06205527793608478,-0.07477000972572066,0.0328008339412166,-0.01571558747360784,0.04776008676599078,0.01144524870173508,0.0035743987286316666,-0.08362277928562317
VCAM1,-0.0040983076655299894,0.02290293420946931,-0.018984999422145755,-0.06475572900839097,0.017034939152653354,0.04664997831272338,0.010268138798957544,-0.09235745866888605,0.014535843376649897,-0.030921321272470777,-0.08184089316035208
NXPH3,0.07931418256577576,0.06063390098004155,-0.03995094085467944,-0.004379679481432453,-0.0595526714599667,-0.016311344147297135,0.02506159596990004,0.06028631263298131,-0.026252755618053743,-0.03277105018739371,0.03134351196059513
MTMR4,-0.004668833967138462,0.08305202039839056,-0.05262743113200702,0.034639581493280724,-0.019390143667593496,-0.007195921865257941,0.0020216305044493473,-0.003233691655999151,-0.0527583932435794,0.02186811751531112,0.0681854589034356
LAMC2,-0.02269541188176707,,0.06309576467354643,,-0.02658001959505629,,0.07353969851480045,0.043519978137473596,-0.029459886661715794,-0.014733998227591258,
IL10,-0.017038360535743816,-0.01916955006663295,0.037601810994068216,0.004479257547054858,,0.048132731297252464,0.06394580235254918,0.023146672579175954,0.04366292151905189,0.01539591288568144,
SEMA4D,0.008324982259616174,0.01723067595063284,-0.0036844863245234913,0.05659217334244654,0.06153580140479411,-0.0959915456759084,0.03749666975150958,0.08014598742224628,-0.008654294776765912,0.06258473012511158,0.06142997583099828
TRH,0.031182210868375183,,0.06707001910557817,-0.011667190895167647,-0.03636197810875041,-0.022591250233002205,-0.0076234450975962535,0.09120418681028951,-0.006485690380825516,0.02000179612731798,
SEMA6D,0.0026689249742064256,-0.001721231281349266,-0.049480362274544706,0.02703358117696601,-0.03467986078683468,0.031424266645327756,-0.038847641881304205,0.022816112894070734,0.04573847399485667,0.017092753347345634,0.03239208543836193
CEL,,,,0.027203659963574326,,,,0.0570412616111052,-0.03956423828874813,-0.03729794908292441,
PDCD1LG2,-0.06330426855045972,-0.004229352475762541,0.03351645346683233,0.03256038429303919,-0.018665836507212877,-0.011345608636037688,-0.009532755287754088,0.015996297413378296,0.11058631635136872,-0.0013703024612262854,
SPINT1,-0.017259319218344303,0.003752236690440209,0.03951697818414779,-0.031119900343619313,-0.024143125886765014,0.012265091065187562,0.0298784510329811,0.060106997175271376,-0.019450651522733987,-0.01683764247971121,
CTHRC1,-0.06163608769376142,0.0959431424812313,-0.031087587253966126,-0.012573691963119546,-0.05113970247042284,0.06508739379245113,-0.02578989598000729,0.02634561960966511,-0.0018736605588360088,-0.07143635688263178,0.08389567148983355
PODXL,0.0063176819018545445,-0.00193665585301686,-0.049535668246056645,-0.06158793611395071,0.0029160911568412683,0.028629597145764112,0.03544223684995848,0.04482056397265325,-0.04082103217869435,0.028868401728066054,0.04144681841338065
JAM3,0.029025107676540048,-0.02319313380400335,-0.0034067148887025503,0.004803147155194151,-0.013286027202536146,0.017535917451984545,0.009669675253877356,-0.022683036245399336,-0.027539569053110113,0.008090267550179034,0.04500411936053174
TGFB2,0.007188590138056301,-0.021179735034032744,-0.0009375646950353511,0.004065919584591764,0.008944230258442373,0.03522779018988506,-0.0010209105138834142,0.06115812355476401,0.10963265598195539,-0.042954256354368635,0.020708413847725562
COL18A1,-0.07865384988422464,0.030072334158825834,-0.027372354714132234,-0.015325020011522692,-0.03895837501129116,0.026176004244076952,-0.04060216982549443,-0.024275101067434496,-0.0453684974587369,-0.02463275954884823,0.0774894207404266
NODAL,0.05439829193227509,-0.012890603315205699,-0.0326931645707785,0.09507013256745847,-0.00788584357222244,-0.00494738388292618,,0.04570221065349328,0.005946155124194852,-0.016849432043541557,
INHBB,0.004327893067861221,0.07014545855496117,0.0861294531010063,0.048548211287334775,0.06526862433893926,0.02236039608840384,0.05936903755509313,0.009165528573152004,0.05984511197447156,0.02558511855651695,-0.0035437455471212967
LCN1,-0.022695416988327152,,,,,-0.0228262830561845,,-0.02623270660746865,,,
ARF4,0.06923411847242636,0.04215504700982308,0.0005898155699394592,-0.04147578477270388,-0.05444629637312126,0.012040825668615139,0.046577953611537604,0.0467588288049487,-0.07623806288754871,0.03856300647477607,0.003016458806614128
CXCL14,-0.028351198758922874,-0.021017459142076565,0.022417203675616625,0.11674644018555365,0.06697763562026976,0.018969651725182717,-0.05848267994662117,-0.03571836581965018,0.02000502549761233,0.04181118944204177,-0.08834834433223059
LIF,-0.0807285881411186,-0.016312319026080338,0.02138120034487264,-0.0047852367935095836,-0.023548454821773385,0.03682729040029468,-0.027961505738200554,-0.08179460523913067,0.0028084722729455505,0.008334812355053848,
IL17B,,,,,,0.09919994866584107,,-0.022248120500320653,,-0.020962259145494738,
MMP1,-0.031289380052089893,,,-0.011667188350003606,,,,-0.0053591690203924095,,-0.015179422367462229,
MATN1,0.016927203597297234,,,,-0.02273346109132724,-0.023931805940002257,-0.01027396591417201,-0.028191652339350583,0.022966336800962422,0.012151532003354051,
ADAM28,0.005743544796026133,0.025713599202335985,0.00682523431654831,-0.00910176872905626,-0.008423075465118985,0.07252766184859322,0.06249796516697799,0.010920790844771194,0.08290129939278222,0.05705154872020145,0.03778648961071924
TCN2,-0.05040678251913468,0.015598050771247703,-0.008377802828753974,0.061467617818010925,-0.02310111986027584,0.11497882126190234,0.0038888571933967508,0.06455025157410922,-0.006209723928185836,-0.011480086255196708,-0.01802267902718294
THPO,0.035048161859159654,,0.0036179760680458074,,-0.009170784864328034,-0.019392352796170097,-0.021092006536040694,,,-0.018740346565059175,
CUBN,-0.0012938710519054834,0.01272955794101183,0.04080233138455763,-0.02930235645228738,-0.03140577156585076,0.0565772082778612,0.017554187677614033,0.08495747584261133,-0.020361125609774572,-0.000846281763620488,
TIMP3,0.01595570712839792,0.02178992162216719,0.042059967554906895,0.05204443517371373,-0.08347547189626646,-0.014320153979802467,0.06089201945497999,0.008311477705887624,-0.02653349119729629,0.018050503338048817,-0.047862493115119864
PIGF,0.011030405398553792,-0.03305740226370214,0.010286378240997457,0.05817107723033494,-0.009669769803053374,-0.0034289946462712057,0.01579693786460323,0.07131121951700288,-0.020956304727298366,-0.03435304717744266,0.03504508408611342
CRH,-0.026590383084298515,-0.01617767317018517,0.011929179137945644,0.11233027154185306,-0.01915767610282581,0.03324497718678423,-0.016173620565533422,0.009573372819424861,-0.050227693319947475,0.024933099140825917,0.04326618767643035
BDNF,0.023050246749938726,-0.014471881174505074,-0.025572771991598024,-0.0258479325503137,0.04051012888971724,0.024404992297780075,-0.034819612082595576,0.02280390537195431,-0.044899713011357464,-0.07038132283726077,0.008785672601096275
CCL5,0.005060068946956752,-0.042998957389708777,0.07561159305893601,0.0038326412888975685,-0.014898695745398226,0.0685669096057033,-0.006038607227571239,-0.0037802428212672756,-0.007717989346635302,0.1291700940374252,
GAD1,0.017279647185487464,0.05218407828185261,0.006677708174550046,0.11403845538130579,0.08214606774761361,0.04761659311163223,0.004741286015484265,0.0967132760912943,-0.0022401448203312256,-0.025532822822272438,0.03312101718232864
COL14A1,-0.008318238288872872,-0.020187694620094333,-0.011188317308712658,-0.036883295585066075,-0.029657516210898783,0.01710168951085018,-0.02231727729841211,0.03443821921235909,0.014147343763664217,0.005188165305132907,
