,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.08638007707381541,,,,,,,,,,0.004062353441162667,,0.048719406723424556,
BMP1,-0.003644411431040741,-0.009402133306776129,0.06845755730280959,0.02578386913413376,0.026164777585711937,0.0076207733832059825,0.004522816767696841,0.1176569596642798,0.04458860984313867,0.022161046756364888,0.005203720848472567,-0.007422887416576763,0.056367731345192365,-0.06691349665899145,0.11310447697361031,0.11549853237181298,0.03140098408459702,0.04630046881592408,0.08749986483088862,0.026147966891675777,0.1990903209972765
NDP,0.02136609522752786,0.10116631515050792,-0.03871958239770946,-0.037186232740437745,-0.005360528716240563,0.07477104719899977,-0.0062838843892740505,0.051632939279624736,0.045962116216112826,0.0011449256039305833,-0.006048821958817463,0.053262262764675425,0.11981848642430808,-0.02818911223635875,-0.017015561335601382,0.10374768197273634,0.0861922902100241,0.07525451708702548,-0.057183916329003305,0.11344138952301161,0.023357816821363012
TNFSF18,-0.0020292007169728996,-0.019872582072835796,0.022660460925327475,-0.0277342187591086,,,-0.013633041740466314,0.04503050571987958,-0.015882539547182214,,,,-0.04595289464422548,,,,,-0.03252026540655344,,-0.029992927290153782,0.012661096938511855
IL36G,,,,,,,,,,,,-0.020126434455494654,,,,,,,,,
RTN4,-0.02491223033485268,-0.03476548771223598,0.04448047871239794,-0.01777977626290333,0.05723980520281673,-0.01498491014446007,-0.05080046021689035,-0.17113104753156747,0.029120390167831217,-0.058436927094387366,-0.07097813952213981,-0.03401259995082364,0.05978048242373281,0.01719232517467793,-0.04371108394228381,0.013602356235995377,0.01420076237393397,-0.10089749762190867,-0.01668442477429485,-0.003643109856097733,-0.10043779261173681
HEBP1,-0.06606733579958085,-0.020376659300552546,0.07988243076019591,-0.022054192071312505,-0.021330188292436564,-0.0291957530588299,0.0771525394128444,0.08777858596578528,-0.05729115641578886,-0.010538065606550776,0.05222942047648334,0.009054173648781399,-0.022202357262217566,0.009411921584373468,0.03828172322433616,0.03975455069233513,0.015967288648325587,0.011664365482232127,-0.022018330697749073,0.09466832003876735,0.007370164526037644
WNT7B,0.02921661616631873,-0.046382827464956804,-0.048670871991810735,-0.01722763696686439,-0.02245239084620312,0.036328110551881586,0.011346776899509907,-0.052065352938966525,0.005584672059431702,-0.012031755700931025,,0.1006254964329351,-0.018904760093505106,-0.05063364092208791,0.02036426764281263,0.03361879540310552,0.013899449302289315,-0.014056675601923143,-0.0002018045539319941,0.022233947109917534,0.024555402973801523
PTMA,0.0008114778130624985,-0.12844172933597062,-0.033966886737886164,-0.019533066443848276,0.13270513815163865,0.006309693152701463,0.08731159550014515,-0.08344063405590121,-0.02362965305146992,0.026661126679621557,0.09525210675668831,0.00995091730776426,0.014423829761771296,-0.026489045559240115,-0.12539812992123284,-0.17697510485510862,0.06535661392725392,-0.08599715908193195,0.08206413274518529,-0.10088448128744705,-0.022782984517269143
FASLG,-0.03861134091485705,,,,,,,,,,,,,,,,,,,0.06102640475381529,
