,UKF243,UKF255,UKF259,UKF260,ZH8811Bbulk,ZH916T1,ZH916bulk
COL4A4,0.017375597062374685,0.06414297451737104,-0.03670378237659345,-0.017610572162948295,-0.027048431753126788,0.005464114219023486,0.026835672975351547
TAC1,0.06723383579026253,-0.12091441557857124,0.04372137643571759,-0.007338455621341007,,-0.025854693044170495,0.0163890549159226
RARRES2,-0.016348142600701464,0.07559222734343587,-0.014507279617492014,0.03423356428075036,0.10467239338366163,-0.004097702406088778,0.0764439355350575
FGF7,0.009239527326808845,0.047377879891932255,0.0628304365949484,-0.02707033539189891,-0.018560931855482212,-0.029045473403906723,0.025703072172816074
EFNA2,,,,,0.03545338951631936,,
HBEGF,-0.004450918431529439,0.12307568401491445,0.038329489473253014,0.04065298837443205,0.04907153961896983,0.045696389537593425,0.07266795942142706
CSF3,-0.0474794055385466,0.12509932443411645,0.029220849923638974,0.12007640664018894,0.12159671629931329,-0.02070665475623192,0.06390847545604865
PI3,0.0851604614506591,0.21436505743745363,0.08859685823525268,0.12630314819244357,0.14737869539245774,0.2942491607043807,0.11601656749349343
PCSK1N,-0.06029549046821334,-0.2053116763487098,-0.1069221411877349,-0.11158885141611023,-0.04044695808697073,-0.11703173226244541,-0.08415244294067831
NTS,,,,-0.0015784266579809306,-0.01956085262902864,0.01070584956121839,
SFRP1,-0.05426109264654641,,-0.013287831686745421,-0.016129115156768535,0.024181694039330043,-0.029951184659889152,0.06876086980784052
CXCL13,,-0.006174635211089052,,-0.01598415909856739,0.057277017135787714,,0.005306021046398178
MICA,0.024347043675441382,0.0680599147042987,0.05089065601731884,0.043149859738045554,-0.04973846005697794,-0.07017656470633918,0.03755668706967858
TG,-0.037848664486740395,,-0.014339675637560076,0.03793377588614178,0.04685181827437719,-0.029991264536857933,0.06393072939682573
ADA,0.04050813645548555,-0.0609571764983338,0.06411106833748761,-0.04085147987292106,-0.07065394744207679,-0.08729525660740464,-0.009536899869331688
LAMC3,-0.07294258333188053,-0.03827739696326067,-0.025355732777247716,0.015397162947665782,-0.030244626818007474,-0.11028123043510661,-0.022534997110705973
CCL7,,,0.04542313110606467,-0.021192043855646034,,0.055656989862775036,0.14553338939587246
NGF,-0.02735423520400566,,0.2506054838150077,0.04386094910836466,-0.015839907834176235,-0.03641799300558886,0.04043719612872834
TNFSF15,0.002258001004922968,,0.08827503277246145,0.1462254118067755,,-0.057331370732538814,0.07331084137274611
HMGB1,-0.0868798189429535,-0.150678555178347,-0.04711391149716858,-0.02646917678949008,0.023556144915873125,0.039551843038494565,-0.07937599405216274
ITGB3BP,-0.05665064572615971,0.07103081667538749,0.06355942981553965,-0.04197504811163562,0.03008420359765791,-0.03521769972696389,0.023538067011488063
AANAT,0.002475715749892808,,-0.01050457747353434,0.011030312989341904,-0.02160665557659025,-0.022957988754372213,-0.02206248406542487
RELN,-0.04716461725773317,-0.039410237842623555,-0.01823359404601588,-0.0044366542412913375,,,-0.011679295080604174
IL15,0.028645346394152817,,-0.002383762295227821,-0.044931061105269864,-0.03917266559473959,-0.03552466557411285,-0.009698732134973447
BSG,0.05642917994324002,-0.0885618067535262,0.0678689607826736,-0.02049578869900198,0.05421159661452737,-0.05816894443207124,0.07780820966650016
ADAMTS3,0.01316284782604004,,0.00445779649691822,-0.02063948101574798,-0.0534273532711735,-0.0587951881544575,-0.05583495777917023
CD34,-0.04030800595998253,-0.02802371239885326,0.044724273484821,-0.0355457425236333,-0.06461544925861037,-0.0977469427857115,0.04714171208200505
PLAT,0.011273465287903012,-0.16262605485658635,-0.08204539880138619,0.03395457027211961,-0.11001855719547343,-0.08281935125093325,0.004936722687440349
NTF3,,,,,-0.06876680763664025,,
LTA,,,0.008529892359110969,,,-0.030897993011442988,
CKLF,-0.03338149136573563,-0.04651814334849956,-0.018557371724837974,-0.024384337491980327,-0.04276997980431942,-0.05585309894782974,-0.03246768737839542
CD24,-0.010770493811191748,-0.03582793594202948,0.07273634149554842,-0.08313212598969079,-0.017437284049093827,0.045339215409428056,0.043246942406411935
HSP90AA1,0.08119905688449727,0.11348498036683029,-0.12754878039635692,-0.08749977891143741,0.13923454247532152,0.17473770655930743,0.0338121057971926
BMP4,0.08759016970918351,0.09084330678040553,-0.011765269031824545,0.08325401950319057,-0.015876481437579398,-0.03278232003201131,-0.04401098271978259
SCGB3A1,,-0.013651381275255735,,-0.016836725233608206,-0.030734781277818438,-0.045496093705153395,-0.03274710924397969
IGFBP4,-0.03431776065797946,-0.014293730709344733,-0.01426712504397808,0.009302270532006773,-0.005037603766420628,-0.07770103598231234,0.00923156391049575
RSPO4,0.05847626053899185,,-0.02033935347851312,0.038998351953542516,,-0.04075121847474069,0.04298528550886475
LEFTY2,-0.03422893027274087,-0.11024965049020752,-0.02969050287793887,-0.030161961102499614,-0.018461197653446348,-0.04405068218625187,0.015242149871590735
PF4,,,-0.009045494093556969,,-0.014716182428054468,-0.017260499771719326,-0.02179291633589524
ANGPTL2,0.0014318361637551233,-0.1520811594216408,-0.05846319500386396,-0.03925051067600533,-0.0783960046767352,-0.047340972426161386,0.02835654603024498
LRIG2,-0.03433188926039282,-0.06801709291556708,0.020571219729924987,-0.048643358478861115,0.029089979674442636,-0.06086686382244845,0.051536306485760346
ICOSLG,-0.0069040292104843425,0.08331295541786904,0.049548436806799864,-0.022208819190663316,-0.001290537460618164,-0.09334858717885393,0.054279691668374055
WIF1,-0.03604463612598344,0.06718311197747426,,-0.0383699257951446,,,-0.0020566505544324766
NPPC,0.03993009133794784,0.032919212475646484,-0.014031792016072058,0.10794324783172136,-0.02784400372683103,,0.0083636250113726
LYZ,0.020056696416086883,-0.01633100082175835,-0.02623948935879471,0.05483219663745882,0.017234142703199205,-0.015281384582542273,0.07071861831194297
EREG,,0.11403132081633133,,0.029069459669435922,0.06844430590421416,0.1244878319617602,-0.02509010247902388
SPTAN1,-0.03602651706338214,-0.22366142563120872,-0.1263201071636228,-0.023195356638352385,-0.09660657323329287,-0.054796608365456315,-0.1011654529863688
LIPC,-0.061826438154289766,,0.0015130503461231158,-0.018813682022617163,,-0.03906674894613046,-0.03398474852439806
COL8A1,0.007596564948713707,-0.02951527329935699,0.012654125378782237,-0.06001111549965777,-0.041353496888969,-0.0513308912322898,0.03331715578641551
GSTM2,-0.06433694920842874,-0.058151152850174914,0.018904971651987953,-0.018026238692608568,-0.045491767088408214,-0.06807019831609461,0.12329806142515691
SPX,0.010792068767177726,,-0.026636343906204726,-0.005174173654381699,0.07118192315001373,-0.07274244749267476,-0.04743916182411621
MFGE8,0.12872454414363876,0.029049959047817427,0.051080882152032894,0.05402399216508388,-0.06057764720418702,-0.06312592298729418,0.03095261736592182
TGFA,0.008251840443167496,0.029482041647957032,0.015260291128724755,-0.014246552387741033,0.030905396466030667,-0.04984226928951193,0.10489733073572104
SLIT2,-0.03230821250286591,-0.041066415267773215,0.008850514669039126,0.0006386441320151681,-0.021107888451382287,0.0014676894353822074,0.08191152267722744
PLTP,-0.04866098413609329,-0.13339529323119553,-0.07227287599804988,-0.02552961427393802,-0.057430876216152116,-0.010687111190595507,0.024479311677931912
APOD,-0.019507011643408297,-0.23818171960334722,-0.06412945523291594,-0.06777429693824696,-0.13877174917430496,-0.052290694120328086,-0.08914786523775058
B2M,-0.08897663452863953,-0.22087165950233256,-0.011347056547195502,0.0263930335624541,-0.01738658790993303,-0.0348510866038516,0.02370500463506671
OMG,-0.09873599535772808,-0.1732023174112826,-0.07924171299610097,-0.10447392098652261,-0.1017282176397153,-0.058680088260208756,-0.06957213492960027
CXCL3,0.03663366832692399,0.1623113266751126,0.0681243803073948,0.11305264091933497,0.10628013429090691,-0.013440685819827432,0.11869038760160988
CXCL10,-0.044700953605741806,,0.03477567415564808,-0.02854609023260728,-0.019738666805631546,-0.04081807910252226,0.05520578160997131
RSPO3,,-0.05168952825060246,-0.010504576697364997,-0.018813670423059294,-0.04862869917767425,-0.02201980254849454,-0.013908369346969198
CORT,0.025981930022797653,-0.06859904626131108,-0.02355731983921757,0.026739934650114913,-0.0153997369447412,,
NCAN,-0.12628107159687005,-0.14309159872650482,-0.09888695084527035,-0.03081224383889796,-0.11069716151368789,-0.010916806321290011,-0.12286220616823901
PRG4,-0.004958729959104412,0.003609832222569436,0.09979093195364451,-0.013470520478364278,-0.022723254234172346,-0.04112083210354322,0.0028748039317539045
ZG16B,,,-0.01203282619368474,,,0.03176880581560108,-0.018591592711914177
TGM2,0.08510825862605517,0.2015398997654694,0.039846066177127014,0.12137275228381933,0.05944429115196458,0.011446132082731457,0.036034423848331394
VEGFC,-0.019944665380507993,0.05739908306453727,0.043537673391456845,-0.020735594715207754,-0.03085546027520027,-0.06164586692510072,0.08054844150112607
WNT6,-0.034215044127338695,0.0654858781385302,-0.014339676232951015,0.12028979676159245,-0.028621099422050742,0.04367287829035965,-0.019210693151713622
NRG4,-0.01748194289971985,-0.011407141517546031,-0.012617799893317235,0.03794690744249318,,-0.0030887054956708405,-0.028889935984637904
PMCH,,,-0.01748319102272697,,-0.021606654810374704,-0.038039635985223925,-0.006374138785589624
COL9A1,-0.05402029813044507,0.0015698748561718174,-0.013178371069277151,-0.046975929292224765,-0.09697010196136441,-0.07752378200968203,0.016783796736208313
GDF11,-0.07078685837908334,-0.07048934813194414,-0.02949765240354859,-0.05550033946034999,-0.01013996752615085,-0.05960697270407058,0.02309770030381812
RAET1E,,,,,,0.011512554894184316,
IL24,,,,,0.0426354875311205,,0.25483730400227667
SORBS1,-0.057541707632564054,-0.15568782759170569,-0.10263984551108818,-0.026413761846600294,-0.0911083358035087,-0.007606239739656584,-0.06563078504716831
DLL1,-0.03999271210842154,-0.06900524627326539,-0.06941080174568519,-0.00898897627161267,-0.0636501054496212,-0.04531946898745054,0.053507714598974375
TLN1,0.061271340484748395,0.1498105407466408,0.003820743829363103,0.018851428057018352,-0.027288049932040214,0.0326452134355255,0.11364759295944392
COL2A1,-0.003640581768877602,,,-0.012031218289305886,0.022660455138707816,-0.03204625519581863,0.012938766980393911
SHH,,,0.015445424377509063,0.05917564254546845,-0.017233554677991966,-0.027824841547441227,0.0825943786100385
PON2,-0.11868285739131924,-0.21868071627795654,-0.1525285719295902,-0.0807865887151151,-0.0773908418632332,-0.047456124945339934,-0.08346648845990964
ICAM5,-0.014441488736375057,-0.011595569481904676,0.017381648899816252,-0.019633462962155533,0.013896886687989588,-0.03760876763720708,0.02262615324373685
HPX,0.12383058090729537,-0.002110207875389636,0.017387518826094864,-0.034131659162595966,-0.03544916966432765,-0.05081598514393468,0.05030782915302811
SFRP2,-0.0462095541104341,,-0.012269964465112988,,-0.02172553409230325,-0.0825556085487329,-0.0013711009815715455
CFC1,,,,,,,-0.025563047730713436
CD70,,,0.0626884346103191,,-0.011684845646460055,0.018804843817458648,0.06449712298533779
HP,-0.07789115981074438,-0.15932443996316858,-0.01707259841302477,0.153648923160798,-0.03814997972407429,0.031453147248998545,0.11305203181350947
CXCL2,-0.026527474357874233,0.11610502552240341,0.0012613737902762647,0.06533510060276956,0.07393969891489893,0.025137144587030594,0.07145830854708463
NPPB,,0.19848918369259194,0.14277571548106235,,0.0017256723435076548,0.05144879076256449,
CCK,-0.02994096560481901,-0.055565201724265455,-0.05329327219626702,-0.0664668618490544,-0.07572595219017408,-0.028976651767352004,-0.14272170995580702
SEMA6A,-0.058423980051975105,-0.18931387627928112,-0.06611129451176737,-0.08864135957674087,-0.04223524972694892,-0.04990124396284545,0.04990451824265682
IRAK4,0.026704272705042352,-0.06590849875259087,-0.001059862667953298,0.0020113751723097087,-0.058135238878987826,-0.10434211760695064,0.04793920390354331
GSTP1,-0.005255366413373243,-0.05194422542227323,0.0354720611009533,0.018050389968606306,-0.050511946099285734,-0.10647218434678866,0.03892801382918894
VCAM1,0.01481471176094747,0.07642112554110402,-0.08769818084325526,0.06747406020140344,0.02102323725752195,-0.0776615095041078,0.03016365878833801
NXPH3,0.045332962640130446,-0.05317525381088864,0.04654537947879057,0.0024072385473843066,-0.008474189942922396,-0.13794196667590541,-0.07032220210074917
MTMR4,0.06011709424282281,-0.08379091034943487,-0.03903700077152574,0.04492210007524151,-0.024906811929336338,0.11146856175148967,0.012325524172646549
LAMC2,-0.03166566792879436,,0.03727423664930333,,0.002520249390772278,0.029940881352592912,0.06616287860465371
IL10,-0.0502386864116027,0.032284793512696607,0.0622594999254228,0.0356243565066875,-0.000202702413985395,-0.07185612811117023,0.07330105323709608
SEMA4D,-0.03728681010128554,-0.08864252625450932,-0.036268031480743784,-0.020791817612858667,-0.042868790193949624,-0.09286451395061131,-0.0036614116194909397
TRH,-0.02084497823841149,-0.03992099447270163,-0.0034572336189017706,0.05016272479903122,-0.08221187591950338,-0.0250185345472126,0.03523040907379058
SEMA6D,-0.11379107168375868,-0.21947929032710436,-0.04009925606738172,-0.05022673712375578,-0.047921424966784185,-0.08936788596903533,0.06880012080723065
CEL,,0.046296195093795796,,-0.023358358590618106,-0.023643034971754108,-0.021524940758263132,-0.029721803813956154
PDCD1LG2,-0.008624752042749586,-0.05393967703106283,-0.0194705347605519,-0.026324393233664825,-0.01623114834553083,-0.09861780526024823,0.011317488956996746
SPINT1,-0.02441607385241782,-0.031843745662211986,-0.030022099780973272,0.06673438024884269,-0.05831039402757099,0.0010840373113012965,0.04983674608819062
CTHRC1,0.02747071051200091,-0.04690421328786376,-0.03537356171970396,-0.02320365042861751,-0.015329810686136387,-0.07415071537707617,-0.016866170408389985
PODXL,-0.09299787356912223,-0.20429823359157956,-0.05865063389106592,-0.04634680248165628,-0.04162204410956313,-0.07100547282460942,0.01683225277666764
JAM3,0.08940872711311725,-0.08666853160989146,-0.021370916200904356,0.008290903215393861,0.05296827126561791,-0.0927735210824796,0.05649389870382612
TGFB2,-0.08167678927940908,-0.02924711865917684,-0.006900401365740267,-0.014524381683953827,-0.04879228822422012,0.035069501964089825,-0.0061402952366935125
COL18A1,0.016479549803608842,-0.2969589329922755,-0.016945535709607946,-0.00937492101540061,-0.009196731324487815,-0.05977041422343837,-0.02973266774976521
NODAL,,,-0.021217619125480487,-0.028515689939161832,-0.017888113680520717,-0.02176155855605824,-0.010692656166506671
INHBB,0.007607375733064927,-0.03878065283302503,0.058022885729620804,-0.046653971158330344,0.019523209173798874,-0.02373433330790998,0.01047964931635985
LCN1,,,,,-0.016893060819803414,-0.008364583790377961,-0.019513310025162475
ARF4,-0.03437425653584466,0.18339874493807856,0.09297894092799339,0.03620800701894873,-0.025305328746490618,0.0429753135758875,0.07303319164307127
CXCL14,-0.022051484814111056,0.09055712248597599,0.048688753099692464,0.005640877111888699,0.004565401036344906,-0.0693004814959626,-0.10317088137492937
LIF,0.04348235944529643,0.266518810343186,0.10306672587205398,0.11923268668972542,0.009537308812742524,0.07828799991531481,0.11007897154051415
IL17B,-0.00578126675763596,0.12585975550397702,,,-0.02704843335027864,-0.04273541547724775,-0.022062479634674344
MMP1,,0.18231721116847102,,0.049258253893786644,-0.02784400192166718,-0.028575322115551065,0.05807233588527015
MATN1,0.05202267355146662,-0.06377367849882946,,,-0.029879138779023512,0.02441369404785602,0.03103567235277132
ADAM28,0.006720500139620151,-0.037339637489402486,-0.04194296576551474,-0.017431003249143515,-0.02917549674363447,-0.024306350960786198,0.05364217752043077
TCN2,0.019154473638665088,-0.015831678346367704,-0.016330069466574497,-0.03669241027253782,-0.06633870719128894,-0.050433824343386745,-0.05709642229775294
THPO,,,0.04291501961795657,,,-0.032939229931432445,0.019071320152374335
CUBN,0.04094910535503665,-0.03645240373085084,-0.023903278915450413,0.05994277311018828,-0.05074894015822442,-0.0493818678930193,-0.002963985540672973
TIMP3,0.006600629277996409,-0.02525839433492085,0.10191759654299004,-0.08158519120596672,-0.03332341859882787,-0.11229298085909885,0.016196338669258264
PIGF,-0.04469102210352828,-0.03012696174375696,-0.05689163790816577,0.02789311373481443,0.01114039541916215,-0.09144132016754271,0.01224134449561118
CRH,,,-0.012151940517827996,-0.012031220496840989,-0.047388493152997514,-0.03751681593868175,-0.020147370011564737
BDNF,-0.010032913175957144,0.0060816194222008905,0.01108179637632365,-0.026229962742575674,-0.07900681323227772,-0.02605926151036633,0.05531993113237864
CCL5,-0.03273632945682291,,0.02148108940256294,0.06150952225630546,-0.007776213741958939,-0.1224430772036242,-0.027179863715093597
GAD1,0.0036938812615635347,-0.06260269515845734,-0.03193624597240164,-0.03217549585231652,-0.03179662953627244,0.014185873761573405,-0.009885237119658824
COL14A1,-0.04165875922852668,-0.11180633035279007,0.06440163719399404,0.02533467535209795,-0.03495303492045771,-0.04622015164392836,0.0674173991644742
HLA-A,-0.03922222922212158,-0.04427967663883406,0.08006834976830837,0.05442664130648041,0.09588772701849745,0.06670020599064008,0.14248072352332722
FGF18,,-0.039920949892463115,0.05002693531385083,-0.016415519486584877,0.06810182755440358,-0.025018536554429996,-0.027601577932262752
ADM,0.15843197189300215,0.22739107966485386,0.11706131869089503,0.1201258667989623,0.163106593678866,0.07706863250967616,0.1408439966669254
CCL15,,,,,,-0.021698574811386897,
GNAI2,0.004527392664826628,-0.005320248171000982,-0.08071318751462284,0.025923584195597895,-0.11652592497224656,-0.11498856848366994,0.09824828149812963
HDC,,,,,,-0.03896440643340623,-0.02010575012682817
COL11A1,,-0.186261556391683,0.10400993823980464,-0.0725460412994168,-0.029761490624702652,-0.05915018749750653,0.059156260778373874
NUCB2,0.01977219231612576,0.1422722939632542,0.03493770441794802,0.03613967529132202,0.04190995822052756,0.021659144880287907,0.14860478684807704
FGF16,,,,,,,0.07963526042663094
CXCL1,-0.041896839422263334,0.011966621770396271,0.004462738854337397,0.046067612953063074,0.0620081126675203,-0.003001736868190232,0.08163607337210295
VCAN,-0.022939540871591405,-0.2799652626543858,-0.09303796807187972,-0.06171755524154501,-0.09711950169226284,0.036249897300429754,0.13007488411157422
MMP7,0.035504382416252665,,0.23595765520435028,,0.05217316144631304,-0.03143713544959253,0.0841271812446979
PTPN6,0.05591850586352671,-0.03919106199780494,-0.034292369151658834,0.008139505378263209,-0.003058401626787491,-0.0557444999156145,0.004336107299798403
PTGS2,0.05899174801768946,0.20874227225056874,0.11061961446576069,0.0726180750812202,0.0834086983605877,0.048842767129527564,0.08316297057661591
XCL1,,,0.04349012543579276,-0.01258928733106748,,,0.047797738558670234
CD58,-0.07062605295374678,-0.04380534862819983,0.01158848935351011,-0.03503441169184235,-0.01651731932757491,-0.002757306378234664,0.05195629085250455
TNFSF14,0.07805740142204678,-0.017529876943343098,0.030771473992473212,0.1270382925384459,0.04524434286087497,-0.036185982580970805,0.012248665303246701
CNTN4,-0.049333003614259525,0.03691271542615532,0.0409525913890545,-0.02964957081378658,0.028874116408125334,-0.014958840931505225,-0.01347439311815315
NTF4,,,-0.01328783173854756,,,,
INSL3,,,-0.009654623972709631,,-0.016687418939277124,-0.016049846231580966,
BTLA,,,-0.015324822327957567,-0.013124751138757851,,-0.02872834624477543,
MFNG,0.025203432187836387,-0.06251079925904741,-0.020636426503776,-0.024069283556017743,-0.023483314399487136,-0.05141150909293856,0.008369213240626283
ICAM1,0.029414760385932093,0.20519243562235046,0.03261206448494222,0.07125318088581174,0.08212993859503773,-0.07320083671376472,0.14515292374620928
PROS1,0.006793558615116275,-0.05826911750717179,0.02312314120336111,0.030239534868862734,-0.05356188777653319,-0.027741052550550014,0.02664986784163235
CLCF1,0.002591244510534994,0.09531829765269018,0.09501177501331723,0.0472415554265577,-0.006932579927521007,0.007322464715491566,0.09326809438458201
PSAP,0.026334939893660966,-0.15851031026812776,0.08790069703406579,-0.010244853275948984,0.01336468189013268,-0.01090535469536958,0.04984258047161593
EFEMP1,0.04831468034226748,-0.07106657890160437,-0.008189276361116968,0.018896135865734194,-0.023369323281769053,-0.017160662451046912,0.11022989449118319
C1QTNF1,0.044608424178924876,0.07457103486635076,0.014615389742678066,-0.00942686078567673,0.13139613031591582,0.039398764131401885,0.13512328282900649
ALB,-0.027304257056994262,,-0.017140406494491535,0.019932700554686614,-0.014912711863033707,-0.03359520171309329,0.04294847678480449
EFNA3,0.08923677145018977,0.19577468879510085,0.03504844270657995,0.04155617932499023,0.02784368269886013,-0.023596058817813077,0.06002932182784457
DRAXIN,0.006421067102027107,0.14422388087312998,-0.04895482737790368,0.0805639578335432,0.06482644073739734,-0.09715615555485191,0.01614707341139028
RAET1L,,,,,-0.016893049748798728,,
NPTX2,-0.008977014122233383,-0.06797286061235931,-0.011140942254781452,0.0001919293334998945,0.0005868906356809762,-0.07105274398813126,0.05741908226089151
FGF11,0.005313868889938957,0.15653045539932686,0.048906417329086474,-0.031109802760266637,0.06182243518523248,0.002640532237467384,0.06378309148304036
CD59,-0.10920256602886337,-0.09329192217403355,-0.061062632864527545,0.005027810562424284,-0.07317761467403547,-0.08797180398771666,-0.050288579848634024
COL9A2,-0.0828936354787793,-0.1535097582669934,-0.06422406777663296,-0.059707396258059424,-0.08755125305447944,-0.11025937369924793,-0.04290066322702408
DLL3,-0.05345104586674877,-0.14813782559219255,-0.14099650086681903,-0.018403751602263683,-0.04857963628408425,-0.0560597123238578,-0.007390909335881521
FGF5,,,,,,-0.015981579454676674,0.0555323679818859
LIN7C,0.03241100926174641,-0.09128280240290289,0.007477687301582819,-0.037403527893204606,-0.06932197953480311,0.006532096735271619,0.03313031536729594
GDF7,0.16582633046703754,,0.0162745467320417,,-0.014481544969266602,-0.03156300974591631,-0.030734319321461468
PSPN,0.08094455246778658,0.013735208599210852,0.008982238669712827,-0.021293166896363826,-0.05580597877148311,-0.041464766765864,0.019125368973915802
ANGPT1,-0.0007762710834560003,-0.035999975751576256,-0.01735472774700651,-0.04022543354620085,-0.018884378210678815,-0.08555212891093579,-0.02811559282824374
PNOC,0.005790599663408946,-0.046503164047872296,-0.037740049936253864,0.007250620618138359,-0.015399738620185652,-0.03066375749460241,0.03893811122439199
L1CAM,0.013774682568085436,-0.07157497520409135,-0.03377541745868513,-0.0007561481445644971,0.07267504044404012,-0.014201599752087955,-0.03523240282328265
APOA1,0.021798814024025073,-0.027577514543918127,0.0609151237407759,-0.03670638889161789,-0.03850426631058776,-0.038767277275290585,0.033555235931407294
PSEN1,0.0841400205236333,-0.05884621956055759,-0.028586354806116,-0.0024244309257790545,-0.008944783648092439,-0.015945021645564716,0.08802162096858522
CALM2,-0.08837392931946707,-0.15919319503605625,-0.08861504286011204,-0.1011217350087378,-0.09079346963085307,-0.09898554770384871,-0.16128457523064785
CLEC2B,0.024463357019621018,0.30010714798940025,-0.0012319840362196308,0.133324826248327,0.08084764051653359,0.01913274895922899,0.09808989267355361
NTNG1,0.02300059304019037,,0.020110964812182337,0.05450929554877053,-0.0770604786582482,-0.09227240956476179,0.05607547556761738
LRIG1,-0.05531385602861219,-0.2228991225802819,-0.07889321794682605,-0.10485945431876971,-0.11381517007985051,-0.060201175012919876,-0.006996600326580261
CPAMD8,,,-0.011419697427773384,0.03025762987760038,-0.016268846235893208,-0.03113065579953011,-0.021792935925022874
GHRL,,,-0.021063973989284997,-0.027070338816860728,,-0.010861451938948346,0.00734233149944015
NPY,-0.048854241548400984,-0.036913112818258854,-0.02770208134478163,-0.04150370003581762,0.1275457141813201,-0.03751680545044709,-0.08775072555079586
MMP2,-0.011758920439587952,-0.1845520832111101,-0.07121465758735122,-0.03648864053742467,-0.12170611511067199,-0.07999040680436342,-0.01971041651105847
LHB,,,-0.009945694041045864,,,,
PPY,,,-0.017312552632114807,,0.01050372134612943,0.06778011899608018,0.011904557308738462
ALKAL2,0.020806208497247312,,0.10672349016058152,,0.015500976881767062,-0.011709342193195365,0.021778128361804098
CSF1,0.050222352443370616,-0.05990865909643035,0.014886603070728038,-0.013935558706739095,0.051261073017206844,-0.06383097106597167,0.11405834020061958
SEMA4C,-0.024067611296801416,-0.10505928257139233,-0.02707454072475821,-0.003170846505087004,-0.009923551849402565,-0.05783412650327809,0.017473347767487456
BMP8A,,,,,,-0.026666567243737057,
ICAM2,-0.08625171390810625,-0.05117748273187807,0.021528470508711175,-0.015308073058947628,-0.02106826514587358,-0.13455505837756043,-0.019778157918569055
SYTL3,0.022652480779404304,0.15758155667905227,0.007247313174449825,-0.00363034507880323,0.03474077711243967,0.0026569718873760634,0.08967221210953952
IL1A,-0.06051031965410472,0.30728747788300464,0.08023359758568403,-0.0028250711315356836,0.04225719990746716,-0.025843001612615716,0.07249536490391621
HLA-G,0.003746222302624682,,-0.010504577516654864,,-0.03003530443670468,,
PGF,0.060083780770022244,0.20367916240220332,0.00382855084177577,-0.03341059304823242,-0.07502981603898408,-0.05347228077668946,-0.008004137346084026
LGALS8,0.05966045128672139,-0.04568774898869871,-0.02023798742494168,0.0461264322940457,0.048634485733619344,-0.03455126752050755,0.055946563972207854
DKK3,-0.10360011569425887,-0.16732145633204806,-0.057698690943423815,-0.10858619835635581,-0.07953498506675725,-0.0845444360090214,-0.11402099780438908
COL16A1,-0.08570431505426734,-0.2605129689128668,-0.089215683935739,-0.10131157935301767,-0.07357744699843621,-0.1444334189962769,0.025917399906288843
TPH1,-0.039716453562431836,-0.015103364878876072,-0.019115618295089842,-0.015690518067389487,0.04944624195356873,-0.0913452021040872,-0.022099584342773728
TNC,0.04178684365975497,0.09212549897140308,0.12423785725098818,0.1283746376326044,0.1001202835217959,-0.0004477548897557563,0.10713480015203133
