,UKF243,UKF248,UKF259,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
CKLF,-0.03300362953965586,0.03501291328148384,0.011156788656671393,-0.06223289397801634,0.06287889524662106,0.09497676919691637,0.01089419948718395,0.04448946348337726,0.07641404245191764,0.11081664475978815
CD24,-0.02792297087841772,0.051141045604051194,0.016271107873183196,-0.02420589115952347,0.026458407073035973,-0.16648961355585248,0.04985264057858343,0.06133429035387179,0.02628516530930102,-0.0732386754790447
HSP90AA1,-0.01517941609209676,-0.01172426532184133,0.02882243067525236,0.021731866711281796,0.012509076887740712,0.014090254355959614,-0.08229838321820239,-0.11121502850175627,-0.03262905295894423,-0.02441802500154534
BMP4,0.11093458002023503,-0.011895736478793325,-0.019069809263714203,-0.033236466011689975,-0.013318671225466195,0.10790811399640514,0.004380774417101567,0.03722279542145727,0.04660239849276334,0.04012521987997889
SCGB3A1,,0.019021012263201655,,,-0.010906650424820117,-0.022384514456582155,,-0.01045285250425957,0.04790769180150239,-0.00139014913848547
IGFBP4,-0.06537954806282933,0.03012075760983553,-0.00795553839727655,0.014525044265753828,-0.006126245411270382,0.0408561173722108,-0.03830181248538107,0.019710419108273272,0.07688755179579394,0.01607168552416923
RSPO4,0.03450843224426673,,-0.01021424506424312,-0.013477029169440952,-0.021681753972993375,-0.056501285700859286,,,-0.029622367650508012,0.04977684817832041
LEFTY2,-0.03458238155700292,0.022779674691969586,-0.010984329871678208,0.04844028775885528,0.05154942638749489,,-0.02917906495989163,0.0012411673956726833,0.052064541118127854,0.014610925238029775
PF4,,0.08561794930617499,0.029788032374770415,,,,,,-0.02245997864860047,-0.020575944607664192
ANGPTL2,0.07335942209117234,0.07254167350988106,0.003400996175348339,0.022946265479085064,0.07355298135991138,0.0668169800931947,-0.0350508488577725,0.07530888450384352,0.04712861006632215,0.08752347045346537
LRIG2,-0.02772915638229095,0.021071363351506667,0.04027216786903095,0.07616296830695654,0.07063685490654488,-0.013060501354245833,-0.07945080763435393,0.011178253235417058,0.03361781073461248,-0.002575371770978354
ICOSLG,0.045959048377397504,0.05608339407210774,0.02537400393773522,0.00946743881173172,0.02601388025696975,0.029479727068924367,0.05270272979665225,0.0800326544973419,0.03070616484473532,0.033776576515249186
WIF1,0.05733825078245196,0.00725098667553456,,-0.010399904197422647,-0.00793432741202569,,,,,-0.037756418736120956
NPPC,0.014988466449383425,-0.038951986872922284,0.034115286082358774,-0.020286908657367392,0.019843685453015115,-0.12590617538171772,-0.027340539703701143,0.026607874151365098,,-0.028108128019597056
LYZ,-0.020519132877935924,-0.04115558349802369,-0.01615572370321675,-0.014821181052439104,0.030588019105723823,-0.03873399245854041,-0.028850453700707438,0.03042266177564053,-0.01601418960082063,-0.015764444345617894
EREG,,,,,,,,-0.020998098190738994,0.014229294747364883,-0.02368900751289954
SPTAN1,0.07383788935650301,0.053196212555463834,-0.01927769339216662,-0.031001856786192765,-0.044006416654898746,-0.01110153906615532,0.0533083358153376,0.00017617793388839526,0.006720454402024079,0.04869858210810576
LIPC,-0.0038379745966229074,0.09300553964852541,-0.0005826241947730682,-0.025196678501944635,-0.02455381570172234,0.0842628446136246,-0.05617591104989489,,0.04571319063251769,-0.03208695396089063
COL8A1,0.015168003591317128,0.022622024975619635,-0.019268428615186885,0.02365399684069305,-0.004103067439014574,0.07761881166112464,0.006677495387967657,0.023292499110931997,0.039781294796548114,-0.07687079279322125
GSTM2,0.031713549006658064,0.038973557751366024,0.03919822852040461,0.07275406341596491,0.013901572295950274,0.09107042685822524,0.07861056751985465,-0.03377059739327525,0.0036011514610248983,0.041397256405493535
SPX,0.06402718945462846,-0.038486559846439984,0.0752064319163157,-0.01776904145175779,0.0128718137277032,,-0.040017590821712204,0.1073658038387219,-0.02257170396817546,-0.03191135693255861
MFGE8,0.00879860828155398,0.002939311509012412,0.004635740186618551,-0.005339801171047096,0.06553853307383971,-0.03687642367412782,0.015345427111805124,0.03887310075152235,0.08377054352982971,0.0578160397842137
TGFA,-0.04726233781291632,0.02988557652421057,0.027749409312828304,0.004216635352681907,0.055740384567089386,-0.01342344785120135,0.038680667072496594,0.05514377867226275,0.011190129242546499,0.0011764127934577784
SLIT2,0.12270272982463584,-0.01259128121598624,-0.005344730733214694,-0.016161388535296528,-0.03515866028131403,-0.011316933354649863,-0.030919732480596925,-0.0022365929482772917,-0.013005628607113847,-0.05283549416348961
PLTP,-0.03110467918388062,0.015917702966490626,0.012867868059810942,-0.026271375605202325,0.01728327087962956,0.054642973751688764,0.050281757438516365,-0.033427390817862175,0.02744676415386265,0.0506934803356986
APOD,0.01349141041536848,0.041864820565748355,-0.0002324416823173131,0.021939178557685613,0.01860669571139692,0.07023444573104289,-0.08239642004362017,0.09020552303378421,-0.008263666361562623,-0.038938512416404905
B2M,0.018251124939161274,0.018426537475897103,0.052347149825921056,-0.00641054474674147,0.04763347372993767,0.02607294047592868,-0.02390469797577329,0.010328716676640932,0.054271723353575864,0.005218936190975544
OMG,0.09603203357290906,0.05215532265126405,0.04394192414398713,0.037509351674388944,-0.016197934598418368,0.025515544498575612,-0.0067707997493879155,0.11371929524267883,-0.0324606507107292,0.01244616577819759
CXCL3,-0.05380034332254317,-0.032723049801776226,-0.014865847678320276,0.0017861788112225631,-0.011256681305817024,,,-0.07042263390934259,0.004502662829328456,0.015920996990033548
CXCL10,0.023813842470106265,0.002401211556861731,0.012233769019125382,0.04899339725882229,-0.017888228853313114,-0.02048317950176564,0.002310017122853078,0.10587580768749132,-0.01709641076315903,-0.0476591232267908
RSPO3,,-0.025452513238070226,-0.015569312673605468,0.021188011181770536,-0.011763015013298466,,,0.03956673608431078,-0.01600636032729692,0.03240341659273716
CORT,0.05537085679887773,0.07463265962757913,-0.034915379162390216,-0.02297155393340028,-0.031206913541229033,,,-0.026997960512043253,,
NCAN,0.03923454147878121,0.1097262110706192,-0.03797297912968501,0.009140867490693498,0.07075776899815094,0.07151091965267471,0.012119664261618443,0.13068039022078806,0.04202257777280492,0.07479721501693562
PRG4,-0.012593586735925522,-0.004320088647149474,-0.015366240182591528,-0.017223108260841252,-0.013752909048658349,,,-0.025932785153236017,-0.012481281872907514,0.04141417894952064
ZG16B,,0.0009679340605927068,-0.017834401019093074,-0.009207362484446922,,,-0.025383022334965203,,0.1639845030825349,-0.01755339101534182
TGM2,-0.011268631227353153,-0.020430843954777865,-0.024204018005113882,-0.06017306271301232,-0.03941249455930247,0.005831599841017818,0.04939495433121208,-0.0016267408195859317,0.06176675547755834,0.03203673549174678
VEGFC,0.002041434195457385,0.0043179902374507265,0.01710114648856385,-0.012569770997199489,-0.014035391873230886,0.06753439656209184,-0.032901438091597714,0.04427050267696585,-0.021485607734690552,-0.05230890878844956
WNT6,0.06976838756744486,-0.018598465374983667,-0.007658555556921234,-0.006885417734101131,-0.012249381282805534,,0.11802809939424758,0.06446015665489994,-0.024103638912544256,-0.018137919316169187
NRG4,-0.021424377780190264,-0.017257897240239357,0.042540742073687465,0.014116917856696233,-0.016373921697076164,0.026534875667841514,,,-0.016006362121228027,-0.027276648676880944
PMCH,,-0.019890655319112827,-0.0027037868020702424,-0.01347702851902873,,,,-0.024065964641720054,0.018882469218861643,-0.03493167421390375
COL9A1,0.038318315366193734,0.032229945340045814,-0.01953226537513311,0.04644625082110439,-0.01865769450949146,-0.07978280074482201,0.07514998272440983,0.0322104796570616,0.06229009406785978,-0.05655944447974962
GDF11,0.043979200741889234,0.02041772214991396,-0.01038540231147056,0.05131817396391776,0.05750658794005002,0.02275107326304227,-0.02321330619656344,-0.03722392762086608,0.046012130341027344,0.023589192297774442
RAET1E,,,,,,,,,0.0527738167576066,
IL24,,,,,,,,-0.01794300332099376,,-0.03049438581643928
SORBS1,0.0065383617883434724,0.03591011739765242,0.019689826506965748,-0.0044389078834619405,-0.023105028831310215,0.051443147739925386,0.0027087528040655342,0.058502704454826644,0.0016576123146315898,-0.01843412957338329
DLL1,0.09224417855967616,0.08027120104529029,0.05268427205037511,0.04703460972352736,0.003955884081738255,-0.0625510059859632,-0.04866865675318847,0.09108427333842112,0.06700420078807703,-0.0032489121778222704
TLN1,-0.08379494118471649,0.009833977885425912,0.021886660448647885,0.006295323351020367,0.04688588288117146,0.062497894702644954,0.016431568785620194,-0.04408719833959154,0.02095348557434783,-0.02634482528837663
COL2A1,-0.021929261492819166,0.05396673890332331,,,-0.011427842556030517,,,0.008614379430762053,-0.023294664276626457,0.07924210668667866
SHH,,,-0.015968046472236534,0.012227422393430736,-0.010906649471510974,,,-0.013372732067434981,-0.03633946668816573,0.010531979536661866
PON2,0.07856138383412607,0.08581667815266614,0.011566220668289082,-0.030080074272271464,0.04733539680676026,0.0012760168814510604,0.05228518779566359,0.005920593942341216,0.013475444989408187,0.08455963563656568
ICAM5,0.11059916693431879,-0.01988310555642345,-0.024887333777918907,0.03979998553287367,-0.021300097273667107,,,-0.013505725870429386,0.001393801729732006,0.061694631112773596
HPX,0.14672761472830112,0.050907506132641105,-0.031305420325060694,-0.018068878223009822,-0.027722526189566197,-0.04683964254761995,-0.0074040017810045175,0.017020073329307845,-0.03693852235091886,0.010649120802526444
SFRP2,-0.028550629573422633,-0.024911556454287585,-0.018185874476911782,0.02235887412571021,-0.02139605510405963,,-0.0009142727474354909,0.02641993120768072,0.016624456160231345,0.0018853067929094731
CFC1,,,,-0.011587553354802164,,,,,,0.05976126806886196
CD70,,0.019665564236179447,0.006748166888155941,-0.021614844182719573,,-0.0625807155008528,,-0.010144342006115555,-0.02442059754544298,-0.022908934141317127
HP,0.01608223752204737,0.031755993857011076,-0.019583225003721085,0.03544515116486622,-0.038096364423440186,0.02926489319289556,0.11900978082105337,0.022947920252832002,0.04498462284684972,0.026266695951068796
CXCL2,0.07226201587410061,0.004479859326391252,-0.04551165811212469,-0.0057130147381056085,-0.021586880657238437,-0.00480647608426818,,-0.05106194043119644,-0.007244296958256173,0.04305340288227333
NPPB,,0.031381088297547856,-0.04611309843266644,-0.01014653296805614,-0.014035392894065185,,,-0.02917551279339304,-0.0162366717399084,
CCK,0.06954079677705248,0.012314244971932564,0.010817965413867541,-0.08693297378318955,-0.0334446763009927,,-0.031592308659490524,0.009848858468085423,-0.001355999528919448,-0.003018983950364617
SEMA6A,0.007489100847850127,0.012117599972460506,-0.01675165989135192,-0.01960637009104685,0.04672316727958733,0.05669737617713981,0.018054096964519706,0.03540312387299052,0.0036548519192922866,0.06066418864457734
IRAK4,0.037114260534926294,0.0061037230814913026,0.046152967315017945,0.06294124765768999,0.00963827097446,-0.0364774417888836,0.026231247493431604,0.06684805258232063,0.046063836004672905,-0.02898993444348213
GSTP1,0.032797793405615595,0.04122257034264618,0.041748550416677854,-0.0018940027807918625,0.02252063062705129,0.03591074583012028,0.002293487659809226,0.006651066799973342,-0.01227758215866814,0.023803185651919294
VCAM1,-0.003194418820718178,0.013976978298116357,-0.010596402366864694,-0.01400903954847736,-0.037971586675430956,-0.006685748401331596,0.0752862445653878,-0.01901093237740032,-0.013291195738089782,0.040620227348242506
NXPH3,-0.0019732913417161075,0.02204608997031998,-0.01089346984086742,0.00386696865544655,-0.057302294049727705,0.013442804269866056,0.0019312346324058967,0.015140979636487304,0.054357583521985504,0.0048005425872005595
MTMR4,-0.011942686047553669,0.017946913041381803,0.00784684217511112,0.01125145367440256,-0.052943254165842266,0.0597704367903133,0.08564114193671785,0.026224405898485802,0.04406015898559196,-0.03352244829097384
LAMC2,-0.019564671692555397,-0.01897342555433692,0.060453669063690055,0.03086794622133604,,-0.0418686455977512,,0.018156453916580426,0.010129925744797588,-0.02626639813442884
IL10,0.04230427512542659,-0.005517639010471473,-0.004500069400807272,0.0012971685152033574,-0.012563672061187855,-0.05179728581526306,-0.026699929304810403,-0.0012486113932062347,0.02365774160659841,-0.0010501238595186236
SEMA4D,0.048027040484745265,0.06910242018871986,0.005800783982970173,0.028815569613047213,0.02487928197530656,-0.0441954332158733,-0.06378418120393717,0.012201385898274941,-0.03243716033010828,0.02707785170087127
TRH,-0.00723503251803332,0.016918951371962858,0.0797366400469046,0.031507443146730575,-0.04504766511652234,,,0.11524184711713954,-0.0181861612038383,0.06763872210278306
SEMA6D,0.05094185793295838,0.05147383050506438,-0.016314442569441177,-0.00032427872039954113,0.016718896402007567,-0.015562292451126685,-0.000907571787828953,0.02316489891964364,0.026206668511748583,0.02467785326758041
CEL,,,,,,-0.03417017579989966,-0.013595727576704278,-0.027171935862880692,0.0514360971164595,0.09429192508130763
PDCD1LG2,0.037135309137820934,0.03191672585103642,-0.03672390324495833,0.007884130198885038,0.010950630290919024,0.06309682089134738,0.13548343947172062,0.11659469094807928,0.007523846256913049,0.06498997669899761
SPINT1,-0.03029207899154186,0.0567044164569399,0.0009180348578185786,-0.02219090959522665,0.05502982835330461,-0.038875721881439666,-0.06176322449284005,0.1174468384223247,-0.029378372436913425,-0.060624077119724416
CTHRC1,-0.005335620116374463,0.016319530947226945,-0.03862554768906828,0.014392541331867743,0.03844136895271886,0.0143604965706575,0.05331816142716758,0.07462419217916619,0.08114834704082385,0.016066637880116155
PODXL,0.07168160949638523,0.03482728779471424,0.031075275261839116,0.007444256461151962,0.021330634124764044,-0.03593245330102176,0.03605688272194915,-0.027956703241808302,0.07334898647231006,-0.017061690409867082
JAM3,0.009780071690540435,-0.005574628927236316,-0.03548306112608797,-0.01889406513159501,-0.03528642515041609,-0.05956981298099142,-0.06059142126556963,-0.00023899234456681875,0.03912826537568332,0.07512105371214033
TGFB2,0.045004037560211194,-0.03892565203885261,-0.021736078366481483,0.038778306097183336,-0.02698775910088268,-0.02113181152709391,0.06416889425023971,0.06594988939120851,-0.041685001708049084,0.0042116819732654865
COL18A1,0.03411447640352397,0.02398743708381162,-0.015790423106696826,-0.023244739835819508,-0.005860067479909524,-0.04784438307508166,-0.036650199031315445,-0.009017175161870708,0.051029736658067315,-0.02733923259860247
NODAL,,-0.03898507626025414,0.007527193370388072,,-0.019295488412162866,-0.053105168360711164,0.055034247226152085,0.0734716533378959,-0.008406415572138849,0.05093105696148026
INHBB,-0.07768472841873486,0.00985018345400038,0.03331008769477977,-0.007033075580286834,0.039675962017108095,-0.07929263485851233,0.11499507699197659,-0.023509345502766774,0.07288125220873494,0.015707332123246397
LCN1,,-0.018973429823434924,,,,,,0.017616642591555834,-0.018390836061513063,-0.018423637295784986
ARF4,0.018552985705753578,0.006692658817461538,0.010698753585946828,0.0036906131143211347,-0.024433231429474223,-0.06109923694920093,0.07188574227356888,0.07481734988711854,-0.010074336676229102,0.054827664549557294
CXCL14,0.06610713846229137,-0.001808505457732876,0.015385679602493567,-0.05054568162026108,-0.030776774215529212,-0.010572869402270028,0.0397462350000017,-0.035588439351807485,0.0256034969726907,0.07277942565425512
LIF,0.02725214643171354,-0.048903122903522646,0.01858876376552894,0.005508897403793422,0.007705402149481043,0.025622313446705874,0.0035736779860176186,-0.10550570893491963,-0.019205434731879915,-0.04282619703117097
IL17B,0.14850408626706027,,,,,0.08757236758087758,,-0.02482765446843823,0.05073933485676746,0.07769527968983261
MMP1,,-0.026158006127071858,,,,,,-0.03922576117567997,0.0684509952356945,0.0023961448989126034
MATN1,-0.018425085899440245,-0.02491155984908513,,0.04263538206049002,-0.011427841133890193,-0.06016528875325849,,-0.0120227373972566,-0.02211825817588671,-0.018983002636608997
ADAM28,-0.05886272755923398,0.06459080294535567,0.017606650470467656,-0.00541339147335354,0.010857692791403932,-0.017232352532430585,-0.06172039588463883,-0.029622437698579845,0.05001237691352706,-0.0013899540347124568
TCN2,0.05437199423506498,0.04687574996322663,0.008707959925148136,-0.0016914771173706625,-0.034065705684931696,0.0529534659592503,0.08025247868607871,0.06440298483329719,0.11348469577181645,-0.03464708683666113
THPO,,-0.032460793954632465,-0.013787153051679976,0.03189884109554863,-0.01142784244663509,-0.04085368513556011,0.0020826604593547557,,-0.0239437743378965,-0.0284477553931642
CUBN,-0.020461540414360373,0.03820716540755172,-0.00576057746027617,-0.028817264370135435,-0.009973712524070847,0.11187895038055205,-0.011535700587840272,0.02508302809348418,0.04020609542182782,-0.0119318370236811
TIMP3,-0.020683524875608893,-0.018012669789063445,0.0030915220005285227,-0.024869906300023694,0.013582520680729534,-0.05682588260426131,0.048245265121588735,0.052829133419630143,0.046964913719193264,-0.019917325922569236
PIGF,0.01619995157938456,0.001553157218814085,0.03275122744236325,0.03330481056344041,0.00898672122044861,0.033603796627177746,0.04043056460593558,0.032050513153458256,0.039187038002844864,-0.021841774245198516
CRH,,0.008405138322087611,-0.018010945796661956,0.0193588907014846,-0.015630345050395813,,,-0.02967372457026019,0.00423290222983292,0.03351520577099356
BDNF,0.16148074581583216,-0.0074439552331808075,0.018126901545635028,-0.002686032058731442,-0.012870685687796106,,,-0.02952159862329,-0.009253688294547646,-0.07577622267162551
CCL5,0.004181094271191298,0.008662164296271445,0.07164409480156117,0.01798234046554138,-0.015503242540782588,0.024709820731009698,-0.015111195236307958,0.02689273824870328,0.06787183499215593,-0.02618931053167371
GAD1,0.06506935628509773,0.032038194677548544,0.021306058691541795,-0.0073588882676767445,-0.06008710193267499,0.09215006623242977,-0.03754675321255945,0.020072478527486334,0.02508963198340286,0.10848215382010166
COL14A1,0.06836088861090725,-0.028473726939418808,0.02096567536302805,-0.022317276324258593,-0.03828308437959166,0.04063367127712867,0.020018480174866606,0.0021533115138771645,0.014786240674517153,0.023362871448227414
HLA-A,0.037825769734802124,-0.011101655935549723,-0.053436367997373044,0.008436766627631223,0.06339560671214514,-0.07848808143260053,-0.016004838497576817,-0.0976294749666906,0.01782043146162579,-0.0009762050848283268
CD5L,,0.008712686508182152,,,,,0.019122554336252887,,,
FGF18,,-0.02011379674754219,-0.014309561745452651,-0.011008958759118734,,,,-0.029352234609521216,-0.01818616266289974,0.013472150309803544
ADM,-0.12212739229370885,-0.03130892567790778,-0.012660711525211192,-0.01423514040178788,0.009327983022481516,0.046597937400570284,0.054289319744537705,-0.11089699104653826,-0.02277848240735413,-0.025498732499322583
CCL15,,-0.03708816760283361,,,,,,,0.03570386811705874,
GNAI2,0.010393874203984112,0.023691588443702335,-0.02971684591208236,-0.01636151682086838,0.08700670273258675,0.0018450264085130242,-0.02396896633006249,0.004306090292558188,0.025141408623310577,0.02483217648940672
HDC,,,,,,-0.06866492900248314,,,0.074445298723333,-0.01898299403938676
COL11A1,,0.04086819770687877,0.04153405912566135,-0.02102589572577539,0.06646638331102511,,0.018010158147758703,0.021053583451251055,-0.01793529661933795,0.02387371164929669
NUCB2,-0.054921400142648784,-0.04223780152892031,0.0050306445939530195,0.0029253173817605518,-0.02649563295028848,0.07457326599327019,0.02271550012377201,-0.00595462224509537,0.0222891375124849,-0.010293114111273679
FGF16,,,,,,,,,,-0.01870527285201466
CXCL1,-0.01562819086087329,0.03806569893588265,0.00288943528345606,-0.023247284690659054,0.02824392152427232,0.07873152357187126,,-0.012451764791694998,0.07770932538431297,-0.04097308152676314
VCAN,0.060373732521215216,0.05134743096962835,0.028326996876513154,0.028645523509431406,0.05416664142563552,-0.08453799687612926,-0.08120315367685088,0.05011450327815723,-0.02959637325210128,0.029929810317271457
MMP7,-0.006336802019154481,-0.0030157044633599903,-0.028448382127079494,-0.010146532912619266,-0.01766289475114108,,,-0.07147214398554412,0.04795437294003878,0.04865294864363788
