,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.06829963942895931,,,,,,,,,,0.05106695998145501,,,,
BMP1,-0.034375686672910744,-0.04141806482907975,0.010787603906722416,0.044736970666682925,0.05460381714548769,0.03356614080427452,-0.0005707812305454612,-0.0489654196337477,-0.46561724803383664,-0.12075537106543767,0.05301318447396186,-0.1390430450832878,-0.18579349172540785,0.0023799822230469196,0.036630217530453216,0.03555735888120065,-0.020140065838503515,-0.09356511755490307,-0.0038995579445291937,-0.060883590616625086,0.0382638366311005,-0.12598232489430228,-0.03780108878301383
NDP,-0.008481369106255136,0.005065491257991902,0.06327111870068301,0.024069370293357772,-0.031189364020014557,0.005904502676729392,0.10650659916012901,0.008836846389289384,-0.059006962743185905,0.022310180643681718,-0.0375201709875554,-0.06184703893010879,-0.014470094926373125,-0.022478717706215266,-0.011757917054312273,0.1237891075430514,0.0519581815083042,0.04172417761230706,-0.02108041439901858,-0.011939462781957344,-0.013503891387729927,0.02403344296761386,-0.03785984866143747
TNFSF18,-0.0012623427398860516,-0.02061271550039644,-0.001112553284911136,0.002056095483923377,,,,0.003247244564549581,-0.06086336975700151,-0.055664525262853176,,,,-0.025987996344245215,0.033735174084786136,,,,-0.007857421655632545,,0.11842137119056326,-0.0750054312258096,
IL36G,,,,,,,,,,,,,0.02528790540241088,,,,,,,,,,
RTN4,0.03456725936456896,0.2910648255868565,0.08960786857649983,-0.06076145671039176,0.02379717476058048,0.06758799733254862,0.12105862248931203,0.12213207356137945,0.5835987184201813,0.20842599934136985,0.16730608814669956,0.45997902528497997,0.37799145441211346,0.06763489204721088,-0.038017386368342,-0.011490689985235624,0.11474171997836477,0.01997198628811193,0.0981759385343001,0.1430058067467617,-0.06961297972686455,0.3740372611460721,-0.03581387036314646
HEBP1,-0.015940469611344,-0.022460734836355207,-0.05024613597612193,0.05090641673523226,0.05244590816094448,-0.0005676051900782331,0.02863202347182459,-0.048864529811456926,-0.23481957036593534,0.0262543572915395,-0.045920576006864576,-0.1997105767112758,-0.015945064022846796,0.061606708994936955,-0.03244528589705622,-0.03775440151638662,0.0730423908574156,0.059171541722829596,-0.03854384442578299,0.012237895926783284,-0.037171403786907295,-0.02212235559198392,-0.0003126633272050111
WNT7B,-0.01994976514619631,0.35985100563398653,0.045142456687654944,0.003850916699753326,-0.016224874031872172,-0.015601394392622939,0.13314237132867066,0.027819656291262918,0.3679529322328932,-0.024849373636715355,0.08737717111468639,,0.11516540224658901,0.07910567711339718,,0.04229082485378279,-0.009458436932345684,0.06209933853329798,0.07071294544929622,-0.02498882097010846,-0.015581900380986221,0.00817265950333648,0.02825259731871429
PTMA,-0.01741540671848966,-0.03928336211475617,0.05615872566340417,0.08631435887370635,-0.04521532127363872,-0.0192746072333044,-0.0787862755645887,-0.2035289871009255,0.08111534930740977,0.12182865656831783,-0.11996136733181693,-0.553889432744073,-0.34229130141037395,-0.008813437418180877,0.07069797213252492,0.015264322387844332,-0.016560405336345466,0.06016135064561366,0.09732743976270598,0.06826557696813938,-0.0855794729959268,-0.21815775657805328,-0.11868779453001431
FASLG,-0.01994977078594381,,,,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.02770043133043676,,-0.004654217366127783,-0.011796557322874638,,-0.003699152137783796,0.01797231240894441,,-0.13823847339921197,0.026084542080719836,,,,,-0.05359063906998099,0.011344666717462617,0.11247240982971406,0.05712340212359286,-0.003986953531479467,-0.014029383578139026,,,
PDAP1,0.01697624884884182,-0.05931177599133897,0.005733712137467627,0.03823517010880622,-0.01795559731909264,0.038123674276163054,-0.054382379080627534,-0.10746981001462833,-0.35173546031044417,0.012411561780527583,0.024428806891826606,0.019472788618585892,-0.14428529196543913,-0.05662539411800088,0.021289425990256166,-0.024310100356248948,0.0284379361233479,0.08377298019516753,0.04980542905284352,0.11114179504426862,-0.06070291636301167,-0.04815933451154699,-0.024444939637585917
QDPR,-0.014254493009633079,0.14438915389291043,0.03172923552825992,0.033560869372504,0.00012148036930207163,0.07258347761991958,0.17632310476311724,0.1281777975338525,0.1950890490859204,0.18922053221365,0.07219229610003265,-0.362196183767327,0.079412714048826,-0.035274859172084914,-0.04838918976524972,-0.011396096238299307,0.08650564890117693,0.06199937807402826,0.01628839498855292,-0.05663494795962897,-0.012815627886681688,0.28475870076170956,-0.030688040187811072
POMC,-0.032306911636634295,0.20774821199060312,0.028089174002977724,0.04577942527985994,,0.012004029621397868,0.0729316122535277,0.0526182106807492,0.029935926341279152,-0.014956948901168795,0.03654854992140654,-0.11078281256501694,0.06380885710301762,-0.045405354376353256,-0.03305484393371377,-0.022901746584166358,0.011906921696456893,0.01886087152114627,0.05720735583936979,-0.009085752728001299,,-0.0321437077663915,-0.0627537326172162
CCL18,,0.03177291782372019,-0.05472764479734424,,,,,,,,,-0.13194702809943398,,,,-0.03595999175589358,-0.007699957228098391,-0.0009435611927104979,,-0.07407590820762658,,,
CCL17,,,,,,-0.06690495428693731,,,,-0.027927869074795036,-0.00302339381459229,,0.03720708917644395,,,,-0.031136686414322667,0.018781957915012092,0.04119570500717002,,,,
VEGFD,,-0.006678852258521642,-0.04659860370792993,0.04425154569616082,,-0.01268811876330547,-0.035811744155627614,,-0.11954594631447575,0.022948437636371725,-0.010376374231951516,0.0685547776514936,0.0007602729502345178,,0.08689635638170243,,,-0.021884920211774097,-0.01207770560264824,,,,
TNFSF13,,,0.015931393299977333,,,0.08618248652449807,,0.003969655103302521,,,,,,,,,0.024677470191130747,0.04899881802841078,0.010892514482105998,-0.015393380581519437,,-0.00228612816398,
WNT5A,-0.012113799006329395,-0.004867751947720469,0.0045140976082267215,0.042859925148476564,0.033313051392218,0.07548163145426794,0.08223912860695692,-0.0952103822615021,-0.37729823036320287,0.015744266750419893,-0.0690898600539125,0.05080553815409452,-0.05614509907562731,-0.032858776564975184,-0.06522493637184817,0.010422446934799526,0.01000688446202874,0.00229051580153466,0.029739517224340803,0.020865308352999663,-0.06645819872503858,-0.18140220235188842,0.012299407181131174
CXCL8,,-0.18648363892603068,-0.10001984502478613,-0.0315719772651778,-0.0300436391216558,-0.01936882135529353,-0.2161888391706347,0.004885918840269908,-0.10746327039502698,-0.07021886706145583,0.0019354724413543282,-0.23244738773665505,-0.07105812747951402,,0.07229532406469542,-0.050886979561261036,-0.15506722973573744,-0.21081840235875776,0.04391192173572348,-0.06484341133806105,-0.05873853442543654,-0.2348070357689994,0.12143932402714452
GRN,0.037735703602805544,-0.03959205982183154,-0.04928396667763064,-0.012025265971428513,0.03395311278404578,0.0489652920210421,-0.040094069122168806,-0.1131077514755954,-0.44865933608297415,-0.011761953609405849,-0.054427184216154945,-0.2771757597352105,0.092115733789814,0.03767229510806843,-0.06304756726630063,-0.05067673916274769,-0.0005343780664666448,0.022673379833573603,-0.08383889272302786,-0.11097181601482638,-0.01984673491107406,0.05106559023793741,0.00571390999774724
MIA,0.10093566908352404,-0.014024326338868638,0.07768134007748279,-0.02151830236837125,0.02701831581201879,-0.022381667698785763,-0.10390189242410695,-0.048158920132936336,-0.17987832509267532,-0.09023852110866037,-0.006087622989928412,,-0.010686678864997863,-0.03454054895086807,-0.08266619288283673,-0.012605018813462838,0.13415956316251465,0.08569155115361675,0.029003398228581077,-0.09901992434911418,,-0.12312851267256308,
