,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.020174434048811002,,,,,,,,0.06552725756114178,,-0.02470154720112109,
BMP1,0.04821500410171541,0.0273480097799981,0.020526670100347495,0.03105392643313231,-0.05762321998145706,0.06963469651300183,0.08475402245670928,0.08551961910317722,0.00305849370964318,0.03744106503260393,-0.036392552484147765,0.0585772834506321,-0.04007760239908138,0.08262347166802293,0.017609321108380576,0.03768917089294252,0.02861783057302707,0.029615092638006164,-0.012913926233499108
NDP,0.06278369491754027,0.017124629845924767,-0.0332251351297741,-0.0209835751264846,0.0052370580263097315,0.018204283794678353,0.04638811555019752,-0.0011807331190480015,0.0423478631194126,-0.05777813996674448,0.013789194035339713,0.02142302143332287,-0.046066630915002474,0.011335763808876928,0.07595559044527217,-0.018434452666895036,-0.027496207504078333,0.06760671530188322,-0.046894510583582474
TNFSF18,0.07662397615580448,-0.009782437910032487,-0.012789150042949792,,,,0.09772828957436987,-0.0043694658323286915,-0.024553605110188823,,-0.03590236983787271,,-0.07413028154479587,,,0.01927976380685305,,-0.041667093944962735,0.03935557849754859
IL36G,,,,,,,,,,-0.016810365609349013,,,,,,,,,
RTN4,-0.10315010282118325,-0.006283335449412873,0.0037859873898754585,0.037144423833625234,-0.016086487798389133,-0.038604763265924824,-0.10045550685320352,-0.10877341615602057,0.0021310089249148446,-0.021495525818533437,-0.016052239804682324,0.025273047255983144,0.045687940424336514,0.026218806481846036,-0.019254804613235768,-0.005120773267105615,0.028095913648705825,-0.018947923352680043,0.04604615503290327
HEBP1,-0.01929086106828102,0.04218901361608206,-0.032276007982627516,-0.007228520526282524,0.03132974698935284,0.046614336759456566,0.019714846473940048,0.05188556080744904,-0.025290506411290416,-0.03379339636284874,0.026657044210728002,0.011711430346769613,0.02792642702618356,0.006141739574573007,0.020829774701185588,0.021484356538928433,0.02512553844213397,0.033744766692050024,-0.02477056262364462
WNT7B,-0.008648608352488684,-0.0036413954838159547,-0.015934590961088683,0.09787489626801134,0.00913048657972102,-0.02157532223073622,0.0499997525917499,-0.012520432383911755,-0.017704010087163206,-0.018476529054733244,0.05383908236134505,0.06022672456174646,,0.044761559729339095,-0.005651977437621416,0.018905207591958146,-0.03447286260549328,-0.011911362303613927,0.04549302697124945
PTMA,-0.08642284147342265,0.11656328322750824,0.035193873970473875,-0.0015779371781916064,-0.015673219373393638,-0.028213526258264857,0.1330544992832897,-0.07785684732964418,0.05679346833975554,0.039652439986316144,0.07322786284377165,-0.0799881682007895,0.06168546998874579,-0.006573812523807694,0.009204750115966168,0.014190718932386472,0.008757015863997068,-0.05173791857218398,-0.015346383621152206
FASLG,,,,,,,,,,,,,,,,,,-0.021423643460477718,
CEACAM1,,-0.0034020969123809376,-0.012228840161524847,,-0.034814362296807476,-0.025660703227887733,,0.08702661422662278,-0.00910053823822103,,,0.1203608877019225,0.09702087868985754,0.030062237229710524,-0.03454037804743584,-0.019142283711213813,-0.006696396073008463,0.026910438016781765,
PDAP1,0.06286119835192935,0.06750702962114509,0.004419996278024143,0.017900295749144684,-0.0032198796793141524,-0.09035940648142383,0.05821542311753963,0.009092876699869348,-0.03213593801943172,0.030105855044331976,0.024215571524179122,0.010895808883939007,-0.02838055628727136,0.07862204363432941,-0.015880512980610648,0.060205480313855746,0.020715670255338263,-0.01408090942951501,0.022109363100091074
QDPR,0.08130602324258739,-0.02732548689447324,0.008589428806017825,0.0416842170886238,0.04550850998512824,0.026096674487836397,-0.0546559833723923,-0.0639630627853031,-0.03115784412250706,0.05636137676595943,-0.0584705125363374,0.10813338373078715,-0.001007508041677712,0.007823236169630007,0.08440658281392782,0.018594953084625818,0.049999906679352245,0.04146569180763668,0.009311480806614487
POMC,0.084111370117866,-0.009232807640443241,0.009120564503885688,,0.007479665979433112,-0.0011319578070357425,-0.03551894754124642,0.01204799545553388,0.08241704524482883,-0.0360163884937717,0.04683948961700561,-0.041521652833130175,0.03432286576352172,0.064463490457081,-0.0307467502441209,-0.048464065565189625,-0.026981991980377866,0.02222585532365659,0.017494377198177053
CCL18,0.04545166348523973,-0.025033668616951006,,,,,,,,,,-0.045478380894488864,,0.02341622132617956,0.00032384626687968657,,-0.07383981998965468,,
CCL17,,,,,-0.020178834985934525,,,,0.024729249999036373,-0.015356746230258157,,,,-0.028935113025821562,-0.04181722276314952,0.004385956804175953,,-0.01941812650145365,
VEGFD,0.1600110702804898,-0.025033676566313296,0.05749337714140012,,-0.022481450517438002,0.06705056417272044,,0.001565793692457938,-0.005611191455019238,-0.016458300584640203,,0.034273796804756104,0.07386023711630821,,0.03649572813151087,0.034578751387438385,,,
TNFSF13,,0.1052734411870725,,,-0.013918908757635155,,-0.013056609572254308,,,,,,,0.08074124998257208,0.061130068714028624,0.16965382069297635,-0.02569286404297823,-0.031640216368954636,0.05115065319992668
WNT5A,0.03461637231541864,0.024753921569874708,0.049502133100986626,0.013629388301325328,0.070811220949514,0.02441476786147304,0.09056972109373695,0.016883917576473614,0.027412939011539596,0.00823214122571591,0.07798738282609076,0.045189567487423976,-0.0383308382161736,-0.04204906435079215,0.06385892011843423,-0.01182699386109163,-0.04532107769097978,0.059038156360969866,0.0177699424442235
