,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.03592649631886776,0.06429712406479211,0.019842079231652064,-0.01922775883305281,0.03469643903463906,-0.03057812186350565,0.036877271438888526,-0.008802653686436417,0.006804297366777495,-0.029365153369760214,-0.0414756228325509,-0.004013816184330461,0.0639335740757115,-0.035565417394585,-0.029480485157855386,-0.011747761629552341,0.00045058691597019346,-0.024584879116126775,-0.01264836540383478,0.013702772369826966
QDPR,-0.03639262803990435,-0.0796210919058192,-0.017131127873395286,-0.017469714458654913,0.015028055742759542,0.00444301966493416,0.011665641958071151,0.026236355074774058,0.10443139415582854,-0.030633634379365476,-0.06057284594814538,-0.03030543669200235,0.007346138920256124,0.0710735330237079,0.032002070494850356,0.023243498729488582,-0.0018365254250063449,0.005751789286301009,0.07712816730891177,0.15077887798465484
POMC,-0.0007445447192545199,-0.03527401282268304,0.01412721706584784,0.051529413993702956,-0.013328289156470212,0.025267734893844228,0.04275009017053097,0.011284032632485652,-0.0011045991877864688,-0.04035391185362951,0.015607125699888496,-0.00943201363307923,0.0641876405275777,0.046036191006222145,-0.00013614702978379862,0.0014225640478785933,,0.04165807465341126,-0.038085705668525406,0.07740712870335667
CCL18,,-0.02505358605067829,-0.02130035784487167,,,,,,0.022976014551887677,,,0.0638274688330213,-0.04158975378585883,-0.03663239896657388,,0.030807997757186106,,,,
CCL17,,,,,-0.02088963600379818,,-0.016321870760516704,0.1326789930056343,,-0.017206188894857137,,,-0.01612356015932696,-0.030954216944137206,-0.007097961112778454,,,0.04946489520608676,,
VEGFD,,-0.028228068697881754,0.11002355815589512,-0.02526349328797241,0.012305302698436457,-0.017950631381623644,0.001363663197646576,0.05229619279521456,-0.04826725198065558,0.05347276224342547,,,,-0.02144293091033852,-0.03973074308630287,,,,,
TNFSF13,,,0.10554539000729378,,0.028894691431088793,,,,,,,,-0.0008070310726500117,-0.03364617552726947,0.020491802965742514,-0.023444046689631785,,0.03858543563065107,0.0039037193204868943,
WNT5A,0.080330387676202,0.054363651005932684,0.06408499080481897,0.02585578888558279,0.08307392164408482,-0.03804961650452165,0.02747519472918882,-0.02164192725064956,0.034882303101148454,-0.0079072547806882,-0.04976282900518047,-0.0063088360424441835,0.035281691547500216,0.03334860737554161,-0.016264336005457566,0.06982960392279867,-0.03957819474268821,0.13280071657509726,-0.06406240217158657,0.030067613707231496
CXCL8,,-0.06830350634111831,0.019713464966746128,-0.023655237699854906,-0.025129243383629044,-0.024803659934100507,-0.049724923416665935,0.022817185127839916,-0.0012996376854513723,-0.016758075143409625,,0.012727214305009048,-0.0421227047149545,-0.08407548920690239,-0.014804950160937715,-0.08960839972216018,0.042706493662870944,-0.011512553804114733,-0.08049509421891186,0.042729143557934814
GRN,0.034591586061192954,0.08451703068342233,0.13487049533449924,-0.01122301970206704,-0.017213183289151,-0.06448488381552128,0.0030431959445614267,0.013626030414846979,0.037048566293373726,0.05609740347836784,0.009273447636413286,0.08466856680449214,0.07751447840194448,-0.016626822606040603,-0.09528657836075498,0.016264385997416416,-0.02922753662090472,0.10300006038734079,0.02866021903133215,-0.0007651621337630089
MIA,0.033226505411632724,0.046306113652767454,0.017752015242661224,-0.0075853137559764765,0.025835372076778943,-0.0018163464599802444,-2.4277121309589535e-05,-0.02944431665960356,,-0.025254980509242464,0.17791579611775782,0.10382083480965276,-0.05399802948825777,0.04051406313814664,-0.023526752522158176,-0.04859478770465468,,-0.039841277503548655,0.009628601418420079,
COL4A4,0.1640882547842928,-0.02841647753417216,0.05196686038413249,0.01826859049575549,0.023333887042958367,-0.006098674882887679,-0.008882111400632837,0.00616979680622755,,-0.010586970861352598,,-0.03926229105276223,0.010926209070860098,0.01250335255579387,-0.086273761992157,0.025652751004583304,,0.012449933608308355,-0.02938585077570769,
TAC1,-0.021169948991565827,0.06488238565904772,0.04318455753615725,0.014849084529013895,0.057256640809679835,0.02899285445597518,0.024597523781825198,-0.01181008477939662,-0.12013350360289936,0.025781488711698573,,,,,,0.03754750356478855,0.007989771096811706,0.024083550583138207,0.005802778855714955,-0.04910454507538576
RARRES2,0.07677752172474803,0.04646981698570197,-0.001858395942358201,-0.0047308224202954234,0.05577059590535871,-0.02979285121091517,0.004305482736805673,0.009573246649121302,0.11574515899527638,0.01227797972308196,-0.0313693768007515,0.03360350504068515,-0.028016653949126315,-0.050495094478654835,0.09829890219409007,0.01088791965130684,0.07120265480793474,0.07335219502358405,-0.04510478140373873,0.09504069866425326
FGF7,0.03250324692476214,-0.05090441667096557,,-0.005493766361494075,-0.006604719882401818,-0.03437023855006849,-0.0032292615077749716,0.04076903396559285,0.04713190475958631,0.02824214771995511,-0.035619733179078635,0.06049537362394108,-0.002296264999758747,0.02138585330509051,-0.07530879590907652,0.024525570483779357,0.0039092275286521936,0.047946834142814,0.031208414074490442,0.019607893612535413
EFNA2,,,,,,,,,,,,,,0.0001686378562993394,,,,,,
HBEGF,-0.041747149362239465,0.026144897785468704,0.06931573993529233,-0.013531154253733997,0.010204432636597092,0.008340681079861526,-0.03038132280280921,0.05158118192445236,0.047434953737524675,0.03477348464903193,-0.00023599190357138155,0.14487333100245703,-0.024491038165593008,-0.010111915783207094,0.04208164853531265,0.04382826541742308,-0.009263917512505966,0.0418599339896451,0.002257977886700195,0.17473805059654618
CSF3,,-0.028416455036762017,,,-0.056580926177837415,0.04107964333799486,,,,,,,-0.07109636848826656,-0.06007887365972375,,-0.04445688054385249,0.1431323697752051,0.018235777479667648,0.05097106389723528,
PI3,,-0.033663528480762185,-0.013394991352822514,,7.623874912602401e-05,-0.025543738909916822,,,,,,,-0.03573428834470506,-0.09064422115901004,-0.047586808455645925,-0.07002605047326785,,-0.05852628349038753,-0.054558780602964464,
PCSK1N,-0.00014286395956313806,0.07935133684477658,0.030934451485474825,-0.058526813364410624,-0.00589501256303462,0.08498512166440884,0.008239666117911798,-0.03876649827583286,-0.10820781096634072,0.043511757740717326,0.06738310460997182,0.0829588056159886,0.03789057533417879,0.03237887196819781,-0.006884190004684315,0.049220382125675054,0.030481042205980337,0.11567214656899852,0.055652325849717695,-0.1058491062301651
NTS,,,,,,-0.01295990211361803,-0.03224861457071012,0.009706029402281166,0.11659168986528723,,,,-9.18214818887056e-05,-0.007828002095810395,,0.07789543177083898,,0.016573570275728138,,
SFRP1,0.03535952147146654,0.05942449336693612,0.03867643732206672,0.017637105111198148,-0.04142001399575554,-0.020478561773030653,0.019364956001899872,-0.03529581492435968,0.014988225819092543,0.06460519154171258,-0.05236514364666397,0.05817075889557178,0.07442087243517709,0.004036819917944319,0.05888807491289523,0.01839636585756689,-0.036608857039827164,-0.021468901310325608,0.05408492411314688,-0.02301895891807166
CXCL13,,,,-0.042651205089615465,,-0.020294516240253777,,,,,,,-0.03621682191086518,-0.026868623796864673,,-0.00021543091833831058,,,-0.03046080439645937,
MICA,0.0006256918496922695,0.03514577264800907,0.08269642868476981,0.026649996456217875,-0.025312637205084716,-0.033180141543928204,0.017413396421616368,0.02476000392089551,0.09562422893783969,0.04881743622209742,0.01117292838511391,0.01641504677141865,-0.03145596233737362,0.08440812337527687,0.030948064466221933,0.01937055546334045,-0.06566841943384064,0.09394499938128914,0.021039695392809706,-0.04453704720670994
TG,0.01218641712011984,0.07777105437337882,-0.05026084176197625,0.003932486720801577,0.010611542475978149,-0.008637400627817234,0.026861544365319748,0.04381002218172241,,-0.02584612356389387,-0.0376723455412484,-0.05056360008790419,-0.021424180330674805,0.022020225403726532,,-0.0051067875662149705,,0.03095268538419643,-0.04722632400135956,
ADA,0.0055086668385912144,-0.03349927329986608,0.06552570117823879,-0.021952920150620177,0.005678044077308942,-0.0010064916663700542,0.016381920580717798,-0.011895986113067839,0.038326770659716736,-0.007313817389822755,0.056636813768557094,0.021523215365278233,0.012157193784940734,0.014868644377160062,-0.04265242315622049,0.015063331538228936,-0.0416266213722144,0.04004074446533544,-0.08531805312719512,-0.07345213828090641
LAMC3,-0.009306814704437867,0.10722783905802899,0.08944515952123194,0.003603615395344239,-0.029833037233348573,-0.006734216816122312,0.02904694189648688,0.01768763123462083,0.04804914377879278,0.048616737302152,-0.028053250900349398,0.0830938404085962,0.04016785988491221,0.07251997671464162,-0.048421132879923015,0.10410114961734597,-0.049523258677091404,0.09819699423670203,-0.036431628180579025,0.05228572718099349
CCL7,,,-0.020301629499212406,,-0.032317130219839375,-0.026906781616752397,,,,,,,-0.024165500188187777,,,,,0.01838016109792454,-0.03632920386135219,
NGF,,0.19495730311562842,0.047759218092955955,,-0.044719312339764505,-0.01563349240318194,,,-0.030546146144360922,,,0.03483376391007268,-0.02790921812279328,0.0418435100091311,,0.05727808040830402,,0.02534833042413788,-0.024278041501537635,
TNFSF15,,0.037162027443692194,,,-0.03598670511038284,-0.019921689802962928,,,,,0.008660454074926147,-0.029411570625276308,-0.023558649131848134,,,-0.027606959587265046,,0.02732817972675613,-0.02269535920034193,
HMGB1,-0.06477238538127549,0.057087158014459606,-0.027826304767579073,-0.05501500346692098,-0.043101773307131636,0.0029980026473926656,0.037024117033795594,0.03391322229402103,0.05171013470619922,0.004384408307840107,-0.04357582419258373,0.008501918048185857,0.04710541918612469,0.054622741417233826,0.01206886379578675,0.07690186272998331,0.10131357737611854,-0.09436683595408196,0.04967831632861691,0.07717007282211097
ITGB3BP,0.0045932309997693535,-0.09783339014763952,0.06536954242963153,-0.013012198245814621,-0.006404009262842379,0.00750334064622137,-0.0027017930252374576,0.05977219394134652,0.0891776733192044,0.04240312914835568,-0.09574859485268708,0.06342113256388723,-0.00991173516154467,0.01551607200694468,-0.036777835770085546,-0.03556522692590055,-0.033253467068239034,0.05543025613759019,0.028732102250963065,0.10615002137893208
AANAT,,-0.029343374432177695,-0.02945457572607362,,-0.03274422465836181,-0.01795063394417743,-0.02449750362750672,-0.029444318297371635,-0.013995529673546751,0.08039222048845898,,0.013123579546105265,-0.021199962321642833,0.07563061552640592,-0.05329715701198865,,,-0.00907025461473078,0.04770456675585653,
RELN,0.06526499740489872,-0.02822805404634582,0.020669440425582525,0.04032095166045014,0.011492751977840169,-0.022337544886634367,-0.011968692610969094,0.035647477190168135,-0.02295653719770324,0.0010275869275804502,,,,,0.03355848461728132,0.0006254925277668382,-0.006989424201501215,,-0.03655121159807768,-0.009455884028099661
IL15,0.05018916426368142,0.052296026764872786,-0.006627923307205059,-0.030556131924693853,-0.02193903603731514,-0.055392429849810396,0.04014500635114548,0.03835814459334653,0.09406773129337802,-0.02140605674693375,0.0016108790110673735,0.12568988949908452,-0.038839199571405976,-0.015960276686787865,-0.0063304500656147485,-0.019290973166520568,-0.015780183440976116,0.09681705389085385,-0.027245811763800056,
UTS2,,,,,,,,,,,0.0334055658645392,,-0.018053319490993258,,,,,,,
BSG,0.06294334061282117,0.01608279176175881,0.013144957446790454,-0.007199098777244373,0.040385554086655694,0.009101971229140589,-0.026911050256046374,0.03653115190791973,-0.12473936148204884,0.008474414886001171,-0.08644456020658967,-0.009176311273513423,0.021584545565252626,-0.05046303074662706,-0.07286784774667174,-0.056631978965943006,0.06287150646381935,0.06855500182532213,-0.03416009264488858,-0.0403931347392082
ADAMTS3,-0.06751723271463632,0.08342670945747171,0.05329219922159062,0.05087426396606644,0.07246663071103933,-0.04592530180351892,0.00594664859253024,-0.04003727755122246,0.034997836875790764,0.013615548894386969,0.0243069297818292,-0.0007595048854412319,-0.042327103702766884,0.02235491456717075,-0.014836681931035389,0.10986834403662081,0.035170797943368234,0.04112694806074537,-0.05437229305544247,
CD34,0.09104025157159794,0.10372880489086751,0.0729173179882732,-0.06008740201127677,0.015170610918094051,0.043372549145095564,-0.010303797219320118,0.09765150944966186,0.010630390764424616,-0.028400392343952783,0.0335852829339786,0.03988818125057297,0.06883466128291668,0.05358315220178504,-0.05046716830257784,0.07854826974934086,-0.07985671280788528,0.10779539158646388,0.006942637678563039,-0.07805681594020061
CCL23,,,,,,,,,,,0.011707209037053202,,,,,,,,,
PLAT,0.035856666774004085,0.052685108289106636,0.058372331460975285,-0.015341303617531905,0.020110380206814455,-0.01754853650752687,-0.023288325982018417,0.01315719067640175,-0.05812089974424766,0.04321756260915855,0.0036809273753329614,0.07732288830804607,0.07426070821102705,0.02868990850683337,-0.04244367926382607,0.0472164871067942,-0.03014606888497641,0.049196725426010904,-1.0822230687418877e-05,0.030941578873535335
NTF3,,,,,,,,0.014677965888497787,,,,,0.01870386325980476,0.012884564792491046,,-0.006041339984016109,,,,
LTA,,,,0.11331565301607623,-0.018597667950852537,,-0.023593649032441977,,,-0.005821894221005192,,,,,,,,0.0008428969008071123,,
CKLF,-0.008915269881411043,0.0417777758303001,0.026051689158240035,0.014481049113434242,-0.05368572206657447,0.03971733354386456,0.015163530872261053,0.010385763853915927,0.03240005609815115,0.01330129438979886,0.058065104836385564,0.034562865673579204,0.046467141911590654,-0.0019503492703821794,0.01912821825600227,0.035835119635484296,0.009628535121880104,0.0998349902148183,0.07187688910124984,0.05676543635360714
CD24,0.024831024015296306,0.024205005355627734,0.026378948635042886,-0.009615545271221793,-0.006955542305729807,-0.028056184858482686,-0.004269659440382241,0.042372160930872343,0.013076040118924565,-0.02678776120979203,0.0895884042760503,0.06717574843203071,-0.00025320392422483416,-0.00022411575428129117,-0.014905397495767322,0.09954488516044213,0.04221610221076996,0.07530551415769349,0.018716595092772504,-0.07458095857758644
HSP90AA1,-0.027151714546728038,0.042890214577632445,-0.022281364176111155,0.019168803392630118,-0.022094273310471393,0.000795696047945812,-0.011844421277232177,-0.013442543396637132,-0.17581258080083928,0.03447184468825993,0.08255339573139531,-0.024079315773344146,-0.10096048282194892,-0.08024158926040484,0.02750559297928595,-0.004325945344743838,-0.058846961496830476,-0.21203084103874395,-0.019376215859247765,0.0152081690661614
BMP4,-0.011345133590227272,0.03394931457993619,0.06412510955543775,0.015753087828352705,-0.02881445883209255,-0.03483610488614053,-0.012890343563283042,0.1079819576960127,-0.01919182663314918,0.07529418109226522,0.07935626697391476,0.027031489568736283,-0.04275656013636558,0.03809186862280397,0.0014627482681571768,0.026788985421541654,,0.07835884131521835,-0.016395414826461674,
SCGB3A1,,,-0.02030162746907658,,,0.04614370437898255,,-0.024836570469566784,-0.025713751235605264,0.07357803342250537,-0.02167247891606723,,-0.00013046237788149232,0.04900074946045433,,0.003187843525722105,,0.03610691888894337,0.04590936370763251,
IGFBP4,0.022922428403378704,0.09251951874558252,0.056659832098486636,0.02154213257819877,0.06589558681614187,0.006887261809947747,-0.019187188741973633,-0.014913341654971383,0.06885959600800465,-0.0029822179725138703,0.08742078300019558,0.053385753303310426,0.10822198869139153,0.021016589891602138,-0.0366308525210824,0.04082720982589005,0.022586947023801984,0.09993909506867152,-0.04138238242761184,-0.04620960065502251
RSPO4,,-0.019999499345027927,,0.04277351986195793,0.0666584796769623,-0.024672520279277795,0.09667892830030125,-0.02483656683665651,,0.06303573965060645,,,,,,-0.03860995081318126,,0.13037068017826522,-0.04067843966198298,
LEFTY2,-0.031754373774691196,-0.01621311147588869,0.05688339248770474,-0.017855045231423308,-0.06830819126736502,-0.038295565356794,-0.001969375735133557,0.027039149670841933,-0.04345606014473983,-0.013635332728806838,0.07905876508643885,-0.04133329509949663,-0.020513773132978155,-0.02343341979452841,-0.06397066463688621,0.03213255897034746,-0.06464617374166462,0.08822985173759977,0.00884691761509452,
PF4,,,0.10807877885919852,-0.016044539041671968,-0.017868363696628968,,,,,,,,,-0.01867974586930907,,,,-0.023455151774578433,0.048793273103857726,
ANGPTL2,0.006340100632731814,0.02777285172445902,0.0893539995611257,0.032552677815467425,0.05168621498392714,0.038630067385545176,-0.052384264190063964,-0.02077658678933082,0.0993779549007161,-0.01177312779212294,0.02549183942681141,0.043486981325034126,0.03527397100560097,0.046268022725996595,0.031170917585977745,0.04668007200173082,0.03766698464152296,0.07695152473697248,-0.029966250857722542,0.07792749747582399
LRIG2,0.06734867536922987,-0.019044276032823965,0.007899444959016037,0.03433686463584216,0.010428040717660713,0.06104833425045807,0.01089589740963023,0.008625227364757003,-0.04141813416461923,-0.023565228511208826,0.06087922850609461,0.08929479519586571,-0.04134520876241402,0.0005818613754871163,-0.02618774632711136,0.022091998752896785,0.06651013831159087,0.09200130810549453,0.019658961000040984,0.08344117017232602
ICOSLG,-0.03400214982534179,-0.04462864642107062,0.02624350676128648,0.015533655064621283,0.03789790661985757,-0.004325117524523551,0.02288881579657601,-0.002370556514672418,0.04522896208593846,0.01770806322505438,0.06350213414827359,-0.010070116626258924,0.028988217236143234,0.09982936272808464,0.04004479385018958,-0.011072554314970307,0.05195879931696982,0.09702124944517153,0.041244636834570754,0.0729832378023689
WIF1,,0.017001433902801375,0.04107574534389726,,,-0.023283023394911187,-0.00760873002616665,0.03201378718395091,-0.04899172309311489,0.043642848791328105,,,,,,-0.03589168911428127,-0.01889542027735756,,-0.019247745762303568,-0.005857463954264012
NPPC,-0.027258628186094213,-0.02642072335263096,-0.02750504915395183,,0.012500868274748814,0.04280966605208353,-0.02788544607484,0.01831352923988669,-0.008824406817941458,0.01969605440019067,-0.028950099557651213,-0.038728951640703314,0.050311331302328614,0.013016454441613895,0.028159744270486006,-0.07135275169831286,0.08729995167982307,,0.08223956118189993,-0.0141837309026423
LYZ,-0.11019096706412528,-0.058756271401851995,0.1437032539422324,0.03279139303930008,0.06793516038094642,0.0035233416296013456,-0.016693236861640922,0.07472663040015737,0.10057938100893443,0.021473731824991196,0.10028628140944008,0.03571176393879467,-0.03169443081378206,0.09791357304812827,-0.008886390636583854,-0.03543615680477877,0.11477003194966816,0.08634135291706238,-0.06422189556022068,0.001054420732647118
EREG,,,,,,-0.03472009006933639,,,0.04603630494226593,,,,-0.03181198508689273,-0.01794878492192208,,-0.04808934470430921,,-0.030441578222594006,-0.0366868874944603,
SPTAN1,0.11420758797476886,0.04785748341658342,0.026147198518106284,-0.044727450841655754,0.029827491442557356,-0.03558743664408354,0.04142565818298868,-0.02604282973931804,-0.12555398925913755,0.00012473105961215188,-0.02192997968868083,0.07180436299857788,0.008249069899675717,0.021753160823204488,-0.014044909688607714,0.039420927869103145,-0.020869541615059474,0.07681445520584217,0.11408347940402278,-0.12749491822429967
PTH2,,,,,,,,,,,,,,,,0.05657052774295207,,,,
LIPC,-0.049893007904494864,-0.041945618978517965,-0.025782583271301337,-0.024147888751261254,-0.009759898713812797,0.0064284976978736,0.05455618031987455,,0.060290197783046055,-0.03362691752090992,0.06730958667339053,0.10221398849004705,,,0.030411097983300647,,,0.095212552680481,0.012096940576837202,
COL8A1,-0.03176926431151078,0.004660801652394533,0.10700647661819385,0.0274313906417314,0.021670728822265888,0.007423143723789016,-0.006191521170628666,-0.033647154213973435,0.07014864299139262,-0.024951000668372122,0.047279869779865064,0.0836592549153804,0.03653415535281821,0.003348306129906617,-0.05191166893431656,0.00708627780965332,-0.017658389805880213,0.10803509317155648,0.020226916332009518,
GSTM2,-0.00010248890752764223,0.003051949908123393,-0.005728601189208152,0.003855138659687524,0.08913951584880425,-0.04836768274318438,-0.05193750291005381,0.013731254613484059,0.011485344048717382,0.005232559304127045,0.15128473605554796,0.0308819298185458,0.011581887101579674,0.008306623039314807,0.15273975834692882,0.007842453164088714,0.24256607394657237,0.005941178921159533,0.08617344432237563,
SPX,-0.0010015991908839627,0.04997852755431519,-0.041699255082115576,0.045558600674685916,-0.019139628295546378,0.035694758815454565,0.058533989940441705,-0.04274174498504197,0.023357280033387367,0.060350197115865756,-0.038378910384108345,-0.003054548779479305,-0.0058383389310720955,-0.023193292115471442,-0.03163911449392994,-0.009054138103451272,0.020031969525812446,0.1165699214680565,0.11562494621544933,0.07647822449600877
MFGE8,-0.013371965390453154,0.05761524484720201,0.07297977293914365,0.006384868187435382,0.03649440697679682,0.024219066996002486,-0.030359077902143157,-0.018645771757195864,-0.048251441102723246,-0.008375426670602225,-0.039888326477282354,-0.052706972931209684,-0.03594059542930999,-0.016529661150359795,0.021291434678563415,4.411990388593255e-05,-0.005321267222230383,0.05781854190160396,-0.0037285169474389323,-0.053973086798154456
TGFA,0.013798491228340032,-0.011427417494745172,0.03118498281796772,0.06528055658051692,0.0076734631825418655,-0.02924531815523074,-0.017565684864713438,-0.030302277187384447,-0.02451949885427748,-0.05725186245505469,-0.08179479526335096,0.033588599082275294,0.08408607391949915,-0.0023539797664613926,0.017563467480508185,0.008442029629632784,-0.022106072496503947,0.08630442158293626,-0.05111161444241694,0.0528159917638397
SLIT2,0.030770451811777545,0.03312356635403431,0.0727238568097437,0.024189185848113505,0.01550394580718828,-0.028060015581056523,-0.0008800626203912568,0.026414905545298885,-0.011712163392604013,0.04279574483582957,-0.023272342296681004,0.023182630736152857,0.018251054796282643,-0.013575038850719664,0.03136770842176718,0.020147004044526476,0.1378925646307938,0.024569679941231416,-0.0983960109462367,-0.08984684360867136
PLTP,0.08567948918113392,0.0024651473353357743,0.012619102256980392,-0.04554409165641986,0.04595476229181054,-0.06544366965768626,-0.018117792695437198,0.10417248276359152,0.08030325929573631,0.0630517136345022,0.0026614220079513983,0.12668927741566763,0.12148885042021254,0.01640523585684994,-0.026553415782402605,0.018713404731507552,0.055348135303252874,0.02769719790455872,0.11711967127467801,0.12337753376635938
APOD,-0.05969371702824605,0.11812520506800409,-0.019733168311891897,0.025459027827755526,0.0373487040578017,0.0076559801870268954,0.001075449861422997,-0.06467588666881123,0.07566244400323067,0.020937146643686528,0.12017807684996258,-0.04802445384513248,0.0145888514474802,0.0842891698741805,0.026297853520419478,0.031245637485794404,-0.01422216806013946,0.004423185055098185,-0.01447301361453084,0.10258458550945816
B2M,-0.0244153448113014,0.05094258055905149,0.09836451463852856,-0.005681026826970006,-0.011780850489283077,-0.05869073818871423,-0.02934066654329731,0.034266880544122115,0.13911812765539633,0.056213552100741165,0.13700713955565916,-0.011171966064911677,0.09906702964273116,0.08204095489917548,-0.11064623535983528,0.051642311464997905,0.17498285756906348,0.03054176055079513,-0.014950243968829203,-0.004987954630076237
OMG,-0.01816729608861224,0.006426961677953836,-0.04911492614308399,-0.01762785132166724,0.03058885175745039,0.028786887347176313,0.03263178397467431,-0.05031980731158453,-0.03498963005868291,0.03395610753957704,0.03515022955488431,-0.08102574728632077,0.018100207906033172,0.11198150313740574,0.017010688380589164,0.012729234280146726,-0.03214954754292485,0.18235472842463715,0.08402745819589022,0.04881104147443579
CXCL3,0.008192564068024674,0.04129683133185342,-0.022865021009234144,-0.03298604533956839,-0.0568053154664456,0.012458537922056437,-0.01933986372639299,-0.026569876643986252,-0.01610576286592731,-0.015416239106304184,-0.029835980787666676,,-0.03498320832541508,-0.009022574249007143,-0.048785928661236384,-0.022511207781539647,-0.019538708657630886,0.03132700942196737,-0.06302325969149436,
CXCL10,0.03389648598096573,-0.03382204014003074,0.07395252669658912,0.021017457815087345,-0.017198497940634373,0.034109782883084486,-0.026166109741925292,0.04134351745086171,0.014810504713410761,-0.01070430435005085,0.007124372294555578,-0.023323684904640745,0.11297970836265392,0.0567123075516671,-0.035209491965076056,-0.014714342043355129,,0.039770247614958794,0.03415258149316278,
RSPO3,,,0.03564453059490537,,0.011746791569109719,0.02245586138272689,0.05177758758291785,-0.021507822213094614,-0.09600995353810218,0.04844752683217092,,,0.03312393014428643,0.09104333396160148,,-0.020932527318956243,0.04306473388287109,-0.0006610747447398172,0.04045066084962007,-0.04005242746024047
CORT,0.04333432962028755,-0.022422962446375597,0.03127077014986335,-0.016751162227747307,0.01365803527392943,0.03472086897314223,-0.03546328135312879,0.005242136098085665,0.05864788889379914,-0.006676869203658001,,,-0.011034864656638475,-0.019547404633526673,,0.04878599075837049,0.09557248167159871,,,-0.04276950527891034
NCAN,0.024664752270864253,0.08684622942405816,0.007271808040320197,-0.01580453804068651,0.05569993061910528,0.029947016122631287,0.02237868570100487,0.0029903117024383153,-0.07441605750329999,-0.02124259521680717,0.09082317829484983,0.062426487902249056,0.039925422613174576,0.07292827245321333,-0.0708102043349395,0.046684051223293874,0.0028514061942578155,-0.025232459432306568,0.12937883581267756,-0.02005668782817286
PRG4,,-0.03060207904701446,0.05046034147461798,,0.024203133995721274,0.13067592470655126,0.03704128495806273,,,-0.018834870468599708,,,0.10440459574347916,0.056860035818855965,,0.08066086449255991,,0.07913620971092167,0.0470072029998964,
