,UKF269,UKF275,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
FGF7,0.009810445167562042,-0.029653283619352364,-0.0388605854159466,-0.017133901146597658,0.0508853480957035,0.06256438742642567,-0.012940564810278764
EFNA2,,,,,-0.030006911078550053,,
HBEGF,-0.0003324686667053216,-0.056731484685308586,-0.009561907126288224,0.09816689606787897,0.09623129119028606,-0.03670653038565785,0.05617407780628771
CSF3,-0.013794935884174438,,,0.09216091926560196,0.07495720403414538,,-0.04441940356419707
PI3,-0.01553327987902635,,,0.06323777214889945,0.013715998748542848,0.08006741013125913,0.018582600776952417
PCSK1N,0.12559816835171148,-0.03374747067856277,-0.0415060289267525,-0.04431312432506854,-0.0848014403996814,0.12009410916554568,0.008592953337335263
NTS,-0.016955635613315166,-0.0039291874256790465,0.05955605778700378,-0.034815097046854246,-0.03655772693502847,,0.055249242716419074
SFRP1,0.00637401531427488,-0.026389151438655105,0.04112419835954361,0.051264349844543235,-0.006131759357580642,-0.055371569215901674,-0.08389139913959347
CXCL13,,,,0.07243224397909508,0.010242085089838667,,0.031981601438056735
MICA,-0.004777184334655002,0.037975065455688004,0.0865875392236144,0.07904787360423822,0.1028518397865468,0.10310663199276605,0.06949095912025288
TG,-0.01664925340721463,-0.01585967294038926,0.0474922802301809,0.057219813093552396,0.1368064759982806,,-0.032562946540078706
ADA,-0.07150204361237691,-0.0276150443234852,-0.00934218479657264,0.09683486715621473,-0.03109341713720561,0.03381591918426906,0.03193754573156953
LAMC3,-0.030191488042369173,0.046941271874434844,-0.019898681963107234,-0.010077214766963384,0.023903190698264496,0.07907465212561787,0.008201921108965879
CCL7,,,,0.13660453620517315,,,
NGF,,,,0.016398536026793833,-0.02960356771046277,,0.12993106301382584
TNFSF15,,,,-0.04140900544933903,,,-0.0320481183688024
HMGB1,-0.11950111340876009,-0.017425787208579766,0.05172129240002828,-0.09837585242630123,-0.10027318592123191,-0.06349297796413596,-0.05703200926438199
ITGB3BP,-0.0450797293670671,0.0021408286695632694,0.06199930532288275,0.04939982901164733,0.03827493571594919,0.019508713547577716,0.001768103151867576
AANAT,-0.012443405484984441,-0.014262696559509217,0.002317745678767803,-0.014625733183189257,0.07644851768847137,0.13827111311238655,
RELN,-0.014518931728447999,0.04088678188185918,0.025601238330096514,,,-0.029186706059761182,0.022259709214347508
IL15,0.007661441211444047,0.01933466452055139,0.03472641286258286,0.0031715362369396194,0.021200453559287204,-0.03883521894744539,-0.014242560359943182
UTS2,-0.041046368388419976,,,0.23908004346969136,,,
BSG,-0.024962682820225752,-0.006951947712168891,0.007130345395775944,0.15112703718187587,0.10255309161103576,0.10261465495671697,0.06163747299870922
ADAMTS3,-0.09501951748573058,-0.01497499847337312,0.01275633528615797,0.09256125150232572,0.0020884675962571345,0.16457499251898772,-0.0706680769801059
CD34,-0.04331642950182841,-0.039975083402677004,-0.008672805497905367,0.044858429561083824,0.1224043355864436,0.06574047962144589,-0.0037438991766081797
CCL23,-0.014158620181301517,,,,,,
PLAT,-0.07942732489483406,-0.009800885420588315,-0.00829467934656969,0.015621879432827633,-0.060386764102413094,0.01613831528917736,-0.02108089038785572
NTF3,,,0.008759078669345733,-0.0005136140539853645,-0.007281143234385352,,0.0033377576815338964
LTA,,-0.01373646319225087,,,,,
CKLF,-0.1216236990049684,0.06497017106297369,0.04608094740648621,0.008399859148026063,0.019287478360734665,0.06690186105674571,0.06230123486216624
CD24,-0.039674296746374516,-0.013582620823254194,0.0350934254237867,-0.007873580793976613,-0.0405501010716741,0.02768459268904459,-0.0629059076269808
HSP90AA1,0.1256707444422057,-0.02953893898142121,0.047834031165628454,-0.0740893124836702,-0.07820867525022272,-0.10920722019885075,-0.0280885163893714
BMP4,-0.004588181720342941,0.007921215088021294,0.004069146694542769,0.04394606163789,-0.002341310424225192,0.020641769396726874,0.034066211852211425
SCGB3A1,,,-0.013299368858707574,-0.0012925160039840861,0.015332987555582281,,0.024030873287274282
IGFBP4,-0.08853035434012452,0.004066378196935194,0.004934397501358272,0.02271037470644152,-0.05623341580230174,0.03058126334476351,0.10445592949576678
RSPO4,,-0.015976342947181307,-0.013299366913374026,,,,0.027333856261148943
LEFTY2,-0.04862894251290861,-0.025046927272574047,-0.014582918475345765,0.010992644927508472,0.13412969500458172,0.0684613918498741,-0.035224103507051636
PF4,,,,,-0.027503411478725266,,
ANGPTL2,-0.06372574543065429,0.012303741024539981,-0.031019743653120387,0.022423266694307536,-0.025374064768369627,0.010098450917080774,-0.06099336976167955
LRIG2,0.016883636465475648,-0.023199814042189404,0.0062096046735711985,0.012280791499790715,-0.020073096043024968,0.018865791049539653,-0.029522770702681746
ICOSLG,-0.0455319801567206,-0.03237077441730057,-0.025239714852510826,0.011479679372218332,0.10867440425912295,0.021529875346432085,0.014886650342247029
WIF1,0.2082011454311324,-0.012328565441752093,-0.02502665496005415,,,,-0.022828898767087488
NPPC,-0.021424225711402636,-0.02404911393849031,0.04480761457528957,0.0651010819117017,0.03799757554045738,0.08050049822859828,0.0965999768918853
LYZ,-0.07641760981823188,0.013340859785721467,0.06480893090534902,0.012831194250225535,0.05567049090604345,0.028871055549622927,-0.04435671193199364
EREG,,,,0.11511321848563424,0.05471821879662677,,-0.009525031689072684
SPTAN1,0.0003215357452472024,0.02633635732603278,-0.0648314959453976,0.06389173505511898,-0.1078914479604004,-0.01959873317266561,-0.061907669531829364
PTH2,,,,,,,0.012897637787813441
LIPC,-0.03254555274096289,-0.02986940013380089,,,,-0.024715948151861254,
COL8A1,-0.043640178921078646,-0.0012825808327610894,-0.026274473749723155,0.07078425579514651,0.09805140454580281,0.019973456531101972,0.07542488693987388
GSTM2,-0.04558376107260854,-0.03798444112885678,0.037667826747765955,0.018800753718847964,-0.026665170435838485,-0.05243397366172993,0.006362854954654596
SPX,0.08460563731001783,0.054276213314516784,0.010848861619859264,-0.0029446153533352324,0.025660888068274674,-0.09386958144860161,-0.0706800119641629
MFGE8,-0.004326846733602319,-0.022983303467675596,-0.03794035780140958,0.06940605123330623,0.008351280591489344,0.08159876281066662,-0.02105721418603632
TGFA,-0.07350094031345704,0.009809762619204555,0.08324016510609203,0.04283585932795048,0.03433395266725212,-0.017602006597753975,0.08470481977167262
SLIT2,0.08366207128348642,0.0131109384700791,-0.0244556217437802,0.07537485744931793,0.14986891739381547,-0.05646161602374765,-0.004973295770680451
PLTP,-0.11001314586009435,0.010635748436252519,-0.010708092545388742,-0.01157201158476558,-0.013836843681736702,0.09082455905990082,0.15226134075151318
APOD,-0.1048658300192665,-0.014322382165337343,-0.01657579657843983,0.03749034631256408,-0.062085337184578204,-0.10166981350683756,-0.05402439132977437
B2M,-0.1325759583060705,-0.019652433106346474,-0.006098150123558357,0.0778561551031199,0.06321707183950963,0.05249181203375973,0.08230424560536495
OMG,0.025839109832869776,-0.018150073105116904,0.022044323379847127,0.047076351221522254,0.006616646598718351,-0.06182239901954592,-0.02654565118247709
CXCL3,-0.016337596574867504,-0.030033803168460917,0.06660048607986216,0.1337641086415054,0.06737470356702595,0.06451430561067717,0.04085136483313055
CXCL10,-0.09439841836400949,0.0338328983717649,0.042799189028654476,0.11118945232455578,0.017567624306427325,-0.03797641915157977,-0.03647716090745512
RSPO3,0.0545989785865303,-0.001489049401169914,-0.01715884366308005,0.030842264042316946,0.0742434433608115,,0.06855511727513952
CORT,0.09405877645999697,0.0006451365200699468,-0.03250799466773327,0.019895187051206076,-0.01473152240276262,,-0.054020325178050166
NCAN,-0.03720187581998276,-0.02587638111179699,0.033274420394759884,-0.015498933299538739,-0.07531783915993533,0.011889316943559223,-0.1517184877376735
PRG4,-0.017700296879541756,-0.02041713204981105,,-0.036976589409841616,-0.002950323971095046,,0.07633440721813871
ZG16B,-0.01911031490581807,-0.010914866981521661,,,,,
TGM2,-0.0689961801077034,0.01427946228631049,-0.009935827384977655,0.08646451328909342,0.061623744614172214,0.04491993508023898,0.015488485480727088
VEGFC,-0.023336730108666354,0.010954936333657623,0.009796497127702374,0.005286002051017204,-0.0042251251421251915,0.04292375882794839,0.037852859162669575
WNT6,-0.01740592422744552,-0.024290647159935928,,0.004569720449459222,0.0719637374536105,,0.04895814723206092
NRG4,0.01363346465655773,-0.020969226745823653,-0.025381026971307175,,,-0.02985627369227712,-0.059187520055074036
PMCH,,-0.015976342176150203,,-0.04317359139062781,0.00481837905854689,,-0.011690430635319441
COL9A1,-0.014204330069946498,-0.018925344388149565,-0.028172227915977406,-0.005602499906578348,-0.03904045978971211,0.011605258094383902,0.0391470184928387
GDF11,-0.056967037597837805,0.03245282890197875,0.04670826723163781,0.022931856977633402,-0.061617954831015787,-0.01777066404815231,-0.011680127739728013
IL24,,,,0.04166314454036166,0.03922334852487544,,
SORBS1,-0.03330072188582195,0.04482118721475872,-0.010633832996069561,0.06548175991335965,0.04003168661264702,-0.03832556091190259,0.037436650757304235
DLL1,-0.083647362703065,0.0678988143573373,-0.014803084271130237,0.01696282445568741,0.01354208224030274,-0.028737076992646948,-0.016731367822223207
TLN1,-0.07901896895543732,-0.028878194636612637,0.006925068172069638,-0.02083202937645272,-0.01950630842371949,0.03956331817739419,0.02717438057674428
COL2A1,0.03196644403041847,,,0.030379644351393367,-0.010212302986650372,,0.021532672006318265
SHH,-0.012843340400371366,0.026016249917184483,0.0029903651891550814,0.11286777666805026,0.13288395731410502,0.06510255885732683,0.005849963773703788
PON2,-0.14897728134645774,0.010791481900557471,0.028997392309861904,0.1285524750666518,0.06263004449920212,0.055801768177807146,-0.0009703203723753457
ICAM5,0.052599883560305656,0.052951067402555424,-0.040143063971774515,0.07441870970784305,-0.03962756451012353,,0.031289587756488095
HPX,-0.023790952461372875,-0.02141974997102685,0.00809136788951843,-0.02062964890499656,0.03900748352796202,-0.014415347731337728,-0.03275376470486258
SFRP2,-0.01303892513252487,-0.017851960905090468,-0.010072752366145826,0.020793128853570826,-0.02002674357037908,-0.02311734373936081,0.037301103258933085
CFC1,,0.06591941416989594,,,,,
CD70,,0.030187186005932305,,0.21433137510106337,0.08359049027297856,,0.04034079366651587
HP,0.011972439660019043,-0.05309286705391736,0.013677873877189316,0.03947894546470002,-0.01832293021732099,0.015268760231523383,0.07699833282351948
CXCL2,0.018609490226055576,-0.04316944749757393,-0.0029528825819286958,0.18841987774154836,0.10392924429085701,0.026520761670109458,0.033550421689527654
NPPB,,-0.012028206541996428,,0.09899869267920684,0.11401564658537204,,-0.035680112976343645
CCK,0.10279345241133392,0.0807247620657694,-0.0035232176501287,-0.009083233915596558,-0.023310461404175555,0.05695745139812441,0.04998611433488097
SEMA6A,-0.10011091120204252,-0.031547850459102536,0.022894571112689503,0.010779334229458018,-0.0646486501443742,0.06307298454564149,0.008325341793213209
IRAK4,-0.07011983431864183,-0.004781238594796217,0.007427866833807346,0.004859880315533943,0.008252961664335989,0.008605380756951778,0.012686293334974182
GSTP1,-0.11202906475960049,-0.0011420774987551303,0.05696481072337304,0.09456039364058834,0.07764644080652122,-0.06541256732260933,-0.008572219222635305
VCAM1,-0.09816848993122053,0.02985837395435307,0.021194912762886483,0.13754402513479863,0.03223352326617151,0.04061252314911706,-0.01908521981875759
NXPH3,-0.07019632731654075,-0.038436025066043995,0.0022429896765219473,0.12861542014335192,0.032694292892060446,0.10441543762292242,0.06961697656280957
MTMR4,0.05704974836995279,-0.032472608549824464,-0.027461237420046178,0.09083741124642927,0.056242891349839806,-0.002451979670493527,-0.0009819200926644246
LAMC2,,-0.015142170119310816,,-0.039573671975697264,-0.02337699020828752,-0.02886640150616071,0.046466362132178245
IL10,0.05245742125848806,-0.03413562470972295,,0.02844983334567686,0.00894584312990934,0.060420351892730664,0.08235255844415626
SEMA4D,0.018681719055769097,0.06413422585999,0.02588968830217309,0.022957669681031086,-0.004192977652053529,-0.02348211734856668,-0.002485369841721506
TRH,-0.03384686866588604,-0.024287005584373234,,-0.0289367942802175,0.053491000915471355,0.12111922094599988,0.013134364777068207
SEMA6D,-0.08404806715473177,0.016468055118671738,-0.010779954878336422,0.02801631053877837,0.03046778832289142,-0.0022715946030431723,-0.022628957240923418
CEL,,,,0.016808893692766003,0.005533703754746275,-0.010658832213546455,-0.006516271733880729
PDCD1LG2,0.031116262815121348,-0.02271246789202878,-0.011631548596996279,-0.010553262270458592,-0.05571370030759994,-0.022127259537785948,-0.02973647220172568
SPINT1,-0.029558845097959797,0.004850196321009123,-0.02173409243024853,0.06063271382310521,0.06167308264636832,-0.004977350381996873,0.030977378990787577
CTHRC1,0.02010857852930705,-0.04917737710589825,-0.03454871309809667,-0.01947595222668846,-0.020120469637814154,0.12052490758501798,0.010063090368949666
PODXL,-0.10636340323936627,0.03329585877284252,0.010792898413581843,0.06844644485990638,0.02645747927724721,0.014126492974963581,0.019089549146838858
JAM3,-0.13486162389875733,-0.041793189558518004,0.019432343138515867,0.11639298754117876,-0.03220048486826093,-0.07907366901950205,0.024558228429235305
TGFB2,-0.06203160072597011,0.032610965029366855,-0.021796933145228514,-0.048829848275505,-0.022978049191253767,0.0687390223685681,-0.08239506318332275
COL18A1,-0.08410740328537288,-0.020050838473840402,-0.02752612508870069,0.0781311495215158,0.04021384951018751,0.046270689902369766,0.10959420288702801
NODAL,-0.04305518690676792,,,-0.021172141360174777,-0.007693431437209402,-0.020710046853822554,-0.017250397304606136
INHBB,-0.026303860167536722,0.02845114957189564,0.04286093163692819,0.09677140307995986,0.08646593191022169,0.021217133200514413,0.058202807616392925
LCN1,-0.014337193537566042,,,-0.0151886124376939,-0.03157182952397045,,
ARF4,-0.05766522548141054,0.0019022490882968353,0.022043648404278637,0.0467854180356615,0.002220425324739842,0.09724647692755756,-0.025392721247536283
CXCL14,0.08846594030812481,0.022381228254070306,0.06579563844378249,-0.06815578112685268,-0.04322989842456708,0.11588551328196885,0.14775188064151515
LIF,-0.052653922970163976,-0.05360546216699033,-0.015766703793092907,0.10166107193252005,0.023472170324038106,0.12956783693894613,0.04109917972567445
IL17B,-0.02367808812156915,,,0.1151453727336039,0.05570739212329939,,-0.0069816107860662495
MMP1,,,,0.08713660662422884,0.00785644240947265,,-0.01198108657160053
MATN1,-0.015031572710315716,0.07756562006021352,,0.0852736452362391,-0.011048959307793588,0.024530205304183074,-0.0022716861158038376
ADAM28,-0.013427530438804671,-0.01912650033363572,-0.009602123866475918,0.02739184536624854,0.018154780087324757,-0.010326059543653385,0.04235185714725026
TCN2,-0.04609950767372426,-0.06570097730850048,-0.008318637698650915,0.05631939883711733,0.01851476127680197,0.031654142167951115,0.03006450711969751
THPO,-0.029253409215354294,-0.025003516050786358,0.0011058206898779783,,,,-0.003195527641856137
CUBN,0.012335265313862864,0.03104241624394297,-0.020124778665264336,0.034077813982282226,-0.016864414837924276,0.08189273034387066,0.051726406083368134
TIMP3,-0.062036035472498266,0.026546478686654714,-0.02269025403201,0.07241679837957651,0.04152049837303611,0.016144387167139163,0.09864860308080042
PIGF,-0.05112143665722664,0.02332801031671647,-0.0022017249279264457,0.013907309493394145,0.046732403718606375,-0.014093293715111819,0.009512774334557703
CRH,0.049250770449528615,-0.01917301612431394,-0.0104728088070886,0.029883057291570463,-0.02545938719640445,-0.04921582960419528,0.0418824789197152
BDNF,0.1763657800990384,-0.003004161735075704,-0.015820205162431968,0.008264427470540521,0.047834401878779846,0.13880829091193395,0.050197286483838574
CCL5,-0.03254555094895804,-0.02979317581427839,0.011106781449236443,0.08598686018356413,-0.027926799357531288,0.03800241368490132,-0.02022743544026576
GAD1,0.14165436335858153,0.0006299667312122256,-0.04083177864303262,0.04695287903461545,0.08562198088603915,0.04119668750707507,0.05268487202555011
COL14A1,-0.025433352442090332,-0.015629332567605084,-0.021490549806760958,0.12198123348233787,0.09958496846184332,0.13312887178210328,0.1658744408712419
HLA-A,-0.10972759199859813,0.004294806485799084,0.0003266632850798168,0.06467625271080611,0.023240507847239786,0.043904795344827344,0.017377882773016218
FGF18,,-0.0130505691139906,,0.1605353927799319,0.00164971835302405,,-0.039140543574566
ADM,-0.0120321977803976,-0.019644569244665035,-0.02308688336170643,0.07732780763409244,0.10079309332602523,0.027709637387608756,0.03935558639800969
CCL15,,,0.026497814007183963,,,,
GNAI2,-0.11198011785434576,-0.02429565658625902,0.015298065785251018,-0.05141915249580374,0.011757138650004962,0.007931661770311562,0.021252707689297008
HDC,-0.04692570078098104,,0.008551753731734942,,,,
COL11A1,-0.026066224679687295,0.019319463322086956,0.04893454489146544,0.11139462779580613,0.1110010536294425,-0.006852342733409154,0.07139400228903654
NUCB2,-0.015067590103991122,0.0020521463671123222,0.07343363414952007,0.03310926121193642,-0.012399093495075305,0.02882755282634669,-0.016722285783506482
CXCL1,-0.036675088649846636,0.06671647638143748,0.0042088896846020065,0.09175500297567893,0.10821604966315,-0.030882545724054224,0.01310721651904635
VCAN,-0.1268129994338779,0.010630879257406172,0.0345616277318026,-0.05633886618340488,-0.044830134052938106,-0.025745879362337836,-0.08735355743984799
MMP7,-0.010464968902272933,-0.01202820647627879,0.012795882638688751,0.1415825807523636,0.051901384697761635,,0.07451596547878059
PTPN6,-0.09684557944309662,0.009306602149872752,0.04597470790333258,0.029997536060023856,0.04825077414323021,0.001856013838414378,0.05964592552449406
PTGS2,0.1777729589848449,-0.0040043850810207084,-0.03184165538027691,0.1113242433635337,0.05044644741537027,-0.03609834035312311,-0.012418305375460847
XCL1,,-0.019755879084226588,,,,,
CD58,-0.059841095556964125,0.005058172288239446,0.030549015647846376,0.07776296984393266,0.02219268487118153,0.0336919525361288,0.01829318754404954
TNFSF14,-0.02180530065424554,-0.014110841295283347,-0.014582918475345765,-0.019515848337202435,-0.03770091563238982,-0.007292060128177056,0.021353531898466633
CNTN4,0.09492523969230587,0.0010286747517153942,0.0781065022424102,0.01810285122182398,-0.009487669206197976,0.06526917435994725,0.012832485396063784
INSL3,,0.06578095229610093,,0.05828468654955104,0.06290081784851491,,0.07580148696855962
BTLA,,,-0.0033293147933154224,,,,
MFNG,-0.04189348391267051,-0.020417144487140448,-0.016104893686829595,-0.005915450936055548,0.030443551353438174,0.030703745274853495,-0.008595618956092134
ICAM1,-0.07448702027398299,-0.03393584804786086,0.005972961598277831,0.11037262358917645,0.0769722679181395,0.10440535639797477,0.046610938033793445
PROS1,-0.0739548663342074,-0.012761386347610825,-0.03164680474657076,0.09855826915839165,0.10610417520191638,0.08207600896626481,0.20162331064667702
CLCF1,-0.006570264912871694,-0.04006516755993801,0.03596824100037675,0.1152510214759825,0.12190521147294822,-0.009910005180367578,0.030693729534718658
PSAP,0.05583915031070997,0.05611715518262679,0.021299474753506464,0.11714479417978936,0.08289506394107111,-0.08257317148128786,0.06876607467429863
EFEMP1,-0.11906884610716534,-0.02943840983918715,0.01977495522864324,0.07483328782274014,0.1428129516193174,-0.03851441018168107,0.051063674407269756
C1QTNF1,-0.0874539738868354,0.03256263743271726,-0.023641659969531086,0.08736486154095648,0.007696122988948525,0.0584415023291229,0.006414405465965885
ALB,-0.017553668680237305,-0.015142169731710623,-0.016563115368872627,-0.010639804917238602,-0.04256576075513631,-0.03241057344174339,0.08475255693135363
CCL13,,,,0.029919018867212988,,,-0.03210968681600876
EFNA3,0.1411048638625219,0.015225260350891785,-0.004814803458304362,0.08353194713427088,0.09117066487171589,-0.013957497889448287,0.006678133653463403
DRAXIN,-0.08230013391624426,-0.06842797182094522,-0.013299368858707574,0.027577100577004375,-0.005507248929862611,0.013417435225018365,-0.020931126929755798
RAET1L,,,0.056825254758527004,,0.1136145591508778,,0.0047642340063490515
NPTX2,0.13133220685336827,0.07697568504835574,0.05082720953721376,0.04684651538523746,0.032815622885456044,0.0180451097304639,0.042411440703683315
FGF11,-0.08715047792476348,0.005805222601284529,-0.020779049352861043,0.13676326132917233,0.08428345634231245,-0.021416884923794916,-0.0383050641263158
CD59,0.09794730036302814,-0.01067792268797786,0.03035724037275263,0.03895904313167487,0.09699056869922668,0.018714319987849008,0.050615934105725034
COL9A2,-0.08824085780189707,0.013365505743321644,0.0015356712670523277,0.009385780753342624,-0.02395568618366862,-0.04713609158619446,-0.04961338082946187
DLL3,-0.007403575463452234,0.01737957675996493,-0.024649130108878817,-0.020088675264491856,-0.036592027464489287,0.011495473912364641,-0.03320737311157696
FGF5,-0.01397788755250395,,,,,,
LIN7C,-0.024368115424085724,-0.006142591024976855,-0.036649443391609485,-0.04362085446998077,-0.045232824889396984,0.03238797776805414,-0.015136528625976265
GDF7,-0.02500415661555473,-0.00837352030535002,-0.014582917908653528,,-0.027064892140648653,-0.037430813289445156,-0.040001968048347686
PSPN,-0.010560240510385076,-0.04181861810593072,0.01842679413676092,0.10039349979384611,0.014813762347764485,0.06389626304360317,0.02481067112068772
ANGPT1,-0.06544757628206127,-0.01407425925612598,0.017883137962248365,-0.016364131352507024,0.06364583393114501,0.008708464756702778,0.03786917842747557
PNOC,0.13349061800416004,0.06161419470584125,-0.027822462431243204,,-0.02878092535251189,,-0.0035108807865030255
L1CAM,0.022076110900516862,0.02213399238594172,-0.031750538224295494,0.08137282863855015,0.049088130555420065,-0.04661414918462158,0.0023189316039463107
APOA1,0.02544789536150457,-0.018060875617287243,0.06286806102612713,0.0745765462182486,0.061257706097698914,0.060520462469714,0.01988582314253507
PSEN1,-0.06478415927882235,-0.12168792033100595,-0.03246205025008742,0.03086243504713368,0.0646612425614365,-0.028243282973297684,0.03151459564377155
CALM2,0.11008171971570523,0.02732955969557121,0.0022540896934015175,0.0362027058866983,0.016828330575345003,0.057375535464838104,-0.004218587692800511
CLEC2B,-0.04068628631543794,-0.03943285863369611,-0.01695429475472694,-0.0035805732999163267,0.06415140609025244,-0.028610425904074456,0.04173189773552443
NTNG1,0.022723988709505302,0.01486664308408071,0.022804243766929636,-0.05795173122419771,0.00428807196000035,0.03196340542012699,0.04831898880862557
LRIG1,-0.028715701241875065,-0.056258858615427745,0.010589960086877761,0.015886149907346544,0.013864020443908725,0.06543152875452657,-0.04904042930400788
CPAMD8,-0.012644880387521831,-0.015384796277821196,0.01467960323284599,,0.023428945554329516,0.020196945156643133,
GHRL,-0.01152602447853681,-0.015878156483082412,-0.013299368858707574,,,-0.049153570389289816,0.004169461833558017
NPY,0.10600854997410164,0.015385485807106926,0.04574097530451603,0.12954548777700373,0.09554625055664236,0.03648616461670874,-0.01938571668480269
MMP2,-0.08196973754394993,-0.02293029037855019,-0.04267250086126922,-0.014702380497671199,-0.022718368171499914,0.040482477443184416,-0.03993301658149171
PPY,,-0.011243783146552893,,0.12266640553091268,0.1163956639382244,,0.06275745595611353
ALKAL2,-0.014337191213919664,-0.016859512881786085,0.005202897134942774,0.019786212729953276,0.01458969271417156,-0.041534748572819545,0.056108048716815614
CSF1,-0.010423288714808137,0.027328381761835982,-0.012330437017666703,0.10848382979252165,0.030803708165850815,0.038812475021775206,-0.014373000242178609
SEMA4C,0.07119045856901428,0.047349505547618,-0.013707468594661498,0.030569486852574622,-0.012750712418620242,0.018438585258439135,0.006851619894740583
ICAM2,-0.0327071051896607,0.0334143414973163,-0.0015630566331667614,-0.0004518342853571426,0.009065452829531816,0.05402215597643182,-0.04314023112033247
SYTL3,-0.056200057075818995,0.015549067719316927,0.026200140522730706,0.07291374405042327,0.06128023518187852,0.1259749495314964,0.04696737709869289
IL1A,-0.034779108046957545,-0.07123883468129584,-0.029919391898680328,0.09013469526325614,0.035441174051334845,0.006087621699103832,0.025452177064728975
HLA-G,,,,0.10076395436736764,0.019991033674213465,,0.036082190587858755
PGF,-0.0830272763416237,-0.027515578253143897,-0.024047594799066853,-0.009908438149364663,0.07226965169657013,0.09565206396744293,0.01871957461017887
LGALS8,0.055987015892228584,-0.027854512300270324,0.056765480709446606,0.044553062071486106,-0.032852875015583934,-0.01979901370853845,-0.030886345980770766
DKK3,0.1493058590360422,0.07094379732767214,-0.001990218896011162,0.04470945198550926,0.0425473160276035,0.03104929989474194,0.019756169814254137
COL16A1,-0.07143500360700578,0.030404479571370595,0.026438571669291387,0.014011267930088781,0.06419504660877402,0.14323651878550706,-0.005491723042749153
TPH1,-0.015031572568423997,-0.0034067654723221436,,0.0019026147322524073,-0.0460172514543454,-0.03044025977859104,0.022439227263586256
TNC,-0.11410529359866253,-0.027254887241680726,-0.018448407734406737,0.11418538305306974,0.011351211766222127,0.08315651628899193,0.11899790649267829
TNFSF9,0.10836561682662217,-0.009868459129796506,-0.022213962387000973,-0.03596661500383424,-0.04245771378135982,0.0005940370720184394,0.01048461036127065
C4A,,-0.01332894094662732,,0.017750064111677448,,0.02322445732368743,0.04668310226735735
CNTN2,0.03261991751661135,-0.03978146731343415,0.04015856451901457,0.06414761624583586,-0.005437631228092968,-0.0923431295877424,-0.015302702348489794
F7,0.017387104847351162,,,-0.032874297142227844,,,-0.04000197191644025
