,UKF251,UKF259,UKF275,UKF313,UKF334,ZH1007nec,ZH916T1
IGFL3,,,,,,,0.11492858561198659
BMP1,-0.038948308159093,-0.028860489380827567,0.0342112553505816,0.024489944222849738,-0.0251209918937941,0.07867049297725642,0.005838204809652665
NDP,-0.004297773166818346,-0.01956358666570726,-0.010024826244956165,-0.04502912579374061,0.04561632934729762,0.05586215520627802,0.0764689325868698
TNFSF18,0.006776692865636443,,-0.015018611026078255,,,,-0.031378934751332625
IL36G,,,,,-0.01596859954774939,,
RTN4,0.04102067567464651,0.02647068523785402,-0.08982879197208528,0.03931928127662147,-0.056323411134991515,0.039927591772551015,0.0042704025011006475
HEBP1,0.00861510986412545,-0.01022636425029406,-0.07636053584926998,-0.019467167458067106,-0.021735262477965003,0.11590260525348066,0.0014907881132394895
WNT7B,-0.02099761647378584,0.035074246575448054,0.028629936699611527,0.006874732325907884,-0.017551331146736283,0.05992563971770524,0.00254073459535242
PTMA,-0.037448606428955256,0.019428081291497628,-0.0603139230074573,0.029625665175760277,-0.01853856292482884,-0.10400294979308608,-0.04991970186636686
FASLG,,,,,,,-0.01613386119920213
CEACAM1,-0.016114407722040733,-0.027750788855876188,0.023384605962050123,,,-0.05691411443177146,-0.022447898225805132
PDAP1,0.023162741253021764,-0.00834874068481327,0.03366622001304075,0.0642927688946982,0.04489841966199551,-0.07027898649925336,-0.044301860804696204
QDPR,0.023118035181792344,-0.02103304197367533,0.020424402791105686,0.012825537056210546,-0.06185709100961772,0.007107296890108513,0.042018642077845704
POMC,0.053289136339671334,0.022106509954977493,-0.01742640859087703,0.010692418306045524,0.006734702940867831,0.1163123043024179,-0.027205861490997484
CCL18,,,,-0.0185378854536643,,-0.04880087766266664,
CCL17,,-0.016084700454317594,0.057667856490720905,,0.008342674148045957,,-0.014623533027935096
VEGFD,0.0352501764607579,0.048735396234509884,-0.01995643682723544,-0.015492195504408167,-0.015634163906967324,-0.05497964371576389,
TNFSF13,,-0.011094866387162282,,,,,-0.023827826492312913
WNT5A,-0.006887081890306455,-0.026364487656574263,0.031218984449405057,-0.03576339058091971,0.017448713079975694,-0.0018187013753440857,0.044599268749552105
CXCL8,-0.02161135828026095,0.0017003599485176737,0.00658610244844275,-0.06556136115967816,0.03619944119700875,0.04108918078895457,0.016622441659296973
GRN,-0.009019731089813299,-0.029688236673200096,0.013244140641747759,0.04937372772761257,-0.005774096764342798,-0.028855467260152118,0.02953819831283915
MIA,0.04156431487168837,0.06223857166751591,0.01991668501834074,-0.0028001377306487406,0.043502527962591526,-0.05533817541112089,0.03921928003077135
COL4A4,-0.03451915887608667,0.035820062693133085,-0.019555881306874787,,0.04377758446507264,,0.06385915877405812
TAC1,0.048468032836722796,0.04021335302362624,-0.0579866002697875,,-0.036809047630985095,,0.022975687492224506
RARRES2,-0.05155375057904038,-0.054798672404087,0.004661878857268722,0.005272003580722699,0.04466173631343774,0.027341805277244013,-0.031317784583854605
FGF7,0.025606566439079454,-0.028511623939701858,-0.015239490673347988,0.027179085602992686,-0.0008180095648117526,0.07990032029237831,0.13751165747261396
