,UKF251,UKF259,UKF275,UKF313,UKF334,ZH1007nec,ZH916T1
HBEGF,0.047055268338408125,-0.003368883159391128,0.05774760818022587,0.03892954154818032,0.059797259533384564,-0.01862546854289688,-0.0005079982405823863
CSF3,,0.08830535420530958,,-0.006705223775133209,,,0.037820911309006215
PI3,,0.029328123502962752,,,,0.06571417885711235,-0.03345109784650427
PCSK1N,-0.014162748249904131,0.001470592936095825,-0.00036924573529518735,0.0029216132548026542,-0.04528211318508511,0.05543111033334654,0.0163963502765383
NTS,,,0.0405943112682993,,,,-0.022799856874427076
SFRP1,0.01807284785018232,-0.014034522877816598,0.052271288280871096,0.028012257233173188,-0.0007196533997644581,-0.024001569987714994,-0.022270045962777606
CXCL13,-0.029930091726583667,,,0.07886614548552595,,,
MICA,0.010691496023322764,0.00048174305684354487,0.006622993121929773,0.0500295178078096,-0.00034216260492955265,0.005570918688303111,0.017708984930250655
TG,0.038424942861219516,-0.015145473734179902,-0.018870906621677723,0.03954317923143758,0.039755471604739905,-0.015967590436159917,-0.030025769179288626
ADA,-0.031095489774612555,0.009358321184760597,-0.01699299792603581,0.049881606133865004,0.06252704518378223,0.0567058071387702,-0.005955853907072106
LAMC3,-0.03896602052531322,-0.06487175286765665,0.029137237594569022,0.05131992382230768,-0.028096326426928973,0.011645714916659607,-0.007705047814452231
CCL7,,-0.01095015331144483,,,,,-0.016133855462193664
NGF,,-0.025089598036989687,,0.02681154255611877,,,0.08006434762889289
TNFSF15,,-0.012193531277431783,,-0.01482155196849946,,,0.05019540968060989
HMGB1,0.03702992838154264,-0.07563933034370911,-0.062125794774067704,0.0010763976202826278,0.025901879842067294,-0.07504400345874392,0.03231633431555959
ITGB3BP,-0.004812926113352687,0.058579717010843024,-0.01994204909256897,0.024952068710700524,0.08464114743446642,0.03209278391368662,0.026835875815740845
AANAT,,-0.011094867571296255,0.16220713605528878,,-0.019568096825617044,0.047457798261090346,-0.017070291895916374
RELN,0.00036146866798486305,-0.019258205463190042,-0.006825536064209703,,-0.021663572177665513,,
IL15,-0.01655556526950193,0.0529456117226011,0.01084812995770193,0.01074075493152974,-0.018148505383036875,-0.004059407088590804,0.03715581660863923
UTS2,,,,,,0.042860837593682186,
BSG,0.024967310899101397,0.002498735958988243,0.008838458906057734,0.029432583597513183,0.013088271202510066,0.06990625378261325,0.011452266973029443
ADAMTS3,0.0694674307403368,0.000658926762985476,-0.011997069190760667,0.05088088096527308,0.014225549816011908,-0.015639385891576065,0.0862281048701554
CD34,0.017203775605829433,-0.040179580963284646,0.031205769412573314,0.029525056195099594,-0.033911339248630885,0.08606149420766354,-0.02096982261324607
PLAT,-0.021674589924252398,0.025174278865362793,0.03903187062517656,-0.028439710946515075,0.010024808960224306,-0.03548086902099897,0.043906604814277966
NTF3,,,,-0.03157078474731438,,,
LTA,-0.016114409375667608,-0.014034522221259558,0.035457409871451025,,-0.01814850762329685,,-0.0229740403371732
CKLF,0.008029980775818617,-0.06486318412155187,0.03411891413170866,0.10321547636675935,0.019769931873559153,0.07779748817117388,0.03993787840527352
APELA,,,,0.06165525013920233,,,
CD24,-0.04436851049920551,-0.0076134448143686355,0.0030292850744319017,0.018707931374349774,0.0026345194981235226,-0.0889949432241437,0.07494200742696994
HSP90AA1,-0.022743067974997918,-4.089498147441097e-06,0.05158884183950814,-0.05281368874388242,0.010928182899399666,-0.13156700912142122,0.0344798929862463
BMP4,-0.017082218564977006,0.05701259192351971,-0.034069288996849134,-0.012931926069920928,-0.015464402953231931,0.17755896728126308,0.09597588311263933
SCGB3A1,,,,-0.017583152512959603,-0.012663788615560837,-0.013738006743331727,0.01843207067450829
IGFBP4,-0.05125397670666558,-0.035190474045263924,0.02412156991027324,0.011773241314379776,-0.032335631639951554,0.07264857773684577,-0.01638954406788705
RSPO4,-0.026050783189993154,0.05933368475692036,-0.019009728450601844,,0.0019269670576319649,,0.02534188343962747
LEFTY2,0.08391901377345533,-0.031358919326917874,-0.02649386510025031,0.0063949970937372275,0.03959484652007449,0.04563887624500565,0.08758657616790631
PF4,-0.014658245504475927,-0.009553793033351838,,,,,-0.02297403502080986
ANGPTL2,-0.053577016661973675,-0.014855047694877915,0.038688302573983126,-0.032798705124294183,0.006088958227696954,0.11433393972421725,7.004415877437288e-05
LRIG2,0.015042467542332391,-0.004447352393916036,0.008374620628622337,-0.001207188770385744,0.06957027565743862,0.03621407998973766,-0.005521874770803323
ICOSLG,-0.01958137172518123,0.04400583874486988,0.02033935166999752,0.05881913121324816,0.02977392525584941,0.021728535994949724,-0.018475815247634902
WIF1,,,-0.014669357186935563,,0.006818519823808297,,
NPPC,,0.043442747334108356,0.020820467026864534,,0.1026618139089096,0.0019641505206576377,
LYZ,-0.009877585532057849,-0.022302176903782823,0.018718962379070378,0.07745768898428959,0.0038615215912530827,0.062222832255812766,-0.012360605292799304
EREG,,,,0.07848310547923977,,,0.0840187005853425
SPTAN1,-0.01242729616500382,-0.011344729332204697,-0.027964575730906494,0.057498426198856346,-0.056261849803448054,0.00239944235767802,0.07642235524075572
LIPC,0.036928723714016315,-0.017168877622146642,-0.018631760827971376,0.15013929318469063,-0.005256200977948005,-0.04951942335608867,0.0005257743571639211
COL8A1,-0.0003703583020686273,-0.00635998663160952,0.024977351342170377,0.011428755444543023,-0.010362734406230681,0.049464043147764085,-0.011360760348564185
GSTM2,-0.032120001838010837,0.03362304824193696,-0.0068705168247492595,-0.03592453066624698,-0.010898001748917486,0.053707329351347116,0.013456603572960394
IL4,,,,,,0.04947692469965917,
SPX,-0.0037025475888521867,-0.02813313614635214,-0.05501160580962506,,-0.04941761784210467,,0.028848345318895366
MFGE8,-0.007508670406945709,0.05082292804669782,0.06857762801144633,0.0018226825444088246,0.006548210739961293,0.03669860390390995,-0.02742841128266248
TGFA,-0.03085924173580701,-0.019372692662049315,0.03260997669817697,0.13767066094048044,0.07762255541227989,0.005761345774958525,0.05007520747910667
SLIT2,-0.03822091860563174,-0.03251615872112003,-0.04891901504546231,-0.019277711568169438,-0.04082296804852613,-0.017407164094407263,0.011472766923530223
PLTP,0.01252754183890725,-0.03734913509246805,0.0008043333726408847,0.03821948696177579,-0.01633818748211961,0.0651387299965067,0.02813382277701068
APOD,-0.02508404009255913,-0.00898876247343713,0.011802795852256704,0.05289794439468722,-0.051066984627879786,-0.0433277459058107,-0.006477673097676812
B2M,-0.04112911233060926,-0.07070115650406414,0.041480421453764675,0.09422587156660216,0.056645497675295454,0.06123005865163851,0.004571742099122301
OMG,0.049212803976592175,-0.032815296486874486,0.0036837791905436168,-0.012410597665207319,-0.032930542046321475,0.12959227151172636,0.06973133900198106
CXCL3,0.043182684352830014,0.10049867641602638,0.006069938277618721,-0.0022410326567298584,0.06429569152532628,-0.03710963697479378,0.06526071305497923
CXCL10,0.018940270552408194,-0.0330025673691653,0.08636109270876252,0.07385544480316505,-0.020770148494868412,-0.01634428683466441,0.0744181264125291
RSPO3,,0.015040649933436465,0.02116156468030393,,-0.013658119569972116,,0.13204032067448562
CORT,0.022719786492976346,-0.02488109061114389,-0.030984982088487083,,0.011345768970410522,,
NCAN,-0.0006273329536600217,-0.02526745341440429,0.009901631227632287,,0.03136699190935686,-0.08721524714600638,0.0373053285813352
PRG4,,-0.010950155017863677,-0.024293678302359192,,0.06865180378734986,,0.08108361431150017
ZG16B,0.0012506805094059717,-0.012708994099354198,0.07329094076032228,0.030729138270292923,,,-0.020415005436428497
TGM2,0.04594546911865505,-0.01788705634351872,-0.004240107097429929,-0.05985760635718752,0.0012585833936637602,0.10228440149854304,-0.006826214138187837
VEGFC,-0.008157497990307891,0.05353967681523786,-0.03497144278574445,-0.011831266455253151,-0.016296592344673764,0.17393567000861504,0.013021238632544785
WNT6,-0.016312319268553956,0.022923608747594408,-0.009890398466160867,-0.0247208255444623,0.009294858152002324,-0.022893468910421037,-0.02465531482329582
NRG4,,0.07373214630034025,-0.02495059774161477,,0.01571260583261175,,-0.0163727103076196
PMCH,,-0.0027911492010277176,-0.019009727533177125,,,,-0.035305783254757875
COL9A1,-0.007117617907431588,-0.013918911273433416,-0.034807509014206234,,0.04055294612052484,0.0026095257325128925,0.10407424618085317
GDF11,-0.0044672452330443806,0.002733927711772995,0.010155812538498597,0.02549376872311461,0.06356644375677244,-0.01034541980454679,-0.004731097893733927
RAET1E,,,,,,,-0.017960746876213983
IL24,,,,0.09664878494558692,,,
SORBS1,-0.004939555397659943,0.025721157780460958,-0.042775446258082155,-0.017468265428267214,0.032898100696271415,-0.0094031689045044,0.015062546109009431
DLL1,0.031167018778354347,-0.01044936221832704,-0.006252494489197923,-0.0017629374452419356,-0.018795198751155928,0.06486549649463497,0.02349722835383169
TLN1,0.017942371045887407,0.010424891955292663,0.035735387820808456,0.00635619343718673,0.09536188380145484,0.06391801064316358,-0.029621969475100242
COL2A1,,,,,0.011840898130328216,,-0.02382782465033965
SHH,,0.08791671749299203,0.059391781961969925,,-0.012663787508666875,-0.07994645414142074,-0.016034202778274817
PON2,0.015811357245327406,-0.028284813572847914,-0.032543362215013694,0.12013299835758384,0.02642395109601385,0.0371299748183187,0.06636441320483655
ICAM5,-0.02099761838063525,-0.017734993050431816,-0.015619405087954633,0.10414619026068003,0.002274725570242856,,0.13830101044451706
HPX,,0.08291631031864816,0.1484948595746447,-0.011313822617079963,0.034041723446147004,0.07312141590128975,0.06886923975699465
SFRP2,,-0.012959458025600749,-0.021241464973459603,-0.013758518180506833,-0.024843110257581354,0.003854251237144566,0.015100167311414978
CFC1,,,-0.01634456970540095,,,,
CD70,,0.04391609267574702,0.07167756718973235,-0.01599883667530936,,,0.0424861688415807
HP,,0.016255368853653012,0.03262235244554062,,0.01516844691864607,0.14707214468194327,-0.024491783866664292
CXCL2,-0.025975720215093322,-0.004330845786392663,0.014905005648392007,0.014011345477672962,0.0019464573972066523,0.07160587630223837,0.03441133237169058
NPPB,,0.012122292450077446,-0.014311969946253923,,-0.016296593529971662,,-0.016608291174724378
CCK,0.00045415444437266563,0.033599153881954044,-0.09814222356126516,,-0.009198804364139699,,0.11207094564939842
SEMA6A,-0.009920763995081622,0.005705597688677636,-0.020203833152735426,0.07294869349437655,0.06318116467216449,0.04561401325899508,0.09059184919529646
IRAK4,-0.00866711811270679,-0.009358873799548842,-0.03164104943767651,0.0206566023021756,-0.009381082933003517,-0.004251466612102372,0.02885442843793824
GSTP1,0.08840389794496177,-0.008340255558552882,0.00835157118425458,-0.018316954067993753,0.010800815265514378,0.06246855037264274,-0.003953809031292911
VCAM1,0.0019828873030780492,0.0020479207584251516,-0.021680589208792966,0.03401252993403094,0.0039082639343398515,0.0684710286785521,0.0448431121602173
NXPH3,0.007918195118656707,0.009173197019552817,0.018951856178488876,0.03526817207398563,0.017008813232066343,-0.06879715250133929,0.033288666028606285
MTMR4,-0.05399454874046894,0.05408475576164687,0.01672152119484503,-0.008247592172882044,-0.009266317210933132,0.03826726932008649,0.04161227895850957
LAMC2,,0.04121890026136761,-0.01801717345906754,-0.020249911568445546,,,0.060609398495340104
IL10,-0.023364488654650926,-0.028574338770631452,0.01561180383744946,0.11904765224809102,-0.014587768106699414,0.032682542907964254,0.04724696383623338
SEMA4D,0.03476766045569657,-0.01646710963110925,0.004573983646352169,0.0037878238409346718,-0.00022583828848633122,-0.04935971821092572,0.015143301734910089
TRH,,0.015643604369235366,-0.010796093150042914,,0.05717018199668663,-0.016906160216022342,0.15904079464623427
SEMA6D,0.0285110059215066,0.01935484612857053,-0.0229885397468442,-0.01878591336406121,0.07945732828379473,-0.0617980365177066,0.02990811568532312
CEL,,,,,,0.06967675308918622,-0.006706452719783298
PDCD1LG2,-0.007928578587815245,-0.013572839486409782,0.010775481175097171,-0.02964657775684771,0.0315938045902132,-0.044992237874572766,-0.042722866667544435
SPINT1,-0.0039965537527202775,-0.03170914985598843,-0.022336325212938175,0.010544289827343211,-0.021411703103863602,0.01571005171249776,-0.021662374594835054
CTHRC1,0.04244012103126411,0.0009567949957247247,0.03740311732176528,-0.029234597836096086,-0.02355851249196202,0.03223429174543956,-0.009050214254834314
PODXL,-0.036897587107728676,-0.007862162273913113,0.048918822954879204,0.07434872335783178,0.022967007120374305,-0.0385942377575003,-0.009643324606089423
JAM3,-0.007428528618666344,0.04878172191856348,0.03161145613027198,0.0003982046427558688,0.03695272930352102,0.05703779114905284,0.01834834543363346
TGFB2,-0.028005333451801246,0.04005287439910699,0.017751597530197897,0.03942558573293257,0.019780609229320924,0.05087041675088159,0.06614867118653917
COL18A1,-0.03310886826556787,-0.025235022295628982,0.05204500948299916,0.03073371349366768,0.01968647309257469,0.09498058606084418,-0.05425340772709847
NODAL,-0.01571149838482519,-0.022409913675109906,,,-0.022404127478915164,0.08935716425503788,-0.02545907594515816
INHBB,-0.03919465480288977,-0.04470352005287137,0.08092150728660936,0.03389049670028068,0.012189640446494522,0.023596912744109872,0.029847728554382665
LCN1,,,,,,,-0.01881175927856466
ARF4,0.022389056624873418,0.015194826588155816,0.037413967139820446,0.044636424085575284,0.054797227300180947,0.09335521291741235,0.0025533917450063976
CXCL14,-0.014358259362590218,-0.018649304589651913,0.016910446734670154,-0.04337291288392707,-0.04945662077969674,-0.018893032118077146,0.06021270897169578
LIF,-0.019881999916070238,-0.009858727824101446,0.05156514394356985,0.07370848088593786,-0.02698911336701557,0.05506653776452879,-0.005540351045083783
IL17B,,,,-0.009267800702169905,,0.010003840441300588,-0.00486535695554304
MMP1,,,,-0.07206713508962743,,0.05137853752918877,-0.014141038812524685
MATN1,,,0.022834652223394,-0.013940984375244945,-0.013268946818214661,,0.014222934820063551
ADAM28,-0.09426944308332982,-0.02136768652753548,-0.012580155550380638,0.037678054680726956,0.032398983185646525,0.05913069298049381,0.09514004043318645
TCN2,-0.015867299102873392,0.017820832764290223,-0.024297303144378137,0.05116176548302723,-0.03160244535648821,0.07746432781100378,0.04305268431869533
THPO,,0.02912160305344663,0.02990785474708262,,-0.013268948342452009,0.03301895913059499,-0.007549912909983087
CUBN,0.007155885296315307,0.0006374909207125343,-0.028965426430442028,0.03871411945306018,0.0076601111698495795,0.019754679267300575,-0.026411089979067263
TIMP3,0.01835185031867662,0.018779837701356716,0.026356818030335915,0.04107359120912415,-0.023899968502978857,0.08147177174018719,-0.04308580092932202
PIGF,0.01735841208651777,0.024952706388548334,-0.008876772235248782,0.016707723673520924,0.04080470184487986,0.0049765980302429146,0.029509755577661115
CRH,0.01386591201054082,-0.012834801887010907,-0.022813345413727634,,-0.018148503710730676,,-0.027895431343335796
BDNF,-0.017638812717974812,0.021062982889939044,0.04386807814890251,-0.021503941973967895,-0.014944243790619366,0.00467077269258282,0.05976994092608291
CCL5,0.024435258643854124,0.02320362272507069,0.002246748327271175,0.04463219330390759,-0.018000924091731773,0.09767544182292817,0.039502934654331384
GAD1,0.018930666012283333,0.06315932515755353,-0.07268959588247884,0.09115099928391855,-0.050683944443689774,0.08420607962323994,0.06720125563513481
COL14A1,0.0029083476472452985,-0.038149406849642756,-0.014305933361583067,0.031130821558579408,-0.010854932268663473,0.10722220690691232,0.029367354583917572
HLA-A,0.007706063638903976,0.004229369205977159,0.08371188635836649,-0.018633659915363466,-0.0005967476146559025,0.05979364700066562,-0.002511000639074144
CD5L,0.023164040873977314,,,,,,
FGF18,,-0.010197154117629592,-0.015528445765277135,-0.014475357582903841,,,0.025434995946465134
ADM,0.05670869877046852,0.0034444275570567917,0.021419331010467058,-0.0681713191936416,0.0561338290357354,-0.02900607904781742,0.003824657172220986
CCL15,,,,,,,-0.016133861276729316
GNAI2,0.008878623076183909,-0.0039637718299163505,-0.04176843698626758,0.032557096938918,0.03213475746610498,0.12726792084766259,0.015642872790210406
HDC,,,,,,,0.09285513187339933
COL11A1,0.0400221411132936,0.004349594699797084,-0.019987589099650142,-0.03605463619395602,0.03397604371745873,-0.002102031113246451,0.05903227880902722
NUCB2,-0.0034754302169920648,-0.07166127180617683,0.014779050279761353,-0.006410056942015819,-0.03942963175132726,-0.017373478287788104,-0.019289258749803005
CXCL1,-0.021152579444098613,0.02919457303091837,-0.016131802759258025,0.04951247892596066,-0.018000927143635725,-0.04506095261635762,0.02485695393385633
VCAN,-0.027415604465919657,-0.04050412133068141,0.07950992473554326,0.05419513308609597,0.03132604340819183,-0.05174072312381542,-0.004146056929124401
MMP7,,-0.020272636025295145,-0.014311969868058654,-0.028696172055093377,-0.020508511481978554,0.05208057115716566,-0.05850248299418478
PTPN6,-0.014666211769996867,0.038021677730321855,0.0280701099738114,0.04252590393395189,0.014481198098134663,0.035573079100342526,0.03698010658716063
PTGS2,0.015632156402910713,0.019196596822403808,-0.02735143134738573,0.0577058843878643,0.015521740272110441,-0.07139356980221788,0.0919198265690786
XCL1,,-0.011094868618799695,0.10917196665392781,0.06608021244642616,,,
CD58,0.022448980859356763,0.06265583634768442,0.04384877422555795,0.07890311762732038,0.03444477635240801,0.030105358411813284,0.04315721299831614
TNFSF14,0.05315581529866568,0.02630799372536743,0.07124431219726235,,,-0.037286285347585595,0.01746651190421028
CNTN4,-0.017269627208272607,-0.00468267909533202,-0.025357600836476344,,-0.024585591432448844,,-0.02745276829113599
NTF4,,-0.014034522932529688,,,,,
INSL3,,-0.010197152117517327,-0.01650320652903039,,,,-0.02209091566233874
BTLA,,-0.016185979370489274,,,,,-0.02136081088513799
MFNG,0.02537071732049995,-0.009219105959194738,0.014658227199045392,-0.043081346673712724,0.010408051090848972,-0.039511946552842805,-0.021692945998126243
ICAM1,0.07119433160200875,-0.006542109047827768,-0.010341880473504761,0.02112459429515154,0.05755257739606775,0.042390448377752604,0.007875520366440477
PROS1,-0.03371481906081705,0.057072143803233014,-0.02675591565803703,0.06224295296094023,-0.0163873322981932,0.00012594774521596858,0.0009262235020083679
CLCF1,-0.012645681008163058,0.012007357909070905,0.05529710615417802,-0.01415820165197546,-0.022010319986469542,0.04463673380597253,-0.025129348279953126
PSAP,-0.029341692628224895,0.028112930950928774,0.010598251040386987,-0.017318970455993978,-0.026136727860223204,0.006902709092981254,0.010898267481064067
EFEMP1,0.08000146542552422,-0.022618522417457963,0.03055311459995722,0.032731888448208936,0.0171192336137446,0.06400284785687706,-0.03976488617140425
C1QTNF1,-0.012463405651268565,-0.012576747194941857,0.028723839121450604,-0.010455005408912837,0.000600938862013313,0.005582961573063659,-0.010388093132682633
ALB,0.016750845727323996,-0.018103587760068714,-0.018017172997874732,0.10241613852042128,-0.02870734669292928,0.017951788011044065,0.04429122855952704
CCL13,,,,0.051454285310436186,,,
EFNA3,-0.034441568192050014,0.005951913280919152,-0.07241505355540216,-0.02057461635374955,-0.008314808199062327,-0.045084476795418604,0.06383265579322164
DRAXIN,-0.02896102881559081,0.03011198579009435,0.06646823693182376,0.12773010964450773,-0.009236220336275702,0.04193083864595232,0.08829140222644397
NPTX2,-0.0038852648252993955,0.026501224113051707,-0.047231056412972296,0.04607620575666909,0.00019571785904465175,0.015984673441704813,0.0331461168415104
FGF11,-0.023629888300471174,0.036139944914612684,0.02275282975397276,0.007953488762918477,0.0029765072230926366,0.0277202750200482,0.01594550408204763
CD59,0.011594168387869419,-0.012973863503344202,0.025913570561686243,0.09335096593887598,-0.01197519013842119,0.09443125480320089,0.04354595256597119
COL9A2,0.01938928679055755,-0.022661180310492416,-0.003738650392155163,0.061838979601315125,-0.03709353661444524,0.09664927935288997,0.04535300250499836
DLL3,0.011837424309401002,-0.017600361311437045,-0.00836355437687941,0.029870649030785998,-0.019816269732494746,0.04240944834670496,0.10913595946171128
FGF5,,,,-0.007509350526301182,,,-0.002841742409682336
LIN7C,0.038964173402237214,-0.0012503857842948425,0.03210879341657928,0.03468703869578155,-0.027568101059915254,-0.03602329694292932,0.01301478100244998
GDF7,-0.018531538880886676,0.07720788449462329,-0.04701407552574138,,,,-0.005109327761716615
PSPN,0.027135971889104642,0.01705113516655555,0.032450105830780986,-0.007969210583675642,0.06511273820656394,0.0160730845839382,0.03047589352088151
ANGPT1,-0.003849771962264818,0.016033214574735687,-0.037609637578369326,0.005376882937522736,-0.02102886611670772,0.03299770495201002,0.011588091157973364
PNOC,-0.020536896489409647,0.038465446305347685,-0.06420657861024377,-0.013196857058582008,-0.026254804594725803,,0.051049029850158585
L1CAM,-0.023354071344757206,0.0722572550108219,-0.06918617140181646,-0.0004759274668974435,-0.052098574141592226,-0.005942357915332924,0.06273953027146195
APOA1,-0.025663693539640157,-0.015880379623443592,-0.021490045763276518,0.07758662807715479,0.06998987107448686,-0.06195276693693962,0.02063620632320671
PSEN1,0.056472539961226,0.013657992463047051,0.0030515223667149176,0.03644094452904393,0.028607405601665907,0.0864897364302268,0.03308571666719097
CALM2,0.01653509530681867,-0.041491747475638364,-0.08049823146737897,0.04150874142349801,0.0009612051032499611,0.04353014036514731,0.016832873363456544
CLEC2B,-0.0011673795567375056,-0.01281180527577577,0.004937797317048348,-0.024381177616722125,-0.02751128390329918,0.05934212292732698,0.08547053587189563
NTNG1,-0.003686144958523019,0.06354797219987272,0.04164247153556785,0.12137697812247566,0.027355915076638874,0.04574148172282653,0.019531194055821474
LRIG1,0.0718159665803978,-0.01594856582259943,-0.04672189506124512,-0.03329610242018894,0.04066199394673314,0.034132147482842316,0.03449443393410033
CPAMD8,,-0.012061411416559246,-0.003192239145586028,,-0.024507569093992827,,0.10382564521219784
GHRL,0.004833858551161711,0.04896982062814532,0.002907003514019493,,-0.01693477028850955,-0.0002538609438116248,-0.03177568961664234
NPY,0.027275688960711017,0.0907929308565427,-0.019951481207891513,,0.029222599903610962,-0.06589510958497331,-0.02789542354486402
MMP2,-0.020804720513865206,-0.016741291429463585,0.05353110981552554,-0.04786534665258914,0.043612709650609385,0.06175156591022057,-0.0033674605914169706
LHB,,-0.010504578462869616,,,,,
PPY,,-0.018285407410088175,-0.013378610178816565,-0.012206504300718657,,,0.014329051441341684
ALKAL2,-0.014874596163896685,0.017385462484937827,0.0024929955247695707,-0.03112074455500723,0.08522680374994704,0.02985043171242208,-0.02310026123020597
CSF1,-0.02469422432871333,0.04735801272325243,0.061935448438553545,0.06577229427640857,0.014534568541287023,0.03614500158765685,0.055095738449956376
SEMA4C,0.005877865326047402,0.0007246223782673663,0.06530273606663972,0.07802018152502202,0.03078582421512689,-0.00040383620336142576,0.047541428106092645
BMP8A,,,,,,,-0.019827785943399873
ICAM2,-0.016548731392364315,0.0027220315999374168,-0.011629784126828389,0.10440527580315943,-0.010693114165519336,0.010923362238797925,0.019030922361461717
SYTL3,-0.002835539412127673,0.0607218790743454,-0.019890081301034562,-0.002441568587302648,0.09805371497543974,0.036864424056501276,0.01892213918536891
IL1A,-0.02968023820194348,0.020529937507334978,0.06031287084206601,,-0.012440752552302517,-0.038108780377624066,0.020806034762801386
HLA-G,,-0.011094867616839874,,,,-0.03226249811636589,
PGF,-0.047158173912431406,0.0072760906434243995,0.0029105188607420223,0.020561434807456352,0.008662959032335807,0.021941998673186525,-0.006913912667570595
LGALS8,-0.034172043375359805,0.017492747750505126,-0.03514593173194697,0.004880634151871517,0.0024046103411962966,0.028764488129602025,0.013657040205995731
DKK3,0.008912390928114211,-0.029919880867083453,-0.06373440484379478,0.041104887660952195,-0.03752632312169156,0.04713922147566804,0.013220407221746838
COL16A1,-0.00121690082808515,-0.02463858014193992,-0.010443428611273535,0.09947812497843851,0.04095375659710236,0.058450459784893966,0.04463804847804017
TPH1,,-0.020189793836240047,0.08964083077692446,,-0.01596859844629004,-0.0392881436291348,0.00331850224719705
TNC,-0.03556478830276159,0.026567320649449454,0.07483911655480714,-0.078535318240286,0.05015929070056999,0.05235417005349739,-0.05225221320193939
TNFSF9,-0.011417338819236579,0.04687133210240509,0.036778225799396325,-0.0027369055830705254,-0.027092654155350046,,-0.004584554857335455
C4A,-0.014658247788375184,-0.01245378732441687,0.03713304558010131,0.08943933863435498,0.15763382364053075,0.004546229369335325,0.0839851606284421
CNTN2,-0.03997524322071109,0.03357617979330635,-0.0253121960861188,0.08333005791363464,-0.011046183134189716,0.033817546617128644,0.02505124386381885
F7,,,,-0.013196858910430301,,,
LUM,-0.02161135881950557,-0.014914297025599951,-0.03156795790022411,-0.01902863437448833,0.0002366993519411437,0.05417794546743446,-0.0030401969560516413
BTC,0.03546401917723241,0.04764407391273943,,,,,0.047167839082232016
APOC1,-0.0007256626190959705,-0.021140827704863523,-0.0011205259748184233,0.0806645785430776,-0.02318332633728697,-0.06599188665482161,0.006926154704541748
PKM,0.0070843802440898156,0.02423065429893662,0.03674423668714173,-0.03449805580188367,0.00648379587729344,0.0486026443362926,-0.024395339859055183
TNF,0.051708799118703984,-0.004643901971568224,0.030879587607818375,0.0014724477224803232,0.010007692902145085,0.024390060775764746,0.022562221192129965
