,UKF259,UKF269,UKF275,UKF296,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,-0.01379494731157777,,,,,-0.01660306565842024,,-0.01754461128172268
BMP1,0.010517793557353739,-0.010127478047358784,-0.042725955637607844,-0.022098394934709338,-0.006350369850275182,0.008001983128263314,0.008710416732995656,0.0012804742191058925,0.054075678267277175
NDP,0.01976655723028204,0.015072559989946974,-0.014508599322208292,0.007571166156120828,0.0904520929785808,-0.034927307120201895,0.06881839842446748,-0.023375755601611033,-0.08058123145618076
TNFSF18,,0.01804441190012078,-0.010492886197030175,,,,0.012369642047250835,,-0.015088395808208399
IL36G,,,,,-0.013552787638953342,,,,
RTN4,0.04994400780939682,-0.014059737554158057,-0.04094340415431341,-0.015090779341983156,0.03237526181768925,-0.023481143893603246,0.012484283006357622,0.02883798537970983,0.06134047823117746
HEBP1,-0.02455837213369576,-0.0004031576293461844,-0.011703685049714474,0.03469378080196897,0.05182616363018526,0.01706731505586695,0.06230937539129971,-0.04602022763010509,-0.0003592451338814644
WNT7B,0.01573713486576114,0.03907046748950765,-0.011434805010278602,0.020718815168385526,0.03077198645142913,0.06250654979468452,-0.03580442509271615,-0.020366673885378588,-0.03744749387228684
PTMA,-0.06504616465880218,-0.040791454994447474,0.014386818923217987,0.04114897150026997,0.028984515035842092,0.013085548430879551,0.013444208000312013,0.056700613381928174,0.08191119717806002
FASLG,,,,,,,,,-0.015216435379207454
CEACAM1,0.05197482179326309,-0.026957201987520763,-0.016502810225285564,,,0.012110238489514348,0.12684911042010852,-0.01351765766452986,-0.021171434942608876
PDAP1,0.022567116609181787,0.05037309119300145,0.06424609991347238,0.02902787252694727,0.02029005818597121,-0.07313507734720127,0.013927465307897608,-0.01788496626220053,0.018002978215231828
QDPR,-0.019739150509009484,-0.04518966986242904,-0.022996391497626504,-0.04037597585543353,0.02920316764139699,0.0542736959267007,-0.07579700258316002,-0.00028164646064178674,-0.013757110541452627
POMC,0.04936681536147421,-0.03474932786230239,-0.01217511538513887,0.025849261850686176,0.02139158565553952,0.0033128206237477316,-0.04219308660145662,-0.02211311218353496,0.013872076796187372
CCL18,,,,,,0.07627917155398609,,-0.027834955272199938,
CCL17,-0.003496032705660481,,-0.01308667198988933,-0.019492579471515115,-0.01238085627169449,-0.021577428612437718,-0.021890182994222213,,-0.013791989567028413
VEGFD,-0.020931769230776814,0.010777581864925818,-0.013942742119281272,0.06760637217388311,-0.013268947142805673,-0.014947343419937384,0.06415932990112222,,
TNFSF13,-0.012959456767839354,,,,,-0.023453927192905826,-0.023474390354752333,0.08091428551587251,0.05165366604920348
WNT5A,-0.02106385560615558,0.00010142357891265911,0.03002673721061199,-0.006808226075297652,-0.010938744755717511,-0.014791729050651686,-0.015216792906534465,0.02126952610259639,0.02765856356319536
CXCL8,-0.0038222482100270217,0.045624390545987936,0.045932236852514324,-0.01331495913110348,-0.039894646881081325,-0.04216781746293824,-0.031079288128629857,-0.008092418168807727,0.046123675677684925
GRN,0.011814012604910171,-0.028082910669730402,-0.008075849000422644,-0.010200895228105277,0.011841006446913766,-0.04203259049515308,0.04724302872551584,0.030247497336042303,0.061397484459484834
MIA,-0.024129921185844963,-0.029592363535025132,0.06807181510028242,0.01899837616093146,-0.01817243119554703,0.049991098121281725,0.07024165040471167,-0.012673767233704338,0.019447821123543645
COL4A4,-0.004477126888865269,-0.013593896643290125,-0.01366289044169015,0.014644553890540556,0.05923198398458427,0.04251329911494348,0.07665316670840852,-0.013713443667492683,0.015268775756981384
TAC1,0.03968780215889132,0.03918887523208001,-0.028524048354956196,-0.02856303893826971,-0.007990384531346081,,,-0.02332181041532054,0.00489929129730716
RARRES2,0.03026585410002102,-0.006047511480830208,-0.044614971299285426,0.04505863746888284,0.014728507623071414,-0.017128682871797824,-0.06980704666028865,-0.02398585138211675,-0.022558975596488576
FGF7,0.012249275229054892,-0.0035553558020430262,-0.031146305622977037,0.027242795755317958,0.055357943777524815,-0.013928363532153,0.031723859627384936,0.06371110670725175,-0.029796748878458908
EFNA2,,,,,,-0.014206449598433193,,,
HBEGF,-0.007120245451871992,0.06238505368787055,-0.0021828635467853116,-0.02128881847311957,0.010512890605654947,-0.009704866698900689,0.0046979733317230234,0.011787012359668787,-0.024538143042442534
CSF3,-0.02239351069068546,-0.014382080998581535,,,,-0.04516228688750072,,-0.019379408756106446,-0.014520837348564415
PI3,-0.038644438640855816,-0.01619441302732545,,,,-0.04419204202401016,0.09236747971404854,-0.0054200281764417695,-0.03154895548314558
PCSK1N,-0.027259232494066258,-0.030837248398662285,-0.02651126114754105,-0.0009947142159496237,0.04877555344244977,-0.028462108273781702,-0.03761547571101176,0.0500157212696981,-0.01899349661692642
NTS,,-0.017677307587408635,-0.015608264120363747,-0.0023764801274549813,,-0.017307862971174606,,0.05071706301725262,-0.021503380034164136
SFRP1,0.05319413474091469,0.06905333178007722,-0.028981271967151688,0.03865121398003919,-0.03535282798144716,0.03900752268105111,-0.06242825743694829,-0.008851008021380198,-0.021003695959733653
CXCL13,,,,,,0.03576210753220403,,0.015156611917910826,
MICA,0.0036116404589413603,-0.024636373132502772,-0.007407504066345202,0.03541357444469165,0.021547086501748493,0.07387054413796766,0.0012008606883593812,0.021221423829630447,-0.018551692848794064
TG,-0.017690804488971625,-0.017357885029619366,-0.013184326784429217,0.0058209716265051475,-0.01859779309528981,-0.021316525282724756,,-0.01594955120152648,0.03351221626890302
ADA,-0.012974958279678346,0.02414502032753113,-0.015290894198114668,0.02986642128499877,0.017095012336176166,0.05577926464811542,-0.07290586088876405,0.024542408401861615,0.08150786137180908
LAMC3,-0.037601453568356036,0.04064770994713505,-0.002705964539575576,0.02769869502790637,-0.05389394902783674,-0.017941693470447665,0.07105394483286191,-0.0158391322089052,0.10997627682036067
CCL7,-0.012790423380409706,,,,,,,,-0.01521642996842466
NGF,-0.02930612679203228,,,,,-0.014015491015105694,,0.010465674684401316,0.04854333017944249
TNFSF15,-0.014242762005680277,,,,,,,-0.012034280134144542,-0.0296884513830723
HMGB1,0.033668254700655355,0.02498985719963494,0.04902384854661549,0.00030265606524065126,-0.02383707269917463,-0.06284016970224583,-0.029566164370689707,0.016301036515235845,-0.10370514573533084
ITGB3BP,-0.015679187913479782,0.01937041771647464,0.03874962221158416,-0.0181549940581743,0.01231745272073867,-0.039227029713282444,-0.01584504773985778,-0.02838599727156605,-0.04251470441523554
AANAT,-0.012959458150977507,-0.01297302626745409,-0.011856742126682751,-0.01626101342060514,0.02471841396101445,0.04558870343093406,0.04849779964841764,,-0.016099617464867343
RELN,0.01656108221540115,0.025386954376979565,0.01745736131857859,0.0145252341477472,-0.018386195504941374,,-0.03386202594317251,-0.014536106219093087,
IL15,0.06092441129684782,0.012166798464015274,0.053542451757131466,-0.03495024689360483,0.028460966670818672,0.06271610024539762,0.0755719765773524,-0.029355313048465385,-0.011095284153597661
UTS2,,-0.005998521450956479,,,,,,,
BSG,-0.04212106460594465,0.011701279717552988,0.06852719763421188,-0.01241778200318921,0.006573948814988482,-0.031995636157651136,0.009920196135145401,-0.0066711481912795035,0.06919671503011288
ADAMTS3,-0.038312056087661306,0.005693874109674071,0.024842011066423274,-0.0023539730272895336,-0.011645204462649113,-0.03715921006318931,-0.04195473310125018,-0.00861813442488298,0.0219672829844994
CD34,0.036799642727404026,-0.007934913844558071,0.015097730429635952,-0.030423914589411648,0.02719819657614514,0.01650362459044926,-0.024042958620092803,-0.04212416617484026,-0.0038514001981518027
CCL23,,-0.014761244559986293,,,,,,,
PLAT,0.018085481079705694,0.023294428963213938,0.05119184825931876,0.012281360743559198,0.01084943862413284,0.03312667509937156,0.021763107416542707,0.12691504885676913,0.08536587439509775
NTF3,,,,-0.015233508857903375,,0.06842129497916757,,0.033278393812368426,
LTA,0.01867954136060018,,0.2513923694809603,,-0.015402908003734988,,,,0.054948338282098726
CKLF,0.06012030800705176,0.0016573139693864215,0.017809494038022775,-0.001799071699257948,0.011531983302326842,-0.007237650788860317,0.01933126310141103,0.025246821756914617,-0.036601122893184804
