,UKF259,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
ARF4,-0.05365628677143602,0.0025113372929295038,0.0711496384800588,-0.03069342437125562,0.008755556693432956,-0.019282890390634837
CXCL14,-0.016443925304119388,0.03793430698767963,-0.05991748285856233,0.012647192215702291,-0.032922998985633126,-0.0026816708183008595
LIF,-0.04719776069055531,0.13506792264819215,-0.0052768902350132235,-0.0341581601526089,-0.05744295420803953,0.01578689160514227
IL17B,,0.10412471316183206,-0.024305412054601277,,0.005635858660214266,-0.016072159283621046
MMP1,,0.07849900864846679,-0.038400658819473896,,-0.018078429215946844,-0.042943256930193296
MATN1,,,0.013200500533174455,-0.014955492707585425,-0.011559259413229711,-0.03915620025130818
ADAM28,-0.03986931743589994,0.09011923771228698,0.003961178533068535,0.03542531524716165,-0.010972036678124665,0.0150180373810025
TCN2,0.03217712804836973,0.09476914185815848,0.008524968469247593,-0.046592436094927796,-0.018206998646381815,0.024031069925551096
THPO,0.05233565535784013,,,,0.09967407028627867,-0.0027004019052083786
CUBN,-0.01032436495217971,0.03924972474034432,0.03806296136478236,-0.05194063389187117,0.01703709426144423,0.04952545116022086
TIMP3,-0.023912628133351876,-0.012830110921881776,0.01911392177499477,-0.007415871308761871,-0.03940132770057639,-0.04119349641968352
PIGF,-0.041335973741986234,-0.08663069681648333,-0.007565467632615575,0.03469508826110623,-0.008567115035841743,0.005629326244319423
CRH,0.09134580162932739,,-0.006109587033999556,-0.023473241740988665,0.04083539073828623,-0.048278610182075764
BDNF,0.014466498295624356,0.10455359884659912,-0.005632458294220013,0.08388496627439927,-0.06099488115733726,-0.0054622289486148485
CCL5,-0.008744132333648631,0.09320814269571073,-0.03467952749163861,-0.000553814724944414,0.08277510388371949,-0.01772948518098208
GAD1,-0.02698608258957016,0.021516740578590838,0.011491420316002988,0.039128758441387974,0.01851506010783175,0.023101014874138112
COL14A1,0.0013255098689975001,-0.03685929015664327,-0.007686085359776082,0.02670432478530672,-0.05177789655819308,0.04420574134501559
HLA-A,0.03109413586463558,-0.026229650534703337,-0.07768190989379722,-0.013362876187490533,-0.02095991945752519,-0.04579866030879763
FGF18,-0.008932140712269599,,-0.02873481898238369,,0.028551580534761072,-0.006291621849577591
ADM,0.0013626883971897608,0.025691850635559697,-0.06805609271985769,0.003092398820067633,0.0202398528151158,0.09681601087650225
CCL15,,-0.02674071511127618,,,,0.0014267993898770678
GNAI2,-0.0005626829901863376,0.013048690088089397,0.022957617663553767,-0.0016015679994050849,0.025449377451166672,0.029722292153624603
HDC,,,,,,-0.019030393340511355
COL11A1,0.011208012265852345,0.03312364834166808,0.03887501261917017,-0.02869655135497924,-0.021592068754067703,-0.035787577460597034
NUCB2,-0.009686420447800086,-0.02859372890569978,-0.0336561995907038,-0.006142317286999239,0.022040223550763297,-0.024833089723295527
CXCL1,-0.01819201057388711,-0.028638550281887137,-0.017608233851703344,0.008539161079636752,-0.012657775511727748,-0.013159758985781169
VCAN,0.00034976886589239444,-0.0788923323435895,0.06316136360213469,0.018653679373758662,-0.024841030257759685,0.02789445971951063
MMP7,-0.01775770332562701,0.07823277140336136,-0.004304964834987899,,-0.024266070359370357,-0.01078779540962086
PTPN6,-0.028961434573762955,0.012053755692129282,0.0395955286286097,-0.019462611667873973,-0.06263929202934987,0.03237798205607975
PTGS2,-0.041306038059811825,-0.037134403464329765,-0.02905484856923743,-0.011227346996828385,0.026501060045469493,0.013840132022158521
XCL1,-0.00971848876108778,,,,,
CD58,-0.00869567902782826,0.11479369448935077,-0.01702362108313114,-0.0013207177992117626,0.0003166802432104208,0.02261633087785368
TNFSF14,-0.014062204423251816,-0.03408197262647947,-0.022986343816417218,-0.030856587966235208,0.0033944001097498916,0.02448685424924687
CNTN4,-0.0011379894586125733,0.15150497330794005,0.06727394052603587,-0.013338694967091601,0.005848481996414559,-0.029015486497398223
NTF4,-0.012293462687417957,,,,,
INSL3,-0.008932138960282332,,0.04080178152619819,,-0.026104300489107505,0.06158095795666476
BTLA,0.08571491978974788,,,,,0.06906499060659538
MFNG,-0.001415487183671851,0.009936178056809205,0.005099098554447713,-0.07757589062996588,-0.04271083182142816,0.02444256663899255
ICAM1,-0.06834512803706792,0.04478764026965442,0.014458180331710898,-0.048449350195073536,0.04780264014017185,-0.06002053543629639
PROS1,-0.09119357378268432,0.03344250453715322,0.028083943411229245,-0.021009956981032064,-0.014327421343480747,0.045318550536161815
CLCF1,-0.025239156712582075,0.025138237554994336,-0.06569559406234665,-0.016085633215019112,-0.010084369015944067,0.05028878817892365
PSAP,-0.01010569710212532,-0.0007151161942513828,-0.032738389514447665,-0.021462004619147115,-0.012615107773925634,0.033618780607400825
EFEMP1,-0.05634113546136026,-0.0003721914558475769,-0.015627926994963837,-0.018647669941385104,-0.03283139051521108,0.014516940099403141
C1QTNF1,0.04991373837766665,0.020486898036940194,0.010189293607671035,-0.019440309285484857,0.0008358453191048695,-0.011603826701331792
ALB,-0.015857737502494935,-0.03624121351165566,0.021400337854773036,-0.03488843309878118,-0.043697951402827624,-0.01313650626007146
CCL13,,,-0.01706347543951877,,-0.029281397370270443,
EFNA3,-0.049159630417453505,-0.026448082740489872,0.03595382193304865,0.008300891586028283,0.04356315687333967,0.004764694078349258
DRAXIN,-0.0200703149953245,0.040086855582482456,-0.03775275837251359,0.016970392304190486,-0.00806267591761975,0.005630833352602167
RAET1L,,,,,-0.007953742854171122,
NPTX2,-0.02048524476371705,0.05950200216570206,0.008285594268007753,-0.022702392585639677,0.0016025724573464864,0.03577014471022283
FGF11,-0.03214009400240416,-0.03191996254031351,0.008797836326862271,-0.07628783363920504,0.005091018630554386,-0.002053407108237201
CD59,0.07659119336171863,0.08722774923714313,-0.0010587019792993916,0.05057112792087977,-0.05605664055616024,-0.02185414554797327
COL9A2,-0.015596012435075175,0.06960214640137974,0.005532181470207894,-0.011493044999974212,0.00783364237701453,0.019703388788322562
DLL3,0.053118065053229815,0.03828859022957376,0.05858637457959203,-0.020605862522129745,0.017579653465759393,0.002223585916447819
FGF5,,,,,,0.07636605394311453
LIN7C,0.010283243295640964,0.018445810756971485,0.012714778817808133,-0.0011524155517162796,0.022692381369006656,0.07419821273329241
GDF7,0.059110505223044084,,,0.029274605084713332,-0.021221272603143358,-0.0076024819849113525
PSPN,-0.010381641261483195,0.2134387049466246,-0.020790519801074117,-0.04266948278484786,0.0027929380819721196,0.00385068045097905
ANGPT1,0.001587959852035593,0.0037099143099832777,0.03514258889205857,0.017785908301510146,-0.02198005437856809,0.02917939969360927
PNOC,0.0004805608954472179,,,,0.006288348164983211,0.08035878664122624
L1CAM,-0.031247899766504446,-0.04163292589034663,-0.011215549534063798,0.0322992399222448,0.02115141617765641,-0.028768416546753953
APOA1,-0.013910330639763857,0.039686942537468003,0.04470162135889286,-0.043511781816557356,0.01747037845707595,-0.04594423747973209
PSEN1,-0.02075096645111729,-0.0007977872866712087,0.021112158350840106,0.03457749774706203,-0.0497452017088899,0.0551428527444266
CALM2,0.016917620272770044,0.011757739054009264,0.004966089186561013,-0.08069942899292401,0.013870753543670471,0.010290069347172588
CLEC2B,0.014010492248754678,0.02073821344406511,-0.02547169933407953,-0.027672506429768966,-0.04039787309864061,0.05690871182665157
NTNG1,-0.02993166706431957,-0.005608344544931673,0.03380638117404792,-0.06255659465391497,-0.03619737994170015,0.031982118865704366
LRIG1,-0.025078110714604043,-0.03283836375308023,0.01123483567183261,-0.001656285307009942,-0.03674975812187253,0.04525725801429743
CPAMD8,-0.010565126575367076,-0.02863854652260201,,-0.04603735192650484,,0.0027887330336639335
GHRL,-0.02818088436115309,-0.03858527907056484,,0.022130250360468114,0.010420976597465645,0.0577391314311643
NPY,-0.003392645318664494,-0.03344362062571626,-0.03319602037195069,-0.0009666801757312807,-0.012600523783418723,-0.022060200161906757
MMP2,-0.023466444567113127,0.09389392953311519,0.011348079024119705,0.06424688927809671,-0.06541824963975737,0.009765867730209423
LHB,-0.009201427366014868,,,,,
PPY,-0.01601700141863225,,-0.04518475187652596,,-0.04654146124659524,0.029412332417485004
ALKAL2,-0.009067744978149595,-0.045780158067325175,0.036915285476239304,-0.055643235621803816,-0.03174491223630548,-0.03461332307213898
CSF1,0.01170194329589171,0.005019492290659666,-0.03666093208315057,-0.018648137414152464,-0.053171255167052456,-0.016979443436725142
SEMA4C,0.048766258658565625,0.06718603410810778,-0.01774449840462256,0.060218096300932285,-0.0727143043509245,-0.01617239169146091
BMP8A,,,,,,-0.03431594000297588
ICAM2,0.053167047666926134,0.03179660490100036,0.01870307729070519,-0.024908191665864374,-0.002146763935098194,0.0043106583138166985
SYTL3,-0.010395627364273043,0.09018064157570702,-0.061846441716956,-0.0604325817171541,-0.016131104625929957,0.05977499533541031
IL1A,-0.03710473314255924,0.010299329533675369,-0.043108703001046626,-0.03302560158969362,0.02522785172565178,0.03009809939629929
HLA-G,-0.00971848788342662,,-0.026120421183827937,,3.258483108948263e-05,
PGF,0.02749436977798121,0.017658528975451934,0.0028772416140172646,0.01202434317158078,-0.04787953596925296,-0.019341255851910315
LGALS8,0.06327768027782374,0.027496978124521287,-0.022094268149480963,0.018346958163896213,-0.012573519785993702,0.029306082520540355
DKK3,0.006933807250963124,-0.03274674883453887,0.025420746647515292,0.01412701283319551,-0.04398005582644005,0.03191850394829568
COL16A1,0.07400603884518224,-0.03181929540186271,0.020843447012917474,-0.0028285572364690576,-0.052018174541537315,-0.027368058028563395
TPH1,0.03330269757836272,,0.028050414116205902,-0.015653012536381645,0.024287944477770357,0.07557422060500808
TNC,-0.03283826495687068,-0.008004266926442858,-0.010650260172705138,-0.042745636852216995,-0.04581517651502435,0.04634489050748719
TNFSF9,-0.01593754472216723,,-0.030812413497399164,0.004175965997944022,0.013293741807164782,0.0010219360299549582
C4A,-0.010908826080215152,,-0.01899703752338011,0.029290825664243472,-0.021445085856959544,0.0601570569875193
CNTN2,-0.047015010979186304,-0.003139950459019751,0.0017785591934899052,0.06919511073453756,-0.010829848662292309,0.02120300777248644
F7,,,-0.02393517046153671,,0.014699801044201035,
LUM,0.07167702191716321,0.024083951962876576,0.007249359527291545,-0.039411685066645705,-0.04434427696775121,-0.03086082282396049
BTC,-0.024974598745137598,,0.007788940692493184,-0.023068083826210468,-0.02053623707369709,0.0007482666599716058
APOC1,-0.05842834376924567,0.060564991933634585,0.049743141171216476,0.051521635592770954,-0.016190345875807068,0.06100151668036911
PKM,-0.04836771945790348,-0.04435649948416827,-0.03424761194166351,-0.023246826500888305,-0.00015440086457580864,0.04728031727877115
TNF,-0.02408292198385849,-0.030891084127126534,-0.016807133930994176,,,0.04259960533900348
GNAS,0.01050129529409051,0.06216175929447695,-0.006565150937598025,-0.04116697434131785,0.008442806500084202,0.006903401665628368
BMP8B,0.09060273206725691,0.07671984103705291,0.06440634019848741,0.023812510645238406,-0.0005264875366779504,0.03307170851505651
LIPH,-0.013820051042566511,,-0.01706348171504995,,-0.01004595466578906,0.08747567325408913
CCL28,,,,0.10723014347801399,,0.003935663020882248
PTPN11,0.02057116022631991,0.010283712328536313,0.007560138459055269,0.03385438276243106,-0.065000776525513,0.020124205274589902
ADAM12,-0.002158139963544042,0.08042625292174016,-0.04242158040894394,-0.05825744303521954,0.03730153786298493,-0.0220763748173266
EPO,-0.014089304467544403,,-0.018531376922173638,,-0.020303074071722903,0.07414927084399749
EDN3,-0.01753922570699999,,0.051900180938633925,-0.04062921087243159,0.0423293970347883,-0.034806127490378834
CCL22,,,-0.02097352734321532,0.018147832062990792,-0.017815063650563442,-0.003638113453276609
CCL2,-0.0008619235828590839,-0.01358244550537997,-0.05410655955627726,-0.017229865511547527,-0.031129342558531583,-0.011438298058483157
DSCAM,0.09081390290275211,0.04962302344513363,-0.013900410707921133,0.07903571718922231,0.008629647840438693,0.05283145151242311
ANG,-0.019136136970970413,-0.04024708999040274,-0.034661325220899146,-0.04339808366692936,0.0021483394996530468,0.026173009324784485
FBLN2,-0.021363443293850766,0.038713061607976114,-0.002640868679518229,-0.024783089236789596,-0.01233555529886263,0.07439951163303016
VTN,-0.018116788439685467,-0.024288449395189968,-0.02118263198609127,,0.0019817419467223355,-0.018399600885440914
VEGFA,-0.023485163446161677,0.013126733593023635,-0.03844413989099129,-0.028501597779504246,0.017610084786041116,-0.004490015409886198
F10,,-0.026346416045053188,,-0.03189895872624134,-0.03516361530431348,-0.032789565148870076
SERPINA1,0.01652082434755631,0.04010237651891404,-0.03987033702162923,0.015396136862689003,0.007865337413756923,0.03383490669819696
VWF,0.04600812251433148,-0.01934800169918214,0.019532573540640173,-0.07526662097929361,-0.03187608532631756,-0.0674320114526727
GDNF,0.11225923330301571,,-0.009810009116093891,,-0.028430465614820304,
VASP,0.04459583226815829,0.03634692729117023,-0.022394021596737066,-0.03539698600814067,-0.08002938260996209,-0.005910789434545002
ADAM15,0.011323502786676458,0.005684571395909368,-0.025275966755784463,0.00037158033935310095,0.05094824989702953,-0.014618683300529197
WNT2,,,-0.003347839399308478,,-0.008857122131461583,-0.024315338178524628
CALCB,,,-0.020117246038881324,,0.017648710771912282,
OLFM2,0.02314481434394294,-0.0018690654444115666,0.047241439780893554,0.021862087681907005,-0.05288152028459166,0.0036339738336535186
MFAP2,-0.026795582662905236,0.009336841681962341,-0.020176702213908555,-0.06454264045342106,-0.024841483577296614,-0.018869933134679415
