,UKF259,UKF260,UKF275,UKF296,ZH1019T1,ZH8812bulk,ZH881T1,ZH916bulk
LRIG1,0.016872826923871702,0.007266607324455201,-0.018600058134201302,0.06096984928031015,-0.11615009781076054,0.04838453686070465,0.027177727049418194,0.07977838385872492
CPAMD8,-0.0109146972588542,-0.017950630477742008,0.021185332103011354,-0.02392410946087229,-0.06146556819974495,-0.03843369355302389,,-0.02032455205841307
GHRL,-0.018326973680544537,-0.01738691578687279,0.04016853340450091,-0.024911194474365673,0.033233470520322474,-0.03855624581663013,-0.017821544312888397,0.09172906496849709
NPY,-0.020963301032466727,-0.035355944530553386,0.029816528802115414,0.07082084697647345,,0.04894981462922528,0.04332643784916684,-0.007562424742689881
MMP2,0.02120482386508425,0.016753026050269272,-0.000624759615733441,0.03131862642034844,0.030791501020750282,-0.01607502675985946,-0.008165496936491072,0.01516056598391185
LHB,-0.009505877031662455,,,,,,,
PPY,-0.01654695949280998,,0.043917260389529915,,,,-0.03613345115784215,0.022581477715580067
ALKAL2,-0.009367771465015285,,0.025799697857823982,0.009486149729936772,,0.028949837542751093,0.04384173994994467,0.0035642212045364913
CSF1,0.006487758218550299,0.03814882359460945,0.000263963941448981,0.005224850187741402,-0.05431473102251569,-0.02078033646818995,-0.002095703851263992,0.04270289615101778
SEMA4C,0.029655925588418567,-0.017902311088424484,-0.03976354026844844,0.026520447961597794,0.06089609895395162,0.033915838318495296,0.01645074166894424,-0.018104329235507484
ICAM2,0.014927300818263906,-0.011438422519888278,-0.022322352594316638,-0.02659944240368681,0.0010281082166272463,-0.01755135796545527,-0.05267482523176895,-0.05998658995343643
SYTL3,-0.035127660795549874,-0.03986270883795283,0.009734825951796628,-0.01217334015695443,-0.05456245528328442,-0.03736657205037937,-0.013798866033401002,0.04251208512631717
IL1A,0.03377646341254391,-0.002222735831197677,-0.009609948645818364,0.04172540822626594,-0.04870101274776638,-0.009270654335876698,-0.026279402714338262,0.03623617561048554
HLA-G,-0.010040045644958006,,,,0.11416465541902338,,-0.029880844436087243,
PGF,-0.011277063857836852,-0.03258691858868146,0.0053979678676561475,0.0008891487562144299,-0.03710518009647348,0.002089464120839051,-0.02013766221210404,-0.058470812032215054
LGALS8,-0.024586153526614956,0.03927863095263242,-0.026318036026660604,-0.042281984301966065,0.007548864671057004,-0.01750558944236353,0.05500549559849099,-0.03180232704378902
DKK3,-0.0069868134910331765,0.009532373294788813,-0.04395932833857257,-0.027966463924772138,-0.07099771388368102,0.02387895619438358,-0.05124977116818978,-0.04500606756485122
COL16A1,0.007984109560928078,0.03306082082769244,-0.005463718473644122,0.014348080168867334,0.005068617969474717,-0.03681079324553649,0.03152649257697924,0.015234153457500068
TPH1,-0.018270290252988007,-0.017620870814540487,-0.034601911235834476,,0.027418869805203926,0.016253710027049034,0.04514349137838811,-0.04231604965213063
TNC,-0.015556430973638223,0.011048105200534864,-0.013416509995880621,0.04408293740602286,-0.022857442370680936,0.05345829951593723,0.06095498464292788,0.09841020962264785
TNFSF9,-0.016464873795027018,-0.03348990357573582,-0.022186723660098176,-0.009646773484296817,-0.05237286264351103,0.012706081747457566,0.019975110921933086,-0.0407750704504981
C4A,-0.01126976882535879,,-0.021240540699623705,,,0.0335102990921566,-0.01664934752010749,
CNTN2,-0.017544341571493795,0.06294562725931255,-0.009512301689698419,0.035603217944811485,-0.00829806306018826,-0.06732585677423235,0.035963824549977125,-0.04309487441045021
F7,,,,,,,-0.016475586943813566,-0.005323254432465807
LUM,0.017055650492039196,-0.02192879726577615,-0.007561001335889428,0.03987677820793459,0.004322876453020889,-0.012141690585631446,-0.030464179074070116,0.04581840120466789
BTC,-0.025800938826430107,-0.03198961067288578,,0.07126845463473655,0.04380505539572037,-0.02240703030927089,-0.01594374347931729,0.0002773193955342291
APOC1,0.0756287809748165,-0.018643685726913273,0.0492742106860551,-0.057239664050317635,-0.006440250155688939,0.06818518479192873,-0.013343724010051494,0.0018030453870037323
PKM,-0.050741203459163275,0.005439996495324122,-0.05978722672136612,-0.04183196911166842,0.023044967916518975,-0.001815541416439242,-0.012599242696989811,0.11111222380196453
TNF,-0.024879758958617784,-0.01856041387899414,-0.012714622681364935,-0.02667508534352693,-0.07376607574400436,,,-0.019552473806086188
GNAS,0.040440508002217476,0.0210998823184312,-0.010913170618067044,-0.05014946150818985,0.03605123960543887,0.030149744152215274,0.018258011539932825,-0.08466564916408208
BMP8B,-0.01455547999809085,0.00452702202079559,-0.02182009748078701,-0.011950451712930577,-0.08124027887970821,-0.03291006317986062,0.0024373535904765606,0.0018531409614793923
LIPH,-0.014277318132961882,,-0.017125682256125454,,,,-0.02616396078184826,-0.031177820926261868
CCL28,,,0.027013158314508793,-0.004052371626768606,,0.20578883352444197,,0.05805920056411242
PTPN11,0.018780576646324303,-0.03196093149453838,-0.04049920153527569,-0.0030351406180732306,-0.03446647442180244,-0.016574147538063615,-0.0034992231369539305,-0.0216995878900726
ADAM12,-0.031075647558229284,0.006723662897915204,-0.04587779149084386,-0.03760312033756768,0.019911036077047844,0.014021265445536413,0.05184453140819031,0.01724017148291916
EPO,-0.014555480405659616,0.05797368938073628,0.013959346923521809,,0.056988120405389794,,0.00829239920232593,
EDN3,-0.0024984851024914298,-0.01937053121328859,0.06481072323957636,0.04094417268627401,,0.05403438981674091,-0.04092633192704432,-0.03117781215222573
CCL22,,,-0.036077688880903985,,,-0.022407031300919266,-0.01383110274258041,
CCL2,0.025330798693319858,-0.0131235866410478,0.0011578069509395757,0.011076157269883612,0.0038713674145690003,-0.0021903264904475908,-0.033775851441481736,0.0802228677852328
DSCAM,-0.025888776029840244,-0.038973435447893445,0.013106290967840165,0.023879443531641748,0.14227114952254746,0.02048454344446047,-0.057474159738751744,0.06423967106041831
ANG,-0.028418981171981578,0.022559195830903937,-0.06604663385834045,-0.03901757093389885,-0.01240191910634749,0.008293228700042357,0.01237535087590863,-0.05275360815536364
FBLN2,0.08654056117437973,-0.010756530012584184,0.026576191099560297,0.06028459997978239,,-0.010323153937679543,-0.039374141108766796,0.002929437905163067
VTN,-0.018716222632193705,2.8436829717658752e-05,-0.02943677861367202,-0.03871742326863432,-0.05088769370265546,,-0.020410598058227238,-0.031694895294888954
VEGFA,-0.018055860838584258,0.003034239399025027,-0.07787263824304276,0.03342252482397772,0.04816438080892956,-0.03768639624992631,0.013516170253688986,0.08507744503751934
F10,,-0.017786452747967176,-0.019646377266156353,0.0912290967115376,0.07303025048535641,-0.01938630187765273,-0.02730001899595518,-0.025741823471786936
SERPINA1,-0.06894197106844209,0.03869560159940688,0.07932645319591133,-0.023998991289070046,0.09085474290363826,0.014052100619878154,-0.0029652981122842994,0.02587390961190917
VWF,-0.050880186514048555,0.005004907309983793,-0.02995043562325122,0.08321236627780812,-0.04780548726192747,-0.03875974519122827,-0.029989135741326153,-0.13404945917430763
GDNF,-0.011839155777803199,,,,-0.024346472235135568,,-0.022072595341276962,
VASP,-0.019277323526921478,0.04663734435721226,0.003145595443628585,0.03932717819597815,0.0976305056009371,0.11205334913426439,-0.0067374956396290975,0.004300833862386078
ADAM15,0.031715020204398314,0.012740253053895548,0.00044981034936379726,-0.05798814232016405,-0.01912971369889171,-0.010772770376480244,0.012024093831320864,0.02876423829113536
WNT2,,-0.015318418653539426,,-0.018857889494404353,,,-0.01892667221766844,0.044284443275579254
CALCB,,-0.023026592616597345,,,,,0.14795156614994895,0.004680740937400749
OLFM2,0.024442822699090146,-0.06485899609959205,-0.004771179545555336,-0.006780577397949562,0.03092666682432377,0.0053628134408558546,0.027945759268699015,0.03622649458914844
MFAP2,-0.016172799848913223,0.030073176643788984,-0.0023255217812565227,-0.01975760438056519,0.025436265408115125,0.01709817074201322,0.030408716926683677,-0.02319060071602085
HLA-C,0.043079324566363736,-0.04560884438580986,0.02738513223020309,0.04958833723409332,-0.039051213913356246,0.07109162570993764,0.03659321843985021,-0.03636618418575771
THBS1,-0.0020562319719593237,0.0021549920503911926,0.04095243537771729,-0.0004727818789902886,-0.09291695961305006,0.019597775378546886,-0.023985494756751952,0.043297640959338725
HSPA4,0.09335177916588075,0.05906793838617963,-0.032469710111086576,0.00884083372129059,0.013776954812769712,0.03568645497163428,0.023308889775725903,-0.007442969802669129
LMAN1,-0.0570044450520166,-0.02145856530154201,-0.03029316866117494,0.007142649585258176,0.03188900090059929,0.06572992293550221,0.028690765452913124,0.009004808023912176
LYPD3,-0.010671768203067505,0.019010960424205865,0.020271760679404224,-0.014669404684199116,-0.07567941221619634,,0.020252071190112898,0.0411776931618608
APOE,-0.04467143642766683,0.0031731468393478793,0.03312464436660211,-0.0033257388635809285,-0.04569992565711625,0.07474116596095005,-0.05948872415060829,-0.08791112314575815
SOSTDC1,,0.05697187082180046,0.02492532921278562,-0.03294135251593218,,,0.03934339241394559,-0.03906973344425623
ANXA1,0.01165820211956925,0.014513541829717496,0.029282876313345592,0.07381592678189268,0.038472290677339906,-0.009059787137447026,-0.015714967379125443,0.010165581176792053
WNT2B,-0.006923147361275207,-0.01281934807498844,0.029591919172835317,-0.0235133559798399,0.030756417066980343,0.05212951378287611,0.008655380072283067,0.0561960773651947
AMH,-0.014828879257556415,-0.007710789026053833,0.01957293849665599,-0.008305354423139438,-0.004853764482781579,-0.01805118609031132,0.007366315175273237,0.0209857963594574
GDF10,,0.07435478045175299,0.010808673947874823,-0.00728104987562372,-0.04685653707992189,-0.02278262408779943,-0.03411376042461552,-0.015320255553551054
EFNB3,-0.005875044773628951,-0.044818934527899444,-0.009064395388269307,-0.009960803824584826,0.028459347081051193,0.02470287342724408,0.00452680971103574,0.05268661819466773
LTB,0.10820353393760387,-0.013280887640725464,-0.03117542388732813,0.028564282783670708,-0.01584131110723889,-0.020617431097223828,-0.03364248381500332,-0.05745708683677378
ANGPT2,-0.007048998147004894,-0.015885420006373222,0.026874096737221704,-0.04628354575573866,-0.05083796340259814,0.04116315528312933,-0.016950660458855543,-0.08846415362597483
NRTN,,,,,,-0.022782632260958516,-0.014035573300032798,
ADAM17,-0.009932012262786897,0.013791721709205725,0.00215210816447634,0.02891296985467453,-0.019049182146478476,-0.02305231622406738,-0.05677468736143484,0.016565172684915298
LRPAP1,0.005027096518002809,-0.04155630230071362,0.01264365558069487,0.008738663608765502,-0.038280816672375484,0.05234362326888853,0.08561178785805262,0.016786724748356643
NID1,-0.019386500804749924,-0.002629399074544117,-0.032265822474817595,-0.00516207716264393,0.039332401038442696,0.006008953563241775,0.0069163980793331805,-0.006368192628656769
MST1,0.02149916015415367,0.009036056992860772,0.03468616170274504,-0.0035723867856291337,-0.0012013113309567633,-0.015025426496605666,-0.030132482665828412,0.025660507588156394
DCN,-0.012683546679932671,0.0015315896442363367,0.019249494391245254,0.01496666586964882,-0.0405025084024462,0.00830339876043399,-0.020490807810805395,-0.06999373390516973
IGFL2,,,-0.021240542947131305,,,,,
COL7A1,0.04668551418495449,-0.03768320106324736,-0.0005950510088438639,0.006056547820220022,0.04657941165317262,-0.037437770220135114,-0.015501440746833699,-0.04123816146676132
CALR,-0.025898693326258243,-0.020770479948276212,-0.04520148102425485,0.0503392463357542,-0.004708812867510977,0.017620201948279252,0.0269909369122543,-0.0024877842581651484
PIGA,-0.01856165338729592,-0.039869135952527016,-0.028037090664198953,-0.018859213235839882,-0.010420060372911955,0.057488955440558924,0.011358356347633049,-0.0014074787941694034
CD200,-0.014092820720347394,-0.03687949625899613,0.05793205369716156,0.0009404817090508515,0.011814269350006693,-0.055643039555022755,0.009120713327095232,-0.024294598958460104
GRP,,,-0.03297851311755682,0.016831383752966552,,-0.005239202392143856,0.03368965921279089,-0.029217536546435535
CDH1,-0.011586483052841625,,-0.010451253811764932,,0.06910038024098956,-0.03474931662423142,0.0009565638355879467,0.0327119091349562
LPL,-0.024403404827786614,0.01747030291573744,-0.03490951037099458,-0.012108396035589228,-0.02667397740089037,-0.02911033297251465,0.004578099788035497,0.09980548071836386
SEMA5A,-0.02198814114392042,-0.04431369102784315,0.02683576153392328,-0.00559212778974988,-0.01466894829596604,0.06561259405823307,0.0457735955309231,0.0528429256137386
SEMA7A,-0.023738142519592796,0.00958017088253878,-0.02359153597265046,-0.016565851014685946,-0.06319089268872544,0.028002279882377863,0.06013602422918965,-0.05492189416523012
SEMA4G,0.007482092124032333,0.0736055765365657,-0.024424292612509432,-0.054077075158245586,0.061548937044944185,0.08390670733510798,0.02940742911475628,0.19676368089261187
SEMA3B,-0.054039214387844925,0.02623514544639337,0.026117544412882276,0.016291731007173797,-0.09786769172359207,-0.07248042571922712,0.020160985431944223,-0.015983184849384498
RPH3A,-0.02321838486739894,0.002079866689157643,0.03977293820049626,0.0051927589171859535,,-0.05413872338990226,-0.013347106328898566,0.033930261979717866
JAG2,0.030576622093028426,0.016109558746581387,0.05675840272296297,0.005654946619589657,-0.013659771344131409,0.01791152204333512,0.015178758422761738,0.002662649378561605
CGN,0.043328735509342686,0.007959508394720264,0.08606278513042116,0.03563864285228621,0.012677035175430874,-0.0370052583500659,0.0674195624597628,-0.0016441491805244581
GDF15,-0.01455383721129504,-0.02908988265849634,-0.06700207531095259,,-0.0958877481420274,-0.0025112475439395985,0.013277557446232253,-0.0001977232946356416
SEMA4F,-0.032910816806505316,-0.00827595585014416,0.01776646259061718,0.032940825848715424,0.03333036984982904,0.01367092304806031,0.028405279531629062,0.03279650933094896
NXPH1,0.03345380678139513,-0.02923240499562308,0.03302086384698513,0.014152019969166455,-0.028306703713555533,0.047520505986695875,0.08065169641103553,0.019414382723165126
ARF1,-0.04347725988868709,0.014076859846935467,-0.002223226505676851,0.015454885077029452,-0.049338857256576794,-0.040090434008685234,0.04638495687945942,-0.01321514807053874
EBI3,-0.0014413185164959383,0.06012489711377243,0.01884981175816243,-0.03354222597847688,0.0016831983598847283,0.05723113279661629,-0.02705481556732709,-0.03281008771707607
TIMP1,-0.0481679865369057,-0.05045515668429546,-0.06911275301624414,0.02743691027917071,-0.015244265761943444,0.015500161753432959,-0.011093111014634218,0.0578517155180712
SEMA3C,-0.02226200685087091,0.020621005288381466,0.027649346953950906,0.031573141765793254,-0.019721493587519852,0.006760133083755502,0.053278557809484484,0.019343307913054972
GAS6,0.007689304422793873,0.046576832257107986,-0.005019294192276549,-0.03128225358492219,0.05564064562710506,0.018549403176901676,-0.014613672131964909,-0.0521291255756786
MEPE,-0.006385290440306929,-0.03583209967128612,0.02447120514764172,-0.008555267558315122,,,0.007277816259537833,-0.034300783188540594
SERPINE1,-0.03738445129279592,0.020879278986712112,-0.029787301191754666,0.03367756915412372,0.02924198352837474,-0.044240614203403694,0.0350390284268809,0.047861931328241986
RSPO2,0.08238370956619784,-0.005784334791400415,-0.0351594812158482,-0.053942337725699785,,-0.0644618751595668,-0.03200165945709644,-0.02375397955307492
SHBG,-0.019297021631228675,0.02130136470806534,-0.027727035276738053,-0.010214667148350062,-0.04985725877518668,-0.030163429183520777,-0.02233891300273843,-0.0352970811601664
LGALS3BP,0.0013990449603247196,0.014902705465203238,-0.0011111300411070762,0.02667503568523567,0.02166390104171493,-0.05971159999117393,0.010346996120307797,0.08721940406738998
LAMB1,-0.03738032323342266,0.009049883320907516,0.04011574925990763,0.013631985758478933,-0.02426178557389329,0.0401549708457516,0.008160964851268868,-0.023401003161036545
SPTBN2,-0.008185777289782536,0.03404779618462274,0.030909817403156032,0.013119028416757057,0.004844059528879675,0.013798483034520354,0.06881108255008433,0.02491433587261297
COL1A2,-0.0333256723484782,-0.013921032134298943,-0.02024130947684432,0.019536714669811207,0.020400249585886456,-0.0185619666521671,0.007566368242284874,-0.0356205386124727
DEFB1,,0.007621604869049373,-0.018924072831068773,,,,,-0.024274504570400427
SCT,,,0.04575268870703258,,,,,
WNT11,-0.016299606119325596,,,-0.001674907271565266,,,0.07367463639164233,-0.021792905885121252
LGALS1,0.0016331434020829042,-0.02962169356854495,-0.052358165312397856,0.02997208040418875,0.06877615422404594,0.038441636031858545,0.009063254252217552,0.05534011296812964
BCAN,-0.0019917116026004506,0.0042630936046661695,0.05144348450124799,-0.042971446749333474,-0.03202484865422519,0.016524887552867802,0.010650971536466193,0.007046941715979834
ANOS1,0.044268685107517344,-0.015076128385000697,0.022667668579226242,0.023081859970356108,-0.0044603467166600755,-0.04593859081466815,-0.023492654900384508,-0.03489053006920257
EDA,-0.022389078636629412,0.06184889999290134,-0.016948988134492558,-0.01600653514945059,-0.012618869744264577,0.094094908837491,0.00524577667528249,0.08336589815578296
FGF22,,0.061928203660117385,,-0.009782604705115654,,-0.024409789238266026,-0.02363093429399978,0.0038439327789512446
SHANK1,0.009551759636111505,,-0.0030227566740752875,0.037061866109203694,,,0.004695914619416894,0.014084249583679409
RAET1G,,,,,,,,-0.020070235522370274
TGFB1,0.00908442251259398,0.06397754418962656,0.015273178711254177,0.01425365918010915,-0.08962233597630141,-0.026393489487020017,-0.0017113854442926688,-0.03859028607385659
MSTN,0.02442249810488012,0.030494445443200614,-0.04595348390563782,0.03574905956691317,0.10460520677802038,0.06501967137782984,0.04069659536788807,0.01090291664998546
WNT4,,-0.02479683437447919,-0.02672725513273903,-0.0013483550687100239,,-0.017585478657649055,-0.015538886322211957,0.029627785093554366
TNFSF4,-0.022641502605882945,-0.03202388281317825,-0.014369807074856378,-0.017714505066294732,0.13942559504542995,-0.008900735607315777,-0.004088835630581817,-0.033185255256541354
NTN1,0.07643099893310687,0.009886702964841178,-0.036703781074755255,0.004763253817147156,-0.03747330055626151,0.04897130302173938,-0.0009176518202247495,0.07250790797151388
CXCL12,0.03205081797258314,0.04121460521968209,0.12460497376516949,0.0009611022599699683,0.04354667568203708,-0.030827727636278,-0.010241522297284408,-0.09396293603519396
GNRH1,-0.026753599241739496,0.051607943226654865,-0.03314950957431983,0.05609786369744237,-0.06183609830212239,0.1751908919874855,-0.02220610638819493,-0.027526996109114965
FGF8,,,,,,,0.023824960747410487,
RIMS1,-0.027138724642167565,0.0028986235371830493,-0.006691204535716023,0.05364395845081797,0.08755759919387249,-0.0028585501726670764,-0.008287357659938897,-0.0017184250177328978
FGF14,-0.01792359003745505,-0.049628700100187405,0.026037189506937435,0.06213199610443109,-0.04723892572155237,-0.0335716707462045,-0.01022408042135586,0.12969109352768632
IGF1,-0.03310286217975484,-0.044622911114414875,-0.039106948591940444,-0.032501636702677035,-0.05603671100261081,0.007891898305236957,0.012219045686530676,0.03253810392607707
TNFSF10,0.008231602702135606,0.007541954936544487,0.03350302171366702,0.06473186951426313,-0.09415967986457514,-0.009961595608480445,-0.04121202226024092,0.03362928002773583
GDF5,,-0.02055741715025548,,-0.03562119073897133,,0.03517975396300223,-0.023293234561823292,0.013529710085780945
CHAD,,-0.021959616969407507,,0.0011820234126883604,,-0.01981299964765041,0.013840786944771451,
RGMA,0.0234282700811236,0.010496309176219801,-0.0068266058029002085,0.04853088874828311,0.03142435683723412,0.03344344412755748,-0.014838589042911144,-0.007735398917670319
CLEC3A,,,,0.019605382191188236,,,,
WNT16,0.013029080860623323,-0.013511376044602981,-0.001212412293855014,0.011294305509815111,,-0.016367647585668915,-0.014035571447480402,-0.030477185207644683
CX3CL1,-0.04122891402775986,-0.032231547096635275,0.03310636942774067,-0.02081266232188805,-0.03778654747070564,-0.006080749079931299,-0.009496049001658317,0.022023654397136404
FGF1,-0.006161800369052839,-0.036880109410170156,-0.018550984731210366,0.06137800640912952,0.05820933823697009,-0.05032444352705974,-0.030003135686683044,-0.016601627320143156
ALOX5AP,0.04897012413114952,-0.01004445800723541,0.059627208808496396,0.01897938050019741,0.013708141017761811,0.052906900973158866,0.012073281399614586,0.09021072593126443
IL1RN,-0.02399196356489573,-0.06195480298945416,-0.017291349430560765,,0.025168231041345884,,0.012906609937481404,-0.026468924658671712
PCSK9,,,,,,,-0.013623714650362188,
NPW,-0.013510026426953191,-0.009544138167499248,-4.0035319710299656e-05,,-0.03903393773188143,-0.018279912975868007,0.008003963482971645,0.025132968893246205
CXCL9,-0.00634875722438903,-0.021547500653991265,0.09272174285361084,0.0689346532882567,-0.048274457894891445,0.024334542890663096,,-0.035930241192303494
ANGPTL4,-0.046070631598909,-0.021118981568371078,-0.013445394611151563,0.049617956494753604,0.06209275403690998,0.07340838887935759,0.03989852911872191,0.07765653650073234
UCN2,-0.009367772169764078,,0.04276631694290971,,,,-0.01539472979055766,
COL4A3,-0.0037142591943014032,0.017134979563671604,-0.002522442564956648,-0.006639822197612799,,0.001400925159107882,-0.021531275804499688,-0.024058434978074517
NRG3,0.014516688633710308,0.024408941322672597,0.018127302165916095,0.036440587629746723,0.06321852983549765,-0.004964468349511952,-0.04225087863970851,-0.010479921036205889
IL23A,0.08359735888524548,0.0428268351528242,,,-0.03839142605147627,,,-0.026943363378462253
COLQ,0.037666231080255616,0.018674120905660733,-0.033425522140574974,0.03367007768377677,-0.04511247814591506,-0.041305426479556366,0.04070433686339658,-0.02727801615609647
SCGB1A1,,,,,,,0.03221052953851847,
TNFSF12,-0.028117271481717856,0.03042539547173023,0.0038867753384924006,0.018196902897780518,0.061195054846990324,0.01504655288149195,0.0291625085099385,0.00628123717885997
DKK2,-0.009505877813427644,-0.014934793914992488,0.01344440243902869,-0.02325006042026694,,,-0.018143586113229363,0.02950787640793957
FYN,0.010930525869412682,0.04515123788246419,0.0032353287577045696,-0.029591800507157387,-0.05804352814666589,0.019863566077642916,0.046746108371070336,0.08782951832153356
ACE,-0.009667703897749737,-0.030072405176609716,0.009740486030041528,0.0011443282004293955,0.006755683890274322,0.03009549005603802,-0.0622951092629621,-0.03182555552265716
IL18,-0.004577582670276901,-0.04398235347085568,0.10588137220600356,-0.008957166441088777,-0.011210730623998173,-0.05078655057940021,0.04221928392582973,-0.019156239669946087
PPBP,,0.03661556458687804,,,,0.026214312150210275,,-0.022494175660892873
CCL27,0.07499010998409628,-0.02848825121677245,0.010658351511221588,0.02853981619622557,-0.0003370343341953576,-0.02259552626327716,-0.017390664266322735,-0.016463799527384432
SERPING1,-0.0020836090552409864,0.010726748445751666,0.024121040200429773,0.02632400212598278,-0.04020515268719279,0.03976329524964169,-0.022367081119277227,0.1382420729856291
AZGP1,-0.029306007248972848,-0.005636500917085822,-0.02749983019391764,-0.01389387227725601,,-0.018401968583827824,0.010110745175125727,0.03180793986236275
INHA,-0.035219432532108054,0.0685734105802987,-0.0012395542269390675,-0.052210447512362895,-0.018393041361549803,0.1218613580441403,0.02030751552561772,-0.021104378159433713
SEMA3G,0.015248131445200454,0.006236583902530205,-0.008694357728675372,0.00432838712388515,0.03265457480312323,-0.016864622871503414,-0.022602460502315434,-0.04106774296107778
OXT,,,,,,,-0.013199638243557481,
COL6A1,-0.028599180799540613,0.03493054972284565,-0.04063086394296385,-0.043639461100663066,0.030848796136135573,-0.02506676272066058,-0.019547939221546344,-0.043675213570946426
FGF17,-0.01758316188696752,-0.025403207157170298,-0.0011368699231485814,0.0002969565938269805,,,0.006108106164421636,0.024588156152757414
TNFSF8,-0.011949965160936467,-0.014138102212708123,-0.022312961769114632,,,-0.016367653948916143,-0.014035573300032798,-0.02533027141455365
FGF20,0.0007233829162282257,-0.028922017278195156,0.02647222566575475,-0.007528007024754289,-0.020157964717196244,-0.04337550329929436,-0.028398413539514476,-0.018751059964774285
ICAM3,-0.0059988240742107676,-0.031423161659082884,0.025476245290376353,-0.020935978040053562,0.0229149735052098,-0.0038686945082138263,-0.0037193603651679455,0.01959144479901806
LAMA4,-0.05067136867161286,0.01799524363099281,-0.02985081608642557,0.012425935968086891,-0.009818702071037888,-0.022190697742138093,-0.0031736641516232015,-0.015786633948084938
DLL4,-0.03087053621280943,0.013584769199630753,-0.004162669273516807,0.0447833153799659,-0.03242136488962414,0.035778996830101176,-0.0001497603156535367,-0.0073633393445257656
SEMA3A,0.006482173070591357,0.008982659666327653,0.008004394436176314,0.048161019294804486,,0.04887317427365558,-0.002250680645398546,0.027959664995467707
RLN2,-0.012059818090079742,-0.021685646479714903,-0.022728537795215855,0.03061013285817635,,-0.0272532391572326,-0.015394728092963926,-0.022028909578414423
C5,0.019100234886847773,0.014607061867229756,-0.0031301116790527867,0.025637036012913592,0.049093395342289264,0.022343156622112587,0.022272017684836956,0.016798478453865683
COMP,,,,,,-0.019600704495079946,,
EDN2,,-0.01859396796619619,0.002878065720929169,,,,,
C1QA,0.02647757278933223,-0.04740432020817319,0.05045183943410822,0.04822430559634713,-0.0021189735875444928,-0.0350534924202933,-0.0054402425523668915,-0.05502849135517485
UTS2B,-0.012059818020794701,-0.015506873038754525,-0.01964637678883036,0.004311515985343517,-0.03495527572901216,,,
COL9A3,0.02124163009797705,0.029882682490555788,-0.003103723081170281,0.026160455561666834,0.008741561432253665,-0.0787063405294256,0.05853197206464412,0.011796114256308056
DLK1,-0.020072245039880057,-0.012629728514582612,0.08026481125767383,,,,,-0.05299674146780881
HGF,-0.008526030374118886,0.07081432259587588,-0.013877730368385695,0.08644061014147784,-0.011924482489702397,0.02062515752452192,0.032635163549091364,0.02009497996724594
P4HB,-0.013739799766654995,-0.05050679465106685,-0.08449789286352753,0.03135615823799984,-0.02342301082504418,0.0328142800634157,0.008428842984483875,0.021850925082002304
ADCYAP1,0.03892600071987128,-0.025523003025319742,-0.023087140751499542,-0.02960557501578424,0.03694785735813859,0.07911214167491441,-0.031077718020247554,-0.009134071722086972
GREM1,-0.010423463598025293,0.006212636244668884,-0.017370197028967006,0.04304475536198195,0.0023648672551439334,-0.02903306056386601,0.035751766671757064,0.0020878122504621147
EGF,0.023755040110448968,-0.015999570559691034,0.10760424252224839,-0.011652093199749764,-0.038223133458992774,0.054490196709185444,0.05848206945247441,-0.03869380245647926
VEGFB,-0.0014207416476020218,0.018607126683871943,-0.009001675008517231,0.051706373690947036,-0.0006632863934259403,0.031046874547461547,0.04518022941311507,-0.02715788997141276
FARP2,-0.0005548975701122692,0.004302794235469423,0.014254246320564426,0.04916547938960783,0.12129247804631392,-0.06218737813271972,0.02046436455368993,0.05458680798645363
BMP3,,,,0.05696370634075433,,,,
IHH,,,,0.004329072689934973,,,-0.015207592420873692,
LAMA2,0.01862789695707549,-0.001308864444835288,0.031339089274851434,-0.015171028202788135,-0.013053826465211754,-0.021857708952156867,-0.05479552604693655,-0.005459544751174519
SERPINC1,,,-0.02101984837304606,,,,-0.015018262958779517,
NRG1,-0.021090730504272792,0.023227716723853015,-0.01792543721862212,0.012431495205873777,0.080434729351296,,-0.034234445982094006,0.0340412955316819
SPINK1,0.001606003959610967,0.03396838128226595,,,,,0.0018597537734787808,0.007542642183844432
EFEMP2,-0.002389728736525266,0.021175602784361917,-0.04006244563050118,0.004089317531856072,-0.018687278564260494,0.007549606633039437,0.026093239017130728,0.08446889170428643
SELPLG,0.01896955025856361,0.05346034323023388,0.09733790323532827,0.01754391611536762,0.12762926011761552,-0.0289735070303093,0.017996534645037754,-0.0054446704405019895
GDF6,0.07232675518528535,,,,,,-0.0365812358185004,
HLA-E,0.043217416202402124,-0.021130921222942647,-0.0020688746509250483,0.02488496967285164,-0.017866976796463322,0.01010725795110363,-0.06253731192857147,-0.07647374730388622
PTN,0.040884122649532326,0.011302841146137057,-0.040167747003323616,0.01124335379816963,0.04684049829590536,0.04337372499195388,0.04645749303687511,0.09263031263194627
CD274,0.05757046601704203,0.021999513107863865,0.06338061378708959,-0.016684781554669643,0.11829883614958407,0.050128346981638545,-0.017229781250188182,0.01630191548912679
FGF10,,,,0.07509112080938357,,,,
CD14,-0.016256409813371505,0.04095801574230977,0.006212074536657257,-0.00416914335790857,0.003746369867878998,0.030053631997771224,0.002506619522280026,0.081594005518612
SFTPD,,-0.01587745225636764,0.0416705330554704,-0.017784508445540432,-0.10123595462789883,0.008139631213721122,-0.04062103607249801,-0.01896243932235728
