,UKF248,UKF296,ZH1007inf,ZH916T1
ADAMTS3,0.06812484700270974,-0.010026199295535469,0.07091026541988481,0.007117340391291117
CD34,0.21341390097445967,0.027762580351963793,0.07463016276399688,0.06728459912204618
CCL23,,,0.10364783815699705,
PLAT,0.13584658862127977,0.010640267133407266,0.03556603117528934,-0.0038923292677560213
NTF3,,-0.007721329783896864,,
LTA,,,,-0.01970363314184397
CKLF,0.11823805787217412,0.07030514590802431,0.004290423572804654,-0.011710971579820505
CD24,-0.024965652741551273,0.11971239849041172,-0.03455117271789829,-0.01653626881086319
HSP90AA1,-0.07154605762824612,-0.014209718548257555,-0.03561637285022199,-0.07294989686445968
BMP4,0.0818082131758314,0.0013650733020823392,0.10674500084566127,0.00042224267606082893
SCGB3A1,0.024350618119376014,0.05963261727334449,-0.01290480287525705,-0.029012833921650046
IGFBP4,0.2448673744391138,0.0338540992996849,0.06512078091376224,0.09080062559744363
RSPO4,,-0.0002903610690774175,,-0.025987029598073103
LEFTY2,0.21199409533134758,0.034556200205154826,0.03718479609847494,-0.006693085464721632
PF4,-0.02755898588404287,,,0.06223555330917978
ANGPTL2,0.07618378343103886,0.09970132600062662,0.06034826944743186,0.07854442671283175
LRIG2,0.02657073566117125,0.04133045293731387,0.006596476096330114,0.05718964571782446
ICOSLG,0.07109793742983678,-0.00034592584049092975,0.0022573629728093987,0.019668148034882947
WIF1,-0.035555024991501843,-0.04456317526251981,,
NPPC,-0.016925252892664853,-0.019700361543181808,-0.024874597312878027,
LYZ,0.061851185997644956,-0.021308604010639456,0.038832612232528735,0.015222349169280155
EREG,,,,-0.029757043237498483
SPTAN1,0.041491592858027525,0.016856162631079693,-0.07431284465786683,-0.0056537470285618
LIPC,0.04147467501819054,,-0.026376964184020975,-0.024912844306554043
COL8A1,0.10402625287874206,-0.023387492905700667,-0.0005581196604513231,0.02338349253209236
GSTM2,-0.030235785450093037,-0.036818403133307635,-0.03658972992348784,0.026476315834246568
SPX,-0.00039601070299329284,0.027719358971607513,-0.032976050365927725,-0.016936686725079957
MFGE8,0.12980272178619792,0.031867629069037826,0.06573349615364717,0.10707520741113428
TGFA,-0.03883662840198367,-0.008886436089277281,0.04428655301701883,-0.03398391329019896
SLIT2,0.12350638594296123,-0.006584015984430329,0.04682315918580635,-0.053448962811487415
PLTP,0.03486046969193845,0.06693480628750867,0.06584161665370834,0.00355662002472574
APOD,-0.11254304095849887,-0.032206869679499116,-0.12206099496559196,0.024249432630842352
B2M,0.10748770850510056,0.09427887322620965,0.061095221591399546,0.06991449047362124
OMG,-0.03556965394965135,-0.03454008124683292,0.017426826794554325,-0.04248728382514473
CXCL3,-0.026563444981077315,0.04777976465017096,-0.025635767022149307,0.05448860314649757
CXCL10,0.011676957601528743,0.03804976533920688,0.09398299224048397,0.02297278516791137
RSPO3,-0.03608787819665696,0.004306027277106414,,-0.014042015968826671
CORT,0.03667841792785931,0.01671289828217912,,
NCAN,0.0006344212129389381,-0.04092418445678539,-0.07283867146791292,-0.014299312528966587
PRG4,0.02375289443815904,,,-0.03180895054253048
ZG16B,0.05024038765541804,,,0.14505452129624097
TGM2,0.08583671509758695,0.06577919232352229,0.10003813632973028,0.02056258436912642
VEGFC,0.09995752655986402,0.0479869693091543,0.02862095712316631,0.026000579102608345
WNT6,-0.0022850402137954556,,,0.09969371252730456
NRG4,-0.024469131504256905,-0.0010034444854671112,,-0.014042017542601643
PMCH,0.009063330662469874,,,0.08094939077307635
COL9A1,0.13413793192301787,0.015508831919208689,-0.04274675434776951,0.015051791279771647
GDF11,0.0049074640097599735,0.0007747550431453594,0.04079471499529635,-0.0011202432591123305
RAET1E,,,,-0.015403993473008078
SORBS1,0.027339609819928556,0.00448157306646441,-0.07709667570702286,-0.060028580121802726
DLL1,0.025646162610359024,-0.010478584059372869,-0.003609321895798055,0.05167943817272342
TLN1,0.12799557250283652,0.021453406425155825,0.007453428030756463,0.009777734941579113
COL2A1,0.0692662623826532,,,0.0585646974842203
SHH,,0.03535724445979871,0.08406790497354183,-0.048920063166836024
PON2,0.03884036017714954,-0.00086627865040657,0.02384253749272934,-0.0566039104765655
ICAM5,-0.02389110313528186,-0.011275870995083655,,0.026465201230916363
HPX,0.02153403293827802,-0.03447780840876809,-0.025635753610066956,0.01937516275869255
SFRP2,-0.005860225309154107,-0.03529505205121704,0.02367388493650127,0.052466351546923376
CD70,0.09182252896558717,,,0.05393057475980076
HP,-0.03178520817308116,0.013029185873271397,-0.01416355997754725,0.017423003980992474
CXCL2,-0.0028982309484847125,-0.041666799263449114,-0.04601082122008942,-0.05709345678354628
NPPB,-0.03427398636696482,,,-0.014244062934380618
CCK,0.02561680269152397,-0.08161287988658028,-0.026376985473842,-0.018478394887700977
SEMA6A,-0.10031033205941203,0.01300265669873435,0.022768298978551916,-0.026804860999479558
IRAK4,0.11345444828843916,-0.02633665585973922,0.0844912137566191,0.01114855990691235
GSTP1,-0.04958965508827583,0.03846488765955418,0.030933597362764045,-0.005496531658203991
VCAM1,-0.053339024080428545,0.053501688449589364,-0.006131383500880741,-0.053107302975901514
NXPH3,0.02066686542539573,0.023845724837502944,-0.00389559769351286,0.011808034991867366
MTMR4,-0.022155576897568394,0.018255407369924072,0.03275103569787199,-0.03326954991254652
LAMC2,0.026088578206704603,,,0.0029715428435066536
IL10,0.011892619821741064,,0.08326561384002225,-0.05311655568624425
SEMA4D,0.11431352122887792,0.055556724679866394,-0.040552041459435355,0.002171944046546889
TRH,-0.08742160797335083,,0.07681710707315213,-0.01595430571436344
SEMA6D,-0.0015064074396582592,0.010228645869529448,-0.014716676198477868,-0.0652766142998712
CEL,,,,-0.04565540222588456
PDCD1LG2,-0.0003282783541095955,0.0058487661883023555,0.05787820639520972,-0.004352338656426971
SPINT1,0.04036355430331235,0.012930857732815871,-0.0545224201922767,-0.048007333130782655
CTHRC1,0.2214366844959728,-0.025651420139823033,0.07371087880646181,0.11317333151800861
PODXL,0.18736598546423047,0.02622219238596856,0.0872326790426696,0.08651680638430191
JAM3,-0.006682840905239363,0.051640853576368266,-0.05805668974497068,0.05812510874034358
TGFB2,0.053144762213139594,0.01672646877743874,0.027530224024256072,-0.08866185549432803
COL18A1,0.2288847289096262,0.02220148816755639,0.040036832879005994,0.11817801452808932
NODAL,0.27748069757429733,,0.05656571089599414,0.09362366475184598
INHBB,-0.06812579922155354,0.02757552835640654,-0.024670777856418018,-0.03753231985852268
LCN1,0.12998028549692484,,-0.03386951081849801,0.06055359150666818
ARF4,0.05292488770316807,-0.014322073842393855,0.0660398932532262,0.0995695575400245
CXCL14,-0.00792394559148799,0.03611065159899106,0.04352475392266166,-0.06312517615001012
LIF,0.06467117314060418,0.04373826989651743,0.17834337042683476,-0.03115933416840566
IL17B,,,-0.040425857101321475,0.061903539142869855
MMP1,0.046423326524021855,,0.07641089471124,0.09636507393648726
MATN1,0.09392066927504861,,,-0.019403844981470714
ADAM28,0.06625310153651456,0.024439365126439377,0.011814607074522471,-0.002712206754581788
TCN2,0.19206193132519517,-0.017203291180009236,-0.03989756714478657,-0.01272809851041664
THPO,-0.015598344650896758,0.009610976599540254,,-0.021005328802535084
CUBN,0.1216719365623291,0.009261006505128825,-0.028237853668120903,0.059684055112453435
TIMP3,-0.05414120355996108,0.007027924792363436,0.07025450273704123,0.08768103275690725
PIGF,0.037972521908553596,-0.04939044018784279,0.03115407233943136,-0.03136788854060554
CRH,0.05551960287064292,-0.019640771547542984,,0.04500117686550589
BDNF,0.07210294303360512,-0.0160333479886389,0.06540663852872951,0.004936620587468632
CCL5,0.12406624149286928,0.023293302353772957,-0.002479761415919302,0.05484636123583788
GAD1,0.0029532262537103654,-0.06146089597225652,0.0036242757710035966,-0.052230128952396454
COL14A1,0.031778944839455016,-0.021276892650313694,0.02855100331840994,0.008668399712738922
HLA-A,-0.04627840357721607,0.07327553714150827,0.036957704591589244,0.06622292913722246
CD5L,-0.010059877919655097,,,
FGF18,-0.0030083224815919034,,,0.09008232657687264
ADM,-0.09783079766354913,-0.013421029917626616,0.04506505815853524,-0.047891202907267304
CCL15,1.0,1.0,1.0,0.9999999999999998
GNAI2,0.13432542586367063,0.030310401242562728,-0.03621698423690122,0.03722513116615044
HDC,,0.0025381007004633563,,-0.01142258073740302
COL11A1,0.01562195848378401,-0.002715798524913283,0.04276296543228058,0.0050974774380763725
NUCB2,-0.026050884710670734,0.05053371239380122,0.059082428644592726,-0.026522522076906963
CXCL1,0.09357894310482781,-0.03128797227122978,0.027102186902097758,-0.01098435362252821
VCAN,-0.10678715247810854,0.011126821329220073,-0.08089069833213014,0.00689565216931847
MMP7,0.07406538222976958,0.005786855897943586,0.17920971463628127,0.021931804412979518
PTPN6,0.06790676250286377,-0.014494258728798379,0.06662405049673945,-0.06032421643238666
PTGS2,0.003975011731398899,-0.0047178074095793054,0.028403389881978915,-0.014105948647995985
XCL1,0.057756942664280636,,,
CD58,0.021704807822926223,0.025944238941722757,0.06843842253584527,0.002518972389602501
TNFSF14,0.04481133248691539,0.004038464988422585,0.14845985662411318,0.006404104806234305
CNTN4,0.09076117487070087,-0.02697336178408365,-0.030486205236466207,-0.023544803926427976
INSL3,0.0020953430986343316,,,-0.018946223284628163
BTLA,,-0.042359528496414056,,-0.018320050592583466
MFNG,0.09751025175855396,0.006240167900517058,0.0719600368285422,0.02549761780331543
ICAM1,-0.0023999348475717236,-0.03084717047149959,0.05727177902133546,0.03528240054814369
PROS1,0.09258620679495756,-0.020275045236568093,0.05333772530030927,-0.03279519269431282
CLCF1,0.0879718676718771,0.054464777705494294,0.06645825815381769,-0.048357206217636874
PSAP,0.06550032546163716,-0.0082789541575083,0.02096620172171461,-0.016399041604255635
EFEMP1,0.03792962363577707,0.025953661123958652,0.005490164619131384,-0.03956136794333496
C1QTNF1,-0.049112818321377795,0.0413030294104025,0.07804633989119882,0.00508256672604316
ALB,0.040045860726339574,-0.009529036821409754,0.05615905021505952,-0.021423641646753165
EFNA3,-0.03355233186773645,0.004923778786949252,0.10227641388551227,-0.021434088455195663
DRAXIN,-0.007531794965734622,0.0357853117255108,-0.02207247697537792,0.037397587929074064
RAET1L,0.14090931739092288,0.02301003583720265,,
NPTX2,0.019391863135107792,-0.0013739421753994905,0.03398547517781043,0.09365961112377139
FGF11,-0.03399561692298466,0.04764211827503253,0.01579802667802139,-0.0165257473685455
CD59,0.16857758481208482,0.048513834973885436,0.010316401621222332,0.10953698301968008
COL9A2,-0.00582304836548555,0.008134032956017315,-0.03281338694593931,0.028851606750455547
DLL3,-0.024055459430080812,-0.03568591382509501,0.0004863533993463908,-0.029668630601180964
FGF5,,,,-0.003708993899285498
LIN7C,-0.04631571970477131,0.057955564496960744,0.05403681968113358,-0.0112214810537726
GDF7,0.0509899677477554,-0.03780533544823751,,0.01967826231915348
PSPN,0.022601223734541022,0.001026823019699884,-0.0022582629798202332,-0.055501409725196904
ANGPT1,0.11992128394262014,0.025951453414608475,0.024998637728492548,0.01282033621184972
PNOC,-0.04269168353248049,-0.014133700744738858,,0.06301142978661216
L1CAM,-0.04404295527959647,-0.04295294202443699,-0.039912619544167395,-0.02379846962666948
APOA1,0.04819552468742572,-0.01817883604409944,0.04688509301882159,0.006679674942518238
PSEN1,0.028641262543891446,-0.008509004675679069,-0.06727073429613878,0.007163044142730319
CALM2,0.06083785539457727,-0.10568606385547452,-0.03746197802220654,-0.06915682334931841
CLEC2B,0.07395903236469163,0.020338393057702738,-0.02724504874452262,0.0026489091158440332
NTNG1,0.01541855234695433,0.010407922794963893,0.015048695196624665,0.013798185451790202
LRIG1,-0.006310670916517693,0.03722809076255357,-0.042423913574279666,-0.005903013409005892
CPAMD8,0.00205655695825488,-0.033155747755223994,-0.02745517849658477,0.06174210622237102
GHRL,0.12018568590681795,0.01346223067512551,0.0027729036584722695,-0.027252347512525442
NPY,0.11958015223461962,0.017716320909986708,0.13181634839535322,0.0463854524606181
MMP2,0.13798041352127957,0.008954744260408879,0.07781529636632332,0.10107672141677779
PPY,0.010056284449727898,,,-0.013902069534206184
ALKAL2,0.07984653786603507,0.050788618431086244,-0.04388848471581161,-0.003177678997066427
CSF1,-0.02802044947820658,0.07675223152179404,0.03924324484504726,-0.07138260179968267
SEMA4C,0.09201696074814443,0.030370338840634854,0.059440563630125204,0.010887512475569256
BMP8A,,,,-0.017005255258110696
ICAM2,0.14553299336093162,0.023768226499220335,0.10140382088894448,0.09284201045657776
SYTL3,-0.027601246683384928,0.0688320719276704,-0.011387663689289165,-0.011640648059907877
IL1A,0.07785104732248091,0.01215541009859136,-0.010065953863719659,-0.014854903143151221
HLA-G,-0.03708815432835306,,,
PGF,0.22325418215682866,0.01845643617280768,0.07946520372692029,0.09399568866984867
LGALS8,0.0439960309751017,0.025685402767696604,0.013582265824503784,0.019766477623931168
DKK3,0.08101975928413778,-0.056842493800307856,0.04957519609055193,-0.03553076514906684
COL16A1,0.10006155687099204,0.043143620036429124,0.13092477810262007,0.07772162979547537
TPH1,0.011262310021546696,,,0.019121069060060062
TNC,0.019293771667659977,0.0253206873173456,0.03691158515902226,-0.03345370243911333
TNFSF9,0.02737373404694094,0.024401117215812954,,-0.02691206760117411
C4A,,,,-0.022900175053442072
CNTN2,-0.048912289882023806,0.0056722174675400555,-0.09556843731801846,-0.039536322708623124
F7,-0.0014845868315902149,,,
LUM,0.20317013069541906,0.016168875234728264,0.033668814078584935,0.055012927234100964
BTC,0.004706084800067787,-0.017138565911885267,,-0.046930542198831714
APOC1,-0.015921699558874177,0.038101265213106715,0.05432902422106702,-0.053935571201983494
PKM,-0.09222600657435738,-0.1004798167111144,0.055148085573112834,-0.060261777942868765
TNF,0.013987785623735071,-0.019171822734889044,0.01462449857901924,-0.020987460326211894
GNAS,-0.15506549849128048,-0.024797628253669754,0.031645578449812216,0.036417533954481954
BMP8B,-0.0008742711142811567,-0.025128603234619427,0.07907729943570073,0.021073771369289295
LIPH,-0.02723211772276542,,,-0.008759752770572114
CCL28,-0.038305361058263744,-0.03958667989086684,,0.04828643599952106
PTPN11,-0.02701253588151199,0.010904464584504808,-0.0070301663220015,0.0011682727181532853
ADAM12,0.1782510888780833,-0.03825806519117952,0.022948803882183583,0.041602008961191116
EPO,0.02170712532346427,,,-0.01404201328029565
EDN3,-0.001366305041236939,0.03822060782770779,,-0.009051675455373423
CCL22,,,,0.10849832514572215
CCL2,0.1866334816923925,0.0071943721402619055,0.016969326024759687,-0.05097067480731443
DSCAM,-0.05755972437479032,0.01609886479410584,0.010128705066915506,-0.05721818452719648
GPHA2,0.17730641379763704,,,
ANG,-0.0037952185560315697,0.013619684221925324,0.06884519793107163,0.0040615538636416815
FBLN2,0.038167506423316115,0.022767750241300413,-0.0595551797329293,0.03482081229012826
VTN,0.0033169778429564486,-0.011155520154410743,-0.023284830919192173,-0.022900179807792846
VEGFA,-0.23504159000607278,-0.004116364555029656,0.15900894693487427,-0.02822932106712554
F10,,0.045901483071540884,-0.025257760713915566,-0.0073669457410850325
SERPINA1,0.04141021157862038,0.03669159847006796,0.05240999771685127,0.06596560527360482
VWF,0.23117726704085756,0.05230131571452733,0.028730276972555015,0.13952018520336748
GDNF,-0.02627013685970166,,,
VASP,0.16026921549770362,-0.030018365374791935,0.06211415781615398,0.04355085039827863
ADAM15,0.11881704481262205,-0.002236509538682638,0.007658687371293251,0.02088422801686804
WNT2,0.005936855706072622,-0.030967291059919102,,-0.010509719211424486
OLFM2,-0.007731391423482276,0.07127226530913207,-0.014465672793965269,-0.0536800268538706
MFAP2,0.22856780729580695,0.011469237884577321,0.09017636845470878,0.10496418880880216
HLA-C,-0.040328831418809837,0.07676215424880488,0.056672111382434755,0.0423998177428527
THBS1,0.16179755521339143,0.013290641438606083,0.10010238286644549,0.06672267094044651
HSPA4,0.08139933160646089,0.003131205320353589,-0.03383825891134616,0.01738456916517845
LMAN1,-0.04877161636655141,0.037636707375660446,0.055752256672975044,-0.0348588810705127
LYPD3,0.05822992861384097,-0.01542465501897198,0.20813064981858465,0.10875734298609152
APOE,-0.019403222523198413,0.017369211108805974,-0.04325822773119941,-0.026234603251184662
SOSTDC1,0.037971088531745606,-0.00819720169905119,,0.0876074471832318
ANXA1,0.11344710962134463,0.09967769375594229,0.051155363312749585,-0.06734369103397708
WNT2B,0.06394986668689254,0.0007920614013180619,0.10898500678412068,-0.04337559105523378
AMH,-0.021371929567265777,0.02669565123452709,,0.015270556386948384
GDF10,0.014855812778479423,-0.005830294359151511,-0.043406646107718154,0.10939275608870314
EFNB3,0.0313801508165185,-0.01817151802838169,0.06673751468643636,-0.05471498937253893
LTB,0.008033118411206488,0.04381945407522418,0.11262583279439202,0.0036766893448016433
ANGPT2,0.2333007054953896,-0.017871561996222283,0.09436830022307054,0.04723985971071013
ADAM17,0.003876987238435478,0.015439849428638524,-0.033047332311050434,-0.03143939352308516
LRPAP1,0.018396601586329882,0.007810769181306388,-0.03461584734824834,0.06233394638248828
NID1,0.20488824495547114,0.03804464392475834,0.041268823400494266,0.08071476616779269
MST1,-0.042003339732344866,0.08749315458135828,0.0033212448948646335,-0.0074761696171818685
DCN,0.165568482079427,0.012426617017111972,0.004380461760026739,0.06639265841857751
IGFL2,,,,0.07514093550265853
COL7A1,0.09276958062025031,-0.016260967309649457,-0.024213271922447738,0.013219803690644277
CALR,0.004126412204852098,0.07231769938671923,-0.10490526360405711,0.09157153479599335
PIGA,-0.0006831561309509269,0.02703214135266314,0.06550227547695088,0.03474069313900712
CD200,0.004864010401362911,-0.01359737770883601,0.06467799865042079,-0.00919879300561603
GRP,0.05994917096218419,0.0015922492974530036,-0.040169878263853716,-0.01666175464188366
CDH1,-0.01828263467107746,,0.25971343324828733,0.0016259332049110035
LPL,0.06455276694382507,0.04302006043412177,0.02662727157153024,-0.037436278818610925
SEMA5A,0.011454972083285024,0.036133470347024146,0.012364500224192986,0.06338087088387433
SEMA7A,0.16768345899830622,-0.02466685543018858,0.00997094926124631,0.019341068473483772
SEMA4G,0.010155107762038838,0.028181461793615838,0.12311609603484416,-0.03564592630334762
SEMA3B,0.028024472636431128,0.0985967679873871,-0.06407784501482976,-0.04596005944114541
RPH3A,-0.0034895490349180626,-0.04749645213054543,0.013466369495676131,0.04566868230543751
JAG2,0.20830397142158902,0.04450758702897591,0.07003257697437495,0.060366785358858456
CGN,-0.049962683007290364,0.019879007755481622,-0.003381620201041817,-0.039561379330017105
GDF15,0.010296006249652908,,-0.018122622728532278,0.012618087855271977
SEMA4F,0.06047271819185134,-0.04030032058973186,0.00939357928522229,-0.01647693656050466
NXPH1,-0.05347088329957434,-0.030675096433715916,0.003166158066128445,-0.038134385576339545
ARF1,0.021047210858628762,-0.009407980319464456,0.07107683157486114,0.07894978444419773
DSC3,0.022786260727599594,,,0.10547542891950984
EBI3,0.07210252555505357,-0.00014038610420357643,0.11049749151115609,-0.00972170841875871
TIMP1,0.18661592596433865,0.03551131321096023,0.08511026451580589,0.07597529800472522
SEMA3C,0.12151617700090594,-0.03324461264177007,0.0623819683338617,0.04193153376434804
GNRH2,,,,-0.015216439769590364
GAS6,-0.03047884798714068,0.03234332004676633,-0.045965056629599405,0.06566180419977889
MEPE,0.009639784076626952,-0.015321471038514426,0.13618283421545146,0.0014661214384797615
SERPINE1,0.1536473150224448,0.06864225347039901,0.08598939809226945,0.006268241325273202
RSPO2,0.05115014867787448,-0.03875600149631463,,0.03025485403829174
SHBG,0.027282010070721483,-0.020731331313598177,-0.025635767022149307,0.04322115182348982
LGALS3BP,0.029140284151974102,0.01703120264012467,0.008851380827250857,-0.040344390654468064
LAMB1,0.24125314542910228,0.016502557445893105,0.05865014190128994,0.10802942793310027
SPTBN2,0.0774007620242917,-0.035480764826836354,-0.007540874415045172,0.028496727489756412
COL1A2,0.21425779982641724,0.03604390882147774,0.01515594814759927,0.09344546877197074
DEFB1,,,,0.031180821135488045
WNT11,0.03932072975307782,-0.03417965918509915,,-0.01863551517206592
LGALS1,0.09510735518892875,-0.03436827799594799,0.049201062506195256,0.0644787320474021
BCAN,-0.019364674328842472,-0.0185684502458381,-0.07381389467955361,0.018121675688199154
ANOS1,0.09604384021951104,0.08056021182527565,0.0024912445227041865,-0.036785136947878334
EDA,-0.009975381504134644,0.005760341043346596,-0.03559999299750422,0.015428357036712987
FGF22,-0.034273996435801264,-0.04863918330652956,,-0.026912064659010897
SHANK1,-0.01049006415357549,-0.006430363096941784,,-0.02503408604353296
RAET1G,,,,-0.017508879669058355
TGFB1,0.044590953123015725,-0.028291630900288273,0.06930238558042803,0.08626973678100605
MSTN,-0.08073601843490029,0.04178047459800253,0.03388374296874215,0.01373460468490761
WNT4,0.09233436260726506,0.013036863487321264,0.0660791709115234,0.0038785943728017348
TNFSF4,0.04631388400943992,-0.013793118554183742,-0.013865783347679137,0.007999817234926251
NTN1,0.03662302208943446,0.004983167027335933,-0.005238009628694424,-0.030652231823321534
CXCL12,0.13545343651939395,0.04705420944683749,0.07283633169873387,0.10103728887642847
GNRH1,-0.007660695052956852,0.005701402988314262,0.039042233131484534,-0.0011352272011658352
RIMS1,-0.035835123011366855,-0.023517084260737703,-0.03474366177375262,-0.03027992293862434
FGF14,-0.0061734681683383785,-0.03900098996270332,9.553006632287352e-05,-0.03575980792953185
IGF1,0.0800713239852425,0.01785389097225877,0.010824475920081062,0.007868652153279759
TNFSF10,0.02279644848171765,-0.017529183719755786,0.05904275358865672,0.01574624118859235
GDF5,0.030009810514756492,-0.01951848212896338,,-0.006629771922022604
CHAD,,-0.004288147132445164,,
RGMA,0.0035757327658700283,0.031564977026218764,0.00022879571299056644,-0.07127803980013364
CLEC3A,,-0.020393501803308622,,
WNT16,-0.009923305227591593,0.039794808033158414,,-0.032896180015692646
CX3CL1,0.08780101661647387,-0.004182279247503187,0.06191503746813701,0.05763214126936003
FGF1,0.0991852342022511,0.056964422153784326,-0.028685866676158932,0.022085780148560913
ALOX5AP,0.0520648526418674,0.022334844197539852,0.04312186596994478,-0.026842078148274513
IL1RN,-0.07489531215465879,,,-0.0007276221997669909
NPW,,,0.014143407806189688,-0.012442462302889529
CXCL9,0.06317880310309403,0.09192237750462078,-0.0012240319281133104,0.08245507034521322
ANGPTL4,-0.03289361554172657,0.05324895079628251,0.006842385253253298,0.005516486651802829
OBP2A,,,0.02160161647597041,-0.015772856172000395
COL4A3,-0.012664694874051462,0.08372538968168196,,-0.02551423746901892
NRG3,0.03781710445509131,0.04185795489735406,0.09293742422144001,0.017255556932242882
IL23A,0.002571005221367965,,0.08560212230170564,-0.02276937656089522
COLQ,-0.03294890402084278,0.07590777826678678,0.09928548202455695,0.020933019862280897
TNFSF12,0.008439625784648422,0.013724894718793354,0.04298200600700724,-0.02821205021803003
DKK2,0.05534325285282571,-0.015073594569072602,,-0.00858465666083039
FYN,-0.04903704210819553,-0.010743924748714087,0.04517250523919786,-0.0469573763517353
ACE,0.291536489725622,-0.0014557486145305785,0.06534350638565596,0.11381299380869973
IL18,0.13635700988526941,0.006776270237728979,0.053190970554536414,0.033903412776802096
CCL27,0.00502549279935491,0.008723587593842013,0.02725907365695794,0.009369407665285821
SERPING1,0.08952527569736274,0.03618781188985774,0.042406819241985715,0.014219164155769263
AZGP1,-0.03664323957755448,0.05022107177468805,0.024798707124618263,-0.01768570203902855
INHA,0.008729174311792914,-0.01756283747939629,,-0.0017704054585867038
SEMA3G,0.06113782983000761,-0.03165107535738617,0.061021533495331674,0.13673067020057028
COL6A1,0.14767680209302744,0.01340198615668982,0.05640990583327924,0.11409264730784792
FGF17,-0.04267743008061695,-0.019792839824614026,,0.17608268094752502
TNFSF8,,,0.013855547748278995,-0.0231797375650074
FGF20,0.00956305548185457,0.014284130483426085,-0.023691409019696453,-0.025869498936559647
ICAM3,0.0688642390698715,-0.018224337567647533,0.06619982816228363,0.02380427903781284
LAMA4,0.24178425940243128,-0.016962053114113577,0.06626140113139134,0.10330943622977433
DLL4,0.23047410370729612,0.08599058248090415,0.07725143631307752,0.07780970459947409
SEMA3A,0.07703477392361134,0.06720114329819055,-0.006989690973704108,-0.035103746271407985
RLN2,,0.049251567305895395,,-0.0173424910898663
C5,-0.024891678248290645,0.002067323189154493,-0.017710292313675165,-0.005161446690998116
COMP,,,,-0.0012341599731661172
EDN2,-0.027232121903963707,,,
C1QA,0.1201424285756044,0.03824231902212723,-0.05887065236755099,0.028367443041665462
UTS2B,-0.02914144022857423,-0.011958396551211892,,-0.01847839000634689
COL9A3,0.016713299138974187,0.005271773727988341,0.040246392711749956,0.014161997293204913
DLK1,,,0.05322301113237848,
