,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.012644893308563191,,,,,,-0.028864394028998708,
BMP1,-0.061411495472041604,-0.0029904809652047896,0.042212270064877135,-0.018837471550527677,0.05820559808272631,-0.00519119959287219,0.07184908136971534,-0.04018901356177528,0.062406950670182836,0.03619577731620089,-0.03197231948547854,0.08279028571925122
NDP,0.00863262280181942,0.08925187662796215,0.035177571168371155,0.018484271415563937,-0.04266040914120049,-0.005711277416193076,0.0029472213519756204,0.005969426914817929,-0.02939421032436255,0.08398206106857532,0.08490827496033797,0.0061760292731255495
TNFSF18,-0.0350618421389829,,,,0.0021466502037192697,-0.019770904777956188,,,,0.018868856406648815,0.03394341175164549,-0.034416793234015815
IL36G,,,,,,,,,0.012298669163173254,,,
RTN4,0.0050049441428597335,-0.04937155698244693,-0.04389938692857714,-0.022554278721025754,-0.08667785394735852,-0.03506460809030911,-0.05310937857434404,0.05404465022947154,-0.06823544264419179,0.03553171349049122,-0.056781073420479805,-0.04560449950887619
HEBP1,-0.02710101890737263,0.009360934422682814,-0.039612852342186894,0.019900236053804397,0.023653959934444795,-0.0035436990539487764,0.033480682792199026,-0.022530096486909446,0.056033197124473695,-0.04590739089700855,0.08549199672143397,0.01939804725395695
WNT7B,0.027079567551879017,-0.011997459179223265,-0.026412439679351453,-0.06472885062593868,-0.043018338735063236,0.02526609382160958,0.0147515882313871,0.041189581037250254,-0.022425617981297136,,-0.008698010007460726,-0.012068156905691074
PTMA,-0.07286445692067903,0.007728209907392045,-0.03593085408704432,0.05278501223553694,-0.04685008815261536,-0.05742565212282472,0.014896288974059618,-0.09997339092582141,0.07900359249919041,-0.06016189534319952,-0.1197112111892147,0.07937345245979137
FASLG,,,,,,,,,,,-0.025034079094120264,
CEACAM1,0.04176839888871708,,0.010290499506974535,-0.030116818676712325,-0.009350953236969762,0.015173475683373924,,,,-0.038344961538436785,0.061827881588962685,
PDAP1,-0.06210335642545678,0.018844624885561188,0.029237201346350238,-0.0327554622636277,0.08445810116237336,-0.024490027241689468,0.034795865466570375,0.025129877914737003,0.05366942341383787,0.0661763881923214,-0.01827717324265811,-0.024485695812494792
QDPR,-0.07920642540951542,0.04290039966949811,-0.05413248262918111,-0.017922203428871734,-0.05773209417579906,-0.08559069374602843,0.0043958153846633844,-0.022146831269207905,-0.011855892196011249,-0.03575764473846219,0.014213352533047709,-0.04472916888938873
POMC,0.032654638957676334,,-0.006678940312030994,-0.0206051819185661,-0.03185235386831212,0.0007258905138691504,-0.02936442413245806,-0.024535743176702905,-0.02835001261000292,0.03671257670675533,0.007508651557891563,-0.07387759351968078
CCL18,0.023333083870882475,,,,,,,0.024290859529198985,,,,
CCL17,,,-0.017677479093470568,,,-0.013229599313315557,-0.013513117896291884,,0.07055396392205124,,0.03355556906857801,
VEGFD,0.023786567434915248,,0.038757657141603036,-0.002875238566544042,0.05075925273402489,0.015331420287862219,-0.00991203539681523,0.02981494529338604,0.013381506713109267,-0.0335255764801917,,
TNFSF13,-0.021015104294626413,,-0.012193529445011448,,,,,,,,-0.014103935664881159,-0.009291838762739812
WNT5A,0.024638724107050963,-0.07522128544736022,-0.006683975921926388,0.05337468626950571,0.021704697710039474,0.021244184606603808,0.018896213700754706,0.010241261810092812,0.01640727273575583,-0.008716175172609628,-0.010208009753085143,0.027178920836137935
CXCL8,0.038647451922557544,-0.01758787660898104,-0.05725806539277057,0.025016959660378115,0.06060384264264978,0.052607141506132306,-0.009230518351141763,0.04094860249284606,0.08017530242482435,0.05055752013039983,-0.03779223040788217,0.06207697154382476
GRN,-0.060648058831109124,-0.04568060942936432,-0.025309803937032638,-0.032611520698606886,0.025102372097067893,-0.08710961245155942,0.017904534021015713,0.004848184834533503,-0.02167298758794747,0.0020925727076778525,-0.026530740561090196,-0.02946200464992204
MIA,-0.02080238845447015,0.015224465927986687,-0.013634403212532158,0.025105082828819854,-0.036121304775438234,0.03035782658630043,0.013546036089830247,-0.022481851084982758,-0.02735807837087947,-0.07432398000603065,0.08075267731239567,-0.02962044875086896
COL4A4,-0.012620455152193994,-0.01098290830992276,-0.03564828516319324,0.003013751519551531,-0.012460603786269842,-0.003275032573474438,0.010599156039254464,,-0.026538350979794807,0.057836495778168046,0.029766783402122254,0.05650331752020692
TAC1,-0.04197683660943163,-0.01678482115970011,0.017214017603361206,-0.018058215135978935,0.007679009002576236,-0.09706247860305715,0.01709020000069573,,-0.04703151194212067,,0.012905456615279524,0.010385474877274113
RARRES2,0.02054648373801568,0.04203266361428915,-0.0069716198883235485,0.03989829468107144,0.06759744699308425,-0.08820233984128512,0.009163034289408156,0.04303472285964371,0.03016106075656314,0.05970446878922129,0.027865843645465172,0.03013875035725088
FGF7,,0.05247688592819986,0.007821860216237306,-0.0004617562263481166,0.05767860071265222,-0.018333502721188576,0.05113440646969826,-0.03611886617183044,0.045109576605918404,0.10699577448747874,0.08041422782269282,-0.06239336303914048
HBEGF,0.06661902068113887,0.034046097095910915,-0.022649955256611093,-0.05801613828119278,0.11497800177402932,0.11598605074283462,-0.014107311188681288,-0.040875683988273064,0.053704483634002195,-0.080599071382734,-0.05474328628313848,0.028347781120027036
CSF3,,-0.027437630227077747,0.06213217640424702,-0.0360432424926685,-0.013183078969032876,,,-0.024904572723160833,,,-0.023889681232014726,0.09659889496214212
PI3,0.054216890280303374,-0.04715830183877001,0.005123323031110151,-0.03092489311810627,-0.014844320916939784,,,,,,-0.002381676194726939,-0.012014965299898343
PCSK1N,-0.0008320157802855207,-0.039054462930714275,0.006558702796932641,0.01772790317008332,-0.03425765021355936,0.007830218463900583,-0.009725275439197786,-0.03919703927033352,-0.08960081064668915,0.004791703922071008,0.11207950135233011,0.008943401473705358
NTS,,,,0.0006272693686243392,-0.0162035898635028,0.018170216206368786,0.003377845203455939,,,,0.0139652055097664,
SFRP1,-0.01744962951021423,,0.0034564548406908185,-0.03287186046244958,-0.012533232337390846,-0.019761372393673614,-0.01351311803238008,0.015494698136595784,-0.024077517140217383,-0.037201184070184336,-0.03455528005220715,-0.03644199218633427
CXCL13,,-0.019922966041879417,,-0.008849968497810718,,,,0.009537468847618285,,,,0.13507063412833825
MICA,0.004363171992611945,-0.009205064904958728,0.01293835029897309,0.02977719709541951,0.08359804489393007,0.0260783531596864,-0.025236258924323244,0.0239547518450651,-0.010312933547723587,0.021251135022954993,0.040367868467930626,0.05656144802792474
TG,0.023938731757318032,,-0.01664524596258835,-0.05318043299177345,-0.01591079685223818,-0.02484217064035101,-0.009779384739195146,0.010661710162779513,-0.002594816246727647,-0.03809709863809959,0.009007161495481636,-0.026178892444159444
ADA,-0.029434163612678543,-0.022168723660861863,-0.0004361494654705802,0.003329608149810629,0.04523239735970414,0.04834621920310168,-0.0158825072750971,0.05422091974966252,0.04446991663399574,-0.02712188625211163,-0.010290012958654025,0.016961766946455927
LAMC3,-0.01791777620324828,-0.05121633830529953,0.01431970248716525,0.03963796615314404,0.03966956882178015,0.026651858993735233,-0.031182879116388333,0.03378037522006086,0.017135443600459276,0.007309407993595391,-0.03741001709389355,0.0381459480191516
CCL7,0.02146247182599127,,0.011953159124668131,0.08856091375140107,,,,,,,0.045442015896178675,0.04618224576736084
NGF,0.015428467267347687,,-0.027574081719589114,0.012772898441827052,,,,-0.051997452675851576,,0.055971655464468806,-0.02669314944922034,-0.018454784890315507
TNFSF15,,,0.008098873174493721,-0.020835299697671106,,,,0.008298263738721789,,0.14952258491697754,-0.03283801950148724,-0.018373643402125585
HMGB1,-0.05539389026433288,-0.022685734672819622,0.02261204810013342,0.010824031492192169,0.03702536484627105,-0.058913636756490105,-0.023179617864161756,-0.012588821404842665,0.0024688553193100765,0.007552626676421881,-0.018084894372158756,-0.014898978727173101
ITGB3BP,0.017335291342809662,0.06602583929175183,-0.012344624715716667,-0.029908519151014907,0.03089529443915129,-0.007790028696234534,0.0018961612273759821,-0.034288803541614676,0.014721069486229262,0.07402844531221725,-0.028359746723957052,0.03303908427958538
AANAT,-0.025699981697650056,,-0.012193530746403636,-0.028814071064434232,0.11560513119241987,-0.022340709234964774,-0.011272853435684472,,0.016379688208263056,,-0.026487090238710122,0.046419651861864544
RELN,-0.03019916456674431,-0.014009528117488729,-0.02116523869500596,0.05566003439667276,-0.034893374440906816,-0.0017432063899233783,-0.000507156298441243,,0.02030118142288686,0.02773718370563894,,0.10080101054172637
IL15,-0.01254913922540389,,0.0208338741154257,0.11247351587147757,-0.005847249723526106,0.01948748439756929,-0.0005254117852405986,0.01728275642201927,0.0933433935291552,-0.025416965917563736,0.07456303886918006,-0.02927303879170133
UTS2,,,,,0.03354564316198467,,,,,,,
BSG,-0.0033083187147159646,0.1016358661391559,-0.009521885207653118,0.03401879531159422,0.03826889952772516,0.09351066289415326,0.04525264908787864,0.022995631886640642,0.07852640502932767,-0.04769294024113755,0.05016877872455874,0.02813122978446817
ADAMTS3,-0.03820514196338114,,0.024105402981796416,-0.03896691728526677,0.08628014020001691,-0.022253010317218824,0.0036072186220269986,-0.031116053701491033,0.07299507376639483,,0.055750697283791006,0.0073068967114784285
CD34,-0.030917832119610092,-0.0008377060656082694,0.012252601113655639,-0.033489861206786174,0.05321281900276829,0.004702876732986952,-0.02109120269660641,0.03723534832633333,-0.04091466749611836,-0.0351327972144992,0.007814944622051222,0.02928261255675494
CCL23,,,,,0.04324962709141584,,,,,,,
PLAT,0.01541513857190218,-0.05927487976245313,0.00357907299134012,0.04955042703052282,0.09996619393545172,0.052392175979669095,-0.025573695543383956,0.011709322837090369,-0.017516617317311887,-0.018316257253191862,0.03727633396788728,-0.029939308958386313
NTF3,,,,,,,-0.018197074635365424,-0.03378214726385578,,,,
LTA,,,-0.015424283085518586,,,0.004502528296121726,,,0.006800964483406408,,0.010795314675209226,
CKLF,-0.07991369136530829,-0.006531914198386249,0.032745247295099957,0.019245703205346996,0.04671430025817049,0.030970566031435467,0.04157291203373307,-0.010123373790463642,0.09275778695396623,0.016206790663552427,0.10323336315515307,0.032769968610243984
APELA,,,,,,,,0.054859010025063985,,,,
CD24,-0.048859581705299596,0.05764550316751552,-0.03729027506955116,-0.03952531940538752,0.03719073331595938,-0.056483519709846455,0.012568037166563862,-0.03423198774571566,0.022093660148224382,0.08395422277899925,0.08489138244688768,0.007107699528800459
HSP90AA1,0.03591628749234661,0.026316014820656666,0.014742116875872676,-0.023913200195202912,-0.06360848415192344,-0.054691174308940986,-0.024133403340893096,0.018464240389462174,-0.02207987782187532,0.008430987743825983,-0.08497637814199945,-0.03636905260048501
BMP4,-0.014523530144352018,0.05257476995664402,-0.03598670404719525,0.0571882620789871,0.029811168777425717,-0.0012628703251230482,-0.007693263727120252,0.015385013725696492,0.015023306210570417,0.06659447194747564,0.042735421726540136,-0.043110665119550064
