,MGH258,ZH8811Bbulk,ZH916T1
ADM2,,,-0.015281783351842894
GAL,,-0.022075859172330792,-0.015076325239674136
CXCL6,,-0.04894168657633313,-0.02761190758161174
PDGFC,-0.015886729456197245,0.06782315403868695,-0.0023202746041015546
COL8A2,0.006931573592641152,0.03553740470169085,0.004890326664648459
SPON2,-0.03401661011914759,0.004206514376438003,-0.003173222823580395
LCN2,,-0.030121094655233285,
SEMA3D,0.06097444930674518,,
BMP6,,0.014055780974378004,0.026244735533982433
TIMP2,-0.001990409293203547,-0.0337028735970633,-0.062598038515936
EFNA1,-0.06163989108945037,-0.003437623276521058,-0.046114685373153746
S100A12,,,-0.01665336075146495
TFPI,-0.04568252342783734,0.047893764425626914,-0.05097124641763659
GPC3,0.05883124602566539,0.07201676934851105,0.051888449671629186
NMU,0.020737867446852628,0.01786027096723248,-0.01709246696454646
SCGB3A2,,0.03675215262526592,-0.02403943308302031
LAMB3,0.03558438539813959,-0.0030623185117367776,-0.009074143101869821
LGALS9,0.0005387396671693189,-0.020927617188305537,-0.0078398552962477
VIM,0.016754466795213405,-0.05739136910537019,-0.05349907144226133
PLAU,0.04512623606290001,-0.006133912522445365,-0.07431917003164865
TGFB3,0.017536121786611358,0.047630711228822016,-0.06618822386514668
APLN,0.11050941754153515,-0.02548544560057374,-0.032599585719778064
SHANK2,-0.01952083975003938,0.11169827101484832,-0.023767050021687337
LTF,,0.039029916749295485,-0.07645839884794763
PYY,,0.06026887221323841,0.04145082172075365
PENK,-0.016985059865404335,,-0.018102378727574003
CTF1,0.008350502504494817,0.0510043799024298,0.03206352766568455
COL3A1,0.070980913203559,0.00646478100009329,-0.07888537850903471
S100A10,-0.0015410765222272596,-0.06639049169058417,0.06415841512907254
FGF13,-0.025263783963414298,0.08477460468302762,-0.007227549870939042
SEMA4A,-0.027739799709494084,0.0995860418536782,0.04422557984487924
EFNA4,0.053156406394868634,0.06097855567894386,0.0094482071898972
HSPA8,0.0470974626152277,0.06586597559472128,0.0022461202784531927
NPB,-0.03661353129404044,0.023211997654358444,0.011571312748188015
ULBP1,,0.14605053312953473,0.05419540166412534
SEMA3E,0.018732959907906785,0.05611478091075389,0.003827994395685746
FGF3,,0.06491157921839211,
ADAM9,0.006622982828833607,-0.031127969385852015,-0.05427847829085362
ASIP,0.008184043093635195,0.03925249694526807,-0.02399867109380817
IBSP,,-0.08695001347249785,-0.04984030818890001
FAT4,-0.03923671457669116,0.047763652507133915,-0.0656331668086215
MDK,0.05867342814187145,0.04015188122991819,-0.10115198897428357
BMP5,,0.06945101912455276,0.006591519662167183
CAMP,,0.04006607961808929,-0.01977637021914618
HSPA1A,-0.03681617627968309,-0.03881702736779116,0.022820722185109485
SEMA3F,-0.034130477163108436,0.041835304282936046,-0.02303560401189668
ARF6,-0.04504517783633057,-0.022720100806755152,-0.03668131639234052
IL6,-0.022365599837379863,0.019836483838614926,-0.030583999716341535
CALM1,0.04773147998944222,0.029365519678619865,0.0951114193111798
VIP,,,0.060206713309555224
NMB,0.09415222783256474,0.09175125156721062,0.053152417683693304
CCL26,-0.025435273664106126,-0.03160891408300746,-0.03851785922794442
FBLN1,0.03333338609898023,0.0007265410620161588,0.07153092982129676
SAA1,0.08071296519240936,-0.13354829146641664,-0.0547506090199378
MICB,0.010295315985061825,0.018010933429272607,-0.032498119810598365
MMP13,,,-0.018102371079983623
F13A1,0.12542985524050618,-0.1028152344833993,-0.09702967633939526
CXCL11,-0.012207739062612957,,-0.029491302655009606
COL5A2,0.04963861490822273,0.02982482828758232,-0.11340614652537494
EFNA5,-0.031508029314625846,0.0010645856271277615,0.06536438582621117
AREG,,0.08342096859684495,-0.0297994101408558
EDIL3,-0.027403876011849657,0.02341066533321485,-0.05104130072380772
CD86,-0.04273639526601723,-0.025641114237644792,-0.053774639433611514
AHSG,,0.1252122901890356,
HRAS,0.023422569848856593,-0.03858132763525637,-0.015637423708497404
C1QTNF5,0.058494558160641384,-0.024327009711220107,0.09685070301202689
RLN1,-0.016985061276147434,-0.019322750529739096,-0.014226605377276366
COL4A1,0.07099213510820086,-0.001933842639747694,-0.07355483218480642
CCL3,-0.04652332073741225,0.09911547848771103,0.07704657450351445
BGN,0.019691651201988326,0.01046341395548559,-0.04143658560446354
RETN,,-0.00608945411999829,-0.02470914110353249
S100A9,-0.027167048272391657,-0.07537475817119321,-0.019771860222591132
HCRT,-0.01486569874951587,0.07166680134575316,0.092325864312559
FADD,-0.040090324152501,0.015337157262786004,0.06124513967268797
ACTR2,0.024212749698579433,-0.053273129696761366,-0.05535515139812478
BMP2,-0.032004544608932935,0.011951776792036493,-0.07371730155378806
PDYN,,0.0001643869757522645,
CD55,0.007044861746045265,0.018608057773663367,-0.05525378262999869
PDX1,,0.025307308907369857,
CD6,0.006589279790345507,,-0.0019813911125635126
IL16,-0.0013814047306028902,-0.031329150476445515,0.011684921720941172
LAMA5,0.057252262619358896,-0.03153195471370058,-0.007450320493909941
RGMB,0.02668882363639903,0.039866428780718,0.07427869603086323
INSL5,-0.016485143662393835,,-0.024841238960397118
IL12A,0.04438957609266194,0.001416360927707725,0.08658473065017486
S100A8,-0.070825793580762,-0.09174496171645671,-0.0209858221695137
TAC3,,0.0695809251642628,-0.029605573671836416
MFAP5,0.011085778355861383,0.0014622091917222179,-0.0185380578867194
CXCL16,0.04773215658247842,0.010156587649739823,0.029491350046075705
AGRN,0.03322667098647265,0.035794204573337,-0.02746980884835616
COL4A6,-0.02274567831823338,0.06291839962751125,0.0013252309652654502
FST,,0.0007170057568693637,-0.010929555138540976
MEGF10,-0.0024517024200864795,0.03556093705090183,0.0984334928653563
C1QB,-0.08907211724437424,-0.012236708656473824,-0.06078704393917071
HLA-B,0.005512615920172494,-0.07003836289202729,-0.10524629194135704
PDGFA,-0.05888119698605695,-0.030727724706212763,0.0025480942936898887
LAMA3,,0.09089498060109266,0.0038839298087590866
DKK1,0.03751646337565,-0.014645458985592219,-0.07176766022571258
INHBA,-0.021188853989775602,0.005084636207550011,-0.07392605755826875
LEP,,,-0.014443465199816548
IL7,-0.025263781501966207,-0.0013422579479163144,-0.028502293094691107
FABP5,0.04990895682005198,0.019959569471579796,-0.0024607003998579824
CCL4,0.005344815731932372,-0.0386424846369088,0.05351097722105728
FBN1,0.04048970742060377,0.039060925323717535,-0.06941354092582905
TCTN1,-0.004592159966902218,-0.008250422711932373,0.0552593511059291
NCR3LG1,-0.02016109766514923,0.050588241513232844,
BMP7,0.02707440056127687,-0.05738018311696927,0.11872086072514428
NLGN2,-0.02655663490208303,0.024747809941287995,0.001736215587590199
CCL25,0.09551851078108141,0.07353686246278587,0.052996742398232245
NPNT,-0.020203627976902557,0.04825009540943294,0.05503880141459743
KITLG,0.02026372894402117,0.0605163553711602,-0.011030287334810734
MADCAM1,-0.016985065508378853,0.027202490103816226,-0.02648597367383561
F12,-0.004805533051413741,0.004577159232728665,-0.02620664793171627
S100B,-0.02584791383840313,0.11094703801144332,0.1259213605832217
IL27,,-0.02166389303100433,-0.009019185220213477
CD99,0.06900270775308462,0.05186169466030352,0.02548056601296801
PDGFB,0.09845228135306851,0.012481973807645052,0.03418696477668087
CLEC2D,0.024216517653655612,0.08452014864326494,-0.008919017548379168
F8,0.09927958864432923,0.06509555562825434,0.05231364932183124
C3,-0.05390918852329397,-0.08232445609469652,-0.07869824049447545
DLK2,,0.03476148566885367,0.03554253755673259
TSLP,-0.01673685297699112,0.0014263237942179832,0.022616454548491677
OSM,-0.01597052597840219,-0.004402802596153007,-0.07454985192752177
PRND,-0.01698506339226275,,-0.018788253705792048
SLPI,-0.006817566692870966,-0.1489791154516691,-0.048842998055251136
AFDN,0.05280540643439563,0.0070144974272488185,0.005038975816233369
KISS1,,0.029775026298680115,
ULBP2,0.04332844512483401,0.0555641523216501,-0.032148898324346004
ICAM4,,-0.014990405659534467,-0.01720994942127066
ANGPTL1,0.13442814541789516,0.10414364535066586,-0.025492970710988803
LTBP1,-0.005181940839687061,0.04486513721557642,0.06435470507612176
NTN4,-0.013824167524737092,0.01789826796514971,0.06286314467705849
APP,-0.004873981908243066,-0.002493772496876082,-0.00030058403024676474
RIMS2,0.09270786578005687,0.010207527400918206,0.10084237968443328
WNT7A,-0.01747153744963793,0.012222327983398177,0.08495193671424685
GAST,,-0.017086914424407323,0.02276319407716462
GPI,0.04532334062392694,-0.03396200361394391,-0.047893974439594686
IL1B,0.09047777337866048,-0.014985402438113637,0.03252964984640137
SFTPA2,,0.09677127819082995,
HAS2,-0.030430528150441907,-0.058921839888628966,0.013359494878512915
IL11,,0.011032756282509767,-0.03768702279562325
SEMA4B,-0.019254747571632883,-0.039459229624282464,0.080939475881069
FGF12,-0.024918155153329458,0.07441325240466398,-0.019953362181078054
CP,-0.006133051491765125,-0.036203860936474014,-0.02736519692240944
NLGN3,-0.01978633181364697,0.05717407273708492,0.12255932576515298
GZMB,-0.020986969988287245,-0.021181890779299776,-0.027565594812742143
PROC,-0.03241930713701629,-0.01804959910906037,0.03162931345391966
TNFSF11,,-0.018049592174082377,-0.00480627327215957
AGT,0.03704473702883979,-0.05821947455654198,0.09134441463634707
PTHLH,-0.04454920238677701,0.03885151133776458,0.012792279175739881
COL1A1,0.06793297163530719,0.004758306173921037,-0.094888699516376
LAMB2,-0.0297377160300309,-0.040610867795697315,-0.07428501248369741
DSC2,-0.021541999151907926,0.07696439833642739,-0.06938103291053443
WNT5B,-0.0005171328672239421,0.08005594460435253,-0.04075341111610837
LEFTY1,0.1070778169265056,0.10010225515101286,0.07269693261632514
FGL1,,-0.02394410131129272,
CXCL5,-0.027898188147211934,-0.041523999141731736,-0.04531031630443253
S100A1,-0.004755292886023834,0.082849025032568,0.043592372975978705
C4BPA,,,-0.014443461660192274
NPTX1,0.010817201791720386,-0.0049508405877377835,
TGS1,0.019131295665035606,-0.005285555116139193,-0.01185702167559269
SST,-0.0007690600884450275,0.02781933678141215,
IL34,0.017377578831556197,0.015877113804276612,0.03292736882154733
DHH,,0.07875021117010045,-0.02133130364422444
XCL2,-0.03192627714144039,,0.01276499073913752
TF,-0.0343250209650477,0.05036342247678875,-0.02858478119043889
IL33,0.04499058235050095,-0.003918521968867959,-0.039048330318799646
RBP4,,0.0673235434909345,0.05444517978165577
CCL19,,,-0.02761191287576561
CCL20,,-0.03887870063977881,-0.05208431342246044
NAMPT,0.012878710307344377,-0.09026268990905852,-0.12258245030055634
