,MGH258,UKF243,UKF248,UKF251,UKF259,UKF275,UKF304,UKF334,ZH8811Bbulk,ZH8812bulk,ZH916T1
EREG,,,,,,,-0.016890056650515097,,0.025303772792000443,,-0.03657006478575587
SPTAN1,-0.02954836536053463,0.02799576527219398,-0.013641473895635615,-0.012502448943639582,-0.027010017281811405,0.01997964095109744,0.05357959142997851,-0.0014733971484153488,0.062125697127330196,-0.07796718244825802,0.0007367443060643266
LIPC,-0.027632153061429545,0.06486806919211968,-0.0032005684453058586,-0.01720609597396195,-0.0198613577391442,0.004908980072885756,-0.0302497836201274,-0.024553818366459607,,-0.012062446007402286,0.02636956625449089
COL8A1,-0.02405932637305855,0.03753043808040252,-0.01772949749112482,-0.043163723248886156,0.022523329992947694,-0.04087911468598302,-0.05421872396168538,0.037339338258200364,-0.029443890600163343,-0.048422717407047094,-0.0052879626922703515
GSTM2,0.07039799703801662,0.07413346103422054,0.0419481407019883,0.00014664636060420395,-0.02399679031936652,-0.016298272755440903,-0.0268638431896173,0.056286910728752935,0.047374276534639145,-0.0026970699117239622,0.03370966099756023
SPX,-0.021367805943608414,0.06251125140200914,-0.004597184787927789,-0.02086462080430278,-0.012802764615533297,-0.0116924029084787,0.03001223469563919,-0.04256078157073324,0.05190819743815401,-0.017095511430966732,-0.010657160307482446
MFGE8,0.014634033327493494,0.012592214281295725,0.06873032441677689,-0.025777051713384794,0.0057345958997626345,-0.05764299849562923,0.005343892954773303,0.0585611793514936,0.05582727623560104,-0.03767217763827802,0.01749213155258776
TGFA,0.00763910997420202,-0.027683073118549784,-0.036817009432662924,0.0552294177382442,-0.004160974259899269,-0.018109817875696828,-0.013200417183149687,-0.021540190461811368,0.054610590698836545,0.07174687869097317,0.11573248163570826
SLIT2,0.10498128667155773,0.05816969073970882,0.04049024209710352,0.0179202116208901,0.026797989974279485,0.007960969308032495,0.006964759324770801,0.06420095774382661,0.0033706207971425702,-0.035908756052569255,-0.01601388025435104
PLTP,-0.0568146534720522,0.03273128815870019,0.0566539461813852,-0.022764546489287437,0.0066364803235517385,0.01393300113089901,-0.06707706971293359,0.0017822727135915937,-0.09398680477030245,-0.07856992909685295,-0.05564676510512631
APOD,-0.06212419301695683,0.0760429546447223,0.009730446721037116,-0.031300062008798556,0.005980400448913024,-0.004182439265042619,-0.07709806287667575,-0.03651869441309747,0.12903782710674402,0.08665190351511927,-0.11094288786103569
B2M,0.058337189883974176,-0.022240633364856106,0.04234381862030861,0.1019887084130316,0.05341677155601031,0.011078529807561374,-0.0553133716010104,0.03310666597455895,0.00039050034646421176,-0.009647821337877298,0.026156269119066367
OMG,0.05390317989324477,-0.01880225430255383,-0.013096788788788186,-0.018120091511046217,0.06532826126236146,0.04358834667482886,-0.04420968119148692,-0.010407971062579305,0.10324306385654813,0.0112745650283588,-0.029924729245191472
CXCL3,-0.01738051379671017,-0.024243198163294174,-0.0008993196173245218,-0.023503547981370842,-0.03079617308962026,-0.008428091126059785,-0.023776889377537712,-0.011256682527464142,0.019216874913498824,-0.01792770532777901,-0.03244302305990678
CXCL10,-0.03374309715321692,-0.00674444894083407,0.007585179968155781,-0.03834046757598976,-0.036412433894686166,-0.028384183978737525,-0.018835931108686366,-0.017888230794658223,-0.023878189367264192,0.03969018156329589,0.11277754337010999
RSPO3,,,-0.029565954744651457,,-0.012834800414422663,0.004122631835315902,0.06995531308036494,-0.011763016289896159,0.01386088510875676,,-0.01725700465614468
CORT,-0.021582576656585594,-0.034065988462913865,-0.006430561675883839,0.011414855714924598,-0.028783025451270237,-0.04275733173803071,-0.04132959050140063,-0.010033342763679898,-0.018629314664132892,,
NCAN,0.016008776370910183,0.08295558301583925,-0.010220942815474744,-0.039787143632131275,-0.012792158867047472,0.012675421710221874,0.014563647096063469,-0.01198258948754934,0.10334149541889916,-0.0539155326420642,0.05254953204570602
PRG4,,-0.03323030198788619,-0.032733035343478455,,0.07826014937730749,-0.01888476746961262,,-0.01375291054121208,-0.01261609259611584,,-0.03909176637016685
ZG16B,,,-0.005928037041616587,0.05599247378436509,-0.014702060546249405,-0.010095674769840985,,,,,0.16996556562438425
TGM2,-0.024070169933826307,0.0463224289985606,0.0449751803164308,0.036035264539303204,-0.006318801967895244,-0.02113336080686561,-0.043224236875684365,0.009251533911414778,-0.02852868012451174,-0.0468622245198727,0.03224187831976311
VEGFC,-0.02158257804621951,-0.015903449347601226,-0.01647448857600748,-0.01766427870924746,0.0028011444771582346,-0.02718516137679779,-0.019085690473561567,-0.014035393396441461,0.037195541312186796,0.021067153116801966,-0.02584483114045135
WNT6,,0.25264083032548756,-0.035118499296870026,-0.01272225630565639,0.049229001495397065,-0.02246756411148555,,-0.012249382612186808,0.0258546766585248,,-0.02598695771170679
NRG4,,-0.03152948938640136,-0.020046987266843598,,0.02147674976860758,-0.01939542586815596,0.004571347901377916,0.06664803202781433,,-0.01898815025421512,0.02979298370417623
PMCH,,,0.050955770224608,,-0.021361476416295225,0.004298860331540028,,,0.036940631590243314,,0.046148697094772026
COL9A1,0.007180338100423117,0.01326411182879714,0.023363790239741365,-0.03159895581956149,0.05575683686223498,-0.004692029111528919,-0.0166559136425155,-0.018657696534343907,0.03873938067389399,-0.01886766133098599,0.04708157490385516
GDF11,0.009497155161618732,0.05458542290252899,0.040063522377220426,0.032239684961712506,0.004658712779091798,0.007258939042315091,0.016703204532381825,0.08433202524550344,-0.02094893302842368,0.0020422629237345506,0.014452513606219582
RAET1E,,,,,,,,,,,-0.018930813615157478
IL24,,,,,,,,,-0.017518557203358383,,
SORBS1,0.011486921295385422,-0.002792801675932398,0.0025848217170843296,-0.05475724855666541,-0.004930643640118277,0.010700673759863685,-0.010445464239163493,0.02118290080478968,0.020138103632524492,0.010436321675686953,-0.0012939989495608412
DLL1,-0.03120294925718573,0.08845650109070861,0.05335101885994066,-0.03206213883003758,0.019871489524858864,-0.017109646886053136,0.026528930225017358,0.06726129000180647,0.14743157605439047,-0.04244618257611814,0.028680290072876268
TLN1,0.0931624824879959,0.04147604017924161,-0.012667830655098716,0.0007229822807908291,-0.011513044792827245,0.047250209497376246,-0.07441938580563347,0.04515532925332957,-0.003813298400413809,-0.08442774066988007,-0.007114431087231762
COL2A1,0.025581972220803585,-0.014090891254187537,0.024192860442567576,,,,,-0.011427843796253149,0.08762706587612477,,0.02604142478353594
SHH,,,,,0.0085765068971186,-0.0154075797817986,,-0.010906650655170394,0.04746392663413215,-0.00591877687983618,0.0404860645042719
PON2,0.003695745192587755,0.06490271630729058,-0.04296752267845587,-0.012517589808121888,-0.015925894061539714,0.03606111215874714,-0.041341800444633155,-0.0034766546690152365,0.07277714635631548,-0.034963431463302226,-0.03787674080419605
ICAM5,,0.07675928879399414,-0.04723135439618557,0.0035217641072076166,0.008756108824201848,-0.0067089849329760734,0.06407426907909762,-0.02130009958529002,-0.004974317434475459,,-0.03721266040988279
HPX,-0.023026101232561595,0.030316762220584915,0.0003242383552300093,,0.006923750952958418,0.03683798706859934,,0.146575062094756,0.026980673925160986,-0.025458230227234462,0.002068512502959339
SFRP2,,0.028890889964959067,-0.0036347511354957425,,-0.01499180305297661,-0.01651211980932301,0.04586902445841166,0.10540383573876504,-0.04404780695903176,-0.05022808964792061,-0.04238101919821114
CFC1,,,,,,0.030032164164260817,-0.01734953882608083,,,,
CD70,,,0.012766637014213083,,-0.0254817996035474,-0.023700211373032985,,,0.014400022392968986,,-0.026328681657181795
HP,-0.04022328485745379,0.054586214052141487,0.0017505244279260941,,-0.03846237946797225,-0.013209326429432986,0.06451467533531029,0.0006479734241519909,-0.056395389328878755,-0.02431893151429413,0.03744133592449993
CXCL2,0.03457209907983621,-0.02771324874862444,0.018234277477923933,-0.020969594174167196,-0.034154381168625084,-0.013882536406368797,-0.03268197860982487,0.11810591635119502,0.029834143614724494,0.04819261535642371,-0.009898156339290042
NPPB,,,0.021801350887195363,,-0.026477679545477358,-0.011125454988874307,,-0.014035394417275873,-0.014266457850755827,,-0.017505311269174095
CCK,0.07091856093789295,0.05921853244774728,-0.03206438274656575,-0.043776332455050034,-0.014728718368103685,0.08048144417669878,0.10586845118032372,-0.03261671992579713,-0.03223018023588561,-0.0531604941699689,-0.022709114369550244
SEMA6A,0.05180726858986205,0.06465664819915531,-0.04365379628598475,-0.007392140062599046,-0.008267722139679225,0.009456407421179766,-6.48862014049243e-05,0.01887689691951959,-0.03819857487082368,0.04877867377194301,0.011325778956386288
IRAK4,0.0068798879263212865,0.000680934821834274,0.038133891037018995,0.03974460115958947,-0.05242810282676495,0.00021975669259342392,-0.04591601419882362,-0.005705902689289096,-0.018164242638566936,0.006907415781897373,0.01981362983388492
GSTP1,0.08930463671303127,0.07317240066542426,0.004606513227782825,-0.02579163356869087,-0.011983999506592187,-0.018607509313874043,-0.0835864690135031,0.0677543951119517,0.06722420496345345,0.06877816951739472,-0.04522324104041496
VCAM1,-0.06079035622512227,-0.0022544577759333355,0.053898011895546334,-0.021180400982107363,-0.05988580496075254,0.007135580428587776,-0.04496235379099787,0.009677595676087253,0.0007971319096876967,-0.006917342130715806,0.04338894478156539
NXPH3,-0.025999243591086758,-0.03217314241907861,0.01797468937666519,0.0037636909431142318,-0.02496043728239581,0.021414798495511738,0.0684563599251324,-0.025731122064511756,0.08386887205216155,-0.02186403209960519,0.0438904347258138
MTMR4,-0.010661963697885392,0.06618607588919481,0.026029024964636605,-0.035395683686026594,-0.010441937274555904,-0.02387720086176475,-0.051397441351598176,-0.01020571125435694,0.059342147672601014,-0.03747023569865898,0.009300261515438496
LAMC2,,-0.02879262654942664,-0.022039766212614317,,0.04443122472836693,-0.014005706628671559,,,-0.023006781220834282,-0.018358606125695533,0.06760153254308804
IL10,-0.02241772687064881,-0.04568050607477288,-0.04656760345672255,-0.018222363614969896,-0.0330554609901198,-0.043791041538974,0.03648004825434988,-0.012563673424677974,-0.014343940987419746,-0.017708638672568333,-0.04329013950472368
SEMA4D,-0.10004368212270758,0.05068088711821809,-0.039673539866182,0.06614788263763306,-0.0005987216934485894,-0.024884320817606383,-0.05753729982086985,-0.018217420964047975,0.07083192911205413,0.0693416256101137,0.006493339035321337
TRH,0.1489285562071103,-0.023643050282215052,0.027605571863400104,,-0.0312039632059543,-0.03690728824220928,-0.027018116863027856,0.0689381744516636,-0.00512673508765067,-0.04057795416595267,-0.01960712255345278
SEMA6D,0.04010188559941551,0.009926212549035873,0.03297304000461534,0.013949004500545304,-0.060485360469690795,0.007131197671437225,-0.011864086803242956,0.005524712486581719,0.040964026424911745,-0.012482105021062733,-0.005836099407677875
CEL,,,,,,,,,0.043777262604857384,-0.019736982106631364,-0.0481849056375549
PDCD1LG2,-0.005078037454579076,-0.027943398068855936,-0.006969817820172399,0.021953822557683005,-0.02283826770301646,-0.0006030952612518868,-0.025309137920648775,0.1549165365163424,0.03352916248682523,-0.046071809193243544,0.042590501101715354
SPINT1,-0.04221953484430413,-0.04457976762988955,0.023611665430269466,-0.04093954839780791,-0.018683253091671584,0.059701676239469446,-0.02623927782186449,0.10919564654576372,0.05648850165132955,-0.006890292288969092,0.011934735899408362
CTHRC1,0.07039102882748402,0.08324925604658863,0.0521377975119922,0.04709831977246197,0.047789681315464426,0.0031012303251026917,-0.05197047717155271,0.08207550500003129,-0.013450388423614212,-0.06721586031470107,0.034927500297912334
PODXL,0.02692219669851373,-0.037088602732748714,0.03841289633200124,0.006469580910024591,0.07443016080306099,0.01826645497873838,0.010089958617649426,0.08683554881418319,-0.001029136287584343,0.008175176338929113,0.07134681418319135
JAM3,0.006668111293189829,0.020326156410783138,-0.03968199033545268,0.008931210137388478,0.007861921409482362,-0.0329222174269268,-0.09374581973685343,0.008516477276255995,-0.03190167954564187,-0.0009447782807805513,0.018119892621757533
TGFB2,-0.022819539169823325,0.01709206228502849,0.0040284514591739365,0.04107516017766521,0.029621150629676612,-0.016367250119478077,-0.0198696541026964,0.05540691074730184,0.007326092419995612,0.04959396483780085,-0.05402166449165388
COL18A1,0.009782495473781069,0.07338652099308725,0.02465926376586358,-0.07010529602171071,0.015050443520303922,-0.010783182231236957,0.03935690402623207,0.06670502094802118,0.03325864381576118,-0.05485563510732434,0.0089451384084908
NODAL,-0.015165474808336944,,0.007912803995624423,0.16897323550562734,0.007548785902452526,,,0.13902208904762534,0.10700502848020604,-0.02761723678751528,0.03644382242004978
INHBB,-0.037623657675259777,0.04308019444033289,-0.009641643982826095,-0.04524945125312385,0.007764849487020106,0.0014586279879419506,0.01878893693469944,-0.009658139883424099,0.058588083611435866,0.060872118569491845,-0.02161187834084694
LCN1,,,0.03831425123326262,,,,,,0.05916885165963384,,-0.01982778951956285
ARF4,0.09006724491335275,-0.06316502047246829,0.02050023399070334,-0.033094846675691784,-0.0019962109370602645,-0.02200250679290468,-0.0017657322655708625,0.06043553134952681,0.08751750898388783,0.05281232643448905,0.051903483344261814
CXCL14,-0.06174372356118524,0.061338423332831536,0.06474258938153082,0.05178451887818299,0.038880677903350286,-0.04183161034937757,0.09087932972352378,-0.007442155479707834,-0.11706862290391717,-0.05115554604499943,-0.006195778277998206
LIF,-0.026766512284458012,-0.04310325300631029,0.0013767654696003803,-0.01550631118953738,-0.03550739210668806,0.013107023998336485,-0.023605022541311076,0.038433927569661935,-0.05861153578660343,-0.02388719054053734,-0.026026654053212132
IL17B,,-0.0344146527655583,,,,,,,0.05733546343849183,,0.053409255664714196
MMP1,,,0.05838483459051393,,,,,,-0.03368334635641894,,0.07382851432768262
MATN1,,-0.02711553895614585,-0.005956062460613142,,,-0.011265181979487428,,-0.01142784237411267,0.01011607959542852,0.03640983936472866,0.08306922134538491
ADAM28,-0.011397324047284621,-0.02767184405765878,-0.0376772139156433,-0.01884542434601594,0.004778065735678928,0.03451567586638003,-0.022578370621504317,0.04341033551336531,0.0033910674854097213,-0.009863774454419398,0.023689729974299772
TCN2,-0.012850078901154766,0.07699998738061702,0.09296346962592397,0.035372553875822325,0.049750551195655156,0.03905342616933263,-0.07194549551843145,-0.0035125948265935735,-0.0005340489640985507,-0.0673916368173486,0.007849664771395612
THPO,,,-0.02817034751221326,,-0.003516715232196157,-0.023126930138368626,-0.02343207234572464,-0.01142784368685771,,,-0.02581460224471507
CUBN,-0.04920656166687652,-0.029519851311876625,-0.015741956774317237,0.12482614607722564,0.01702142708807988,0.038792910525848164,-0.018018513997937052,0.04103890716062395,0.06854584093597642,-0.029731366931277176,-0.007180818136623484
TIMP3,-0.07736819735835787,-0.0372349125230768,-0.03691871651556041,-0.01101173858974956,0.0014058350938169466,-0.01633584151252649,-0.037362825998824435,0.05346353297059246,0.025944896835566455,0.02881077563734019,-0.014816164915964007
PIGF,0.02773241092924403,0.10341733679943543,-0.02471356449542782,0.040174477107337084,-0.00977313100931768,0.011108101257761897,0.00595125920554628,0.011252032720217624,0.06207963783868135,0.015346385411275974,0.038382535935737934
CRH,,,-0.012883743128775127,-0.015378318318716621,-0.014847597926852377,-0.017734026028506437,0.13911145618123116,0.13644949204518944,-0.03248157226290873,-0.0313005426277305,0.05590435107590449
BDNF,,-0.013085884460022436,-0.048278884846750816,-0.013756811194723512,0.013750686110917953,-0.0380545893896698,0.11278483718369658,0.038563259386824256,0.030071757605735872,-0.010529300898411885,0.0027119702351480622
CCL5,-0.054800119847187606,0.07822132089335444,-0.0035084898681075317,-0.055052259554823124,-0.009234625842802114,-0.013574441451699039,0.011056623831741707,-0.015503244223293714,0.016756966976064425,-0.027201981931069628,0.05670862931426661
GAD1,0.02836519799803798,0.006411394285224325,-0.03435093797092238,-0.01576284835871598,-0.022432808831411646,0.034301857099568234,0.08686072190861774,0.00538014812965856,0.07808315707270053,-0.05211094194371165,-0.0448605235552432
