,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk,ZH916inf
TNFSF13,,,-0.028266223684458733,,-0.012324306725157138,,,,,,,,-0.02935195408192869,0.022038516217558705,0.11266537173188516,
WNT5A,0.09011872286474287,-0.0136656717656169,0.003768442375409249,0.03298035321444472,0.04750254029502497,0.4623505479880629,0.017627663916850753,0.02821766952208447,0.09507554099220146,-0.023819872733510713,-0.01095407047011373,0.10323151960133321,0.049691529453015054,0.11588613427690939,0.06017503916789762,-0.017063876952870337
CXCL8,,-0.15962250783857038,-0.07916501918956716,-0.020332304207403194,-0.019458800991773835,0.20758810513367965,-0.014445503336928522,0.00245169438582357,0.018858619017710455,-0.06469800540904988,0.04009462546976347,-0.04535965979737904,-0.041031356781816304,0.06668722970277367,0.09833589174439121,-0.08140350159231012
GRN,-0.24289239485223357,-0.031962554326402944,0.05400175396137536,-0.04546332791376286,0.037646888070949805,0.48930213765250047,0.04800921847502938,-0.03223896846572946,0.14031714905047482,-0.03324310861445217,0.0494996551063159,0.06681470380511073,-0.006770723374424855,0.079935127942904,0.1192792300838967,0.07272066293460185
MIA,-0.03567611868185087,0.045592636847389206,0.03965896103350941,-0.0193114845096268,-0.03762206051703908,0.2680849888723616,0.05366059962987537,0.037971057521277204,,-0.04297635546904106,-0.002380334799747221,0.09498703613805022,0.028161538656395643,-0.013262596238617256,0.014502627812981525,
COL4A4,0.02795305655971213,0.022120880727566825,0.01865273286928206,0.09303728695235149,0.02992751648199598,0.0363316775043832,0.08513048908991945,0.035509038339604386,,,-0.072019546327944,-0.01750042556824962,-0.04041804872020823,0.1223184574605778,0.13707699257932154,
TAC1,0.02739129333426543,0.2787974821617127,0.03474313839440574,-0.060820399487901584,-0.050183089399490836,-0.442979024860692,0.03164378273041654,0.04900953307488933,-0.06415242921448094,,,,,0.0232035376528959,-0.040367194441795984,0.01038861899706185
RARRES2,0.2801795991915897,0.09946125444231564,0.030001010664055697,0.03003702918211291,-0.024933552663888792,0.6398252572575133,-0.0018481786585970827,-0.003775838304935222,-0.043475528801582404,-0.01841119871052396,-0.10597972557091268,-0.04377416502857118,0.003656266028878241,0.01335313007024678,-0.025422233613186417,-0.014147156364439641
FGF7,0.05097071179927486,-0.019703771585836156,,-0.024508989317072696,0.03303379724258363,0.2091023693976177,-0.007883268919136039,0.031643325351740845,-0.009228390592084837,-0.04821818593775487,0.055443039863592614,0.04577839491073036,0.0647549316143042,0.030185153118840003,0.007672278181109672,-0.049313593863933226
HBEGF,0.04073268183538784,0.05537475638670178,0.0011198585708365439,-0.02441561514984069,0.02520077250164029,0.25164006361344543,0.030486218618978825,0.009592725404514146,0.09752627442996996,-0.019881675772816867,-0.05172928230634209,0.054111400969506784,-0.039857725503160885,-0.02345824987322425,0.10146406432819892,-0.016702158196203305
CSF3,,-0.017387389596066193,,,-0.021295992521074336,0.06471885364351224,,,,,,,-0.04177055370990691,0.10091476881442435,0.04327908848527284,
PI3,,-0.05095817421323819,-0.025142021244853777,,0.013042379017172421,0.11395552981489925,,,,-0.06196811276950773,,,-0.062122663645722574,-0.05694833908080994,-0.06493669847042494,
PCSK1N,0.21603117788319104,0.17611511918221254,0.012762021070866207,-0.0703751043304022,0.02971925093663907,-0.19568116451491466,-0.0019850315023005297,0.038642687613775255,-0.09523550545614641,-0.07984944938756537,0.06750654058426961,0.02049605676706128,0.011396532768280124,0.05028782389977275,-0.03572611496202979,0.06214961721682611
NTS,,,,,,-0.0009511694878356897,0.029775259213707533,0.010980650800896148,-0.033406614482448624,,,,0.002193254177196708,0.019887603060691917,,
SFRP1,-0.10360252161308839,0.14871587240474182,-0.019874093338399935,0.03326681320121259,0.02181306779201175,0.08087416388621148,0.027060376832153628,-0.0202827593917968,0.07047453208440095,-0.044935426794619926,-0.02201440588337471,0.08957212622315731,0.01602548191791476,-0.04250858834890092,-0.040667659910981986,0.045439572366567565
CXCL13,,,,-0.007526299675615982,,,,,,,,,-0.03435938911996888,,0.079923583848675,
MICA,0.10745241430872686,0.06846773782968676,0.0039072787801054205,0.0036099271158396037,0.03223399490702047,0.3324206044169263,0.038597297643644085,0.030299252258162733,0.04686045221583961,0.013364229132000922,-0.020126158421287888,0.03626810988423827,0.027880406417046835,0.07247849389509468,0.05825015470417171,0.10298591641530076
TG,0.02343994978303195,0.10118127340430351,0.03116879546908794,-0.02061547976727298,-0.016823768514582834,0.02626677143223675,-0.018017175074670207,0.002518716859712601,,0.11194041204580728,-0.018435319296100882,-0.008852998007650046,0.06385556187101266,0.056580478945193365,-0.018163612483603573,
ADA,0.0416114873210192,0.014675674190204126,0.021111845509289646,-0.034761108579168386,0.0023192946166508935,0.45985034644090034,0.06488013276475434,-0.03714267713112173,0.08774025326428164,0.10328181428946734,-0.004683329989776826,0.03391091427578403,-0.001452950116741338,0.03814794348670229,0.07491256980208415,0.06549725206702574
LAMC3,0.10852097357677869,0.04360653378247081,0.09977609319007853,0.028974728940376917,0.07487353920920378,0.4588670465058811,0.0010043609240339355,0.017457980802200207,0.016448416144238823,0.08948691781651236,0.0025811160635900426,0.07126952471482982,0.018252296564480183,0.08058868721083268,0.11196252067005999,-0.06800254277325528
CCL7,,,-0.03733729176684956,,-0.012163557756215394,,,,,,,,-0.02292613709419733,-0.030795958906836403,-0.06933623175486343,
NGF,,-0.00030203718513565156,0.038835854628565765,,-0.02786981753800534,,,,-0.03340663647848777,,0.0311856059345849,0.009118637864331218,0.03983039471476176,0.08791930216437252,0.01385639187712481,
TNFSF15,,-0.011633459056633454,,,0.13502181278556408,,,,,,0.10767891460976659,0.04583715792929998,-0.022350409283680026,-0.001650286210469514,-0.0389287275937802,
HMGB1,-0.022412814909061222,0.1384314742459734,0.06542600282000419,-0.009517332074847482,0.0092138511937333,0.4591745509651933,-0.04579122311578994,-0.012231270249290929,-0.019517950388656637,-0.07219457625464079,0.09638462339816868,-0.11493758831369519,-0.020714322315709105,-0.10390054729414147,-0.1078622800773989,0.039609595273583854
ITGB3BP,0.021662394213827384,-0.08155684294775128,0.0021970979927891433,0.04033402669143991,-0.020912419293234116,0.4657331894987752,0.02720013777512166,0.039116582028081305,0.033449753778698764,0.028791278830542798,-0.03143918176089807,0.09501426711741344,-0.03269703388443092,-0.03771332717286992,0.0026193089278756733,-0.007613766337146219
AANAT,,0.06906024137887586,0.0007951752757380615,,-0.012324308040506935,0.04244217552792624,-0.01620295083734979,-0.009666079840809985,-0.013718682229123424,0.008130049721052673,,-0.06074177347960333,0.06573553771385744,0.021525180785619345,-0.03476951246602701,
RELN,-0.061239608350386214,0.20223165748911914,-0.019266497319643458,0.10304153812742789,-0.007984796673455533,-0.23172599445884573,-0.0036234042601935427,0.020057322302046605,0.02314323882160215,,-0.04277502759123401,,,,0.11663237769275345,-0.03250768769567036
IL15,0.05847996053475238,0.014180059356406868,0.004047263978474421,-0.026263805825051202,-0.013725951380310464,0.185156788375616,0.015376523727035107,0.059715817925240354,0.052230375093094916,0.012351716167647358,0.02245203042458467,-0.007029641487025616,0.07343713106768154,0.09758411194165625,0.027184208753478333,
UTS2,,,,,,0.2792391885289218,,,,-0.015563835610886326,,,-0.01712742854204066,,,
BSG,0.24136030343796183,-0.05086792807861706,0.100810488247475,0.00955984410335578,-0.005571569204803784,0.014467953452075863,0.004535554312296111,0.04986452655393664,-0.06882414517671573,0.012835832417994627,0.01416460939360112,0.11113020501138628,0.043598269917218456,0.024236451575533627,0.05575550790793414,0.01599022897317133
ADAMTS3,0.22271578844143333,-0.046456230808884856,0.04819553983647467,5.199961361109901e-05,-0.026928206021987845,0.6223853277203991,0.013369442271605903,0.04913412157353578,-0.03963351585673822,0.006635190717901005,,-0.0325661078556289,-0.006121606975041344,0.07709883832265857,0.08128263575505983,
CD34,0.08397257144174304,0.18662932253025533,0.03698852748724716,-0.008139838704171284,0.010742289611989853,0.40262161390582196,-0.007912171602087271,0.003447227797274596,-0.01684619014609777,0.048657524640273245,0.026154572847333035,0.09364751031620996,0.06418627878498795,-0.017995022084199692,-0.05093849363339543,-0.045274673495457225
CCL23,,,,,,0.10504675751849954,,,,,,,,,,
PLAT,0.2533876437662109,-0.006834142322815871,0.09215112891747654,0.050024727240178056,0.006941462041181003,0.5631148379759912,0.015897973494975272,0.00784041794918687,0.024422521839255723,0.14003869669995192,0.045684191963313095,0.13767583793747307,0.02107088625167337,0.032898513860039294,0.04460214563881031,0.11547006811445841
NTF3,,,,,,,,0.07990663156598124,,,,,-0.020301498741261425,,,
LTA,,,,-0.015160688620296557,-0.015589710642750306,,0.020312549380954035,,,,,,,0.05486133495645493,,
CKLF,0.020481125752452038,0.11508784709466666,0.07046144253441833,-0.0010048963874429474,-0.02694297642879097,0.5633498680932738,0.03018561935822217,-0.03360967229409164,0.07412672050742056,0.010933859748228332,0.05835564972848224,0.18353219676587668,0.005540347932774862,0.04000910381074533,-0.029673122290932323,-0.04649868410200734
CD24,-0.05353218812229252,-0.007091158234077584,0.010746124777128451,-0.01916387574296837,0.02793624559625569,0.1162831703206167,0.02012119044792347,0.019652025947564315,0.12001463588558235,-0.03737995960044045,-0.05732455682086409,0.05339420025142477,-0.03345100420800976,0.06320997838436596,-0.02359814231848223,0.001284939851801762
HSP90AA1,-0.2023782309177011,-0.00856804252819874,-0.07580118500043484,0.0028664574568257207,-0.051891559894303704,-0.616713791980023,0.005264441577583479,-0.023969615554038808,-0.11300761532136616,-0.05000497928034796,-0.026541455485737907,-0.1691242168763486,-0.11766573519514159,-0.09156482384792966,-0.12737399175535696,0.06793563994757953
BMP4,0.03160242200358665,0.000660124061821634,0.035754633985648064,-0.016071218657167586,-0.0022276583416775283,-0.01431803538361731,0.004893321867809024,0.028449329036941688,0.05483458350806276,0.12351067269874826,0.049006846951192555,0.037888196602526986,0.025317716722315517,-0.031054480077263594,-0.009936295333053779,
SCGB3A1,,,0.01999382709481273,,,,,-0.042002925847369844,0.03620313603301883,0.05684158609045819,0.016857361296455344,,0.06511994440455735,-0.029965571799802727,0.03953942371223502,
IGFBP4,0.16071234664537115,-0.005093865945573745,0.14463818853327473,-0.041847372556791634,0.08746520054776792,0.5248883756248581,-0.012691421823627562,0.0168679159291512,0.09495819556459341,0.014461745331365706,0.004325393855019983,0.023952686391818686,0.020478434153384246,0.08854903724518438,0.17747620763598995,0.13157248158476817
RSPO4,,-0.02719600422581015,,0.04381707590089747,0.0019047876745653441,,-0.01814971651775268,0.033705188840275936,,,0.04796679679916522,,,0.03337908671200629,-0.043842977967879816,
LEFTY2,0.009049371847855966,0.010651597479362491,0.07463748734077881,-0.015346884943137531,-0.03483385260065694,0.5399395699673201,0.04277466161834866,-0.03134558267823721,0.05214666835521125,0.09031952100299849,,0.05915407952973703,0.024114571545801926,0.006094027618170394,-0.08333014112814237,
PF4,,,0.03676756200123296,0.08048481100338796,-0.010612464505921163,,,,,,,,,-0.012461149358389895,0.009748772945955475,
ANGPTL2,-0.010280059940661125,0.02652358449429828,0.0965162219026997,0.0243518063907942,0.040728788052268546,0.4726820819434477,0.0766236369758417,0.04859855860395862,0.15500754376672066,-0.04196386880073715,0.052366608877509074,0.04599677961494536,0.025410318833020258,-0.07182618429135035,0.04283777638401423,0.046658386085172046
LRIG2,0.1098204370662515,-0.07918611416041565,0.0624343466286037,-0.004173736110946941,-0.03260362387199076,0.2633703208325578,0.0199245414491345,-0.031271162802723136,-0.020622338613055954,0.10697288203526996,-0.024710058519050362,0.08756427382105075,-0.011987698987891662,0.027036283571096737,0.05699716301504035,0.019862187728175006
ICOSLG,-0.04577579512238766,0.001465072504983616,0.01720229109016494,0.023490627255155643,-0.004423604417029259,0.28164964042999047,-0.02736784076735267,0.002034575768081487,0.10204597783199995,0.013273421440869928,-0.003071312879348882,0.03800572632274581,-0.0020736403974912386,0.10144379146088271,0.05437390795084099,-0.02194959497242451
WIF1,,0.18708511557186083,-0.01906031759157482,,,-0.43201595417682365,-0.014005706348325516,-1.1469785666921262e-06,-0.06896031778685892,,,,,,0.035114384834563,-0.01703744322739213
NPPC,0.16662157754266446,-0.002547224756056547,0.042552928075650504,,0.01921708811409095,-0.04570896930036161,0.014187814104827235,0.03203535094215294,-0.03717982801971492,-0.033362828475747286,-0.021696751199520636,-0.06177079130977106,0.017244445777015626,,0.0032104942654577794,-0.02429854631992133
LYZ,-0.1304176151097537,0.009553432414630149,-0.023688110384305558,0.034269395615434135,0.056942161798655654,0.42077069833279485,-0.07217900579949103,0.02409773717098892,0.14938453601337048,0.06617420985874654,0.05292321239216474,0.15838449304474506,0.015435136272722019,0.042239738100754355,-0.004564201876169205,-0.06591449966622452
EREG,,,,,,,,,-0.0022290154918705473,,,,0.061979654247070005,-0.0599264195101301,0.13028923695213968,
SPTAN1,0.1834875628804436,0.10674889849735887,0.01302852477173492,0.023209933407680596,0.008153352347263826,-0.17032524677802977,0.05801924675336344,0.002067263335631627,-0.19585908078349715,0.042772963194901224,-0.11299107703301854,0.10315118412765337,0.008529470962314186,-0.020915916771009273,0.07084562596741219,0.06751036132587275
LIPC,0.07054975645417647,0.013423671913505224,0.02076580610821147,-0.02075575085259808,0.042945345228429695,0.17626089517547067,0.027177932586295014,,0.0660284062306346,-0.03928220021487113,0.051292948457145895,0.04081318097133835,,0.02113538353476058,0.07488399805096549,
COL8A1,-0.06391954568348303,-0.10208216475205457,0.02028468123452952,-0.008772681868911813,0.0020376185419498155,0.23940366798596865,-0.029024847674717965,0.04697080825126669,0.052055984546871575,0.05929127197205628,-0.055454455786823155,0.0992634664212342,0.10630825277923045,0.1260060024250744,-0.07667930414850659,
GSTM2,0.08627195906704804,0.016470707270793743,-0.0001337262344039532,-0.030219000584950764,-0.03391244581779421,0.22019554151197793,-0.04315173008323833,0.002438389557331788,-0.012448880255132333,0.0020077757983815955,-0.03479247989612021,0.09116140918128121,0.012398117323220884,-0.043122274049692884,-0.056496902516985505,
IL4,,,,,,,,,,-0.03755003438672563,,,,,,
SPX,-0.05338800513551785,0.1922397302165866,0.049940066682889396,0.020716760111584593,0.00786484028563717,-0.18232677325503224,0.020200027409187672,-0.002332106942962028,-0.06619793335129125,,,0.04769824297942982,-0.02311518749721873,-0.04008065177910318,0.124023080253622,0.020448508090084656
MFGE8,0.1445091872338634,-0.08773128664268902,0.0022800226480859985,-0.0109875668963038,0.03831010445880686,0.21107006489527766,-0.02605170712397888,-0.0649722374731884,-0.022096325429178575,0.02442895425394114,0.019938605781926987,0.1088510319450811,0.0034890071886029407,-0.004508101931046295,0.07727169389016714,-0.01565827013003591
TGFA,-0.0684540666352822,-0.196457745025545,-0.007709809162598584,0.059050536553597766,-0.015544243421116604,0.19349533642241137,-0.02674552520203864,-0.0374775459832687,0.08709876325068285,-0.07467293286092552,0.11107641668561404,-0.029022463443541043,0.04375502712520427,0.03302743270733519,0.05808374613667715,-0.004504472874835477
SLIT2,-0.07900054146934812,0.19360525349160146,0.06784695234392385,-0.03595883859303257,0.03165436336786272,-0.17517130063580819,0.017545102223098914,0.017850292192569717,-0.07713666098575786,0.0892528832135105,-0.016545609143954847,0.06745600988897056,0.0703093258390951,0.03004015590418111,-0.08695360912497024,0.06100742633144728
PLTP,0.13871230238055496,-0.07984415766194831,0.04697202706682111,-0.0494722924365681,0.05210262906465279,0.6269314229188748,0.008281647130968342,-0.017496273886521422,0.1620469707472835,0.024334534952577484,-0.0008982730280078236,0.07193947716718904,-0.02134601763681949,0.038550684365751244,0.1453863215847163,-0.0725909830432632
APOD,-0.3636851505265365,0.08207612328078205,0.0610611024999144,0.02021253709374875,-0.020012127041016892,0.1908570899526191,-0.03868815266921724,-0.03070772429184536,0.11666645633529076,-0.02937741485415297,0.03449346220280551,-0.08985488495249128,0.02206810052626505,0.1247270027128064,0.16740866998841922,0.017022303772132368
B2M,0.1687483879995782,0.14566130297402502,0.12202728251390925,-0.048111641175254266,0.05179248217849639,0.7305488093156384,0.027409027458062948,-0.003570471643912316,0.2192188867786162,0.046712279581769205,-0.051958222409135564,0.14408475004199905,0.02859458366163401,0.0774474829832873,0.06593859749910196,-0.022499208780449677
OMG,-0.15574522121563397,0.19625104387316444,0.001623808656108522,0.007731448488782931,0.025970620966107305,-0.19913063928701946,0.049135712199087175,0.016314774174116944,0.05195534544031548,0.07076079035832762,0.035092259569814974,-0.03662266330179997,0.028239008931936472,0.07838952004567536,0.02162467902144229,0.01747119599587476
CXCL3,-0.06509698248371658,-0.023091059052723312,0.0015781177477226975,-0.004335952318605106,-0.042577939851957534,0.026763393472979263,-0.040850982059123755,-0.03726367276601886,0.16213319450593888,0.1522440690135211,,,-0.06590305864261797,0.16058417954631604,0.03345824639035601,
CXCL10,0.18176296827454239,0.0422309013398105,0.01670728357074398,0.023857582192600774,-0.0519126754859804,0.6075995483501887,0.0011146119164715655,0.005796687687714312,0.06923511167364793,0.05828194620136785,0.03096578885592164,0.06360901817910501,-0.023674177688702808,0.08244090921834535,-0.011443733789743123,
RSPO3,,,0.012139621990708662,,-0.012324307129880108,-0.15504820276110984,0.012934783412349044,0.0483171331830829,-0.06601110722867397,,,,0.013127592154366104,0.07810235891241218,-0.0019169664297377566,0.08480318157896247
CORT,0.057406863458381,0.050827793621518305,-0.05303712328227839,0.002705105243523248,-0.027638205062385998,-0.22164518531822716,0.0746813332422698,0.017372719626342917,0.11611277343274232,,,,0.007799775440846818,,,0.40470620318918576
NCAN,-0.11427251332099504,0.07717352870201179,0.09368314246349299,0.04488770442860966,0.08142969777244069,0.22233996747739798,0.0060972389664430875,0.0006762768672178091,-0.02315393792564119,-0.016901441745205005,0.10023544831647638,0.08251776468708992,-0.00702463530735543,-0.043485236744227634,0.0709279267479369,-0.013976455760942365
PRG4,,0.017996439751273286,0.030210120705213825,,0.2233959749616184,0.1299095531233465,-0.02319461719335286,,,,,,0.06217896917145453,0.1317378447820028,0.04073824726011278,
ZG16B,,,0.004949789284321541,-0.016594874313210883,-0.014117298576023162,-0.06422240545300342,-0.01239969260790987,,,,,-0.04664528599782467,,0.008161165380296416,0.06036566324416185,
TGM2,0.0699966092478465,0.054507048795380986,0.04032486188116649,0.032780898468376674,0.004391064851331751,0.317787263385271,-0.06113080071076108,-0.012378924751846983,0.06410331768366799,0.029868519935748412,-0.03223540722774747,0.1468166055959045,-0.01667849892014578,0.10884561938942208,0.17073080349867614,0.019234875713131393
VEGFC,-0.017974446156165065,-0.0049413651436643405,0.024409894783362928,-0.021308457678884486,-0.021678720210893638,0.06767452595791514,0.037155145997398206,0.0023656994075428152,0.06367042354293183,-0.042565594451806826,0.012753666323863879,0.026205558872423006,-0.02950462138995782,0.00293670871484539,-0.008597489272257687,
WNT6,,-0.017169611004382305,-0.01192434567781259,-0.015346885345908903,0.01709955707700949,0.13046942769464584,-0.02759507363125134,,,-0.02289735590979551,,0.03153345288016447,0.0065843470181707504,-0.00018002495439469452,0.10690931419399902,
NRG4,,0.05643662743458904,-0.002664175231700327,,-0.014803608528806082,0.07110173897966493,-0.023821817188790582,0.015367693986855443,-0.04326231912299163,,0.016253983673722456,,,-0.03125187993709929,0.003663164631997117,
PMCH,,,-0.0011669732915079412,,-0.020511841836377723,,-0.018149715641832827,,,,,,-0.023302840224149798,0.009432164906480021,0.0036749844982793232,
COL9A1,0.15090158138650558,0.0825237084585034,0.11594009915281715,0.02426293802939243,-0.015461288656213887,0.16699248283783105,-0.024913962476432856,0.02770430652509263,-0.03388926283266841,-0.023685435572595507,-0.07309090840517028,0.025899305156451276,0.01833595823422092,0.014169973987665818,0.17220010264376862,0.0008214635392070895
GDF11,0.13526826025855118,0.07387699724683405,0.08456854251540653,0.031295154264552275,0.04220837034285398,0.3536500685037852,0.009296155829581404,-0.018710947426373196,0.007331825614454947,-0.010313535722132594,-0.0544178354717452,0.06719158884569802,-0.0283506714448057,0.07193616343370546,-0.00883323625273048,-0.01691255199715762
RAET1E,,,,,,,,,,,,,,0.015134364183150102,,
IL24,,,,,,,,,,,,,-0.01737403614420928,,-0.012506548058418871,
SORBS1,-0.02766485776906081,0.08161416762700478,0.022058410817919476,0.028150058428739227,0.05578287592633314,0.023829655479291924,0.031190487522048612,-0.030932129335726283,0.05067546634547783,0.0212684732831163,-0.012853869873350467,0.051240121036989945,0.0002616939416842877,0.03805345444876973,-0.00044919848738886255,0.03826873553880907
DLL1,-0.015723669379275624,0.22877592723489507,0.036768895738100035,0.07280290051535793,-0.016986470594468443,0.25761454272847567,-0.009293550423501596,-0.0014807269358528025,0.00274719369898403,0.14641946804023329,-0.02300970415844407,0.03148337995112213,0.03112606111866759,0.03341832165485865,0.19549009727155256,-0.04002894185160956
TLN1,0.030781661737185013,-0.049253538579174715,0.010237304206520111,-0.06213891470921441,-0.009401476736527184,0.502361007549921,0.05023898654162452,-0.0028954155705461383,0.1295581324881372,-0.05164786985037867,0.030110445587021865,0.07437252954888815,-0.006642870887405895,0.046927084982820486,0.07903094861663972,-0.03345842501226115
COL2A1,-0.05904149396987271,0.08044345229565165,0.020204151099647016,,,0.10314411193851328,,,,,,,-0.0020461863328862977,0.02897515262308498,-0.04101943649236589,
SHH,,,,,-0.012639935565149694,0.0310055184503819,0.023345935339722495,-0.01675081952583819,,0.07024083100464099,,,0.034756475097855614,0.005278407886685235,-0.0017679396969432469,
PON2,0.11737101431244437,0.06539948861306093,0.09899280899619964,0.07556569684396597,-0.028072278642649273,0.48166778718545705,-0.020245468314063347,0.010694282283417407,0.1469981848576892,0.08922477306233004,-0.009026666415599502,0.046404124365069056,0.028876824045851752,0.06328059884363943,0.06909387702995971,-0.051026262068882375
ICAM5,,0.342482802152341,-0.037821696519703664,-0.01975488810141006,-0.019700236712625763,-0.21632825939128172,-0.03283409296458024,-0.011743088500917842,-0.08752190985533653,,,,-0.04856521005669337,-0.027117212381834278,0.013658215886074465,-0.04219239230722471
HPX,0.03015587139822809,0.049169900028435895,0.01622649740538884,,0.0480359418381378,0.1583597340711415,-0.0014693214309202992,0.024156793817191685,,-0.011913563771998882,0.049258988220020214,0.00901038262698077,-0.04400070875011245,0.0866139314411988,0.05789864085364465,
SFRP2,,0.18821749170611207,0.016172374415263705,,-0.01439551682065397,0.06327641642353439,-0.020280487892916695,-0.0539755467288563,0.1226824692475826,-0.03755005648808558,,-0.0009736966181483051,0.014876922357413294,0.0477087706145951,0.03189865206815853,-0.08718623064709792
CFC1,,,,,,,-0.015605131211029154,,-0.03530056014470545,,,,,,0.012978291599944958,
CD70,,,-0.005846781308514911,,-0.012184487048852001,,-0.02910903356811754,,,,-0.058861203821734175,,-0.01811956681256768,0.0848266115020322,0.06886965586163253,
HP,-0.038155752074105674,0.18654064517997654,-0.004703800869258766,,0.042279730569606724,0.2728643569391823,0.0026102136355724294,0.02276370223124692,0.09219240147480427,0.02212947873007879,0.1434346158394129,0.1644207238820635,0.023579372814992897,-0.009680329918417352,-0.01441432409987423,
CXCL2,-0.023655733584929468,0.05806429508142062,0.05890190815841915,-0.03895709648120878,-0.02314412971137516,0.22556945392357244,0.0043009046715987535,0.041999196164340565,0.10196166895765044,-0.007412187356844595,0.014256595786059114,,-0.0329430516630999,0.058010273041598254,0.10172167955376964,-0.04928586852234976
NPPB,,,-0.04816871523770315,,0.027766004620809897,,-0.013664487528588601,,,,,,-0.04577409984333615,-0.03170155166743034,,
CCK,0.1596024639003503,0.26930182830000754,0.04297684427119833,-0.030093795976299225,-0.048917767992740134,-0.5481346272947631,0.009095155318947884,0.002144434169118898,-0.11781210017002915,,,0.07184270907563392,0.015672883613402595,0.1169185865886611,-0.03153931970235748,-0.06847941792051271
