,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.16163938958877527,,,,,,,,,,,-0.008033415631952137,,,-0.01801857563308216,
BMP1,0.009085840868622746,0.047916088116865534,0.10086322004625642,0.01899393471180277,0.0506537929734724,0.013888551422177625,0.05342981399225157,0.020140482478099974,0.11841321539752131,0.009776392494792216,0.028874255687322,0.12097679912589547,0.01039585646240338,0.029418988235016097,0.09005635158010555,0.09902115728203972,0.07139729483892378,0.05672698649970398,0.03545824060562105,0.1102232135614553,-0.02377138104744972,0.08162049547248637,0.10481072593501137,0.1091544329504488
NDP,0.046768866352744444,0.02412975401173899,0.04406227388179472,-0.028584722055877487,-0.02223156632117154,0.012019385829922171,0.04296433655277871,0.0023810648801406904,-0.004988994861842691,0.02279905172174606,0.009259229940315625,0.04517012120293402,-0.0043706816515684055,-0.017113213031219817,-0.010305884792382343,-0.005126632555413725,0.011718617467547442,0.015774020542226416,0.03570104201067698,0.04820370873947146,0.030015050329059757,-0.02364011283425232,0.11644472835270257,0.0574453400254229
TNFSF18,0.1603471357186247,0.06236001276115142,0.023989016373116234,-0.035084652695089896,,,,-0.01553397764160746,0.032903813921613345,-0.008855656878161594,,,,,0.04118394269665715,,-0.06717213496385215,,,0.10732612630049249,,-0.011402770732892429,0.048637619166594745,0.04124855960477518
IL36G,,,,,,,,,,,,,,-0.024685017612130752,,,,,,,,,,
RTN4,0.03911865680738683,0.025929831842479937,0.0048961521743538985,-0.01706982145335929,-0.05161004293183509,-7.51606999000031e-05,0.05295636282355567,-0.06499719272982268,-0.0783930959583121,-0.04952044792174567,-0.03180162579134276,-0.09536100459728732,-0.03160979271517886,0.02023603592135875,-0.020613927398306885,-0.08922035380456708,-0.12705666513579672,0.016375976998690988,-0.039401944560686505,-0.057006374419771466,-0.027631937772257975,-0.03718597278574131,-0.09318216908526204,-0.15070603371875324
HEBP1,0.028185699150709197,0.06552085697216554,0.04379528050029771,0.025858713334479835,-0.034047637142095084,-0.005586654380484335,0.024413242561207485,0.01066032348879591,0.035212172928831685,0.041984531121174534,-0.014436983792928806,0.11529300309823505,-0.04627192479691331,-0.018167331651530127,0.07819776036308468,0.09166955735193569,-0.022808535143762698,0.09031742812925503,0.09169340015778193,0.010477378359814016,-0.0273751771663367,-0.02343893460315566,0.0996556277343052,0.04672301188465188
WNT7B,0.06182660046938538,-0.0029271596882274207,0.011541252275251082,-0.01890823589740173,-0.037820922718798305,0.02462063333862514,0.004927005175294917,-0.0006930134382581974,-0.014622853900361919,-0.021705188157508413,0.027658465846589857,,-0.029468738729172862,0.07790983677512565,-0.005921996253630328,0.03373198530866022,,0.016681428602761533,0.08012032516024459,0.09933736779422049,0.030309351514006117,0.017389147627695813,0.010405481336693579,0.00530560717859579
PTMA,-0.023466179957995374,-0.08620225398645678,0.02043369768735726,-0.002812478929500176,0.0373970999219981,0.006903136173464067,0.008581728340501818,0.08190024660104193,-0.001914689436893251,-0.062369874511386966,-0.009048209589119439,0.1611754933477206,0.0770599821573051,0.002478784783868505,0.1211676615225699,-0.025726414221400245,0.03996352930908803,-0.09629116494680572,-0.1005474951530802,-0.08664532012871959,0.0645589257965213,0.04385894920932532,-0.018779053239473615,0.020869554089493918
FASLG,-0.02611144269283434,,,,,,,,,,,,,,,,,,,,,,0.06843481883810924,
CEACAM1,0.014127500113555963,,0.05596223201290978,0.02333863415409551,,0.03120354137498502,0.008202106595049241,,0.08615448672895828,0.004062530633472612,,,,,,-0.04901371788996191,0.07120870511532043,0.03828508117740639,0.01866980616349159,0.08937327595078366,0.002459711712686905,,0.036934109968434714,
PDAP1,0.024321755070147912,0.017345117360272992,0.013252074910061678,0.050847690157018406,0.04048777598452183,-0.015037294202613715,0.07803462614752449,0.016137254279680352,0.05621759730871516,0.046651791545768026,-0.0032109337035102657,0.05140928253724468,0.11377523405839603,-0.015698051785103848,-0.056402426690963105,-0.006032397305924509,0.08114844417570269,-0.03708286954059941,-0.0023587330224940535,0.0026279278170728056,0.05732958034447816,0.10070712024860193,0.02288410512366258,-0.04057248629903868
QDPR,-0.02176062494549192,-0.017458020162284506,-0.11249630698050253,0.03568496702594734,-0.006819077729634478,-0.030305182244742098,-0.0396447143233787,-0.015190119118717253,-0.08367342391710639,0.010240494511060407,-0.01870070966621318,0.0755530809036949,0.04534945987561554,-0.04856456044903883,0.054147361949453694,0.03138420610944003,-0.06574522878885886,0.008433462855719573,0.08331518448658773,-0.08042656606612292,-0.030512626794828246,0.062198079381746395,0.013814943744512542,-0.01716624200565809
POMC,0.002428626758285168,-0.03266741264451415,0.03662561014166206,0.024754939852753566,,-0.005112867185008414,0.020151939428419197,0.021941988956695094,-0.038770768237715504,-0.025824261172070116,0.02882404887979513,0.0606491395586664,-0.006370147352438667,-0.017056174136985732,-0.020624978923135313,0.021268929227019045,-0.07982974151539508,0.08621715584247482,0.11933097530610688,0.017267007567391964,0.04107986362247408,,0.10156825727596215,0.052649519801501676
CCL18,,0.009489758982071815,0.01466646849169501,,,,,,,,,0.023672902714418548,0.17078765424566267,,,0.10114899354374772,,-0.008892418388414026,0.020413150555505837,,-0.05994650249827056,,,
CCL17,,,,,,0.006031470554384798,,,,-0.005442482405018219,0.013101771258834988,,,-0.02255046439609384,,,,-0.038721944255365744,-0.01211558791904911,0.06930869920205059,,,0.031299618602369135,
VEGFD,,0.021702240868109336,0.05217349530475419,-0.014335021619143913,,-0.010975025823086649,0.05997262357873652,,0.022284325415066128,-0.0004559545237850357,-0.007637823306590155,-0.04486595389585448,0.0513388915846841,-0.024168031156421608,,0.05182394286652139,-0.04977307827627605,,0.02644374169077856,0.04733769835355817,,,,
TNFSF13,,,-0.044720933934391874,,,0.026025177777562747,,-0.015064717741822574,,,,,,,,,,0.028020222452796444,0.026598830503162283,0.07031679414447697,0.0042519091389877205,,0.07135523733423645,-0.008605199267025136
WNT5A,-0.05227004867467845,0.07725302725419762,0.0671995537679173,-0.020263181962880118,-0.0013672018981688789,0.024709888203849343,0.00031998794248331853,0.041975043786878045,0.0978921549779472,0.036099555918502356,0.054449727591237305,0.023655135981866755,0.07384731404545067,-0.01488086366291999,-0.046429247128786204,-0.008678601426329619,-0.02962113256584817,0.11244467906226684,0.015425134430479225,-0.00785847831609893,0.011408838830997449,-0.0555001704443931,0.1140338090923484,0.04802942860954777
CXCL8,,0.005557075935406405,0.0228144425138917,-0.0001254982839881634,-0.04752611506583558,-0.020367984590456422,0.024542522850412172,0.1899158619101863,-0.030486520653452955,0.03569974622108168,0.037762696678531604,0.09092300974365367,0.04659244098319269,0.07828778984488248,,0.017677227233342294,-0.021854696984579786,-0.07461415097445108,-0.1026195266013443,0.04409672727195802,-0.05178931470860819,0.045011450540377536,-0.012350273323278075,0.0005054503345976408
GRN,0.057986802308357385,0.0999615579855603,0.1199948337496226,-0.029726106494938714,0.005706008992296542,0.017942692476163462,0.10102521226269341,0.06367725831950408,0.061274780927411905,0.019529018711445856,0.0435549433211988,0.13575562014961676,0.0050967772362984515,0.013679913331130623,0.013062065098406827,0.061023409111415156,-0.03151290133666149,0.06793230268889623,0.07277600544215858,0.09810959020274913,0.005138099074648683,0.0028297212853867276,0.10615727850218953,0.09770838841341795
MIA,-0.007395717023377069,0.04891714285718226,0.022285876201178126,0.028353934493230412,-0.030835490506794485,-0.033598958087845764,0.036973579995954325,-0.01295553988089971,0.048433956101792255,0.1050759086142525,-0.023829724568568075,,0.03203851870567174,-0.03309922623062338,0.05557314162281983,-0.0028608381562985363,0.04352505432644728,0.1109952580198547,0.11000279346138628,0.07541846392220455,0.0162190582019585,,0.08994681026595168,0.11262119133854546
COL4A4,0.10659275001969537,0.003153698148828036,-0.02314222248532714,0.005717925208118382,-0.03788754221606756,0.016470605598222807,-0.00858284590781431,-0.014333413365849593,-0.02506270039081332,0.010531844088490642,-0.0400320421600659,,,-0.03210747739515582,,,0.054213048330889545,-0.0329806444122186,-0.013197670125750433,0.02451869099064975,-0.06213699371062796,,0.0906053563109573,0.00720417641420802
TAC1,-0.00781383145128128,-0.02613998811780844,-0.055345937390008204,0.007745915953968903,0.008084354060487669,-0.025986549964370886,-0.01932462457956423,-0.051594901195227715,-0.061833130114974336,-0.043390557719726185,-0.029789072973559587,-0.11972786250863411,,-0.043514433166061975,,,,,,,-0.006205738955557813,0.023074063133461026,0.03130727500718423,-0.009989129584832845
RARRES2,-0.04091023345108474,-0.04602415969609943,-0.043812907477561155,-0.008864313801299192,-0.027133748328552067,-0.03744870034084692,0.018781433492021396,0.04069107565101759,0.04122908050332819,-0.009794339985343193,-0.02163472718934678,0.07574050016135583,0.0039010083429939398,0.03744172523786509,-0.08613928039591785,-0.043352034390290194,-0.08446992365193587,0.01137322857521277,0.05820094275573175,-0.009352717282021458,0.006018389986118614,0.04592740896719429,0.021940019475097883,-0.14109918358460005
FGF7,0.01441659537542692,-0.017636992710204462,,-0.007582165284080879,0.02503528801905384,0.008751871200247589,-0.028893170230391927,0.044333633690025354,-0.024834871501089772,0.036917390779083036,-0.018329666524987864,0.0005076977603432087,0.0726957771446905,0.019925989948948765,0.03214108997275756,0.04626093088879529,0.01938076490852824,0.028581458533466924,0.06253338649214227,0.047958841465550794,0.030855911764047877,-0.021077605642291376,0.1125846927408641,0.11529869539702438
EFNA2,,,,,,,,,,,,,,,,,,,-0.044272359350325266,,,,,
HBEGF,-0.01982485201174088,0.05159854004461213,0.10714555034010236,-0.007718998799785823,0.06282350918688208,-0.029703916880030348,0.07709058493575621,0.04470408804906276,-0.016445583144656592,0.08078985774791293,0.03337686577809665,0.0633128789748431,0.1109802057640921,0.026929628398920383,0.07910187767815548,-0.01742212220153011,0.02632640956335586,-0.0011554905751257796,0.0033733081566774477,0.10866054153396615,0.06695254715123886,0.030911539743366807,0.006763872115096573,0.08740586486064751
CSF3,,-0.06854758826505283,,,-0.034639468933876864,-0.062302519967978025,-0.020804925326577326,,0.04579070633083353,,,,0.07393257511108227,,,,,-0.006229322721624463,-0.03849894683975944,,0.02388469291144343,0.028304528166233665,0.07066837462064851,-0.03351584474058659
PI3,,-0.0382023227089272,0.024736246589941842,,-0.034543855676594445,-0.03969029655241892,0.0280985869443599,,-0.0030554390223953287,,,,,,,-0.02346877816503273,,-0.10439785387616439,-0.09640209448579429,0.020685776294263446,0.019424891348309412,,-0.06384502989094301,-0.11913240670641795
PCSK1N,0.019162992719800397,0.03745059358694732,-0.02004605398151704,0.008552503882554392,0.028588653043912542,0.04668980894314178,-0.06271723394879421,-0.10963216995505935,0.009009587496440255,0.09056451575032427,-0.010711439660327879,-0.1673953329755488,-0.014607078268823749,-0.006279267729558262,0.045607144264747185,0.06565562486350994,-0.023056441457118004,0.0862573010972409,0.010155896038564434,0.025630077839100093,-0.00583378904863838,-0.12229374155155584,0.06247068877599202,-0.04309137104039079
NTS,,,,,,,0.032016266001631044,-0.017497841050970436,0.11573155070187233,0.05567822645057007,-0.030066064670543718,0.0833107153878984,,,,,,0.057796293496057534,-0.05393746859388007,,0.07004629057671453,,0.0260823139262441,
SFRP1,0.02244841610602343,0.015889686761721075,0.05922769196124443,0.025603262319103315,,0.0643074931438946,-0.034369169374941125,0.013842665099563202,0.0002089028525694858,0.05193988191399281,0.012650882953000934,0.12776434248373494,0.08048044496166598,-0.010958174944949666,-0.06498390294093567,0.019870995085035845,-0.02900697719004513,0.05556501713401375,0.02286680215941823,-0.07643023695160489,0.08215225337608521,-0.037733859999271854,0.07900396347640352,-0.041311194348353696
CXCL13,,,,0.005923498033437651,-0.025152353084680643,,-0.01693825009057736,,,,,,0.04144334701612708,,,,,-0.03552571156281211,-0.06857423966024373,,0.006148022823894711,,,0.10046595675882472
MICA,0.027982856126611885,0.0019461799832084508,0.11754176565543864,0.11897268389887863,0.03639157337553625,0.058651026170765674,0.034445184564928996,-0.0371397415699749,0.020438473801451466,0.019090947416667683,0.022735897929727612,-0.032767508297146315,0.06376153853541343,0.005670212880174156,0.02493163138395894,-0.01539337803710397,0.051396274641751394,0.1314999985206263,0.09118048308266291,0.10584340972269368,0.024233425514821768,-0.019030125526016142,0.16554808356253015,0.03685172704788162
TG,0.10676632352802537,-0.009604474077563301,0.03020332901440083,-0.02946014376149311,,0.019692786012899227,-0.004228107424840818,-0.020197121236002577,0.017165198178060496,-0.017680769413947917,0.008527839539505715,,0.015787999948969067,0.0067713863842962276,-0.03219274220651004,0.13414788643266234,-0.04101412273016674,0.0020822171338457304,-0.008720822830962092,,0.029946700102879493,,0.08634000456581928,0.07025262681916387
