,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
COL4A4,0.05023530679704058,0.07189538641774242,-0.02923421397367181,0.00038199912259981447,0.08576519694376618,0.004325379848529291,0.06662492207364819,-0.01742663467880082,-0.019508341270126867,,0.0350202082105611,,0.02056863445716896,-0.03074338460988272,0.0021930385558870825
TAC1,-0.016985052373569714,0.0289830542157096,-0.02445521854155895,0.03815722764990637,-0.034629766323002145,0.07341395952142658,-0.03466616558999222,0.016741004556595145,-0.016305653880658615,-0.06736163215461165,-0.04132283465563163,,,,0.005595479645615786
RARRES2,0.034425240966037336,0.0021097032599397183,0.02413940824633199,0.11433626234660613,0.037936172938751345,-0.024314365984129914,0.07399131743172704,0.03131438093769184,-0.007782493511700574,0.05117648966796818,-0.01326807793235883,-0.05625666968467298,-0.0213545189897435,-0.04777155459686237,-0.006774431779337478
FGF7,0.026097545611233224,-0.05814358896088414,,0.004520454406049445,0.03835766250002142,-0.03200377580612194,-0.008997090211852434,-0.0158325900078218,0.01395273376950968,0.05624540715157743,-0.013617123659277036,-0.04180671368881419,-0.024301068083554613,0.026724597868116033,0.0583900193676145
EFNA2,,,,,,,,,,,,,,-0.01824901701020331,
HBEGF,-0.01069543123956457,-0.05770600971507552,0.022137545115134268,0.008393629746641677,0.0013392069329088037,-0.006990829567084642,0.04316570062529782,-0.016512588029262233,-0.015513409132553821,0.14783360944689594,0.020707255804181562,0.06342158753088172,-0.027203469218929,-0.023369274369997133,0.025873313066054903
CSF3,,-0.031697214257815354,,,-0.03044603426945414,0.07604001800971483,-0.022985211410470385,,,,,,-0.09014178736476895,-0.03139362177808174,-0.014339769295542596
PI3,,-0.004360582082475854,0.0013510428880491628,,-0.04110652023007782,0.0213737852399969,-0.025881651420143117,,,,,-0.03972027312199691,-0.06196426128022174,-0.05193504020208066,-0.017996531734510213
PCSK1N,-0.02979294878777771,0.06181180458334631,0.017137635523816905,-0.049175473697697564,-0.057854130626343356,-0.00880663234176559,0.04940290124511822,0.02721476816948186,0.06957574292517481,-0.007606559595413556,-0.07544026722959771,0.009720402321502418,-0.0390804329540248,-0.02152038648744859,0.03716688773074858
NTS,,,,,,,-0.028251589745918796,-0.019907904404023468,-0.007785997051380787,-0.022514868567837146,,,-0.04122441096261484,-0.022232964230983383,-0.021235242938298978
SFRP1,0.0865242811696883,0.21997212220635695,0.04547635932880472,-0.007457136698670911,,-0.0157534949491982,0.00022780892216932172,0.0033301492394331553,-0.01392045258572137,0.021071287363083772,-0.009611242946269744,-0.03467479956947727,-0.009715721023775275,0.010428229627920216,-0.020741789690666656
CXCL13,,,,-0.03650892675098346,-0.022107423339411167,,,,,,,,-0.02861386026806241,-0.018314610699029617,
MICA,0.015966611715745146,0.06344592045153262,-0.025538995343861712,0.0255311612217402,-0.03191060222856765,0.00647358886948355,0.029727191482333142,0.007456219688761199,0.008253743662898706,0.03336148864494048,0.07786045639991371,0.08098104318875007,0.01055214068569641,0.012352949191103264,0.008753689126250071
TG,0.11946168252890936,0.06443295875668695,0.02055664728661628,0.023138376875270057,,-0.01700051694324047,-0.0004436197698524456,-0.016816240116886625,-0.01007417098357986,,-0.010921471210173932,-0.06028102440565071,0.049029590110304465,-0.011402145845842896,0.06442968385325804
ADA,0.021688181868406438,0.055217152861176684,0.008656272573989694,-0.015906256204117508,-0.020910765083034598,0.026809784453038613,0.017402475147967455,-0.04425146473935689,0.0014155204337700808,0.033004634514088,-0.03645089671414581,-0.007535957401996266,-0.015327318994788116,-0.051976059176002745,0.09455059908161566
LAMC3,-0.01753370142574609,0.02114648172128589,0.02465129154336987,0.008581747490463197,0.003885070690656433,0.021481827196434256,0.03275779270707419,-0.023492961873503714,0.028569431366277778,0.040096350521019807,0.04894866333776895,0.01469415207356305,0.05132300411559192,0.015358771207286568,0.053160328761174075
CCL7,,,-0.015483393444853088,,,-0.012291346587738722,,,,,,,-0.026484632117100396,,-0.015026688200633433
NGF,,-0.025781680287373633,0.0245897449167022,,,0.016553803045757234,,,,-0.022514883392384256,,,-0.030587629840138773,-0.018003719519704895,-0.044989451575502326
TNFSF15,,-0.031895156157001656,,,,-0.01368701558750789,,,,,,,0.03949972415786641,,-0.03970311184400285
HMGB1,0.0014170031127632096,0.0431981136213867,0.026600322543112787,0.017959585577220955,-0.08985961118760455,0.015256541299636057,0.04899946878892043,0.05861547235757613,0.02096053478739727,0.03488432503988377,-0.028851574006612757,0.06067729161783251,0.0022235473355715764,0.013242922577542577,-0.04353677821942709
ITGB3BP,0.05205899361229677,0.009973203836789332,-0.009769257568498908,0.008570581896290619,0.04586860396881825,-0.018207461499656574,0.02387975941211966,0.044524872076683666,-0.042817191990949945,0.04664446919958051,-0.020356861849524125,-0.0629372707521984,0.011744836054227737,-0.04121212738046106,0.033510578382284585
AANAT,,-0.006920002613107363,0.0381229118636644,,,0.1489439868475902,-0.0015853503432623629,0.056686890727987244,-0.011612658261491772,0.004161631000063068,-0.021967675930025764,-0.05195573006747326,-0.023234495400991175,-0.02455823422914687,-0.015898862761899214
RELN,0.03948431607421227,-0.04445319249273535,0.05832732530168542,-0.05038031617437553,-0.0036168600645805704,-0.021616983002288145,0.01333924432210052,-0.006071619672183608,-0.004362302603107096,-0.06687127801114709,-0.024320113362412906,,,,
IL15,0.004916457739046813,-0.04533841392167182,0.06440239989838471,-0.02994457846874246,,0.021497284871228504,-0.021610454841665357,0.00018028783020315894,-0.02495940829960237,0.04712110662393988,0.1161404812188612,-0.059884378765469155,0.01165827275714681,0.0294405579263199,0.007580485330671888
UTS2,,,,,,,0.09911948740390751,,,,,-0.04872145401525809,-0.019785873310627766,,
BSG,-0.030763835484016462,0.01819184275496936,-0.013861143670279758,0.00725909717412171,0.0034304691807848036,-0.05944849194392561,0.01882895815846814,0.03068636417819904,-0.03167215302784461,-0.04957072645782572,0.026338873188424063,-0.06644239325800769,-0.04208690631309453,-0.02451023216748092,0.06517467285761762
ADAMTS3,-0.05144458584615692,0.069816589871587,0.0394363862085115,0.001899672268116627,,-0.01587465494616879,0.008520670466641414,0.02847256182078847,-0.04589054195415562,0.029215196514047487,-0.033855019253132494,-0.025776881339833625,0.015862792199014746,0.06334928541836883,0.09604055509723378
CD34,-0.011840412926497403,0.037407308784788845,0.05943919664960272,-0.018656360498134256,-0.027778252295892744,0.043242556060010075,0.0597436790017428,0.00765712578501394,0.05789641993967196,0.07256796118405452,-0.04718292916651629,-0.06694415239863541,-0.00775930971623869,0.011976803148900154,0.022743047151978807
CCL23,,,,,,,-0.02359118453903883,,,,,,,,
PLAT,0.045292583513811144,0.06488536539900583,0.03255034445979341,0.05250751286601697,-0.055799647647281736,-0.012699321288624514,0.06075099826726131,0.015854096743531478,0.027626280730696843,0.054901017159071516,0.08606928876804647,0.05008826923404885,0.02567505537418972,0.056178814296405366,0.03543674381097324
NTF3,,,,,,,,,-0.01874560068619643,,,,0.046424001139095415,-0.010603332320064876,
LTA,,,,0.023575865314542786,,-0.015753494212224942,,-0.0145649701772473,,,0.012810410471941971,,,,-0.0014855496584999413
CKLF,-0.028466490298876972,0.019212901772658882,0.03291908758754752,-0.0008462682673361652,0.012467261229847542,0.00836592033843009,0.0797200731313356,0.060964326245030676,0.005768155800030895,0.0648919672015031,0.08466860770506002,-0.07400093560621568,-0.011510164289249763,0.06716275244018255,0.0326535661714903
CD24,0.03820819665008243,-0.01962726811570081,0.04276338610864785,-0.01930772631588007,0.0029409829696222245,-0.011088635633118935,-0.020004051521330207,-0.07656125729050568,0.010711230058347026,0.04143499997744435,-0.0005638812058820733,-0.01878589489132242,0.06816623366527497,0.0308156985299357,-0.0005406462823953131
HSP90AA1,-0.04490893607556262,0.030838100581585842,-0.07855749728989125,-0.0012070613741073579,0.0047785369633078275,-0.0029812773154736585,-0.06703354331547805,0.013788300350322486,-0.06682881289693346,-0.04522903241668944,0.01588283364897315,0.06588601048194791,-0.046817265694038865,-0.04341772957838703,-0.07297228696673735
BMP4,-0.02024407447600947,-0.05579786267341036,0.06488118515255864,0.008915607633119322,0.04527670716463915,-0.02142495310669263,-0.035605199095169966,-0.012812249296777281,0.00687258671555336,-0.03376230530617863,-0.01736075794980742,-0.03926710189821897,-0.0029916639093333745,0.09636394638164175,0.003134514227687849
SCGB3A1,,,-0.015483391896534431,,0.21323447266491202,,,,-0.009795390823372642,-0.00890282758664271,-0.014216712377915053,-0.04298075494493142,0.003780869402793456,0.04024127197076335,0.07884993697881185
IGFBP4,0.0049284774274503665,0.015213724828020275,0.030947231526681537,0.025232464434951186,-0.057560797099622515,-0.031911174856606,0.009610993072321454,-0.027015615125900814,-0.04313870942666318,0.07213867033071063,0.04171088043056208,0.05726776507726485,0.028215558881268938,-0.06879099650521332,0.024161343367351772
RSPO4,,0.022823562249173517,,0.052276337372165735,,0.001470070541929788,,-0.000529238612907637,-0.009795389390575147,,-0.02826195468604172,,,,-0.028221027409758858
LEFTY2,-0.019476276191120353,0.09507852459668822,0.0337108667781487,-0.013886860713214787,-0.02524632072994074,0.026030542808796065,0.04771955081643188,-0.005841884125948455,-0.010740764267010105,-0.022514883392384256,0.0017650021870189727,-0.022609307217251903,-0.022482453519673155,-0.020983090812773494,0.0625281168405603
PF4,,,-0.016061533644702385,-0.008972413932229565,,-0.010723957743835166,,,,,,,,0.10652279088174267,-0.021397468309859512
ANGPTL2,-0.007440803117779912,0.03868490439357947,0.014661468010315594,0.006969324642594695,-0.05348278416869341,-0.033738816751032866,0.03491939502236564,-0.01459403057926141,0.010761760594260074,0.10689209241220032,0.03158348587031514,-0.11203468794895018,0.01689210823922038,-0.002050509781052474,-0.0010033935587336021
LRIG2,0.03270738292122463,-0.0009022656645802213,0.016285649062412397,0.024395034421766347,0.06231015501261618,0.0026444078483722926,0.012353523816403271,-0.010503137925458825,-0.049078259840420656,-0.023787881606243216,0.010103682209228353,-0.029872088596561118,0.0067547254644421875,0.05220337090738723,0.042747193164222534
ICOSLG,-0.0010985863320956933,-0.0013844978860901294,0.024623727789474505,-0.007379229392221295,0.04636240604608061,0.03962895092176292,0.0369623740072104,-0.046551798375799355,0.013064471992490697,0.024127060775737046,0.050577078443094205,0.07058634456078776,0.04974861803942428,0.06635849406067654,0.07729715000047911
WIF1,,0.043435726510920744,-0.004374913724996384,,-0.04185691363254597,,-0.045313024503775015,0.007979086861523075,-0.01843289474409322,-0.051575211741901154,0.01210070192298893,,,,
NPPC,-0.06292528531711718,0.014746050390168065,-0.02486205028249704,,-0.014092811153583653,0.03523478082301641,-0.047982230467545614,0.02007073172168254,-0.013613194113076496,0.041515220838549485,0.003372119804204571,-0.05369504664994329,-0.03953677968058599,0.03382811790672537,
LYZ,-0.05906339315827213,0.0008732776744401197,0.023555137213533906,0.03903175484530492,0.07705292045028511,-0.01775792925509976,0.0828643759713921,0.026259263671267387,0.007608498912175354,0.08284272790837288,-0.021590984380411998,-0.006582759345594924,0.04188061467781395,0.013167202865443588,-0.015325601884301565
EREG,,,,,-0.04103901211587125,,,,,-0.023161235298105733,,,0.017199906096224,-0.053149131768423855,0.07322641268949986
SPTAN1,0.0403311173059614,0.05125500272866053,-0.020583941820136408,-0.02622553378672015,-0.019047233557479108,0.001280401779147493,-0.027530854749620744,0.010669061851533785,0.0034323089292920056,-0.07936248549580312,-0.039696131289482545,-0.03137231825843243,-0.014396637876606456,0.01009079114442241,0.01771884083629044
LIPC,0.012181059781292925,-0.03659381595018853,-0.01966353887158333,0.039172372127942466,,-0.01927175075765505,-0.0399144342915869,-0.022536640298144978,,-0.015560756306302818,-0.010912791456339681,-0.03871222375080078,,,-0.027054498836698433
COL8A1,-0.0064905042223736215,0.006011175034812167,-0.002068577447877675,0.014967635803093323,-0.038012429438226025,-0.007840489666077583,0.010773636390569361,0.04445560783377782,0.0019177116446378914,0.010341282148588675,0.08214432803137713,-0.10839608825478948,-0.0050016506770651755,0.005054552690929997,0.015225508643573091
GSTM2,-0.048258674815846975,0.02484829769073051,-0.023439204092879348,0.023614080248798894,-0.016664862501628998,-0.022111708238425138,0.04766406733980668,0.03179689100924962,-0.028951993860062416,0.037479509664759575,0.02585778832308581,-0.00953322103341123,0.02246927549156522,0.08263071466937831,-0.027537929398003664
IL4,,,,,,,,,,,,-0.03700519128454716,,,
SPX,0.07167908811565986,0.17022924949405716,-0.03180266750601141,-0.014638112865374002,,0.0426884396174142,-0.004440894337158603,0.010122502812928966,0.007204978921040387,-0.03188337523349487,-0.03176581415028929,,-0.026703026099263165,0.019918883782534542,0.003293387613754733
MFGE8,0.013177850499356464,-0.011966529424083923,0.053133936824135614,0.07464227574031355,0.08317047207359983,0.0110768504164498,0.011242008647390202,0.03674158669546773,-0.0015285698336476477,-0.05511058217564343,0.03837829127078571,0.11583891891788903,-0.06996011767964466,-0.016585772383382352,0.031476100850419755
TGFA,0.04467152035966063,-0.024203003342031525,-0.04306108890520151,0.07575498284450018,0.04270918726607751,0.07637958740797395,0.08669527331223423,-0.056421635150387534,-0.03268739897199553,0.015332045311949177,0.027607606033948122,0.006105357546374479,0.0029539365630235513,-0.047050070153926704,0.03790186782533275
SLIT2,-0.020244071236653966,0.042896259449125666,0.018312605571932847,-0.022802924327691407,-0.024188836073392336,-0.02820430712393406,0.03326167046863276,0.008873135836534844,-0.018413402670523233,-0.013196681578192869,-0.045828970521947524,0.033028113403462,0.06301966300246316,0.05141743892508714,-0.021840444170138636
PLTP,0.000652584936321234,0.04310883791445356,0.02320420850809545,-0.0061205737223254675,-0.03599930973765259,-0.04819936093956922,0.0533124245062177,-0.05924749152394294,-0.006496840111006542,0.07250992589577106,0.029830586370462972,-0.0035346858688713226,-0.03738670933142262,-0.006270423561686565,0.01922346047915158
APOD,0.06261172841950763,-0.008799990464076965,-0.006032842815009967,-0.010931804843728788,-0.030217284420457576,-0.012574244951147099,0.07293180854132313,0.01025668810124124,0.007975048832137146,0.05945689609985467,-0.020435891641815584,-0.010530364939702306,0.07936080907410578,0.0390059437879674,-0.015695853226312353
B2M,-0.03822662718017573,0.027626330979870356,0.07417446231278904,0.024556624386076302,-0.05112765723169102,-0.055508492149454296,0.05833308787924171,-0.023626923401673307,-0.016604966438068608,0.0855506841923461,0.12250427396793535,-0.06333888057711641,0.02829688736260635,0.06575573039578927,-0.0036537598674095855
OMG,-0.015863539271637587,0.0772696441132062,-0.0023146235405070072,-0.01902062649627132,-0.0016183684459542991,0.0632383327994453,0.018268268634389837,-0.018683142480103925,0.003943638463195389,-0.046242119286257315,-0.008472153161531605,-0.04648773367562003,0.08137344220822049,0.047736909146880176,0.021962038235548955
CXCL3,-0.01584093067952326,0.027627001398261495,-0.005154541238939113,0.061388900543045785,0.03331593315720423,0.01800994418852893,-0.027221809101926085,-0.02214395335397731,-0.010478996130949544,0.017988446938078967,-0.014672974214931191,0.025783080690163364,-0.07268229950914169,-0.011118259446443709,0.06312081189823474
CXCL10,-0.029826896060547087,0.08150176048290764,0.03708570889186493,0.02166034036050825,,-0.00512040734158348,0.048081502510816096,-0.012331959718470816,-0.01591836209846121,0.10147063376651069,0.06618571604945836,-0.01533811257751101,-0.027348780310611328,-0.022435068725258207,0.05405486568321049
RSPO3,,,-0.02103222057082809,,-0.0304460352190999,-0.012453784774416901,-0.02236412067475952,-0.004246790219693992,-0.025446183923230326,-0.017362004692858996,-0.015332975260726675,,0.009625221325077177,0.008851160693508721,-0.015249150198140101
CORT,-0.019670770651623818,0.028492146648162076,0.023160028386787955,0.073977489635158,0.027144624342140815,0.03803353311904239,-0.03810854615320363,-0.004951043314680545,-0.024427592545958186,-0.03625517740709769,0.02071487653424732,,-0.016071079945788134,0.0733854670659542,
NCAN,0.07118331887665387,0.06792652177479981,0.01754184190282516,-0.04383964252554778,-0.014337757968036397,-0.012400763320550685,0.021400432076512873,0.022823390958610974,-0.008955909328189187,0.016405610963761374,0.016934957703912377,0.02572643697160224,0.07186176385746428,0.043546023606825385,0.06165125279811747
PRG4,,0.011680041682203718,0.006409986686459619,,-0.03404260051196665,-0.012291348503162634,-0.0034211065244014204,0.004754961219261526,,,-0.017926782714100403,,-0.029008001210906825,0.07032099741566758,0.0033011261810576373
ZG16B,,,-0.02147079137449537,-0.02849606926015781,,-0.014265613166659617,0.05190644983523144,-0.011573190991707852,,,,,,,0.0033736883291456887
TGM2,0.02111559817083175,0.018494548957753206,0.022157371547996855,-0.017681444511839017,0.04864703596484898,-0.02567354422353498,0.008387399355886149,0.014240904823871102,-0.009785799896468309,0.10042125437739262,-0.03674389675323116,0.018807833875127734,-0.031153384003904352,0.019359549144030857,0.01239551434549971
VEGFC,0.026792187069334995,-0.03457856280903984,-0.006219996493380666,-0.036590050300124716,0.01406005354641742,0.004985708525557209,0.044051274546278316,-0.031163748033360625,0.02241789535663189,-0.026172095039805176,-0.01829499631884836,0.07063089181907276,-0.034084200057633934,-0.0350704725217861,-0.03262836677682962
WNT6,,-0.04385482966981603,-0.011499396639914297,-0.0010868430671241594,-0.06122022294595087,-0.017000517649110952,0.051870117733816216,-0.02575572376374786,,,0.005480261749164203,0.0011364029111374685,-0.02882450025088914,-0.007547895416378071,0.08365178138315395
NRG4,,0.16851683374861684,-0.014260748946492617,,-0.022820940036558227,-0.014959133406817883,-0.03673459182832266,-0.009953686805830746,0.04381693441743324,-0.02915726253870275,0.01149027865490676,,,,0.06472637510473873
PMCH,,,-0.016436280616256117,,,-0.020727336706644825,,-0.016939946191418163,,,,,-0.026919805464147885,-0.0245582333582624,0.09772963879708023
COL9A1,0.03229292715900758,-0.03906512780936574,-0.010993558986788879,-0.006163381460238424,0.06158395445498385,-0.015623723040200994,-0.027188827407057404,0.043008606321225724,-0.020749705172772016,-0.022840156369011703,0.017059696721129416,-0.1065082072243483,0.04987685251246975,0.025865553798258722,0.12922554470431252
GDF11,0.01303087676278191,-0.013445269486713228,0.001234501327087876,-0.012201261171496156,-0.0020127021127617855,0.03802872471704271,0.04377402921794373,0.011437914266629105,0.022002451126997717,0.039109484691950934,0.1079686241007527,0.028855513414620667,-0.008245964743775624,0.02695974611902807,0.0169110430352425
RAET1E,,,,,,,,,,,,,,,0.08200593785300567
IL24,,,,,,,,,,,,,-0.020070758269392544,-0.016459792188579306,
SORBS1,0.04982931010396882,0.0033393669806039464,0.014192565293439267,0.051014760973006355,0.024490746779600815,0.0651141227545514,-0.02446492379548511,-0.007081731632976902,0.0019357959959394784,0.05282368155045248,0.016062275925862273,0.0036625879313684244,-0.021601506084774024,-0.0292118025608312,-0.0038352028948209996
DLL1,0.018359683683774972,0.07438076644303698,-0.03436580890175528,0.00096041337590391,0.06566966087252929,0.017285476576878834,0.01611522287539449,0.02707540526021563,0.018823618082966762,-0.01498756113021803,0.004922259798799203,-0.07375023894791831,0.01047573108274879,0.033768962873080156,-0.04221440282550625
TLN1,-0.011212541972932128,-0.001901541217557764,0.06642522602037179,-0.0026679843253084937,-0.009650316529054135,-0.03242394216395627,0.047982179605315575,-0.005374865806727263,-0.006663232982293848,0.008851585715979831,0.007006399171707874,-0.004316360776885701,-0.05136181665815998,-0.0057059162407330916,0.033032218720244234
COL2A1,0.030743438325423925,0.0199351219245097,-0.04263596484269345,,,,-0.027221818365809416,,,,-0.014896081234020392,,0.03185800996239564,-0.0034156723405117193,-0.022192667608746382
SHH,,,,,,0.00934209618367456,-0.021399656859430048,-0.024860020166325783,-0.011246855598896639,,-0.014216711135285887,0.016356964268911447,-0.05181129641986959,0.03071697232624642,0.055974060958414694
PON2,0.025888616689848067,0.10185169870012695,0.026942248583598918,-0.07209923282512587,-0.043849342496323766,0.0024966808980616565,0.02984145116796398,0.011753576488104019,-0.020487834405437035,-0.02404568698898061,0.02849952756123981,-0.0712952809659963,0.042487967732018204,0.05954787024831462,-0.00034390014284353806
ICAM5,,0.04828290802008582,-0.04173096417260197,-0.03392232137102145,0.11495930852985348,-0.019907204959967135,0.03644534160331257,-0.008285808233950566,-0.0005678366805498751,0.10603108183837175,-0.02776446890350685,,-0.03736024417661741,0.0060260676679168255,0.019665068860730932
HPX,-0.020986426391706267,0.10198751743522377,0.043828528448540086,,-0.030446043223260548,-0.010983086339395761,0.06104313731888954,-0.022711670039497176,-0.009795389824756138,,-0.036136042311338705,-0.06317933167885428,-0.05083030688294018,-0.0170504392744654,-0.03519107804076539
SFRP2,,0.051874209834680295,0.011882231521732149,,,0.024288022972121945,0.05195863857821617,-0.018928691799990283,0.008358760618301252,0.03590336764205873,-0.027889548998858094,-0.03700521306522103,-0.050374498875984414,-0.0069578315040392455,0.03282561954530857
CFC1,,,,,,,,-0.014564971057483686,,-0.023791320501712128,,,,,
CD70,,,0.11094464465788739,,,0.07192088183849091,,-0.01716296630639018,,,,,-0.04685566055232941,-0.007123379553864998,-0.02326533654648018
HP,0.04651697237811141,0.09589505300062846,0.0033956657268016427,,-0.044986494759088363,0.01587775256713298,0.026806430180157027,-0.020817634043182612,-0.026283500271801867,0.026052159422133674,0.09946742420244939,-0.07427825860827537,-0.006269324740893105,0.012989984156721878,0.013726216994468824
CXCL2,0.06002662212934739,0.056586171357008885,-0.018611670653217383,-0.023107941042644693,0.03593615250222348,0.011624846622095546,-0.031117706900548124,-0.0002239438424361523,-0.013613193047665891,0.019836221375476353,-0.016307678480168578,-0.052394575453477844,-0.05795672620935446,-0.017378208867600844,-0.05755643600158048
NPPB,,,-0.019975074100597477,,0.05679535728199755,0.04697420444580965,,0.030191503445666047,,,0.10877491795574384,,-0.043530018319607136,-0.014455482032377221,-0.015468566308451505
CCK,0.004543521632924507,0.018367337846270437,-0.05411255409972906,-0.005926410621676809,0.037826875969565424,0.0037937816039599484,-0.0762453314143029,-0.030136530725666123,-0.036726491649844976,-0.05513155539082861,-0.074452824606309,,-0.026567747774288705,-0.014221438576187453,0.020723289917058824
SEMA6A,0.025104057863588398,0.050352103235888825,9.935826942277164e-06,0.06452617113922095,0.03472259299748239,0.019549768191757386,0.06983423318088437,0.03549734985256493,-0.038575395144261816,0.00028128459052774793,0.03640670595402185,-0.02499605763919519,0.017120164565877696,0.04444640390960516,0.021292294278662433
IRAK4,0.017843439021070693,0.05733473304554789,-0.006612745938650364,0.005318314626297696,0.08462916327290945,-0.03998708146676653,0.05995985339911424,0.012226878631722931,-0.033306406298949515,-0.017297634146020584,0.03936508189970733,-0.04864047954817994,0.07151556692131697,-0.0003947133625363524,0.09516961987021309
