,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.017990295947739533,,,,,,,,,,,,-0.02111009242900747,,,-0.02446072258042514,,
BMP1,0.06746419867648056,0.14644535811236334,0.0011842951628886801,-0.010641794338864778,0.00033664395246367897,-0.013722583692727774,0.05270326306511127,-0.05048303708544547,-0.04040864243112566,0.010224943797520463,-0.015003362897966006,-0.09295184840059866,0.013342310777717803,0.058287160924564825,-0.008005989853205522,-0.05521547654859408,0.045958740299886044,0.03004047224977625,-0.004009902755990033,0.050270436236718875,0.08710702150196745,0.010406033242411364,0.09810601622628805,0.03927416840203411,-0.003528091954288542
NDP,0.0668304147391776,0.03204650683283796,0.030153025960190663,-0.01382877774075182,-0.036316349755878434,0.09880222619783212,0.02865696383337039,0.007541853904693532,-0.06718406996595945,0.0684118208453849,0.07930522137293185,-0.049751403580445684,0.003618092272801386,0.002928073641835968,0.20038902582767149,-0.05588615647666214,0.007198362901440278,-0.015856665060400878,0.052366494539630985,0.07002055998053305,0.012724724107550257,0.021988759783400806,-0.014029005027696667,0.003672487969524137,0.06184953195885307
TNFSF18,-0.034929083535760186,0.022317611249129017,-0.0406740725026499,,,,0.02179443471095056,-0.02671504939890893,-0.02498216487680166,,,,,-0.012266753999141771,,0.04916546010565316,,,,-0.0217704657070222,,-0.01631475117831338,0.017053003716367338,-0.025412485922137015,
IL36G,,,,,,,,,,,,,-0.015082912256850173,,,,,,,,,,,,
RTN4,0.006736780361392523,-0.020525377769026912,0.006795527766563323,0.008885661724441789,-0.009473147387933787,0.030819677830818525,-0.030903642804689564,0.04460790737882891,-0.009316707416643415,0.01700784539401887,0.06628667951841874,0.019213891986018264,0.018962285074424726,-0.016281247713338377,-0.02076433318051431,0.0031153061504532046,-0.0833337527434021,-0.041144191108311766,-0.1145364971509773,-0.042041952455828625,-0.08279423790439451,-0.060642960520685185,-0.016153368921341334,0.004583117000522013,0.1309895375362709
HEBP1,0.03892149673014083,-0.015228390657400045,0.031110746713512997,-0.001033242966307096,-0.011603317310690349,-0.0207140019401553,0.02543463387909998,-0.018439597903975258,-0.05060615696796839,-0.036216215080682054,0.021223552541967783,-0.060657132587911874,-0.017382899595808916,0.026156202399452183,0.11604042083283124,0.07805192714013193,0.048417177239082905,-0.015784102268002496,0.035487254684114,0.034406126518890495,-0.014650291348208654,0.04136415068013519,0.050813584875379354,0.025017799680080253,0.027413419217127994
WNT7B,0.0006274794231547062,0.019464702835198935,0.04070329777432387,0.07161142295512932,0.02343551453841995,-0.013842821073350619,0.05001632802016472,0.014294175905665289,0.0023688002568605033,-0.014267906872433875,,-0.07335198788669486,0.06603074357865951,0.17303881984437156,0.0633568748411312,,0.05399584018019118,-0.025448406057781463,0.01285312041505909,-0.022277100211871168,-0.03023628427115855,-0.04113936013145017,-0.03107862513552394,0.09642073295805138,0.0254584912844427
PTMA,-0.07247920092321114,0.08348672219561604,-0.014645392996396799,-0.056411174963270305,0.0076278906252163665,-0.014606753049207206,0.03404558050460574,-0.03801491470025,0.09995936342559218,-0.0019142506590636766,-0.0307085849744749,-0.051910639046438056,-0.00663435633180932,0.03789548799687528,-0.01769408892949793,-0.017528652828065705,-0.05575602385820365,-0.04742909813507131,-0.05595584767162129,-0.041329561684182566,0.007733463221142343,0.013430871566755365,0.09983281850200948,-0.03911142534500368,0.00946029515072196
FASLG,,,,,,,,,,,,,,,,,,,,,,,0.028061266866884434,,
