,UKF248,UKF251,UKF259,UKF269,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
CCL7,-0.020301626644910052,,-0.012912348500405235,,,,,,,-0.02135167093345798,,,-0.024299047753904738
NGF,-0.024588564192371747,,-0.009998121743522806,,0.07963508831055593,,,0.03447043776432109,-0.041175488469157466,0.1004775687992466,-0.015647090913616886,,-0.002580462672986942
TNFSF15,,,-0.014378531590076528,,0.005085864568839341,,0.05162121966354129,0.13943329213883157,0.029861971062425097,-0.020815481574260733,,,0.03668056498581682
HMGB1,0.018872943113296257,-0.010200098165679551,0.04946036225189919,0.09282762077636249,0.09274071924828144,0.01997352105346815,-0.05215483967374328,-0.012512127042971551,-0.07525926472959292,0.012528745862472459,-0.062088770914401764,-0.11582501224076118,-0.048880923290354726
ITGB3BP,-0.01967681294652265,-0.01658716471763687,-0.040753323558951976,0.05849361298323473,0.07356915268907045,-0.04199756917443241,0.08744646172775986,0.01429106066610182,0.0645746066016973,-0.026391648489621992,0.04000770350219763,0.02180424257840183,0.02357305270727753
AANAT,0.018141929153072486,,-0.013082994600330317,-0.018478097747294368,,-0.015589996396960603,,,-0.028858798947288124,-0.0187314401013179,-0.021343640864921555,0.052222753075406456,-0.025709405846850643
RELN,-0.018285635384306165,-0.023763758801592694,0.03019701455113734,-0.0542205364793645,,-0.01725947163921249,,0.04904862400341467,,,,0.04614396539763443,
IL15,0.037992775188971956,0.0823797660968987,0.02404939567932474,-0.014055973702559421,0.03409961284074204,-0.01445900110026889,0.051000645014146445,0.0055787378129194915,0.06532139945149688,0.015392357351027303,-0.03869582236880982,-0.0317035910587049,0.05236988690912327
UTS2,,,,0.02070238859011184,,,0.06553356354001698,,,0.011302453825419384,,,
BSG,0.02726180880248953,-0.011301953311123271,-0.055982737810607454,-0.010452407869786235,0.043361190564118995,-0.08609892584101005,0.12700778575775945,0.0849140055347112,0.035453440181118394,-0.024456154505464667,0.0019035405258366032,0.029066023255225254,-0.0017253267046821777
ADAMTS3,0.022314243821551158,0.06748455443786283,0.018547371016198314,0.08018691630088916,0.0018786366971002644,-0.009017482951941363,0.08196614049150075,,-0.03455547379186128,-0.007983951359120224,-0.020180586701151755,0.07769855793747317,0.04431327054115639
CD34,0.11430560859273252,-0.01865817008272025,0.019859324337357803,0.09911868137945205,0.10056188539211673,0.09622079540460911,0.12195076506645036,0.03477692757046558,0.13802249410771253,0.04840695455474461,0.044373677389353786,0.07253653487708826,0.10474247669145753
CCL23,,,,-0.02102514203146465,,,0.0016624675462949766,,,,,,
PLAT,0.0710090405720584,0.07168658114305838,0.03636488158935396,0.1265327425645132,0.026274007055155365,0.11735711420145076,0.1388508166467664,0.06524307351553386,0.07071675720108582,-0.015198799031277644,0.005274951576834316,0.05515393861765555,0.13235236831585181
NTF3,,,,,-0.015195894904497012,,,,,-0.049295105058897004,0.08126064080404426,,
LTA,,-0.01256790657596332,0.018131069300517888,,,-0.014459002885094734,,,,,,,0.0008804743094439203
CKLF,0.02409651035786475,0.053367358224645785,0.023501777470290242,0.08315480424366486,0.033662083596063326,0.01144293865734346,0.054159208255475745,0.11335902186267743,0.13279182164304332,0.07170537558362758,0.07071971717526511,0.026573836928980337,0.040932391361147055
APELA,,,,,-0.030753833463852815,,,,,,,,
CD24,0.01476600069865458,0.027501468148476933,-0.02598884719417398,-0.002852601356382233,0.08075962670504386,-0.012331308157988193,-0.061580340420906945,-0.10751131822838564,0.04900229814810619,-0.06486861321122699,0.026560619688726268,-0.0036930150379849576,-0.028182294138946275
HSP90AA1,-0.024378695974692832,0.02736973211937125,-0.010060616488902163,-0.12585986563333443,0.020223876011595494,-0.04385056982032382,-0.11005166336316843,0.013212223370014549,-0.18577952503825287,-0.12044506553799593,-0.08009394078923839,-0.138034604763111,-0.16482441383640273
BMP4,0.09508626142297572,-0.013322717701276155,0.037188546970420754,-0.056599043726119146,0.011775065568751642,0.17703228504203852,0.20685879238601945,-0.07436124838559045,0.0169110133267992,0.08077233197733429,0.022111100306717854,0.09251388556278273,0.06557860607563794
SCGB3A1,-0.020301624614774513,,,,0.03711432405878027,-0.010089301000902964,-0.010272660539964215,0.22439869667980966,,-0.03249814580014961,0.05086405094778341,,0.08392621661307524
IGFBP4,0.0995139736029931,0.05818393511511955,0.13162593074717266,0.13822740615446855,0.11262560583354508,0.10187390673834283,0.1692712957197432,0.046150570243271086,0.10734528646260455,0.10126927534248778,-0.04880977313663925,0.06674701006073108,0.16974154182145282
RSPO4,,-0.020317456366528833,0.06941859978870973,,,-0.02005691330889628,,-0.015280256346482474,,,,,0.03163554537543781
LEFTY2,0.09407788079978456,-0.012722259590451096,0.08828462775605032,0.10817014082089403,-0.028674774315242603,0.05784022175256704,-0.06785039405249832,,0.21003658781922838,-0.018125150736712635,-0.01823647214881338,0.07320416251615054,0.07142345321522675
PF4,-0.02105967665039226,-0.011432219187999594,0.013950192276507798,,,,,,,,-0.014537044455291472,,-0.034600977762486766
ANGPTL2,0.07696244396887904,0.03626943265363106,-0.012170821644302117,0.03507023714503536,0.029204997460986995,-0.024896475787200188,0.1405835199589396,0.13188343820151588,-0.018552651771099205,0.06973936226166741,0.006478530543112186,-0.0464150734110335,0.16257204542349218
LRIG2,0.026591435298318287,-0.012744993655087846,-0.013090144379105152,0.03508393014523293,0.07866426514874925,-0.031876618032080216,0.06537730985612558,0.03976853089487876,0.0641139480395263,0.028735538949804462,-0.03174667532262659,0.069650124505663,0.04907358972084221
ICOSLG,0.019221515256142564,0.007499022000701918,0.030149781389704634,0.08400514190961629,0.056344590652432455,0.13098873966001956,0.04094793641470805,0.03777770978104348,-0.029076338163008433,-0.001588276511134477,0.014378540174442631,0.008185705362168939,0.10582352058992153
WIF1,-0.010089126799336177,,,-0.08211314456027276,,-0.04828530237029752,,,,,,,
NPPC,-0.019979556920667215,,0.04821019210979741,0.020192586701993257,,-0.06762970210405185,-0.023758942688295218,-0.0699425851155851,-0.034555407426004624,-0.0318741942790075,-0.027505062672952742,0.016790535190370798,
LYZ,0.03794292683056366,-0.016169898792458014,0.009129874767746567,0.10006527866064749,0.05502052324357797,0.10485039281350696,0.08047931270658215,-0.04126938491916977,0.12729840990312663,0.07041998240315872,0.07374639907920491,0.0024356475899507063,0.011922653279718294
EREG,,,,,-0.02166700460467786,,,,,0.009558920029506802,-0.03723082795108019,,0.10139845707238697
SPTAN1,0.04559171921429619,-0.02136559160670077,0.038991398956718736,-0.05723308445168374,0.041552254154235045,-0.03576219845836322,-0.046534232453054505,-0.042905568461342754,0.0745158496629158,-0.05679255051454276,-0.0012418303960812186,0.011794698662082891,0.013499234339933984
LIPC,-0.012647128118083545,-0.017206100868017236,-0.02024542715637239,-0.014941464364477791,-0.04192579927264396,-0.02271374140420018,0.06234238367360018,0.1392967632235323,0.04666207620935707,,,-0.029645884795499615,-0.0234484179660146
COL8A1,0.06233172792408442,-0.03864020892694742,0.06725588977122499,-0.02755430987062078,-0.10281071137028806,0.018678603330212044,0.058082703715053266,0.02859706411152614,0.08159922053584674,0.042403811070675354,0.012050181301084635,-0.015497597717561654,0.04995409182297879
GSTM2,-0.035568120438641306,0.0007514987712556796,0.06554861000155998,0.018206188047609,-0.02050504180509553,-0.021743471879490606,-0.0202977301644392,-0.06492787190022536,0.07700945420378622,0.01317308555807776,0.037946723196298215,-0.014976343923172555,-0.010410988945620342
SPX,0.04498333357847366,-0.012982211428901606,-0.015495699533690942,-0.03990166924149547,,-0.039371252655302315,-0.031497036147989974,,0.02944286162192256,-0.02152773818711547,-0.018049598795727113,-0.016991187235766744,-0.016510718263136513
MFGE8,0.032807600082101554,0.0027485216123006254,0.04861914629691916,0.036441577655621823,-0.002811100984486265,0.1297640135115502,0.1428596067718566,0.07581041696123096,0.07443487199635992,0.08669996218107662,-0.004295283466611006,0.02988461746720249,0.1738933061776182
TGFA,0.03174195751407,-0.05811213508835934,-0.03528402630828452,0.060878977865490694,-0.03682312739194663,0.05973701862313739,0.12035706251373406,-0.0027819156580045534,-0.019416200639505016,0.04403976066610011,0.03841373500356409,-0.08100398016482263,0.02811648231365642
SLIT2,0.04435909589266318,-0.02980915546358193,0.048439942314429864,-0.04861472086069272,0.04002559170852522,-0.03252385402941155,0.08039290202208493,0.1467424446886577,0.14318186739798167,0.045593911220251734,0.09806520823605827,0.005513221653103021,0.06887420201143915
PLTP,-0.034217570158444024,0.03195124354561912,0.04526942643626405,0.1193299538301488,0.054472486189515834,0.037588242876225086,0.029948616050408144,-0.02381783179260703,0.07447635651202261,0.051741462321533524,-0.011926339061056616,0.05859941436294753,-0.012703802736398704
APOD,-0.009991572567753062,0.019027814674385884,0.032284446938924224,0.05079296148732392,0.04242142548045507,0.0024323934295899605,-0.13033170820381176,-0.06740707165079621,-0.1352541101056286,0.03862937817070252,0.02513147235347462,-0.13053185323940802,-0.12516385421719914
B2M,0.0856500152198287,-0.02784911105958386,0.052818511763672915,0.1622821644504196,0.10682774038217492,0.06352052224484385,0.14089170744195528,0.08980778183600259,0.14084574027715502,0.08451945479240934,0.07762750737399744,0.04873405415749621,0.1345045412147907
OMG,0.024478935180310822,-0.007356969039670647,-0.020865057808261225,-0.001479525553290952,-0.021235159449477743,0.02488702987784567,-0.018538558039576762,0.02672506941638344,-0.08949031351162946,0.09420907871410465,0.043103467602954575,-0.016069793175115598,0.015597747163558303
CXCL3,-0.044873957361723144,0.12899239870048013,-0.009115882789275035,0.03855933607160712,0.07032842541499516,-0.010413100405892816,-0.024485973050683427,,,-0.02623205274727169,-0.03888438097102581,-0.01792769078322958,0.003023558644795657
CXCL10,0.04311562647403434,0.08705001503361419,0.050419814637971266,0.15622087235876317,-0.028935080108709838,-0.016547676715061667,0.036577805076034024,0.006675634734291422,0.0763031264631258,0.15437084307443824,0.08728091787903797,0.04206689375126939,0.12312250446232528
RSPO3,-0.0275771775136468,,0.0732777649712079,-0.030342016290659496,,-0.01088148923130689,,,,0.01950601683786695,0.0027085312170254706,,0.04629989281830859
CORT,-0.021118663831817118,-0.02041721952914337,0.009570531406248901,0.007181280754309838,,0.0323304969139688,,,,-0.024346555311734845,-0.01521227816112995,,
NCAN,0.017086604257213752,0.028923600043116275,-0.016430278076078393,0.017474588444098885,,0.03209386306185162,-0.07407024398397984,0.13358854870297082,0.00816074869698612,0.037221761337717305,0.038221518279314866,-0.0002708203786870808,-0.04249553653912023
PRG4,-0.03053122194171245,,-0.012912350512603076,-0.011234605086201981,,-0.012722259687922899,,,,0.031789362198993094,-0.022446647327592564,,0.041642815818333595
ZG16B,0.019739195798192093,-0.01375681772984057,-0.014986361947000211,-0.00181166645608671,0.022812330984045483,,,,-0.03208132275345539,,,,0.09535743578021941
TGM2,0.03057393818836614,0.025293210471955485,0.07187799178034597,0.03893178336966531,0.0875633732242482,0.061804055046594426,0.11479514946106716,0.02482789706874506,0.11353661873235583,0.12510094391971258,-0.0029630397349783137,0.09355220250074506,0.0749854591815849
VEGFC,0.03484869597780491,-0.017664283733627002,-0.02301326602102092,0.0095020999992142,0.020090147414652062,0.17164941918702153,0.10807419000110566,0.0744358151012538,-0.02409848439779289,-0.02747837389030064,-0.004402960292507953,-0.023646919558245216,0.07584800729322398
WNT6,0.03892407082321461,0.012882125414850324,-0.0015255504750908543,0.04808407089379705,-0.023285137873605918,-0.011331406987777392,,,-0.030509341705001816,-0.03187419857940799,0.0018562764421764786,,0.030458075030588592
NRG4,-0.018698510880037548,,0.002598549388164143,-0.0327389245495611,,0.13832510286341873,,-0.041994306060698414,,,,-0.018988134849338426,-0.024658784786931755
PMCH,0.04028170075346139,,-0.021774554409557015,,,,,,,0.058753859661568486,0.05639039051155313,,0.16391851139378436
COL9A1,0.05502270747255991,-0.03159896480748281,-0.016413088291736194,0.06124498662815788,,0.060060433377092166,0.12078000599981611,0.056699160409690676,0.045805002772420916,0.015384406789298923,0.039252362041504736,0.02683299941662967,0.08163517237603914
GDF11,0.09633578369815826,-0.024871185227912127,0.0005586522960311281,-0.00900502005640707,0.03249426546156964,0.03216001415115218,0.03436716263218345,0.05520209368137474,0.04965165540649319,-0.012407458462003586,-0.03123583512470833,0.026705848930390595,0.06971830011480634
RAET1E,,,,,,,,,,,,,-0.011911788227753245
IL24,,,,,0.009637794454563788,,,,,-0.01618086383296791,-0.014305258672357003,,
SORBS1,0.07176087999829131,-0.013410695831608975,-0.024417748599791955,0.016561084570441295,-0.0021365851092504124,0.0015747667411418406,-0.10709510938404243,0.010252394582654796,-0.015149680515868723,0.011744395962138358,0.011949291235403404,-0.04432349219471931,-0.038239174952984546
DLL1,0.04778166090733899,-0.008943019537126335,0.01740463122508881,0.0362679599169916,0.01341119033188633,0.006038881056516719,0.06611139635899889,0.012022304212753734,-0.022185210392841798,0.06257593730362276,0.04736625416066526,0.052363464624539,0.12529065959932512
TLN1,0.04828644445702984,0.07563013355773648,0.08166612278349612,0.1179133718648765,0.07888233390572574,0.044158759466467516,0.1211554767538314,0.02022260337704247,0.07965095783008284,-0.013805155662652068,-0.030436481269767158,0.011241317437324943,0.054935123813343395
COL2A1,0.05135878458626389,,,0.04190593858691594,,0.052919093884843726,,,,0.06647095400777599,-0.037283880185950954,,0.009812340027513322
SHH,,,0.07169499480196317,-0.019071989545483628,,-0.010089300119035248,0.1179343224192578,,,-0.016523620450158996,0.00578802799521611,0.043552125621832,0.005779102225721745
PON2,0.06988410487093069,-0.05250115001786064,-0.009032111701878192,0.14468012381785178,0.013711040618487356,0.048923386651087454,0.07631324432180071,0.05440946888938843,-0.03478959753750623,0.07210635373384955,0.0347965948674194,0.019378999560057206,-0.07073292816509734
ICAM5,0.03641142268042675,-0.016376405735604012,0.04930557964252621,-0.047408105541230657,-0.022580481560968847,-0.019703858139020206,,,,-0.04522996524378437,0.02995147477914679,,0.10869781577574555
HPX,-0.016254332425508042,,0.003407212645881528,-0.002317016334694102,0.05329503096916716,0.056785385782238885,-0.024485960240148576,-0.03702465149730573,0.08139084021616362,0.026095601873134314,0.06921051385891244,0.11261427121104586,-0.02603962143067888
SFRP2,-0.026991064027954866,,-0.015281707355460849,-0.019362427223735927,0.02437102689765178,0.0502848739276114,0.027365583024605157,,-0.023451691018276155,0.08750588582345428,-0.034563415386201266,0.03652060379575357,-0.028974684607893587
CD70,0.058745182988180204,,-0.02597455443190294,,0.020218995876301032,,,-0.02514103226899658,,-0.037893012217829564,0.01961693283999592,,-0.03762143169575824
HP,0.029798815250849892,,-0.015126619186633862,0.01419943691413459,,-0.025477805801107208,-0.0022739111345571215,0.13170172320720405,0.13175716852897856,0.06185000352749236,-0.0005931542658150974,-0.024318911784613446,-0.03688684500421773
CXCL2,0.05217198123415876,0.010876398271522498,0.01868913780433148,0.02306394392445802,0.025492705847860408,0.06482582008391584,-0.043947182366789475,-0.041371136218535796,,-0.031757357420705686,0.010841653460232107,-0.013662918489762125,-0.0024587834065074574
NPPB,-0.026191060637908516,,-0.03525866115830315,,,-0.012983574063390206,,,,-0.042630536191704746,0.13253461802550956,,-0.02501359091204545
CCK,0.035360245087487245,-0.06675541786570786,0.013526610899863001,-0.11226688398659443,,-0.026399150656577577,0.06679297451882173,,-0.039929171446056184,-0.035366593157722205,0.06555601190892574,0.011503018919507677,0.08521360025347635
SEMA6A,-0.018110607765982546,-0.0052047886949544596,-0.04116812868658558,0.07063925003646974,0.023137805897895228,-0.019470390041371795,-0.05769839309411431,-0.05955432274370822,0.019126958574496884,0.017279623159826177,-0.051437195220527615,0.018618179771024354,-0.06581492736925865
IRAK4,0.02454399831001472,-0.006635499153596393,-0.02970732819436233,0.052874549562153435,0.01286031240251706,-0.024641733081427256,0.0074030486694311335,0.05374244309348599,0.07623405215861542,0.03484590107380926,0.07531442931282087,0.016118523244204697,0.06131944548048692
GSTP1,-0.04692738820681905,-0.006602262250758471,0.05590260427377321,0.07083601419008925,0.015494788566825445,-0.017939103199840822,0.018677641790616484,0.10884259853841972,-0.04162626788209445,0.058813650993795076,0.07751420147730963,-0.07091976792111208,-0.04650172342810413
VCAM1,-0.03191736597480602,-0.04102406684492539,-0.01620588923384555,0.10683818500063137,-0.05061187735980623,-0.01452656548966426,0.022052110904059757,0.011109608391371317,0.04681156416270626,-0.004958998116033817,-0.008366693974578723,-0.013486191878132462,0.05453755056237836
NXPH3,0.09747574395843675,0.07619008942190564,-0.020456863604189558,0.0016979831311018773,0.020500669289991325,0.04092130993574143,-0.014040072828188975,-0.04174527175032971,0.05666513070544026,0.026316397843192396,0.030345969938483302,0.013215264014079893,0.007975614304627003
MTMR4,-0.006308133236157415,-0.015380284732253337,0.025183040821377126,0.035483955866989304,0.05986683452951928,-0.03304415718339856,0.02772595304038644,0.007776851077632816,0.12855086497232354,-0.002304831800567619,-0.010905460084278503,0.0076023516957072984,0.03823416121481943
LAMC2,0.04748829062243391,,-0.01998306579267666,,0.13720469014790962,,,0.1121188123495052,,0.2173662871716514,-0.018786818615363285,-0.01835859123156104,-0.02104751085535704
IL10,-0.0046240728036641855,-0.018222368798089597,0.002457366890502238,0.1047814048863915,0.010175372144552377,-0.011622144669961755,0.018706439449938644,-0.0156891728442995,0.07866196054010595,-0.037863744234256425,0.02469518737617487,0.03811183305482805,0.0465223383184689
SEMA4D,0.07346421528906333,0.003975147323054989,-0.005887040915242769,0.008236811048690255,0.04923392840745395,0.0099215971521648,-0.02293833922827263,-0.004927186120832867,-0.014924135734957815,0.0038064868219471917,0.02299966406829447,-0.00517809552350895,0.03877125386138284
TRH,-0.0566361242345457,,0.005285558426726914,-0.004549566388247255,,0.08244616346213476,0.007620372640980547,,,0.025616236945255312,-0.017398242650057547,0.17393880190256283,-0.028016899269769288
SEMA6D,0.06063566381186797,0.02591135021214147,-0.004625862093633634,0.05995546467728501,0.014669615898478476,0.027771356979027852,0.043029067101329296,0.028838804915655752,0.069229863158226,-0.021682018993288546,0.05165215633538166,-0.006517696689794881,-0.0246273725023585
CEL,,,,,,,,0.0016916755764166853,0.06831721758124581,-0.02450344495901589,0.048508441880262196,0.06377396904837358,0.0057520246123098535
PDCD1LG2,0.10545696427045491,-0.011988665021315867,-0.01793615443654086,0.08349679475780918,0.09892496206243363,-0.019881058932369158,-0.016165594888810884,0.0591414594698717,0.10000230689711893,0.033848352045040594,-0.004777167422272291,-0.0241096971344444,0.09214278829291338
SPINT1,-0.012350979755406177,-0.024959019437509982,-0.037391220190877233,-0.0004346876812732891,0.04521162091173293,0.0029804747871460518,0.020978105160783612,-0.014100437427830367,0.10093463790186374,-0.044642892138609634,0.07999475738458285,-0.0362731421939636,0.06779509629889431
CTHRC1,0.16528210448545538,-0.019084825560547886,0.04467928507437553,0.08771904957500927,-0.009620845431340357,0.055844790763431865,0.13127013403598836,0.09685127928530489,0.17639933475260228,0.16190156665863145,0.02620605238524569,0.19018538787065242,0.15046780513316588
PODXL,0.09926125836691117,0.03361178864265966,0.05931341916429454,0.1516514799958667,0.0643343306892236,0.09570742606478139,0.18346305170686467,0.1029579493468447,0.11179967033708586,0.05340820650777739,0.01734285643318425,0.09700330954160234,0.1472519370046228
JAM3,0.04585438887308698,-0.049470243873959,-0.02364930543625179,0.09502209291921593,0.05930096156085686,0.02515328453168994,-0.08524431234115035,0.031017665348352125,-0.035996124612285636,0.03137560235439594,0.014911683175699245,0.0383052064669247,-0.008811595951839026
TGFB2,0.03999821798694866,-0.018013877745196978,-0.08075017523916399,0.128087237007908,-0.024250649763688167,-0.06165191984681687,-0.002985104102386102,0.002266877524186593,0.05838851498509401,0.0365496477161972,0.026856768906802247,0.011672138080332748,-0.07849938888366925
COL18A1,0.07231785257597315,0.00555601112372528,0.07883228805012521,0.14529080730955576,0.13075416180324786,0.14016554694409886,0.1921050100961528,-0.005001170205213012,0.1189262325203369,0.1305914189511681,-0.014629787702101226,0.06538143791400504,0.20192139332492054
