,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.037268177465136464,0.01158378636646757,0.018338214027197004,0.03696325586993166,-0.001206304253799081,-0.007622561442406794,0.03579505897079834,0.07587071734220448,0.007029568494313,-0.045746724186565946,0.12924332977274947,0.040933858761972135,-0.008046805847003435,-0.012678149343819469,-0.019748977056468112,-0.02134623795915253
RARRES2,0.08143471604822958,-0.019410859918063347,-0.0377052621063407,0.0192426437190457,0.0014503529022416104,-0.023306796036227668,-0.04547441843169993,0.07958812492051756,0.010836706417581983,-0.017167231240619623,-0.021845249372518243,0.045390260407959834,0.15562524913893053,0.018376075108607316,0.06397465251045897,0.029064704340478177
SEMA4A,0.049367217303154236,0.05012550223918804,0.019909563046009566,0.05715512348460677,0.005430931458970876,-0.023520502234238065,0.05803973598664098,-0.02150434835693791,-0.014602393081552378,0.07258902121852033,0.0609585726463685,-0.009974699392068548,-0.027221590239472328,-0.027521319134103404,0.04807800505412382,-0.0551417137547392
GDF11,0.02796285801538555,-0.006722040536894515,0.024106382433405023,-0.010547381220195601,0.005485842550770117,0.06828558618230562,0.040074410562423016,0.013777350197744872,0.04963409221497687,0.015591388961938353,0.05434341180409774,0.0027492097951415133,0.04268466754960782,-0.009274344385463698,0.00791218071542622,-0.0075193411140173074
GPC3,0.05410653677265213,-0.030214738411324896,0.05167800153356114,-0.02364367579669592,-0.019384899679547415,0.0782880537607861,0.007503702161195676,0.06508528998433562,-0.017705144641677054,0.03310050085337245,0.05884847374620053,0.12842929852482282,-0.07700276327015956,0.012685015796188328,0.049991777939309534,0.1107637215611414
OSTN,,,,,0.045177179210231365,0.0133910447664989,,-0.019879509841848577,-0.027360368303613183,,,,,,,-0.03036329478200249
GRN,-0.11047452202320869,0.05563198308728156,0.07376127550176273,-0.021938665695603897,0.005948130907445267,0.01067940685547821,0.04221989208060744,0.05757575462779181,-0.012968530296109846,0.0007544917976406538,0.03492683159868871,0.003232523885707841,0.03323813383676357,-0.006778224493144414,-0.006561416679263807,-0.07035325333703386
CALM1,0.08889414805831257,-0.03274157862871828,-0.00982997060459381,0.02647652435650479,0.0072375744138286156,0.008319373433524388,-0.0036747074043745743,-0.08020006178099863,0.05169830860969591,0.020943888834745503,0.008794861593713331,0.0177296618429715,-0.1311217123707136,0.0051135620681399645,0.05911385607862511,-0.1308699086272438
ANGPTL4,0.021417117224656765,-0.06468915116714098,0.0376904723195756,-0.005913045389615372,-0.04320887741116417,-0.05160545875256647,0.025869843858096583,0.023424700265802977,0.04965327168191372,-0.022141889407980918,0.006729449691913413,-0.020443808064478198,0.16719259625106517,-0.02303178798859978,-0.012179970720124257,0.08821027266907767
BMP8B,-0.051148436401155295,0.0672801318521776,0.09697302404333438,-0.024396579998894344,-0.019144494345502684,0.0319208318602879,0.022998596368307207,-0.009242981109161344,0.030570803386009416,-0.030308961209915296,0.09183446597807852,-0.03913686312591516,-0.011906668958454518,-0.013493323065351502,-0.06871014884734569,-0.06419007943135671
TNFSF4,-0.0009766761168283952,-0.006620270631530106,-0.030954096376529287,-0.02422207213783532,0.08957707301892033,0.03713255540531585,0.010419659889364418,-0.030443902361844848,0.02306015155695303,-0.024839658592718968,0.012730442723030996,0.15735796089898377,0.05473017327247336,0.003972252653815046,0.0420442830474944,0.0920949960570487
RBP4,,-0.031382519907772,-0.05690703983381987,0.013547312565878305,-0.024713612155064162,-0.018095369130162645,0.0490679247040058,-0.038853342875032976,0.0071662768213095135,-0.018647396832502754,-0.04083290203659935,-0.042517824499154644,-0.04208288062572504,-0.004492606820011769,0.14571979509788682,-0.04063133940222526
DKK3,0.004365385789681389,0.028209057260751045,0.060490470883012695,0.06265626259579606,0.03660050817614106,0.03520455386997971,-0.0025254710661856135,-0.08120710559587911,0.033906184044735645,-0.02045140326675514,0.09167539586504657,0.1033195694259798,-0.02743412347060919,0.025264168547326035,-0.00861854762944221,-0.14576119700143078
COL11A1,-0.029499439501537467,,0.06973709797775843,-0.042331036355410516,-0.014976742558588859,0.04120861318537994,0.02397115014215836,0.03482332701925211,-0.007032728075643972,-0.029436760251852025,0.05015714882669908,0.024981950417515403,0.01739052206523814,0.05033559627890701,0.0030034527464325536,0.0487936068844089
COL5A1,0.04502629664215541,-0.015363165549846658,0.06894910107009895,-0.00045985603864085714,-0.03180710890100911,0.00353397387570169,0.03224246821781458,0.0191520511426207,-0.0536761817858565,0.002390134249976968,0.07920524060607192,0.02675187445143112,0.1408787224439702,-0.03222279394503301,-0.030500706566636934,0.05105503736760896
KISS1,,,,0.060918992510046927,0.03980395706593917,,,,,,,,-0.028149002987260557,-0.015828243234324618,,
MEGF10,0.006607058256803847,-0.018597381357627275,-0.0149554588410216,-0.025803599956642463,0.020109251399525206,0.044743146622598325,0.058542059014226225,-0.026391229763037045,-0.011922044843811064,-0.02020724712030894,0.009012591089870759,-0.010526509023029752,-0.03873084545794128,-0.010614411330840704,0.10020897269020575,-0.007437859680538086
CEACAM1,-0.021991187499457908,,-0.02042242763447677,0.06280346475840907,-0.005033474523461413,0.08828055934594752,,0.08234251666559471,-0.021999667751644674,,,0.14801523101601594,-0.023840003618257676,-0.012712571491582364,-0.024818094778088093,
EFEMP2,-0.0003598117335171191,0.07337927075361303,0.03915253157862908,0.037474359982227874,0.027888638418967,-0.009914700155257522,0.03615396680501987,0.07573067713104036,-0.03540344703164171,-0.027476088068488842,0.021698288285491345,0.08495783605538214,0.1548041701392614,0.05067337406197063,-0.006480770032797438,0.08270325533004036
IGF1,-0.010587224106710971,-0.019049731844331945,0.022238268215038434,-0.013227868819184089,0.03798777539668579,0.12181509844804296,0.04629994074997082,0.0036931040381908767,0.006086062067254364,-0.033764369533010284,-0.04184155116181075,-0.03102473887274151,0.011622612710245391,-0.011106111224025697,0.0021294981316246618,-0.06895478854517872
COL6A3,-0.03170510380934445,-0.02596020928118525,0.06766945053472331,-0.0232014134204018,-0.0328078760472742,0.009974566556466278,0.03256172673518941,0.04118547009766526,-0.015125669083678446,0.0489023289632688,0.06477233552214721,-0.052856249493280154,0.07605348983239144,-0.02119146480161614,-0.016993839982625047,0.02774159431041467
RLN2,,,,-0.015884570454424707,-0.01586200656135047,-0.029618552572089674,-0.01712537933669155,-0.02206437585016826,-0.015806056176246287,,,,0.07710512352232174,-0.013199639593975526,-0.022356061749686733,-0.006667927485093882
WIF1,,-0.009653601915355508,-0.030257804064967798,,,0.04627133841625009,-0.005414333377006152,-0.04204284485771713,-0.013662635844938419,,,,,-0.014713886415988576,,0.034564997465470086
IL13,,,,,,,,0.0011593869989531228,,,,,,,,
PLAU,-0.029459811866736664,0.04890113555035508,0.047964607820469754,0.02060674082264324,0.01590644441215291,-0.011620516016868742,-0.038805188596867116,0.10410814039947477,-0.007292256744649836,0.05732047021991546,0.012665944792272723,0.16671939300509034,0.0472167667700106,0.0346198167501047,-0.018195009301253288,0.007150641904711602
CXCL12,0.0165008110099315,-0.016781602330457432,0.0633274701547442,-0.05700290569202768,-0.0133919209635555,-0.03502272493487188,0.03690757907995579,-0.012165991769174567,-0.04102412804591764,0.061307036114014384,0.0963356047485698,0.04079485208944031,0.01442543187614084,-0.007919195909327851,-0.027215190582043813,-0.012507867091690399
MMP9,0.0069379154345654255,-0.024802052930798422,0.09023329777344956,-0.015015820626730353,0.0391280356248953,0.025483434117532015,0.06531367279392515,0.0286552667720299,-0.007395159839989031,0.04463630602633184,0.10666858729861564,0.1205831954906362,0.10682327248067681,0.02453103852059049,-0.030661538671180055,0.015908216742475955
TNFSF14,0.0011891471195117724,-0.018934161210076867,-0.0212350633955277,0.03636306250802399,0.017961880606704516,-0.014413489744456194,,0.011378241081817796,0.024349027106266935,,0.040932674697091734,0.011567616589434958,0.13338268284369909,0.048767612359487886,-0.04278257004688941,-0.013903395494284971
HBEGF,-0.004435010195647344,-0.005300547572278028,0.08229727195932979,-0.018195513880691676,-0.04440295280372733,-0.01564664428950539,0.01984566289507976,0.0976266256633017,-0.0032488088782898173,0.03321028767439565,0.029447977782058044,0.08433729471368401,0.062082531278665386,0.013928619712342848,0.01663488172920432,0.13350536569700622
NUCB2,-0.014564066729517962,0.029584320798186035,-0.005427832339676472,0.008607869330751793,-0.04097038825279979,-0.042222906198270065,0.000870354878831031,-0.0035245239876137875,-0.009315193514767056,0.047395427078794634,0.01668559882102716,-0.07104138961142685,0.009189357217187409,-0.019418800664366048,-0.01768331496814467,-0.06814429727192908
VCAN,-0.016594142962079925,0.03924781165457963,0.032233775323067475,0.012488901009281132,0.008720833785343362,0.011386609766856891,0.023310154898850854,0.08151948964770246,-0.016939953507139248,-0.013741234526864042,-0.09716519257567494,-0.008729586246751207,-0.11975384289025234,-0.015837662577283106,-0.056032559415003534,-0.019034493994938076
VEGFC,-0.04255023513490611,-0.025637047808238316,0.03903980668740449,0.03421355985041312,-0.02322865957283514,0.026675062309230852,0.06434246581930583,-0.03121784595165568,-0.02401231567014568,-0.04673542557583738,-0.009740835436836756,0.1326474343518224,0.15953876052114477,-0.011952350588726124,0.033781898201926605,0.070448908522493
LMAN1,-0.0224772248902431,-0.038535515017355325,-0.019497079207356667,0.011229017796850498,-0.03089295869013496,-0.06445506026595137,0.009641927259736798,0.08517447373423104,-0.03747471041799215,-0.04403269860859646,-0.009163113363766599,-0.028080623719701513,0.07718147727021633,0.041488430372900544,-0.03995405780765914,-0.023625279575788596
IRAK4,0.03728032507620555,0.02275180775862126,0.10108191604642344,-0.03292353538702085,-0.023062661654608012,0.03932064861457733,-0.002197085411393635,0.09619971364596662,0.0023708071181751653,-0.029754577913650958,-0.04901742307359455,0.06327355568532649,-0.02068020262670342,0.03143888799792406,0.02568663370139234,0.054155318686508844
MICB,-0.025794949708695072,0.031896307854532104,-0.015252231441659688,0.0068847961931129,0.09748648151372435,0.0076494864376718975,0.009643266962010203,-0.005249497404326876,-0.00850858713646669,0.005632765564253759,0.0004137231784913651,0.02795149265901365,0.017955587707208023,-0.025352151869000087,0.011134203791386082,0.06288346806489722
COL1A2,0.03692092282321644,-0.015053174252748798,0.05780006941300016,0.058442959318532814,0.03201808691210671,-0.036103384099277214,0.0019611564202633197,0.08378934663719209,0.01919317445900151,-0.015044277243900716,0.1432364801711584,0.0736384980544013,0.027025923516223113,-9.703508570587493e-05,-0.04266146606274344,-0.014450247664457513
ICOSLG,0.005997594954249434,0.017516763605799467,0.05454438729474902,-0.026611367426818532,-0.06440550610387431,-0.013421114087375736,0.06179646835960843,0.05859171252886993,0.02934441096076338,0.05545105553119641,0.015984940190204903,0.10038139071992204,0.05319565177148124,0.036215037374540564,0.04710394961129715,0.018228841199706986
GNAS,0.11489526887605185,0.019582024419076336,-0.032579777599955694,0.02946755389389223,-0.0024718093581323447,0.007963613048112791,0.0063726515316500035,-0.08244653412690169,-0.0043277154545299954,0.011510812704124143,-0.1304151260924195,0.02484235911922374,-0.015588611421052768,-0.0017223576739128178,-0.029170458820139116,-0.09988191677584046
C4B,,-0.027238076974654985,,-0.017498927749323823,0.03503019967623798,,,,0.000787003186660273,-0.014264407085855536,0.10244882680139408,,,-0.015280425846166826,0.020610743897262397,
COL2A1,-0.039965550055416674,-0.0009366862583598766,0.03754995205562515,,,-0.018454026843839722,-0.015415892717686624,-0.021855021859815853,,,,,-0.008622532725654719,0.032923940377062366,-0.0263437228990993,-0.04063471740752552
GSTM2,0.046264048601737544,0.06639511399538853,0.026930225311275015,0.02820437360838239,-0.03219891769290614,0.017730252787559984,0.01969222511584868,0.07344984009474512,-0.027570521123373066,-0.03540097968239594,0.08593234126137039,0.14923896067709147,-0.06098901181977474,-0.0336039914463125,-0.023857621306326324,-0.02360825736462969
NLGN1,0.09516979940919605,0.008318481296417293,0.0269359530568282,0.01567168996855496,0.0293011269647722,0.008269294156345319,0.004459740898909195,0.02355997882054716,-0.033617863650718914,-0.01904800674484104,-0.01452385230676754,0.01774958617930656,-0.08336512934181109,0.0656524448708979,0.01284836826020672,0.012099193105748286
SCGB3A2,,,0.0011784542112048824,,,,,,,,-0.03021658040260593,,-0.004325202646321958,-0.02131917450795034,-0.002233438638776891,-0.019471613963209414
LEFTY2,-0.042129517587429485,0.025027840810577212,0.025974415765893856,-0.016710241920589366,0.01192381385257132,0.06427328806576947,0.13395202232467213,0.04908505146440842,-0.002868971966913375,-0.01651434512676884,0.08933037381670374,0.02799812832656284,0.07862640331887065,-0.021525366812580025,0.11423559435000606,-0.05723367585499302
ACE,0.12527940866498252,0.02881648256515054,0.03925395691957846,-0.03577489130278081,0.0033947716237154534,-0.022122144621439903,0.029894165024339177,0.04451675729987599,0.009005392554722302,-0.014059779291970007,0.12158280267257436,0.10506158844687916,-0.07564576686004516,0.08293058952644237,0.0408532286974694,-0.04657863284976234
RPH3A,0.09426356855701244,0.07587573975639848,0.01274641803645021,0.07956223932576864,0.0024078919454681314,0.02529966629735479,0.039062723519907985,-0.04860138464775116,0.07414460168566116,,-0.08350541536922548,0.0023208003927898085,-0.014331375854160083,-0.0039008694797943782,-0.03404072114915323,-0.05811255715500681
NCAM1,0.0016630355599689583,0.011565309716728691,-0.019619311929101692,-0.059303978763481605,0.014655100277269404,0.03586237532629537,-0.05242513473968335,-0.0724843579400484,0.0008719921191762165,0.07397948240843155,-0.02777021369768431,-0.07722483312752243,-0.1143113903862217,-0.020564187584532125,0.0006273041561595321,-0.16316434549948566
GIP,,,,,,,,,,-0.017961952967879946,,,,,,
EFNB2,0.031615453873369156,-0.0946261573711901,0.012594676684660298,0.03099429079558934,0.0598708014956583,0.06329173844219907,0.05091265874450858,0.022322500796557614,0.04801516275802059,-0.042235015743088605,-0.008546880112879011,0.04242173354876154,-0.011083138489598498,-0.05361607343025865,0.04748785094626712,0.09335458654229956
ICAM5,,0.0034699495439274143,-0.01865093220602837,-0.02150983476528538,-0.02110872263907451,0.004330234476415854,0.020572165631253445,-0.04270684844958642,-0.009327193745340084,-0.01300452661028466,,,0.10085712173724912,-0.0013081852217490676,0.005386991387967858,-0.08186380152635248
CCL5,-0.010007559349226277,-0.05700399397701718,-0.034690612228176994,-0.0479409596329541,0.08717826629276204,-0.05468306773785748,-0.020527028227383667,0.029176383978979998,0.04361356470501882,-0.02340535089084866,0.11593162504898329,0.07474309907930396,0.027303246232003857,0.018795099610649818,-0.011937673091501441,-0.04912170264934971
PSPN,-0.006175395483919886,-0.04793836232989889,-0.02870418445947409,-0.014550330077505228,0.0042979713199156715,0.04673509369514499,0.04084553204523691,0.027106401924218468,-0.013984710207335892,0.008205851698670982,0.002344708509317758,-0.006541344540662338,0.1209532493943607,0.02086106139137096,0.025744889576173564,0.010243472518564225
PENK,-0.020311837563722433,-0.04118488083081286,-0.028099485070617117,-0.01646714701480024,0.011580491605188058,-0.010044832656483628,0.0118481419275318,-0.01325473237379324,0.00957867280286176,,-0.07426665278116461,,,-0.017127589732202988,0.014823395205525884,-0.0017569725559817998
EGF,0.11145766655334186,0.006344222725108394,0.029460229513172682,0.01054773252328024,0.002042068273254215,-0.039354655093241694,-0.02040076898433038,0.04300769900335504,-0.030984345973451254,-0.017681067046003272,0.05896786183872584,-0.010376879340424562,-0.022473582683323015,-0.016618928026307347,-0.016441485752084904,0.11126658567119377
SERPINC1,,,,,,,,,-0.01461778611514898,,,,,-0.012876853503768257,,
UTS2B,-0.01991799520622625,-0.02016581536183831,-0.017781668492612767,-0.018069096986627713,-0.01586200647022142,-0.021179499294922976,0.015880681661478338,,0.0063057714698336095,,,,,,0.04540531679426086,
F10,,,,-0.021668575514358242,,-0.024292980441207514,-0.023489724537996224,-0.027504492749602764,-0.013662636176884164,-0.006663245685688757,0.07366620684605701,,,-0.023407390470247418,0.021942020693812993,-0.04309092460416034
FN1,0.04450954095265001,-0.10077207989821284,0.072223754021151,-0.016986878208462088,-0.014036984725260625,-0.06373711431358374,0.050715043160974915,0.08649517272074246,0.04189523473522149,0.03084650195072604,0.16924634742853106,0.11167000058268539,0.12116823297737521,0.014441173220367441,-0.0480382949655002,-0.028520076006072256
FGF2,-0.01788150691782148,-0.046847293398301786,0.00182685452037162,-0.013626631484096267,-0.022074966565086656,-0.03507097714908399,-0.027884994446197884,0.06624863054698979,0.0120328726080989,-0.029947508317869107,-0.01656023918936337,-0.062128299682198455,0.09380723426020786,0.0017445663358348863,0.004855980194551992,0.02740110205954854
GDF9,0.1053420511695031,0.023191587047736252,-0.027618273422106134,0.05574838177962925,0.011170177811813323,0.0420625537872202,-0.011391073802845235,0.10731866241364275,-0.020318185616043764,-0.01891531417352356,-0.044875917863272406,-0.031758592047335915,0.02331856974863317,-0.016763549267509836,0.05310701829544183,0.03593046496675666
CSF1,0.07056826616157671,0.02205828106116768,0.009149098168530548,0.0009967974259397151,-0.019188082358628785,-0.042985135658158716,0.017786549585810302,0.08358824747393809,0.06641925040638468,0.000259020107086043,-0.004628626324221897,0.01815391432677699,0.053317033526352454,-0.011450715069138995,-0.004040624365613857,0.06775082821975585
GZMB,0.1011787970063234,,0.01406363413755372,-0.015237448318185307,-0.015424736851562874,-0.0408912642311204,-0.014611931367591164,,-0.02198329120146063,-0.01837598367231401,,,0.06428948612381198,-0.01286012166797557,-0.0008490620268888751,-0.09863590772662421
WNT11,,,-0.020088946478768084,,-0.021438504070376185,,,0.0020391223857395197,,-0.01666426036568453,,,0.05186349960740317,-0.028354976817485972,-0.0069592741868927735,0.018810410328323555
GDNF,,,0.0014156881640005395,,-0.015571774402040165,,-0.021025385104871924,,,0.0042440893247901925,,-0.026182007044098805,-0.005509969818439091,-0.018925329609535562,,
FASLG,-0.03674072214767056,,,,,,,,,,,,,,-0.01783738024604996,
