,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.09315487248941118,,,,,,,,,,-0.01660307221009506,,0.0038340900464691567,
BMP1,0.09847016684499761,0.0517874440880204,0.02066427870313879,0.00991273446354147,0.04793026186611475,0.05571445447837987,0.14095829870196047,-0.0015987225316165022,0.025607477949198532,0.04850096949559438,0.1049581899969,0.14573281771627034,0.0852191750726609,0.11507768263787199,-0.017711667130193447,-0.0181033754736256,0.028528216335220923,-0.004635936876146669,0.030533770860195562,0.14605588519195187
NDP,0.05356130311303366,0.16828415923958773,0.010688933989112213,0.051668894964123135,0.006770679323349071,0.08134169201349002,0.04624336254632611,0.00031001135401032687,0.006300908023864939,0.0185874176564175,0.10384708151478399,0.07412884629702239,-0.04166600075359155,0.004205996300861212,0.05518387529563392,0.07863228889761692,0.043256323167090424,-0.015903681739198646,0.037830239586071436,0.0333450347678965
TNFSF18,0.0010337254221773823,-0.021111411183707907,0.03284104713106957,0.05059346917744338,,,0.033626924367832,-0.03289826380968974,,,0.03986711997957261,,-0.04596508881875459,,,,-0.017122455308836482,,-0.016892752635787777,-0.03973908972207013
IL36G,,,,,,,,,,-0.020812444655694495,,,,,,,,,,
RTN4,0.021076386173670605,-0.06507674830984307,0.07059532219308298,-0.04061240743374648,-0.04771846258289477,0.006080413616548967,-0.17139404228085617,-0.00033850841968491747,0.02170240280265674,-0.07219445913050304,-0.03764392874110971,-0.022356144123390195,-0.06347357724055684,0.03800228903895617,-0.014299988265727722,-0.08828155186254127,-0.06308423063140464,0.02659641669179866,-0.009102428578832172,-0.10238064196688665
HEBP1,-0.03795925548674858,-0.024492131131817575,0.012815895130588818,0.006133438207011341,-0.004685702055854157,0.023598477675261385,0.04223509447635708,0.011895952352273656,0.05936075832577521,0.03556117338180653,0.014748077994063169,0.09506123070958336,-0.03011393277771625,0.03627829493420931,-0.03964005308049263,0.010744899759610495,-0.026235697640181813,0.09796062263658471,0.04283558481717108,0.05890376518520562
WNT7B,0.006734487597699387,-0.03878621633902894,-0.0003172702378844481,0.04505525631848571,-0.0048362973947521865,-0.05279271535728281,-0.054302830794176395,0.021134367877489395,-0.011246855396774986,-0.022875275131857078,0.0072487864748279444,0.032673419858305526,,0.049358008192198884,-0.013708617932782385,-0.014696589587387121,-0.03580443922136896,-0.008755889683056205,-0.01795280823350764,0.04432943224696839
PTMA,0.043162443752497726,-0.1691231519757517,-0.05963042194013756,0.028189632627573315,-0.033274174700956345,0.046489181293243,-0.061118522670101406,0.035993716716712386,-0.07605818402035466,0.04246589134531953,-0.038636095846162476,-0.10526556830476767,-0.021033097626516947,-0.049310368497382975,-0.05831228815330451,0.014037436629476846,-0.07663258204239796,-0.0006010222607318425,-0.04181235951932854,-0.001760284273124862
FASLG,0.0835460794548103,,,,,,,,,,,,,,,,,,-0.01595430767406511,
CEACAM1,0.11820015688498149,,0.03068738516743587,-0.0058984226402731465,0.05089611424553114,0.052182741853205546,0.040992750853762694,0.06638834456685572,,,,-0.0013090711666629905,-0.05271525628322271,0.11288075161295062,-0.00111832245777165,0.002232337888935923,0.016434632432877974,-0.01603498154134533,-0.0221980758671896,
PDAP1,0.014665892803950949,-0.0021397740757657913,-0.008326344474146381,0.016347380614262885,-0.035028181188878536,0.021747425097354802,0.09374805171732434,-0.02169705374267034,-0.0298386629874106,0.018520924277981243,0.07154382887690551,0.06613954620367636,0.03885239162614988,-0.036172291218885655,0.051578550064516525,-0.03650664621819874,-0.08314134844753207,0.05148859065587165,0.034349663332500856,-0.015538667425419728
QDPR,0.03905105680853807,0.0665200567139243,-0.0018257559083629767,-0.0013800420674872384,-0.003833172772026829,-0.039220903598739365,-0.11708069582970712,-0.005920204943637751,0.038184525095368856,-0.02102648473148807,-0.03044043189994709,0.06529422975890257,-0.04417367172751036,-0.019286883138629588,0.013606074458083994,0.03987930110261374,-0.10782612788327767,-0.03332483860613798,0.0960047259834161,-0.03852791821546754
POMC,-0.03998289569187283,-0.059344821573232016,0.011570114769746804,0.02504049539876281,0.02938780906328274,0.0040781547505976705,-0.01885124692356526,-0.013894264141804304,-0.03024957849072425,0.0034073657664099814,0.03748969665016805,-0.037611650990357945,0.041503993157398736,-0.01720458455297301,-0.03848327883750374,0.03824554422151974,-0.053211655557155485,-0.02623112335616423,0.013983187185127394,-0.04213493894845088
CCL18,,-0.02490031736130114,-0.030614400196602776,,,,,,,,,-0.019134348540512408,,-0.0213797087934949,-0.008680332801450965,-0.014075840181444194,,-0.011335975423660112,,
CCL17,,,,,-0.03526201677165793,,,0.051267935446368276,0.006824524862855397,0.05268525467084613,,,,,-0.032148856339627586,0.027015000047063028,-0.021890191632227007,,0.041983224283154603,
VEGFD,,-0.011277595041589527,-0.030614409918108727,-0.03024188979229733,0.031094650092103368,-0.023156930803600536,0.010933968789623754,0.0074865998663289635,-0.010210821482018302,-0.020376562771133772,,-0.04878602552815187,-0.05598230116892054,,,0.019141849386338453,-0.023087395779263734,,,
TNFSF13,,,0.09499172059594398,,0.005889533751838334,,,,,,,,,,0.006650267822891469,-0.022805730116629782,0.06141169624853909,-0.018006209565815192,0.047106470660904134,0.014195788111399463
WNT5A,-0.006289865703604593,0.06171023353678183,0.021003508964776933,-0.04369300282791781,0.009766718647290146,-0.02430614513481806,0.1275422070392707,-0.0020044549118690483,-0.061859414126287086,-0.01609981010273432,-0.018171865788013594,-0.06468761889404454,0.04313788842362109,0.06749516982562308,0.08297491880887714,0.00895913884930938,0.03332765529934839,-0.009301347957967153,0.04448296664591099,0.02167999015266069
CXCL8,,-0.0925640838497162,-0.02053638637128657,0.05293817688192991,-0.032705743402790255,-0.010527208042049733,0.03618556677553817,0.03169207671353684,-0.00950876094533376,0.015817360809630414,,-0.15458301851135062,0.083152462145562,-0.03764234342142561,-0.02783595209462756,-0.0373315767710815,-0.014780245350617022,-0.005841604213100048,0.006929384459960759,-0.022009314672454986
GRN,0.0008355964962644802,0.09056421621348114,0.015333121709088522,-0.022353795567634442,-0.01350259082588343,0.01781809369496669,0.18939688984428737,0.01059431948564896,0.002431458106191019,-0.01600660911098625,0.018312585977003693,-0.06253612478927296,0.02545209090897184,0.08389506530815158,0.04025745439665812,0.046182940472075794,0.01632538505896457,-0.0766202466827949,-0.020731485880479208,-0.009788701713546476
MIA,-0.00442870657447682,0.11102006728775463,-0.006030666171259243,0.022641289578921267,0.0527027883781768,0.09871937019644336,0.05092129158947835,-0.01037210512588045,-0.011612659056814467,-0.027906636523225815,-0.08617788935999651,0.017817918459778873,-0.006161334386947512,0.01386664972483488,0.045056020427372674,0.12296755323583934,0.04120457082761898,-0.07355962178020795,0.016861550614951065,0.06193202526273319
COL4A4,-0.02131923763686351,0.09816610738312405,0.020718515765662394,-0.03038514920516796,0.05066054934073601,0.0008263531737541043,-0.022996636463945667,0.005785187086976673,0.05306729047782029,0.022673243882554872,,,-0.039498430773341364,-0.0016452864382651181,-0.030244143564599958,0.0726701414416702,0.02612089036144605,0.0029276114960430943,-0.022225187663230717,0.014162120468868968
TAC1,-0.018408448169673537,0.012840672989636924,0.06898272995907063,0.013348812315536526,0.010553584328161676,-0.00551072891542854,-0.10602457245743915,-0.012338654386361706,0.006867909145333245,-0.04797454306233584,,,,,,,,-0.027664911244327368,-0.019010176161932735,-0.022899314813558315
RARRES2,0.010513210860847725,0.04677050517348546,-0.03429781168078833,0.012921625739458193,-0.02013060204670519,0.07992233296396951,0.10177436009622481,0.0014601653500140035,0.047113086086697446,0.06334576578341809,0.06148777481539878,-0.04396378857543658,-0.018983426790991926,0.024299575040999413,0.04974345123664629,0.0640822837590493,0.016877186861532313,0.02143248010600765,0.02703986614853122,-0.0058904657521258955
FGF7,0.02921436986442292,-0.014922085409030332,,0.014133549602632878,-0.0401869446123878,0.006235496941308351,0.012568312085555056,0.03800895305959887,0.009553597314988513,0.050411236463309465,0.058506681317061514,-0.02216776630919506,-0.07897938599056084,0.047733602025364676,-0.006145901777814348,0.02501515227978348,-0.022729979093266572,0.054096069484023485,0.025142856886175884,0.07178860824268928
EFNA2,,,,,,,,,,,,,,,,-0.039114481387342366,,,,
HBEGF,0.034605172918733794,0.0911019499329313,-0.005463247378021834,0.03890381592022716,0.049655917059178864,0.06648526575566197,0.0371045925739677,0.027292907149390776,-0.026222368606009013,-0.0037596498027657305,0.08006911997311723,0.044281946148966564,-0.020521676081530986,-0.03632062851501101,-0.03213833989533261,-0.017318085651054662,-0.010865703988229811,0.01188354831142149,0.017002477158116126,0.10524818956985017
CSF3,,-0.03398710302051764,,,-0.046580887838808434,-0.05203520034673332,-0.02432999874856718,,,,,,,,0.04753400251819377,0.037682314376569624,,-0.022988336396604598,-0.015224978844954622,0.06858451597105947
PI3,,0.00390769857089832,0.043689376299329716,,0.0026476788135087466,-0.005641675876963353,-0.027395899712111777,,,,,-0.027066687731852355,,,0.012507280570460959,-0.0591234501620761,0.08853950959660879,-0.03948112555349107,-0.03307882102672227,-0.05113292222275947
PCSK1N,-0.051639695808232584,0.024157175667539544,0.05216189603849716,0.048741685899853324,0.002995916534185111,-0.07247618612041981,-0.0382246405998774,-0.03237980215843587,0.007202220334858486,-0.014528247142918825,0.0395600988950822,0.037415089428234516,-0.03165778218019098,-0.055017807905110856,0.05186316898005339,-0.039560905090188885,0.0016019249796126425,0.013634616683838157,0.028134158969209903,-0.054474325297484597
NTS,,,,,,0.02255232584076176,0.05163528407308112,-0.006264229015981055,-0.022911454658608006,,,,,,-0.023867709894707462,-0.04765357307256736,,-0.028410128460170547,0.04935242472764395,
SFRP1,0.007592538868055997,0.010600951714174177,-0.030949028899071158,0.04287520190129484,0.0037689467925013697,-0.026418047803087166,0.018741569561332893,0.030870878607844196,0.06719538539461963,-0.0013361001514614274,0.07556374718291528,0.07763653804799257,0.01503262321707812,0.06288867123571716,0.028487635177083713,-0.01603099577821929,0.013366476177986307,0.008461769790558753,0.015425681230391562,-0.026465777575959352
CXCL13,,,,-0.024898466519943638,,-0.01254922023408602,,,,,,,,,-0.027634024956232784,-0.016000720178792043,,-0.037498760440710335,,0.1600853438905714
MICA,-0.0012567089815571965,0.03767198097394408,-0.03871899318397912,0.020437349941867956,-0.027746538636269247,-0.010871268540713078,0.04112011239719894,0.03862047094021283,0.027483095886073037,0.04890423600962123,0.02328505902382672,0.13273304709208963,0.08842993560934075,0.09117813348987021,0.06466347963218584,0.13689280590645483,-0.037372280185805073,0.018364932085422735,0.021126158938635963,0.08658743271828656
TG,-0.021319232832491222,-0.01715989188281675,0.03607583792497448,-0.00522364025765479,-0.006649515786151883,-0.04297043293959574,-0.0035630875415705596,-0.04133671637743234,-0.010074172233886458,-0.0167468888988498,-0.04087061296191808,0.01800005034876655,0.0037762488930895436,-0.0348111644458927,-0.04271779240062637,0.010679090318188289,,-0.018919754106534716,0.05866887013363946,-0.034431100088435695
ADA,0.06214211123934507,-0.007241660327992173,-0.0469812799049461,-0.022357121696955518,-0.011923624044526257,0.003487123603879406,0.09929972401792785,-0.05395906952925174,-0.016361265873301892,0.013720546449583756,-0.02519417347399982,0.057724898859787904,0.058689123087033675,-0.004303496857531962,-0.013200468080528063,0.08262285727025483,-0.008306818034005709,0.007653887625191754,-0.02031890993338645,0.06121240451964468
LAMC3,0.07459545689897218,0.025026543798331483,-0.0024475821201162453,0.02610799111660306,-0.03535411178283469,0.0010800141300196138,0.15565765364436113,0.01220330301075769,0.014456224998069417,-0.03769927834395906,0.01977369302347928,0.14227560491029723,0.06037437515783429,-0.035059914659529796,-0.07738409520429944,0.07945004626204691,0.005710742439626842,0.04222456840468352,-0.013810106229542964,0.06648498785762319
CCL7,,,-0.019473344761151652,,-0.03242928215494417,-0.03471067210953828,,,,,,,,,0.018662200653894494,,,,0.03622414341899292,-0.023709109405096778
NGF,,0.003424684589105857,-0.03343476592639062,,0.05680910361838411,-0.026751484980033415,,,,,,,0.06349849868222192,-0.03177159707844831,0.04237422630246161,0.016948868887234025,,-0.039465949977855797,0.0006504580708496282,-0.02113959613506957
TNFSF15,,0.03647681848685457,,,-0.028276747193830443,-0.025699663841923306,,,,,-0.018602379806918905,,-0.020934959331895514,0.05749308059997365,0.032422154007052166,,,-0.014275362241250983,-0.02298113739348846,0.014756718902342083
