,ZH1019T1,ZH1019inf,ZH8811Bbulk
PON2,-0.02119881855354852,-0.0012164816586947547,0.020231464315567813
ICAM5,,,0.041887382454021176
HPX,-0.02010007873569675,0.07245305465627305,0.06381502925020084
SFRP2,,0.04497332342860873,0.030228021980676544
CD70,-0.02034904454838696,,0.04769433157192292
HP,-0.05616507039573333,0.0368494845066525,0.007610492528509893
CXCL2,0.012173213581151174,,-0.041414722310347665
NPPB,,,-0.0021337064833823385
CCK,,-0.05989353625246303,0.01869363935187588
SEMA6A,0.048001333399345814,-0.047820311990189636,0.08376659035445677
IRAK4,-0.006434648112396147,0.06541719084127216,0.03189829084310948
GSTP1,-0.08265166153030433,-0.05937526393979548,-0.015683803100311686
VCAM1,0.09278480599176207,0.06598125559574725,0.04604790360202351
NXPH3,0.05550035055225555,-0.005996540272502331,0.028782307412925253
MTMR4,-0.07245377969770454,0.05234885413803092,0.024424810413184492
LAMC2,-0.07031892270031001,,-0.023199222758899067
IL10,0.0009045049777900436,-0.07410015397536146,0.04002663932372358
SEMA4D,0.015969447525034586,-0.012133109357439796,0.1000737417502159
TRH,,,-0.011383200312782072
SEMA6D,0.06524249705704029,0.00759494369545681,-0.0009639602020215418
CEL,-0.006089490294524931,0.014862583165780622,-0.00039411688537308373
PDCD1LG2,-0.037696120325347596,0.10649120042597342,-0.0030435545796529597
SPINT1,-0.086907106008754,-0.062121202882642584,0.017136393640179305
CTHRC1,-0.09795058514140104,0.015449254392992337,0.005570805412245283
PODXL,-0.14155096089727484,0.03622205915383597,0.03349279407751954
JAM3,-0.0008807734685736787,-0.015335473892017122,-0.024167992393548145
TGFB2,-0.1074857010056881,-0.005481158253421634,0.026109106834693342
COL18A1,-0.09204458853936404,0.0038323502955872157,-0.026241901858489514
NODAL,0.028328027086991343,0.07662299065061018,-0.02182055007483951
INHBB,0.020906759491009546,0.14562339288931392,0.012556707301829367
LCN1,,,0.01952985646406413
ARF4,-0.04531837284031003,0.046471105177282604,0.041720877958234655
CXCL14,-0.02643174132080531,0.007959595817700105,0.006523169643630664
LIF,0.08325491802708476,0.03800399961302255,-0.01271373856321317
IL17B,-0.05214676454153268,,-0.01951990215777757
MMP1,,,0.015963318033129188
MATN1,0.0074400352437965864,,-0.012197493669686735
ADAM28,0.0030638501351550273,-0.006859618950583167,0.03472296070688779
TCN2,-0.05060846929949228,0.016197770489544513,0.0731649369391391
THPO,-0.014290136193322417,0.012786963157902747,
CUBN,-0.03939356565765765,0.03202315561023793,0.09492813147820105
TIMP3,0.001320677827528966,0.03498006828796053,-0.042391742749924945
PIGF,-0.039236303875617606,0.03272383450875512,0.0404346874477731
CRH,,,0.011963571256449482
BDNF,,,0.01973224820255389
CCL5,0.020145337860534095,0.04359751257805211,-0.02441148592652953
GAD1,-0.04984383013750469,0.08821295142814269,0.007754925202869809
COL14A1,0.006284519701977355,-0.0493384497574995,0.016974603924107424
HLA-A,-0.08803013176708281,0.04418553795131894,-0.05876076787277183
CD5L,,0.019815235258435832,
FGF18,,,0.034018395650867915
ADM,0.002106200260756614,0.10606497964743633,-0.06158921406361197
GNAI2,0.03127661242462742,0.02678459757036461,0.011393517417073269
HDC,0.06585158081441278,,
COL11A1,,0.05121249723514509,0.03794914729702979
NUCB2,0.0471838302374588,0.027096411303571606,0.04163632918400458
CXCL1,-0.015569933838408693,,-0.004609662231921292
VCAN,0.07815645753172233,-0.021315105137595183,0.014839860209683803
MMP7,,,-0.058294348252011595
PTPN6,0.017762366235902115,0.04157267691645609,0.053403965769652284
PTGS2,0.028492928436396503,0.07786180029583645,-0.06941351371327996
CD58,0.009114891754029903,-0.01241218930957779,0.04861684189522154
TNFSF14,,-0.04551474383762241,-0.03506893601815831
CNTN4,,0.03666013239587313,0.014681828211651933
INSL3,,,-0.02035590040893133
BTLA,,-0.011610079085602153,
MFNG,-0.11591107889809103,0.02133879061567456,0.10711319643713349
ICAM1,-0.027293923397773097,0.03431578094241209,-0.03477942775212067
PROS1,-0.06663266898303584,0.07883078293432118,-0.0183809440704177
CLCF1,-0.002989307931776586,-0.03295869287433205,-0.043281659149003664
PSAP,0.034176827224325954,0.005994412939288429,-0.028237097741235836
EFEMP1,-0.033300899493579145,0.003078118735107918,0.010431105606065538
C1QTNF1,-0.03758078678777115,0.004661536191883825,-0.0669294615216338
ALB,-0.07215914740006242,-0.0019190884712609038,0.0006427672864335583
EFNA3,-0.010466167217642397,0.08244782124325992,-0.01962355110576754
DRAXIN,0.002124589545949461,0.039834317228717976,-0.04341235405848399
RAET1L,,,-0.02060673610106929
NPTX2,,-0.016914546498315933,0.0430615331304671
FGF11,-0.010376693121225128,0.1314067918874573,-0.017106498754669314
CD59,-0.0659339026341988,-0.0273210584560699,0.010615256566202392
COL9A2,-0.03545717861926487,0.056144657944758994,0.06820911297890363
DLL3,0.03801008643139171,0.0756515017930225,0.06448355489464452
LIN7C,0.07858373541270351,0.0003160815005394752,-0.029324672522405334
GDF7,,0.004855798912102032,0.09852367169581883
PSPN,-0.010402697251353251,0.013269219148092091,0.04994163934892605
ANGPT1,0.017294515851769506,0.005126114764591912,0.0006543102404927243
PNOC,,,-0.018785142676453474
L1CAM,0.09707495512577846,0.026018849982757462,-0.017316410395037302
APOA1,-0.0016140289832966411,0.027897537364381355,0.027075277875859984
PSEN1,-0.018591380052011684,0.013693391257232469,0.004869135843538457
CALM2,0.0798581570778554,-0.11369382713348146,0.04506153613638261
CLEC2B,0.10177523724393228,-0.025942123058406485,0.007488276850560206
NTNG1,-0.05081954526370094,0.09456640379044572,0.06545548675953106
LRIG1,-0.09639902647500495,0.03045230397760166,0.07489238163369356
CPAMD8,0.2217538007508599,-0.005159226425435222,-0.019845310706893843
GHRL,-0.08046993334616512,0.001751710747803126,
NPY,,-0.06418214530803816,-0.03786517461619731
MMP2,0.02346163621164687,-0.01036296801316158,-0.0022643992618843673
PPY,,,-0.049477569600830384
ALKAL2,,0.01562898825847045,0.018892707648179716
CSF1,-0.028925235739638816,0.0031545832269008795,-0.025945533615680427
SEMA4C,-0.033058922462754395,0.06809383680009505,0.050889436861918776
ICAM2,-0.020498343516083775,0.00010953362744641875,0.052529215369146946
SYTL3,-0.062323482290310095,-0.03832254131057647,-0.05561295262819642
IL1A,-0.023767901142648717,0.045785653605078594,0.025861266624248223
HLA-G,-0.07337075857576782,,0.12525900262694792
PGF,0.0030338607306961865,0.15096604693786708,0.04785597806527545
LGALS8,-0.06305546572348589,0.025721392842970692,0.043596527269126925
DKK3,-0.0034571302561788274,-0.03795536987638338,-0.014845436387761483
COL16A1,0.07643642143311377,0.04176386027916818,0.009370835365646035
TPH1,0.08093089328575466,,0.02115665420064347
TNC,0.06617755464120632,0.07211672820797788,-0.020096997698199958
TNFSF9,0.06788061085885486,-0.010421433693506777,-0.006643986128089744
CNTN2,0.022834176754798687,-0.03810749073127795,0.07473160048162612
LUM,-0.01023731264493863,0.010535359911614441,0.0366698647325103
BTC,-0.0010355188209983633,,-0.01652780232000838
APOC1,-0.06396828094196799,-0.02181635345511986,0.04530495504725066
PKM,-0.039298796989481875,0.14729816905036716,-0.03717767505353532
TNF,-0.05432563594811956,0.050480563075292945,-0.020606741721561198
GNAS,0.1048747127956458,-0.018749488122649968,-0.046975704546317366
BMP8B,-0.016823752057686416,0.1094759422575433,-0.011656966068978931
LIPH,,,-0.022974744195349475
PTPN11,0.01723167652666645,-0.017303695454323115,-0.018448294397956862
ADAM12,-0.021390390957654937,0.048083761996187004,0.013541253091778244
EPO,-0.00897912235604209,0.06877419305172287,0.04458936733434065
EDN3,,0.010906947596721988,0.014278345343314151
CCL22,,,0.0330615048156105
CCL2,-0.04615306636994604,-0.09267828131029578,-0.0036526944677330547
DSCAM,-0.05820287815096268,-0.04653749677737655,0.03408895676926365
ANG,-0.007105765478391726,0.026642640464196402,-0.07104676995945705
FBLN2,,0.013001360721553173,-0.030792512407061167
VTN,-0.04308110021879669,,0.007250363447101911
VEGFA,0.03687028695213805,0.1987498857289908,-0.05326957635061232
F10,-0.04954459208370332,,-0.028656299897516925
SERPINA1,0.028053675789566315,0.07946383709920256,-0.01253866931744862
VWF,-0.03293513379839651,0.0274905843535353,0.03554924230072559
GDNF,-0.06391707281211043,0.012902387584906957,-0.0181780030441032
VASP,0.033366401401826305,0.10234115581025842,0.02454511347676943
ADAM15,-0.023110514994732156,0.05652209873531743,0.039434827396921834
WNT2,,,-0.024506466150863965
CALCB,,,0.013153250173802415
OLFM2,0.005957231918943512,-0.002262782635466268,0.01972118601951755
MFAP2,0.06973827160494289,0.004560069191694115,0.043895069348917806
HLA-C,-0.02072997485607566,-0.09610748181659341,0.017507281859948574
THBS1,0.05622884146481358,-0.0037093737138756445,-0.0022312149923913007
HSPA4,-0.04767766530900728,0.00369588513418925,-0.01313927604358532
LMAN1,0.11617158579170843,0.0024842326849377314,-0.036841755865143336
LYPD3,-0.004688980021411627,0.0840120319373949,0.023139273062533165
APOE,-0.00492736801332307,0.05918759790482625,-0.00042075314078484505
SOSTDC1,,,0.015194780983189151
ANXA1,-0.13830007373619568,-0.013249959204453656,-0.008210526391884746
WNT2B,0.01580542032035694,-0.03564611408133509,-0.005870051259129113
AMH,0.012906761055789395,-0.01508355926092345,0.03945810506844965
GDF10,0.024084468427659107,,-0.00039947372245048064
EFNB3,0.14437275044042247,0.04036747216482382,0.09560571466366759
LTB,0.06495727152424463,0.09588038855666652,0.036854458251309105
ANGPT2,-0.07445578916322766,0.06129327384624897,0.07929864715411891
NRTN,,0.03415724708033925,
ADAM17,0.026274259772955753,0.13964072948803233,0.018397305600498178
LRPAP1,0.019990824271464175,0.01901186689697663,0.041574863844651255
NID1,-0.009751764308439742,0.06924158335742421,0.009308657427172155
MST1,0.028404238160522278,0.05484136923129855,-0.02565494353523877
DCN,-0.09732886673968325,0.03857241309457741,0.036842681918313684
IGFL2,,,-0.023642301393691813
COL7A1,0.018298073838828536,0.062249837971860615,-0.045550790610701004
CALR,-0.0166296673596356,0.0582674448565906,-0.028587343252279882
PIGA,-0.011964518322395734,0.06717604758185824,-0.005429488859668435
CD200,0.07740576590785986,0.01816630113272087,0.07712998884482498
GRP,,,-0.022288855839631173
CDH1,-0.003921625299435492,0.04334031227612988,0.04028949106123632
LPL,0.04576390153966692,-0.059293144612874105,0.04733527904715066
SEMA5A,-0.06571241253156977,0.09089848160239608,0.01873659665763753
SEMA7A,0.03979563921723801,-0.022945175710408574,-0.0301827183829011
SEMA4G,-0.006100111451171527,-0.005151030590129084,0.10174924503387255
SEMA3B,0.0048900741036773335,-0.041358039909727896,-0.012424569695391519
RPH3A,,0.009610945075730258,0.07086661564271989
JAG2,-0.053232498792435266,0.03418603886343303,0.050320305563078656
CGN,-0.02323509025288989,-0.015092633331412184,0.012950468653428103
GDF15,-0.017186358360502266,0.06299463193052633,-0.059872003745596834
SEMA4F,-0.029315380301876904,0.021126882403664938,0.05415749303551215
NXPH1,0.05786463339725358,0.06938757433431877,0.05401243347692697
ARF1,-0.008324556694090898,0.037537699744307165,-0.027194862020784468
EBI3,-0.03923221073650288,0.05103333124377544,0.019557369330956295
TIMP1,-0.07856298683172001,0.030901605152727368,-0.09944836225940824
SEMA3C,-0.10316478081289737,-0.02946058243779075,0.029979066145972674
GAS6,0.08895408002149297,-0.0018884057852971317,0.06744310776482834
MEPE,,,-0.03396509093297054
SERPINE1,-0.07492117155993051,0.07730342012930576,-0.08080021374727876
RSPO2,,,-0.006714108615533995
SHBG,0.0117221438630281,-0.025774387716348924,-0.028765043803685945
LGALS3BP,0.04726567080231413,0.027682369698801522,0.010723708828989226
LAMB1,-0.13078672671848,0.07479770076871452,-0.0529538712373365
SPTBN2,0.10394004623833786,0.004676561133650953,-0.04046450649765786
COL1A2,-0.06613621029841286,0.006482075890389198,0.025963740244306914
WNT11,,,-0.005451310354084552
LGALS1,-0.0423713980815229,-0.020876717841370438,-0.09188498260006182
BCAN,0.026567248537297927,0.04862008343227083,0.07029381735082246
ANOS1,-0.09030678264865273,-0.027463294216635223,0.07658214376205544
EDA,-0.10849279803727195,-0.013651590956017416,0.05401589758837861
FGF22,,0.006706430024742639,-0.022519621363452456
SHANK1,,0.01782744344879,-0.028656296888696645
NPVF,,,0.059747123537877055
TGFB1,-0.03364782506089242,-0.023043016449334645,0.01248429005869864
MSTN,0.1360096586997435,-0.005415203602595896,-0.0312755280975976
WNT4,,0.10922851036508509,0.08429153331418467
TNFSF4,-0.03484321070926413,0.05672495415524092,0.06371871931949169
NTN1,-0.002197765503040512,0.0051739666996286566,-0.001982857999919863
CXCL12,-0.050587235204024215,-0.050828316840928436,0.037895305603201514
GNRH1,-0.04552452982650023,-0.028937401268985218,0.012732750526720082
FGF8,,,-0.028097011537618753
RIMS1,-0.03980154728221855,-0.015792254804849103,0.015661156890177677
FGF14,-0.0030009495295742327,0.02308878633846297,0.04651145436148982
IGF1,0.09007089622477223,0.026383128056004797,-0.00128484386400207
TNFSF10,0.05349104027315766,0.03609270099646372,0.10215807352596215
GDF5,,0.029348340646151768,0.04567193947215929
CHAD,,,0.04351640956174364
RGMA,0.05040637052670207,0.08309780653285354,0.04815653411646148
CX3CL1,-0.0197977899144739,-0.037964772412833844,0.03951512229699928
FGF1,-0.011379860402117957,-0.06660266968769737,0.09448438762434981
ALOX5AP,-0.013432683426459967,-0.02599721310123171,-0.04439413102427231
IL1RN,0.09067824809900865,-0.019330179086903945,-0.050793655552677265
PCSK9,,,0.05445710768539839
NPW,-0.05174615290105886,0.10629425349990762,-0.030282898914629416
CXCL9,0.02039647913297781,-0.05027424064999321,
ANGPTL4,0.008942360055899051,0.12640736337436892,-0.04562431550353186
UCN2,,,0.0053855507223450555
COL4A3,,,0.006207307871157564
NRG3,0.0656000403360565,-0.017711556936830145,0.10274384632153793
IL23A,0.0052495918224868135,,0.0022891347416148307
COLQ,-0.06124194145980418,0.04799251189066018,0.1073024213047553
SCGB1A1,,,0.0026332917350901717
TNFSF12,0.08536823567881223,0.03587771288145483,0.04149317828304777
DKK2,,0.009758966616510571,
FYN,0.04175054842531261,0.0965516729673177,0.057308386409016705
ACE,-0.07145245008052617,0.07711803359824453,0.05120155924320002
IL18,-0.01455357023793674,0.022696188037311705,0.10851220471447372
PPBP,,,-0.025549210198449197
CCL27,0.03643382698709808,0.06506817792974959,-0.004963585516971375
SERPING1,-0.0864469206882472,0.037448584732975056,0.031090859614782706
AZGP1,,0.030248090995284603,-0.031605598435272164
INHA,0.08180709529309649,0.06158333744501107,-0.01016915944883293
SEMA3G,0.02500662968123375,-0.025917029992441293,
COL6A1,-0.08870350055852408,0.12913037946067701,-0.035338219614724685
FGF17,,,0.16282838237925393
TNFSF8,,,0.047551241653009405
FGF20,0.04775134205149634,-0.04734787029563246,0.043418337305259014
ICAM3,-0.07393691950572771,0.0351579971362107,0.086696617732385
LAMA4,-0.025126018710483134,0.019984475544981277,0.02821424153447046
DLL4,-0.045640206824121135,0.07043273394410349,0.024256566724661116
SEMA3A,,,-0.03709496020515193
C5,0.08741479858982054,0.001133312380688463,-0.04093928640267588
C1QA,-0.07035607698666879,-0.11569042571587024,0.017543167110117868
UTS2B,0.005942363263361663,,
COL9A3,-0.056824874403726834,0.017271548216973298,-0.009232156304254651
HGF,-0.04282647119028055,-0.01664814514534649,-0.01517000146681053
P4HB,-0.05631171834968714,-0.0080847038772397,-0.050762019869047575
ADCYAP1,-0.005755806204142051,-0.0004080642397248801,0.10711968190423393
GREM1,-0.0392917852239465,-0.08684242826160705,-0.0503385537431043
EGF,0.15790878521578153,0.20795096358912626,-0.020606746327245497
VEGFB,0.06118803253664087,0.05404989705315914,-0.0014755918253023426
FARP2,0.079684701901007,0.02346600103584611,0.09163472846269632
IHH,,,-0.025136814388344725
LAMA2,0.045623057095889284,0.056404904735648714,0.04833289212065883
SERPINC1,,,0.03944751816239831
NRG1,0.06855337131940649,-0.014855625089167655,0.006261347645960992
SPINK1,,-0.021567229541506663,-0.05626994577427291
EFEMP2,-0.018625691124616376,-0.007480275192369556,-0.03545312344008363
SELPLG,0.05011458337311598,0.08827613998525637,0.01506155573256075
GDF6,,,0.027373497793597358
HLA-E,-0.03582831074747565,-0.02915872209059301,0.02210744910195999
PTN,-0.04726116553387384,0.11547557361372834,-0.0002421588544630002
CD274,0.05928385916348471,-0.0047757154763522006,-0.005717309759339535
CD14,-0.02650295650495173,0.0009421940727898875,0.013253367826431542
SFTPD,-0.006667872965121947,0.015612324907694427,-0.02969859577242713
SLIT1,-0.06305686810680616,0.06776576844422451,0.07783323835553851
BST1,0.07320407626136739,-0.03526866841005663,0.02962348504773447
AGTRAP,-0.0405172122625415,-0.008398796053607932,-0.01010203060660168
LAMC1,-0.06106458442340778,0.0414537149361168,0.01073622913951189
COL6A3,0.12817451964271315,0.03636259388182099,0.02443065496666423
FN1,-0.04397516614194999,0.14613322042792457,-0.0473896466409761
MIF,0.04331971304364611,0.14694067055586463,-0.05239230493245916
JAG1,-0.05799717043209049,0.06039937223807175,-0.014682999206924199
NID2,-0.0670097386498381,0.04931975926684551,0.05683987712116353
EFNB1,0.006525714970084117,0.042416547626115485,-0.001255397119680086
COL4A2,-0.07202152625621012,0.050199857538067105,0.04826161009372083
SPP1,-0.008931488105170995,0.00039561924728405347,-0.03714133243657936
PODXL2,0.04159739953504498,0.04764609181909412,0.05537621206425369
FGF9,,,0.056747773802302504
ITIH2,-0.0425025594871769,-0.028706773857182254,-0.046418127855626164
ADAM10,0.06184124207844215,-0.004696214764924465,0.03390222525805849
CFH,0.06008890295435684,0.03454926338336721,0.0073307333131674
COL4A5,0.07416299321326328,0.016299391028702263,0.03850672892281727
LTBP3,0.04289060738349822,0.03550090137296045,-0.04753882983584694
GNB3,0.038955810167791635,0.05141680038217877,0.05374537141621243
COL6A2,0.002442879477856689,0.029561090672427525,-0.03816641290015786
GDF9,-0.022210837552145563,0.027376318340257444,-0.04960469496845358
NCAM1,0.10395245069458321,0.01619647056673363,0.05574139492394259
APOC2,-0.02211707523842726,0.060091735655468236,0.036121390628529065
BST2,0.06945421547808231,0.10052858306165516,0.014691767509071205
COL5A1,0.030840188732760756,0.04893222769106368,-0.0016706705116422316
CALM3,-0.040331726277318604,-0.05362233985781403,0.05192155239805054
THBS2,0.04855427030474341,-0.034980543495624516,0.015744529302163773
SERPINE2,0.12355942213122315,0.08587851349943373,0.021573232433222535
EFNB2,-0.004616607180760964,0.03436536749000961,-0.02120028912028478
PROK1,,,0.06776949766524784
MMP9,0.051044285687900516,0.07696105391951945,-0.01612469454979525
NPPA,-0.06284761780441919,0.1198270331736568,0.010500106858088522
APOB,,-0.012687603284989274,
NTNG2,-0.062209581771996175,0.03566497967814734,0.0807402354411805
LAMA1,-0.033448839460693,-0.0004099112748154237,0.008872680205524721
UCN,0.028535075229815594,0.026061332749169056,0.0778489972148341
ARTN,0.10980320609284148,-0.037362878335343665,-0.0007361524856521401
PDGFD,0.0083632783840606,0.018199530136822257,0.019851292009878018
EDN1,0.05252254662371834,0.03608359063457925,-0.04551244937890713
ARPC5,0.03670810564822046,-0.012449075726209883,-0.014965330526113978
GSTO1,0.0014468996313461396,-0.07776657518285991,0.010089173778460893
PROK2,,,-0.023199217792525532
SYK,0.12274363435464386,-0.042988238410612514,0.061717501053852396
ST6GAL1,-0.05060768842191696,-0.10023605739091142,0.08165687418745061
WNT3,0.10510118096002498,0.08673307076533522,2.9836329819195853e-05
HSP90B1,0.07367054695514273,-0.05613513486033929,-0.048118583246088566
ZP3,-0.05590804091418318,0.04574828304368943,-0.019589912553596062
NRG2,-0.06095172947219881,0.014536254619243778,-0.0018298209606728401
MELTF,0.0988545619702335,-0.009183290018330069,0.03771490579744402
NLGN1,0.01444008789328471,0.0789198171311114,0.004669976136424714
SLIT3,-0.002781670977505104,-0.05561061625344668,-0.048029649887445416
CCL8,0.06517496708855902,0.008087016323082825,0.0046947767124693495
S100A4,0.0051513813727203615,0.0631260336443693,-0.01324980360157796
TNFSF13B,0.03373234944815818,0.05735893089790776,-0.011654150336116241
HSPG2,-0.067957932755143,0.027982917066613627,0.03726899840934637
FAM3C,0.0049117490215711945,0.06317312424723888,0.0503703068156676
FLT3LG,0.03633887339970627,-0.08017018134282818,-0.0388336822265898
A2M,-0.09050541698132299,-0.12475234961745782,0.07785542711837581
VCL,0.0401887706995829,0.008429777275480261,0.056981215505795456
FGF2,0.03650287566949362,0.0026965996706298802,0.0010230531764477558
AGRP,0.06918155384318096,0.021318839939331653,-0.017665101746054675
CNTN3,-0.010903246914230804,,0.06829226249729141
RNASE2,-0.06480591418055331,-0.006548920796281441,0.03690742175799261
ADM2,-0.03081247857275636,,
GAL,-0.01920609111526309,-0.003692861618187246,-0.018288555347769908
CXCL6,,,-0.038545785904439855
PDGFC,-0.06652673779862156,0.007220106311533898,-0.029108680809083205
COL8A2,0.00690878767427925,0.0289868461831524,0.027804082331959537
SPON2,0.02307349944598664,0.056441005402844385,0.031828376042408506
LCN2,,,-0.026300838863134786
SEMA3D,-0.00025145841221610194,0.0044022975657141816,
BMP6,,,-0.027908385640522993
TIMP2,0.05823223599286614,-0.003808111982386832,-0.04776167330950069
EFNA1,-0.031815589203883846,0.08805654648268577,0.039288518054336266
TFPI,0.04512691883941277,0.10111490888331998,-0.014733562703341061
GPC3,0.07167755865376084,0.011128774539549914,0.03992558177461833
NMU,0.06750648740204977,0.07550479996817769,0.0053177359129755256
SCGB3A2,,,-0.0319995483479416
LAMB3,0.059933951067579205,0.011149859187443753,-0.03024383579552624
LGALS9,-0.11956198010387266,-0.08015343122923133,0.05837359265087889
VIM,0.06449103100822873,0.10795125410795552,-0.08957699607319966
PLAU,-0.07377997266902435,0.03513786612544347,0.04854256170330689
TGFB3,0.03357058170830801,0.021657909960836604,0.029927309378952945
APLN,0.09511865235258278,0.1526166595845799,-0.040275404648824537
SHANK2,,,0.029329119610994634
LTF,-0.06871971030763285,-0.017458523135704743,-0.0349546181214872
PYY,,,-0.025343770625192247
CTF1,-0.06836266027408563,-0.03484696609804627,-0.03284260820897477
COL3A1,-0.012177847260774298,0.026314466119644695,0.01845016733667894
S100A10,-0.05552854128905789,0.11659233097367845,-0.05430949188215952
FGF13,,,-0.031017584887415878
SEMA4A,-0.08246945719084368,0.09116775226500748,0.0006415432849854237
EFNA4,0.06082127417787432,0.1403838157953939,0.009166018839150364
HSPA8,0.021075648163228905,-0.023949641027873593,0.0005941882986557789
