,UKF243,UKF255,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.022718367657899533,
BMP1,0.03889382652632455,0.08081352732735947,0.0059124487780551314,0.016634395960002175,-0.029295457472517716,0.04627382216995934,0.04288449819576834
NDP,0.04126327615855934,0.09587227014732369,-0.005187459808197464,0.09164775092337608,0.07296321789404933,0.012577175449632853,0.03262993266253974
TNFSF18,-0.019285643501784487,,-0.011674763749846901,,,0.004044839356486655,-0.026674489673715173
RTN4,0.02929866179374579,0.03331434165455289,-0.025763024591240316,-0.09188892264794626,0.01804670472077923,0.04202375201011579,-0.03344343839910265
HEBP1,0.022556275583294427,0.02097750811553594,0.00577016756860855,0.08092814410278006,0.038237812636489836,0.00418088033826362,0.0565720804200375
WNT7B,-0.045012906315615366,0.05495586846070229,-0.014444586805200443,0.09035680473141429,0.07553288094758624,0.0856172268107408,-0.030802993713287367
PTMA,-0.009544233501374075,0.043451215870867116,-0.048835787183066276,-0.012951263230524318,0.01869358408807692,-0.014609604076905999,0.009842820032975146
FASLG,,,,,,-0.019703632519213147,
CEACAM1,,,0.040548602598543315,-0.024907864247000117,-0.02409135546132571,-0.027414710713628453,
PDAP1,-0.09951164669780667,-0.061763856800808606,0.00887017559658366,-0.0183918984719122,0.0015927349847256005,-0.0154730787892067,0.03408281482045635
QDPR,0.04054247372356464,0.079393156346557,-0.006197187954724431,0.014838806561841998,0.038847527459493846,0.017730569076057204,-0.029530847989653546
POMC,-0.03641451344850912,,0.1285005871552691,0.033304851673992546,0.019461642725020357,0.060991629415303894,0.0008884250721598633
CCL18,-0.025863633683013778,,,-0.03512518382072248,-0.04193837908660705,,
CCL17,,,0.004675520615734461,-0.01767092410872918,-0.01030197148913999,-0.01785912977417078,
VEGFD,0.08843489603745752,,0.001920655891336423,,-0.02409135546132571,,
TNFSF13,,,,-0.02096558634438572,0.05075849468557977,-0.015094998184863463,0.056028328158746324
WNT5A,-0.07529881674897829,0.10739006447397263,0.021359083048660427,-0.028191559129128047,-0.008395058988455707,0.03839335153073236,0.09752347882020848
CXCL8,-0.006113498823883268,-0.08643733432794484,-0.04646668255432454,-0.04386604346810939,-0.06235608681395028,-0.05919847254710201,0.002485813559713366
GRN,0.039703127929676924,0.08504432324753589,0.039235430814911494,0.029610383677355304,-0.027755338407882843,0.041162648979671,-0.00916743303367902
MIA,-0.030673713470672017,-0.047025700772452945,-0.02861925514574823,0.044283500760801564,0.1374887452994568,0.022256953700078654,0.013061040286252988
COL4A4,-0.02933525619920274,0.05360327761831292,-0.015201824841283481,0.05985597744605803,0.07875182605229765,0.07612733132196492,0.04567859355812642
TAC1,0.04889465324954591,0.08117964463508295,0.05399645904606071,,,0.1722741127356119,0.014238652875293559
RARRES2,0.09805610183295736,-0.021185171943433247,-0.03428950104444364,-0.04129565026324677,-0.03172849991977676,-0.0008900286211296543,0.03703418875820455
FGF7,-0.03445281337881722,-0.04255340874739396,-0.03465450334643892,-0.026992424923222194,0.03610808222192614,0.005378195332812195,-0.01771522678589288
EFNA2,,,,,-0.022897221098349237,,
HBEGF,0.055796606093697784,-0.03648985197204373,-0.016702828035859284,-0.027788793315151758,0.030696374122163615,0.027448323922151168,0.018606227744728195
CSF3,0.011807066443516125,-0.02504741154276843,,-0.06119326790589846,-0.04528080836434985,-0.01880290855625352,-0.03411480950242348
PI3,-0.034751957956955334,-0.05934082102527728,,-0.03515477643413811,-0.08348398200690678,-0.04085247363875656,0.01800867086348522
PCSK1N,0.0839078198494006,0.11183141594842494,-0.010961915111229589,-0.060263697442999226,-0.04325585105936389,0.01818154782118092,0.01390490740135228
NTS,,,0.09753926417731162,-0.041224426470257806,0.04593354905315874,-0.02784454358430845,
SFRP1,0.012633249651161216,,-0.03224560878991716,-0.016273981552926135,0.05402223475019246,-0.010826396194727795,-0.03045429684063406
CXCL13,,0.010473857165021616,,-0.016549185020731126,-0.01734516169881989,,0.06776096838065007
MICA,0.0178285232429177,-0.008205275890580902,-0.03594984962834647,0.031858515894347975,0.06028631881311561,0.03264830178027814,0.035393867943905935
TG,-0.023384862929396802,,-0.014669357650381762,-0.023480240156271173,0.0027987238448717836,-0.013832807281692025,-0.030494405776821196
ADA,-0.034582391978630285,0.035868409028648976,0.02082604584819532,0.05391069020514305,0.05990963125516414,0.05080120059014272,0.03083375114293868
LAMC3,0.10525816218851926,0.0010986477579945585,-0.002432151331900964,0.11948310643914967,0.038674412953240575,0.008907745142025872,0.032635544808110886
CCL7,,,,-0.02648464207998912,,-0.01970362551283661,-0.029715284859529702
NGF,-0.01690086161450298,,,-0.016410453165724866,0.08832289191552078,0.06440851398017236,0.11502044135781825
TNFSF15,-0.02090847510223939,,,-0.008348799011349222,,0.07144766790972085,-0.037756424867611584
HMGB1,0.024208597401693194,0.0506651199535936,-0.009220815440584493,-0.007643790932860888,-0.006455893945499025,-0.02935812462863369,0.08736878990708875
ITGB3BP,-0.03900438690036918,-0.017387552238900154,-0.0008943255555301379,0.03247515967183784,0.022770561659017342,0.033349379375212186,-0.005224875993829332
AANAT,-0.030292122085924276,,-0.013192239062981266,-0.02323450414125576,0.06142742782194007,-0.020847257476683378,-0.02083046066472037
RELN,0.01090495250246876,-0.028207212455742946,0.04634567738372578,,,,0.021412255667570275
IL15,-0.029721036447981228,,-0.029216980508160316,0.021724052803873066,0.0593273159824912,-0.011430429689047585,0.00465148125835367
UTS2,,,,0.0017797591667759374,,,
BSG,-0.025171732128235348,0.04735735568334861,-0.01815250173244364,0.02805854558909888,0.03565433431692265,0.03526741777920728,0.10296655611713215
ADAMTS3,-0.03365224745901627,,0.0373326310929787,-0.05407456350367554,-0.005617043191681888,0.04708144057329871,0.03520770388395347
CD34,0.02237488349883085,0.10108170136941086,-0.01054405726792407,0.06246296579585116,0.04936607804028372,0.029488056723050205,0.00754891291972269
PLAT,-0.04947950819322284,0.10188816680413178,0.022101520449273108,-0.0897453795157382,0.0530241646451797,0.09672297076937744,0.057692313713738806
NTF3,,,,0.007308142233812654,0.034744299675199895,,
LTA,,,-0.012705501063976355,,,-0.013184790152659307,
CKLF,0.025601266714284854,0.010553753374336994,-0.015005596619913717,0.07304065818381202,0.0867720165503377,0.04557719779346653,-0.028920738575240697
CD24,0.07643310865272816,0.015600430180846878,-0.03608542197314487,-0.05508770158968465,0.05326577758239717,0.018887297346909818,0.032650595510633984
HSP90AA1,-0.046389708331421094,-0.13497822210328772,0.025152444128266616,-0.11129352574973447,-0.05976155656455863,-0.030946394212031644,-0.012166137678562186
BMP4,-0.03657759870252491,0.009088846359995177,-0.03644306669968919,0.03265941095201878,0.032639613507794804,0.0776958111543592,0.06894653961328259
SCGB3A1,,-0.007429364700208776,,0.013520526525297982,0.04495175927707571,-0.001575343033849218,0.023936868769743106
IGFBP4,-0.002639888392960834,0.013600822051682886,0.0008603012091142668,0.040691168338606636,-0.042345184705211966,0.06880284390842335,0.09874650355440097
RSPO4,0.0365734225156417,,0.022808874327209367,,,0.03191506195077974,0.05287685861931849
LEFTY2,-0.034582410016860625,0.07524318457106986,-0.027729343640257403,-0.02248246197703747,-0.010755960988810728,0.07844288984920847,-0.0024870908431637293
PF4,,,,,0.017958920790438423,0.08030871632701629,0.004530245691764817
ANGPTL2,-0.039369749047087496,0.03270259860266272,0.019138006673427663,0.056338152985391396,0.05792997323585391,0.026156601531952192,0.13326958447339962
LRIG2,-0.01584399463648522,0.06798720731900147,-0.0074996679926216375,0.016425690474390752,0.012778356241021119,0.010118769532610863,0.009845982330287396
ICOSLG,-0.057537625662364505,0.016143818811427565,-0.009041018361493099,0.02544412963065483,0.017029438910929548,0.04891053098935457,0.006755414604194906
WIF1,0.07176733919031553,0.04085558082242805,-0.011403270197371381,,,,0.0020597747541688913
NPPC,0.06165032714251608,0.028770398006901846,0.08371601011182603,-0.03953679455338221,-0.039708599785729666,,0.0060994241873593555
LYZ,0.08380345643167192,0.0294321209603933,0.005116011917567503,0.017736412479705924,-0.016135741209769083,-0.02094377727731255,-0.003982352549772225
EREG,,0.09648261799893458,,-0.05375907444431735,0.021685090604499038,0.017141502697299707,0.06464789757820286
SPTAN1,0.07458253558545656,0.06408883049853134,0.006215734045532931,-0.03422362449751979,0.04892739313038819,0.016564268705827234,-0.027819251309696542
LIPC,-0.01631850886550675,,-0.027627613445244965,,,0.035865829004095295,0.06079437946533235
COL8A1,-0.07540253010156801,0.033222586269601104,-0.034063015935689556,0.04687961515133732,0.048762668465187814,0.01228719899488094,0.035553468933213005
GSTM2,-0.009321589655934364,0.011271785076590175,0.10346046705936897,0.035935598396161166,0.009932993802920825,-0.061811901990511633,0.01576340246576686
SPX,0.005117708729304385,,0.03347674924049218,0.007291249059544505,-0.02605790444452653,-0.0063178524523869834,-0.08199966141652078
MFGE8,-0.05271580876446861,0.024319341461425403,-0.02760071378232095,0.03970935165979685,0.015455112055709305,0.00857758264566847,0.07137451471433107
TGFA,-0.05136421119278285,0.05508073204958866,-0.004935347769747005,0.08649482106199258,0.10333090755508711,0.03194923470538463,-0.01776321475042369
SLIT2,0.016547682770009273,0.03250029423644512,-0.03802734770474391,7.30096471513016e-05,0.06149614746516836,0.003752034513768933,0.07985783930191338
PLTP,0.04391978486380364,0.1160850583222724,-0.04399838783684933,0.03007780425000477,0.0350744770653709,-0.015720463497915484,-0.006813071864124525
APOD,0.00662609239641753,0.07331486098272087,-0.001619140568244576,0.07899358939348906,0.06232581362486201,0.004561852320920467,-0.03218664577736246
B2M,0.060744080040553095,0.07341963511604889,-0.02432693248193572,0.08414294428473228,0.07511395436293868,0.02952177618639583,0.0226788179988095
OMG,0.019291740634347358,0.09888712424091879,0.009290539958758521,0.08802309314203571,0.07136144809328267,0.03504856021877188,0.004423285837652615
CXCL3,0.019668809601652848,-0.047160827535746484,0.05374196908782255,-0.002863631296241755,0.004020385116963043,0.013773125396305659,-0.016671190212402893
CXCL10,-0.01696298092414004,,-0.005246908186577147,-0.011733246953415568,0.032632578765467254,0.02721318295230856,-0.011559863823844154
RSPO3,,-0.025047412324025128,0.08747338128983477,0.09235785036132958,0.05634205017233751,0.10437953431941473,-0.04430691812820135
CORT,0.10729112373032795,0.04473949107975536,0.006361596312279931,0.026024468579239037,0.06958905332861871,,
NCAN,0.018578101677118576,0.051193718157449525,0.0003068038967620658,0.06284710158792926,0.07443916298212765,0.018391583818060383,0.020443884896068378
PRG4,-0.03159152389640385,-0.028006242700211452,-0.018884765994827586,0.03010660388805355,0.05700290425983735,0.011700081416832916,-0.010491188053321276
ZG16B,,,-0.010095673981430426,,,0.008031036676824898,-0.017553392425422348
TGM2,0.007859214576231125,-0.03615355788470746,-0.04347788225120307,0.04174250669327927,-0.016628162884807462,0.06558117481083353,0.01858323756847128
VEGFC,-0.022667549141480534,-0.03724337666378737,0.016500247245120985,0.0825973759275488,0.06115653016971942,0.0606544828708272,-0.03426642695368112
WNT6,0.050193368692829185,-0.019750201535445808,-0.02246756235690597,-0.016989242068684293,0.020391427944178774,-0.03011053937589062,-0.018137920773205432
NRG4,-0.021424395411559636,0.03756653315462386,-0.019395424353491623,,,-0.019995329280558295,-0.00796413690293591
PMCH,,,-0.014777270515458277,0.20339397930142517,0.01007292315893217,0.02662740599945693,0.024774215790014435
COL9A1,-0.0333765347949904,0.04287270118789581,0.016904849389803644,0.038061887439602655,0.08671900198937647,0.10036533026709102,0.10328768945257885
GDF11,0.008752932192528356,0.06981070230882745,0.012435357966412599,0.03595284267176799,-0.012154252914205983,0.010975824136447057,-0.06768941649990777
RAET1E,,,,,,-0.02193473415012562,
IL24,,,,-0.020070765819534465,-0.020652263119929178,,-0.03049438826608218
SORBS1,0.0404958185687253,0.07184642382280751,-0.027322122851793796,-0.0377469980770196,-0.024774323828796765,0.014565199622081321,0.062107101546527634
DLL1,0.08992202277608047,0.07572894912404446,0.04766591499178273,0.04114512699978256,0.1080596737656495,0.02966059478653572,-0.003065777988250905
TLN1,0.10063163700819572,-0.02968222562913758,0.017955528381920573,0.003212516154600216,-0.028550582215841665,0.042051495913093304,-0.021567812825905218
COL2A1,-0.021929279539686777,,,0.0669015068345645,-0.046372701420630213,0.0724226029184764,0.017271576105193434
SHH,,,-0.0322983933161589,-0.03776184303833489,0.06282190611324036,0.08927443560257974,0.003961236911741222
PON2,-0.014225358624750334,0.11416964318455032,0.03296798029762077,0.08080287634477007,0.05173517125379911,-0.0022640247527932053,0.011003170040339929
ICAM5,0.03185592657642607,-0.026773207885462082,-0.03280353477150692,-0.03969911939087718,0.1096744264471731,-0.0026796901582150667,-0.002793256646918433
HPX,0.05483888628361369,0.12545325275947639,-0.019812134480185258,-0.01366799085128125,0.002054109934197734,0.023144089568609652,0.06384929050201615
SFRP2,-0.02855065306940002,,-0.01651211851982727,0.020346393413384428,0.0035731261656718155,0.036714912856719524,0.021656762198634376
CFC1,,,-0.012705501831835418,,,,-0.024135544240890133
