,UKF248,UKF251,UKF260,UKF266,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
COL4A4,-0.03294611461665042,-0.03217448978228734,-0.01621848664868539,-0.013188288661142555,,,-0.032577732492458815,-0.03304218556890453,0.007786504840779236,0.12634773314670636,-0.01222668837655202,-0.002799967512893629,-0.03105215137138815
TAC1,0.00537489445236019,-0.025230430782935073,-0.03702914659316096,0.07133171885088363,,,,,,,-0.021363370087089863,0.014344185512486961,0.07177933377825267
RARRES2,0.004629447209559871,0.0360109597532581,0.05952988099143448,0.015970583660631133,-0.006115958247919509,-0.04071077747465715,0.005090612703710397,0.03769586792693004,0.04519632066166257,-0.0018860879809328226,-0.07019238898880116,-0.061295551298187825,0.0920146370411861
FGF7,,-0.024281322140625543,-0.02859579219151836,0.04180276192503254,0.03371628625278473,0.14085182747654781,-0.07226250797462148,0.05599563838423364,-0.026332239218626468,0.018402507546274805,-0.0072488802286693145,0.0007816710093351371,0.033113084686503036
EFNA2,,,,,,,,,,-0.017184803133805396,,,
HBEGF,0.12791572540990712,-0.006504569080958744,0.04206978222040626,0.03704052517029013,-0.013770035545773248,0.09692197784813358,-0.008462352613473756,0.02948770406248659,0.03501607889370044,0.036778624220367706,0.031193815205106168,-0.07543439990245203,0.057274462973553694
CSF3,,,-0.041678283588499315,,0.04778136954467798,,,,0.009646761501376685,-0.04183757194838365,-0.033318340319758576,-0.02717040921912094,0.1267984797619836
PI3,-0.017157421107069276,,0.008389432360682547,,,,,,-0.012668983030933395,-0.02026518088125447,-0.005595118659006941,-0.0022199494108100315,0.044753148244265635
PCSK1N,-0.031860945574963655,-0.02250195904353052,-0.046292644251661526,0.047668541613183575,0.0013623333528101401,0.040823221376990175,-0.03351866160532152,-0.016260239996244503,0.005103799639472367,-0.038596325482423074,0.09415609459920377,-0.013443694452815529,-0.06382834413412511
NTS,,,0.02951153209402895,-0.016099903968220603,,,,,0.01834680299372544,-0.020936421571461392,0.03966775609733506,-0.0402356710634374,
SFRP1,0.017409738638827974,0.04998079712143984,0.06779741475380704,0.08076759914608557,0.0008385367839289922,-0.0028733629301491686,-0.012271163540017543,-0.06731211187403988,-0.013878434167861642,0.002531077887070699,0.03496920550930237,-0.03930069600265717,0.06147515358067229
CXCL13,,-0.03631930398515014,0.15492364447712872,,-0.03233024555896189,,,,0.18065984814368796,-0.044152658123478565,0.03370162856044015,,0.018594057004194628
MICA,0.043479553875963514,0.03694966059719238,0.04143383101043861,0.0691068167047652,0.006042812221809848,0.0029020052874186423,0.008419446632884419,0.008175445855338699,-0.04831337863397448,-0.03976648287241914,0.07699591427070236,-0.003489065188003185,0.009828829968050424
TG,-0.027160266601825803,-0.020423979905365215,0.00892975534263608,-0.018583533327736823,-0.006029714249511854,-0.012686995615759677,-0.011403716161875145,0.0941240481085265,0.026687061378091514,-0.02578549186003597,-0.012901469403189836,-0.027072834819839842,0.059256049789593354
ADA,0.12818377934344363,0.07896239504618142,0.021187890960080443,-0.02505866469794424,0.061773786095979624,0.010314296217784718,-0.08318410314398311,0.045477644733625325,0.04071247671087848,0.05802549973745147,0.02686534308697897,-0.00828600095602923,0.028128241433884205
LAMC3,0.12489153905384433,0.01130035820534263,-0.014871505794114427,0.03964060784663017,0.03613967772306496,0.090402192554729,-0.06538193411598801,0.059648488897209175,0.059420990183505995,0.020779112468948584,0.055408204839227315,0.07758669364309465,0.028161516916116604
CCL7,-0.01744933712082128,,-0.02238624950287652,,,,,,0.06121524109823584,,,-0.028471955106436568,0.09377976000382839
NGF,-0.017694371937401747,,-0.02389499135377517,-0.017733675214660873,-0.047167279599154864,,0.11252961134374641,-0.03883753082711223,0.07895997141188237,0.030758990538379678,0.012619771400761445,0.004564729919287734,0.020802556103390497
TNFSF15,,,-0.01657470316592502,-0.021532569518437898,-0.014386472343317875,-0.0323621262260478,-0.003248472511131663,-0.03922262248082903,-0.02107852065422474,,-0.020690117333243954,-0.03815889744444445,0.011715534286725664
HMGB1,0.01949953836236361,-0.02270883630707366,0.04709041480251081,-0.04101019706472614,0.013029557177632376,-0.0661834694967824,-0.016940341995758584,-0.02421467137236442,-0.0858285332018863,0.07150703397239154,0.04657608483416023,0.07932091373286417,-0.05529322854289848
ITGB3BP,0.02184482721684597,0.027823137156264714,-0.013180813585227272,-0.02798541829134958,0.06835016420915717,0.03275769299563979,-0.14071140913847718,0.05093948209941991,0.005918342931894624,-0.020889395067393367,-0.03285884786776039,0.023643298577977402,0.03950806928193771
AANAT,0.0436627618452082,,-0.01493479881514208,,,,,-0.0022585580412231945,0.0033776625614442284,0.04560095943242274,,-0.03012451584515534,-0.027867511400278586
RELN,-0.01349415053792764,0.010803974376149704,0.047561782811872885,-0.033977162789747925,,,0.07811393177841705,,,,-0.024991419502377432,,-0.027680217500689372
IL15,-0.008004689570376117,-0.026019837930757805,0.01969444427578263,-0.015321703308834827,0.04115794766750037,0.04231964080272822,-0.004324082032690847,0.015191558732588316,-0.03475041653609509,0.03026151292728235,-0.01148692935755877,0.02496239022595739,-0.005422817261137794
UTS2,,,,,,0.04181670456326952,,,-0.01615276264944173,,,,
BSG,0.02151798117152887,-0.03610542987964517,-0.06803663154547201,0.024466303231505067,-0.03503712705131158,-0.04557949691859835,-0.07731466338517279,0.06835865247576504,-0.010290973837580823,-0.01801352354680786,-0.014479215679232138,0.04161416546219245,0.03263582266878844
ADAMTS3,0.012146638958514406,0.04922659277135284,0.04163797095743997,-0.024678831654688815,0.0008595106162998226,0.11890709684967699,,-0.03259340273867411,0.025651562907585485,0.023414397831898224,0.023126971955052134,0.053207107219495,0.0801952315952283
CD34,0.07300933844844107,-0.021631809315139777,-0.017759333643472534,-0.0010456309949746954,0.04418866810277488,0.05780744811355339,-0.02860163049293333,0.06505265804767868,0.014178603224479726,-0.0021678451680069624,0.08948125068410222,0.014285721380786123,-0.010074684620460853
CCL23,,,,,,-0.03053721019463393,,,,,,,
PLAT,0.10239795419794057,0.014672240966787714,0.015332708729754542,-0.019304463773137492,-0.016508246686000535,0.014476870807674581,-0.012171886084580131,0.043786945071892416,0.0701713945160419,0.059235164181783664,-0.01239819389400671,-0.03365198519856878,-0.028363824849514063
NTF3,,,,,-0.030644039341452503,,,,0.07121720974618513,0.0635404305818459,-0.004087548692206248,,
LTA,,-0.015019859019919157,,,,,,,,,,-0.04054305845408388,
CKLF,0.08501008351000763,0.039889576562763915,-0.007813628914297476,-0.041871782114823834,-0.009913040849397056,-0.003964624082797018,-0.04973480040665449,-0.02611635709494332,-0.0526015680988547,0.09348922428416737,0.006091903533619428,0.039295896925934215,-0.11222764544961578
APELA,,,,,0.0036150537614014966,,,,,,,,
CD24,0.009823593789410971,-0.02198445537159668,-0.03244127853953837,0.0114785292138214,0.09180244191831004,-0.03256668477985954,0.11614970939576606,-0.026777023597648025,0.007430167188415718,0.05164591285425155,0.015962807706783554,-0.03452328091109434,0.058065474810013694
HSP90AA1,-0.07311431516772757,-0.00930047720415877,-0.005148014492032819,0.07288880876669207,-0.06016569414012146,-0.02588382652304516,0.13127812895430024,-0.02948501956052246,-0.037906302173483,-0.10671540664253533,0.06165463233482369,-0.01212984203107467,0.04752988645086954
BMP4,-0.037095758025539605,0.0046793378783711774,-0.0019731113195007323,-0.03700514835061172,-0.0030822863727817808,0.10478082527002358,-0.009611053090139736,0.10812658979631179,0.01777252714848538,-0.056915528953286686,-0.009846660734767665,0.024580031436582012,-0.013974320259006743
SCGB3A1,-0.017449335375910882,,0.0030659829537848567,0.09329359603206251,0.05186809624867075,0.22217548749955537,-0.0008736159341268497,,0.04549562712228439,-0.006710030298955485,-0.042966845058225726,0.028637126685109125,0.11746470675892835
IGFBP4,0.10251810368707588,0.012609323672783827,-0.004337519452211263,-0.01455154439290883,0.028641261044198372,0.1068719091621713,-0.034271368191590025,0.02770504311526393,-0.027572866823579602,-0.0010553991328165386,0.009433861921073688,0.0359269368089738,0.028690332807237116
RSPO4,,0.0033758069079583607,-0.020527360079839903,,,,0.130945160689536,,,,-0.028936341578302646,-0.012216357994580535,0.2027230237216171
LEFTY2,0.08625749000620707,-0.01520432574099901,-0.03186163596753415,-0.0356375680930237,0.031121332588451615,0.023370869151726006,,-0.03478509201148045,-0.018354192902130955,-0.01975943605919494,0.009154704312584312,0.020656038355797043,0.06456988609985345
PF4,0.0009863238833140032,0.010224555335236201,,,,,,,,-0.015751061831479105,,-0.040543049072119426,-0.027527015663101513
ANGPTL2,0.0062091993912942785,-0.009060661138112883,0.05119533870163633,0.020293222838672288,-0.013432870925512519,0.02163763965138592,-0.09233436423181039,0.017252848120173536,0.04446856259711926,0.04608063294138388,-0.04800234869943569,-0.02232763011105175,0.004010444306937745
LRIG2,-0.024985498959949955,0.01699331964740317,-0.037382772339187874,0.05375810066163034,-0.030122604932353945,-0.012514807095133603,-0.02248247345431076,0.04029644667317246,0.041967243578747676,0.024502649216973312,-0.029471512243835794,-0.0011581772995627392,0.07685311704573508
ICOSLG,0.005237629234544583,-0.004588453813890544,-0.04044396046474429,-0.026988125706129663,-0.00735847878736119,-0.007255545830745992,0.11639419841058793,0.05459923205523876,0.07350186727994405,0.05101852844778887,0.09865786541852546,0.01827411663399294,0.0673958234522583
WIF1,-0.032569603507343066,,-0.014700368040449246,0.02387779039320796,,,,,,,0.002345417428480948,,0.09491819695769019
NPPC,-0.002320988016917063,,-0.03580839801848403,0.09345267726452776,,-0.026980673259971312,0.04202149244557332,-0.0325933401410924,0.05966297658045528,-0.0018449281703743143,0.02426838057514472,,-0.0016972669847365634
LYZ,0.08097257797912662,0.039503120473639124,0.020306407773341265,-0.043835218187163946,-0.00024135061999526548,0.09582673024980697,-0.034210813425922235,-0.03590834198602779,0.061284990331430804,-0.020339308935017952,0.0023967792735498663,-0.06953931647924823,-0.010673142351060916
EREG,,,0.021990739135105585,,-0.01902129472473246,,,,0.03403749775543265,0.016803000212089508,-0.025851813109011804,0.0035569695489409735,-0.03169174943288015
SPTAN1,0.044732399434800535,-0.06673076322158478,0.002059761948547689,0.030268758688661156,0.040238823295721884,-0.059580011069954524,0.02442078496490517,0.03667195678346743,0.012838165713157969,0.03177195906267679,-0.0025754493193872637,0.07587603748413274,-0.056178486681898364
PTH2,,,,,,,,,,,-0.028139550455528784,,
LIPC,0.04090715844590809,0.011703737003852015,-0.019873863167468007,0.039294700407022924,0.007657649253757556,-0.0029569395185876602,-0.06475002488497618,-0.03194762207510376,,,,-0.05126175947892147,-0.03098141989729428
COL8A1,0.014558677303138125,0.05022382221168052,0.055680709470485965,0.004623148782730809,-0.03650442402500792,0.004641641079192395,0.09242986178533959,-0.05514781437328152,-0.012645383970353244,-0.002366320724106169,0.08054595064765546,-0.00023629884321950268,0.07383632746882422
GSTM2,0.0025977988378823053,0.014061888459635609,0.014572194709436388,-0.012956563254980128,-0.034869983114795285,-0.014422025383386048,-0.044419669067298384,0.09932745537534621,-0.0008094745938996822,0.068515221621942,-0.003788670990291142,-0.0012850428884131511,-0.05764509146381977
SPX,0.0038897181446058216,-0.00498824102170173,0.013496536646753408,0.00046900480458662196,,-0.03576805803673578,,-0.048847829944150024,-0.0014687083371673548,-0.019556956542249787,0.019062609189644,0.08181281866443672,0.033432626106779544
MFGE8,0.08550639387397387,-0.002216473080275921,-0.017664452805566937,-0.02213499432995463,0.02797639679747567,0.07671564942117326,0.02069925412579397,0.05835273534642179,0.01754467075069329,0.025340164571376382,-0.04577850600976572,0.05822838681240622,0.05100351492433386
TGFA,-0.054504106817585905,-0.04239777609784038,-0.011079898310632677,-0.05122046238366879,0.04873594679270654,0.05521787712660453,-0.025568560483963918,0.02495822911090744,-0.03555746964753751,0.0029251002842039784,0.03565447307397959,-0.08643037107527107,-0.026395005790602735
SLIT2,0.006053521629240128,-0.006317339914365547,-0.021963022666932515,-0.03623155893041921,-0.03150425791950681,0.05273782057476465,-0.03399154733037962,-0.036860185231649016,-0.027211453400964033,0.038230417489716076,-0.022466511089213444,-0.06540829643838911,0.035929470320978575
PLTP,0.034757723665381976,0.02003504892747599,0.03497768920025684,-0.03127493113671139,0.06335876070467764,-0.05756491055213315,0.08463505600922396,0.0687389875442025,-0.044684619448941226,0.03483786541148873,0.04162514651973956,0.035612053829381984,-0.021694468636722378
APOD,-0.04277183251566034,-0.029843444752376238,-0.057040066119104865,-0.019094917058650913,0.08252090749570716,-0.07026789347033088,0.0019183811657258454,-0.13038388955246558,0.07265741731458392,0.05042946637405608,-0.040731305182969635,0.03213942532931469,-0.08455605229889063
B2M,0.09659062863883154,-0.010816716525692955,0.10551504467496252,-0.025987083306789203,0.031055906316608907,0.07234163665601065,-0.08747538543360572,-0.1014242870217357,-0.018727973165113394,0.1172815752017546,0.03088675347130162,0.04514402563155675,-0.06074488020891831
OMG,-0.013408360995166598,0.003689182153798645,-0.029510660358290697,0.050027544474380604,-0.012046290459596617,-0.031064150978361006,0.013364342877839783,-0.05055061266756382,0.0276140556923577,0.09175101569812837,0.0743337405788534,0.05404856196932738,0.03445735322379911
CXCL3,-0.02842592452660721,-0.028089011915103438,-0.03261947138317494,,0.023687476416270472,0.024301340608640178,,,0.024563166898812168,0.011926998932342659,-0.042449382674869425,0.053377214259275184,0.10126976342045266
CXCL10,0.0486672067850942,-0.04582056510898747,0.04042496173652022,0.04923117347443929,-0.01641430478968161,0.007295784429153547,-0.05179391098100786,0.03907402929125627,-0.022326957732603316,0.018541125894275368,-0.039538847970024,-0.02071774557889525,-0.014238588836220988
RSPO3,-0.00947198656972827,,-0.019873850914256454,0.036434464618762576,,,,,0.08997122520589772,0.08466354539287485,0.06095901732113852,-0.028893467013872777,-0.009776756097575641
CORT,0.0010219482353946826,0.044584392568324444,-0.024119918741855536,0.06701114458008915,,,,,-0.024654215525438977,-0.016482685641536952,0.04905231193284623,,
NCAN,0.04150239958398135,-9.843214513625642e-05,-0.09140775791754864,0.043311225460795216,,-0.049403873475463544,-0.052904003717302146,0.06087750977253037,0.036053383078391885,0.039867207522835256,-0.006804584808320476,0.1086898956264721,0.004975711045780459
PRG4,0.027129739610902155,,-0.014229605903817978,,,,,,-0.02368151009249689,-0.02432121130630654,-0.030412155870214185,-0.035705630992981456,0.016593170008014437
ZG16B,-0.010452541606063036,-0.016440722376160084,,,-0.021458650339569212,,,0.13781208606129172,,,,0.026182151780809845,-0.023483367526168322
TGM2,0.023385619051528975,0.020905254143163805,0.0018101562774299966,0.010230723011353618,-0.01586388381246112,0.1036635611160461,-0.017522481701184967,0.03944620656087731,0.005282854050166704,0.010362505843741593,0.01622913253488328,0.06576784528759787,-0.019952714936442784
VEGFC,0.06000338254978071,-0.005256769510029864,-0.02190407872157632,0.10038003621911434,0.04606187284881213,0.022532706054797985,-0.052603450629128,0.03714939638618919,0.004942873530825508,0.018326919360327088,-0.0340495757542316,-0.007475529936931123,-0.0014850432459747773
WNT6,0.08386963329983171,0.08999441156666425,-0.019607026986596315,-0.015715346643085732,-0.023995157440681876,,,-0.028777011349129824,0.009982479389354731,-0.030633807978774234,0.020244038948951867,0.09804338206190391,-0.024265364173185335
NRG4,-0.016071452091496453,,-0.0017012486283199595,-0.019238489454680752,,,-0.032577696556338895,,,,0.03926630908963152,-0.02889347025214108,0.005485709541983306
PMCH,-0.018523213435541194,,,,,,,,-0.0019766168266078903,0.10484427866245509,-0.02200042545288075,-0.04851194973948154,0.05484908683481984
COL9A1,0.1652558577867739,-0.01907270278604621,0.05088884957360399,-0.019045207168851608,,0.04941428282241099,0.047840659534213695,-0.018314931560292225,0.026690752576679796,0.06778234127974786,-0.015990792450779515,0.03491604777746794,0.005271500749177395
GDF11,0.02120848828287117,0.06898462979580164,-0.03960071432799308,-0.051897194526881185,0.06462056897572872,0.0838142238064428,0.05544407319877297,-0.005758132769257567,0.018826702313113567,0.011472792266155784,0.011248278445917831,0.06441342878754701,0.023343620880787758
RAET1E,,,,,,,,,,,,0.0844330614873789,
IL24,,,,,-0.013531751443488515,,,,-0.016385336620227838,-0.015499919158710455,,,0.12250959447346901
SORBS1,0.00690554689707597,-0.009971982523807927,0.05474890371922572,0.0019063219211325022,0.022436015065274217,-0.020185539149506083,0.03283229351806265,0.021737002696775847,0.0442249273095807,0.06124996252139502,-0.0008540585381580914,0.053468735147142676,-0.04354350201793583
DLL1,0.006304442408254596,-0.024106963372432635,-0.011912207857027981,-0.01106425308722841,0.06706151916423121,0.013108020717336731,-0.069763219446614,0.031535188414151545,-0.011183783766417845,0.11074239885037988,-0.016016026307031705,0.04639630804435435,0.007112615053859845
TLN1,0.035588186011260604,-0.030599352015170504,0.004111051705474694,-0.03595249058647172,0.019956145204607548,-0.017760736739837718,-0.01656265983919899,-0.029496787106817267,-0.000397114040200048,-0.012441897042770749,0.028748056022204403,0.004538370692477314,0.03205752122553368
COL2A1,0.028612304229254235,,-0.0127091967288571,-0.017025622269762074,,,,,-0.03582049384560152,0.0028029179080133752,0.07851241240749565,0.03259052328289464,-0.03287678005841848
SHH,,,-0.02104969708858731,-0.018583535314384718,,0.07269809573309373,,,0.010910079802850046,0.02371856929413086,0.08303711789098743,-0.045340373817668055,0.007178381634007288
PON2,-0.004774704453008789,-0.1061605675078949,-0.0003688829847200268,-0.002845426284054465,0.05499017914703803,0.03435077314487898,0.10323813136131066,0.08092309045059314,0.001686448258133575,0.033158686207229275,0.012397226086026666,-0.00565842975743952,0.041985103905901544
ICAM5,-0.047029591078866735,-0.019571382386960035,-0.033704717462868,-0.004305673392988299,-0.012809465370305292,,,,0.017644530070593467,-0.005894313696947235,0.018052672270572674,0.047781599583517416,-0.0533488564898716
HPX,0.05456731607728969,,-0.014199981299650579,-0.01571534770319678,0.05571507223471097,-0.027806274940911556,-0.042380526518550496,0.007982511452405465,0.007051495835320655,0.009760091260009792,0.02051041146743863,0.02632074633534105,0.021429575176558482
SFRP2,-0.023198937883705896,,,-0.02671342134611635,-0.01335464340776028,-0.01359080620795073,,-0.05583023255050761,0.04280515603383919,0.03201574668454365,-0.027544081306165934,-0.0005799871886421967,0.0033855597938370666
CFC1,,,,0.07130222095732978,,,,,,,,,-0.0005101760488804526
CD70,-0.0332615069879201,,,,0.046515070489183595,,-0.03535625923182552,,0.001221357066316306,0.040962078557037505,0.0361636303648077,0.01141901261863792,0.03161585272188004
HP,0.05075142862870105,,-0.004149802565108529,,,0.05927126619236297,-0.028088310731216766,-0.02385730654051366,-0.025347825284771495,0.13136257748597488,0.020105634484691392,0.008577481114019712,-0.037652077072889804
CXCL2,-0.029972809149030905,0.012626351178390678,-0.013120232144133681,-0.008548374951043368,0.032495773083590286,0.016463002868780656,-0.03209426344539067,,0.03122418005589071,0.054569279253565924,0.017027168275721545,0.019638332456503853,0.10216770150571759
NPPB,0.039750997687111066,,,,,,,,0.0034902140389125717,0.010187909976588935,-0.009525963398613217,-0.029309207698646672,
CCK,-0.004316084453498371,-0.01652706032402454,-0.036345434652315566,0.006427751589466743,,0.12576869449223851,,-0.037661980090384295,0.04952402413904829,0.03400795791545767,0.03368810335700361,0.00663888985982521,-0.040278944941733424
SEMA6A,0.026137537256028055,-0.003924014883111522,-0.020026758338482033,-0.023324600669433208,0.03480053328576754,0.009889974718306781,0.00616580662667414,0.01283883439287336,0.022493576082441,0.01813640210140178,-0.01689512907713967,0.016973435933292504,-0.01983027926526782
IRAK4,0.07581041056546309,0.006228239563558117,-0.07434162527416914,-0.030378287429672052,0.06328465041657982,-0.008345586943384763,-0.018134203516158784,0.01686311988344145,-0.012018704127037799,0.03961126454860267,0.0030422787222269343,-0.014658695258450326,-0.008031147162160085
GSTP1,0.05491995541877045,-0.03165678905594727,0.010901135345996897,-0.044783910529455934,-0.008164108231699323,0.010395469184702395,-0.037758124342688056,-0.04271834777285196,0.027128061652507984,0.10887916866388049,-0.02535238284371314,0.009553235770394847,0.016038245380184613
VCAM1,0.019156717987309443,0.014518072748730633,0.036652345447377485,-0.05402796386988291,0.01984000887475523,-0.055769909104453834,0.08961772318001947,0.05429450692243776,0.06648379003514752,-0.023201184338873936,-0.042230764037652545,0.08701552976246053,0.1004662082302888
NXPH3,-0.016345003750017573,-0.012808224547022396,0.03940778709402646,0.0333782867977341,0.06492065047199173,0.030403858909579768,0.0077502222023750796,0.030069232122963665,0.04121057552426087,0.07199596566303666,-0.06555884772158783,0.02860011707753338,0.009051449969362732
MTMR4,-0.0348909007660327,0.037710670249982904,-0.018205151502467192,0.03639951028453562,-0.02717203251690618,0.07189771947527294,0.0067865640941364115,0.009687184901775621,0.07010420590149252,0.051824098656164476,-0.027959826842430865,0.09165498660535067,-0.016789177259394807
LAMC2,0.021926595475620998,,,-0.02153256740214297,-0.01965548502297417,,0.08241497318617785,,0.06909459534667532,-0.02035574304924533,-0.021354844480301574,0.006117858036836609,-0.03513984736284547
IL10,0.0009810015012723348,0.008308752045864247,0.050415594530610994,,0.07221903401702093,0.019415696249452927,0.017442759249181386,0.0024703764760297974,0.08911376599813754,0.026176512195548087,0.024520374005038675,-0.06736144765012723,-0.0439560161642704
SEMA4D,0.05492224690791779,-0.0010778911268768882,0.033179942881489254,0.0159365262558042,0.007560539915527288,-0.005385638708985545,0.024079899568511087,-0.017610100980853877,0.06489894216623418,0.06595516823749023,0.08134616694400429,0.06683723071121717,-0.000238459209819256
TRH,-0.004912395037236567,,-0.012506813147041206,-0.029456966414258847,,-0.012082899765349731,,,0.00904534128855382,0.05843252957872065,0.10607524371862749,0.05527363719569666,0.026884867934580812
SEMA6D,-0.009693402241944237,0.0033790318196820416,-0.04401111891306502,0.007069579915532398,-0.018234461791209695,0.07111985235863871,0.13618203562196482,-0.04926128222219379,-0.03244285560966651,0.0696063769326163,0.009816856251836785,0.043853576855615674,0.08583824083097218
CEL,,,-0.024674639546290008,,,,-0.04095209365186472,-0.024060464928167744,0.046618669003927186,0.05477966512317832,-0.017919294668895653,0.021550588809480825,0.11155100178090659
PDCD1LG2,-0.0077882606111740055,0.0520989458164701,0.02796216888803129,-0.015121259834725526,-0.028776316534151213,-0.06662264509775312,-0.07839988993804131,0.09283773152931506,0.05998849877628524,0.036506659763378746,0.0715202983380778,-0.0271291609476814,0.06240867298557301
SPINT1,-0.004399309309816253,0.025840826188613584,-0.03335942492493156,-0.01955843123425995,0.017220726702072545,0.06618849847097977,-0.050899768833224425,-0.0013779500241640102,-0.011827901609729232,-0.016675556559998795,0.05027801991443615,0.059784708917584785,-0.03228500859160021
CTHRC1,0.07156132921355572,-0.022808204978815836,-0.007300646280460315,-0.03137515059665073,-0.01943409584599078,0.021076257626615417,-0.07381442947274092,0.007486983513542928,-0.00616586653445395,-0.014027545759633544,0.0473711069810394,-0.000413762399668153,0.019194639205895005
PODXL,0.08915850918420465,0.012844431186332002,0.07145874734454134,-0.06033516192975958,0.017696998862124405,0.0356521495372046,-0.03589017654217884,0.09018016532322796,-0.019837817266257007,0.08231603679144014,0.023462522159546036,0.07514100012169216,0.06087883262399658
JAM3,0.019437207621364562,-0.003883352488701322,0.05252263614038473,-0.013255181011192692,-0.00832460960588937,-0.05345946742167152,-0.0902223493153991,-0.03675111645846379,0.01956891417686999,0.026382115927914094,0.005425061226896617,-0.04053472479482433,0.02110884418424366
