,UKF243,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,-0.016649268591786528,,,,,,-0.016113804456352875,0.09624827869046047,
BMP1,-0.022781767183545146,-0.029685356273639937,0.03650014566983874,0.0302727638788731,0.10034363562919664,0.010876092734066551,-0.007775376030718562,0.05894314537059931,-0.05371008739561874,-0.014037145255994872,0.047693478843720355,0.06855404712535605,0.035354351366530624
NDP,-0.020382079014086653,0.050525294002568374,0.039820787442515604,-0.014490838624440313,0.02079129082260127,0.005457770373371758,0.027456905024407396,0.0359385505820885,-0.028153484751732627,0.09320319848990842,0.01505007838125324,-0.0059165812640094104,0.06126222392790029
TNFSF18,-0.018681616081324424,,,,0.007510384562589133,-0.01710308086797743,,0.037236767937855936,,,0.012979087687073258,0.01959656424541723,-0.007304746030403799
RTN4,-0.04697839026442914,0.0030889494816377676,0.04918336131047822,-0.02752507086217021,-0.10793503021982587,0.007290400181445486,-0.03634069835226366,-0.027063592714001328,0.010485958170365134,-0.028865092711189196,-0.08105837950030415,-0.0590031019064848,-0.05426039368012829
HEBP1,0.03424283567178097,0.051802637061854916,-0.051412290638236685,-0.00782232294694346,0.06261206939104083,-0.012230104507957007,0.023344706286180943,-0.07404734738695253,0.023997037817339927,-0.01905199647369705,0.004945917114596141,0.031914008645461546,-0.012321848531278372
WNT7B,-0.043603099601791394,-0.03255376844528045,-0.010699501241260012,-3.0418133159716403e-05,-0.04670195325344148,-0.036933078895971236,,,0.02066523279590976,0.00411388503100251,-0.02043466062850116,0.08678642564827135,0.10961250799279611
PTMA,0.04117949408534106,-0.010894131795714981,-0.009094409024504358,0.03064279364590142,-0.07935682414371212,-0.07575714239160339,0.05154286901341776,0.0712896820013243,0.07274690743661769,0.0015748131409441678,-0.052114918268515734,0.009802684180709495,-0.04823870631003733
FASLG,,,,,,,,,,,,0.004035818529569935,
CEACAM1,,,-0.025852252591082488,0.02092232529580407,0.01739102963299422,0.08042144723428868,,0.02643173165234409,-0.0187637893835166,-0.020776410998769482,-0.023878161662392663,-0.02543989501727446,
PDAP1,-0.022707816570752104,0.040443235202814745,0.024279766353224173,0.03223948665779557,0.10329698399598743,-0.0187516155150877,0.04691858840358228,-0.013990561002482976,0.042329698774957396,0.004633718892948656,0.10811977355549178,0.0047642414465858835,0.0307712977134417
QDPR,-0.005696773956202167,0.017771310864023657,0.010635198365254584,-0.02571881152101144,-0.11796135116319141,0.041812538946014374,0.009074501983405814,-0.02294246302266365,0.0121967108327547,0.0032499775764848536,-0.0933578224606689,0.02790641413914103,0.06574226629521049
POMC,0.03067835577289149,,0.07009563351625919,0.003722131304620723,-0.0419393332860329,0.00795649130420444,0.053470712213614005,0.029050830640764948,-0.024530985573949008,0.06006511863665938,0.04121274096411613,0.05774616234780483,-0.007692839590652736
CCL18,-0.025053583246489364,,,,,,0.02487787550865985,,-0.03433750440404625,-0.03349848157355551,,,
CCL17,,,-0.020346441646290295,,,0.03139589949878492,,,-0.013312000374670204,-0.02999205360804457,-0.021245120361479075,0.043558126095821575,
VEGFD,-0.02822806553838046,,0.01715307140454215,-0.017620870607923993,0.028611773205015113,0.06457590109622366,-0.025978654031472197,-0.04515376265900148,,-0.020776410998769482,0.022359543006554104,,
TNFSF13,,,-0.01403452008080074,,,,,,-0.025543729225859808,-0.03260033687625467,0.02297854868601483,0.02815861665463194,-0.011852374605880617
WNT5A,-0.0607213295483951,-0.08159996826882551,0.011865431634993045,-0.00923203105064459,0.060120572483011385,0.05094278231265016,0.04932762803652628,-0.08201786174571213,-0.03864864359158918,0.018323998640805177,0.0006883830280827439,-0.00019344367478447568,-0.025585554341962618
CXCL8,0.059025414349169546,0.009766690061062308,-0.06187238522278045,-0.004870552027194499,0.003690606135234482,-0.024850982193864956,-0.0202528346875493,-0.04317169073276751,-0.0816475085029057,-0.10637129092790548,-0.030163439803865825,-0.03542926333409786,0.0075539031137946844
GRN,-0.0824499676645638,0.05741447668616355,0.00037187403135036134,-0.004602869930620269,0.09787333801188512,0.008682494740488728,0.09673419315308208,-0.10234981572651718,0.013233339967133223,0.019306462919523933,0.08928366994428012,0.021239471004483507,-0.01625062586730009
MIA,-0.053335129659597816,0.021516142808083585,-0.028918650399804294,0.00037360015944452976,0.024826368586888886,0.04732793622166162,,0.07023468109553281,0.01039256492215756,0.07445996023533727,0.10934236292074664,0.024789453949449695,0.016125669299003456
COL4A4,0.013953597784827337,-0.03301213347669305,0.01756097046098391,0.02893038410628834,-0.016406618402461787,-0.022270090014002132,,-0.007986615000959308,-0.03517407016462492,0.06823428844684155,-0.015506072073438768,0.05444204549909727,-0.03243203392467807
TAC1,-0.03558941875209545,-0.059880792878412935,0.10513578848034826,-0.02464537224141024,-0.08528736187251916,0.00391194524029507,-0.05320887080256058,,,,,-0.031519595926485976,-0.022476797918665685
RARRES2,0.09165395584290983,0.12386125035061724,0.05224143320311597,0.08101540704298096,0.14103312767924997,0.024837217929847014,0.0018952622683078262,0.03248402741195316,0.016381968375472705,-0.033723407431553644,0.004109812444761769,0.0397948421303633,-0.026194346120959677
FGF7,-0.002006944478497123,0.04485759172725002,-0.036065955618986935,-0.03373884257209109,0.20941239929331026,0.007684128374414728,-0.040459188500307976,0.0014807101024681309,0.054603686815702955,-0.021555794805094477,-0.020614314723994054,0.02450156037410096,-0.003274319842564564
EFNA2,,,,,,,,,,-0.01974658823297365,,,
HBEGF,0.07814719477328486,-0.017127673378640712,-0.013455461049916474,-0.0005293535516408191,0.021126594575183826,0.04114833317436323,1.3928625511509562e-05,0.05863124135686277,-0.04964897794011915,-0.004746286428068385,-0.020456502874689017,-0.01734582802596612,0.026399181198144266
CSF3,0.15372201087894752,-0.02310723855773116,-0.02425118437433156,-0.024424562338494635,-0.017357886481614015,,,,0.0032791728640713764,-0.015105259879144175,,0.008117128239282338,0.06823241671603573
PI3,0.08993492804089277,0.03428845502317064,-0.04185022256969082,0.0007586891334181622,-0.019545209277601096,,,,-0.056909530417647354,-0.09319269748065603,-0.018051194747926266,0.0012784713871312288,-0.007551424240769944
PCSK1N,-0.02243172127088871,-0.03519520905301346,0.0419055024807989,0.0036748330693298667,-0.03173695091950724,0.020454034369922228,-0.03683342352124048,0.011712789690232876,-0.03766853244581091,-0.07616235444193588,0.11709086353297914,0.05261106049920054,0.0008255705741659547
NTS,,,,0.05296661097977601,-0.021334930489758472,-0.025440989108877123,-0.023389133675944754,,-0.031055511145936448,0.043582772400931474,,0.010598659115145957,
SFRP1,0.02229370550870459,,0.046907048566808184,-0.020102361837164115,0.025054255674676732,0.06814093450803935,-0.018984517612615662,-0.007438179158757702,0.04715840353298577,-0.0038262019602282467,0.03832498038602768,0.01101309466970709,0.008511663972996564
CXCL13,,0.1052025281548733,,-0.019921697299517392,,,,,-0.029901482184002105,-0.05073461433145467,,,0.008990355321838067
MICA,-0.01964814907474106,0.07073099035460732,0.056902058422929086,-0.034451718920840105,0.057138867637461066,-0.0015208288717481944,0.016498246813919815,0.07504372607825345,-0.026504112143931613,-0.03610343123879369,0.033362554635674994,0.03967796538098468,-0.028087590096661327
TG,-0.022652447729885897,,0.08599395902208895,0.014460312764237357,-0.020949416008347904,-0.021490046013055535,,-0.07211569359839924,-0.01768832030709835,-0.029629404898051485,,0.04516809043466416,0.03557310498796737
ADA,-0.03349926955037126,0.02627151264740108,-0.018789397881715297,0.02304444542858664,0.0800724439442394,-0.030072329294320858,-0.007574042282630064,-0.05624535834792585,-0.029244942635604638,-0.04467515756338893,0.05812716881488346,0.09415058781268958,-0.029694597690920903
LAMC3,-0.04775073851534981,-0.04313303071291031,0.0061195786217299805,-0.03744191173557305,0.0798918024174907,-0.03494062141272467,0.00868216094218148,-0.10073254827281873,0.04695846448499258,-0.007080284097704241,0.05228397448305078,0.025595149116542513,0.01001924834639427
CCL7,,,-0.013851464377718004,-0.026412492533818464,,,,,-0.019951620137266056,,,-0.026452840209056017,0.0020428562078979033
NGF,0.12196366913358778,,-0.02260774773611183,0.025248408720829386,,,-0.023389149076137438,0.08709856591771127,0.05577847977799376,0.06553421669639004,,-0.011732826452877838,-0.013391430568719312
TNFSF15,-0.02025362050635357,,-0.01542428305103348,-0.019555719843290385,,,,-0.01422174144431238,-0.01945058926011892,,,-0.06989298369599593,-0.037756402120060865
HMGB1,0.010437103258203679,-0.024147782700133603,0.015436194321413202,-0.005534242543204368,0.10262749341190573,-0.03971243077197338,0.012971491639509992,-0.01857463968587123,0.033291867400788024,0.025445210982462843,-0.006034788210152303,0.023546233072008763,-0.00873592767730102
ITGB3BP,-0.002693040117890971,0.056049244989007936,0.007126440687336895,-0.052563758871895516,0.09644909574182689,0.02769216605060275,0.019846053204259664,0.03878013853197318,-0.019253216997335246,-0.013905305705532786,0.03068444515961333,0.017402710225090205,0.007164645676248477
AANAT,-0.029343371147842853,,-0.014034521578678356,0.02409849960535163,0.08348010900215733,0.09628291741261177,0.001641679297798373,,0.0847022274368135,0.003987052702969095,-0.026279532299540317,0.03590252948302096,-0.020830448114751404
RELN,-0.028228050886846164,-0.02602228123055853,0.04918061291471557,-0.0377593892777149,-0.045943381961713714,-0.0156368103915107,-0.03027367580793645,-0.01726021782179504,,,0.00047220711620016254,,0.038743970345974175
IL15,-0.028790171943646053,,0.0026831022786357344,0.06092846082887798,-0.04084057523888883,0.029162993049978086,-0.04506086416650145,0.04531386137112843,0.09439984545482522,0.01929674678002865,-0.016481046339882705,0.043226385902298305,-0.01461133100696046
UTS2,,,,,0.02891872119418498,,,,-0.014905256249447019,,,,
BSG,0.03860119706305679,0.050427179957579074,0.0019992448870224636,0.09667904847164666,0.012375822125243503,-0.07865186405176909,0.023998004846045543,-0.04376284359609864,-0.06499446141589948,-0.032972763653114856,0.09267466651221748,0.04803238056070091,0.048282709347045684
ADAMTS3,0.0035346235509555214,,0.008142914500729605,0.009920778849145075,0.10432164142567278,0.013711759157292482,0.07441426725287079,,0.0027792306668099264,0.025174044832938773,0.022665691655857998,0.07377066622100933,0.003702977967928123
CD34,-0.004808395885426928,0.022949883486769122,0.006955189729198316,-0.024757434401424624,0.03463882512454306,0.052913767879545576,0.03047432398609408,-0.09830378994715204,-0.02357631605301548,0.09970833613257156,0.07414589924944545,0.07396233486164307,0.002038761549470525
CCL23,,,,,-0.017815503015513205,,,,,,,,
PLAT,0.009751902148021198,-0.012352061117160152,0.03808937090514208,-0.048578575854699386,0.12429978483514625,0.008831954431350883,0.06981509306061136,0.005175976011366391,-0.05745444321473156,0.04158660882962164,0.021105972679814563,0.008073293519020239,0.008472690546399477
NTF3,,,,,,,,,0.012544143987083598,0.018399265331194892,,,
LTA,,,-0.001606290790892069,,,-0.01861307147805972,,,,,,0.00628085368256796,
CKLF,0.008064521876757266,0.011869407259252583,-0.043537127830085676,-0.005002568534527345,0.11431082977245903,-0.028983884640399936,0.049122908822606975,-0.03587579787982754,0.0023068582304938867,0.05921444102221098,-0.002118089433300959,0.04488546879435369,0.00013044509132567738
CD24,-0.010520748453132167,0.03688621074163567,-0.017628681579781192,0.02194951178775103,0.07252527124626829,0.041495051905172546,0.0027761069088830196,-0.019865984610769504,0.04811332372690184,0.024997872580732303,-0.007545963843620501,0.0372803682296434,-0.027510610636329088
HSP90AA1,-0.011323920020654748,-0.07233547292015892,0.02406812596650788,-0.029924641947678573,-0.07251659589028878,0.029962996629929264,-0.055886452836505965,-0.004426442843949291,-0.079912405029081,-0.16732370861478596,0.006544112757157957,-0.06818999137757475,-0.025014574375623013
BMP4,0.03348957827601987,-0.0455385795122194,-0.04142001074174801,0.00014870555221818105,0.01170796645240425,-0.00662513971653343,-0.003308115912900894,0.04913075509863904,0.045135340255631394,0.018207586563174692,-0.03550456412741021,0.008600710471138525,-0.009502159207053742
SCGB3A1,,-0.024699352934198733,,-0.02098428460019215,,,-0.011671319108173817,0.029665123504669193,0.016206352154660104,0.017550468695748216,,-0.008059425088102146,-0.04185890625091694
IGFBP4,0.025747495385033063,0.04109472332284429,-0.032582338879470055,-0.004401637832683286,0.12265173334919156,-0.009278104115273843,0.018110714886281715,-0.03861493666061846,0.0019330971726288489,-0.02750413097893859,0.04480637862791335,0.04947726071957458,-0.053266336724960534
RSPO4,-0.019999497106531032,,-0.027174162502941333,-0.008702798215252664,,0.01697983022800797,,0.09305921092683893,,,,0.004034755964629814,0.048727415332198314
LEFTY2,-0.03349928702364323,0.035898019601494975,-0.03966765958669691,0.0017501805163793523,0.16976741355416103,-0.035718259446317895,-0.023389149076137438,,0.08504844228292817,0.014211913191644375,0.09552412640381693,0.0475946646060004,-0.02243202303643358
PF4,,,-0.012085129779438899,,,,,,,-0.01809911523551166,,0.009109910550259325,-0.020575933863920592
ANGPTL2,0.03667758592446141,-0.00868786004433674,0.062345047786116804,0.07277384643249088,0.11467511606659196,-0.0016785512640095385,0.06110783912574123,-0.047462789889296766,0.026235141063579135,0.03723881838687239,0.057997349637013126,0.04622382859251275,-0.0450245435418646
LRIG2,-0.03827292186166394,0.013563396260996492,0.016337289414660162,0.06071856628442579,0.05359929264171802,-0.0018933463755698985,0.015028250172573181,0.10261536675759331,0.07481816102723653,-0.012569290514525122,-0.019192002099104367,0.06391096843298198,0.015483874001445993
