,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.004854750107359226,,,,,,,,,,-0.048285120807152644,,,0.18577751711393933,
BMP1,0.033010735705088716,0.08922935144634357,0.23957698724305862,0.007482526161530575,0.0024217284681353523,0.07838508505276394,0.18019741069815687,-0.04262898255327559,0.005882646974377251,0.1154305716355754,0.06789341602146547,0.10607733273435907,0.2694794747191143,0.18808165344587838,0.17492192238763657,0.008496366465079236,0.018628767080926194,-0.023100472057378273,0.030255471257350834,-0.02793494324049361,0.0708609860140163,0.08459115251501385
NDP,0.017518692849981116,-0.0057397467135536,0.01716912705670968,-0.016275139275365294,0.05947847305078468,0.08415511019946165,0.04956838518716576,0.0811447491882079,0.012767270050900913,0.04926588293806244,-0.04067345088873318,0.01481561513580529,-0.01792343478303138,0.00013821843921626152,0.0038872641006882152,0.021327503332786272,0.033713201361873196,0.042816245274532955,0.07179688020290986,0.09271913782931161,0.12004467863256567,0.06718267092617411
TNFSF18,0.05989276237021363,-0.028170554174494617,0.03611904828520572,0.00548360266014659,,,0.03647820096432907,0.011937262740837559,0.008242837242394203,,,0.011590647232096227,,-0.007449072900460799,,,,0.004539413145101736,,-0.001929402355961917,0.010760499768236127,-0.0019434942873574142
IL36G,,,,,,,,,,,0.10728067224736672,,,,,,,,,,,
RTN4,-0.023055372518312293,0.09183710518282527,-0.00832733417364853,0.055754414722334784,-0.013049706922868635,0.04712854497289502,-0.11346325340794498,0.008302909522703123,0.05004058341331942,-0.18490215232441237,0.0013147113319652835,-0.04367602036387631,-0.006951915492241796,0.15648431605268764,-0.03414529488742978,-0.04175846391260255,-0.047551133856273284,-0.012467215656094283,0.05080908513452161,-0.0016729135847206823,-0.04743999865252487,-0.11780304177261498
HEBP1,0.05876829231439868,-0.019050293071939697,0.05616598676044721,-0.004704086143117874,0.007888503519472428,-0.0766838185336906,-0.01835818572532273,-0.038851930489390125,0.05056157549302064,0.11173522054941412,0.004043816272302505,0.00792762357588544,0.074596587135044,0.11496274626770187,0.010365727750434851,0.015674682161296635,-0.005499819998497083,-0.06674854729472149,0.006737922829430938,0.07597607438278714,0.12496112535553139,-0.002349729500195059
WNT7B,0.013037969108890454,0.12627133119841719,0.011088742774960908,-0.026410094007422166,-0.022423415220550715,-0.0328648404996626,0.008149159019134341,-0.04330602276616045,-0.0024958317163484424,,0.008560017991425565,0.05715351953424638,-0.09417637199241004,,0.02340278233902032,-0.05219057108633522,0.02122887827790739,0.0042285982075288935,0.06930970395842828,0.029121330212432676,-0.03267122470207724,0.015329581237694938
PTMA,0.057918093458036876,-0.006792148193051149,0.06260555140528885,-0.030550977689360298,-0.007123259611939791,0.006150567110300846,0.14935892712667084,0.07432964572814024,0.04031930071595184,0.2895855118798795,0.045109922303105565,0.0601986045958968,-0.026657912946812915,0.02754273897980844,-0.12981959289787515,0.007272463941814206,-0.03816123735179173,-0.006613201062790204,-0.0611547585055661,0.12314566228666762,-0.06453020867120075,-0.026164178443756462
FASLG,-0.015970525946080366,,,,,,,,,,,,,,,,,,,,-0.04683473809495692,
