,UKF243,UKF259,UKF266,UKF269,UKF275,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.02467822877258636,,,,-0.017325832435423984,
BMP1,-0.07732434967837129,0.001888431662542061,-0.010874167666239568,-0.1801151872547378,-0.06707080141935358,-0.05591485629996122,-0.06253688817873007,0.06234102766799666,-0.017736547685016354
NDP,0.04928324504191391,0.0826978277421935,0.05215484966398523,0.007409078978272008,0.00903605024495627,0.014151359775395037,0.009317442922319504,0.03375536968841322,0.017520595725636332
TNFSF18,-0.019581150310371127,,-0.025040907402469115,-0.03664642886656117,-0.022232384526908684,,,0.1445822127883797,-0.005148872005833459
RTN4,0.1400477891937493,0.022638780808755882,0.10758042668134278,0.21003179668449523,0.120922343315964,0.07708415351298388,-0.01538473638685032,-0.04318840798186828,-0.048372294917364105
HEBP1,-0.022770749173188456,0.013739506510893276,-0.05742691492006834,-0.05961519217802797,-0.05947854484117355,-0.034327831647328604,-0.0046555979039807445,0.02091509571818239,-0.013348629292367967
WNT7B,0.2606985393651019,-0.010729813345231909,0.04368952907014912,0.04590601953799532,0.028442805648945496,0.06405179354271044,0.043625805556033945,-0.014268111817797543,-0.00938546276034182
PTMA,-0.012952500837462638,0.028396749532377474,-0.0952284289918246,0.02616995790554661,0.08673461073686772,0.006876814957157291,-0.03449056669326135,-0.03363128919542478,0.07426088659478963
FASLG,,,,,,,,-0.015026688560450072,
CEACAM1,,-0.01048333065138903,,-0.04822461316387367,0.015462322198000984,0.09024044767917469,0.03461510735033001,0.07965598518958458,
PDAP1,-0.008816760200971057,-0.019107754155579207,0.016420726105247047,-0.14121365190272278,0.0018818073621967584,-0.021087777949110275,-0.007470112131182397,0.029546051991675502,-0.03023957103610849
QDPR,0.06271441850754043,0.026602921538920892,0.06296541687205941,0.10476909284533704,0.08463510924462149,-0.007978451377105263,0.08820573638892316,0.04003353292300919,-0.04689246207395061
POMC,0.11834644052166007,0.005030778974477531,-0.005163488579434861,0.016604276646964462,-0.004421446373847899,-0.024460500883114494,0.06859932685089373,0.038731191457664065,-0.016690157420436127
CCL18,-0.02625993261114725,,,,,-0.03760517301942011,-0.012585854219126183,,
CCL17,,-0.020512771031169025,,,0.034343095580027155,0.014448673191685631,,-0.013620005388115222,
VEGFD,0.010302312953135903,-0.022853492148293367,,-0.041342652975073196,0.037245217409579076,-0.015399751345296819,,,
