,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.004683278907871258,,,,,,,,,,,,-0.021494337571235086,,0.026452668052568434,
BMP1,0.041163221560356546,0.004548480602442445,-0.07633954217280499,0.016596244235097313,-0.03693884242848228,-0.022713223164830508,0.003907016919598348,0.19997147967147835,0.03411245536323138,-0.008764255475945028,-0.047894959781646464,-0.07808694818133675,0.09472217356624203,-0.051325960198567104,0.0048952991465188445,0.09070453513584528,0.11925388834210342,-0.01918129229104405,-0.0038407962545134347,-0.01459100180243049,-0.009717851357090412,0.03184267444838651,0.10014448532379772
NDP,0.01898971348770277,-0.09451209509994014,0.041565922977606945,-0.010334503925189177,-0.038750700627462,-0.003299069131985238,-0.013587124992199415,0.02716547236817133,0.018979148437363324,-0.020180547148194658,0.0024418855424066755,0.024021586439858692,0.053592147344438894,0.09341997410061514,-0.12338102598089719,0.006321475027091049,-0.015948499882228555,-0.012995205593612794,0.03542642458425162,0.050521028655524276,-0.025001912527802744,0.13689218730490335,0.029229405381723823
TNFSF18,-0.02581894087614841,0.04730971567721889,-0.006874053595438079,-0.011433489098244879,,,,0.16945514952521326,0.0001496295177240686,,,,,-0.03365920265898338,,-0.10499766336070569,,,,-0.022166730939876488,,0.022809015263058785,-0.02865235737190112
IL36G,,,,,,,,,,,,,0.030575403562110238,,,,,,,,,,
RTN4,-0.012513886044603054,-0.030530165126130743,-0.020318089379798968,0.025765992073337456,0.06544545699105202,0.039536450687891925,0.005769701464954149,-0.2497175529495869,-0.05366383345926754,-0.0877559929457407,0.02969796817684833,0.02482715530492424,-0.07088896662789351,0.002178895166116473,0.1300424771863187,-0.10499468380650263,-0.08981469668437662,0.05204682975973213,-0.06003922639432349,0.011059112179469576,0.04030578770067587,-0.031890292967443085,-0.1290238334605385
HEBP1,0.0026247394495546527,-0.04464683024153275,-0.009386442200313741,0.05996372826042864,0.010374735285866911,0.048793295086010234,0.051845811767407594,0.09953097317089485,-0.04734045425210929,0.0060418535659554065,-0.022748405955167902,-0.07786117002257037,-0.0017386659783809612,0.021283741365059995,-0.030928908445732657,0.01574466649094056,0.00640994984776283,0.016519638836985654,0.004144045107053724,0.017280683858008822,0.005864918504741901,0.10574148136737357,-0.01704310717351065
WNT7B,-0.022745678240171017,0.00015571031979505273,0.006020932961328362,-0.015709239525174813,-0.03207725138771979,-0.01277229551162185,-0.07081791889075242,-0.06607792125862304,-0.021468097144777574,-0.060678676723125845,,-0.02088910284287892,-0.006363409945210295,0.14375966469586507,-0.018745712543207345,,-0.04969187716973763,0.003505704958970488,0.027049875903023695,0.05203728746092845,-0.017683650734915582,0.06353914512989318,0.08661074942541816
PTMA,-0.058009610164312414,0.08846942970682568,-0.0479294224908798,-0.051337029800604006,-0.008936982766156168,0.06339653558230501,0.026394098058734994,-0.14821407112933013,-0.057933989967497414,0.04086318870458718,-0.0664355554353549,-0.030556320229045114,0.06680530894692055,-0.016891981263183083,-0.04750890436883269,0.031984284478473395,-0.13003014242765754,-0.024449584481896856,0.007365808010054678,-0.03384276886506719,0.026870255773408232,-0.1394510659706942,-0.0052853102584486415
FASLG,-0.022745684670315985,,,,,,,,,,,,,,,,,,,,,0.034463234523523074,
CEACAM1,0.04401876764586107,,-0.012990429533830627,-0.012055896488437145,,0.057001353124622935,0.02621021101882566,0.04387432171541909,-0.00776390601789902,,,,,,0.06131089646621424,0.0273871921630189,-0.0032324973462453097,-0.005482963236442029,-0.02144293224752042,0.06144868574982915,-0.020068261264469877,0.07576498419192161,
PDAP1,0.07205384686802442,-0.05989331907414289,0.006341738717514001,-0.008929577373252883,0.04953877071368635,-0.030035115032514003,0.012384840456134475,0.17244673531629764,0.00473140756410321,0.007285265349882529,0.06121130272081495,0.05468300359073005,0.042696255186212825,0.0412509413687653,-0.007914067873065044,0.052300610587254444,0.047909625915595715,0.0570047940856526,-0.05005087386748656,0.02030771045093044,-0.015845236014853235,-0.006277769600273017,-0.02744366023514051
