,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.024984571700882727,,0.051818721619218897,-0.021058790021051755,,-0.02999678166091771,0.008301380711259042,,,,,-0.028397351765281714,-6.759569706222724e-05,-0.01784457356429774,0.039389130051387604,-0.02424319460066466,0.02232811268393773,0.010866737736353672,,
PDAP1,6.193042851421073e-05,0.04304863598003519,-0.005303921850495521,-0.03368755526055272,0.003957012034158074,0.03222148014278522,0.0020344946777280334,0.03337637002305324,0.01430938258433399,-0.023237914311815145,0.0076707290990132675,0.005340412064452853,-0.04518846826407003,-0.07347929367182457,0.02669532980128253,-0.08547106452828869,0.05065648707988295,-0.035657115225502446,-0.004591903202433961,-0.014558257475508098,0.04378079155252078
QDPR,-0.0984483328492036,0.027314403487882753,0.008624729338813114,0.0013215932194958239,0.007831841355806652,0.06896880829855936,-0.07243376082160578,0.01300651428167665,-0.013703612870131516,-0.1794234194531032,0.001603108200368577,-0.014786181948899147,-0.005542813413097955,-0.008660623231511063,0.004605545977943031,0.08042587534107944,0.024694353507597418,0.010953960403961197,0.011377599075769141,0.02843100853441428,-0.023075120803396302
POMC,0.015873415941373398,-0.013790905646332481,,0.003429519353713043,0.08122106302928093,-0.011315299400220042,0.04434501384081589,0.03099813004141139,0.01811413341673585,-0.004831569985981628,-0.029382498271004066,0.020671109547387014,0.15830343708432,-0.08911716158518472,0.044763579284478584,0.015654889814607477,-0.0015598714716134052,-0.02277247616493349,0.057966293603231155,-0.011808254718100356,0.07304935904601298
CCL18,0.008103116828659036,0.015529253503319526,,,,,,,,0.02259774684378733,0.01798130110548823,,-0.05705547154031459,,-0.028387513046987892,-0.0177498391635915,,-0.014433110155943321,,,
CCL17,,,,0.039171556933385185,,,,-0.023332764092331457,0.04724930634854286,,,-0.029270395491022904,,,-0.0019170420408301323,-0.0372679761877593,0.12008467135727205,,-0.03483425100704346,,
VEGFD,0.10385464298382473,-0.008424187700422218,,0.018101500384190634,-0.030812763362376098,,0.02276553699595574,-0.02485908662804,0.021171692417995807,-0.015990391545381344,-0.019852003573928297,0.05950367953001233,-0.013222447365491004,-0.030863575770478758,,0.021201417028725664,-0.022749588201643866,,,,
TNFSF13,,-0.023528217179884837,,-0.016084695609645788,,-0.02790560740009946,,,,,,,,,0.03851045026398672,-0.020468619262341035,0.020496602908587153,0.027018404614164257,-0.019216092948819128,0.10575188645981905,
WNT5A,0.09634180210865635,-0.021123099547700308,-0.01701939497089978,-0.017678663835508823,0.00873687910138201,-0.07015866767014974,-0.004901349370896183,-0.005266271401818297,0.027530303124258897,0.010811891863994621,0.017553759144229908,0.009365033208480093,0.00675089385242602,0.008508909514387751,-0.027411058241496842,-0.01802120393905258,0.028858356940490833,-0.01005424292484139,0.08622377108768936,-0.05138487447575871,0.05984885564159183
CXCL8,-0.020890869175238403,0.004072430547266476,0.011645069523676693,-0.004701892796506836,-0.011805276586469177,0.016370566985145475,0.060477391938702975,0.027346446996853617,-0.02440707827164355,-0.06969347953180362,0.04027678798405644,0.04753685200159754,0.026612689494826987,0.05056504417771686,0.015746792748927436,-0.09018797193472709,-0.030624557758240727,-0.0022576764777450012,-0.009155262567048126,-0.012432200637204684,0.08707229127846002
GRN,0.0773188416555321,0.012638181565368951,-0.06335757736450451,0.049300608059068024,-0.028140308000172965,-0.07108024914402061,0.031845512288691855,0.022589375101347,0.008273523230718914,-0.15511436904342454,-0.018850421367883147,-0.009366370218065228,0.03944886535660905,0.06309561544685462,-0.01008389669954882,0.002137610504066474,0.02941912531495879,-0.05837522667955952,0.048168030627004865,0.046786535226157666,-0.037667028854569934
MIA,0.0249477667269887,-0.036095047658286944,-0.03177121258836479,-0.01068164293468666,0.01890726621618291,0.06200474456680937,0.01736989825908686,-0.01843876774995369,0.1137146050870365,,0.0016265969411884088,0.009040418285906387,-0.01557594491564122,-0.008873976151410673,0.11002644016843106,0.11316016303397089,0.01069384833954976,0.02188248298229644,0.03018440022420043,0.015239198318826933,
COL4A4,-0.03437164500921464,-0.037444986875458816,-0.01289707240882743,-0.002658497457142399,0.01366166760651078,-0.026550952559854988,-0.020134963695532637,-0.024360127597117417,-0.03185073953584258,,,0.00045364915312849684,,-0.04822394149825437,0.03631662903241686,-0.041336516781236086,-0.03322668915265767,-0.02224887238258533,0.022306912198619126,0.013155339188665505,
TAC1,0.10237489613974438,0.02325845958421314,0.06982511701951055,0.06354533155764014,0.12797464016777377,0.07109772016802764,-0.01446631221388197,0.02004918966916247,0.0014922889304403008,0.1693594373770444,,0.05033159040786488,,,,,,0.00011502937297230983,0.032516807852100815,0.03540244765853618,0.11064740679407765
RARRES2,-0.026584327125022525,0.02674202540296118,0.014306350971507802,0.022928745669766184,-0.0669992826427736,0.015335121660523027,0.030925163124439003,0.01868269206581521,-0.0018505069736324364,-0.03073097109231172,-0.0761435921723524,-0.01122728290512016,0.028040000879325736,0.015465832314624199,0.028574086360571304,-0.07394565759316692,-0.011935318307839293,0.04356662537735737,0.08344508623300326,-0.038140108717683065,-0.004326155075144428
FGF7,0.03784425294208672,,0.002973931327590223,-0.012291927734748291,0.06187253105922972,-0.001940127738924933,0.12139526343138397,-0.0075312713431641325,-0.02726903624023731,0.0045752636817425,0.04131416453747245,0.04242438816128111,-0.009927630362473594,0.007192166857360562,0.09372135504480325,0.01752754891163896,-0.05439294335509431,0.0522104981409308,0.1331878996263749,-0.009601709376150958,0.06209295129914849
EFNA2,,,,,,,,,,,,,,,,-0.007159930389565429,,,,,
HBEGF,0.10354308136049112,0.018969315220856466,0.014038979162341264,-0.02149263668640701,-0.027937967287004442,-0.03836644005851418,0.034999403318193234,0.01996419575431874,0.019358462423260808,-0.07097089945963256,0.008463018469400212,0.0397453831614553,-0.04256216765810375,-0.054291702088652256,-0.01561829295529318,-0.018448480363773258,0.04126210051305118,0.013468450569228999,0.06043703396039104,-0.041063777591475045,-0.02598894266071023
CSF3,0.08327890952291676,,-0.02883986140228751,-0.027793819566950647,-0.010048747226792484,,-0.021302404039947254,,,,0.023240809175370653,,,,-0.008562394552666447,-0.10152308180854276,,0.028075460913664186,0.047077364602268926,-0.007461990696819966,
PI3,-0.026505947379525677,-0.010819478812932085,-0.051350654097135004,-0.04130196847095287,0.010608489446157521,,0.007975025823303413,,,,,,-0.006257874293171624,,0.0059465255695534,-0.15411823280657766,-0.018327149017409814,0.003715903001988613,-0.04033257902531087,-0.05010022722171038,
PCSK1N,-0.015398204052570225,-0.017657493537287586,0.10316982129928533,0.014540162720160553,0.024069133310472342,0.017726130277322248,0.027165405409367935,0.014488697361256526,-0.024951600332235303,0.216527999607341,0.05630552068868071,0.018310007830903023,0.05009334467573904,0.016547261097730963,-0.052499107895288166,0.037766653263698394,0.0447888416271512,0.09278223238781713,0.02373976673180215,0.020891709049805005,0.1166724567213776
NTS,,,,,-0.07002409241169004,0.013276018402203346,-0.010996043158088045,-0.00803060669159762,0.0268325429223103,-0.03751460316294434,,,,,-0.015614817709440855,0.025296861658204745,,0.04935909800281161,-0.0375251957669322,,
SFRP1,0.02469515170749577,-0.002314987926493294,,-0.006202046550112206,0.11904625872557198,0.0018075675327498995,0.061404041235547845,-0.011482998593444768,-0.01956901833921927,0.010116058586668022,-0.06453599131683932,0.010226820761342325,0.03813706197242649,0.04086780924989052,0.012236390041494934,0.023173549839330745,-0.005896069384429493,-0.0015915530517087001,-0.028098407805196776,0.00965954507374713,-0.007234694698633542
CXCL13,,,-0.02094115179098973,,0.08276422096808632,,,,,,-0.01659657615357746,,,,-0.04106325611936424,0.005147885344580791,,-0.005076933751057901,,0.03795789998602757,
MICA,-0.04524412285331631,0.07857922962197966,0.012044914871518852,0.03636109400884657,0.00592954486002408,-0.018511757545504014,0.003883079710394762,0.025636659424589946,0.04710968328487032,-0.015267336741210367,-0.02499498855044367,-0.009570015227037867,0.00956314797888486,-0.04682683675844102,0.0656258835188315,0.06510556946060544,-0.03931851026194687,0.008927628587604715,0.08423886453199655,0.018665296343295102,0.08158947301335402
TG,0.015890372795626308,0.04439756861561491,,0.017549919178851424,-0.0044788046572245225,-0.037412777689116654,-0.02571009579325637,-0.02350687682972143,0.07677077854925181,,0.11354839997299541,0.07133075477334028,-0.01044903043317194,0.053139880434535214,-0.029675456931851293,-0.004029019819077286,,-0.0298630211004901,0.027939271054409263,-0.038471945275005866,
ADA,-0.04051962909706228,0.07673983919772616,0.03233134023903739,0.027446152582189007,-0.033056566865948545,-0.007788481423244566,0.002512500035728666,0.024865790638460207,-0.02148865302603145,-0.11468531445506269,0.02478204849860233,0.035750243989178046,-0.0327492113025391,-0.10273029916436566,-0.04574228726120959,-0.006451341941116829,-0.03907759321820802,-0.0381247080387308,0.07618180079667293,0.05385175624550078,0.0766795928731985
LAMC3,0.021271373320642207,0.0007946716850818905,0.08508047240019898,-0.007681607013370631,-0.05622600819844263,0.003730165499943922,0.017026678539334206,-0.01499028020996114,0.05956063977420581,0.027299091576316176,0.007153537426711886,-0.009571538398793857,-0.04561104788526809,-0.016314608180163226,-0.039621081912260415,0.025831805815130022,-0.039187738418711954,-0.061769427352975116,0.0442323697014652,0.042511914378502935,-0.021226558047998962
CCL7,,-0.002129876153480659,,-0.0158748989620409,-0.04618624700013939,,,,,,,,,,-0.005889733180482556,,,,0.1501868778590487,-0.019328860233555078,
NGF,-0.019802466077638907,-0.02330245725524616,,0.00505548272358316,-0.0042805524562387,0.033569083500749726,,,,0.07823605838160226,0.06607781781076227,,,-0.0032538884089271173,0.01882234501248438,-0.007526547828240549,,-0.04923713700810878,0.02883047688403692,0.043628395309444006,
TNFSF15,-0.02449812195325932,,,0.014731618394590753,-0.03419614054944931,-0.01775073426471649,,,,,0.12265046660715893,,,0.019669216147169717,0.02088924802253777,,,-0.022532293042877106,0.01968249573241995,-0.026368226785139046,
HMGB1,0.02941955728423725,-0.06209406435934991,0.06464363221519616,-0.004302775315965299,-0.046350829399932944,-0.011718050820449482,0.008732105946592744,0.0003181607374028746,-0.010311756789836526,-0.034953815828466496,-0.03260205745801416,-0.0015542748540641898,-0.06696748251475311,-0.10317063329311363,-0.005328035281725479,-0.10074467599888741,-0.016189669715282167,0.010430484940903898,-0.033612464246326496,0.015421657592671053,-0.0006786027900761104
ITGB3BP,-0.0040751118913731,0.07082134845163664,0.02274937173637607,-0.00877305421204687,-0.05088561637723737,-0.015818578236395518,-0.03331602316218834,-0.008064254700037564,-0.012160567818969766,0.03439477577047956,0.032635490069107355,0.04953561442334228,0.031330825179325755,0.03624156499457199,0.06256727441272998,-0.08136912315990066,0.0003290008856284521,-0.011231680743207705,0.06797099159217594,0.03256292972245945,0.05382696461481445
AANAT,-0.01895611944457498,0.02012813477383148,,0.0023529696110333284,-0.03081276776107171,,-0.0192153449279984,-0.02113987170758427,0.040341684511515576,-0.035269267325626935,,0.09528816326105025,-0.0006461496090611285,,0.02867635565648763,0.028825571219934256,-0.026681275743082856,,0.02088811892173094,0.008298756283116791,
RELN,0.0897586728125319,-0.029223021217769467,-0.01686363976644662,0.004003366512029896,0.04554106169044434,0.012312957321775073,0.03616393064385433,-0.046543173526883544,0.042533790878553884,-0.004432821745238726,,-0.04346801240519088,,0.05400471066821081,,,0.031529133225803176,0.0009027034384904422,,0.010119475992992373,0.022831249942950452
IL15,0.0343028521913547,-0.00993099169931144,,-0.031482538166216656,0.025974123676982354,-0.004315977435974534,0.04501787375841637,0.007336207681334118,0.08034248849993315,-0.05794771294935276,-0.04465897877543045,-0.03641502198510139,0.05411977069350324,-0.04026487074278192,-0.03642479447146065,0.04729536046875491,-0.00170586479022395,0.0020041580670880723,0.06822875634299153,0.08643157083494764,
UTS2,,,,,,,0.0012551795513078073,,,,,,0.14845918335104666,,-0.025006347816483653,,,,,,
BSG,-0.04219734762844208,-0.010946232464338313,0.047363303424254564,-0.014607577661201725,-0.003082236094788165,0.0054368618270999106,0.016483888566539845,0.046507121228260326,0.01832613310274097,0.19988745865559737,-0.04393601719306345,0.005735078313664099,0.03582495462237305,0.020015975456951586,0.10807649867126938,-0.02915014789924234,-0.011335683774779072,0.03198485118672879,0.09877901973191623,-0.01526397436799537,0.16547114290530648
ADAMTS3,-0.044886275747341754,0.01423957002447087,,0.06493025979168542,0.02191701134402386,0.03643368837740875,0.0016253728655254655,0.05183255470532843,0.012782426794880153,-0.014475191975416203,0.01702597910928471,0.0466365307027905,-0.10256564826312137,,-0.028311136520266202,0.06931804917079312,-0.04134088083913437,0.036326508036454486,-0.02156523879682393,0.06501461887673916,
CD34,0.00846777395656823,-0.003358872305525637,0.12315367667949045,-0.006802927896442166,0.03486155159653152,0.0321339275180122,0.011511681661271264,0.04426223541824891,0.055419593436763115,-0.02706569978213191,-0.04041134888003393,-0.015845613647883585,0.009602291279370685,0.010331542067483995,0.03665651980910064,0.05542572209630819,-0.05191598053823584,-0.013381361732517496,0.021753152024656115,-0.016386418749594456,0.01509664120690934
CCL23,,,,,,,-0.021864012292818737,,,,,,,,,,,,,,
PLAT,0.05841283448103894,-0.007734335857381052,0.09716013295613952,0.0002462516721924615,-0.012346078602114374,-0.05071994471238143,-0.012691147013634656,0.03371443635969049,0.04643532672740918,-0.03489500028131937,-0.016286440249076675,-0.02037415006005125,-0.043485097933572574,-0.017149307187252768,0.01408910670252494,0.11545678902134629,-0.014461917402853958,0.003593469244565219,-0.004894732488600129,0.062117470619501146,-0.04227166187483012
NTF3,,,,,,,,,0.003100212859694345,,-0.029766071900754577,,,,0.06330243750430789,0.06887719256067541,,0.058913501778026484,,,
LTA,,,,-0.006265834545901069,,,,-0.020359899573585902,,,,0.03775873369059058,,,,,,,0.09570132037852422,,
CKLF,0.07239773703398979,0.005509235543836138,0.08352996208834765,0.0051913761660933215,-0.05312904946002645,-0.002370728183270641,0.029118733756084186,0.05154402839018984,0.014157439719222337,-0.13824455958515974,0.03400881633023572,0.01200422014975102,-0.014945479484027014,-0.05672249000924347,0.04862482249292851,0.04553354459554613,-0.011023185991538944,-0.05851373511093272,-0.025185629641688554,-0.01125147744192158,7.794772387795782e-05
APELA,,,,,,,,,,,0.01008688219923189,,,,,,,,,,
CD24,-0.0020365305543893837,0.015676126155092347,0.07464759764830442,0.018235845444607154,0.022657585592900507,0.03104387435045082,-0.01536260371168794,-0.02527830320537803,0.008694919774966552,0.010641661520756492,0.020418319588131343,0.033115885498484286,-0.03239281233957315,0.07771216969347755,0.012632714507208754,0.06175190034979248,-0.05838316176274573,0.0847176838788011,0.06359081411634293,-0.049716998400672646,0.08082407531571954
HSP90AA1,-0.03082878717179354,-0.06845777978704501,-0.028734509710421827,-0.01592229411130559,0.060790296331748477,0.09915084574952339,0.017586738547453455,0.016411438657984015,-0.002574411836945134,0.2150787982386473,0.011049901355008046,0.03263385567027291,-0.08385197680030106,0.052134605131927025,-0.008409659668005888,-0.1558103680955362,-0.03338508424886315,-0.05012888673350562,-0.05257593133930068,-0.053350775153681716,0.029667521434469817
BMP4,0.04543870428126329,0.0009899106451871083,0.04987545379857198,-0.02076291796544236,0.020603313792243082,-0.013207041434611783,-0.018583318511190015,0.002713095122517844,0.08162336436474778,0.01276174119809108,-0.04613826448029743,-0.01919178417768213,-0.038201163169176794,0.015197123807609021,0.03937858016415131,-0.03311314281072572,-0.03494548211723491,-0.04708632728112974,0.07298734357245583,0.04753077825453401,
SCGB3A1,,-0.019832084655173565,0.0381058206034209,,0.017658942926702715,0.028092271261173977,,,-0.013169683113764829,0.010445081554638212,-0.030100686797147017,-0.011138914234006297,-0.046645462808102334,-0.022577142253337623,0.02243004088080769,0.10552311329491118,,0.018017902078598342,-0.023312911964500346,0.06602946674951173,
IGFBP4,0.04308609501908004,0.04415165077481104,0.03556073114680996,-0.06054715404983741,-0.04861241641481338,-0.05306071802207524,0.035816360634692256,-0.006336689027735841,0.001154051978087765,-0.0753399785853648,-0.06348552161092225,-0.015387603469627559,-0.0034684341145516263,0.032278780038468645,-0.08855914146571871,-0.08968756857732084,-0.024258253130236867,-0.04151945660970685,0.06874837342086804,0.038023866273781834,0.19101887768031314
RSPO4,-0.024190742537412338,,,-0.031143789013833068,0.03524759974770227,,,0.02217259538668801,0.05556767393239138,,,0.020350204251169186,,0.0032386608203524288,,,,0.016181790726186064,0.03084379855777698,0.044882485496979076,
LEFTY2,-0.04051965023216489,0.013196841803141615,0.05203411148056937,0.0018119763059591886,-0.005315465798059976,-0.01725116656906243,0.03925901954813789,-0.021861008304281355,-0.02756938661144758,0.03390204134790418,-0.021474771649827033,-0.03666398605684344,-0.03758533215814715,,0.06364179532829595,0.034373529794455376,-0.015435631901857849,0.03318523791553291,0.04055794177731757,0.027245974140523162,
PF4,,-0.003966418949776328,,-0.013850536590222312,,,,,,,,,,,,-0.022489870298032497,,,-0.02363279054906836,-0.004667583782196376,
ANGPTL2,0.047935228753227706,0.004174012145027917,0.07521116940650917,0.052130132352200514,-0.03877427443216976,-0.04971668176698385,0.0031765751953319547,-0.04336363048634126,0.029501579587733934,-0.07384365614381064,-0.01783434637054486,0.01720737983956633,0.07886276650678303,0.028018828118571558,-0.0067859920331697614,0.05868804662572864,0.019879792988153528,-0.04426911452344942,0.061145263545663,0.0492089572084423,-0.07130156017927013
LRIG2,-0.051600683553067815,-0.03789262539281219,0.006345400433340713,0.010018071522929228,0.0017935501337250038,0.049627456735902235,0.06845219282319284,-0.029002736974633948,0.009572527021610265,-0.07024007836592491,-0.014178027807219272,0.03751725409569556,-0.06757750987106977,-0.08402873255436734,-0.009048951011882302,0.06156028257104114,-0.06767531758577465,-0.024100553745408395,0.10150227381205842,0.043236828565967673,-0.03990248193786861
ICOSLG,-0.045916983467715326,-0.021677817452114535,0.06388559692272681,-0.0014022616157298847,-0.048832640974508526,0.00747893027332468,-0.026605687006739875,0.016347956938105014,0.0016993017754773443,-0.05553042844610395,0.005817562541618994,-0.0007176693307780094,0.005283963182741169,-0.019335704672162814,-0.009474808008076768,0.06055449187079606,0.017808449890531954,-0.014730061049381632,0.048048299012276106,-0.053984791282007026,-0.0634105418113789
WIF1,-0.020927114601376636,0.02219051164378774,0.02449961997802252,,0.11464553288102072,0.05722413252290905,0.004199724344944183,0.012116670386161031,0.019513139570709555,0.10949846975355067,,0.04790076149563608,,,,,,-0.029294137022603802,,0.011381559639704893,0.07536429608844447
NPPC,-0.03581746849097763,0.014465954286597717,0.06279873859789244,0.031880157673490596,0.02589290273587106,0.06252807721448812,0.011798136720662575,-0.03564509566753735,-0.0349423376391224,0.145709044772568,,0.026872748025226302,-0.03550648818444951,-0.011196780228828942,-0.01314364314712208,0.03544187165882253,-0.02531274939076289,-0.018302483026641874,,-0.03293606077938568,0.13534829989465053
LYZ,-0.00860145083835359,0.024356715627179407,0.0023188129951276174,-0.010220866315529849,-0.04629155188483708,0.011176649650839528,0.029272403543469192,-0.04257802221726388,-0.0011389709709732508,-0.12283511101739603,-0.05750001565893436,0.006504066607602937,0.05954119282806322,-0.0980632773908592,0.04776013959746933,0.04372060680967476,0.014936725826023583,-0.031971788309776566,0.015052841337834823,0.006369844916801136,-0.008816505842840931
EREG,,,-0.025443120777037212,,-0.05959801059265473,,,,,0.004450285476464414,0.0359688606262988,,,,0.031065517132990095,-0.03554770444352653,,0.001483997092558425,0.10317972603901292,0.022822950587668086,
SPTAN1,0.0020601410733900472,-0.012897167797650572,0.02414020386802658,-0.0014843790121003575,0.015332868445577345,0.10563150950900727,0.04700846174024525,-0.042947685690996766,0.018146485624021786,0.19738216367964898,-0.02011080708003696,0.010725092954742055,-0.04252799123555647,-0.014786692267373829,-0.0017759216842794803,0.07002444257406365,-0.04777339121498689,0.04056548090091786,0.0063977841260451996,0.04719055163347335,0.11987727660151062
PTH2,,,,,,,,,,,,,,,,,,-0.004510699282766588,,,
LIPC,0.11294339122966138,-0.02518627508284031,,-0.01278830615315506,0.0035133904513605283,0.00123506071273211,0.03996752540508483,0.05017003879085942,,0.05149272484713095,0.029914909285680257,0.03533731688071916,-0.039246719540588504,-0.06269166697050291,,,0.002881726239537921,,0.03377249576362905,0.028261665346068863,
COL8A1,-0.015792142536663833,0.047151299380120616,-0.007686502173627405,0.014077434842270066,0.000517173996256403,-0.06811741985813287,0.03213320940681928,-0.045395214362925165,0.005834746748705997,-0.09971740635711876,-0.0151338449755162,0.02403449198150989,0.012170207856809176,-0.045044206008001304,0.05504808447551607,0.08473884782973816,-0.013866204117915686,-0.03546352507121536,0.10631346768611734,0.0011970457807513027,
GSTM2,-0.046504753787700595,0.058829537794593295,0.11648930436866038,0.016903720466142615,0.007319837508167736,-0.010974643929123491,-0.025714243630737994,-0.03135858999865615,0.011439704783698577,0.01673299162230186,0.015591504340907775,0.006281648150576187,0.08185427026229748,-0.017990865770996886,-0.0192808561313159,0.013329700659670792,-0.04472517273322122,-0.025693177934745917,0.019409582032177134,0.027511387921176477,
IL4,,,,,,,,,,,,,-0.05534262813925783,,,,,,,,
SPX,-0.063012716111386,0.03712234271936867,,0.0495218830762877,-0.00657502570490487,-0.026546382599846576,0.04433300397423473,0.025280186566091586,0.04699157928977156,0.04427208536832974,,0.045255104299137955,,,0.12383109060124475,0.0012186517128344,-0.01782680149363366,-0.0017301004387210975,-0.05211328441163855,0.052829985107845784,-0.08387283827494386
MFGE8,-0.01955731599244875,0.04153656583800379,0.01390720609959145,-0.062377015642138794,-0.04608295149074092,0.01331147267569504,0.028531448057323185,-0.027106923394884738,0.013502821817745066,0.032440496713733113,0.04063298186183246,0.06272652334077558,-0.11550592546071846,0.06478930830401555,0.03862840092848672,0.03390620983676995,-0.021568930229032012,-0.04829655699314208,0.03735706446245112,-0.02421399709005053,0.04428175221024001
TGFA,0.0030004557236702075,-0.06823889348196725,0.010293241360612132,-0.0018657471758743863,-0.04126261368668499,-0.013263630040850025,-0.01985024595420693,0.012205443154501514,0.006718025043083216,-0.09448747745904848,0.03543464286773236,0.0413319459504317,-0.07202911206135548,-0.06489303672971232,0.03462205243351004,0.07893918016071926,0.05394101469346358,-0.003985980008433259,0.08429227049182371,-0.034175978090068664,-0.09047397019895617
SLIT2,0.004733983787049826,0.026709680595483655,0.023119296291234066,-0.028267138057883636,0.010904674920852493,-0.023822956670857785,0.028075400990913307,-0.020012075804791266,0.03521021005668804,0.07075712485414595,-0.02333623314680389,0.023271143598727548,-0.055420144341962005,0.009760638425642636,0.04445265440621512,0.09593855624935058,-0.03763384260902126,0.027382340344167186,0.05342548726654176,-0.01651598057102475,0.10195740848860464
PLTP,-0.0019979599889335415,-0.03939524888489988,0.04799974429424292,-0.008973528706210043,-0.06648188025819261,-0.07730779730693776,0.00682880393996854,0.0006826700368065472,0.008758258352984216,-0.1797080529822104,-0.07071394890756232,-0.03782350176734899,-0.002365985116472346,0.09824859224274118,-0.02159757321291967,-0.052669884422795445,0.0939952704236987,-0.1050414683675812,0.010675646854503363,0.05713241086568134,-0.0874741889232712
APOD,0.08032341525164576,-0.09549038014224678,0.026361184906321566,0.07348432292780978,-0.013849238350386745,0.03366534654871214,-0.061491947719426406,0.03131065570305702,0.02036481431838796,-0.12316519784514102,-0.01335761288502972,0.05281569923951361,-0.015721557590475086,-0.025660535567702078,0.04908050183932362,0.11198265616623329,-0.041620641583861695,-0.11993019631776738,-0.05986981298557765,-0.005370191605815881,-0.08303590376681527
B2M,0.086720241466243,0.01593605003936185,0.04312999006595667,0.07489493180646159,-0.024881728077832243,-0.11299160491993526,0.01803575272473239,-0.027731981889362965,0.03317792942053123,-0.23748448903930972,0.01125296654221193,-0.0430692000150843,-0.0041228292913045115,0.03131119419736088,0.07620205908657031,-0.024957735495483656,-0.05380219975341405,-0.13628590860826922,0.023243775287998116,0.030331599264492106,-0.10292344247102436
OMG,-0.030754735807582128,-0.05959487520251995,0.05439148134221855,0.05626397909273773,0.06260341753635537,0.043317455145153456,-0.04055398284125623,-0.06960905356342714,0.0428138250769721,-0.03315955963901232,0.08221873586476589,0.04623690271376801,0.054067272015785935,0.04032713603245312,-0.019413674623722538,0.09758584203411529,-0.03763864107859907,0.01255231470538199,0.02198359258657646,0.06088153253564571,-0.08971934918454781
CXCL3,-0.03062552227951877,-0.0215410860929426,-0.023640137890231575,-0.05301938021395172,-0.011322045505802137,,0.07992476016619758,0.04578227494813513,0.04765468125946454,-0.023263580221759783,0.03468474986389681,0.015372288098505035,0.04862211866666086,,0.01849680189848841,-0.015139720504625311,-0.0187889672273477,-0.0020250104598885862,0.027553292575224708,-0.005431415774455571,
