,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,0.1240075136899936,
BMP1,-0.012538818503851391,-0.04976456337911388,-0.03886494289764324,0.060128936200911816,0.016254559817286064
NDP,0.04976539588021804,0.10758019156845354,-0.03575625507293305,0.012455956933779386,0.000564032020221834
TNFSF18,,,,-0.0383218267586352,-0.010919109119028507
RTN4,0.005478632006291318,-0.046416087145228185,0.07513251757949674,0.048597033767732785,-0.0009306010441535383
HEBP1,0.032911471611454364,0.08381726004838329,0.013086915386993112,-0.017207379539467164,-0.014118182588722716
WNT7B,0.1070108697024461,-0.020674959747333355,-0.021315208677721825,-0.039094800814276895,-0.019591713727635265
PTMA,-0.04942238762167417,0.002133049802388263,0.026532689263503332,-0.03884201781279271,0.046167398181787264
FASLG,,,,-0.019703633623108664,
CEACAM1,0.009043363665855201,-0.013259873989338401,-0.03983797222425038,0.0026588701811810765,
PDAP1,-0.005046107973532396,-0.007821981715095955,0.09883498093005413,-0.035405370221671985,-0.02064681929583498
QDPR,0.044119372831588004,0.04182930628381719,0.02029172035010624,0.014218431854419674,-0.02948690553623132
POMC,0.020560345614971755,-0.02794592008378394,-0.01233583518565619,-0.012393401428076451,0.011069306422401858
CCL18,0.060463212077861574,-0.025250067339539033,-0.08240004539829826,,
CCL17,-0.02783736741870209,-0.052671086988751496,,0.029926540902568837,
VEGFD,,-0.025065369171266404,,,
TNFSF13,0.05841123449334843,0.04608990950275896,0.04238144878987246,0.001181952336640659,-0.015218399816378167
WNT5A,-0.038147523049947334,0.08022202497720857,0.062266901452666557,-0.01003249160641495,0.009100437698057103
CXCL8,-0.11017133528157112,-0.1397275311507578,-0.04380851622219587,0.011744728911513546,0.047680589661376296
GRN,-0.019121262426803787,-0.0027974315073502113,-0.03259545134129353,0.08584419132055789,0.04562683866558463
MIA,0.08762672318447479,0.18325031176264317,0.06880006131358014,0.029443096111180508,-0.0077904602541140205
COL4A4,-0.034335986525326434,0.030727555208668426,0.04695481738457161,0.021096984016031235,-0.034722263740896195
TAC1,,,-0.004548785680384059,0.03048373254821017,-0.019084728661382836
RARRES2,-0.025128011058789566,0.02558542145287425,-0.04347104560646834,0.0015850148693259006,-0.0072836790550756285
FGF7,0.09371851693244937,0.020861569263717558,0.06304270766829506,0.01291597680661393,-0.012949386416668056
EFNA2,,0.10507947158096441,,,
HBEGF,0.024167396240563684,0.026057517682599847,-0.008851885984370915,0.02576757266810911,0.12049462558049863
CSF3,-0.0617676050663084,-0.08077192625598817,-0.028214271248210646,0.07160045344890684,0.07589520897632122
PI3,-0.13591917144627755,-0.1048179579681194,0.05606114059604553,-0.04085247592751536,-0.054917727730510006
PCSK1N,0.010898624734339068,0.007966120117055482,0.13084185321766065,0.05627656033816043,-0.03663309642510922
NTS,0.009146224313137078,-0.0318764184111765,0.003910964741209419,-0.027844545144298304,
SFRP1,0.07148878314734144,0.060863264498292886,0.01262698539840631,-0.027197508457681555,-0.02340354159391597
CXCL13,0.012310178951510889,0.036421381379949436,-0.027414569009155506,,-0.012099526390018111
MICA,0.014411839358789907,0.07022925937657064,0.08283916043465885,0.10181108842547977,0.06782753720928002
TG,0.00892766962613566,0.052091131166242866,0.01878205133689752,0.05333129846962668,-0.002182697974234725
ADA,0.03534613488163148,0.0369626659612735,-0.04753326214172652,0.06511524452533307,0.03055515441223009
LAMC3,0.06803071832065322,0.05681228968375352,-0.06914210175162444,0.05789176046837029,0.06471393087711634
CCL7,-0.04172179723013344,,,-0.019703626616731734,-0.009878536544218611
NGF,0.0970072711046862,0.015040014580167804,0.02382749954372408,-0.02141192253590037,0.05624082754193462
TNFSF15,0.04591717024705571,,-0.02451381762996563,-0.002259129599101119,0.0913200520437181
HMGB1,-0.08728382663603299,0.01830592263029179,0.06301040929172001,-0.08153059274286559,0.020679772203160505
ITGB3BP,-0.0220840505116533,-0.0016927845074761515,0.04253531217595539,-0.023543962605210526,0.044297436757119585
AANAT,-0.0005364881124522266,0.12315860320567518,,-0.0010011292558183647,-0.022301417017546232
RELN,,,-0.04283944823699041,,0.04549172420526622
IL15,0.0024136004028914144,0.13187273403338293,0.04650312682417413,0.04374929267338365,0.03321690875844203
UTS2,-0.03116910178843362,,,,
BSG,-0.004957668225290574,-0.0009431932105407324,0.057630120451862846,0.0719285662268831,0.029812710369682752
ADAMTS3,0.11155341415218327,0.03875267596533413,0.002148411541714249,0.05108825763035674,0.015274718753158495
CD34,0.05480502140372497,0.03934943930345316,-0.03069743815177229,0.05019555426084752,0.002408749421483635
PLAT,0.0427493586477156,0.09750890125350954,0.06035329680303377,0.030044428938710132,0.06096244423829475
NTF3,0.05490958144759526,0.140550015390595,0.015954126124120692,,
LTA,,,,0.031571958631022246,
CKLF,0.06648255736033706,0.12414463792733522,0.005499220307880046,0.026593953274513926,-0.015532318531637878
CD24,0.10783197190550538,0.04570220000644735,0.03951366718513502,0.09974364151863377,0.030059429163713933
HSP90AA1,-0.14001056227074785,-0.1548228405568216,-0.04884978320544655,-0.10433329696610108,-0.0357646584824402
BMP4,0.0638361255597178,-0.01023686236745556,-0.04550398101152139,-0.010147903695226298,-0.02822692402775248
SCGB3A1,0.029731837406441766,0.03918422523726004,0.023661969949213345,0.08517457776930984,-0.021518270018967937
IGFBP4,0.006004642335880173,-0.043445604238825715,0.0028993114213280934,0.038612630157990546,0.067785985720862
RSPO4,,,-0.01871893177633467,0.010011221436350847,-0.02812120347986302
LEFTY2,0.10278226627337061,0.03404644677947383,0.03181100790886458,-0.035979609846871805,-0.01572444177706302
PF4,,-0.031785088325308096,,-0.028057261885759317,-0.022028929915328458
ANGPTL2,0.17095102691646255,0.11792951745984266,-0.016695058021893933,0.009738149423295817,0.0334596426362949
LRIG2,0.039510532807026086,0.0779866922160893,-0.0013119553007286758,-0.003946948865613471,0.010805391720200437
ICOSLG,0.052504675546823136,0.019915801184705796,0.0823955080709339,0.0318909376610487,0.002492881978174132
WIF1,,,0.049870729907322144,,0.03487430707777165
NPPC,0.01778705557536773,-0.016544544455629657,0.0023751560600765815,,0.061312853682007284
LYZ,0.06110990829442065,0.10109601937252252,-0.01610299897670088,0.03148221570658749,-0.06663303479140092
EREG,0.02911817437023166,-0.023897239254682807,-0.034897400014614784,-0.012745710083521392,0.015028363741640866
SPTAN1,0.08876444865307608,0.059781371977997336,0.018990857729561533,-0.0067335855204816615,-0.011492849607623121
PTH2,,,-0.016341748147384906,,
LIPC,,,,0.08880221551680642,-0.03435279757399542
COL8A1,0.037212867465564035,0.07673817921576366,0.03116286836190815,0.09233886164133613,0.06505435858100787
GSTM2,0.03596847496958514,0.03815425438080939,-0.043437355575961976,0.001421842658573,0.03222220726584374
SPX,0.06313412889802811,-0.029182081627359052,-0.015366962202495442,-0.04162309609828679,0.04003162682287527
MFGE8,0.008025542772563956,0.005814820251641489,-0.07443923512159738,0.041717886577882626,0.025764106586009757
TGFA,0.06370281440600416,0.0218783164855283,0.10927877561629103,0.06446419973271574,0.00650717346542158
SLIT2,0.02056158718041334,0.04910991699921948,0.02982820320984603,0.0015351201923997852,0.09635762745900092
PLTP,-0.0010926576525415765,0.00605024099016868,-0.04161872096015826,-0.02667580676573386,0.022507269166566365
APOD,0.12985402014592115,0.13572813207121118,-0.08449278553434116,-0.02058990441987498,-0.01617271423009048
B2M,0.02559608426461024,0.15120639599072655,-0.028588273350335407,0.0589285734324641,-0.027750581229218557
OMG,0.12491733742012642,0.12182694000303423,0.03552918640016235,0.04856120399456238,-0.014952679435905149
CXCL3,-0.08026825828652945,-0.034190453481639994,-0.007767735885688272,0.05746000054598997,-0.03476679751565546
CXCL10,-0.04308310802905408,-0.04263301782973137,-0.026896763843274323,0.000975511318413387,0.011639158191170004
RSPO3,0.13513083687506947,0.041260981955130546,0.011504175850839874,-0.019995328159796884,-0.004296707987713733
CORT,0.13304890394585425,0.11960838403379664,0.07579743250752383,,
NCAN,0.12389179702823121,0.11764853518297899,-0.01421993701133948,0.01513468466606222,-0.0012465931631470179
PRG4,0.02519128085966232,0.022680148083997875,-0.016645216514169073,0.07307370289411987,0.0019126603965649413
ZG16B,,,,-0.02493202232042576,-0.018792936500678974
TGM2,-0.040553881407358855,-0.016512114419033403,-0.04191318422921512,-0.01646504949978958,0.05670769247128988
VEGFC,0.024179410880014036,-0.000548475072987444,0.03493445729740828,-0.053894689498076194,0.02821933434472849
WNT6,0.08793804936415373,-0.007137096816264086,-0.033165234119397875,0.011896133500589361,-0.019418741693003217
NRG4,,,0.03390382208901961,-0.019995330400796114,0.12650854066617967
PMCH,-0.042407334943672256,-0.008908265130435562,-0.01506408382935206,0.005263113734261675,-0.037398399818618464
COL9A1,0.10634289076252604,0.1104415213018834,-0.016312076362846737,0.044459942106156905,0.00791855568169429
GDF11,0.06938846047441301,-0.03046585741123971,-0.04749429563380779,0.07035226189007604,0.030209392911228254
RAET1E,,,,-0.02193473537901855,
IL24,-0.031617887047407436,-0.031278291252094144,,,0.027256364178767343
SORBS1,0.016541787417616763,0.021243213365353033,0.01246526746661701,0.01687824225113647,0.008409503640388291
DLL1,0.09203674599795272,0.1120180681156704,0.01766916180531849,-0.009813541715339802,-0.013699871791064265
TLN1,0.008314015990174266,-0.054617588059542796,-0.012353748521647051,0.05596751661922835,0.07186038766946858
COL2A1,-0.01781037073750934,0.012909274304832465,0.06568239730868788,0.04349114156992231,0.07135141363471237
SHH,0.013742387377649221,0.06397880914355786,-0.018576017951604466,0.1180953270035299,0.033696888949627656
PON2,0.12533612020874674,0.1130248107418156,-0.06397368147909938,0.0006960103357365135,0.046505035355240115
ICAM5,-0.005993589029279244,-0.00398546741934776,0.04254831289340397,0.0363373427471674,0.05451545580933075
