,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,-0.06081576360102836,0.01578194953191824,0.018741370065338218,0.001018846954360585,0.025016923761789794,-0.07877280255611863,-0.16710667561619164,-0.32122643752896,0.013452935692575045,0.004883597028305903,-0.09827621485297991,0.1177588133496578,-0.17362948149570118,0.00905008581574259,-0.0476859992121025,-0.03290358201601365,-0.014453468798800018,0.037197747830683726,0.06118187525957479,0.03618714563693154,0.0698289405978955,-0.07955380850156381,-0.10227751114637569,-0.05383204301501822
QDPR,0.11329050005604639,-0.03525110705206746,0.04822587432173802,0.004714413822295475,0.05515351409221382,0.18980063562429803,0.15717320567253365,0.18050825173844218,0.13287049158040742,0.10166846132333887,-0.20415658039249399,0.10963932964616653,0.057986416146854104,-0.03171578196894801,0.05248895504506221,-0.08560703925079677,-0.10750115794028443,-0.03631280957533184,0.026612377290460322,-0.016799929933132545,-0.0074131152807873245,-0.044621660831858985,0.3592654626601103,-0.034434779603306404
POMC,0.1332533168775802,0.05895439421162996,-0.04985297316812399,,-0.03678896430124723,0.1019499201277118,0.055065235465837484,-0.008368312660453797,-0.035712952745742904,0.00924291250279544,-0.030732791241090532,0.05958516595307304,-0.0344649020187215,0.04678817984866963,-0.06885817503599748,0.12449231323174448,0.017407942387891173,-0.03787576722428798,0.053402519562770395,-0.0351968084618448,,0.0631984937138783,0.13598231794831284,-0.018775467377631614
CCL18,-0.0068792282020409485,-0.04817385838016141,,,,,,,,,-0.14047698818265755,0.1550834905907817,,,-0.04194781440739079,,-0.02423182400111899,-0.00899089090222443,0.0583816895644353,0.05167081945670797,,,,
CCL17,,,,,-0.020194117686609427,,,,0.022720971815936884,-0.0018494035601582556,,,0.009314658530153423,,,,,0.03606050269865067,0.05258221784366502,,,0.007808752861667024,,
VEGFD,0.04116662482367879,0.033185558150232386,-0.022833400109591038,,-0.02098999029025167,0.017820719016310414,,-0.08247508684790229,-0.00747984467291577,0.04990545535657516,0.0897502454161519,0.13930999953539058,-0.0022051196423019544,,-0.0009924580003091066,-0.04847756197526554,,,0.011110554283397392,,,,,
TNFSF13,,0.018301358855944996,,,-0.011505499657877932,,-0.027235634799780195,,,,,,,,,,,-0.028845561365916324,0.05357138816547284,0.035984379986544086,,0.11523988797696214,0.03882401991868388,
WNT5A,0.010226217030163205,-0.0037309317752488185,-0.061095561761966635,-0.003476474536531829,-0.07143729685123028,0.0012496340886781693,-0.2507963713346104,-0.3266044770199984,0.026720839622500027,-0.10150762576692217,0.00673253012055039,0.05047413161869627,-0.07193659182827675,0.07314731319921314,-0.06460790440885131,0.026828157362300948,-0.012389016959648827,0.06484850447779134,0.03583323819602902,0.042090442384413854,-0.03463970777310186,0.07092104500009398,-0.12226975628305657,0.01708670082675253
CXCL8,-0.0985652126407179,-0.04726958525137379,-0.04459336895928619,0.02969540431778217,-0.03725778734246524,-0.17099511108590343,-0.03742804109370276,-0.1111466539332919,-0.07941400428846043,0.01577495239938585,-0.16639787066629816,0.06440398824947086,-0.10305553255713558,,-0.1421668694098092,-0.0531691127338609,-0.04266394129068763,0.04307153752372574,-0.01193024457480285,-0.06868550212068965,-0.0012229056565681085,-0.03764227459750238,-0.2872155475000385,0.05108142394114314
GRN,-0.04164932095458675,0.08673485023245613,0.017801967686786213,-0.043111413999470806,0.043059153216893485,-0.0657724821498082,-0.15155206236754543,-0.4221896330691596,0.05009592948706304,-0.03647286319240651,-0.26384733382521425,0.06440697677090688,0.08017502948029283,0.08982831223491075,0.11905277761956724,0.06202157842415394,0.15148796414101237,0.0687153653117054,0.028913486145499705,-0.05421830896135223,-0.0048634316832420555,0.20414275981902166,0.10907658575910188,-0.05472928076539009
MIA,-0.005310582960488852,0.009016925328481883,-0.02423746152093469,-0.013945288831666406,-0.02163347351172597,-0.04086091066989686,-0.11871228114174621,-0.15025417355059498,-0.07376704989326009,0.02226961296603668,,0.031975845163268714,-0.010887193352168898,0.1730157666027546,-0.08359914462081036,-0.00321291425752591,-0.004681855540891392,-0.034274731492046684,-0.02270356729205555,0.07008804717499534,,-0.0038841989428810503,-0.0982226291084464,
COL4A4,-0.04443801988322019,-0.005869735045846959,-0.006136322992296542,0.00432250300954788,-0.0060083481976819795,0.01468327586728544,-0.04514704185569718,-0.03095342993830912,0.04031287337123942,0.010460026223084134,,,-0.035325860323062334,,,0.037966813341338265,-0.030636596850097505,-0.04025109979285213,0.006446502959778529,-0.03792303895386869,,0.020495937142205784,-0.07172538611322928,
TAC1,0.25158999423832923,0.0502119436146366,0.07535054892925819,0.030656734284660002,0.08049756868726558,0.21387520079979344,0.33361913039485275,0.47357927987697557,0.25015749950068644,0.12864026140995313,0.1308698067703739,,0.28534675077181215,,,,,,,-0.01816026458968082,0.1302055840646392,-0.039410540936928286,0.278306042125898,0.10485354294659492
RARRES2,0.04171670500482571,0.012148552433854834,-0.09638322876304682,-0.0364700739162622,0.0837792481928911,-0.2898984694819864,-0.12567751842367306,-0.4467151150874361,0.17914080013470673,-0.012937858667866571,-0.1513163154258607,-0.034017024145133384,-0.1958775900949872,-0.0006934921654677169,-0.09792791109919326,0.0356042248645901,-0.019090745873104678,0.053015053983683204,0.03454178045917736,0.056237766607630066,0.023477900194623133,-0.08299723155379006,-0.13962710196435055,0.028063868120747494
FGF7,-0.011064297266154908,,-0.00755314041817093,-0.022715779040787178,0.02647474503178584,0.060623244295618425,-0.06382461289978963,-0.10753006276397443,0.02191265575658808,0.014278825680929875,0.03090812973601053,-0.003883524538365567,-0.07514072877336836,0.17147719274160572,0.0010803669893990335,0.12111912005894127,-0.0032341615615678813,-0.08024734792553323,-0.03389646279433486,-0.023613227430210444,0.09212872616180319,-0.03381329987474528,0.1264251278526393,-0.022425805774058054
EFNA2,,,,,,,,,,,,,,,,,,,0.042714168246526636,,,,,
HBEGF,0.008320554495243975,0.0996470007102932,-0.005163184015411194,-0.02040283346977196,-0.00961921520972499,-0.1454856745681234,-0.14688360341234827,-0.17646927564954348,-0.19910294815558907,-0.041833417784966596,-0.13634024166596664,0.10517113269622905,-0.051194918818590646,0.11776130114151752,0.07105767538724334,0.08909157610942849,0.09705631434941724,-0.032796095494789915,0.03835127440209078,0.006778480978880224,-0.0035136467235536667,0.1328993909729821,-0.137131608627002,-0.07990415634174569
CSF3,-0.04443798470150711,,,0.07364951818891508,-0.053882801111885543,-0.0811050342288431,,-0.022436132107042577,,,,0.0058539339715243215,,,,,,0.06686359294833297,0.06306395885293718,0.007038933982758705,0.016246947351884436,-0.04506560438739223,-0.10011942666415927,
PI3,-0.05264341951491066,-0.04391259433587052,,-0.013434748816461606,-0.039836910720212185,-0.09779463985158247,,-0.07286863302253015,,,,,,,-0.06714748472466246,,,0.05460603204336702,0.04618300287556471,0.08650579838761055,,-0.051893627736223726,-0.03749437919626815,
PCSK1N,0.17979266769030927,0.044940181088771326,0.07127405741951191,0.013999419229093622,0.03247897641110258,0.11168830056661089,0.15222893101698337,0.20656916578797574,-0.0646821578786902,0.15469092124124173,0.4085197968290178,0.028677098647430916,0.366460239166573,0.014821679990564217,-0.04584090291607471,-0.006236914820592399,0.0382918192998241,0.02805705809035288,0.04167953549366787,0.0734541201327549,0.2040301620087464,-0.11255030934921834,0.30332579951111854,0.1797083218551002
NTS,,,,,,-0.061733584690960124,-0.00609759272518583,-0.07954108847537551,-0.02448914808867383,-0.0887262046872089,-0.05554021320357243,,,,,,,-0.01727895454152963,-0.004920836443127253,-0.009407809238973311,,-0.06068014227160982,,
SFRP1,0.23341462970275395,0.0020402168800234054,0.0035514488568167725,,0.016698232045988196,0.043203147006240734,-0.13471619620282782,0.0042210358321591104,0.003997699705479807,0.05769056637517029,-0.15093781321791647,0.07308402649141596,0.031086152775885827,0.014944152405475404,0.0007678866375501418,-0.07241766747096041,0.07390646778574005,0.05125018824638982,0.06094134382157952,-0.06645397392218137,-0.048937482358079896,0.08042240106026914,0.020417124613754993,0.04315831888244229
CXCL13,,,0.005655865748105156,0.001421520051734789,,0.021033224076396715,,,,,,0.06786069683480177,,,,,,0.009043955924172077,0.04939715553094617,-0.0047838066645008274,,,0.0043546677931320405,
MICA,-0.03219288218259704,0.06897701057741482,-0.058097829069086934,0.0050239111689923364,0.0026136276250820216,-0.047507242270817485,0.009198184477626895,-0.15426560323785335,-0.0026405412967611644,-0.05922869532647616,-0.07880155435703322,-0.04963215860495799,-0.14154105290301044,0.13700373362449914,0.06570025340945596,0.060764912035484564,0.12182781900020245,-0.019016363188052644,0.05763473960793042,-0.011266007549250097,0.014420785706660338,0.1233914126355997,-0.11971318313120227,0.03236162868449452
TG,-0.03542416663302079,-0.06043173150077538,-0.006157010468733583,,-0.02187009916221598,0.06943908768460617,0.009827830606236723,-0.019930690274980567,0.014778987614064695,-0.012963114362779247,,0.02864791612475506,-0.0560135887772135,-0.026478474010942207,0.15845483721326475,0.016383233668118502,-0.03945507482232602,-0.006022597937682003,0.055482575511805465,-0.019106981768635713,,0.07524059522343546,-0.017767241835089844,
ADA,0.0526435604300668,0.11496487552867705,-0.04359900232131695,0.022228122805646622,-0.04037284293033088,0.035900543101476,-0.052754987566206564,-0.2998307380385751,-0.042979817240279466,0.0011871498910098735,-0.15982892333335763,0.13866926833698365,-0.12079201544267867,0.12654228779939258,0.1546968005452624,0.025892833532665967,0.061248433350329035,0.025688883084760514,-0.0020732234962076864,-0.051964965550449126,-0.020737573943930807,0.24832823383318356,0.06972611731758924,0.01543507936749288
LAMC3,0.05012864823277438,0.12030290007273077,-0.05650946397482521,0.08873039319014822,0.03301337296111079,0.017410453744018197,-0.11166549611763626,-0.2536220553313923,-0.08037191224606421,0.008567357602361944,-0.04931143138396945,0.06765686071804633,0.049725906130705655,0.15796139438625373,0.22225568050037972,0.06383575603466789,0.09633406002032194,0.018445558815840025,0.03200129484992752,-0.05342340272079204,0.013539615097476766,0.2702767947692483,0.0768371706081961,-0.011021685501772318
CCL7,,-0.043523370196851506,,,0.012196422276244547,-0.05263139497002507,,,,,,,,,,,,0.015052349620246567,,,,0.03131203211261207,-0.0941897662640813,
NGF,0.0206804141545894,0.09571530239928887,,,-0.01319192759070189,0.028811348349697438,0.0205189560146092,,,,0.09042775411836931,0.04951462226461454,,,,0.01101071405506971,-0.016300728120056483,-0.012950527914327787,-0.0026410627302140698,-0.020707716767889777,,0.04388408732072614,-0.0165688112894166,
TNFSF15,0.06059774900076604,,,,0.009290699705134848,-0.0073302231862374155,-0.037505590397353614,,,,,0.039672924705146516,,0.051675810182179135,,0.03691209640888274,0.10050385129838009,0.008277826449478262,,-0.017062620310245635,,0.12389932012921022,-0.09695312058260687,
HMGB1,0.08394723052942187,0.0009703678399421106,-0.022321840994314928,-0.0029862749153480787,0.012799311815636793,-0.02262335298152809,-0.16476734875171312,-0.37553449411664985,0.06253682046800572,-0.007665723249783309,-0.22320094732900558,0.1729855170138907,0.027412061997218594,-0.036901173275881355,0.06428859372877972,-0.06713581167622099,0.010631855132031912,0.046318566619004416,0.04778468513341872,0.02546247002057859,-0.0736980472531603,-0.10505444042246088,0.07376407286027914,-0.17783373916379536
ITGB3BP,-0.08261310072195552,0.007564539995104083,-0.06077321583750296,0.010515496116886366,-0.04857791792760157,-0.05406423292116543,-0.19664609252588855,-0.30738683722068405,-0.06966108271444808,-0.04997402245533281,-0.0031245107724134887,0.10260367282553617,-0.168081369370623,0.1525276989010841,0.008861339629491332,0.08050414214383605,0.04894920110481511,0.05778550639777603,0.04761230979316957,-0.028942203006138475,0.050060226646396776,0.025667135708435772,-0.11315119033397411,0.07996642511966964
AANAT,0.030259255529804033,-0.02751933358095795,,,-0.012086088065780355,0.03546488230024463,,0.03342729919254131,-0.05464726376477248,0.018744866610746515,-0.05099166235053594,,-0.02337219733112235,,-0.0571271576646091,,-0.025238460450164396,-0.029654521781722825,0.03500138787890887,,,0.006792284078806045,-0.004503745739709517,
RELN,0.1311797498632144,-0.05930854519876302,-0.06393358363388979,-0.029988064418154207,-0.025125266439881815,0.05518865530418263,-0.00554333515396386,0.2761709140302785,0.0368157420981649,-0.006139647330185423,0.01311919377819069,,0.10929882999407044,,,-0.07241768582138353,,,,5.062735626775535e-05,0.04396306258502377,,0.08706878933224249,0.06172321734608453
IL15,0.008728235932490214,0.043652684281905205,-0.004229097510691091,,0.016125477953314336,0.008547366735288144,0.012127406894194982,-0.12952057463317276,-0.023461280871343495,-0.0037102196638240273,-0.018780989886326423,0.013344245424430098,-0.026115339374586218,0.01992126487062477,-0.06584498654795821,-0.03586034016394292,0.02621127410170813,0.048340903064613236,0.05061039754036627,0.045138170687785535,-0.0091967585291392,0.051296275742830987,-0.059510962043838454,
UTS2,,,,,,,,-0.1694805310197596,,,,,,-0.022322293276965468,-0.021094725945773714,,,0.03389225061620743,,,,,,
BSG,-0.14239918318452757,0.06706342463438318,-0.010364639509890647,0.07241782533695666,0.03169734293271845,-0.03624089309560502,-0.0262081533162936,0.2166408271499005,-0.11888285231312512,0.07565844274506633,0.25534924582239876,0.013215732102208555,-0.21152361775128622,0.0871903292936355,0.005932068160225326,0.04451987990705634,0.08473121136450304,0.055644519786231146,0.06766749465591133,-0.0003762418189657251,-0.04408238309613078,0.0325671350942789,-0.1024415535254801,0.1329106724713807
ADAMTS3,-0.028558166944396956,0.060880332764308855,0.01107366375653764,,0.009098813912991437,0.024113775930466354,0.045814386493270076,-0.39321090000847625,-0.01183087293834423,0.009621668468919478,0.12783985867255382,0.07330133561146829,0.022672615227247388,0.02976256397284775,0.09339159943731559,,0.016000638530258467,-0.03836644750562168,-0.03045806770487707,0.03378032519281529,0.17280466177415338,0.09494562763283852,-0.008738930921576982,
CD34,0.11815393534789084,0.0974631235871174,0.028832943716420808,0.14228594545496376,0.04320106842640655,0.044417187279338535,-0.06431725380123093,-0.1980621028440584,0.05446515052553391,-0.032262558136263955,0.022597931174717714,0.12483211510778779,-0.03939696943169368,0.0861756729917213,0.23744861878810694,0.12199344061180789,0.06679435458994264,0.044805197752465484,0.04387418109995913,-0.04431133312360817,-0.035240927820753165,0.2674092227402661,0.02551075151401699,0.03271985339989072
CCL23,,,,,,,,-0.06641992587088562,,,,,,-0.018481671211864732,,,,,,,,,,
PLAT,-0.1096490162106915,0.12018525982309788,-0.02771516489279729,0.023714887063578053,0.057979412051870925,-0.045795118447582515,-0.25598835336399917,-0.36740980518931987,-0.23948028065155538,-0.023302022309942737,-0.03462930711666742,0.06331935087616267,-0.13836468574427463,0.11287061740969542,0.1676699378983176,0.061496537790578,0.07189394753943903,0.03519474496693629,0.0475416674183229,0.02105604244878231,-0.04889338341498516,0.2526344046954291,0.02588205554788285,-0.043415749152165735
NTF3,,,,,,,,,,0.01048872550848107,,-0.012813465055829226,,,,,,0.007749580152312238,0.005795731873936868,0.009696188062729202,,,,
LTA,,,-0.025718506699453424,,0.0010001410340348168,,,,-0.040573810249371296,,,,-0.05464667507495302,,,,,,,,,0.030876571381399768,,
CKLF,0.04863111201546477,-0.010499312950157477,-0.04115398927871227,-0.007493374439985249,-0.024284525477364146,-0.024703853500826257,-0.23943725277469508,-0.45678125476636283,-0.008475371023028068,-0.03403058376257227,-0.16178692173652787,0.11758481909611707,-0.23086144275443546,0.11632476261550365,0.05525379636165148,-0.06655128524874662,0.06618346403460505,0.0664855076868026,0.05888949122063158,-0.060872536344312785,-0.04672075654187902,-0.028119518065504317,-0.042054626310951734,0.058069963884336585
APELA,,,,,,,,,,,,0.12140876981274337,,,,,,,,,,,,
CD24,-0.0903673954300147,-0.02557906803381948,-0.13706245382363713,0.01827172217575296,0.0022505219758430658,0.13805211617434765,-0.13925500187611647,-0.10258496445369804,0.13499756877320088,-0.2782562195588395,-0.08048637873106342,0.08797385620973855,-0.06817694619601374,0.047390415149901895,0.015640946112988826,0.11580753131195735,0.007645807731063128,-0.029825489465925715,-0.0013488941619882705,0.04052167258702097,0.08572342921696718,-0.04178709672375625,0.1360176580713987,0.06076191750478305
HSP90AA1,0.018076501038668813,-0.034256134123232015,-0.019500378104328697,-0.033724970279045315,0.003627720470693108,0.1966268175268722,0.3441984690596151,0.46341156943654443,0.03108195469716312,-0.06479855571474893,0.4131076405967225,-0.04721111519642184,0.37782867806106746,-0.09839540797476111,-0.07885074864840583,-0.06686160241151062,-0.07464968041367517,0.05043917703210083,-0.02117909725109828,0.04849053966992055,0.04468323430053426,-0.1731808446001208,0.23206060361284225,0.07996928952793973
BMP4,0.10578512705899182,0.0533433551930356,-0.0443780959033417,-0.009356751134228099,-0.0075292445983503615,-0.029624972203067968,-0.2030228849229306,0.058211957023388224,-0.0042192220074174745,-0.04271218166950136,0.03938396887633955,0.01875334042570051,0.016768820930970974,0.1682434971974457,-0.01779819365894413,-0.0597026331287601,0.0009596301376722646,-0.03293212510310608,0.0634830245461943,0.028185221142399637,,0.157796943902991,0.010747948545507627,
SCGB3A1,,-0.006124971345566858,,0.04458979184578456,,-0.007801424733204937,0.009633929714917822,,,-0.03529599410889302,0.03332534849382866,-0.0019161040680117534,0.07009792163207426,0.03837485748044552,0.13301731393795246,-0.05201532990363453,,0.02938435139319443,-0.012634019343616394,0.01238435458532802,,0.18705452638518397,0.08537295697588694,
IGFBP4,-0.031479372842221055,0.0902486029799033,-0.028779863262106485,0.06244939756439517,0.008990504687029183,-0.08090240890553538,-0.25608892686410495,-0.24695746861296697,-0.1683526308987119,0.0003343334362660351,-0.1393815846858043,0.12894436621030328,-0.014907499362217953,0.09848819643208209,0.2223276157564563,0.13855224390140775,0.09563733481200105,0.07156071711348785,0.07682056553927581,0.03498991224997691,-0.07230621849540242,0.3222916150623714,0.1110799574311029,0.0558199709101476
RSPO4,-0.03127545095904481,,-0.022815905216447534,,-0.034073878470639224,-0.048269525417919915,,,0.0009483330080459581,0.03240003365431688,,,-0.07580354145496629,,,0.09484834068272152,,,,-0.0130999531842889,,-0.010430643597172416,-0.07574292997634341,
LEFTY2,0.051288669848125606,0.06787247206845456,0.022636642137631682,0.016057136783855102,0.010680704434786813,-0.04359230907550416,-0.06764323457327191,-0.3003346841014249,-0.06401798061046068,-0.04024884806488775,-0.012539006421053395,-0.020955164657652764,0.056977945934879,-0.021497130760985736,0.07805822553800511,,0.1020992676591286,-0.0116279933469344,0.00522665576928648,-0.07589219974658576,-0.07332870490461658,0.17254923249649898,0.14806833492180257,
PF4,,-0.0029629129615371553,-0.038080827867760965,,0.018880277046982204,,,,,,,,,,,,,,-0.057715344742018386,,,0.10507124849643723,-0.0016166547196296553,
ANGPTL2,0.030909870696681996,0.033119995397133374,-0.050660849603213896,-0.005606088705612672,-0.014420547615661413,-0.035307299054395065,-0.2961598968983381,-0.32349145384700473,0.03937415946162346,-0.050905733614322775,-0.2200511166177306,-0.07051809084838795,-0.28716183476824425,0.12315774445605492,0.02731699108068302,0.012511627046239085,0.07563065807655708,0.054040061250260354,0.06002345320867348,-0.046137201829754886,0.04555643130666287,0.251130327622248,0.06423939117890151,-0.0016784740239063534
LRIG2,-0.07461253950813987,-0.03594974077630664,-0.08431813042742174,0.041455802454827315,-0.01818685129703881,0.02961870690594122,-0.11229196811713894,-0.15436445912850555,-0.04197393605880444,-0.08964954398301317,0.06324782099755079,0.027640843032128198,-0.0933892765245281,0.030435292961324873,-0.07294129425268601,0.07415188223215026,0.007450071796154636,0.004737698473296384,-0.033183784949640006,0.04153951146158449,-0.020016197087336204,0.040371955049132664,0.1390957565585331,-0.029851906373146896
ICOSLG,-0.039060954351986546,0.08377297986047824,-0.014761806010745114,0.07323343723305878,-0.035203894446280685,-0.02633680305885338,-0.1329808354625319,-0.2558051726967424,-0.030045160989378556,0.003096069105879421,-0.06330923227679378,0.026042062538119026,-0.06667857606025226,-0.013219823723908052,-0.056723635337318355,0.031895915169165664,0.024227389203057195,0.04290268706150837,0.08257775986573346,-0.021096733597869698,-0.017975616279002092,0.09034750287607768,0.00044686068195203926,-0.024243567777125427
WIF1,0.2781973675075867,-0.03380700411442687,,-0.01806633447576733,,0.1017178431480413,0.23452178278128408,0.4160351696820596,0.08808147064878179,0.10284831882170295,-0.03839932819194414,,0.23733288121453186,,,,,,,-0.08179049091524158,-0.00022436428612777984,,-0.005438249646972385,0.09760746373041003
NPPC,0.019976044120913573,-0.03340303692478641,,0.012046007616769997,0.024399787626925202,0.08624024668776177,0.05147027356854173,-0.029248571204641537,0.11310806467390719,0.012506815314599337,0.04114772293698641,,-0.22286217706165562,-0.03426784042347176,-0.05903959759195485,0.0854048835214717,-0.00616871998731551,0.014535010489702616,0.04423593096490021,0.02253370461179307,0.08172271132243272,,0.1816165438649438,-0.06166577743515582
LYZ,0.018546849333335502,0.007074142128175361,-0.014995970715747608,0.0051774251328040215,-0.03483154767763488,-0.14801173019801325,-0.08602343684226328,-0.2687673171840251,0.008387412294558555,-0.03516359162955526,-0.23183528051369554,0.041135048781492815,-0.049799416372398445,0.032420330361032985,-0.035295530257066894,0.029453120007044687,0.10172046687562056,-0.04527680342114891,0.06583987867897549,-0.03925315380947315,0.019314644614213273,0.09254280223844268,0.06112690292940848,-0.021268646798881224
EREG,,,,0.0584716866407128,,-0.08103477569558618,,,,,-0.07826105246680433,0.012318988157984568,,,,,,0.03750522096780109,0.08482856305996364,0.014699240653169885,,0.026881596600822337,0.05376272503478104,
SPTAN1,0.16183313023638723,0.08999859468980576,0.039431257347431456,-0.011133409864699018,0.022526318863311464,0.12068626875336586,0.16391635540569044,0.21052359070752794,0.1120263701325261,-0.023172185655283846,0.3277788224634423,0.12174207506307862,0.1759059470081954,-0.05511717742738231,0.06331407926249631,0.00681785926167155,0.01819847288356396,0.031194392979395903,-0.047852907741482216,-0.10319992040046458,0.06421566909290523,-0.01757983380430016,0.30094815743346653,0.16895154933558468
PTH2,,,,,,,,,,,,,,,,,,,,-0.025364280353906598,,,,
LIPC,-0.03364753282673547,-0.002770463099882397,-0.02715896255869636,,-0.020835937044106884,0.02616917533785611,0.00999966114830394,-0.07186971696764637,-0.056861700440923375,,-0.08378773327197026,-0.017815491744420455,-0.06950086061502121,0.004233587467559008,0.012774687369320038,0.0005619063691586137,-0.0620931462195,,,,,0.10010416253622886,-0.017819372335159296,
COL8A1,-0.09722498808924325,0.06249159662364859,0.030978453618375684,-0.035391854136486954,-0.03538435085059796,-0.0730913034868102,-0.1843334127302374,-0.16297625594664658,-0.0690681721794678,-0.06768794990142132,-0.17012501200456276,-0.08231964126745049,-0.18512078745248234,0.07684336521036739,-0.021824733081752354,0.00782517613248447,-0.038337722411623525,-0.025643440445193354,0.056297980111603745,0.01755273333807087,-0.008782741168374544,0.05204929286002356,-0.14059004592650276,
GSTM2,0.016726649280361643,-0.01813061867154953,-0.00028121412389976903,-0.05792104578543291,0.002347693785998057,-0.04713328941745297,0.0793020497718345,-0.07548228984575336,-0.026187898923239503,0.0557577291800577,0.010484855477055181,0.10218333437964121,-0.06348357319456856,0.06068901103263592,-0.0021263505053729388,0.09575348572982201,-0.025182304318693567,0.0056741449413037146,0.002818038816534649,0.06711463459495567,-0.015984479050306165,0.009263797776504951,0.029949511972002876,
IL4,,,,,,,,,,,,,,,-0.040688512973948356,,,,,,,,,
SPX,0.10463907262562551,0.047708835097751444,-0.03526743762242984,,0.03308330635902818,0.21868034848846543,0.06798379582681251,0.15032835046698,0.14934516548948587,-0.03561427823685265,0.1801271776724239,,0.2944531265840916,-0.045428595989811166,,,0.03050790229975572,-0.03061578236840647,-0.000983555936479444,-0.06467277131970152,-0.10775700657420459,-0.11539028297526036,0.08711776716578448,-0.10123792999291166
