,UKF259,UKF266,ZH1019T1,ZH8811Bbulk
ICOSLG,0.05605462887495268,-0.01796707416873259,0.02070201152335214,0.028385188581285636
WIF1,,0.03660439739530747,,
NPPC,-0.013827929624180535,-0.009610826637407236,-0.04839938780361209,-0.02538264850709838
LYZ,-0.00740657363437246,0.0026761713352373945,-0.025129945252952576,0.04936041619193345
EREG,,,,-0.0329213129480406
SPTAN1,-0.017895753804538173,0.009675512865473395,0.020077967258868065,0.07340870597890144
LIPC,-0.016019257866101116,0.05266139442830569,-0.057349445649030516,
COL8A1,0.01651656623211738,0.027801865736291797,-0.024647467556459753,-0.008613215196028373
GSTM2,0.0274560073760971,-0.011239797815846,0.05599910753322534,0.05127525189656153
SPX,-0.004173689608424494,-0.014430441785545926,,0.08248978599390511
MFGE8,-0.01577585769414888,-0.01412460622558018,-0.01465588390443411,0.03119819620077869
TGFA,0.06223902617156773,-0.021252182938597007,-0.06700854161704083,0.07535242792204319
SLIT2,-0.019895806577502895,0.035534831707694704,-0.03735494168406893,0.01694011529452369
PLTP,-0.031059252113284662,-0.020943749091943763,0.15314736940939908,-0.12105772817759566
APOD,-0.024672350776543516,-0.042544449756883734,0.06590140788708904,0.11803981725513568
B2M,-0.015047201976477171,0.01044507317086364,-0.009118686819179355,-0.0917447027059449
OMG,-0.034487579841955836,-0.04117979176389353,0.033210729647460926,0.1418918489299042
CXCL3,-0.007208090441413773,,,-0.048465219044977526
CXCL10,-0.023774304060542203,0.06291046941383098,0.0023193786119896547,-0.017993807443836954
RSPO3,-0.010351959830689669,-0.04411882545703896,,0.049502723476904965
CORT,-0.023215064796990897,-0.03057981735498294,,-0.014038430457236203
NCAN,-0.048524821691604894,0.014069974948130016,-0.004677185677006388,0.14362234963652187
PRG4,-0.010216937924857034,,,0.057509920497288876
ZG16B,-0.011858005990659363,,,
TGM2,0.002915244121563705,0.05738342453771109,0.0507568235746592,-0.049909977765487556
VEGFC,-0.01820931906669502,-0.012785301225903085,-0.041620034412847624,-0.02812789821369852
WNT6,0.06774725141205674,-0.013633037974504818,,-0.026091050469749112
NRG4,-0.012434480837296879,-0.01668935870550255,0.046093879846912274,
PMCH,0.052042985524832844,,,0.001133662357648076
COL9A1,-0.012986907694938385,0.07607935433512132,-0.01403065398902822,0.12838105717800055
GDF11,-0.00993359208259223,0.027654262471736496,0.08595571896665594,-0.025201564091716058
IL24,,,,-0.013201400665798892
SORBS1,0.02816534040145167,0.03488208527434313,-0.05750400830627207,-0.0352697986078992
DLL1,0.04264295265627862,0.04080803783595859,-0.08086259741488012,0.13910826640206184
TLN1,-0.016688682279994507,0.03223388572595681,0.035574789961414964,-0.026060028809876803
COL2A1,,0.08495941918416298,,-0.03440688854242732
SHH,-0.01061707598277034,-0.01612118704063231,,-0.019679839143273613
PON2,0.0195569099872633,0.011504351005661332,0.012476769203349234,0.05702411483179338
ICAM5,-0.016547466478642008,0.04438329037326196,,-0.0016839779812842387
HPX,0.107242371634216,-0.013633038894149446,0.16445985163117288,0.004479127984827494
SFRP2,-0.012091698973334257,-0.020203506727395307,,-0.07735812411910595
CFC1,,-0.023036499379189047,,
CD70,0.007839730153758632,,-0.03885468904768789,-0.011255063743693254
HP,0.031179166859443948,,0.06164826908728072,-0.061172384255445474
CXCL2,-0.031325227047903276,-0.02107045179330168,-0.03526992542420176,-0.08679764593626099
NPPB,-0.029541771194860983,,,-0.03848548057170936
CCK,0.02458959769528724,-0.0016189918589579297,,0.10575442381199182
SEMA6A,0.013312951965468499,0.01746480259912697,0.06115555785338874,-0.026463698484284485
IRAK4,0.02537844042811018,0.08502645544723604,-0.027754031993603007,0.10782148469206773
GSTP1,0.006462570307687085,0.049074764719017026,-0.014354448716855478,0.05450293629400779
VCAM1,-0.047193772906008125,-0.0286707763511098,-0.007943307781865024,0.0031810760135440137
NXPH3,-0.018227464301587185,0.0035488030594863613,-0.020284533432477415,0.08826179732756885
MTMR4,0.00574190605468128,0.04251701433674248,0.014450490553384885,0.046081544043158194
LAMC2,-0.023731028820623,-0.01867946764070613,-0.008623669176078173,-0.017337143316139433
IL10,0.017290577241042757,,-0.062351669689632856,0.002806590093042334
SEMA4D,-0.00691935535217658,-0.02039772453335442,0.013683435133516776,0.11162464462782161
TRH,0.03385387696946407,-0.025553871057371183,,0.023055011631473932
SEMA6D,-0.0008037115676601243,0.04421236893282624,-0.009269159567637792,0.029944912891680643
CEL,,,-0.048515647834684254,0.09488708900798583
PDCD1LG2,-0.01411291827139258,-0.01311766862233781,-0.0016036555165444967,-0.01308076085542034
SPINT1,0.0010724314840085348,-0.01696690768547067,0.03234794366478196,0.052887706842845515
CTHRC1,-0.04163396585521039,0.040093965045876805,-0.032293932932595706,0.017420278587847192
PODXL,-0.017571523042947537,0.022692666756856664,-0.05877660521816892,-0.063680067865594
JAM3,0.05805024092802837,0.030417820230244554,-0.040213873801903714,-0.022496694460424883
TGFB2,0.05187200799225647,-0.00780639890154873,-0.04627203181797394,0.03149610169840048
COL18A1,-0.052024210326552384,-0.00458396661090337,0.013234381432458581,-0.05986593840070102
NODAL,-0.02090935667545205,-0.036708883939767775,-0.0569263055656844,-0.01630683957889813
INHBB,0.021479118442108855,0.054277056199628866,-0.05789754179984634,0.005595908395437071
LCN1,,,,0.010572333389283527
ARF4,0.052480335054228444,-0.0045616814359545335,-0.046395808940076326,0.12645059038509932
CXCL14,0.052683367386220606,-0.004752631639266625,-0.04516545160774384,-0.09826416476910231
LIF,-0.028466954501750324,-0.016548994565593157,0.02171289365552985,-0.07711614392292683
IL17B,,,-0.034185719693463075,-0.024657404988644528
MMP1,,,,-0.025382646861507468
MATN1,,-0.015976246717879807,-0.03735501531522688,0.003377480256170146
ADAM28,0.04602566000170453,0.00025683085054583054,-0.09515101264124336,-0.0622315699720116
TCN2,0.01615374037906635,-0.0039308129264891915,-0.024417276827564945,0.021293798881641585
THPO,0.03410129283498689,-0.022718919440708155,-0.03580123274845358,
CUBN,0.03781207428858928,0.04279862421575784,0.11708041096099284,0.0563408288354141
TIMP3,0.012955141601501081,-0.0224903845390851,-0.05155711083103916,0.026942532020896626
PIGF,0.05031761059216561,0.00815330733044214,0.016109560116867244,0.08298876150185991
CRH,0.03682226820542753,-0.013463315538729795,,-0.043199443470282574
BDNF,0.007383222924856933,0.034716182805366216,,-0.012231380737168158
CCL5,-0.03177291918935313,-0.01966659043866954,-0.011414624827019978,-0.005063542271117888
GAD1,0.050000260150078246,0.008397092199084556,-0.03934366330180692,0.010947675525218688
COL14A1,-0.027466486032842918,0.07047412903183485,-0.02656778690765994,-0.0022671971550685473
HLA-A,-0.02721866104532635,0.024099112463565272,-0.06068957406874966,-0.16195107109367876
FGF18,-0.009514357601336274,0.061682318145702325,,-0.0058588556488479064
ADM,-0.023496914108919662,-0.017443565174602934,-0.05761307422911441,-0.1327653260477258
GNAI2,0.0076962675881115244,0.0027050035371402564,0.009090034375307294,0.02372166613295019
HDC,,,-0.019515701189601782,
COL11A1,0.0029050559103991716,0.027312443278489962,,-0.05836269551415335
NUCB2,-0.03552755749016927,-0.0005632162168592965,-0.01596093992895661,0.013790333729760285
CXCL1,-0.002120456128648613,,0.02284503100930703,-0.03648360128883415
VCAN,0.012315233287167998,0.029141840922460447,0.059817550240023616,0.09552303727189268
MMP7,0.04254927775584853,-0.0165489899203724,,-0.09116904240768148
PTPN6,0.029834496071600842,0.057347797231459066,-0.035212009557560014,0.02514400207000858
PTGS2,0.025981650379527363,-0.040582543248898685,-0.06166641588049637,-0.07937834954793804
XCL1,-0.01035196157294547,,,
CD58,0.013603370350644023,-0.008565746041383129,-0.0007889824204214636,0.03935466609262452
TNFSF14,0.10609207538921551,,,-0.026207566348666222
CNTN4,0.11018954947172814,-0.02560259551749128,,0.0929295216051167
NTF4,-0.013094778053161572,,,
INSL3,-0.009514355735150562,,,-0.015212283893576936
BTLA,-0.015102174006808591,,,
MFNG,-0.025505513636147992,0.013197094848091541,0.08974361930854954,0.027451271331664934
ICAM1,-0.024629519999087676,0.012044489296964823,0.09507744495097671,-0.09858884139921183
PROS1,0.024058451720621248,0.023209723886077987,0.041273923096626336,-0.04179444762348954
CLCF1,-0.020877209426444367,-0.015383938719976932,0.05251377051610189,-0.03622420001555436
PSAP,-0.0017081962101334121,-0.02444932338346384,0.02465549446176002,-0.10474344299433454
EFEMP1,0.03346231391640082,0.020128711108698603,-0.003989367331144591,-0.08283307181291895
C1QTNF1,-0.010902824460467886,0.042485118511032434,-0.043124390337747884,-0.12878916483164274
ALB,-0.016891380264487717,0.0311513132657772,0.10249709707118634,-0.010181998340942019
EFNA3,-0.04022653726871905,-0.020574537494470475,-0.0002510549891259243,0.016765035221804035
DRAXIN,-0.0320902296558328,0.01801398466420035,0.03238485450847629,-0.04852575149345462
RAET1L,,,,-0.01539973734357369
NPTX2,0.014552477538225146,-0.021810946014324217,,-0.025189445421444547
FGF11,0.019479474169710784,-0.04859665609344922,0.040417867679613036,-0.06197969795187575
CD59,-0.013268419556922192,0.04900838044781271,-0.08944751968120696,-0.08197925689597255
COL9A2,0.04214137528059483,-0.0016243335219091677,0.08563782194359641,0.08533010512239415
DLL3,-0.017749291947345733,0.058340875058734074,0.03901408273657706,0.1561336871016736
LIN7C,0.003632730188992309,0.02211766071608439,0.06297888430121641,0.03454419355424001
GDF7,-0.016976388355123738,0.04135616147669349,,0.017387034892138793
PSPN,-0.0063254732048990065,-0.02653336141079267,-0.015517437368385654,-0.0045518040628514415
ANGPT1,-0.008935746419979167,-0.02724784646457067,-0.06201038708723845,0.046933080034438274
PNOC,0.05117550267916785,0.03940794989268517,,-0.014038431984574658
L1CAM,0.027549145888788498,0.04232180957907059,0.07893943299808964,-0.10964115467630019
APOA1,-0.01481703707127442,0.04992214526694191,-0.07115692533181293,0.0799985179049746
PSEN1,0.01106810552438416,0.035938509935757326,-0.0838255675980199,-0.029524022147797355
CALM2,-0.03637097593660982,-0.0027059556351778508,0.03615100392529764,0.04315529328478919
CLEC2B,0.018054412298643577,-0.008439442949413716,0.040282953838703256,-0.08443726731327335
NTNG1,0.030429748884868858,0.0373550594377405,-0.033070058340448495,0.09618950610109864
LRIG1,0.01549880387707119,0.020255944020276008,-0.007446788817865742,0.10799067009765612
CPAMD8,-0.011253785131636381,0.05982590075801737,-0.04263217273043652,0.012570106488377794
GHRL,0.046334702695147036,-0.016828648217100943,0.021510437243703922,
NPY,-0.004966346107152025,-0.013436900824384703,,-0.06285269076327829
MMP2,-0.005686133787747021,0.057929857555385426,0.0063109111225915495,0.045261439272398445
LHB,-0.009801196960850652,,,
PPY,-0.017061025358528634,,,-0.05427476784211478
ALKAL2,0.19914199391801715,0.03638247334430442,,-0.020263114367789062
CSF1,0.03821281460525563,-0.008128653904338614,0.01484646361074078,-0.043210933688781074
SEMA4C,-0.00038205314483509995,0.04957755673184651,0.08654225194650282,0.008708680335230864
ICAM2,-0.009419872926533943,0.045769466319142985,0.1479326425912753,-0.03803983387189162
SYTL3,-0.003677583085453247,0.04586202613978397,0.010317327094900013,0.019573267056990484
IL1A,0.0062833393549194165,-0.022612221109822132,-0.023462817746369116,-0.02308056712998158
HLA-G,-0.010351960638076396,-0.012213187737919542,-0.03735498470446789,0.03305475185631151
PGF,-0.033295631220682506,0.04613352302633294,-0.07911329219352473,0.05976680937558976
LGALS8,-0.02365643720005987,0.01537069943023888,0.053733739755982855,0.03524413869590541
DKK3,0.050099120158694437,-0.01683635459625592,0.013701996600682742,0.01631409716693031
COL16A1,0.058610587311114216,0.04488464388883707,0.0312819669407764,0.028992838602565303
TPH1,-0.018837894989067433,-0.012941575544500707,-0.03580116320841096,0.04465411230438739
TNC,0.03421382014674297,0.06164239194207808,0.09203545408054671,-0.15995173803942192
TNFSF9,-0.016976389497054736,0.030627065181521335,-0.036325523248231406,-0.03316473992773303
C4A,-0.011619887738152071,,,
CNTN2,0.08617663253740641,-0.024413768584861103,-0.056304226493986066,0.05303112528939448
F7,,-0.011239795290092256,,
LUM,-0.05064427598528784,0.08317233474395408,0.03827621497970187,0.0010891479459784355
BTC,-0.026602498893095284,,-0.07455782072913804,0.013778214061468683
APOC1,-0.047657792878816954,-0.005630153871298091,-0.09485238571188316,0.02061625356339881
PKM,0.0018745699088750498,-0.05008137856621791,-0.04316760699321695,-0.16317027309292434
TNF,-0.013476342602731032,0.02858160849079051,-0.03492128524102957,-0.015399741543855518
GNAS,0.049912679393795616,-0.023245699873022736,-0.010722319142039263,-0.002558438221583294
BMP8B,-0.015007676392807376,0.04821593261528664,-0.07775971941297193,0.005920915720498172
LIPH,-0.014720872848216417,,,0.0297943286855392
CCL28,,0.006337073662352297,,
PTPN11,-0.03661098109301705,0.021564835076261044,0.03002828700878155,-0.01704594668287767
ADAM12,-0.015338504935500536,-0.021967298395109407,0.0005552312302273656,-0.050650824492352274
EPO,-0.015007676813038119,,0.03203423166453316,0.00485019340546049
EDN3,0.011700423306583925,-0.016121183818598152,,-0.02909928958036235
CCL22,,,,-0.01630683238836416
CCL2,0.05139452499118755,0.01897969258471922,0.11226567983170527,-0.07832445115353587
DSCAM,0.03783606019343754,-0.01701813344138068,0.04774396313191673,0.06531802671722145
ANG,-0.012127202340133241,-0.011621878219450538,0.13739098507570968,-0.019260670890500514
FBLN2,-0.022755960260943828,-0.020254674071633248,,-0.05810983117264014
VTN,-0.01929768118925262,-0.012941571312593833,0.026165649819109352,-0.012538904090339847
VEGFA,0.044667258451701865,0.00486260755600523,-0.008473160086317226,-0.12796932887485635
F10,,-0.0058235732480263255,0.07773850368980732,-0.0214153027192666
SERPINA1,0.0019113345793713651,0.0797803622111428,0.08627990270726317,-0.1316757404771464
VWF,-0.040355890546656496,-0.00534138349977895,0.02840072104582421,0.05857009248837176
GDNF,-0.012206963885808714,-0.020144057536843108,0.05493076109029446,-0.039093956843277426
VASP,0.00959107157113203,0.007525904496257735,-0.041410197469810776,0.015359669213034503
ADAM15,0.018107625577061266,0.02654653505335818,0.08139808512128346,-0.009645187756062103
WNT2,,0.04663072788972179,,-0.01831406682220293
CALCB,,-0.013117666987420945,,-0.02169000888311113
OLFM2,-0.014242224995162684,-0.043717591086026894,0.10795181994373243,0.09068899450853944
MFAP2,0.01284036616869169,-0.01997829828337956,-0.07635960320922863,0.14302209713339736
HLA-C,0.055839029310714536,0.044125267206786965,0.06723730059691976,-0.10748164337771053
THBS1,-0.042638446045793275,-0.05015517782476144,-0.042857865546588034,-0.04006095936446186
HSPA4,0.01510801120829719,-0.021228610396168263,0.04891768858649982,0.006776037848486033
LMAN1,0.01777432499961215,0.0003772163026012031,-0.004735150352020771,-0.07724719300549063
LYPD3,0.01515897459499571,-0.016264937364344378,-0.06668279983498276,0.015481948585546506
APOE,-0.039041918771578574,-0.021288002881921297,0.013494928608574546,0.04328127095088964
SOSTDC1,,-0.039104007530454774,,0.0037358562168972355
ANXA1,-0.030539640835731987,-0.04187472394069152,-0.00267026410759766,-0.03491517230397133
WNT2B,-0.02591880118031762,0.04262100501047857,0.03738096072235669,-0.020322868705288724
AMH,-0.015289569371440203,-0.023557766806076623,-0.07636577279036237,0.03506153512315035
GDF10,,-0.02715593938135629,-0.002021815961501479,0.0027574000152618457
EFNB3,0.0037622064437992865,-0.03875198150046433,0.05580653958308009,-0.0004703930755388559
LTB,0.030671686882684575,-0.013463311063166243,-0.06226319539999751,0.027395275526210256
ANGPT2,-0.01346390823538784,0.035556853929837116,-0.027269058738289696,0.0387971389416395
ADAM17,0.02105432618193676,0.011623184075734838,0.07485447467535658,-0.040424445784903826
LRPAP1,0.022410956150625633,-0.06250032262623234,-0.03857414632079077,0.08096784487775889
NID1,-0.006494087272417261,0.017711784481557108,-0.07411855758695055,-0.046432697560285965
MST1,0.022260701540029917,0.03050829680582063,-0.028154130792701543,0.08842825252587892
DCN,-0.034000183234773045,-0.0692531654283058,-0.007243130278234563,-0.014308538205746136
IGFL2,,,,0.07418311953303136
COL7A1,-0.00893669087959479,0.016573612418434653,-0.0459364525781188,-0.028298126666831853
CALR,-0.05875617287917307,-0.0013244528458673974,-0.0623084238455509,-0.11937395323134445
PIGA,-0.02269096033804573,-0.03997881043765405,-0.03309856944486306,0.025270359187918253
CD200,-0.022892244604951883,-0.01605065496021956,-0.014869644123169566,0.05219523647707427
GRP,,0.06640128413706656,,-0.016656811827725
CDH1,-0.03212353523708315,-0.020261880220442688,-0.022116620806215025,-0.01682337865686009
LPL,0.016387862812923027,0.020180329226169923,0.022419903164020455,0.16697133259422395
SEMA5A,-0.013108829487364426,0.06606330619154338,-0.0013876902010191315,0.09545213255141827
SEMA7A,-0.007851813463676841,0.029041841491228692,-0.11707596419471827,-0.01792845547772054
SEMA4G,0.0030126696650494733,0.022197911480432125,0.04495911128877663,0.0768849815886353
SEMA3B,0.042697146342042545,0.043515260329346744,-0.056501695012988164,0.00673804458954205
RPH3A,-0.01341675501203521,-0.06308615413222257,,0.0645357048365835
JAG2,0.007555512017509747,0.05020029275934548,-0.01278287447604988,0.027027291849545786
CGN,0.0030153587169156055,0.046775539648565324,0.03477911138760747,0.01596081667966081
GDF15,-0.0064222216462951325,0.09050973309129767,-0.002866682273861264,0.002644360144688407
SEMA4F,0.004628035130546236,0.03897986737851522,-0.015353329134307628,0.03246911346401135
NXPH1,0.029896768315935005,0.03079108543353042,0.09311205583042607,0.054703059614956154
ARF1,-0.05006007296732168,0.005948805570702156,0.03484496335703043,0.02033241652035009
EBI3,-0.006977062230142682,-0.019809100027121246,0.1135718372100882,-0.005763188926531715
TIMP1,-0.05213920910898404,-0.004254204579990045,0.03233554659679305,-0.15880952139499052
SEMA3C,-0.022953622602356866,0.019328398446770787,0.1427678290612723,-0.029954322731765223
GAS6,0.005259189718818772,0.012027425040399014,-0.02041976735305883,0.03972085113857723
MEPE,-0.03122695729943827,0.04982392880891842,,-0.025382645589914706
SERPINE1,-0.02465797522132284,0.027803415951975247,0.03127626249883681,-0.09723875466421168
RSPO2,0.12640646229070648,0.008262893924323016,,0.026509920710248994
SHBG,-0.01989652392256864,0.08757266553189645,-0.06668291851673766,0.029186644161683817
LGALS3BP,-0.0166606323972353,0.0045823038431978625,0.03258150274953044,-0.09340629452058079
LAMB1,0.004413925315276611,0.03532251999969923,-0.02993789151839516,-0.03964827110882468
SPTBN2,0.05003989029987479,0.005289232641230637,0.0250880048877389,0.02842931609872194
COL1A2,-0.03383989219758518,-0.0344150990958941,0.009296510056201886,-0.05763187316864829
WNT11,0.0006946681068891625,,,0.010148447635371554
LGALS1,-0.0063522776123516285,-0.04357595203798214,-0.028181128462927335,-0.16412415382978449
BCAN,0.008614663589716487,0.0644664846771632,0.08752401106574965,0.16800380416237132
ANOS1,0.03813175565610708,0.033928957949228185,0.06470584865476003,0.12034771915149294
EDA,0.0032720512734133846,0.10058774277562373,0.030152206158687196,0.06305780110946933
FGF22,,-0.021183768905128575,,-0.016829266525905735
SHANK1,-0.006223410815284072,-0.011440819233547905,,-0.021415300470727976
NPVF,,,,-0.015212278582749006
TGFB1,0.007343018781322766,,0.02276096837718913,0.013075132116962304
MSTN,0.0370342452775074,-0.015410079348324378,0.021302043787063286,0.06417424329829774
WNT4,,0.02755147462373354,,-0.01337128930895235
TNFSF4,0.03895969998693068,-0.013966640579621199,0.020861136181909882,-0.03680101309089626
NTN1,-0.03353349040358218,0.046167828642674734,-0.02403248790446368,0.03569869814677361
CXCL12,0.03224789588569504,0.06897244777715547,0.03634153661423629,-0.008336603905197514
GNRH1,-0.02758475569445643,-0.011638503419133167,0.08602411897454698,0.0020291951949219086
FGF8,,0.07624638388900924,,-0.020997337749001217
RIMS1,0.041134092502020436,0.019943206394343573,0.1146774730453088,0.03023600101059317
FGF14,0.0010627501971414298,0.039684994224375075,-0.034356948056885814,0.05817422403192176
IGF1,-0.024944928675621633,0.04589569350977513,0.03381161978070376,0.07629047229025837
TNFSF10,0.01422030881724311,0.038302508496974336,0.009240068132326116,0.012351790824064315
GDF5,,-0.01346331629204291,,0.01935828156093324
CHAD,,-0.006775526909335679,,0.04704341065808882
RGMA,0.0065140753162471815,-0.006844481054172911,0.044107524694634435,0.11556495673942795
WNT16,-0.019221704428732153,0.07807131244358691,,
CX3CL1,-0.023819368153630845,0.07515218162451692,0.00786401646451115,0.017671074935471612
FGF1,-0.004224203222336068,-0.03652678140577847,0.005694081541176042,0.10785954633450395
ALOX5AP,0.013895645447330903,0.036415846461675574,0.002054941659167957,-0.11814845272194147
IL1RN,-0.024737324035841318,0.006708125632749688,0.05568354035106201,-0.037958896081102055
PCSK9,,,,-0.016129218228620817
NPW,-0.013929743622373371,-0.0165489922978471,0.06707660438174959,-0.029175297671064592
CXCL9,-0.03418066108066203,,0.18797782137658148,
ANGPTL4,-0.031274278945889855,0.0021282583871934024,-0.060318441367231086,-0.14837136827920921
UCN2,-0.009658801582895676,,,0.032509832517754376
COL4A3,0.021746221570493718,,,-0.01276337947722283
NRG3,-0.026087446529288297,0.04233601747238496,-0.032499451413479714,0.014252167389448686
IL23A,0.003668086126269596,,-0.05375655649552011,0.21809487271316239
COLQ,0.01645753537117646,0.0023314010133001907,-0.04304668613874403,0.12880773662431
SCGB1A1,,,,0.1216891223872824
TNFSF12,-0.037299902461268804,0.005274514376934037,-0.008520611742897628,-0.01404450493572339
DKK2,-0.00980119776690301,-0.022825192668338178,,
FYN,0.04119868470591476,0.013105672018841177,0.058619516725681386,0.15031914505090888
ACE,-0.013201371990006032,0.07867088328720873,0.0006461483972838288,0.04420076219601389
IL18,-0.017496773753813488,-0.026090329224388826,-0.05166006421922047,0.05235458128474319
PPBP,,,,-0.019093325816476853
CCL27,-0.022755963645411784,,-0.04174150138832524,0.017084264158485366
SERPING1,0.014272977444371853,-0.024242529721720932,0.006102481541855338,-0.08551953017852976
AZGP1,-0.008017902591698163,0.06759818425470124,,0.007777440378589648
INHA,0.027128963574078242,0.047586884582771806,-0.05395044956423824,-0.00471905575145196
SEMA3G,-0.018209319799358522,0.06387421572069892,-0.02894768171260433,
COL6A1,0.042843226212230794,0.0028086481056042727,-0.019575551843339856,-0.14712219826736878
FGF17,-0.018129419544842536,-0.022289535042131936,,0.04633024799744967
TNFSF8,-0.012321215793926402,,,0.005875103428063071
FGF20,-0.021383584140761552,-0.013966644988892996,-0.03934369178719369,-0.013088845545560654
ICAM3,0.037886918991011445,0.08739884575441538,-0.0009851968141397916,-0.0025718176147223166
LAMA4,0.0076687457883606175,-0.04223460562164169,-0.01763549968989752,-0.05921058191460024
DLL4,-0.0378318548241714,0.05932171019120357,0.0003518287022479102,-0.020511300719094627
SEMA3A,-0.03182340585727279,0.019120043362661897,,-0.0358472606444396
RLN2,-0.012434481533812724,-0.01640752951624379,,
C5,-0.01601232231520842,-0.007334729097051008,-0.08696730410904288,-0.023743357452533618
C1QA,-0.03582198906116184,-0.012902592731291835,0.006029144968033547,-0.07583761351972683
UTS2B,-0.012434481462375196,0.10852530435581544,0.06797458992004589,
COL9A3,0.02905167501651868,0.008054837056975895,0.0009314769210551103,0.049914895285893365
DLK1,0.03648164857888343,-0.023901884534870722,,
HGF,0.018769566222788282,0.001539027074621572,-0.008638677789246856,0.026758847453091067
P4HB,-0.030158608399965817,0.012537256504050132,0.07784177297587218,-0.14215793145642375
