,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH916T1,ZH916bulk,ZH916inf
TG,-0.021897267670479895,0.0060199178932661725,0.00319128554926757,-0.01628264018798248,0.09342577411888982,-0.030545978731450787,-0.022905832982894437,-0.03267257714310924,,0.06313435907326494,0.010898584734488377,0.03166794526020784,
ADA,-0.03238248161333385,-0.0004760067937927165,-0.02369476591427305,-0.004160590251591249,-0.0068142914305734615,-0.018877799199399498,-0.1290736801611697,0.006516591553914993,-0.1690542043271554,0.012145742347530807,0.017699820464345088,0.07645540036216561,0.14339885582105932
LAMC3,0.12063477372460711,0.0511469979143322,-0.029152192132817736,0.010910023046764063,0.010131055062415146,0.0035048742751201236,-0.11169027779041858,-0.023852415959797476,-0.017255493181018957,0.02636798407680271,0.013279361890991636,-0.04138368360515008,-0.03969732778763144
CCL7,,-0.035510396890066825,,-0.01177232284065993,-0.039178817018444397,,,,,,-0.013418608858320698,-0.02061262147343129,
NGF,-0.01582573700568006,-0.004602255235613473,,-0.0161102518253284,0.06018100076427296,-0.03814943161752904,,,0.09624373629064098,,0.10990855756950597,0.026949190594590704,
TNFSF15,-0.01957841178191204,,,-0.013109057260009362,0.015603085201500949,-0.007236378408768948,,,,,0.04448538809745371,-0.055787737997343004,
HMGB1,0.03813077805760049,-0.014920196504267964,0.011660541778571587,0.005608169264108463,0.00018219361106494353,0.03777324849396512,-0.14615197304150096,-0.07768259753298119,-0.1292090718443604,0.0166127450219041,0.054898053632744546,-0.0856937790535506,0.015657128584829268
ITGB3BP,-0.027031930333762867,0.030649430168071576,-0.002380479875449359,0.02305713492570061,0.0076408693190256755,-0.02708629540381107,-0.07837051074657751,0.021469476534804164,0.05004052592552835,-0.07171953645960971,0.04568094890281215,0.032468517133888736,0.06609895025180809
AANAT,-0.02836513122292009,-0.044953446191519454,,-0.01192790267029003,0.025911037067684176,,0.008017396440209294,-0.011430672907327516,-0.007212957862308198,-0.024663140704775346,-0.014197447757321053,0.009389267594666116,
RELN,0.05634167722467023,0.05577949220787535,-0.03847037691425044,-0.0207041678409633,0.03904444686754053,0.008473447992915472,0.06656373501065863,-0.021068343813497616,0.11468416813319829,0.06258255194621702,,0.04215883226190083,0.04478248131991398
IL15,-0.02783037439690998,0.03464342054164196,-0.020885183044233493,0.031583638036323206,-0.008729049069084454,0.057009983568579996,-0.04820638841468796,-0.020216936955943527,-0.05224768429004476,-0.007742396104451575,0.038298529713701054,-0.020190494808699295,
UTS2,,,,,,,-0.07604928873218052,,,,,,
BSG,-0.06753605595191998,0.0828269731172957,-0.018653889778146956,0.011640894659997176,-0.030294871322179635,0.009645534965771817,0.12060115455785103,-0.008454104965737029,0.26229448569142416,-0.08131389575197019,0.009103067683196141,-0.10006529296962426,0.04123736087439843
ADAMTS3,-0.005239357265216023,0.0191636102170475,0.026589830792987053,0.04238475133070072,-0.00696574942919914,-0.0028462813784982436,-0.13679660596893448,-0.014066090877161836,0.03505292585859029,0.0099869123053262,0.04596354916548762,0.02316498732353582,
CD34,0.010908302059613809,0.007872417468193033,-0.04106987077915401,-0.043755219451898475,0.04364718201273883,0.008641141763590945,-0.1481803812254261,-0.011363909362882896,-0.005013416745360869,0.04480377127812599,0.03063917258322187,0.014033736145482917,0.014580896009993877
CCL23,,,,,,,-0.01391894895099599,,,,,,
PLAT,-0.05623193357963999,0.07264937468718972,0.010074097362407752,0.004072609132646529,-0.024043879078330638,-0.05477050499536482,-0.20639368324683205,-0.02410976766584323,0.013733193459273112,-0.046253548026042174,-0.0052889587895913965,-0.03018189062519441,0.08996635834336361
NTF3,,,,,,,,-0.02402130578966181,,,,,
LTA,,,-0.012055897725588065,0.003846007836576843,,,,,,-0.022873925915426578,-0.019107625074626374,,
CKLF,-0.013133298371569813,0.032774374639579114,-0.034389310252994194,0.029714197828930342,-0.03872152535797763,-0.05442813623977071,-0.22102583688860838,-0.024471331765516045,-0.12729128003686144,-0.0805916419159818,0.008785266162137158,-0.05636545909024996,-0.013105240282272638
CD24,-0.04572364963815421,0.0885328474597869,0.002422972006103929,0.04320733559436636,0.06206237501313962,0.021630671629317835,-0.04811458797151175,-0.1110254696733409,0.04695613346607017,0.057847278175803936,-0.01509162984212278,0.05495782461936606,0.012761192806865461
HSP90AA1,0.008551510293821422,-0.06876297160736976,-0.03513429383973002,0.03138084627006845,0.20580549109697777,0.10133320564675787,0.23935185770877168,0.0025557009189981403,0.40355483569545697,0.17777051387167672,0.03354762015161575,0.0905987838305955,0.1256687392932255
BMP4,0.06748860470920924,0.05455648088332449,-0.012779958305916658,-0.03520275728390476,-0.03905686065787491,-0.022077863580248706,-0.01864518308481168,2.108458950851281e-05,0.07602372989776467,0.08670163702352632,0.11621169265956136,0.052189304814213654,
SCGB3A1,,0.005653230198270939,,,-0.007778171001538707,0.047772824210244244,,-0.022823465605780368,-0.01853075675779223,0.005392396631428108,0.049614070826451376,0.03218431617478606,
IGFBP4,-0.038073699343779924,0.05387079416890141,0.0033011096896275968,-0.03621912712218777,-0.03870605453334961,-0.002540121086360898,-0.059285542790270145,0.04046753287070077,-0.11564043408023901,-0.07099614379430612,0.04704826374392243,0.01586142351007602,0.04058746679638641
RSPO4,-0.019332760266738032,,0.07956439689754831,-0.02309524864560812,-0.049249978851561405,,,-0.03176843196646179,,-0.03172973632869021,0.007884979904852756,-0.022326147909671537,
LEFTY2,-0.014501681636559943,0.004457623442664914,-0.012203962492385409,0.028829216639609082,-0.015759639232528395,0.0486190789784995,-0.13379287638795148,-0.02654735350424416,-0.01712318955449932,-0.028237606094953637,0.0018638157777920359,0.021846609837079204,
PF4,,-0.027647053591871237,-0.010966477549302144,-0.010271119749886452,,,,,,,-0.019107620652980203,0.06239423989396968,
ANGPTL2,0.00754155951482293,-0.030074630051146196,0.03767854192458786,0.04038434020131786,-0.03691759860975827,-0.07494209772239618,-0.1387783048150292,-0.06734338084364444,-0.20056546479948742,-0.13914248445779628,0.015596882478111425,-0.008740071752131588,-0.06361173007613012
LRIG2,-0.04029955399778584,0.021799785374577666,-0.024937521776059006,-0.0012553495425712,-0.058425912348643555,0.0031521773045648438,-0.08521490515730844,-0.07587677640783906,0.004676697418941811,-0.011333587575501637,-0.03386458837042203,0.04861913610842163,-0.03818921279421944
ICOSLG,0.0660273164954973,0.03876006398252854,-0.03270776752388958,0.013698729857341762,-0.02348016858741407,0.012067097349416876,-0.08082380261575006,0.050777900525165204,-0.12476823161722099,-0.01628541178764294,-0.022578148373905853,-0.049303943396552745,-0.05781558564582159
WIF1,0.11295238921015047,-0.013879188151645985,,,0.11961326354981758,0.03125286727260439,0.21713233477395702,0.0509991886053941,0.23054218003982643,0.09139170627432332,,0.037367719452627325,0.23808990441828026
NPPC,0.03521419722824995,0.002565377996969895,,0.05791272250726496,0.11000149432377854,0.02627569737717613,0.014819475799594199,0.03499904648970169,0.20491971322897293,-0.08724510193759127,,0.03853681204403103,0.14201472064874768
LYZ,-0.014790860002104656,0.032379284024782656,-0.02470132305378579,-0.04136877658725542,-0.06514756150943263,-0.056573194424781315,-0.11908160612820266,-0.03219099358562113,-0.29916771654973473,-0.052215845219392945,0.02000094524828707,0.006426656241619584,-0.012161314046155046
EREG,,,,,-0.012840068792268327,,,,-0.05707468241915936,,-0.028856933207108824,-0.051659796809774595,
SPTAN1,0.02308641723746121,0.03984466603544892,-0.0035520535238770597,0.05706700856747397,0.10103577298569635,0.0465718379859323,0.13865288231256995,0.017876956633215015,0.4227353272658622,0.09913695374486484,0.07355360296630038,0.0660374085066318,0.15194814431644496
LIPC,-0.04054724480656705,-0.012835246294393093,-0.01650513481041437,-0.01845796715635422,0.0011334071368837904,0.014223162032368744,-0.04578237119596393,,-0.015613412742460885,-0.026261372971658207,0.0465681775812376,0.015530481555071893,
COL8A1,-0.019212043038624248,0.06837693700984471,0.062228457254884725,-0.019305043526767384,-0.06360094580059114,-0.008679080882394169,-0.08015583305710489,-0.011322354116744881,-0.2075056905689955,-0.06573067354264382,-0.06378007746751549,-0.10767419355137305,
GSTM2,0.05274738079820501,0.04535401295180592,-0.024030384736872582,-0.02461433739255622,0.005297287232160633,0.03990062481930133,-0.06823000334138479,0.02211822286355209,-0.004601563938545278,-0.03856425852099707,-0.02074661596937241,-0.052690734788434695,
SPX,-0.04277607640907335,0.023455496689572735,-0.02847984242996331,-0.020408927887573012,0.12305142615329685,0.045916935939448816,0.06080837413038554,-0.005490321595973046,0.08215617155064826,0.08442728842784109,0.02191506910816358,0.02658461210762373,-0.10868371818243991
MFGE8,-0.009963541724096907,0.035164999238538726,-0.005768260064101161,0.005957071993242016,0.061923121476433,0.005260716992050134,-0.06314948589008279,-0.033057135648181996,0.08897264759733996,-0.07535377951089568,-0.0021744850387959837,-0.06612795280630344,0.033048278112003726
TGFA,-0.04730759494381963,0.09243566523228687,-0.03302409330820396,0.017019063216452086,-0.12844479166266548,-0.040882935904921675,-0.14322815377634712,-0.028656932915656096,-0.11278267734378998,-0.058493373069653395,-0.011916054726726978,-0.013503927463743534,-0.03879577759676774
SLIT2,0.2357461206000622,0.04147544527561298,0.021748677868892237,-0.016139456636664655,0.10124645198694748,0.04200496278914392,0.09163376677863791,0.08473786285588596,0.17951959685476893,0.17976603051944828,-0.046006671931209296,0.006493915309003227,0.21980325218311814
PLTP,-0.0731943326843907,0.014857782711815593,0.004642032553491288,-0.03673913931072779,-0.10675772326089075,-0.0146742002204729,-0.18811375659591237,-0.07856208178374978,-0.3674080491478151,0.01899795553011283,0.07984745387270331,0.015164518035843228,-0.03051421201138629
APOD,0.019251393484236542,0.04025589489746551,0.0124504703019052,0.06532858229934939,-0.02428186639124156,-0.004908973226025946,-0.18017446069202414,-0.06981763342610132,-0.29757061405019625,0.09942321739933464,0.027502116801989288,0.08337251184519763,-0.043976042345095154
B2M,0.0488986217170436,0.07623215253718717,0.042250073710024,0.02629108725193411,-0.06631342061682889,-0.0662446846190636,-0.24757333782680951,-0.09720284457797194,-0.4704461816024355,-0.14638458311608823,-0.008378847932847778,0.0530101040370427,-0.09743172014775225
OMG,0.037753266960084964,0.05239592267073341,-0.03612333228711113,0.03206005333655266,0.11008112825326966,0.013886748494092552,0.06775162635365524,0.04275271862971746,0.012375541269349859,0.10428400922464837,-0.008527746696097856,0.07362791969477532,-0.06685527494538525
CXCL3,-0.004468048231540829,-0.021763514894718058,0.007113049572794787,-0.03292472022004577,-0.08121374614756285,,-0.003956811327207126,-0.015630461715214573,-0.011445996663627396,0.0038727505725804977,0.01710084091185332,-0.0006009683716872905,
CXCL10,-0.04454953872082587,0.031654792115837285,0.05409844091579103,0.009174901905062113,0.08740338539098562,0.07939170165149109,-0.17066491644029727,-0.051626472739209416,-0.050146359336345224,-0.026178176618454285,-0.004756026404703942,0.0664452385626403,
RSPO3,,0.003662750524419718,,-0.01192790178895307,0.17275600030674979,0.047428833310501836,0.07843525019100511,0.07393071257956858,0.18832392450301985,0.07988450539660774,-0.013617264110264824,0.031116423756467157,0.0017349190061798105
CORT,0.033198973900568036,0.030161740713549975,-0.0195854344553293,-0.0044301514334329495,0.0692073148057161,0.08953858711812183,0.07700513947771165,0.017420882545764273,0.06361632078671156,0.08273417644268899,,,0.09853425134851418
NCAN,-0.06425053350935521,0.06873209212716687,-0.03672202512407077,-0.014179540510060032,0.20411722124122467,-0.0345468886299245,-0.08071042848309358,0.00879470419096069,0.27115084862638145,-0.1136531158294845,0.041133020746542445,0.06383968929011266,0.01545024188026858
PRG4,-0.029581873409585163,0.009434074723377494,,-0.011772324675201692,0.008418887087725679,,-0.04412230528736867,,,-0.020126424200271522,-0.0007294849914224192,-0.021611296892989903,
ZG16B,,0.019912260940816332,-0.013196373364018434,-0.013663222537831173,,,-0.014093318134642641,,,,-0.01697926285715453,0.012704983177914539,
TGM2,0.030949511713524905,0.0019696055959799066,0.04539265751796927,-0.0013489904566021942,-0.0438179372276875,-0.007763923203120043,-0.08931368118135526,-0.007335562062751838,-0.02810888962864649,0.021771348632116726,0.03230826075750612,0.0416018830511746,0.057555174358713136
VEGFC,0.00511779655613165,-0.013125923565548332,0.06224871244600712,-0.02098143472575459,-0.038069274679789954,0.04626952248613006,0.043666028707086614,-0.05181999378132868,0.03310784459618489,-0.020539818132894995,-0.01221875118653001,0.006065462357962903,
WNT6,0.014644247431636944,0.007202265472831818,-0.012203962812672341,-0.016282640864046342,0.08870437645781293,0.01166026378680011,-0.04338850968425341,,,-0.017926116068706272,-0.020505949533750175,-0.03955426270666486,
NRG4,-0.02006151254431252,0.013803373200543137,,-0.014327457664991243,0.07383272498716105,0.00485002266060214,-0.024260145127684277,0.002803461103480915,0.16459487895744085,0.046661692557240675,-0.013617265636435248,0.01698457827431675,
PMCH,,-0.03769579647759864,,0.08119907916276686,,,,,,,0.04505322255360613,0.0026812002111255948,
COL9A1,-0.03125333334326466,-0.0027139137990796086,0.004748148141262066,-0.014963983831176034,-0.01767620854689379,-0.013636521721620781,-0.037503630210561606,0.015987873003840178,0.1581229160803713,-0.002999693078264077,-0.04120812287632754,-0.0803096052772772,0.010604289503983138
GDF11,-0.06214714910638203,0.05486612419184392,0.03819793445612203,-0.009055003230929148,-0.013718958572642707,-0.07979960020379012,-0.12673577870982655,0.040593021770764466,0.04833496567150244,-0.10180593100755725,-0.003951893428267592,-0.05074009165433857,0.12504322524618564
RAET1E,,,,,,,,,,,0.06669465544391613,,
IL24,,,,,,,,,,,,-0.028255087139382136,
SORBS1,0.09225845919163321,0.028758357990247525,-0.0005640350890036276,0.03928840118119,0.02050143978055326,-0.024272809318213896,-0.01735572398267747,-0.03525624986012307,-0.08565665905173463,0.01759418386671083,-0.009819772824596356,0.009277198855276388,0.03162680144455783
DLL1,0.10842466298670456,0.031163440387148526,-0.011111950899703878,0.04391204744001424,0.020737175381459673,-0.032454789263754384,-0.06351798974316133,0.027310801579900762,-0.04533422228259838,-0.08093049258177532,0.06562779482633142,0.019212032047123323,0.06773645801938738
TLN1,0.015138568204755093,0.0543566877358145,0.026484739435163024,-0.013986506099775623,-0.1412305944030639,-0.046014393933956656,-0.1799804074281463,-0.08022738798364616,-0.303559761743652,-0.09836848893727743,-0.028896720975819527,-0.13050259507100406,-0.10231766217943256
COL2A1,-0.020534279176708685,0.023841089937454554,,,-0.018076515666875893,-0.015781703339488445,-0.022030163331375485,,,-0.016723851380302916,-0.019817721788619916,-0.03277068354045248,
SHH,,,,-0.012233378189209998,-0.012342035567353492,-0.029926555385653367,-0.032015157141785294,0.003620146555562045,,-0.015961121613664076,-0.029128934571811427,-0.05186837754252322,
PON2,-0.023813192568680534,0.10834307924150814,0.034730276886979064,0.022859522428450768,-0.0795786904833194,-0.05919094131475329,-0.2360817033237114,-0.10778179126570826,-0.10833322647968875,-0.09936434567882386,0.004784353214192741,-0.06580202391375492,-0.1064264418834046
ICAM5,0.12588449606479957,0.024898908280071748,-0.01570924095177265,-0.019066588186334315,0.3329910785713067,0.02551999192130587,0.06623399332940343,0.03629357471830979,0.24876769230100662,0.1144104029541304,-0.0014259221326797444,-0.008751284224431099,0.08896133842947805
HPX,0.12400252150560326,-0.0081623983991749,,-0.029765473393837612,-0.018961938552680357,-0.03380752017230753,-0.05299484212048655,0.010314551461718292,,0.020691019858379515,-0.031425108794881605,0.08064536832948674,
SFRP2,0.01712195215994887,0.006242619746054373,,-0.013932492028024697,,0.023398056878228737,-0.03250269977004479,0.0392176943427181,-0.17880776687693503,0.0032918653308651015,0.0663913354804867,0.02710335206151444,0.045428042908280994
CFC1,,,,,,-0.017776415720057004,,,0.17657271600596766,,,0.12634916582643446,
CD70,,0.0368125149438628,,0.02737078764559398,,,,,,,-0.020775599181012572,-0.05669582488683702,
HP,0.019441868148784024,0.04076697407605662,,-0.018078534644894242,0.002815706955116333,,-0.11363152950830538,0.04964752044533717,-0.0971552852226928,-0.008936953284700006,-0.020369940013371893,0.005329831767330119,
CXCL2,0.005498359162919721,0.009842381851272926,-0.019519680305268045,-0.058788371895126416,-0.047578634741025604,-0.029092035600762095,-0.06709403726850054,0.03879566086254143,-0.12302863289755432,-0.03159089584109486,0.06336382696666117,-0.027889910985110088,0.02226912987681077
NPPB,,0.002263658421707286,,-0.04357814723946364,,,,,,-0.020539819626814868,-0.013813199430288218,,
CCK,0.12802468838892028,0.0930117521074899,0.004745752390236407,0.0683695869578392,0.28561696538441433,0.08335246511310244,0.27038215778553853,0.12253262454773069,0.45239999880379095,0.18914584162092102,0.02898506181409694,0.14036329391401933,0.15517740954750647
SEMA6A,-0.06418793585823057,0.0475153725134275,-0.0370796866468486,-0.010003179443792011,0.06370439002985635,-0.04327269396220219,-0.20562254019161022,-0.018035545169402027,-0.15669349038579092,-0.12238338185043016,-0.006311899128577085,-0.09312638976466765,-0.08467213385395846
IRAK4,-0.0023536421769411683,0.0034247868681860187,0.024955610425451975,-0.012173419681612023,-0.06458872764864465,-0.027549410978864194,-0.09798565394182515,0.01953736215671415,-0.03810847674615126,-0.049034281151855715,0.026283367735831994,-0.08574230792670659,-0.06354329678856754
GSTP1,-0.033949773980393526,0.04547617618496967,0.0073772692083059095,0.018809875255638656,-0.14774223829229233,-0.05580010947666607,-0.21230769957120182,0.01826817712965373,-0.3450634782657604,-0.10969475028882585,-0.005003279994936457,-0.09773976555528885,0.03298726669280232
VCAM1,-0.03803516691208102,0.02508518955989696,0.016029143496322406,0.03774264058936708,-0.11536379383196711,-0.037309067525897736,-0.13336562595718704,-0.05415631357846372,-0.1220291892830512,-0.040708414488532324,0.004241854559390479,0.0025865354242778763,0.0944481950130222
NXPH3,0.04214645200217933,-0.019771693365097504,0.005107649487314228,0.04213800298938647,-0.03437042773400117,0.02859603383624935,-0.0677047152307126,0.0007304681437958645,0.07108772174270428,-0.020316054286341506,-0.003285912078324521,-0.003954486662370314,0.03301309234440383
MTMR4,-0.03355451330300622,0.00018289939043618017,-0.003473478966828619,0.06681243984071124,-0.035349840919212956,0.018407089630184798,-0.0036000186449055447,0.04191684595120713,0.14205367091510546,0.01970294678698638,0.009028633350255808,0.02363829922260233,0.05009538763548966
LAMC2,-0.01832010761817655,-0.035957507518211536,,-0.015925718092808863,,-0.046321769047555944,,,,,0.04251134698098502,0.03080835373311526,
IL10,-0.029065489593524823,0.0457411578135753,0.001570552325353474,0.02035737473397516,-0.055106404802129624,,-0.053440891822328467,,-0.17033006648957752,-0.018386058725607158,-0.012412144827277293,0.013365952278883743,
SEMA4D,0.04258984285735263,0.05682003469553673,0.05927820914882264,-0.05274177714918312,0.05322842629731241,-0.06199833212142694,0.006356235368013235,-0.06394938618895459,-0.17759771920162673,-0.019422656285107677,0.010345582257613211,0.002935693434194581,-0.0536586938797219
TRH,0.04401662460338762,0.012998482030423242,,0.042784086836507515,0.02036198338084065,0.01098196627494277,0.04913179036200124,,0.04996934867687071,0.014985031081764721,-0.015471709695438244,0.013376667986369693,
SEMA6D,0.0011018337058749253,0.06095781842772425,-0.010842824758822851,0.0024486652566478905,0.12214074799413817,-0.054856410494938036,-0.13392176510115136,-0.01075107918837927,0.08958498138163501,-0.09307115302385345,-0.04907500676097597,-0.14820532386795623,0.0716613213037645
CEL,,,,,0.01309252872020827,,,,,,0.022614789021278205,0.018095464853322012,
PDCD1LG2,-0.00020723533726405095,0.09940767412174295,-0.0315056259348354,0.005600919438512396,0.008964721966951668,0.06257901588489732,-0.07181148869903987,-0.05261728073279821,-0.1120963816480886,0.010373616736443528,-0.0008296376145917024,0.042336617792916115,
SPINT1,-0.007615264653301066,0.025028421028084842,-0.039271707330114966,-0.02456524273355058,0.04403907705001682,-0.04207492388834824,-0.05049631988150743,-0.02259656786621592,-0.06418906248358562,-0.026986776030673645,-0.025083453569355228,0.002356827428325345,
CTHRC1,0.0018773407551523193,0.0018892433445687482,-0.01830732140456084,-0.03513749408358708,0.045968641945445,-0.06764174352209455,-0.1012436279893753,-0.010099781716125095,-0.032651988527794544,-0.05759456094646029,0.04862150204242346,-0.015412221819586312,0.033931361959680675
PODXL,0.09984780562818832,0.08130636615566941,-0.013368570775915073,-0.012094645541658537,-0.10268736355452672,-0.05445192254410904,-0.15464289346989346,-0.01332410136355137,0.12249607927373644,0.009239106363133682,-0.011868683175858652,-0.03388726736494142,0.08734561751729508
JAM3,-0.018996973498873755,0.04321024174695208,0.03993622037982041,-0.025434779119963814,-0.02333851623865282,0.010542309852047625,-0.19670541129981495,-0.05081357659104717,-0.28139737996043934,-0.0815778830346848,-0.04421535900218312,-0.049039469490389266,-0.05893565502947835
TGFB2,0.010110161667438389,-0.01911680048390427,0.0382637139404621,0.02873333368257886,0.11452667477401474,0.021131970949789254,-0.18177346393199037,-0.06259741804227761,0.04710137256260418,-0.019240273353067987,-0.01849379849897052,-0.06754101059446406,-0.013651568103689457
