,MGH258,UKF259,UKF269,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
NTS,,,-0.020733217604162902,-0.035581688316522815,,,,,,0.0069575824473506066,,0.01393530491087408,,0.04838816756599968,,
SFRP1,-0.02645008131621793,-0.015589711476317535,-0.0006681384237723376,0.10110295665497408,-0.02111171727563915,0.02680178934628837,0.0061203537650739576,0.015248547346307267,0.002279944910416756,0.025480528932818266,-0.017428947039093305,0.02190746162172321,-0.003063036427890587,-0.026364101664461917,0.04396225920177523,-0.03826730447422915
CXCL13,,,,,,,,,,-0.03799079255471551,,-0.01079590866628035,,,0.06410345108113377,
MICA,0.0541072284478154,0.00773183533436091,-0.02348087709433846,0.05404556481456868,-0.020988583969890222,0.12019622366285768,0.08061903680839831,0.07111627853156265,-0.01925169694838551,0.0836834230434621,0.05379946193809806,0.03005725418558412,0.025180382686248014,0.08025276737343501,0.022078423056733496,0.028481897415831098
TG,-0.02105284883962548,-0.016823768627091604,-0.02035857585707691,,-0.01504568257900067,0.07731901975402877,0.032941245219056246,0.1081612106162386,0.046178413952750706,-0.022473578510026675,,-0.020251804090095804,,0.022561827140907667,-0.03934544024611157,
ADA,-0.030245249772441956,0.003733524767855182,0.017497031257594046,0.12562699264000887,0.012654310404901593,0.02191256901198511,0.03644597529035709,0.03243751502622361,0.06375558742974372,0.005061264890061506,-0.04100660935845637,-0.06064397070931573,0.05126334074955623,0.08006821604247083,0.01037141303411446,-0.03199574374933858
LAMC3,-0.045638971701172946,-0.03797174833421975,-0.024518368090031918,-0.0393538663949432,-0.03094837501623908,0.09246323969229324,0.006162393998833549,0.13092274187640854,-0.019840949537964413,-0.00029079381493560524,0.015618355443733325,-0.00644712751071107,-0.07621651915923357,0.05989879987521263,0.07339632743372392,-0.05380043628008765
CCL7,,0.08178493501575439,,,,,,,,-0.02534917356608138,,,,-0.019099853065231667,0.025945870217832654,
NGF,,0.04897576546777779,,-0.035581711744703766,,,,0.08022965964015036,-0.03951736967130412,-0.029276266114041726,,0.026610304957298846,,-0.019011353521947907,0.0287418972337628,
TNFSF15,,0.11409901757909834,,,,-0.032766242589858684,,-0.016149698420537536,-0.03990920223411569,0.08097127556339567,,-0.015280422662845954,,0.019941633215197745,0.06745792828135536,
HMGB1,-0.0027109915984231425,-0.04762704753046158,0.007765378509391394,0.06445449252653275,0.004444501200385248,-0.040882061817972784,-0.07504200933196054,0.0729711895402238,-0.016472018489726906,0.007177793875556068,0.02358738205283138,0.09995790492102172,0.04519810134735073,-0.057421866774334786,-0.02739880913529059,0.09976834328746326
ITGB3BP,0.01088923158466832,0.036993374356054286,-0.005079456551266673,-0.029518780854979037,-0.03330606428619949,-0.01506789136174374,0.025267958189342844,0.0711047720092142,0.019718127195058294,-0.030598689315944064,0.015413122488037327,-0.02566363137734372,0.03946781667516632,0.06598891728518068,0.01056540090999508,0.015231283575425456
AANAT,,-0.012324308122925615,0.03584102474278807,0.09718606728568362,0.056410314237062206,,0.03976895356349095,,-0.02769666781546654,-0.02223837786516807,-0.00942043840515724,,,-0.020208441048491153,-0.02687652454620705,
RELN,-0.017453369844384704,-0.021392238933703085,-0.02615580256294793,-0.08783237554526149,-0.02749264686268339,,,-0.0018581910135853502,,,-0.023267414549833255,-0.018457094601741653,-0.070298415519023,,0.020681191040706235,0.06959712156605641
IL15,-0.048646712866123626,-0.008413596427967815,-0.039688741142772536,-0.020939701866419788,-0.02303177174518541,0.029749967249982856,0.13034365250618074,-0.035388369382222215,0.06632162184167063,0.039269583728295865,-0.005025640072083315,-0.027202053264839703,-0.04100959324057075,0.0455518799909607,-0.018133475811965952,
UTS2,,,-0.0501911757875618,,,0.03140975476320023,0.11742309304800876,,,-0.01893760632543428,,,,,,
BSG,-0.04522180371028089,0.07064279022680604,0.055889306224885395,-0.09255588489292571,0.04779372343746349,0.039328661152341154,0.07358575300876757,-0.005234221964181856,0.01741513545876715,-0.003583314165319335,0.0031048064462620762,-0.05823574063575324,0.02930476373338584,0.00891292184905357,0.05506011130270969,0.08522702405676645
ADAMTS3,-0.03400132444422974,0.009242738727669982,0.02093352917905443,-0.053716118936174014,0.08185422332901948,0.1050802761803614,0.08457584490271967,,-0.012015413166359745,0.00569250333096064,0.026095822464674307,-0.019785094391461814,-0.04714903628744027,0.017127484771469675,0.05931763270440421,
CD34,-0.06607637255049437,-0.04801141377581842,-0.01258394658548605,0.011370782794614244,0.054025098315298954,0.056456078715793515,0.03604590180053139,-0.005466407039419718,0.1001070263239732,-0.029844535738977104,-0.04487327746239528,-0.0241397010086203,0.03694072887092428,0.09215828717816918,0.04613652070008597,-0.0001401931881774498
CCL23,,,-0.017313049176587082,,,0.3091939708850432,,,,,,,,,,
PLAT,-0.030320341718474263,-0.02592403005610796,0.03277918766151012,-0.05209861380981297,0.056359297987915544,0.07189149080046688,-0.022463693290909813,-0.04183351808184632,0.07741263178062809,0.017281005358134722,0.011000121301124582,0.012396871897689583,-0.006335773084793952,0.06165534263912042,0.031057771248754747,-0.07331416724935629
NTF3,,,,,,,,,,-0.010122914454957412,,0.01355026321936224,,,,
LTA,,0.059884718932462645,,,0.0056683558767259366,,,,,,,,,-0.011202329006209948,,
CKLF,0.0007457333150221224,-0.005101271080784034,-0.005474365561404883,0.011841591030750444,0.018222426461771763,0.03390318564065041,0.0380629937578431,-0.03341646396836991,-0.014425950554870793,0.045844540792608704,-0.005535877976534598,0.00792578227685368,-0.06193829311695963,0.07400715038739812,-0.03756001335400122,0.04528897060792017
CD24,-0.005831117234201663,0.0005059409485455948,0.022427371142558113,0.021802555014853835,-0.015355070200696581,0.0017222041615986925,0.035566883729728486,-0.03403619911103243,-0.008795470478747383,-0.022657209407520286,-0.03458730468547534,0.054725969817340125,0.004020728934653876,0.002055981048702648,0.03596348314576337,0.06213429411556325
HSP90AA1,0.010951506906347892,-0.017565887353949764,-0.0020757407269019626,-0.10779853674500835,-0.010379319581044278,-0.11193143648338336,0.033762227132472594,0.03208042759049043,-0.020911975989624538,-0.039471795209865206,0.03292688613391104,0.08117353978697003,0.002819996232557091,-0.14385211523334487,0.0030219181351395885,-0.09857125037703487
BMP4,-0.021666437811414623,0.0007699904425867647,-0.03717574035269733,-0.0323303484484121,-0.019625450772784735,0.023195902695597497,0.10984823891330851,-0.006705055043169015,0.014719343802102353,-0.045255485471213205,0.03258695346197587,-0.008160810335706332,,0.051837982935768814,-0.015497764070745592,
SCGB3A1,,,,0.006488783984265478,-0.01607126772519205,0.06007544876638155,0.04915283528711733,0.050647733041226384,,0.007462180143356683,,-0.007239112892886867,,0.06481504810549296,0.058455363475318795,
IGFBP4,-0.07078354143609787,-0.02314412049524195,0.010987316568869922,0.006269555955244673,-0.050102383749474455,0.03476083692241753,0.013209111500791416,0.013297299971482684,0.029452783923444036,-0.009051752835201795,0.017432675642048517,-0.069193101025631,-0.027762363276632215,0.07016906472802394,0.12645146535162421,0.11247739064629861
RSPO4,,-0.02386278362188665,,,0.10759675402401442,,,-0.04649500048204064,,,,-0.021370566561384606,,0.14251137304439093,-0.03389023284936449,
LEFTY2,-0.02084469346291527,0.039147858231373595,0.005183654721306635,-0.02045440115152685,-0.02843246851874316,0.05288112727600245,0.020285698517084515,,-0.0353939941801962,-0.021518577790384925,0.009670554492188729,-0.02906255865886727,-0.06349743011504896,0.05670249859828009,0.06573359593530384,
PF4,,0.1770540452738257,,,,,,,,,,,,-0.02719750987240422,-0.02654813705919136,
ANGPTL2,0.00786692403120483,-0.01618696268221312,-0.01110868968802933,0.10872413517235395,-0.00596893172809061,0.03754902905669938,-0.05139007076531025,0.048565320462745934,-0.015010616115758282,0.05789701047898398,-0.04635542919265019,0.03545505720227319,0.09081089702089398,0.09076716103509495,0.04861276426499031,-0.05093431896036969
LRIG2,0.006170291609626091,0.032362810582128074,-0.0054244922039414995,0.013076432168581105,0.0047181418412625955,0.02652932136573776,0.030969673018049083,0.0011900990024944994,-0.012596311456794015,-0.019374578561640318,-0.009773267115531649,0.07875054157161836,0.07323245137436521,0.08604239900719445,0.0030867012239173177,-0.03956232693977342
ICOSLG,-0.019879406898828514,-0.03815905895155181,0.014071675090733357,-0.006776643229649204,0.017794705469869967,0.053176624326615435,-0.027013728704141114,0.025981616071226264,0.040670978114298664,0.05700553361058049,-0.03169765254053657,-0.016871700266996203,-0.04833112895368947,0.0311972439168705,0.017392512867615437,-0.06018909207195994
WIF1,,,0.028000915029458555,-0.08150760922853054,-0.07691375463131207,,,,,,,-0.019866011612618067,0.056221926230576855,,-0.0037608361254914584,-0.0348953478275146
NPPC,-0.018426164175510885,0.0011530073367050364,-0.003168697494307543,-0.060778255112379546,-0.011899502007785213,-0.02731758967562429,-0.033099924160437146,-0.05788751179069531,-0.033163876378025495,-0.026343783382093013,0.08189638234944556,-0.04466756540397422,0.1403611136794563,,0.054503142722589694,-0.08387844039173772
LYZ,-0.035786011036525484,-0.050294336204106414,0.04778546979858187,0.03863722333690581,-0.03284443869758554,0.14426852933329812,0.028905329593947388,-0.03506757193883894,-0.027451136774620438,0.005842198023585982,0.021174597970443146,0.002959529905613303,0.0785490327173893,0.011305704372903186,0.07449679345002654,-0.006301704202674799
EREG,,,,-0.022027085605501217,,,,,,0.051919290755732685,,-0.026617400961462954,,-0.020201247976001604,0.003890225011640967,
SPTAN1,0.037534417637837436,-0.09258222940329407,-0.030960300626852177,-0.07698912985256949,-0.007286410668074484,0.023502070236235732,0.05714077406359594,0.054405559292944605,0.033699964088311996,-0.0016761492257235718,0.011849627587976527,-0.020126361897606946,0.08322896746663151,0.03497111295577001,0.054419470093429415,0.027322646790038513
PTH2,,,,,,,,,,,,0.03567406140043633,,,,
LIPC,-0.02695394866444303,-0.01907138923294209,-0.007966527240860754,-0.018248486498102425,-0.008663370286196983,-0.028967507509947844,0.12138936703389377,-0.020516411020966924,0.02887470171059756,,-0.052448348219131254,,,0.003268885024966794,-0.0177871749065845,
COL8A1,-0.009662369103930533,-0.039726354099979565,-0.05336286686562144,-0.007224248483767887,0.004050626307171189,0.07265523345254618,-0.03713751170877492,0.024358251401404886,-0.04965835856370885,0.015499722080853148,0.0450424513706013,-0.02090341956108869,-0.036080406034047205,0.07050268584145022,0.010893983287629408,
GSTM2,0.025758251439187994,-0.00030154007151623026,0.02281355649886758,0.05118771037843641,-0.020952057718006584,-0.056875829550204635,0.0108621126439051,-0.06021959300527343,-0.022872414285451243,-0.03797854059315619,-0.013362720384082637,0.06085805133192941,-0.015087670995091451,0.03144917976403417,0.09606558100678728,
IL4,,,,,,,-0.023292970734835307,,,,,,,,,
SPX,0.07117128825789343,0.010369480640036734,0.06636148259656073,-0.050550851030487086,0.0027310981299630654,-0.036214705375461884,,,0.09608238093950176,-0.02555820448390398,-0.03134870565172047,-0.030140736534802526,-0.02914089391911226,0.003499644253156243,-0.02314223481918484,0.007862828711477232
MFGE8,0.08202000321126127,-0.009622360462208688,0.016841011900352643,-0.04651249253545897,0.04486224607815934,0.05273768584291656,0.06541399158693303,0.11572881086040808,0.06232274726857538,0.004323124917995561,0.007392523201282526,-0.04419041076813321,-0.009349670728936159,0.09803892073706104,0.033622304970621575,-0.06396093851004765
TGFA,0.012956045447361376,-0.0066443524620189804,-0.004230355247312589,0.06258953361610357,0.06405945171650916,0.04924801556965435,-0.04247900427650433,-0.022509653337031078,0.004288342983720173,0.041475099406387904,0.005850427634044139,-0.044306894235881404,0.060923905809619344,0.058182851893566374,-0.0019005105027202211,-0.0377943071215922
SLIT2,-0.021666434344459657,-0.027223584050656224,0.05202775618405843,-0.0833243988089143,-0.045290490803774515,0.12657056975593972,0.02737806675254572,-0.038719002429616955,-0.03750541125891978,0.03493562406622887,0.0298437648280842,0.01418636610038646,0.0020280087637338166,0.051022479630998416,-0.002645846904375511,-0.06738349109556019
PLTP,0.00570975936529026,0.018420518801170987,-0.014157111723069642,0.06896464099519581,-0.08026968310157681,0.07410237167502091,0.016992640880245394,0.0047744038658137445,-0.06504677031006688,-0.020922134843996104,0.03936947473829599,-0.06419351159421213,0.009384050851724168,-0.004767507173348149,0.0721381337894996,-0.04341331539357748
APOD,0.06898319264539442,0.0019267933048291539,0.028750594537591097,0.06723779183625593,0.04979536440662896,-0.0773750317026694,0.048249618363809366,0.014356601172793462,0.012370546560348387,0.03181797817629707,-0.010652885062610194,0.02768827339663546,-0.01665569275984641,-0.07348109637287571,0.04808788054612972,-0.020930963328335692
B2M,0.009523838214205242,-0.047993919327641146,0.02976671616253613,0.13033935719043357,-0.029861900872290358,0.08313800199048142,0.08586033226621068,0.06727546342459438,-0.025086747981847107,0.06616990445265158,-0.0018416050633938423,-0.0320291062652066,-0.005837593546215696,0.032942051992799766,0.10662263277176692,0.07009995024538156
OMG,0.03201399886199428,-0.011199169330137664,0.02854058204155529,0.10897751490772371,0.07475941785985377,0.03932504473019533,0.04765504917581532,0.0689084767141196,0.05316671122664785,-0.0022071848140187934,-0.038747040576057955,-0.05265298367680271,0.07436219954949078,0.06653352425388716,0.009899642186597744,0.07559605601110557
CXCL3,0.12122478034185345,-0.022853388898755753,-3.559448230939497e-06,-0.027727066021651967,0.06595320682177194,-0.028153515641775373,-0.03932646135140136,,,0.03641108799291065,-0.011465831878293722,0.00010605888157211015,-0.05719446774924296,-0.02154249142391414,-0.00756180914753875,
CXCL10,-0.07325903839359203,-0.04367524651701015,0.021499031245049798,0.05837867436425942,-0.026358827305665824,-0.036349402235831815,0.017521921434504862,0.02510588743436499,0.02183436684283121,-0.010083019806002713,-0.04109153230549997,-0.02920091263152102,,0.09922676455720848,-0.061492240559125735,
RSPO3,,-0.012324307212298779,-0.024984983186836528,0.04667128876556025,0.061901075504048254,,,,,0.002353222598365023,,-0.05214463018024667,-0.041512039113292334,0.024542986100150578,-0.00679682857405781,-0.030038588788690725
CORT,-0.02105285324508544,-0.005881460241499393,0.004573632671548362,-0.03224811508307197,1.0403162977032096e-05,,,,,-0.028904766201050425,,-0.023873094366616082,-0.035874222507277495,,,0.12495177938112585
NCAN,0.08447873430730853,-0.02935036312718936,-0.05924615128553698,0.004234991326984182,0.05243796879784128,-0.035549807558535595,-0.03452839419935185,0.07269106903838576,0.04373415745958592,0.044562716080414726,0.05792125116738122,-0.0016524011000425625,-0.06440516744045245,-0.011513076425393586,-0.02483799669882101,0.021867929781534495
PRG4,,0.08072649506114729,-0.02164378353198592,,0.012353554398668061,,,,,-0.027764359884221084,,-0.043666664627889144,,0.05256084371917397,0.01755833525617077,
ZG16B,,-0.014117298670432446,-0.023367942462461024,,,,,,-0.030789422006307,,,,,-0.024168036280936993,0.0004513537340215029,
TGM2,0.012849903235422446,0.014711871145596814,-0.028559059202890008,0.012616495293980531,0.06731182486889425,0.05911259273380466,0.008785600798080192,0.061298502594783304,0.024754442970139134,-0.014988709186335703,-0.03722765352271574,0.041152497068811744,-0.07430622385410031,0.030428519200756954,0.05112325711435916,-0.024641860061648535
VEGFC,-0.021052854600612143,-0.02167872035586985,0.027169294651848898,0.19987373059158164,-0.020681559565653596,0.03658630065541131,-0.052635052982751014,-0.005952476657116539,-0.022519843014621926,-0.03262293013177776,-0.014139906981518811,-0.026183794896147264,,0.10349167904690006,-0.05263556035327593,
WNT6,,-0.016823769325623402,0.013942403377234926,,0.05622598245875864,,0.06876481516820154,,-0.029280743942789775,-0.026630081842012633,,-0.028362229482327975,,-0.014949286040000846,-0.02340247202040255,
NRG4,,-0.014803608627805056,-0.026958705433089546,-0.021546162793430884,0.01780393506425327,,,-0.03710851700442794,,,0.04710904885857726,-0.028220387618376093,,-0.01938261823951033,0.02529931269215733,
PMCH,,-0.00615315716397366,,,,,,,,-0.02576569000689373,,-0.0162481340375146,,-0.02047846813971235,0.013965585829997101,
COL9A1,-0.023876422644337703,-0.01546128875961109,0.09233660812984307,-0.036095761455332706,-0.027492657407861176,0.041297577916188905,0.01731424401369014,0.038493386877446294,0.0017603901593620476,-0.05039959016470909,-0.04767613655335402,-0.059498804818392585,,0.04157480176908667,0.0909753679170216,-0.04887275010076631
GDF11,-0.04324234713719316,-0.03432384144151479,0.005085481691887087,0.02199781889817498,0.08491513123222237,0.017449084156259804,-0.06985592506295224,0.12163360536436411,0.07605170167929967,-0.06192349864442674,0.008979362551512125,0.016685670118261487,0.026219063962910745,0.04392043414500504,0.0060529459724378695,-0.014784415596557418
RAET1E,,,,,,,,,,,,,,-0.021262594491525386,,
IL24,,,,,,,,,,0.004245870067119805,,,,,-0.0393454176528615,
SORBS1,-0.04024476119747691,-0.03089886492754731,0.05119012077371853,0.031125871625831424,0.10498023854572705,-0.05649138527784139,-0.003789020062904147,0.048457278057029506,0.08340189687249919,0.006447194829584666,0.039220111803394575,-0.02962944756465362,0.03431530806249112,0.03220021435196048,0.05220413455440409,-0.09954438787784181
DLL1,0.008310585302422572,0.02314179144182548,0.05493846425775562,0.03637953632901475,0.03619754202199073,0.06359847682406015,0.06398385648793248,-0.013039225662529312,-0.014391903262453019,0.03637170341318261,0.0009862284259124902,0.0010412502764998793,-0.01890478030998086,0.07144367884036208,0.006056124637276368,-0.033838332067708574
TLN1,-0.02620805782651177,-0.0033083348308591927,0.02294442616388289,0.09454903364976062,0.043317899934128636,-0.008052960316402805,0.0023263915260915194,-0.013414101573423627,0.07224670316387388,0.008091386466311842,-0.004794072487507,0.024905462904178752,0.0724305476847993,0.07938889026627997,0.0714469296051055,0.12156087921526258
COL2A1,-0.019774013273546866,,0.09667833612914474,,0.0035786922471737,,,,,-0.02104330136191343,,0.011965194840414587,,0.029512997824503732,-0.03170766034858431,
SHH,,-0.012639935649679128,-0.015704735425909073,,-0.016071266320463202,0.07900238508608437,0.0816794397377698,,,-0.06611555690975182,0.017311091133457367,-0.030828287329370464,,0.020364743275163622,0.023419679858573506,
PON2,-0.07249133520584031,-0.021671962903353912,0.006388945005496642,0.03801196940664718,-0.02260794712323539,0.08014332991632671,0.07124786314373079,0.05196418091828649,0.05281822977261635,-0.005987182094164372,0.05205295816173157,-0.06627787618636861,-0.11559474729274469,0.04736274961643132,-0.002375005611101159,0.011538595377196884
ICAM5,,0.02518287067241661,0.0626470746867259,-0.056008434184846835,-0.03138631500270014,,,,,-0.013378686738220463,,-0.026582328686950308,-0.08682391645442203,0.0071757701269394856,-0.01752629368652993,0.052718903887428004
HPX,-0.022460947910391486,0.006011558162362877,-0.002137064045941091,,-0.005397358844387386,-0.002271049073605192,0.07395872967530494,-0.027560119928511945,0.07108933614505662,0.04345140011539648,0.010701967101834731,0.052222380632018624,,0.05171126335809085,-0.010673345916642039,
SFRP2,,0.025261844414602906,0.007534861887579676,0.10319386440735075,0.0538256501625466,-0.014861590777854043,-0.04643302268439908,,0.013877755819806782,-0.023956497366215034,0.02552929620931808,0.007040782446639769,-0.07076581264149762,0.007543485596374748,0.017168166325937553,-0.08206261068192464
CFC1,,,,-0.03759894703270485,,,,,,,,,,,-0.031140912227879316,
CD70,,-0.012706685954289277,,,,,,-0.015053609040049355,,0.04966568238243912,,-0.011845739240961774,,0.025357270256959663,0.007988118807489616,
HP,-0.039236043342436105,0.010821953722050939,-0.0016105111096445144,0.08034743306895951,-0.02374642724685117,-0.04987030240900757,0.07734755312448618,-0.048238604846577465,0.04703750574583238,0.021798084797342777,0.04778585319171458,-0.015323930035200745,,0.0004831266229229351,0.09481133646774789,
CXCL2,-0.015611756735460386,0.0012842685080970396,-0.015378103209812569,0.0799505681242766,0.02113560194748228,-0.03599697970563558,0.027883689365798298,-0.03655784928649701,,0.04661215562998241,0.03776529736951231,0.01181234564102896,0.04187177423561844,-0.038970312608824546,0.005304258696524916,-0.05423195381005693
NPPB,,-0.024424230111259028,,,-0.020681561069882733,,,,,0.06790194441130261,,-0.024284515639380715,,-0.01966150755751773,,
CCK,-0.04523951989711033,0.08616597874174332,-0.02854891934220363,-0.11050598321423187,-0.028550099975596377,-0.0022182343474854214,,,-0.0017181977964304063,-0.032189413989270735,-0.007089024677370874,-0.02411685610662619,0.005276085503482468,0.10748939057744672,-0.01318787083422031,-0.010136501879865308
SEMA6A,-0.000528570799397022,-0.03329033538822866,0.029698649691553954,0.1728774992757188,0.03951841579621911,-0.023108452923386553,0.03199513820135834,0.113935650953096,0.05255353031307341,-0.05023790656762376,-0.017918682329048963,-0.008428965262204794,0.08914095304538441,-0.020674090977791337,0.028988837352680555,-0.02364775147562651
