,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.02390338497959247,,,,,,,,,,-0.023331101201708223,,0.078322141996849,,
BMP1,-0.003035250602949368,0.032592775266276554,0.0414023953493002,-0.019905281069366378,0.018045320176148686,0.085966956925566,0.05816063460509442,-0.006768096996048601,0.030186908394899625,-0.019783656263491874,-0.03647996131901355,0.01898544826830364,-0.009314459466802828,0.03972767513474458,0.17430060753979718,0.06995437248700884,0.11038057767771395,0.07380544562525841,0.06368213245836771,0.04023579484171851,-0.0051140409188115835
NDP,0.01270866298123736,-0.09069293025857716,0.045003750391716675,0.03363314729788428,-0.03343557482233291,5.270874866215537e-05,-0.04694752319375151,0.06400247681330769,0.0029574111036128805,-0.049514492050438536,-0.03755723394002711,0.00768349940870627,0.06366075424043413,-0.004260520302143256,0.052278556063800226,0.07460983857160679,0.020321516758511928,0.015295113934210128,0.0034848073181399475,-0.02584013605657551,0.08264587810006449
TNFSF18,-0.019279987219288242,-0.0285920185743568,-0.04329796528422553,0.031877502961069504,,-0.013697615713110666,0.00803785908260673,-0.021196035960501573,,,,,0.013800875777765747,,,,0.05905292895103952,,0.03091733426235876,0.030950426289564716,
IL36G,,,,,,,,,,,,-0.018234099818190512,,,,,,,,,
RTN4,0.014996338704868281,0.04827891640070027,0.0889599505958578,0.015534849607413984,0.024979362600038666,0.06176171038458037,-0.023320654916992378,0.067050077115128,0.019791349348098033,0.06987349214125811,0.043302123133197604,0.04057507145296352,-0.041776546222499905,-0.08998106627367798,-0.038763837891655134,-0.05195129185132865,-0.08714852835756735,-0.040672345020728265,-0.004193493966388852,-0.026570849525203118,-0.023531998364262903
HEBP1,0.007496572000190072,0.08001440075744898,0.0699838197680668,0.017262899599231357,-0.021859074123748747,0.07121986271616985,-0.03905715862326117,-0.00926996659989983,-0.000786627193770376,-0.06288297281196956,-0.0691138875149335,0.036235379122144556,0.012551285787293563,-0.010827857163717737,-0.05017528403333525,0.0401009363822465,0.0049809468733045354,-0.025336851816894712,0.015416444889756097,0.06719654765415144,-0.04178101421809935
WNT7B,0.09162484446521604,-0.027315200584407378,-0.027895550452149344,-0.02598609985839636,0.002052811295019896,0.01322048369532696,-0.006374094802463643,-0.022487473743751596,0.052503407474000174,,-0.002938402306072724,-0.020041377023372775,-0.010391886287497034,0.031224594724302602,0.02936085840490497,0.05656953176828739,0.024659159041283834,-0.036602699983148114,0.038887774280491484,0.009533916103677957,-0.03860986346950745
PTMA,-0.025486396498747045,0.09651504946090074,-0.05264806855200766,-0.05570226270292696,0.038983214256930375,-0.01130909121315247,-0.04925387058322021,-0.006706067669764141,0.017316633986976884,-0.15569258552421245,-0.013727054177104866,-0.0214536491864996,-0.06327485558882166,-0.09608222345202998,-0.07731430614248712,-0.05465871302238266,-0.0855161582679275,-0.0007574830452409079,0.009629654676405287,0.05783376529037489,0.024458143193427654
FASLG,-0.0169850696758353,,,,,,,,,,,,,,,,,,0.04485352678576007,,
CEACAM1,-0.02358391789291431,,0.010066085010528993,-0.0038222875181080063,0.06100355445003768,,-0.003957817739329201,-0.0002797183391730948,,,,,,-0.02887106294327727,0.003804492733841383,-0.029190169790930615,0.13504642913605736,-0.024293744317519513,-0.005017734475299533,,
PDAP1,0.02377226905104384,0.037699057703330645,-0.0660687359247939,-0.00887554311122318,-0.019708298977872643,-0.02220234132248607,0.0463982997237335,0.060839784736218455,0.002848640508385265,0.060367500827224474,-0.04606987288805568,0.02259792431835118,0.05538505079865026,-0.018473922935534567,0.005888727104723633,-0.013244995622435253,-0.007505323320805956,-0.01952199960820467,0.035486467115701685,-0.026091709039649427,0.009815676370524015
QDPR,-0.029233080888555536,-0.05632257998789476,-0.02235932406512608,0.005186783757120597,0.012778048216371329,-0.06335793039429893,-0.0936122147091896,0.0005784779034201183,0.08371885696391396,-0.13254254116699096,0.0875860530185204,-0.013121435114277328,0.069913517962529,0.18659527191822348,-0.02375250319669798,0.01978737149253738,-0.11269457740114479,0.028362030813014007,0.06679306704500779,-0.015164575234708773,-0.08735458020955567
POMC,-0.037744299183357505,-0.05398650269562435,-0.007150855643587084,0.004070452267593135,0.002796434106621684,0.12164670602443782,-0.03033827061554375,0.033550693208783976,0.008856063612685379,-0.03159369296850583,-0.03540755487764017,-0.03906675429598782,0.1017321971005074,0.1294369032039778,0.0064080553112451305,0.024427726390291043,0.014017939961395538,0.05610998348456445,0.148338714342744,-0.007770259827548766,-0.05780838586641257
CCL18,,-0.006435336278060708,-0.013612757682168538,,,,,,,-0.06700872032339981,-0.001574634324178657,,,-0.07689507424401354,0.09604627467570889,0.08186828126377219,,0.024643392495484952,,,
CCL17,,,,,-0.03033618322420157,,,-0.016078884880661285,-0.02006889299466975,,,-0.016657367849835354,,,0.08687868576818028,-0.048674222571050904,0.03459261773121333,,0.08732541558468329,,
VEGFD,,0.05227874453817502,-0.034389751561556096,0.12289986848319659,0.01029742453828238,,0.019000462815997342,-0.028164878356531732,-0.014720775713253422,-0.021864754672784006,-0.023922775370964225,-0.017852217058932505,,0.09083939080989055,,-0.008910996583312064,0.01614206121650724,,,,
TNFSF13,,,0.040547624603646616,,-0.020925220244225547,0.03339523020499304,,,,,,,,,0.0665250400947739,0.029981738794248498,0.028571287907088294,-0.013053092712557755,-0.03089161606345021,-0.019417442340019207,
WNT5A,0.02698834852084762,0.05027470760982163,0.033864901808280674,0.01826592712732052,0.018733551468364477,0.09745842354304171,0.006703920557966173,0.01276500730119103,-0.008479884349403959,-0.06367860872067022,-0.03828591944804113,0.04970833540718061,0.06110935732781798,-0.0372171560996243,0.08256797668045186,0.04025548426604549,-0.031158337013860702,0.06941073427786505,0.0722193207314078,0.07941047968873835,0.07413665869584041
CXCL8,,0.13087934302039322,0.027909754503973486,-0.02674565063361153,-0.028044431536644963,0.003842895367017429,0.03394005576477051,-0.03783871843788403,-0.013708626424789254,-0.03916445289900179,0.01921642825637833,0.0008984056654195491,,-0.004977344412948609,0.02556617800493075,-0.0015158330092649372,-0.04367350172095302,-0.02435048923678915,-0.02602775420605521,0.10444787826310194,0.046361075082515586
GRN,-0.06770336832666812,0.06380536740395994,0.03518037893581956,-0.060825465520082854,0.013855322220376602,0.0109291014612789,-0.05067897965765343,0.029670817675416076,-0.013155310307104897,-0.09948744301885712,0.006044116155793751,0.04193840320090703,0.07562006261222705,-0.02683377011997452,0.028948909510718643,0.030619603493135396,0.036323662560820626,0.04929522582464092,0.043669242596031235,0.001669482124553448,0.14708395350144843
MIA,-0.0006054742522766359,0.03209276549717968,0.017446376054551755,0.028660896367389683,0.06278006411600423,0.05458201911535712,0.02704724043906503,0.02610652586813339,-0.016741782207327048,,-0.032443581199460156,-0.010411842160389161,0.06066948456897411,-0.07440007030698946,0.10312570145607142,0.10232254977978358,0.14975890289797653,0.02530984687301736,0.02928271471054702,-0.018251547564460322,
COL4A4,-0.019670780304333193,-0.04349111763128417,-0.02460504551045475,0.019244665130706447,0.03379467015278996,0.003966497128952699,-0.02355501166464327,0.002323734069984826,0.04294989442253297,,,-0.023716853555974915,,,0.033663142349111594,-0.004648654938253498,0.1451793585436212,0.08051911623758481,-0.022751751507274685,0.01816506348406511,
TAC1,-0.016985060434957754,-0.009326222171093537,0.03829084396825032,0.02972932919631099,0.02525455441815614,0.0011783537741902107,0.04054806156757312,0.0326414429272857,-0.004243208021220585,0.13025546453415485,,0.0283112770141747,,,,,,-0.01311808199183855,0.019720700561707768,0.03323365393962463,-0.060174380735772894
RARRES2,0.0307894921803826,0.012067493067737097,0.0006850792235342458,-0.03514749306459397,-0.02630249056137399,0.04117201920241846,0.020725797493004485,-0.04476012255976568,0.04700109537779197,-0.035348268905418354,0.01270849176019857,0.01707995068731791,0.08760992366066242,0.0183398603203535,0.057366009298106146,0.0439316923688901,-0.0013747786168811548,0.07457491899539978,0.0032133671117176342,0.04234812656728217,-0.0712553631636799
FGF7,0.03181143919551968,-0.037389940500115466,,-0.03223977267754366,-0.030261190471409637,0.04949113133880492,0.03651150732312738,-0.02935258405009357,0.0019335702917031897,0.007225436256963579,0.07065828013326592,-0.032122377451499685,-0.03157183177229168,0.0673313216206586,0.02175917727736007,0.05116728541582477,-0.026504002457833787,-0.057276283038770075,-0.006665481655611755,0.04509620453501716,0.042421990830379896
EFNA2,,,,,,,,,,,,,,,,-0.026059599709441862,,,,,
HBEGF,0.017740804855936543,-0.0055664359970466915,0.11676710386250205,-0.023197500440731822,-0.0435535120531939,-0.013404522152845948,0.020976632994149425,-0.024932774617230057,0.001081096920053033,-0.021073143416095164,-0.004957567856423277,-0.06364966140405401,0.04696796234978447,0.12811718720671372,0.029466416863879713,0.015704088329421155,-0.06805253180978316,0.03570815525023553,0.04874073644499474,0.09294519515594327,0.0077762313398465005
CSF3,,0.10003351418340875,,,0.012045726068809324,,0.03669826003889489,,,,-0.03593981315539654,,,,0.09285120634179403,-0.0022689071713125598,,-0.013803096934512255,0.05253068189761275,0.008565863350277375,
PI3,,0.06920544443106051,-0.026208760368391478,,0.024105068034392895,,0.05638153909408724,,,,,,,-0.0025329004982672368,-0.016042760417325684,-0.012536072325051436,-0.02613623943472713,-0.02210457789239839,-0.03385715604773612,0.0356737086419705,
PCSK1N,0.05723322368794791,-0.06331613222682225,-0.0230456835955611,0.040158937976320176,-0.013711471731487521,0.07160618035369316,-0.03026880402152309,0.013948397039494366,0.04119338549681853,0.11095751655331734,0.02969204715474845,0.022299193928734837,0.0004340076222481035,-0.01548349478836389,0.03963413200214998,-0.012646200872370663,-0.050299040859481094,0.004957965028376231,0.06368297446819539,-0.051467364649500844,0.014593695175620458
NTS,,,,,,0.054983197762034516,-0.030630598227067204,-0.031529297217563736,0.0029281989130959434,-0.01968530275717684,,,,,0.006476881075839141,-0.045939910271422794,,-0.05151847616658584,0.0015257886065410899,,
SFRP1,-0.02471369197187137,-0.047551218622372195,0.04329452961088454,0.020468374608578685,0.05262409857565956,0.021324175984173563,-0.0018054859081806233,0.0260777726061687,0.03644642434489899,-0.08509487073394072,-0.008754794598408545,0.0008300319033180993,0.06550378176144837,-0.09223161275829632,0.059158615423890115,0.01824195010982577,0.03752408621382993,-0.03822204445579304,-0.0050517413623269915,0.02096990614826083,-0.00671042338851518
CXCL13,,,,0.03705628822745553,,,,,,,-0.006121800427920105,,,,0.10641311421038342,0.0736334374759453,,-0.014158400162707922,,0.07809120677988528,
MICA,0.022568741105733245,0.07494758505807367,0.057276721830057206,-0.023859673458431974,2.5380328625642318e-05,-0.058765335418212626,0.04846381820409412,0.049381548770190464,0.00649302272556495,-0.005311256087367792,0.0108551366961739,0.035448169928531684,0.074945535290651,0.09433918415848352,0.062388162878160125,0.07902686008825817,0.02042820149146026,0.04132692357383652,0.05878017737822998,-0.030268894095300387,0.03498402324761782
TG,0.004051539551099144,-0.017750146201862292,-0.018594779488732196,-0.02711814725352227,0.014762846826235744,0.08529141111583373,0.08614247037317527,0.017918420555196466,-0.01452377070864375,,-0.035124039260315945,-0.02502171691400883,-0.03690189805119138,0.0653100227115038,-0.0372573366681826,0.08501418116818148,,-0.028664309193581473,0.03372242080635945,0.04722617920354475,
