,UKF248,UKF259,UKF266,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
IGFL3,,,,,,,,,-0.01611380020118038,,
BMP1,0.006498345915634668,0.025602711005414697,0.003448921992190796,-0.06769669876499015,0.023467430944696163,-0.09261612049739602,-0.021652748660644778,-0.05701028101388255,0.018000871725486162,-0.073809128350655,-0.042416282162733195
NDP,0.05223520503999492,0.020430180266484105,0.0622603347568132,0.021254341288828547,-0.03678606158692449,0.028415832169748446,-0.014603955257446882,0.05717606114931126,0.0455446836108286,0.03950081366762228,0.004295338455063953
TNFSF18,-0.02222559251645256,,-0.014453491759548905,-0.015456149998747221,,,,,-0.016617877722200886,,-0.035934938389699606
IL36G,,,,,,-0.016974026452032928,,,,,
RTN4,0.009512245276257665,0.06538833582871414,0.012040386491099928,0.05163471851311659,0.01726101977976767,0.11190029341921445,0.0573082157720681,0.034554316754361436,-0.05385340638342572,0.015878576045413668,0.02230084645298448
HEBP1,-0.012756489915551875,0.02861502004337279,-0.025164957582357428,0.007748414460120393,-0.0073504781442693505,0.01959070648438466,-0.021862846223391505,-0.019980647677774313,-0.003154577527529866,-0.014094750693895649,0.08245741967783322
WNT7B,-0.041619311696072865,0.09291703335737794,-0.0009883419728883795,-0.014754980751076178,-0.015511129868868509,-0.01865641118134742,0.03509509872045394,0.0353136804523756,-0.03474932666844931,-0.02724023100471165,0.018829465782313266
PTMA,-0.013648244351734272,0.008710692490854407,-0.024175675283713394,0.04542109580832872,-0.043906646711678855,-0.13111848144235394,-0.02014281151244427,-0.013989748802859355,-0.05523974681583965,0.021115450807438332,-0.011416196081248269
CEACAM1,-0.005238593675790157,0.05509593289318806,,-0.02430884176701222,,,-0.024907859746571236,0.03938290729265611,0.10430825349721157,-0.018079737491586968,
PDAP1,-0.06719391928426947,0.05989798375757889,-0.02801174313474008,0.006242765589384822,-0.013713477287278083,-0.032554646874188596,-0.009159064464288507,0.006445812132110299,0.019009763646311188,0.051371709819105396,0.04295653402028876
QDPR,-0.025132795508900057,-0.035489713407291845,0.001743536116565283,0.08138761181403777,0.04626274612085865,0.008065134181112559,0.003010966861926704,0.08080200022012345,-0.11078226095405642,-0.016621567217810333,0.037052541835326656
POMC,0.12647181250423692,-0.015259519769730976,-0.01593835122765044,-0.0023661379981712825,0.022843046481522654,0.0032933098147416196,0.0017989459129542117,0.01085976141717752,-0.010560596809834562,-0.0031791594936468725,0.10802019321561782
CCL18,-0.026366987432832424,,,,,,0.024630231751400885,-0.036500417037340846,,-0.008627545801592515,
CCL17,,-0.01669895499252087,,-0.01927682826841123,0.03944975633071425,0.006065904604623122,-0.017670920915892716,-0.0028691969103923636,-0.02124511475127994,,
VEGFD,0.026121314127174864,-0.002317469731248899,,0.06048840624625881,-0.014082281001037308,-0.016618533824381842,,-0.014947341050243422,0.021965084187724596,,
TNFSF13,0.048870934759884875,-0.011518565420192398,0.06539405184287553,,,,-0.03390784302455587,-0.023453923474611005,0.06538014511779217,-0.020302333453208796,0.04096997636704289
WNT5A,-0.012958458440056912,-0.05664575007653951,0.007710861093316008,-0.026029900616252735,-0.025369515019749263,-0.016254125752837235,0.03235400870326214,0.00417796388799997,0.03291810217811284,-0.03645825396363638,-0.08310285198260667
CXCL8,0.03200762717347064,0.013161008911302941,-0.019938091067504146,-0.0010731820497329877,-0.013114032386100543,-0.043226311206319604,0.061520744653773406,-0.0900761924983859,0.03533832707270021,0.00017605604098224715,-0.03043483757766093
GRN,0.03246484125632208,-0.051725076758314795,-0.01585525974763259,-0.019413341313202558,0.012760817066621648,0.00017880170092463883,-0.015867663410513218,-0.0008395452014130901,0.08011572428674657,-0.08098264997954278,0.038094339549778644
MIA,0.03645103376560032,-0.016676008271477832,-0.025345207594538437,-0.02148227814673541,0.05583119046497154,-0.022759843659351058,0.010270390808599407,0.006896884926603869,0.037980714272619336,0.0034140870967979808,0.015638255608666454
COL4A4,-0.020871607403231646,0.05566046128478445,-0.013336434282911548,-0.020125605111678633,-0.00520274582750856,0.008463514627699939,-0.02699594439276809,0.046221006047428966,-0.032726381924945494,0.04642499584374571,-0.04369132670766057
TAC1,0.024873597832801665,0.03873357266304052,0.013320576536114768,0.08285023927729336,0.037174332325373836,0.0802341608816072,,,,0.041152814259645364,0.018049452312328348
RARRES2,-0.050745567006024214,-0.08506137303985538,0.019150192148843753,0.03829435069955496,0.007315993812803219,-0.03791148538550819,0.04968377382007114,-0.04830184921308031,0.06269366025320648,0.0644552269522523,-0.007434579783651274
FGF7,,-0.02960044710095669,-0.0286938642583186,-0.032569363125239316,-0.023190595556350432,0.01470442010999833,-0.02954919471932728,0.012991711826395703,-0.04426689760133415,0.0005522744450222156,-0.017980676526362087
EFNA2,,,,,,,,-0.01420644734619767,,,
HBEGF,0.056250487843762596,-0.02001819557146684,-0.016207895664176585,-0.024667050416331816,-0.018596796238955507,0.031810468421573736,0.008705253257619538,-0.022824660628698867,-0.030119727751539718,0.05304364697456898,-0.10571907108517127
CSF3,,0.08284545664170273,,,,,0.11873612716894565,-0.06713491232809594,,-0.02591977336221085,0.026196361140792365
PI3,-0.0277391824577829,0.027003468248697326,,,,,0.08397162738384904,-0.056195474553225655,-0.0180511899811471,-0.01434125713690255,-0.018917032526910984
PCSK1N,-0.019890988335469515,-0.014332758877877341,-0.0011050382536219247,-0.06680843205530841,0.00648334022930416,0.11024057481532754,0.021077700166367203,0.006634234079806594,0.022830510995710068,0.012585016539410023,0.1310161236638033
NTS,,,-0.01628075611250378,-0.022991164388372586,0.00675695506813657,,0.04824601086524891,0.05519996181186676,,0.026958436047660555,
SFRP1,0.026624566437954106,-0.014570483705542333,0.006298506809181722,0.03553682917502895,-0.00455273409933141,-0.018310431534007382,0.05943819248971863,0.048907006449901744,0.02211536930103555,-0.0209339284575169,0.021925157850544708
CXCL13,,,,,,,0.004532572565923318,-0.036500413065073414,,-0.04228054415153805,-0.037278405338355226
MICA,0.056974817748154806,0.0947533749361728,-0.001483788790105992,-0.009660556788452528,-0.011036091506346862,0.01905580464361515,0.07135489490003716,-0.007491368104870644,0.0171492554360531,-0.01884728779805859,-0.012152155043955644
TG,0.019228486158832398,-0.015723860381844288,-0.01879228437726563,-0.0053882457822856935,-0.013893820835108258,-0.023292583072840347,-0.004006887089698955,0.016204985177576157,,-0.02133237177539171,-0.04108099559634222
ADA,0.03915737554502503,-0.008037641287715532,0.05428247569952591,0.009639923071122585,-0.022564682378031053,-0.05246303364768643,-0.027939436672226755,-0.018603155276472293,0.048030061592370346,-0.026690972152853015,-0.06971252210112147
LAMC3,0.05323718251199055,-0.004652744744941879,-0.019312851579291412,0.021474228438054264,-0.0049791128186390966,-0.01907454355237267,-0.0976575376449231,0.004399081403056742,0.038402625319709796,-0.026347491112530548,-0.05092317557993399
CCL7,-0.01677163143145544,-0.011368325933600886,,,,,0.023484059922316787,,,,-0.029320824606154688
NGF,0.03447153477272962,-0.015103670962138589,-0.01793287970649657,,,,-0.030587635819809323,0.10265983380828936,,-0.0069903478240197795,-0.052084833220299775
TNFSF15,,-0.012659186944763503,-0.02177444744373626,,,,-0.025819547394024832,,,-0.016095734270329336,-0.05086413341095327
HMGB1,-0.027056756706427428,-0.03325346725285093,0.012881139955680259,0.02955117302394575,0.03986373140246961,0.05496946405678547,-0.04215956979894998,-0.02471587261934398,-0.05059589131196507,0.012897382743034126,0.0460990144081955
