,MGH258,UKF266,UKF304,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
BMP4,0.16532451082893898,0.07569483764180691,-0.004005779973349132,0.11569509148123544,0.04176596323092902,0.0013189135450501059,-0.057860745674977856,
SCGB3A1,,0.0018720616199955596,0.016572243671537226,,,-0.06060663695965261,-0.02832728207406886,
IGFBP4,-0.02076013255501615,0.057663896994696054,0.07434323387538287,0.026095354722111067,0.026395645003259628,-0.1258393251675726,-0.07662870464556183,0.007226477193085147
RSPO4,,,,,,0.07740274600472423,-0.04505878436490934,
LEFTY2,-0.019476283008395216,0.061060900825654456,-0.02317332852796585,0.02482481268090168,-0.04212557220885691,-0.0033883561927523067,-0.04191237709462849,
PF4,,,,,,0.09146519652170323,0.04061792855056361,
ANGPTL2,-0.006410334644639204,0.06802517876388472,-0.005731423332516833,-0.05443162553072084,0.027256560374125736,0.022456873488531127,0.004913939166340733,-0.10450633015809975
LRIG2,-0.01188017853969076,0.08297392940314387,0.024701070692197208,-0.008499752062278973,0.012051843815326925,0.07464285487036007,0.048058522517770215,0.10395024733212256
ICOSLG,-0.04058458664045671,0.09106982551272892,0.06983123157602047,-0.002936148180220862,-0.0036006964743930834,0.00031777177796096914,-0.01121549585953978,-3.949831018212044e-06
WIF1,,-0.04321681005163501,-0.006811856682742299,,,,-0.0647694159683925,-0.0806077771169373
NPPC,-0.03121213810783265,9.858169534849097e-05,0.02225333796343099,-0.02526072312379923,-0.010297826644491522,,0.005651515538288602,-0.08111425072555611
LYZ,0.00412310344143128,0.03819901183558883,0.1415085803793303,0.04938884803504549,0.05386593452501162,-0.037428475537547704,-0.07837705615058456,0.024770372119958788
EREG,,,-0.02383858291969088,,,-0.008608825424212109,-0.04063741299736946,
SPTAN1,-0.0006395727231151104,0.004218695153466698,-0.05084627053547063,-0.006420291722106372,-0.035151838047267854,0.06915358710006476,-0.006805557972982621,-0.04737952517226806
LIPC,0.04916750018079668,-0.021089218122415005,0.055042956989389144,-0.05190256485926171,-0.0026665320375171813,-0.017180539884288644,0.0357686847850663,
COL8A1,-0.033555887129388305,0.08917731991698885,0.004758507571694624,0.01746874149522888,0.035730935473663246,-0.011812616236312006,-0.017693964429668998,
GSTM2,-0.05624018648896935,-0.017936859164634156,-0.02217917710192126,-0.01870227878770799,0.030155869409937856,0.05290577745181063,-0.016953816847327288,
SPX,0.03587667185000121,-0.04559341495259437,0.11178292817132336,0.006563672906059999,0.032441579112194065,0.05150781564106414,0.03361830103674371,0.04466070477340058
MFGE8,-0.00022532882530926947,0.047765708485919045,0.011565106286538942,0.0019672205232724753,0.015906046331980398,-0.057900287775136186,-0.010011781533377175,-0.11588023782875959
TGFA,0.010134855110478881,0.07495331838425297,-0.05745014571810219,0.12044581530486283,-0.04168223554724042,0.03495028058977174,0.05549239441362096,0.11026088010080985
SLIT2,0.06984157101683786,0.0018371569441465389,0.01929539953803758,0.02040128410829738,-0.04190991114411943,0.014567510909874529,-0.03226306048082173,-0.0033865354111580746
PLTP,-0.021048987880855435,0.04956335016009518,0.08414985270683797,0.010699723928142476,0.019041802870134614,-0.004120551861065106,0.0073421077411217235,-0.06607773448213654
APOD,0.09724096520160028,-0.015949214153646786,0.009749842283081447,0.0373268464156411,0.03197395443736615,-0.10956125384614554,-0.08281807988131874,0.012806817223937304
B2M,-0.010789143885658655,0.06491933419548838,0.0942770548760989,0.04469655468294786,-0.012541606109589253,-0.0868880778888479,-0.038316221069752514,-0.08559325514291731
OMG,-0.043690652515413216,-0.05097344219379623,-0.011562885259343882,-0.00040224697123164956,0.0811162202666474,0.10170948723082256,0.025871649217190224,0.020321235746651935
CXCL3,-0.01584093622431927,,-0.017839596205457064,,0.07856512476619361,-0.013502228017534796,-0.009655479106805778,
CXCL10,-0.028381936566645696,-0.003843751988973022,0.016283887366609746,0.06955745992387127,0.008707875092034129,-0.04399184556116322,-0.030780347869527925,
RSPO3,,-0.05272695052621998,-0.04001019619815601,,,0.0004989521238366289,-0.028836742627499534,-0.03442708231023237
CORT,-0.019670777536977515,0.07383107880778339,-0.008855928434468852,,,,,-0.036762547789809384
NCAN,-0.0098662926745317,0.11506642498739957,-0.05245434607299581,-0.012155608553314249,0.007180785760203007,0.1056826397264882,0.04217692440826097,0.024334754360302403
PRG4,,,,,,0.04433672814701033,0.024624190547704025,
ZG16B,,,,-0.023452115656735488,,-0.03657534803472916,0.03547749164281997,
TGM2,-0.05257830008739982,0.0009723785002184879,0.09562166561818003,0.09893642432839239,0.002650524588213982,-0.08525443113543299,-0.05397075204109849,0.02826303087620245
VEGFC,0.1693544537258265,-0.024585606460181077,-0.02693749490293606,-0.03039859955266946,-0.027598870316979246,-0.019952256409660137,0.029898316000471516,
WNT6,,-0.02175607481035427,,-0.022302964742920414,,0.00443471821108689,-0.031114774131536158,
NRG4,,-0.026633457429868213,-0.030009963276738917,,-0.022161494226654112,0.05471563918223687,-0.024306433329630978,
PMCH,,,,,,-0.06325353741406557,-0.0426860410583754,
COL9A1,-0.01657002230675737,0.07773275249711913,-0.023508114074810245,0.021363035860707466,-0.05697305147287753,0.04615764696671656,0.019078091608884556,0.039268718721885004
GDF11,-0.0230563254189673,0.1075841037905144,0.027911443472784597,-0.04515961086635099,-0.005105390934063426,-0.043577283706979573,0.10348793777205138,-0.03350107352855926
RAET1E,,,,,,-0.0321783195212377,,
IL24,,,,,,,-0.041822982217504294,
SORBS1,-0.015080893907338251,-0.0052324902336011725,0.0794682252172892,-0.029493866311614096,-0.028183498930350603,0.03539352474320156,0.007910543729782444,-0.0025460612753812426
DLL1,0.006719465292183474,0.0662679649734773,-0.06381813470306558,-0.02626591646412156,0.01421833340999375,0.016302310016704836,-0.006552242812974779,0.05752970738272719
TLN1,-0.06107072388488206,0.09875979101808328,0.07080903802731318,0.0736725677426958,-0.05108692097888624,-0.1204372838034429,-0.08283571449710224,0.0660855378796533
COL2A1,0.031629231635538775,-0.023569999453798028,,,,0.015547116417632352,0.008928038912222892,
SHH,,-0.025726749382171347,,,-0.05581028013649013,0.09908442088849019,0.06585035555945871,
PON2,-0.06172236601472861,0.02606047421383582,-0.012048803306462174,-0.03796295084035395,0.002132165683928454,0.11855963112114402,0.10093369294587705,0.02683010324278957
ICAM5,,-0.007861850835859116,-0.05414368255618901,,,0.13339702287986507,-0.033806018009239235,-0.0515902845267929
HPX,-0.020986433737578532,-0.021756076277955064,,0.03668579806391354,-0.029712869060346966,0.022421224942751682,-0.024807065233049767,
SFRP2,,0.07538518577684496,0.07032546450951205,-0.0312518227776143,0.03176308962686766,-0.03547959390251087,0.0022270216716622345,-0.02555378553301456
CFC1,,-0.03676244464363569,-0.024487094891497058,,,,-0.04140342308178905,
CD70,,,,,,-0.03498421083774998,-0.004367679575397339,
HP,0.13990439537359278,,0.02366895620590827,-0.037668025493578144,0.043992693695389315,-0.006345107467786373,-0.01827340114865916,
CXCL2,0.13977643733716266,0.043504101509015826,-0.01636737395070198,,0.0322361853296091,0.02826307144288578,-0.04065366201445499,0.07426630881651884
NPPB,,,,,,-0.029755271526586274,,
CCK,-0.04226964019632169,-0.08593945324153547,-0.03796834930958296,-0.029189056636689657,-0.02686969365160067,0.007302996918508216,-0.05827606396535352,-0.06963325489244795
SEMA6A,-0.03940360189176153,0.12657434987528357,0.01412024429726671,0.009817122075027121,-0.02271645405280418,0.05127420054516424,0.11729526267077062,0.09859925144750925
IRAK4,-0.03203792695748065,0.0802966967055976,-0.07027078668453368,-0.02628949298682821,-0.07295224457271193,0.0015357040574209033,0.01712815152077835,0.08623538984435128
GSTP1,-0.13248618984316535,0.08308649816991495,0.11272968139804912,0.02444783611948798,-0.05570360344916589,0.04641950509524693,0.07059089965200069,-0.03169937833620936
VCAM1,0.05883277134538478,0.12178351375706722,-0.05388337546333196,0.023371166996801338,0.019450808415206498,0.011688418178872801,-0.020327863275554053,0.0052616842954977825
NXPH3,0.041376447714192646,0.06725860773372208,0.005453744719025689,0.017935010054697748,0.049385741644030125,0.06384377823221572,0.04057974849407567,-0.07975022810322382
MTMR4,-0.050629453254838024,0.051526723898723724,0.046414202545725126,-0.007020475195613171,-0.022720724383281127,0.050766331255723926,0.01912465402134703,-0.0250860530616625
LAMC2,,-0.0049962783250917095,,,-0.02142673921456368,-0.011401934918764014,0.0035142428474885835,
IL10,0.0025535318547538987,,0.002541247443913307,-0.04035507100005129,-0.020668147684206797,-0.013504674434698225,0.004120960764102963,
SEMA4D,0.07282134598212524,0.0042501634248418045,-0.021270642440524495,0.07170071951235485,0.002378058088178309,0.04265931889736407,0.08932732590316239,0.09143837336150626
TRH,-0.018061549656836047,0.08989949044549107,-0.008025419141226117,,0.010472641696450773,0.08664511841377898,0.005942732633929423,
SEMA6D,0.014847949203093189,0.11563476131253454,0.055973673574560005,0.05031383965954269,-0.039783146272068345,0.09218353985722266,0.07652309162291425,0.02212119874718674
CEL,,,,-0.03242133236283085,-0.005094272117533823,-0.03589338809241838,0.006922064178059982,
PDCD1LG2,0.039698592141463526,0.05322270174566643,-0.04351275704662398,0.024740360158603036,-0.042578070904252294,0.08199032622831356,0.04646494750266939,
SPINT1,-0.03847970012345886,0.08859975837453436,0.04893591384291656,0.01117746053914975,0.008115099697085598,0.015753514290152714,0.024733749039901835,
CTHRC1,-0.01878992875517609,0.10243204870429842,0.07912002057901017,0.0034285992268197427,0.023021006692824995,-0.0978746278062194,0.0028286190830761233,0.07743779570888998
PODXL,0.03911430643554098,0.057419211453513246,-0.041869693499173646,0.058924014710052874,0.017555398176596675,-0.029807634066968645,0.011102381141003804,0.021413693312808565
JAM3,0.039240299152790745,0.0584030510035919,0.03047165099419592,-0.0022015085763510923,0.04871968525043976,-0.02801028459319987,0.00736133252951759,0.08314586129526814
TGFB2,-0.02359499963769371,0.01658091947496523,0.055956504800619235,-0.02833654668502501,0.015292620044671744,0.0015966291519557713,-0.016777505952834247,0.033541510637641034
COL18A1,-0.0608184146871955,0.08800389252095722,-0.019381950318344502,0.03794757125818022,0.011974385163796833,-0.14763657025311797,-0.05102274070916105,-0.07998165892914195
NODAL,0.10124233227830932,0.07769879678109812,,0.03793321782528704,0.0636911698558199,0.08438392311302477,-0.0055336855984642825,
INHBB,0.033934237341237454,-0.04528134492879416,-0.05012724847158967,0.006649137902503146,-0.0017487802886141362,0.12985284268223307,0.006616955453543563,-0.06695791665777885
LCN1,,,,,,0.042671488311850886,-0.031604910306810646,
ARF4,-0.056106605794100504,0.05594162285764218,-0.025084132550037046,-0.0019543380062817836,-0.0238130814670575,0.007156711611121767,-0.001893895525546645,0.009389427496301495
CXCL14,0.10620291313683654,-0.039249031919250305,-0.022161367197828536,0.03596696409086586,0.0328831354701451,0.13705240192725807,0.07160931169428159,0.020455582968399815
LIF,-0.02439551666912256,-0.026409459467398606,-0.03331606866783691,0.015427131988574025,-0.02785750836716103,0.021505920792315322,-0.02356598102440016,
IL17B,,,,,,-0.03496516580706608,-0.022057194002237508,
MMP1,,,,,,-0.019054242301492802,-0.008284397624519706,
MATN1,,-0.025495448588413027,,,-0.021674182194058245,0.0015425871263838593,-0.016614528602795834,
ADAM28,0.0048786109190246075,0.0005694228775597374,-0.011971323006019592,-0.030399576444542477,0.0008868503856414218,-0.019241709056305158,-0.007357142634868432,0.07815967981517984
TCN2,-0.05388474084631798,-0.0029240502201482803,0.06116241065132114,0.09208360792532004,-0.010948811318028,-0.01150383629481297,-0.003656670647503164,0.025068203858727833
THPO,,-0.036255639563742344,-0.033071967202473365,-0.024190349958971808,,0.024595679963084257,-0.004788525173482092,
CUBN,-0.04484781142261547,0.04909995235012403,0.0635282102599458,0.03665263823995144,-0.050689922077639574,0.027449838495496346,0.052828008572489836,
TIMP3,0.017407804017746224,0.019794698801758385,0.004185250195905576,0.05044770390976824,-0.03161259478356118,-0.09597093045963034,-9.851288367657998e-05,0.010759360702462771
PIGF,0.030230448662062013,-0.0038122646807985266,0.02222029034301725,-0.017720014298179102,-0.02189787121808884,0.06380470379605062,0.06566285923784676,0.12724142496509672
CRH,,-0.021485225861160244,-0.008800488047564801,,-0.036531562340128707,-0.005593857957436214,-0.004310692265432149,0.014023293984444778
BDNF,,-0.050481937990412104,-0.03282629877726537,,-0.01379125410087598,0.09350914937331208,0.08391301088996185,0.0680529353291069
CCL5,0.01089887295828616,0.05080855838297228,0.01335487563853595,0.025297553062723275,-0.049039342885119616,-0.021368475377465557,-0.05278845806139393,
GAD1,-0.03736842708255626,-0.05110853248045482,-0.029489066974863358,-0.023499724868076777,-0.0028885954238471396,0.07066006561690667,-0.050679260008775345,0.09507723732700497
COL14A1,-0.008904371146908787,0.022205134882844854,0.0506782389436647,0.06452687743547904,-0.016943721297910712,-0.020521475739584318,0.05379056757180701,
HLA-A,-0.05261725500958699,0.051145758099176715,0.0658057746073933,-0.08109575488462473,-0.03375424689376105,-0.048791753362520576,-0.05403136761927217,-0.049104930852829784
CD5L,0.01874581079809231,,0.109392333742496,-0.02761261971949308,,,,
FGF18,,0.05638185629426449,,,,0.06919320311755212,-0.044705147089382384,
ADM,-0.03088834860704943,-0.025588049576014852,0.011608021879707567,0.007377253044824823,-0.043662130078216406,0.006422237033991149,0.037341258123979953,0.0308003987629305
CCL15,,,,,,-0.02890528700459899,,
GNAI2,-0.031016335237954294,0.10083572624844614,0.006108587787985393,-0.019999422021223446,-0.02943732703912947,-0.012749105010241287,-0.04879362117192983,0.13426473385585158
HDC,,,,,,-0.004739747174927099,-0.032564461313336825,
COL11A1,-0.02274721454803638,0.1052686782642176,0.011740191819337217,0.009202046831661802,0.052615535561702426,0.025078936491187784,0.04705444591009336,0.031942618355708226
NUCB2,0.003399412618995971,0.004812623358458462,0.04169080706775896,0.005001628158635327,-0.03648541814506242,-0.04597637179079129,-0.03962686805101666,-0.014298302024989525
FGF16,,,,,,,0.015471870591970917,
CXCL1,,,-0.023189982582239272,,-0.0014191538143870325,-0.028190734632601785,0.015169420316409141,0.023170242317241362
VCAN,-0.06978098004520843,0.10319146920416392,0.010093623403703355,0.07363963568859788,-0.022223114586729136,-0.0676345881841285,-0.04036896841555965,-0.09938359425612543
MMP7,,0.04340838228842286,-0.020311158613743455,,,-0.05199698891469589,-0.045951896327169346,
PTPN6,0.036246171992395375,0.06542772794899045,0.024433970056847273,-0.004768169754470919,-0.003329965462319555,0.04661016110444329,-0.023203431412658453,-0.07315876587542987
PTGS2,0.0004029512436482919,-0.028269882975219988,0.0038940772185192653,0.07799325372090249,-0.0267948093446928,-0.07242099938706842,0.0026508204288700618,-0.0355432437157461
XCL1,0.09021353344392609,,0.13956416853289869,,,,-0.019061315670470577,
CD58,0.05358886291672543,0.024253277015337818,0.07966037496968276,4.241086452375653e-05,0.025559300539460258,0.05201910533777935,0.07672126738417684,0.0962854049945408
TNFSF14,0.041228769390640706,,-0.03595662332139205,0.035659224533172364,0.11732177320093873,0.05439333847476804,0.0012125521619102337,0.07245850910236967
CNTN4,,-0.04248693657398977,-0.0711391064613007,-0.010504230198661816,0.06923627026999096,-0.04918414339353402,-0.005637729663340463,-0.06015899591015139
INSL3,,,,,,0.04412577372102464,,
BTLA,,,,0.06178817915580247,,0.026593506839056643,,
MFNG,-0.03126463869690379,0.09280742381337294,-0.05560751823210954,0.025971378433720087,-0.0030738352092366996,0.028433857082278625,-0.018214249177586357,-0.0041442894942110365
ICAM1,-0.0009365722931211208,-0.027931563492501994,-0.012596309427427906,0.025728834129252677,0.00010031049820279261,0.0965385714734958,0.026425115720956724,0.08667941444426434
PROS1,0.04434997958724099,0.03726605970333314,-0.019665136639004686,-0.0235479703755623,0.005880772930837847,0.013623577791162949,0.008054026193961946,-0.07022191924862005
CLCF1,-0.015319224817079317,-0.024550222943384763,0.0288974781363059,-0.02135760865443812,0.007115514016034094,0.03579191102676952,-0.014856852736337743,
PSAP,0.0412019918701296,-0.03817354118485167,0.08395907097449273,-0.011642063083235198,0.01690183908447202,-0.03361389636567316,-0.10012991304332758,-0.07091602875317257
EFEMP1,-0.006003351538642962,0.06373286937328103,0.10959637819583203,0.03213229272309653,-0.03190423333319258,-0.02424000972961194,-0.026865102280394987,0.07878614704920159
C1QTNF1,-0.06250797481989423,0.04387334270032971,0.005478255291408525,-0.0287518085880691,-0.022310539125778562,0.07340580196368003,0.05079510630164712,-0.03339463998219358
ALB,0.01009133710026694,0.004955175397358181,0.05749327257554952,0.037588897634483545,-0.03494161773929025,0.051502666438608624,0.04423383559472243,-0.03646348819391673
EFNA3,-0.01566877770192234,-0.02065567432914575,-0.022014011317647377,-0.013134064185154275,0.06374786237221124,0.0689902555966206,-0.008684935548686589,-0.053053367501864165
DRAXIN,-0.050993655119491645,0.053855325453982646,0.05382320830704574,0.04592132190629561,-0.01897270752443724,0.038886170610833486,-0.0058563977950430385,-0.05601289419770725
NPTX2,0.0824975217482132,-0.09143643198115727,-0.06508532796271795,0.03270217366105446,0.04465033323813805,0.04215043486201202,-0.02894581160113608,0.042131604995875836
FGF11,-0.0073498507049269465,0.06258863582879329,-0.04434186081726522,0.04786701054195955,-0.0645162894624154,0.06171778570895356,0.053115651941138715,-0.04136956867750733
CD59,0.06407199998474852,-0.09702466227441403,0.04609782793357832,-0.010203156408611387,-0.001593982218461081,-0.058635511143965556,-0.04780008090849412,-0.025966897112189663
COL9A2,-0.013440449520219281,0.05414816372756609,0.05708569617859677,0.009872542772189406,0.043447705185891326,0.061439017589006745,-0.03775016253905688,0.09775616931851501
DLL3,-0.05471508727183854,0.06191728493986448,-0.06763914481730485,-0.11530020262734444,-0.011709316533289688,0.11780835428649884,0.0688735506263373,-0.008084087368298654
FGF5,,,-0.01953430633572356,,,-0.021889483198117368,-0.037025474569737406,
LIN7C,0.04857410010851658,-0.003112484361707606,0.06108233373822358,0.022923524993806205,-0.02972766702776362,0.0839822822362506,0.10205315457105735,0.046243514561158834
GDF7,-0.018269801940271918,0.11121690089979179,-0.03590709341022474,-0.03513918605258614,0.07021563460530159,-0.00954818011160913,-0.03960081641917923,
PSPN,-0.015279054942056546,0.08685279985654608,-0.034407884165700224,0.008343183179755123,-0.028525996412020135,0.050247344131954336,0.043715515558447285,-0.03189972734053588
ANGPT1,0.012538308899723268,0.043173437317864535,0.05059907007435364,0.0006548226743811534,0.10194076360789743,0.07319366108509887,0.10336231606586015,0.14593618241580789
PNOC,-0.025800758577654577,-0.061111934632235035,-0.028237797425434974,,,-0.019106232149539958,-0.07010390674738201,-0.06789007382943046
L1CAM,-0.010595919562574975,0.021545520885165113,-0.040212851718101045,0.047627396950183,-0.01944562332818953,0.05366041400805625,-0.10258998259226845,-0.022186355878370312
APOA1,-0.038479686377546604,-0.006862911004199359,-0.029607810848744854,-0.02820896632794534,-0.013396543717600268,0.039488790990821525,-0.005730912432184331,-0.035999315463137574
PSEN1,0.09550047335200962,0.004772927052617365,0.03355743528234118,-0.03491841572681801,0.0463006534857141,-0.0374274415235008,0.05708267585024539,0.1920989543118186
CALM2,0.011056431015746219,-0.07785843679913931,-0.07201906789089163,0.025462519363618336,0.051746434016277675,0.12164588238169932,0.05753799624136769,-0.01754788885654858
CLEC2B,0.0729298061314299,0.028967862158711537,0.009299277432249554,0.05344083216639095,0.0031080169246091778,-0.0021481015774086477,-0.023814462986089194,0.035980783358656246
NTNG1,-0.08591963109570512,0.04987009524041729,0.02232499659172549,-0.026959417704058488,-0.013151903177339858,0.12441168942129066,-0.007063057591357235,-0.02739203731640113
LRIG1,-0.03821404975214886,0.02890690010991913,0.0435475657080083,0.0011159453952013685,-0.009828720366294235,0.1206332914317303,0.06237945366335856,0.04612991615972673
CPAMD8,-0.016075857782604737,0.08536215980488637,-0.04406685390852002,0.030312690019638412,-0.01846629753965563,0.06741722565653718,-0.021039761978113466,0.07238900194015814
GHRL,-0.02564787538680503,0.02787030212155427,-0.021786337019719423,-0.00013087006641667665,-0.04359352909567922,-0.034606656623477734,0.12061869761164248,
NPY,0.01737378446512339,-0.02878852758778278,-0.02787820326194959,-0.03127910608857278,0.014137116131757152,-0.004141840010845803,0.07830887208921565,-0.056189745823487916
MMP2,-0.0359432953201065,0.07114615727943228,0.0038871969667474654,-0.043273451894479356,-0.040332494610302895,-0.026467580541501567,0.025609683725168156,-0.08267991827552162
PPY,,,,,,0.0028747139142013354,-0.016684043594055363,
ALKAL2,-0.024073729313756582,0.012607198244055018,0.022942448488501743,-0.04333530618047039,-0.011901663140712226,-0.01122504504800896,-0.003962847582599321,-0.06554278249659738
CSF1,-0.02390558118712417,0.053348103677935875,0.05470786110632056,0.04465386901266154,0.00615259549049765,0.0645836661171895,-0.017482234774030873,0.050951270343274215
SEMA4C,-0.036149528669673955,0.047183620669606095,0.03522805814972519,0.09138259351713686,0.026095178415838634,-0.001109251474056662,-0.016972706785230444,0.054062742246023185
BMP8A,,,,,,0.03512834415877047,,
ICAM2,-0.03163536142719296,-0.017223871853451436,0.021589657686755012,0.03207732849084625,-0.024662677194871616,-0.062482724484148135,-0.022869092870193772,0.05596582514013878
