,UKF243,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH916bulk
IGFL3,,,,,-0.03866499032694957,,,,
BMP1,0.010492630525464664,-0.04880527329483187,-0.037864070501230494,0.006773954783328846,-0.2481979740290083,-0.0632743874370164,-0.0301884552173871,-0.11320154896933655,0.029572212552815846
NDP,-0.00462733681915233,-0.01824105424693447,0.06132638767608026,0.015400452886681173,-0.06539275737061272,3.637139110370236e-05,-0.041105780758794265,-0.01328581484894607,0.014954199367808379
TNFSF18,-0.020724171819106806,,,0.0030297334084820595,-0.057416349880702294,-0.019510021936234453,,,0.05448190430226856
IL36G,,,,,,,,-0.012722254725565997,
RTN4,0.1373286059862425,0.0072381575794462855,0.10811212606175952,0.19572685311149435,0.34318530400390057,0.029117746514775184,0.06394301415721657,0.1361978448543821,0.008467543381428248
HEBP1,-0.03882046002627244,0.03597140942423583,-0.002062914036323486,-0.07046308824909478,-0.08461716020228811,-0.00296006942217149,-0.00999765720063267,0.02429044690007669,-0.04296853571309648
WNT7B,0.19830470453309818,0.020809416691362458,0.016808446035162728,0.09244314563705346,0.29589661968140907,0.11650879098315987,-0.011723840070924937,0.010532421347772733,0.06902713277820469
PTMA,-0.05589987813390461,0.015187658949985484,-0.10300665675393686,-0.18184717569088024,0.09737387116538526,0.08384195050230409,-0.010118100043584637,-0.13809924034999824,-0.00750395301998953
CEACAM1,,0.030457016988558773,0.0583871002080142,,-0.075556646252236,0.0066907109800871285,,,
PDAP1,-0.06028644619570705,0.004311439541061123,-0.03682392290404132,-0.037322812286367704,-0.12632379045511194,0.0055213568253493755,-0.01692374078311258,-0.07968559822783841,-0.01201802849194474
QDPR,0.0996400563055719,-0.035739182492955844,0.11362375748684551,-0.05482387767308858,0.05858406638794245,0.05477675809422317,0.03941667695206905,-0.04224863330406971,-0.05623149410340539
POMC,0.18960226384509907,0.01980032060625173,0.053281866712782476,-0.01119793175890892,0.0011667915327720996,-0.010491965454295597,0.007400275562802626,0.07855511388175346,0.05982496476373354
CCL18,-0.0277928184384213,,,,,,,,
CCL17,,-0.016698955215490717,,,,0.00971181069367961,-0.014510827487657979,-0.011622140876493735,
VEGFD,0.00667322085651211,-0.018604480171013276,0.061758669955214375,,-0.058771081973019126,-0.02592453587035272,-0.01064386744780892,0.042050072660359435,
TNFSF13,,-0.011518565573992008,,-0.03799174702271745,,,,,-0.010418336818317987
WNT5A,-0.07109982894211665,-0.004602502667737554,-0.05859231676921028,-0.06818169255405783,-0.1936466735306292,-0.01296907909681996,-0.027779017967600857,-0.00932220435271317,0.054805868139691315
CXCL8,-0.10967158802923659,0.04040857746883953,-0.05076667337608822,-0.02621600799008216,-0.03860267682735308,-0.05134464070723881,-0.009912032178142566,-0.037449849678809016,0.04753159465085225
GRN,-0.08492810502703489,-0.049462837666996474,-0.009966666036841862,-0.0704396777085246,-0.24456342744751602,0.04870592769479108,0.001170555100469761,0.011210507572982092,0.026780456871968415
MIA,0.012395512104027099,0.032864194603078385,-0.03418185637692758,-0.019540586700103432,-0.10669661020504671,-0.009829130456203018,-0.012105157644270073,-0.01705880035986647,0.01511606758997768
COL4A4,0.06075399596977246,0.03125763499962994,-0.03281471020037854,-0.03614746880093309,0.028450646310984706,0.03065808281160378,0.036803033422177514,-0.01654766921518374,0.04818146970263368
TAC1,0.27826176059172464,0.011349081552106463,0.14773550216813752,0.08633038586629771,0.325352907840358,0.02264680223315649,-0.024207776305089617,0.16535597187349577,0.049816394076282994
RARRES2,0.10008572747850256,-0.06747890474650564,-0.13935710919671676,-0.00854649134734643,-0.28878130291813914,0.05583722016110792,0.008592656667746636,-0.02412390632177535,-0.03406457913001108
FGF7,0.02369010921509828,-0.02960044749619143,0.12970363698316187,-0.021262428915295287,-0.06877717021840321,-0.027433637401946893,0.005253194590875318,0.050215455160002004,-0.05183568743734415
HBEGF,0.012949487499335709,0.0017653218681916722,-0.08992691298743362,-0.07155397145407662,-0.12796684256368274,-0.0795741707704235,-0.02733447216773558,0.042927203974259164,-0.02586204191816808
