,UKF248,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
CXCL8,0.06350386550615096,-0.042530572268938756,-0.02014592219751659,0.03560637287279506,-0.06932280667628322,-0.055443219189753486,-0.04444456626265507,-0.15946913148082403,0.00750082776385323,-0.07033354994993245
GRN,0.014263984168073882,-0.02310276791354845,-0.0825287852435451,-0.03454033507976748,-0.10807435726237262,0.042203198768516824,-0.016811103740623726,0.0014673601990747764,0.010997620850000393,-0.016013700734194045
MIA,0.06361482732727967,-0.026417946081213218,-0.0462188156655654,-0.0012083098257813774,,-0.01162041794043689,-0.008451493704891067,0.16015026410019875,0.06211720881676887,-0.06326552768164737
COL4A4,-0.02597664496296765,-0.002717643595250364,-0.01594389662997064,-0.027060596793055954,,-0.024498257249243656,0.007818973973012787,0.038356098487178435,0.029005569698026264,-0.03859969985520864
TAC1,0.06634648102531714,0.0499471821149759,0.12196442358963776,0.009799913049358283,0.20674412164409767,0.1639648462323043,,,-0.03865194573016504,0.03567406094784953
RARRES2,0.0034634183260447843,-0.04306455389163952,-0.0984835992752492,0.023173803630813755,-0.07229005882424505,-0.10525023078722581,-0.04037005346431007,-0.004652669629737374,0.046467309351248265,-0.07385603698692657
FGF7,,-0.0038544679887797017,-0.04543767780463436,-0.008467482420794746,0.08020436041914061,-0.03484128683228358,0.02437727789746898,0.07220529071435576,0.015913368772845726,0.05863909233664049
EFNA2,,,,,,,,0.04274339713549284,,
HBEGF,-0.013927701633893057,-0.06708231750500775,-0.046966981467833326,-0.023821336204314064,-0.05847795555414351,-0.03205210631695592,-0.023377866072438757,0.027581699971274857,-0.03131499738386394,-0.08199966419188792
CSF3,,,0.1404802708631808,,,,-0.08360495370053758,-0.07157990432956794,-0.0401911215051593,-0.04060246782883778
PI3,0.037684007270183686,,0.10172041321170992,,,,-0.060572820081422646,-0.12486778379741631,0.04660279869701265,-0.09280923625899024
PCSK1N,-0.00085772526324518,0.02920448567003924,0.03981075701837269,0.026826467528108616,0.14427750330514788,0.1826139046772896,0.07182246349865656,0.024472026596176765,0.10531604082509181,0.11006070187438534
NTS,,-0.011910549084194982,-0.020733213755082965,-0.05069356718047234,-0.027390062656966967,,0.01794802728088322,-0.0026036167477733662,-0.02708252769868571,
SFRP1,0.05241912595125341,-0.006109889307556615,-0.05287667766500453,-0.029689589984891247,-0.0617426231324941,-0.0014957615234835995,0.005379711073638493,0.10577621352577336,0.03283662262927436,-0.0065568886289067655
CXCL13,,,,,,,0.010209596510786184,-0.012784866332991949,0.01838780601332884,-0.032934116804675215
MICA,0.0007402710432005522,-0.04580384651704592,0.007729718910389439,0.018548161694858803,-0.031245710984341115,-0.05659766563982469,-0.019051300208573117,0.032281120915870175,0.027460025075222928,-0.06813475167647033
TG,0.08017596066031567,-0.02081562212370362,-0.020358572077548456,-0.021486227125041068,,-0.011896515674310989,0.025997719045493126,-0.014520655686457998,-0.020740460726794772,-0.008286091247701901
ADA,-0.005711474654262141,0.014645185564329052,-0.05944396648388798,0.013811340447586735,-0.046568152326131186,-0.068402558374967,0.04583823753075332,0.008396874903529175,0.05420892786713323,0.019278574836549964
LAMC3,0.025530303517504252,0.051723354703766385,0.040342491279609705,0.0032582781098873695,-0.010223053226310308,0.01885748609171394,0.05151009997131308,0.05530757636408635,0.05843313840218048,-0.040690508352731095
CCL7,0.085359451989819,,,,,,0.029965322617769463,,,-0.06875320712054651
NGF,0.06454644539742152,-0.02872016321948916,,,-0.007839976773427081,,-0.016834610021550036,0.07730886204545112,0.01449862874445631,-0.02100356241934352
TNFSF15,,0.012665416615421475,,,,,-0.03315909319048017,,-0.03020305201360044,-0.044936613991944666
HMGB1,-0.02161031449648462,0.027199215839301117,-0.09315997475149915,0.04800678290324867,-0.022809581012489394,-0.01121605552760899,-0.03238950397337163,0.01687055190236375,-0.056437806307079376,-0.05838992611923091
ITGB3BP,0.07451399326804686,0.015473470438413116,-0.006279845008851593,0.013297612411780745,-0.034554509028655866,-0.12011816951484698,-0.022197742159042147,-0.012655754571895304,-0.05381434582928763,-0.002044064077200189
AANAT,0.01504679241406483,,-0.015215695338413307,-0.0007578582003452869,-0.02575070400500594,-0.02308044645495893,0.027983006956077826,-0.033375729564637045,,-0.024791816848313258
RELN,-0.04309308228610294,0.03058643620966767,-0.005394896513019808,0.006852037988672674,-0.028041748883396698,0.0015065295128554154,,,0.02700718401133466,0.09133165959481325
IL15,0.024808000386804085,0.03522196890816191,-0.039688733774637976,-0.0021212015935257226,-0.008625703046945333,0.01117436374672417,-0.010936784120530337,0.049176426133689805,0.039558843459709725,-0.061609044549075676
UTS2,,,0.01180339083735466,,,,-0.02541027289166965,,,
BSG,-0.014944681070769706,0.006541450353887833,0.04994507230221941,-0.028604796846417615,0.0999043650702929,-0.1277832840289213,-0.02526482447306235,-0.02089448993635217,0.07515580558535669,-0.05328541963018978
ADAMTS3,-0.012946125697256762,0.027816166107406042,-0.07178622365315283,0.014178123972623375,0.027072295621294925,-0.005990999086343611,-0.0002478445991039324,0.07756473076581691,0.03243238311089346,-0.03345955149182912
CD34,-0.05272529114013454,0.0026206971590453823,-0.04182331237492375,-0.04633935401511368,-0.02662395827443923,0.0183501064535721,0.08564594369219651,0.07719220909028056,0.08926252923258426,-0.024920318996364797
CCL23,,,-0.0173130459624545,,,,,,,
PLAT,0.02686678421354066,0.001271425681630692,-0.07045295809709559,0.016453603765373564,0.004581124284321159,-0.10281217544148755,0.092763552066101,0.05212034341510203,0.05297381164481751,-0.03562804240733178
NTF3,,,,0.01847815582903865,,,0.008490489110173218,0.07742352799816425,0.09019226161574263,
LTA,,,,,,-0.021406049968464857,,,,
CKLF,-0.0614420678619607,0.029246616455407916,-0.0740800130654247,-0.037759600530534974,-0.09071985508750961,-0.14312294212861576,-0.005618724429596258,0.01090793250146896,-0.011111775397881194,-0.08317449224272075
CD24,0.025296900762387685,-0.05524997593154208,-0.0030984138088111027,-0.06129010691078326,0.08015143710360075,-0.015692628597486952,0.05059017409793624,0.09669293406707427,-0.023607548216809385,-0.07291266680578551
HSP90AA1,-0.03129533391505118,0.03646043094084512,0.09361126366508903,0.03664294025942484,0.1509265151504314,0.19978143571584553,-0.07804176704223427,-0.14413738527598338,-0.046829701361904175,0.026626715726691588
BMP4,-0.03955172285758482,0.009862411572331798,-0.009771829416048549,0.019950866660922134,0.16169151465097525,-0.018240165484704633,-0.007274317655928002,0.0633550659112918,-0.017772325268466338,-0.033543534941247594
SCGB3A1,-0.013758077247467321,-0.04218934868201469,,0.1335354156674943,-0.045328445331815334,0.05362575753107851,0.03602558636438321,0.07348677840234923,0.04254921566344711,-0.026561153760855025
IGFBP4,-0.028294584876909022,-0.06685691658878613,0.0075174657910442476,0.00930991471291601,-0.03685565581124008,-0.015934945336540902,-0.041009258464490196,-0.009584557653226647,0.0170742346264766,-0.015396415932122143
RSPO4,,,,-0.007491988140150143,,-0.0296935612998592,,,-0.014457030595920049,-0.0312614990194745
LEFTY2,0.025427086324217165,-0.03668277697522779,-0.06871686317086068,0.030199558431033974,0.04912774406982725,-3.835794981538863e-05,-0.013604005350233301,0.0710002074380491,0.029068957734312017,-0.01555921154737206
PF4,0.03312444092509466,,,,,,,0.050560019081128144,,-0.0034923147256411143
ANGPTL2,0.0068184123997681026,-0.02534120999930558,-0.0486431448377437,0.01430907979446489,-0.08832290486616756,-0.1512386612149178,0.06141131304298631,0.15950585659638897,-0.041838188270672365,-0.01254341309450597
LRIG2,0.044107590172065114,0.00019366506038101313,-0.019826445148126412,0.03466523031763222,-0.07713793679508171,-0.05912120690353068,0.030105954297985505,0.050654575258992175,0.038471418982257165,-0.0003913493266694962
ICOSLG,0.023084043100478693,0.04515980162346541,-0.03122159696602954,0.03500588410059183,-0.022579703206889134,-0.04067963676053412,0.12249163694512727,0.07127199537604298,0.03167724124893321,0.014217867317086649
WIF1,0.0993035116685693,0.013167580353419183,0.11811590352937293,0.07686226977211337,0.02573508748478235,0.19611942214326442,,,-0.028553609354083735,0.07895983466547928
NPPC,-0.04268124074514428,-0.021036736426565117,0.020139076190985875,0.010218479827989473,0.1102214191640698,-0.11745388053149258,-0.014065184155104936,-0.004579105934625175,0.005257778910159285,0.03201580987273439
LYZ,0.012567333173521412,0.000681580893573406,-0.0809295737792009,0.04896396900593105,-0.09451177093955966,-0.04067053176665043,-0.02614916387994697,0.0570363728362714,0.05382799550381252,-0.03464230320176161
EREG,,,,,-0.02817638859922568,,-0.027873158993230583,-0.04327234281127346,-0.05261155162027396,0.007962818624820697
SPTAN1,-0.0475775321561475,0.03608197671627082,0.028645702608068962,-0.044760040930379164,0.162976716092041,0.1552493564465184,0.044080880769363964,0.09098303371415482,0.007470991308396765,0.1042171775872361
PTH2,,,,,,,,,-0.013425500868561344,
LIPC,-0.01747243036678364,0.05382235984203815,-0.039796438018862214,,0.050748636247945234,-0.001071089277546586,,,,-0.03818897539163551
COL8A1,0.02082818859218321,-0.01696386499576182,-0.03718349821570991,-0.0067477494540175995,-0.05502858802048157,-0.09753682016318328,-0.005563234636053815,0.06750692437929415,0.024635466538496704,-0.09208702579994926
GSTM2,-0.0006578998139046313,0.027342760010986813,-0.04669923565501572,-0.06174891381276149,-0.032535970202982246,-0.05948445599510255,0.08878942982105004,0.09935967701812663,0.028698427436430043,-0.04860744540629054
SPX,0.04755634290082304,-0.0008000772984751097,0.0643486505999752,-0.018826962426496754,-0.03646292133927228,0.14347663509556757,-0.03429371903696505,0.07261902438240535,-0.020716639685926318,0.07243542447140003
MFGE8,-0.006408492241359579,-0.02576105756613416,0.06849860046666345,-0.02144181071814996,0.061222286166403954,-0.06473782283127893,-0.06526448188695218,-0.002339984183074556,-0.022807575013584394,-0.06845775376989799
TGFA,0.0148293272236358,-0.027404852803784525,-0.10393188398704553,-0.03013832735440558,-0.046327693293117464,-0.06977832290846417,-0.005138479238947559,0.054783131008092116,0.08143742024774729,-0.024068643717725866
SLIT2,-0.014393252198725401,0.04833182061335311,0.04256379978965673,-0.014105206056934922,0.15535362023484464,0.23409724555048236,0.11558407685953119,0.01285421809967315,0.03655965499717916,-0.08104271655433053
PLTP,-0.005747866994589854,0.028867717563450798,-0.11421963547344251,-0.05266824878857793,-0.14423839586550813,-0.0249007194151257,0.015172666070113782,0.04329496008856229,0.035996377969633925,-0.10231412765271987
APOD,-0.0234773700455181,0.012544958485001654,-0.11330284239611994,-0.005022984381915096,-0.14120261951057972,0.09350775975140437,0.05169103284177959,0.13980813751130103,-0.07616262009731405,0.09499101673117394
B2M,0.029911784719622463,-0.04055924352617936,-0.12210942708996943,-0.012594740314579347,-0.1453714330870184,-0.17289608407826146,-0.01722041622190356,0.13010145904133164,0.04058806254471945,0.02042841028461844
OMG,-0.010467104791033315,-0.0049825228831221965,0.007346794389164661,-0.047348859537064004,0.00954613049444092,0.1303050845988162,0.027580220494660426,0.12061390936686288,-7.929789224254509e-05,0.155585215862538
CXCL3,0.036535873676510795,,-0.01997748062980522,0.05515924941748173,-0.025181520735887048,0.028122700197054002,-0.047339729952815664,-0.04462087890680811,-0.029650458497743972,-0.0578821898613593
CXCL10,0.050509489800210375,-0.03686766741993078,0.005571896372105142,0.00941876151095749,-0.05664317249166605,-0.02449825879693028,0.027221241610035814,-0.017376480916171114,-0.03157454301770438,-0.017280319452124826
RSPO3,0.017410028116639394,0.04797217911784131,0.06757610767882485,0.028783766472361482,0.0515283955782052,0.06891114790113471,-0.035683596297465044,0.04821597878111447,0.06625756964603978,0.014828672415193369
CORT,0.06044139792484419,-0.03876546898618422,0.015745085797423505,-0.001233453258589698,0.05127988031100806,0.018115985289998863,-0.016252161198929964,0.0804629321145365,0.07314751538280619,
NCAN,0.004945510976119066,0.018453778045896544,-0.06537382621243892,0.00930944340017616,0.1095656604933619,-0.15680183315980953,0.11919086662412529,0.13918675566531727,-0.030728734393422,0.13006210942309618
PRG4,-0.004616616015366417,,-0.02164377951386126,,,-0.01883486217934172,-0.013958867966679374,-0.011382147064958418,-0.007651310688069396,-0.03408521403610023
ZG16B,0.01762112577004335,,-0.023367938124249744,,,,,,,0.07680335484316081
TGM2,-0.01843649389473059,-0.012740882592685342,-0.0005711879286469921,-0.004184109110456712,-0.016428906965672375,0.020775670927387413,-0.026724175125681333,-0.020646110870481443,2.355816094861417e-05,-0.0023565145727141175
VEGFC,-0.0262707150895182,-0.006621523162706151,0.0723418327014715,-0.00012040212571977093,-0.03183919643343588,-0.019221727609050495,-0.01294286270642101,-0.02991478908782281,0.024515353321050246,-0.07335792903820164
WNT6,-0.022198355708827847,-0.0338994694323188,-0.021283823021592162,,,-0.016775753219014963,-0.041202887479168,-0.00805327394234212,0.021080886480180014,-0.021587233093702772
NRG4,-0.012671673424251326,0.04165759580521416,-0.02695870042826038,-0.014900866409785725,0.0236014422020272,0.03665050034189869,,,0.00902916769594007,-0.001033012157977185
PMCH,-0.014604785559300825,,,,,,0.015969517512253627,-0.008253420998018129,0.002963018516951611,0.009750075455672143
COL9A1,-0.0004221938757279485,-0.023384282582093966,-0.030439246728238115,0.008728452941153719,0.06693608093644218,0.0571140160231294,0.08797765929518161,0.09211881872377783,-0.019770450764562585,-0.07925469601115029
GDF11,-0.0005997786861853871,-0.002762009971794614,-0.10489066053047004,0.03070925799416357,0.05015174348939683,-0.05807808344530615,-0.018549376189991463,0.036923477323737734,-0.0175348177409884,-0.011594985104468877
IL24,,,,,,,-0.02577614021687166,-0.02236958763607461,,-0.03629354631001921
SORBS1,0.09474780193146007,0.01325070586772055,0.031162119715230266,0.002766049797589412,-0.03368493958826391,0.07142146857198775,0.05775083091462201,0.006255145631303282,-0.02839073902381409,0.04017954092940402
DLL1,0.04081097276905278,-0.012286812141270462,-0.04260977996098519,0.07128585157578107,-0.054364111119666374,-0.10364758662376065,-0.004952285405659145,0.11630784902242892,0.011958075967395112,-0.01657282261323601
TLN1,-0.06042643000392358,-0.007943670324622136,-0.07220778317423661,0.011046765801727247,-0.0661446633303382,-0.1602077210876136,-0.09793827148643787,-0.03994917309439619,-0.00924118054904817,-0.036948550745713266
COL2A1,-0.016983444538383945,-0.016679709268567943,0.05631004696288128,,,-0.015650640805411904,0.03032065877438907,-0.006496236444905458,-0.013562882699121901,-0.029248220196742804
SHH,,0.04661836524239891,0.08296835100359123,0.09750630617510628,,0.0073400637799028645,-0.032595368884161466,0.0210472069081952,0.04204163345615951,-0.020494211639809204
PON2,-0.0372215133905211,-0.026520551412198345,-0.08721291318362867,-0.04029126941452288,-0.0607402825945498,-0.12391623237534084,0.004699548670911477,0.11569221627058647,-0.030489191558434357,-0.01017090561097917
ICAM5,0.1015649364871022,0.001705312213758554,-0.039037962692470965,0.04281486468744118,0.07940472471632698,0.17117691357070483,-0.006010825961203889,-0.007250571282995479,0.0009975867570399697,0.07237038227864445
HPX,0.04135334343236333,0.04274734929312252,-0.02909138377751551,-0.020891641693998472,,-0.03796651008134228,0.07976694413278039,0.004269068453744456,0.0034314901509328198,-0.04120024221019456
SFRP2,-0.018291400364958625,-0.02780389717461916,-0.015943891935072372,-0.03283074403488781,-0.057574689796130306,-0.029302291438179584,-0.04102956660251828,0.05172397014263965,0.0391952225350043,-0.01847378809274731
CFC1,,0.03780713210582625,,,0.251301126201837,,,,,0.09211894802989785
CD70,-0.012653826615481154,,,,,,-0.03216529310786574,-0.023796069784724427,0.053128487460814444,-0.057029865768009926
HP,0.04268688036799698,,-0.013941401218077588,0.013791991444847324,-0.02828294530148868,-0.02509240133129384,-0.030309202771799274,0.05662952486151182,0.06398271416616155,-0.07386029097215827
CXCL2,0.02124304975491935,-0.0014454773240114914,0.019387749970215754,-0.029034265766972392,-0.003975841507811446,0.018602054855017935,-0.07122781387790139,0.020483843239843945,-0.0018966235857391764,-0.05862884039253714
NPPB,0.0015367465488105518,,,,,-0.019221729007101864,-0.03319648243704691,0.015653956433020498,0.050974452457950466,
CCK,0.05354977590025065,0.05237377860023002,0.13024291560002582,0.013120382645239511,0.1654879577712986,0.22287147898689938,0.03144781613034442,0.04938856579056744,0.04618797475449285,0.17050220386802012
SEMA6A,0.012953250716751618,0.012892939581876173,-0.09914065879466291,-0.00910886571490858,-0.013262464196941898,-0.15798251073362118,0.005719086611322452,0.0286411035732093,-0.06248375579117912,-0.047864315849996515
IRAK4,0.08833937443137538,0.00502711335953582,-0.10500895471571242,0.07018449347856216,-0.024372470510453333,-0.05842135339096358,0.014770894312167496,-0.0016924257005239615,0.02656905524102768,0.040967518099287836
GSTP1,-0.035015477390219915,-0.049654702793807064,-0.15215501162351938,0.025731004651227518,-0.14735643624338324,-0.16776478526063074,0.011178923458473367,0.05357944774673924,0.02295067361643088,-0.060783100516408985
VCAM1,0.021201486785111138,-0.0014615924072768547,-0.07210543242310623,0.004458766195347656,-0.051868458224093555,-0.028563775687896385,-0.025669466232180343,0.04478472425130472,-0.005482127515594634,-0.06528018324157184
NXPH3,0.014338464107089655,0.02760627155817537,-0.03666502802352976,-0.0030900672005569445,0.04429163804786722,-0.04755009176451701,0.04050843482447018,0.010534461098808401,-0.005699880140952768,0.03929352209464227
MTMR4,-0.024992166142872984,-0.026489223415156835,0.017382295693594778,0.03023054054650684,0.08096800212447951,0.06044478627191688,-0.00710879543544744,0.07681883410434995,0.025250859959572006,0.06199184567513511
LAMC2,-0.013931306289349977,-0.0145400621096891,,,,,-0.031689413032077174,-0.01445886570833785,-0.007369421653553816,0.0024391454665550027
IL10,-0.029435318898495762,,-0.026214923995771317,,-0.0729230373075257,-0.0172061802271574,0.05209862014328819,0.0927035816581767,-0.024243190536345917,-0.0435823858440897
SEMA4D,-0.06362377480189724,0.014088060917382215,0.09895337392706552,-0.005949278789880534,-0.017215802880798502,0.03987003964443341,0.05928837131599522,0.12691767690434932,-0.04408342176874242,0.012982387600278944
TRH,0.028557760927767746,-0.04306679105199635,-0.041387676581050796,,0.0010062952530570093,-0.06548792527993004,0.07074247948238628,0.09258891326994781,0.040831761422714816,-0.09774645475181562
SEMA6D,-0.003438777010983143,0.03271337137477756,-0.07871282892078836,-0.01634799591880576,-0.04183613267001754,-0.036318071202399875,-1.5214764276676267e-05,0.014136681310838445,0.032580780006344755,-0.058632655131769025
CEL,,,,,,,-0.03903402436235329,0.0676538334513412,-0.0013013191496083793,-0.01779666774870224
PDCD1LG2,-0.0016869899786259108,0.04050741153810296,-0.0297624796589659,-0.0072393732330337775,-0.02629332264084927,-0.029433215022800677,0.0008888623461303788,-0.009706875373659751,-0.006113400630995394,-0.03726579313097057
SPINT1,0.005662519941982684,-0.004746349231193346,-0.011337801821694886,0.03224077118588478,-0.004787241252788054,-0.025254968400976234,0.008580057833236104,0.082113755786659,0.04731401870308723,0.03298715243017272
CTHRC1,-0.02128484327864267,-0.020940144651252438,-0.05104671691049339,-0.01598986247201674,-0.0056140969712165254,-0.052283544876839366,-0.02654662572477033,0.0287720047940311,0.02323384022877986,-0.016455876995116723
PODXL,0.007980857405955675,-0.015545855891623894,-0.05580204557490916,-0.00050986202076514,-0.03518334461268242,-0.018868085353152382,0.005940004542387827,0.041279568289573854,0.024080928078506883,-0.05152839969273976
JAM3,0.006295458566352926,0.0005918901517596845,-0.09698315461598195,0.031225591262849732,-0.13075957442749306,-0.09963908087645848,0.016024672437659752,-0.031689065884663484,0.010744529076999316,-0.008377028284046826
TGFB2,0.05191458355367832,0.07527666903522352,-0.08633783056704608,-0.032650150197837666,0.003087684760205752,-0.02761545737509776,0.10011716904253802,0.07436127477347869,-0.01166650187332097,-0.050147799418622206
COL18A1,-0.0154182346725415,-0.016351371090743513,-0.01681404618603469,-0.0193325557554967,-0.06638757225699445,-0.015567923929110246,-0.05016471475082878,-0.07081267271315377,0.04628790938512586,0.03591640518431302
NODAL,-0.028624933148728268,0.025688713832758583,-0.05264753346681136,,,0.03889623232310951,0.007319724748345561,-0.01299609469450139,-0.004521452528601656,0.04372296851905562
INHBB,-0.001075193201012344,0.004892011766789591,-0.01022295460290733,0.018634034226339975,0.03317693441034649,-0.12950743678873378,-0.05867794733080694,-0.028087057545083904,0.009506546407610568,-0.08754392982241593
LCN1,-0.013931309423950615,,-0.017531404014657952,,,,-0.04098581653314575,-0.02609465529924927,,-0.021927286465730382
ARF4,0.02265134460176689,-0.04828521152070849,-0.04441558354343658,0.0559190028734935,-0.06253545169292515,-0.09976485931505016,0.03805495548983969,0.07917667228422196,-0.05311978520893391,-0.06482036161171559
CXCL14,0.10398607300410682,0.01939842920370635,0.054221112894892676,0.0007100057921070468,0.07412330286660547,0.1600974420159833,-0.03201721761382213,-0.004772244135912845,0.007803301826169441,-0.0772177445984858
LIF,0.033452915541238505,-0.022360710842541136,0.014635690592694345,0.03354085187229281,-0.039378452173348906,-0.031833488534190976,0.049756539782628194,-0.07985627312579337,0.011978675278546305,-0.09626375051185243
IL17B,,,-0.028953374177884846,,,,0.04726585794214859,0.04721046706886585,0.05725178470680359,-0.024791811869438022
MMP1,0.015591551174334115,,,,,,-0.05635002692079138,-0.043010537879895845,0.028101735351927472,-0.0457513897733837
MATN1,-0.01829140285760099,-0.039726016187204366,0.0024808848335351654,,,-0.015650638857764545,0.11737159709182775,0.05180252128504699,-0.012426864143644483,-0.022593027104798165
ADAM28,0.012108013997147503,-0.03887286267814025,0.021389028558176308,-0.009030931467669865,-0.06579890036034929,-0.07010784278851004,0.07112691608293391,0.10206194998897031,0.019694233169983137,0.02393133860430868
TCN2,-0.04765317098588551,-0.041203735779682,-0.017067681900986308,0.006260911112710856,0.005885584783780069,-0.013726100258677088,-0.004042548560578825,0.0672223758451587,0.013232635626501257,-0.04969557699889635
THPO,0.006602906095445589,-0.01507465919422685,-0.03577083160778472,0.0076567981111134425,-0.03908993260115394,-0.015650640655592855,,,0.0025759359209210023,-0.03385770528361674
CUBN,0.034965194047979556,0.011997427441899558,-0.0447468972537091,0.008875069500398328,0.042111147164944074,-0.028935194419314504,0.02849754936708416,0.11271559101722506,0.02007192810624828,0.012247877822925836
TIMP3,0.043180473785416264,-0.020770062755914198,-0.04049395365825391,-0.02526269006024497,0.010002858289935619,0.03991040813524974,-0.02608519048768088,-0.002666931420962938,0.016250832283779364,-0.04290652809394198
PIGF,-0.03783697466142521,-0.020118914079479654,-0.08529492521123531,0.003542937296926045,-0.011290351656221095,-0.06337461067403016,-0.008304336984712956,0.09491826478167217,0.0801501623963573,-0.006041627257427071
CRH,0.06519347893643666,-0.0334774431360308,0.21751758680588426,-0.022354751980323308,-0.0021922590930246897,0.07385685303952703,0.0298450981309383,-0.013145878911159778,0.03349526039531408,-0.049482295393392856
BDNF,0.0060712618071093296,0.028148782723000945,0.07016826705602494,0.05022512679214282,0.05808519756045492,0.05965218093299448,-0.03232068036323798,0.06383816997988674,-0.0002437079008170256,-0.12439438840531415
CCL5,0.04103863417069876,0.05068360645086405,-0.01843246227541809,0.027239784578591365,-0.07390957701028136,-0.021231976126318778,-0.0027827239889986885,-0.03669200876134435,-0.03412039160376067,0.05515043338976633
GAD1,-0.00713886884587444,0.05905666831083642,0.07970278468338937,0.015901996417697028,0.1799339728376385,0.25358116881510767,-0.042410293017079305,0.05568129650016344,0.043940864489739856,0.01628790875841704
COL14A1,-0.03301145641511846,-0.021455748376259492,-0.0050947088273730744,0.01043103651280607,0.00456285895830802,-0.05242938897789486,0.005681869952671957,-0.02395358600921755,0.08699663299760675,-0.07224598083482767
HLA-A,0.05334164782169576,-0.04124261165241884,-0.09169390059052619,-0.05921544837901553,-0.17690698112881978,-0.17809943828199898,-0.043155481660416814,-0.09879917999572624,0.055987018286389446,-0.0658060100671791
CD5L,0.024435642825667556,,,,-0.040794696213686366,,,,,
FGF18,0.07678099984223653,0.014928061469853746,,,,,-0.04216614696204767,0.023610076659594532,-0.002384835047099155,-0.031016147718991006
ADM,0.03508924588987417,-0.0067987347791590175,0.06357171380293755,-0.01555067449969064,-0.04319438449775064,-0.16011577351608683,-0.07328540284949882,-0.1429775249887516,-0.017518019841659644,-0.11341025958352252
CCL15,0.021592794095495683,,,-0.011183915824207875,,,,,,
GNAI2,-0.011476637266616052,-0.04165361835199812,-0.10956699118167161,0.033153529321444,-0.13541208165092689,-0.11684655073197898,0.01658153889371542,-0.009837908587613495,-0.008305922043574561,-0.038638924892722526
HDC,,,-0.05738036645085215,-0.03137525731200395,,,,,,-0.022593016872630017
COL11A1,-0.019895692623570806,0.01378417617808159,0.005824965751491194,-0.03323591483384704,0.015106585867625368,-0.04715649061977618,-0.07852129939818328,-0.01307631433532432,0.05286180641296339,-0.12192439827616097
NUCB2,0.0197767067569602,0.04968273085903456,-0.11689316952686928,0.009531077138436171,0.08450272904711895,-0.028791750858703093,-0.0430667805265859,-0.0410065880961039,-0.024524667413876447,0.01982973644084022
FGF16,,,,,,,,,,-0.022262481054140793
