,UKF259,UKF269,UKF275,UKF334,ZH8811Abulk
IGFL3,,-0.01181935165641461,,,
BMP1,-0.020591776278761527,-0.034741129575609854,0.07082934028428907,0.08549939717502744,-0.0544275182963023
NDP,-0.021371864262705098,0.028523357431356318,0.013414138450589528,0.039913005203277875,-0.02802420722311827
TNFSF18,,-0.01755138238311565,-0.010647509216605143,,
IL36G,,,,-0.016974026242250858,
RTN4,-0.007766260154482697,0.03656068824542214,-0.002038527438781711,-0.07346959398602089,0.05632284949891309
HEBP1,0.03520524353360527,0.018172789045947584,-0.029294733573402943,0.01260649600916283,0.048639401471365855
WNT7B,-0.0269761755719296,0.03507893935319234,-0.030520094017639478,-0.01865641095077275,0.0817577407792553
PTMA,0.0074077752485207345,0.07490957045388534,-0.012249120716036283,0.0237260767106278,-0.02618899545918311
CEACAM1,0.015238895745117047,-0.023096619564186332,-0.01674599539861076,,0.06612533157772915
PDAP1,0.03318852338058617,-0.0901801178971592,0.01455701174944969,0.040576875213518424,-0.06418658555233815
QDPR,-0.020176946922600757,0.04901425171680553,-0.007343361305348058,-0.017639455668715467,0.07421151676860996
POMC,0.025400671746469882,-0.0011133525708056336,-0.012354527709753302,-0.036367033153900406,0.00837609307161011
CCL18,,,,,-0.03721141037794711
CCL17,-0.01805477969789296,,-0.013279516999476543,0.027128544267481992,-0.01442615931153304
VEGFD,0.05316588577559104,-0.0198005844918786,-0.014148202165941128,-0.01661853361899331,
TNFSF13,-0.012453782957705141,,,,0.06960739431462211
WNT5A,-0.02267974609016046,-0.026436994968895473,0.018785736774103907,0.044350117259915764,0.06916978812093469
CXCL8,0.003334551137201695,-0.03937119240857304,0.0036775342567553944,-0.03450778873619327,-0.018045492302305573
GRN,0.04299638168753043,-0.030069806851813357,-1.3457796116130356e-05,-0.0018531284824593326,-0.07966630676071455
MIA,0.024134624223351345,-0.03376306885407355,-0.003622614592463145,-0.02275984337806205,0.015931746610060898
COL4A4,-0.02099282597396566,-0.01164709376404452,-0.013864226598067604,-0.006420882276803382,-0.015881459456468582
TAC1,0.01493764853964326,0.01939782432121189,-0.0010901915573811635,-0.03912664592610826,
RARRES2,0.022444933652449862,-0.02639482389190907,0.019119134966991216,0.06070264062741305,-0.03188931207618521
FGF7,-0.004163513877558284,0.01792847463899182,-0.013340079250805086,0.07691947315342638,-0.03765646696240914
HBEGF,0.006467539364102266,0.02250801085487218,0.06398240911187263,0.03010480684291596,-0.024074761965007845
CSF3,-0.0215197231488078,-0.012322401023642031,,,-0.0586710626734223
PI3,0.02136676158461442,-0.013875186190710397,,,-0.00039647788142696457
PCSK1N,-0.015311777538863005,0.018824454438576464,0.011318788625123515,0.016483353084405288,0.06161483904415473
NTS,,-0.015145713136492753,0.03584733394562509,,0.10596077345893179
SFRP1,0.05910852004070329,-0.0022092212442312983,0.029850914225446893,0.06022230813255849,0.07233209822535389
CXCL13,,,,,-0.032404111590784726
MICA,-0.0009399710156263245,-0.07140383049349648,0.01694702284454524,0.0347192563785256,0.011006138856494301
TG,-0.017000515021555224,-0.014872035575264647,-0.013378610833659502,0.03425727444138327,0.027476380883551744
ADA,-0.004170962196478949,-0.040012570610618296,0.028497321480246928,0.051983883107551206,0.008965309863275022
LAMC3,0.020668197172714373,-0.07490284542233512,-0.010675723786320304,-0.03725743006534793,-0.04800982353989059
CCL7,-0.012291345198363359,,,,0.01989246415362848
NGF,-0.02816261120641148,,,,-0.024971087211581908
TNFSF15,-0.01368701404037047,,,,-0.021078522496407362
HMGB1,-0.021516660191665322,-0.014627717870467266,-0.012505048394061217,-0.007185047925593532,0.0018925730528642716
ITGB3BP,0.08886349983213133,-0.022955676825342972,0.05274869565606729,0.06989729765706507,-0.003885134559996364
AANAT,0.010837761458724178,-0.011115139191162785,-0.012031462907555064,0.05924593453741496,-0.018968145423738956
RELN,-0.02161698055877202,0.01953365797481756,-0.026489397553330244,-0.02302756992214863,
IL15,-0.029104489674085198,-0.02899281238317087,0.09958199082949697,0.04924498892550358,0.020952154200614314
UTS2,,-0.02620617998811012,,,-0.016152764061131815
BSG,-0.01618485741452285,-0.03256570640817189,-0.04073938822110588,0.020614811206025437,-0.06420742882303461
ADAMTS3,-0.006423802237763795,-0.07062771922107748,-0.04291004819322027,0.0825533109210826,0.0326319556219266
CD34,0.007956721844148328,-0.045188066728178086,0.0003190914051646647,-0.03677610007799201,-0.04600897160532787
CCL23,,-0.012647263987328752,,,
PLAT,-0.002491399351192505,-0.04366853901038535,0.04632224145977707,0.026465376037605418,0.06997625710382409
NTF3,,,,,0.010284534342842908
LTA,-0.015753492431499247,,-0.011587552654506499,-0.01929118729130805,
CKLF,0.04855050367838223,-0.05457003916738761,0.016369109953369956,0.04229751139036789,0.019352377646134362
CD24,0.020788639610278516,0.0361898437850413,0.03765713703126506,0.04635805767398657,0.05334455982882848
HSP90AA1,-0.01805233668636965,0.036223622348482414,0.06849841631799733,-0.036500204669478856,-0.02354730892646965
BMP4,0.04550233069759215,-0.00851269976458009,-0.033236466011689975,-0.01643808405139048,0.013286842072159185
SCGB3A1,,,,0.011208913039088964,0.06448872329722083
IGFBP4,-0.06312832211265641,-0.06253270184165104,0.01739456013088961,0.008554524816682733,-0.056117025206244675
RSPO4,-0.024113480184620055,,0.13184891626693054,-0.0019472562919454954,
LEFTY2,0.020083996612597136,-0.04527170510327931,0.032256859188557606,0.00502704139676961,-0.01835419450621768
PF4,0.016582210139336796,,,,
ANGPTL2,0.0009930189604577453,0.049458130268688213,0.057304286529254074,0.04508241954272507,0.04072398376154425
LRIG2,-0.01374195544420044,0.05465886970265001,0.02448996413819944,0.01574571040323779,-0.03202572465013649
ICOSLG,-0.000758988706952568,0.008409944292206102,-0.024790579511469887,0.0620719007074969,0.08027904597944802
WIF1,,0.005882202271395472,-0.010399904197422647,0.0031744612941774462,
NPPC,-0.016635501177149434,-0.029927072428911412,0.03504832220493263,0.02541942242120218,0.08013312872412467
LYZ,-0.0027667932239209066,-0.06826044291577446,-0.050309096015745944,-0.027346402006589287,-0.025267796448975893
EREG,,,,,-0.003266304795123532
SPTAN1,0.022789955940602773,-0.08182247634382647,-0.0030419326788303507,-0.03907576371422744,0.05322780645817182
LIPC,-0.019271748579236643,-0.02907149085559067,-0.014143399386752091,-0.008098569832685643,
COL8A1,-0.006291826218700324,-0.03898182564414309,-0.014380170143223665,0.1102142057618471,0.0358986928825604
GSTM2,-0.0120294816545343,0.012401164666611236,0.04115749574573072,0.08603002592899897,-0.007609598593656121
SPX,-0.03157892661885862,0.062270821062615334,-0.01606267675340947,-0.052529086196518165,0.23501499386699515
MFGE8,-0.0036811646278792163,-0.05839423154952925,0.048062761759557586,-0.013361256218928379,-0.03228925172905667
TGFA,-0.031249161866397854,0.031465228450734344,-0.027052551884633975,0.03993425452066703,0.03044552496306306
SLIT2,0.003645217913743498,-0.025755210786243224,-0.002333759597213619,-0.02805243811266788,0.00046096258136696535
PLTP,-0.018414662685874834,-0.09128030381983114,0.030687091476765366,0.005259986989169811,-0.07728108858439639
