,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.04072465889020835,,,,,,,,-0.001833856278716928,,,0.09384800903083988,,
BMP1,-0.005783945881264055,0.04235018189451072,0.05009302663350337,0.006573981833532756,0.08623942900653586,-0.04797852924617833,0.11270525606221742,0.24192194816185061,0.0075095008656024375,0.1244471483810549,-0.018311044922439807,-0.04604984298454373,0.06496902154735378,0.006369536677931482,0.011862960379859101,0.0614237390158856,0.006240059397611145,0.005605055375937723,0.043014983862510146,0.08884268733853377,-0.007527593780481383
NDP,0.014782479356743646,0.042210856025116004,-0.016482192456966197,0.07499855181327635,-0.01672889886760833,-0.004488677672687142,-0.014668560731910857,0.03390762370415949,0.005237660587786522,0.06282366644072583,0.05202321363560708,0.012408160287123321,-0.048648499263636326,0.08581042538261385,-0.021885605243784897,-0.04149757031850505,0.026894286247102273,0.014813143502600415,-0.005723704629568463,-0.045839633371885735,-0.043234609062975445
TNFSF18,0.07844317923799955,0.06090373957266365,0.0014569716541940937,-0.02046416402036497,,,,0.09390351458120033,0.000401240879974032,,-0.04252767822719094,-0.015413096838302958,,,,-0.04830740057202965,,0.15822354083402815,-0.01727762905530447,-0.04347421120123678,
IL36G,,,,,,,,,,0.05960371862717351,,,,,,,,,,,
RTN4,-0.05509236188453919,0.033203175155439066,-0.005119009379979249,-0.013583978699815334,0.038824430445218314,-0.01808944910441241,0.03475156047425384,-0.28984253024811435,-0.04206943162700162,-0.1031891535425348,-0.0296134133562387,-0.01595802829510379,-0.0395982863422891,-0.06007008131698563,-0.023953787641851573,0.0022640472238865577,0.05257337961224356,-0.027859878138856285,0.07304357396305265,-0.009261991725414628,0.10287932543548099
HEBP1,0.056793930324400936,0.06564364546148563,0.03726937902874606,0.0008550376168190957,0.06233817819307789,-0.01187519356406351,0.029852742633421647,0.09314601485451843,-0.05820048757981743,-0.02307280552502519,-0.004846609440104352,0.04610303801243102,-0.04745878337248016,-0.021934736829462745,-0.043320924181658726,0.03868238070885359,-0.010406436008676601,-0.01895643696183022,0.05225866627473161,0.030558268730549055,0.05569436764529337
WNT7B,-0.0457803846544954,-0.010622044976376175,0.07297118296947647,0.0041984792517996685,-0.007655689068232781,-0.02991221752912388,0.0204532692712962,-0.10275668669137665,0.05611117298584369,-0.017756490051229788,-0.04681882279667331,,-0.06712936080161454,-0.02847423215503616,-0.029300198923219688,0.028733640822944523,-0.02176105962840519,-0.002731459329444547,-0.006579570989905481,0.04459300088632601,-0.008063022607129714
PTMA,0.00040757304293616585,-0.1753797352371085,0.011428827622782583,-0.010776620010366632,0.13428917492592143,-0.018817150920546564,0.007842076251549172,-0.07181602661493719,-0.021455020200914263,0.09019388888779134,-0.030067243042045333,-0.04725007845506573,-0.13196924606037372,0.004650296837053357,0.010071306145861825,-0.005623708360604135,0.0060067786605323996,0.0810724387232023,0.004557772537080887,-0.002480694169346785,0.052201320106800495
FASLG,-0.015309106084733374,,,,,,,,,,,,,,,,,,-0.016133865114703508,,
CEACAM1,0.008297477282232789,,-0.04360248227845636,-0.01800095968074775,,0.07169199333001033,0.049769880125166144,0.02820886162224059,-0.01814141765732463,,,0.020943534819106917,0.0873205299347994,-0.030088377406894986,-0.01973868123701542,-0.037635771764033245,-0.0269314374051118,,-0.022447903673650217,,
