,ZH8811Bbulk,ZH916bulk
BMP1,-0.04724075266220467,0.010951569159729004
NDP,-0.060650261358423184,-0.029417221732666136
TNFSF18,,0.0615049134258076
RTN4,0.03249417152388077,-0.030128044866094644
HEBP1,-0.04997081685207279,0.028274688328346356
WNT7B,-0.03652214490712838,-0.014195120486681733
PTMA,-0.0150948165356047,-0.022697198051744284
CEACAM1,0.16979684272502116,
PDAP1,0.0672367385939678,-0.005556665075028584
QDPR,-0.022188922314978654,-0.046753406153873585
POMC,-0.01958747556670035,-0.012265753327876733
CCL18,-0.043205815366762455,
CCL17,-0.025541358827933548,
VEGFD,0.005010497529682319,
TNFSF13,-0.02776258381468739,-0.026444427048566022
WNT5A,-0.013471428388748262,0.00909135676129959
CXCL8,0.031509744434041795,-1.7854464481865092e-05
GRN,-0.04043956381325483,-0.01396797266533157
MIA,-0.04300411374238797,0.027985575445509944
COL4A4,-0.014257288149010136,0.036578117789345985
TAC1,,-0.05183373211554779
RARRES2,0.06013106864394175,0.029275292917967488
FGF7,0.02878717888661839,0.019954934117748298
EFNA2,-0.016816277480597414,
HBEGF,-0.002997412006611243,0.05793257645705843
CSF3,-0.031555402664493436,-0.01529313293927687
PI3,0.03959317644283384,0.05790637084936154
PCSK1N,0.008628718398672287,-0.041164777039188596
NTS,-0.020487442995717187,
SFRP1,-0.02022121006970507,0.04086374978433467
CXCL13,0.02985918224539327,0.11250845032798823
MICA,0.009345936872754874,-0.005684921627637811
TG,-0.025232525663273688,-0.027789853865455523
ADA,-0.03848875296851122,-0.04684499478415625
LAMC3,-0.08236717144214144,-0.07130250247109315
CCL7,,0.020505315394272576
NGF,-0.016590238419797086,0.055333352765211674
TNFSF15,,0.0714906988442751
HMGB1,-0.009136564254231153,0.08235566934235929
ITGB3BP,-0.017877166008039288,-0.03631326957591026
AANAT,-0.004138333820306415,0.08536457677940285
RELN,,-0.023341444195310455
IL15,-0.03123050807460606,-0.01637711354923118
BSG,0.012057582557987131,0.006685770702624738
ADAMTS3,-0.03865606725659595,0.09105708231985078
CD34,0.04240923178393663,-0.01860935179465223
PLAT,-0.021856070004361447,0.04545060457425081
NTF3,0.0006922286251619187,
CKLF,-0.023252501114252595,0.08520229092904913
CD24,0.010921139217662053,0.05553570870488969
HSP90AA1,0.008517655738136856,-0.045713577214935075
BMP4,0.0420464261322061,0.018681613353638975
SCGB3A1,-0.004575277791292699,-0.038146458633532054
IGFBP4,-0.002555995388926592,-0.06292229903980502
RSPO4,,-0.02393681739126495
LEFTY2,-0.019335697769961264,0.048249497467423706
PF4,-0.015413282556094426,-0.01875106351994433
ANGPTL2,-0.05356148025770786,0.05016287234940295
LRIG2,0.015374569358825902,0.013545880897440712
ICOSLG,0.00853602432386655,0.05132151511973858
WIF1,,-0.020215572799528406
NPPC,-0.02916296390267909,0.001376153889633372
LYZ,-0.02075790802222981,-0.041021621546835016
EREG,-0.03225539862872885,0.002159346795201114
SPTAN1,-0.060905057734572325,0.006971340523320675
LIPC,,-0.029241161140085868
COL8A1,-0.0013749657334021247,0.05519763172445865
GSTM2,0.02321512770395522,0.02434454750533612
SPX,-0.01913756039738998,-0.07394360820655177
MFGE8,-0.042928018273761956,-0.025726217849805635
TGFA,-0.03145756916138185,0.01418431488713182
SLIT2,-0.023880787902569537,0.04744582708263509
PLTP,-0.03784503262235997,0.03672743776358528
APOD,-0.05438058835960788,-0.0708764875109839
B2M,-0.014510702708275666,0.04741061949530714
OMG,0.027893885641839436,-0.07720689318049564
CXCL3,-0.04777426644180037,-0.023672632781929524
CXCL10,-0.0008598251528434165,-0.04343223428962457
RSPO3,0.003081321860601451,-0.038453484507879714
CORT,-0.016129216797851446,
NCAN,-0.024653834455654267,-0.0006962683525201691
PRG4,-0.006546130726692697,-0.026098925826175148
ZG16B,,-0.015996580288056065
TGM2,0.033762017699635,0.007201023972741261
VEGFC,-0.03231707203584066,-0.04738685353756946
WNT6,-0.0299768703340585,-0.016529266757961146
NRG4,,-0.02485748196274243
PMCH,-0.02263015407103307,-0.0318335830763722
COL9A1,0.016519559753136157,0.04192434415079735
GDF11,0.1011514896620554,0.03226037209887468
IL24,-0.01516752560213848,-0.027789837907745713
SORBS1,-0.10056145843882906,-0.0174976614417708
DLL1,-0.01863443467108598,0.06727728517386806
TLN1,0.037452279777921975,0.005740455322219322
COL2A1,0.003660250329959407,0.02163169099010529
SHH,-0.02680095639348031,0.07285487358947347
PON2,0.019281226618181373,0.047934720091616374
ICAM5,-0.03820248643756919,-0.02980753205366093
HPX,-0.056744156306658154,0.0724303260936906
SFRP2,0.025578872505587966,-0.044673541078185684
CFC1,,-0.021994960397863868
CD70,0.02158079757672782,-0.021136787396318194
HP,0.07897575432629113,-0.00021559820489739596
CXCL2,0.02878459523382728,-0.019304240661051922
NPPB,-0.0012740255657064125,
CCK,-0.0013024297506639612,-0.08647732568658566
SEMA6A,-0.027174333455997866,0.0737737092581872
IRAK4,-0.040917845281302524,0.014411452760558541
GSTP1,-0.02091622840473023,-0.013616095655720676
VCAM1,0.018686405882702272,-0.022670761196418074
NXPH3,-0.04206771299625259,-0.042800979395782215
MTMR4,0.02300540819092499,0.026992392205752957
LAMC2,0.06090334972320484,0.058195141029937364
IL10,0.06939092700908318,0.008693889499023133
SEMA4D,-0.045890072541392116,-0.012794886777315165
TRH,-0.026353377367806564,0.047837510444962046
SEMA6D,-0.027485588900366932,0.07715872763833889
CEL,-0.024762996808775313,-0.025573237773820017
PDCD1LG2,0.019873305784501676,0.0041781709305311115
SPINT1,0.021375510706054812,-0.03638464117817772
CTHRC1,-0.04552123976463062,-0.011656495317971338
PODXL,-0.036223253600232666,0.0601704249390737
JAM3,0.017619461255164826,0.03671562317042134
TGFB2,0.027404894408763626,0.03519175326005524
COL18A1,-0.05785307595920207,-0.07647145375548169
NODAL,-0.018735467020834864,-0.03998323444776514
INHBB,-0.03276761343018131,0.0848182957116318
LCN1,-0.017693278873503405,-0.016789644402182176
ARF4,-0.03571398079659939,0.029235321726534595
CXCL14,0.025121125497791597,0.02615512031495553
LIF,-0.051729036726516985,0.05992920888812322
IL17B,0.0002773611797513493,0.08508838541216336
MMP1,-0.029162962012005293,0.054157371446696856
MATN1,0.02290171127564299,-0.017299399615692004
ADAM28,-0.03370793586881678,0.05710858653308728
TCN2,0.08643703329569473,0.020804636253140923
THPO,,-0.006167318004551854
CUBN,-0.020540507289301208,0.028896613198096516
TIMP3,-0.033255430648555545,-0.0037452872183651575
PIGF,0.02023811488161869,0.02485407294134861
CRH,-0.012035774990578446,-0.03788841565768865
BDNF,-0.03622922641001554,0.14125496412488667
CCL5,0.0310879105881016,-0.030730002963227605
GAD1,0.002965640802745119,-0.021073183303609563
COL14A1,0.025192250608449093,-0.010015163492146543
HLA-A,-0.052708887227747185,0.013838522620781476
FGF18,-0.011900520107767851,-0.02374895278270206
ADM,0.02167069544745393,0.012232566727857247
GNAI2,-0.011755664697579651,-0.012660565422943528
HDC,,0.04098757407480729
COL11A1,-0.016587937528853795,0.07464130357520629
NUCB2,0.010974959602683501,-0.02134418045111379
FGF16,,-0.017046301693258395
CXCL1,-0.03128955823370201,0.005972050002572295
VCAN,0.06350896084295637,0.07718818782211097
MMP7,-0.03302826130408417,0.03838936598226828
PTPN6,-0.041431876056574765,0.017080446648845428
PTGS2,0.012970045439718933,0.045736152032734026
XCL1,,-0.03078740228534603
CD58,0.0507254255444593,0.051322359637378245
TNFSF14,-0.030110739278822022,0.05113974606474073
CNTN4,0.042579002616529624,0.08309708376699704
INSL3,-0.01747789581302463,
MFNG,0.024667878217883122,-0.011547343412108247
ICAM1,0.03796740526259063,0.09335423384533642
PROS1,-0.02184046388403007,0.09050063935382198
CLCF1,-0.01606443750623183,0.10576665253958396
PSAP,-0.03423973085237649,-0.016277654970898957
EFEMP1,0.00921373290147538,0.1075868129652919
C1QTNF1,-0.0011073620913294787,0.07337290675620309
ALB,0.045829553183740636,0.05534015597210212
EFNA3,-0.03179181743354945,0.022986548774667704
DRAXIN,0.05687706010645067,0.00937047108272261
RAET1L,0.027787153931275455,
NPTX2,-0.03739154789955008,0.07611739145278633
FGF11,-0.011201053036682123,0.1283899482890484
CD59,-0.04319058985411264,0.0036033478113890573
COL9A2,-0.017169179789604378,0.04279387943345215
DLL3,0.014859278398725044,0.017787698834260273
FGF5,,0.004419630901082078
LIN7C,-0.05909626915955208,-0.04886616459152349
GDF7,-0.015167530407517704,-0.026444426480440673
PSPN,0.005284229873934509,-0.004545500087457771
ANGPT1,-0.0007500621980281764,-0.08874834276420296
PNOC,0.08527985880188826,-0.015526933102555365
L1CAM,-0.044171559285169984,-0.028674120273620977
APOA1,-0.03582355076890214,-0.02665371571163549
PSEN1,0.09506397703050735,0.07480892792493554
CALM2,0.0384662801255573,-0.03177475992735772
CLEC2B,0.05556978032699836,-0.003691935939916518
NTNG1,-0.027968307828817277,0.051319272140206276
LRIG1,0.007803999248231865,0.036522721452601506
CPAMD8,0.0301211196442082,-0.018751080374823724
GHRL,,0.01451080171562421
NPY,0.02914211657456554,-0.060492720295803236
MMP2,-0.018211374225220067,0.04616568105944149
PPY,-0.022628480687794907,-0.03356673215001863
ALKAL2,-0.01643854137597829,-0.030893179697210667
CSF1,0.02078825993678373,0.044102268496431854
SEMA4C,-0.03637941074588207,-0.007322263707139157
ICAM2,-0.04756855928946885,-0.03136503094044137
SYTL3,-0.01012549514964425,0.045718978334733595
IL1A,-0.018677270784932788,-0.029711886662570693
HLA-G,0.09553788746127463,
PGF,0.04995644076817417,-0.07211867978856117
LGALS8,0.06295948283786924,-0.029551370628504308
DKK3,-0.053170419284254616,-0.0562614242756296
COL16A1,-0.11726997613665018,-0.023313090773822556
TPH1,0.0007948635515930243,0.10646293254491129
TNC,0.03163996348610182,0.04981331997950904
TNFSF9,-0.0053548547042106,0.0018759449874550386
CNTN2,-0.0019157029153284585,-0.05256541382027313
F7,,-0.02317739498113574
LUM,-0.007802762632221182,-0.03374143249257566
BTC,-0.025846989854516788,0.049567557855437885
APOC1,-0.017722112081464975,0.05150146669814664
PKM,0.0467966133319123,0.07587216461493317
TNF,-0.017693272103911948,-0.01803877432628564
GNAS,-0.008082080385446704,-0.03474661790053466
BMP8B,-0.06817032602420674,-0.019837047067893087
LIPH,-0.01972647622116617,0.04096203496419045
CCL28,,0.04560163371381675
PTPN11,0.0412870154559752,-0.030289129906605917
ADAM12,0.0025371359285150962,-0.04757990427299454
EPO,-0.020487449375837515,
EDN3,-0.024663845902250892,-0.028764110515072633
CCL22,-0.018735458759392698,
CCL2,-0.004108413483848789,0.08361925790865751
DSCAM,-0.050135622725719836,0.049454941732000934
ANG,0.002531661951171495,-0.0032557110824174137
FBLN2,-0.020889267753550118,0.036571551726365815
VTN,-0.014406361387523223,0.03918291750124397
VEGFA,0.026110608960124772,0.055388178553001245
F10,0.04537574422786238,-0.0029119012889600596
SERPINA1,-0.03230385664140657,0.04942568571256202
VWF,-0.023975559689695197,-0.09409435605359491
GDNF,-0.04491633928250476,
VASP,-0.05697778737312224,0.03092275707059323
ADAM15,-0.03997551205625684,0.03625409187073471
WNT2,-0.021041636750309775,0.05784881412231704
CALCB,0.04329687964036981,0.06389233499002898
OLFM2,-0.0750449434532935,0.04111313305756333
MFAP2,0.06630452744139692,-0.005911088382711815
HLA-C,0.028347255281405095,0.03186873923781597
THBS1,-0.01635403746182024,0.050230030620105295
HSPA4,-0.04460643140081236,0.061263177660714326
LMAN1,-0.04201485101797248,0.02579543440616492
LYPD3,0.005829778895460362,0.03258370727248984
APOE,-0.0551539965608496,0.010691598522288091
SOSTDC1,0.008710541011620455,0.025746277300405334
ANXA1,-0.022996852988095035,0.026070431536992678
WNT2B,-0.007546166999050566,-0.024130807163944168
AMH,-0.03187007163522573,-0.03370802122426411
GDF10,-0.03155263326530845,-0.02908286959206167
EFNB3,0.015529058949532451,0.04157882967224575
LTB,-0.05383459378399743,0.011829922715562982
ANGPT2,-0.010828812457806055,-0.03340593330199238
ADAM17,0.006773023323228433,0.0350371781530817
LRPAP1,-0.07540095315399101,-0.005002584767951479
NID1,-0.049867472700125155,-0.024269429892987776
MST1,-0.016720994454848894,-0.02801976346598592
DCN,-0.0914954394178051,-0.05198747778628586
IGFL2,0.05932404119750015,
COL7A1,-0.056098611393633376,0.03379435627965118
CALR,0.010529366490411888,0.06235094747240855
PIGA,0.01769712502866581,0.030935975547884055
CD200,0.03856142055959949,-0.011773525929895771
GRP,0.06647657744360005,-0.026955594128815402
CDH1,-0.01657726181383717,-0.039040049111984866
LPL,-0.018416519485270292,0.11412555607344145
SEMA5A,-0.006071583560565336,0.04585382752368038
SEMA7A,-0.006601442605342344,-0.009473190188693468
SEMA4G,-0.0025277097810954305,-0.03891329450243841
SEMA3B,-0.04990633975232871,0.03988084865574381
RPH3A,-0.010446998376584329,-0.024766751570732992
JAG2,0.026700358851255896,-0.04362014552132758
CGN,0.015176404732927428,0.07740926534499332
GDF15,0.007084223545338658,0.07987133050505257
SEMA4F,-0.05413080237916301,0.05285655099242677
NXPH1,0.03176364158138889,0.02532837833389291
ARF1,-0.027947983129579097,-0.029131255615639243
EBI3,-0.010182979538495033,0.027160567205521593
TIMP1,0.004041005703724622,0.024297753920998293
SEMA3C,-0.057016481225619656,-0.005976232394379417
GAS6,-0.07269333280405066,0.019454381973269173
MEPE,-0.029162960551030334,-0.02666917280770351
SERPINE1,0.007407061563180557,0.05650189946629054
RSPO2,0.01835348527104628,0.004351285979744112
SHBG,-0.0341683015734551,-0.016940038166245848
LGALS3BP,-0.06404921481480513,0.11612581579388798
LAMB1,0.0031772435379908877,0.00516166244350556
SPTBN2,-0.005892577814796744,-0.00877836045905654
COL1A2,-0.04077721034253199,-0.06884918040383439
DEFB1,,-0.022395238278827972
WNT11,-0.0011995444289471904,-0.020105758231642127
LGALS1,0.045902974685468494,0.08286008372135113
BCAN,-0.029272489619584886,0.05879567798995957
ANOS1,-0.02864371163244623,0.04632127039578451
EDA,-0.018741774500209273,-0.035641030917156355
FGF22,0.06702388865808655,0.008480937871486826
SHANK1,-0.024604746601530277,-0.030330251231411694
NPVF,0.1431361249774632,
RAET1G,,0.007888894286560269
TGFB1,0.04815052401670363,-0.0005493212947411376
MSTN,-0.02315893774991265,-0.025038079908785524
WNT4,0.045006167058661894,0.02833238191659998
