,UKF260,UKF266,UKF269,UKF296,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,-0.013609672196038652,,,-0.01818615969391376,
BMP1,0.0461968171666635,-0.018509342594941455,0.06595303770581425,-0.03267058257150999,0.010601651555896673,-0.04654193783345265,0.02692159668569888
NDP,0.012407114407390351,0.04070928443672482,0.00856916327654923,-0.0014937774481375763,0.005151541820500835,0.02987373668320291,-0.018496916699026388
TNFSF18,,-0.012213189438721284,0.017333575450413547,,,0.012625864876826442,0.0409478040554545
RTN4,0.014418377826819614,0.07410028388486208,-0.03832826939620004,-0.006986686065617715,-0.03326006709543786,0.037300967986607515,0.01174669624544173
HEBP1,-0.007509298867462302,-0.039221010513398165,0.028514313351330693,0.06767721631353849,-0.011949625945349209,0.02162164861151232,0.012170219107409662
WNT7B,-0.03729884753649404,0.0786972055264239,0.03288881257237156,-0.025024981278301585,0.007004290801656541,-0.028055050722518616,-0.004696502069523455
PTMA,0.013331108817835335,0.011200634409138942,-0.02141581854802044,-0.019918565648726294,-0.03494110557580508,-0.05038493403356847,-0.016782894959383628
FASLG,,,,,,-0.015772850098233374,
CEACAM1,0.06355876883989918,,0.03216002895978745,,-0.015175142431838467,-0.021945604301686506,
PDAP1,-0.002861659480942288,-0.016245573411833362,0.013212373291221616,0.003929998081326341,-0.04816275332481658,0.031016828890068092,0.036652489399649595
QDPR,-0.04596740260644773,-0.045191817854010365,-0.1266378301395052,0.0446220868762582,0.07225946946253295,0.07100942454315154,-0.031062434320833266
POMC,0.0480861599164622,-0.03222085702255789,-0.03428262178585429,-0.030361913100469203,0.0026637100736142684,-0.004280857642161363,0.01261839283284467
CCL18,,,,,0.00665010592842849,,
CCL17,,,,-0.030973911620636427,-0.02190627078720994,-0.014296317013536208,
VEGFD,0.004337072720108486,,0.01151388483948817,-0.022719738754430778,-0.015175142431838467,,
TNFSF13,,-0.011844245940520453,,,0.08027395800416799,-0.00591859406051183,0.06307874807144873
WNT5A,-0.06010442525669769,-0.03025787759043494,0.03595226290613713,0.0233306596928103,0.02162310382535834,0.025153493039721073,-0.05122268616335295
CXCL8,0.028014127534117257,-0.0168476716426,0.04550188599336817,-0.021157608615209562,-0.07844844097743968,-0.0067549981146547726,0.04482647717194431
GRN,0.019409196688948912,0.0029172662347964635,0.02239164580881602,0.033834666995058785,-0.03672595306931779,-0.12304859887059258,-0.057253954439922566
MIA,-0.0019942288960179463,0.013718039101965836,0.021959366165444142,-0.014945081189145795,0.08115291309739842,0.009128649004522291,0.023349050422123874
COL4A4,-0.010363729672660455,-0.011269276728694058,-0.01341132176900274,-0.022806382801241608,-0.007520912435555575,-0.04198378883200126,0.04532214244403844
TAC1,0.01924202742977239,0.0052164458141475386,0.02968528387871873,-0.01568016777059645,,0.0939315203953435,-0.06972258689196056
RARRES2,0.017323879926805237,-0.07062195348759479,-0.004643462513257636,-0.0142644512205124,-0.09613157078539611,0.0530903874029508,0.07018167693401277
FGF7,0.07322960165171868,-0.03229964226076972,-0.038220225056448294,0.004833469352932404,0.13483625693173368,0.07864540078468764,-0.004405230090558701
EFNA2,,,,,-0.01442295731423432,,
HBEGF,0.027386435298823182,0.03818379401847397,0.06364823393522169,0.0423467911476024,-0.008427690095638552,0.017833084921441835,-0.012251779591782965
CSF3,0.042582818379244755,,-0.014188920295715437,,-0.03174978188225553,-0.015051816348045657,0.19656935745835324
PI3,-0.00042703929997721493,,0.08058668940116727,,-0.10879278465295589,-0.032702596448539026,-0.0015011582902174202
PCSK1N,-0.047330794038343796,0.06923632197950855,-0.022277063696669482,0.00812055225788519,0.015834944785327914,0.022595749144870572,-0.00902331833108599
NTS,0.12607360617668173,0.03941168919956144,-0.01743988984802163,0.026587237795774595,0.028530523417442746,0.05466450779012606,
SFRP1,0.09330643716599583,-0.04186951167180481,-0.01935649370773298,-0.011592647576716027,0.05314988005487942,-0.021771731658942844,0.03773502965264629
CXCL13,-0.00040066627950220343,,,,-0.03705668889346753,,-0.01578263564785095
MICA,0.018587292829590506,-0.029200164308484048,0.12057378695256328,-0.0030893476833984404,-0.05284386215102255,-0.06258091215226413,0.01136576110344286
TG,0.05570786176388517,-0.015879465869154844,-0.01712475734295699,-0.02241568533189154,0.10977266396681964,-0.029353912897955005,-0.020009801639614085
ADA,-0.0014212808841936383,-0.005502916499283142,0.08259500523989866,-0.020071573001948,-0.009854671135323257,-0.05740117084775058,0.050771769421672365
LAMC3,0.03603444249794192,0.05372972536252762,0.0722878363033736,-0.010678865581735308,0.020151675905054272,-0.09751583921389465,0.03449562795242014
CCL7,0.016992713933631484,,,,,0.06278543048032831,0.048624371471942006
NGF,-0.0271089387656333,-0.015153269582247903,,,-0.014229088502957014,-0.04722342101586308,-0.006496103125103571
TNFSF15,0.0406281040014309,0.06370394646248925,,,,0.03873009492572324,0.053916883906458865
HMGB1,0.011516952040613886,0.008682423850661996,0.039615760255954674,-0.01819536115868096,-0.08252920675141616,0.07469201556365658,-0.02955007800597832
ITGB3BP,0.006246826246710505,-0.023313314630163083,0.07349635634287412,0.0028056789781984583,-0.01828182116432535,0.03905115173804412,0.03239341418737455
AANAT,-0.01694357367878999,,0.017486455833796072,-0.025838919537961868,0.0013956433053606122,0.007915511077543397,-0.02368901546059307
RELN,0.11001902940450198,0.0016308085539286487,0.04816356308458477,0.022085829046378826,,,0.01541518902378016
