,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.046519891421489254,,,,,,,,,,0.0020941331313148255,,,,
BMP1,-0.07145073742730396,-0.046648679168753086,0.009230694727297206,-0.0013493096328645632,0.046826592992089515,0.03519165076686134,-0.021826182182971558,-0.15754974796397736,-0.4235077090145839,-0.11153502184590748,-0.0024187049712753286,-0.08623313125027085,-0.16099817603007813,-0.03886109886895121,-0.0006662018859674289,0.03961111034443147,-0.08156935377227685,-0.05954209711907681,-0.05901131037317586,-0.06839222767172008,0.006496269067668469,-0.04129261093037109,-0.008403118826274729
NDP,0.011630418933749375,-0.024099011617167855,0.05050116865297761,0.01687123193865971,0.014820966518910557,0.0012616745750597843,0.20688233731560984,0.03941221744449855,-0.08760495231076751,0.06099487331449718,-0.0419122994673072,0.016280019298860658,-0.04996883507812677,-0.055739664555786834,0.06623731992674124,0.027775714590126305,0.026426853813370975,0.0757981963493911,-0.029589248487048154,0.017413850121140453,0.08814902180208325,0.04444060716477119,0.0869797590775645
TNFSF18,0.11100666446861454,0.02680419948300981,0.00983220198955248,-0.001591495930172373,,,,-0.015153666524583189,-0.114540253940699,-0.06813493987231896,,,,-0.08375653667455475,,,,,0.014932490605134897,,0.02486391011999145,-0.09899467135199226,
IL36G,,,,,,,,,,,,,-0.015495974998306846,,,,,,,,,,
RTN4,0.14832498197630647,0.33476253674585743,0.04869837643003656,0.10942934596307223,0.050685824278758396,0.115032223640683,0.2169409273714655,0.4524533762981875,0.5435695887221408,0.20705637954052594,0.17179243991174553,0.14171666825428939,0.3277624145022776,0.16392241270376823,0.005039895811713638,0.04763216959357409,0.10470958940975258,0.05334534835643207,0.13740834532795843,0.20950201827769857,-0.05343889975759097,0.42274396976774625,0.17978670541792713
HEBP1,-0.016554312052177996,-0.08532618880517809,0.02837959429006787,0.014217482577306255,0.03276828294204262,-0.02649733139685868,-0.0446480534603986,-0.14167804117148625,-0.17900884608865572,0.033469032524584885,-0.04512438503654798,0.07614452566729044,-0.026893492226425984,0.14101215348881108,0.06820669071842922,0.03402910110630108,0.1338000918167991,0.11359118507030634,0.01961938939773797,0.05788203808127391,0.10145864674281445,-0.06564653831304101,0.010516215852916245
WNT7B,0.07198111732161518,0.36772703371722537,-0.008247645627250376,0.023319974956675253,0.008305805150517513,0.016010032265331518,0.09122480264543081,0.12359519526564579,0.2435870237702293,-0.028216505633141608,0.05278780044577447,,0.05132646408067851,0.04735444051886248,0.02997208511072901,-0.024479721247138268,0.0389516479093413,0.0919497945502308,0.010845262737360167,-0.008738232222525646,0.023024255055500226,0.04234955321321999,0.013118245487072485
PTMA,0.09946047486254789,-0.0342222350267408,0.03597363473338464,-0.11334806776680872,0.05753949650002281,-0.02318031975846973,-0.19257631391496147,-0.4995703580912728,0.17114690983518652,0.06728752569556139,-0.09769305434836602,-0.1696988211788381,-0.22919426647125918,0.09903782792687202,-0.07235880615556041,-0.014904092242858413,0.037958152386029224,-0.05731597835486749,0.1415113544300008,0.05576981774138237,-0.04947973502759387,-0.16921987426285667,0.0061017586397883695
FASLG,-0.02773472664793922,,,,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.051273296876906585,,0.009500929043133778,0.03771712362646959,,0.049668306380638814,-0.010207008005788911,,-0.13895956880730195,0.016916552849719706,,,,,-0.04108334605943773,0.02317326872267891,0.053026166399179314,0.08185933684493556,-0.028537066508918376,0.06986475714433014,,,
PDAP1,-0.06012193543350903,-0.12771987340645444,0.012566033043975215,-0.03532651817855413,-0.03914524297677326,0.022577474568398787,-0.05313522901530192,-0.19464738443644192,-0.39176939647624376,0.04503844672263183,0.01637628133718686,0.004761811821963448,-0.14525340760628333,-0.0737044642786807,0.027399360997026913,-0.004418946018762667,-0.012364986680833936,-0.00403516561581167,-0.10446290007574759,0.0821680516454955,0.011552923707627732,-0.017529266543317237,-0.023306767168960456
QDPR,0.27122976269009735,0.22579295541373498,0.1377966540015772,0.048618179766215325,0.056179071174602274,0.006034488255079332,0.2209068172029921,0.16711297485581303,0.314481094778924,0.14549609211886075,0.078500091455697,-0.09246007178827421,0.07966636723273544,0.00536898705101664,0.027050388405550452,0.05027662726726928,0.09646390992413768,0.1839874254525053,0.06260853416359832,0.11606723488920433,0.05372688921606176,0.3349757729560848,-0.014509902361217904
POMC,0.043793579554813666,0.1866010788246821,0.0033895801805734474,-0.003533066954937101,,0.028699482428399047,0.13905609782962708,0.04236260988957835,-0.011755738003533946,-0.000714839778854922,-0.031864931058708634,-0.009208381796497756,0.03969575957893131,0.018436833497433646,-0.014119872440245563,-0.002509397475074521,0.0273460924991088,0.0503171127481695,0.05562805728643965,-0.030991455325701134,,0.010335918011122342,0.10264121756314037
CCL18,,0.0017226284725716946,-0.053870034386102945,,,,,,,,,-0.055364049919957053,,,-0.035226821413923484,0.053750731682030935,-0.020348788448087768,-0.061361672171185384,,-0.06143132964338681,,,
CCL17,,,,,,0.008375197373335433,,,,0.04756393675830016,-0.0571119023280451,,-0.04274027249186019,,,,-0.056734145781350005,-0.02579701172572866,0.043163124874105126,,,,
