,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
VEGFD,,-0.034389754038796225,-0.00436782604119305,,-0.02125054936123035,-0.010567928490433824,,-0.029652769851479504,-0.015698905560864396,0.009714669677200164,-0.04399852166175578,,-0.01788812196556339,-0.01346956878465013,,,
TNFSF13,,0.029636351091281415,,,-0.019258201125446933,,-0.014474595194745529,,,,,0.04669876034227408,-0.028068312770450875,0.06789211022696102,-0.017436794788049145,0.01572541811014802,0.0822045512983325
WNT5A,0.011684813124924592,0.09619908549333721,0.01730509225144979,0.1196450442211623,0.025159015705277205,0.03756453759469675,0.04654106958487374,0.11910317366799344,0.0200223566009408,0.03899395269491779,-0.0647962153969475,0.06196949334468346,-0.0009762130756248887,-0.03543791623733998,0.014140785230762391,-0.061933451262235546,0.07208880796299068
CXCL8,,-0.007782023753452285,-0.01897340630257889,-0.048320099484797055,0.05893092763100597,-0.05223846903973274,-0.02058917285450362,-0.015791662936600035,-0.06132396751914795,0.04569548037909216,-0.013696074464759143,0.029131919964194362,0.06984898489271177,-0.014034123319521493,-0.014556210666191912,-0.00940442104659961,0.09768783989086123
GRN,-0.10036639978452042,0.05421204212680067,-0.0681671640190831,0.07973823030491625,0.007015415064073608,0.02118041798263974,-0.012060846930441585,0.05113845860153396,0.016539538682827815,0.00018355075387317901,0.07453139779845887,0.014038431262251285,-0.030799711538660523,0.07412998418918042,0.026400967387580788,-0.07101087943178147,-0.08029002164673757
MIA,0.0936598810564587,-0.048276872715921786,-0.00011361213000698331,0.010616715322846871,-0.014893769996659695,-0.04395366226462176,-0.02617285970008128,-0.0355319283847517,-0.018582938525778716,-0.008412671260415892,0.0285703449111472,0.05610452856952704,0.014571719067618187,-0.022696853171105848,-0.027766552108821528,0.05755708383773137,-0.00010142956845133798
COL4A4,-0.021319240235254992,-0.04130180207663311,0.05971087379707066,-0.03154177102574323,-0.012708046547968742,0.004707511600299894,-0.013771937834165316,0.027165817268700248,0.11223958860344532,0.026760560274370345,-0.03445170897822271,-0.02023642152584175,-0.028641680234167303,-0.044422160992979964,-0.0056966802672742105,-0.012748885496753773,0.13395291690011404
TAC1,-0.018408450413297618,0.02585573857710276,0.021841118392916685,0.07187773108558722,0.025454458912745226,0.022529164837419156,0.0016872605977584119,-0.061636739688970724,0.067252792851725,0.0011979884886796452,,,,,0.07668324898459494,-0.02790237690887308,-0.05725263729590924
RARRES2,0.1270837182497604,-0.024242813659144467,0.04666828620328695,-0.03124125765303098,0.014382801126410799,0.017481822325049974,0.003437900944709725,0.07754215206006743,0.06353084802591051,-0.029454773337812115,-0.05028173944633984,0.05787956088294492,0.07277526593066748,0.045999957071309654,-0.026984105973719967,0.051580809421890944,-0.05318010241474351
FGF7,-0.007412065440364332,,0.03403508054511338,0.060819579891412734,-0.00020422276996815946,0.011426572887162754,-0.029518895909369434,0.08305342472877475,-0.026870458471832007,-0.026201674142443482,-0.07132286576218684,-0.050171045689402206,0.00012190528233917555,-0.01286743592782434,-0.06421092570131243,0.03146906420290707,-0.0022927757319697586
EFNA2,,,,,,,,,,,,,0.15186479467593642,,,,
HBEGF,-0.007264826803885428,0.04752429876149753,-0.008842728624850754,0.025563271069647425,-0.04247645283452812,-0.005933929665674437,0.05216064813136194,0.06177329417765105,-0.08629320283286732,0.07596189321211966,-0.016352595802730737,0.0010521684859225008,-0.015520393414684803,-0.0034819769046957037,0.0718632340607241,0.014192987353124652,0.08511600348964632
CSF3,,,,-0.022078040734318283,0.028682633757873836,-0.04915707629653182,,0.0467075709435661,,,,-0.004369798099778349,0.07299020939863683,,0.04806443185550737,-0.022346615546478602,0.07194018844363742
PI3,,-0.017028136727409677,,-0.0523059662898467,0.004445710380419321,-0.014164208116613345,,-0.02077906856377483,,,,0.026808049755104476,0.07873615708684122,-0.024502337878241305,0.004186371067528898,-0.03968638928317076,-0.03196699898705867
PCSK1N,0.041182921491974334,0.05244865236896612,0.026192164903016565,0.031787744475564914,2.9113707437887446e-05,-0.026369029743320185,0.003128259380696271,-0.024200766531549064,-0.019850447250257065,0.012510668926640352,0.04686151331854688,-0.03676872203481341,-0.0970597755743578,0.06250567330765147,-0.04982966971956889,0.024175915780775187,-0.09528291092604671
NTS,,,,,,0.02647710337000868,0.07095936346367229,-0.005449265631904768,0.04765729402875877,0.018529236533004312,,-0.02967595580179962,-0.020713056166132213,,-0.026963056049132482,0.01975328315053374,
SFRP1,-0.026784760344883467,0.028321328364098855,-0.0023793844542090914,,-0.012255974759596106,-0.0032948204099441437,0.007590934623399239,-0.04156457670266632,-0.015922163676052738,0.049236652193545366,-0.03612235977962369,0.05297393589876196,-0.053636239103463684,0.02914761781464108,-0.0038116106548693896,-0.03232330942083699,-0.044585185606909196
CXCL13,,,0.04613694246549465,-0.016031269908541992,,-0.028310570757613333,,,,,,-0.028573191390438728,0.0045968390285637305,,-0.02464959562117784,,0.1807931823671218
MICA,0.0047502562481975515,0.03592964027380809,-0.0369109091676961,-0.028082361098269885,-0.01417239843352379,0.0030099878289227278,0.03954171170600187,0.06095251901415448,-0.010294062725986274,0.014354588114841861,-0.015462119981619976,0.05613740056832321,0.05397308546978617,0.03226778337917989,0.024701832705147485,-0.02596680764428374,-0.012084956136651814
TG,0.06788440995438523,-0.01871197791034199,-0.0022563965681135782,,0.0633209723204392,0.02493739708716184,-0.019405949650070708,0.03074907367902214,-0.01484496373106546,0.05744263587941878,0.012537869112268892,-0.01690256551163576,0.005713300871006216,,-0.018321450085880993,-0.013195334899721578,-0.01489174152886207
ADA,0.02815705661573802,0.05403262175836707,-0.03974243591400367,-0.03156507065079938,0.032245468808217506,0.007102233314274257,0.07088408903430161,0.04660992448864934,-0.02135502698971314,-0.02150790457701884,-0.038926890308180584,0.017297753230435704,-0.033747552137776464,0.030723077164347225,0.028578891694348733,0.010274189906605445,0.0547418988676623
LAMC3,-0.01482876496691737,0.05531230986016427,0.10898204486768144,0.028908803354769516,-0.015700186500377463,0.023835868486904752,0.021765451220607867,0.010097720734729346,-0.028785481738091274,0.005618801778882679,0.13719809184415402,-0.024402224803135118,-0.042785791776574066,0.059798048854468856,0.03501532267874194,-0.03720431045017011,0.047204399459100654
CCL7,,-0.021874781791974437,,,0.10816859842757688,-0.017924256173234572,,,,,,-0.019065324495400413,,,,-0.023417086930452986,-0.01659419664245869
NGF,,-0.03755791405514474,,,0.08754279406943041,-0.04006426809589523,0.059645702840110774,,,,-0.08296957554421082,-0.022018923497559403,0.03103306051852549,,0.0021984178126751527,-0.07011005248997801,0.012496698924338289
TNFSF15,,,,,0.06077642354095629,-0.027790483010348095,-0.02248549576348739,,,,-0.049509241884733365,-0.018586550531716973,,,-0.01382392896272445,0.06803345631418378,0.029368529582010663
HMGB1,0.04636818652233743,0.037364181623839615,0.020051089713681206,0.059488730653919505,0.008362883544742659,0.05237960966885409,0.03823612557920459,0.05558727343311515,0.007964595056022183,-0.014983500520227285,-0.022384399435448465,-0.036843976839124236,-0.10429013150220448,-0.03723082895093767,-0.00581304737969022,0.029619318249554973,-0.06573224211262642
ITGB3BP,0.006357763131348668,-0.009396507714487681,-0.04568087449566911,0.03674893415947071,-0.009657192165203695,0.037969779285623964,0.030070438044121094,0.03773703427610709,-0.019513184448757562,0.03724305387499432,0.005524488650014824,0.015551490949868097,0.010184160838137292,-0.02432720445156906,-0.014423412767282035,0.07953903187914647,-0.03591054434884882
AANAT,,-0.010240361970923609,,,-0.019258203180838082,-0.010580676212774002,,0.07846060428456679,-0.013350162637585247,-0.022038653729550363,,-0.01672566914836509,-0.004782387469648955,-0.021827593603152437,,0.04153292170385678,-0.02182116430628864
RELN,0.009038418494509324,-0.027599020755576697,0.03492681838455865,0.06173319339479125,0.03903629156314743,-0.020976239049440022,-0.054738031407563593,0.015742996353486128,-0.018989028129849476,-0.004007517627483019,-0.0068247831796631265,,,-0.033083180373167355,-0.016697808055607825,,-0.02367311565425841
IL15,-0.0004892415573940001,0.06620134370721185,-0.024508479407331193,,-0.005220603051694606,0.11873665055381118,-0.015999766982998206,0.14581504930714717,0.04842679317815666,-0.006903614936438606,-0.007778389315906238,-0.01679847230576414,0.00025745923998163914,0.01874315085197956,-0.010557213110923353,0.011012594854924396,0.0034001540845228382
UTS2,,,,,,,,0.025797479833743836,,,,-0.014243131391220555,,,,,
BSG,0.09511645062232649,0.023645752110396004,-0.026581347281412267,0.049809478379390947,0.02604605884630193,0.012947406922811154,0.06140184277167876,0.045152733785585215,-0.0031666862908937858,0.00024970506008958936,-0.023319698437915773,0.09260797735351366,0.05004197946105236,0.07325668514072176,-0.0051350416572808165,0.01540274292597807,0.03198936202087443
ADAMTS3,-0.023762613188072122,-0.01262347813651269,0.04506015461757105,,-0.012678256123182494,0.014164257649728052,0.0323719224659323,0.08991954858574408,0.029749111360664868,0.011445721253465494,,0.0451636206282349,-0.02610964194324904,0.012370281636885458,0.014793395110319203,0.09002729894841391,0.058644735277114814
CD34,0.034888875837728886,0.05442190112172306,0.023406157423220376,0.16181742671385957,0.026430933637892035,0.03674295666338571,0.031108484805419563,0.0858408001153544,0.04226642518953149,-0.04123372273242405,0.003503190894420001,0.059055863752890174,0.04054825212774519,0.05372834261529746,0.04406625660217786,-0.010870363001244727,0.030279262087837332
CCL23,,,,,,,,0.10227821549156409,,,,,,,,,
PLAT,0.05091247520941331,0.07642348519314031,0.029571397247591398,0.04564411058344542,-0.03889921292094626,0.036103740749128324,0.09386601110523458,0.12027016225547486,-0.046072069425747555,0.04826940391758414,0.01811572663073971,-0.00338581493440421,-0.05315172558942044,0.04688620475799073,-0.011855074705759713,-0.001328910539493301,0.03376146405566052
NTF3,,,,,,,,,,-0.027666011502075257,,0.008560309926968141,-0.010916843939008361,,-0.026440007407184146,,
LTA,,,0.030699610623609673,,0.048592740036300326,,,,-0.012857597924530395,,,,,,,0.017895834337380425,
CKLF,-0.025727725653830632,0.05374293478811011,-0.014176160471389102,-0.008921760244957003,-0.03156863358696237,0.016698885618632045,0.0025506087903008063,0.09219178706185814,0.025201638573560486,0.01860845419558416,0.04892811445424654,0.04602279693363002,-0.015204631628292768,0.04660038122161213,-0.0019606009197904416,0.0033815459897045303,0.010560029915605191
CD24,-0.030104463614890147,-0.014514613941507453,0.029660922848565103,0.04210843866770033,0.02386638458727321,0.06711125467944086,0.049395407949018456,0.05159088792745943,0.028472592128984005,-0.005068693404363274,0.01328310337402374,0.0074349078682331505,-0.058888987446727166,-0.011593927733605174,-0.03295026026234691,0.09060932176144726,-0.06082613435535585
HSP90AA1,-0.02589463003238015,-0.023487118799534464,-0.0008524306172271658,-0.04239956935159154,-0.0289939227224527,-0.023764065286038347,-0.05234119359341891,-0.06494234146773553,-0.052406701999489255,0.06715036490858158,0.018558754971783244,-0.0006995177757235655,0.03959847309026997,-0.012048564440428134,0.04442771421769596,0.0008833220980389552,-0.09370184505414704
BMP4,-0.021940588286593704,-0.0064542020133699215,-0.01499710796423164,0.05155130077982911,-0.0027231056471291293,-0.0015000834481490538,0.06615608769515031,0.014532803782273089,-0.036879324664335696,0.011458364864459019,0.018750025112755104,0.06581714276524153,0.027052031532096114,0.004375461269563165,-0.031728625705692126,0.019773716386760697,0.025645108229539127
SCGB3A1,,0.04295472493981788,,-0.023599242238752666,,-0.029820605395205323,-0.020423985530693627,,,0.04476670468560681,-0.047209420735228734,0.11023051018608396,-0.007766310216822544,,-0.028707938397378497,-0.015709331729605015,0.002095772666779888
IGFBP4,0.05240618282631463,0.046439981369406254,-0.03045052343054842,0.037725093739805406,-0.028995492076408603,-0.030084642926176502,0.06559832604974328,0.07073938066500438,-0.027100187465491806,0.03416749704744666,0.007835185094447313,-0.020355944056903844,0.02036818164603753,0.09855665435272475,0.02748651210703129,-0.05386854738655177,0.043050575733391244
RSPO4,,,0.033175033557656754,,0.0010021723399754121,-0.03441782611943696,,,0.05971714524679074,0.10534933518640505,0.0013147478727978232,,,,0.00019341919977572614,-0.02447178761392434,0.11914254092980243
LEFTY2,0.1321762412535364,0.03431424406272467,-0.014321184679061419,0.0942800440049529,-0.001633513653499728,0.006185268874147511,0.011853688268293496,0.06294068310829605,0.022416137606950576,-0.02038396197848289,,-0.01618430151908993,-0.019548627615671128,0.06195225516973204,0.002831005255169469,-0.04442941920203008,-0.05723973306294542
PF4,,-0.022691572423945087,-0.01286901286039917,,0.052322159047517365,,,,,,,,-0.015583017722396538,,,0.004725276750072409,-0.021554545112353104
ANGPTL2,0.026854660983976385,-0.00539052584480063,-0.00019755080509965185,0.012832672612799875,-0.009944031830503783,0.019226910271195965,0.07128657214577622,0.08761077822859542,-0.0346175470072286,0.07647788303454671,0.022129655426590587,-0.02316289457894363,-0.06313981973779245,-0.05810292328742582,0.0034814567582398515,0.05245024071312963,0.02607508370659091
LRIG2,0.006611924063845954,-0.009549875947539125,-0.00682355601339968,0.007484211034211874,-0.012015030427002884,-0.05307852182891929,0.015278435481779207,0.0624032153563235,0.0018011598404226751,-0.00017876509795977525,-0.009874977769699273,0.017601241759084223,0.015915502184546668,0.054355888412308366,0.034534650490730845,0.02854465391735203,-0.015318936171093292
ICOSLG,-0.028139623654949437,0.0049639239491690084,-0.04826006003526213,-0.02906825595062983,0.03253553452301501,-0.024469218213133515,0.010685076712600793,0.008225269522379031,-0.013560487247576207,0.06520294759705773,0.030656013784140894,0.021702484369825296,0.02823933442164971,-0.06868791938789777,0.010034279866346215,-0.03453398510736329,-0.016407074953169152
WIF1,,-0.022456075903677056,,0.04130834624591732,,-0.04941498240239483,-0.04398331887489983,-0.037407026130216424,-0.01153977812321676,-0.03498218714016767,,,,,-0.017972430433697336,,-0.013993334389968949
NPPC,0.001923352135012711,-0.0066522961099189405,,0.09776296522502725,0.09950686469053567,-0.040158067486536775,-0.018038631183551986,-0.04481789875581965,0.029715074405090545,-0.0033749180116584543,-0.02467388620293692,0.1618587366539634,-0.02948411421636918,-0.0037608658224116557,0.08786285455064516,,-0.051800550728524145
LYZ,-0.037249121359000936,0.04487718769571908,-0.05027425172899936,0.011253271866262493,0.07429883158051805,0.02456704546680301,0.07035827250994801,0.04364427992422928,-0.020074371827592807,0.022602013481145697,-0.021762108373370677,-0.010427807811161576,-0.05062551547284789,-0.021151616733123015,0.07926632176405697,-0.011984819531062717,0.03463517451074266
EREG,,,,-0.02975957305872899,,-0.017445001061490467,,,,,,0.06971471817676758,0.06011826466883192,,0.025063121161761796,0.008137565727985187,-0.004696327882562895
SPTAN1,0.10710476993579655,0.06915763782384006,-0.010827176774422447,0.06887189365985756,-0.02380752802890582,0.012473509572422915,0.017138527356006607,0.011274538598733869,0.004821903200683571,0.008886478314717255,-0.03633985857426127,-0.004703991561429429,-0.026172588786688062,-0.002326748317010374,-0.002434467597147674,-0.025011218280323554,-0.07140063823517645
PTH2,,,,,,,,,,,,,,,-0.030746824705649982,,
LIPC,0.16666291156698862,-0.0031027705808132746,-0.01936855213380352,,-0.009931535923193057,-0.011322032809602365,-0.024811536036329154,0.0818180784659281,-0.02795834209958638,,-0.04089771239153503,,,-0.003660828435089755,,-0.042160823639908925,-0.03361302286993898
COL8A1,-0.036367957807380676,0.0174426749427377,-0.017326010066890423,0.06446879937975962,0.019964117717631475,0.014700044609596369,0.04201756923030135,0.038902773553916775,-0.04291536398864706,-0.004642913749992194,0.02747302979495733,0.04685109868577215,0.015873285770365148,-0.017146236654025745,0.0755064724897979,-0.014757230833281643,0.006784294193206911
GSTM2,0.07383632216346797,0.047726962274651896,0.05458914701594393,0.0338466081459184,-0.037749611751620754,-0.004753135863739542,-0.013529957394529626,0.033786271040665755,0.009897072755157433,0.006024599223458281,-0.007255328339656252,-0.045870329847168774,-0.03137788455419097,-0.05979496826980956,0.02013478749276778,0.03393690280452944,-0.04209246721937798
SPX,-0.018734802240871068,-0.037204947016779635,-0.009784446672004246,,-0.006316866182191843,0.05347506910894394,-0.0036762369157959988,-0.044151066950986216,0.047935154266195094,0.009222487409966463,,0.06950015674491614,0.06300501794542594,-0.06488239018801066,0.08328386742602768,0.010172820611874304,-0.03410127226802101
MFGE8,0.08410237804937011,0.07503179894984252,0.031053557379751063,0.004242727195312425,0.002837949507602207,0.046116805687226314,-0.018347629488730276,-0.011034238058793217,-0.03159256015250501,-0.023626671546397658,-0.00286779586446079,0.01966157679184427,0.03855371201522398,0.05588882742743649,0.013642236307590361,-0.025525487160549552,0.04913727037357977
TGFA,-0.059481739995498,0.03212890950303246,0.017776850279731495,-0.018335488173739915,-0.008116176866690823,-0.06560095527860282,0.10318628673057145,0.018461513336627343,-0.04482178642441045,0.023731691424404556,0.016637750628776503,-0.00025409091456735826,-0.004955233309277945,-0.06470915905166619,-0.011764108945290069,0.09313466950018863,0.014519558305331469
SLIT2,-0.02194058477577055,0.11632238570812191,0.004472893515706852,-0.017540613119518707,-0.03466280308718796,-0.02276284278881379,0.008424709492319498,-0.055311123802254836,0.02461502888536238,0.01565115358730358,-0.03594685101600621,0.04869005594780543,0.02825831216239768,0.07666595690128132,0.03378151037482999,0.03459982502345215,0.002770920340153582
PLTP,0.019069074257759267,0.03444650946456095,-0.057799814767460815,0.10230423747362466,-0.04490369366677021,0.016147038512210464,0.05087681455857204,0.0957852164591017,0.05486716060981072,-0.0011678799947667058,-0.010504896856245768,-0.024391125631243418,-0.022902223017138304,0.06411611211602894,0.02191377795957593,-0.0830016408155017,0.09740320016714794
APOD,-0.12259660119769349,-0.0068927534443366,0.0506971838147662,0.08223097544027062,0.0048926038881458266,0.04570600169847438,-0.011377533938351874,0.0019060998532321467,0.006182154620472215,0.02390865917492554,0.02343390049659088,-0.005738180692377528,-0.048536821108674175,-0.09709804295320734,0.039866173697546956,-0.0959750852980237,0.05478362796957557
B2M,-0.01572669251888392,-0.0030713822527776245,-0.01524152817472404,0.060948777474252425,0.050425313012828266,0.035172534730113024,0.025408007675812493,0.10236480248912735,0.040263984605789664,0.001597371260955608,0.049809457971640915,0.08472144458497172,-0.004665539336362025,0.047022936286026495,-0.022995947823689366,-0.10492141291394365,0.02855279063826774
OMG,-0.08088183083203163,0.057569988712440845,-0.01841150107014232,0.08284331176217934,-0.01727330635263051,0.04671937723620197,-0.06646872177952973,-0.04236548568246479,-0.025121041439029868,0.03549676173779001,0.00045251910196938955,0.01372455273276856,0.0009261617611650229,-0.04843764599664264,0.0008294695664754441,0.05881778476633158,-0.10717154323972783
CXCL3,-0.0171684479094251,-0.04237064619408211,0.07134133345981822,-0.04156991111119367,0.07787559202523217,-0.05198064879849429,,0.03354355223307252,-0.0177878085705171,-0.019887175008767362,,-0.006956798709253404,0.10971536704822639,-0.02511976210540688,-0.05423449912567465,0.0039470450636552344,0.0927992383817926
CXCL10,0.03474677516332043,-0.023361752235120506,0.05055533556643952,,0.06481668008331698,0.02074632286684498,-0.021869868884450354,0.0914026984601991,-0.04727904252588341,0.048516583222442906,0.014207572566886399,-0.019687393386089755,-0.020901344227852225,0.013177631096177428,-0.026417550795004418,0.03473861622962856,0.04893417947662463
RSPO3,,0.028858785308908834,,-0.02207804142295699,0.041081145687172624,-0.02228635263120686,0.08121839797382019,-0.012941234548647606,0.0017399300121305737,-0.029923357773533207,,0.000995703904905495,-0.03564900386002075,,-0.006793847723463366,-0.023763764246491015,-0.013553731806193937
CORT,-0.021319239892085392,0.006228415938048202,-0.00833737849917123,0.041478195837165506,-0.028828513045065337,0.016919754555441948,-0.036810593279722185,-0.005277936530091533,0.01278579839413635,0.03979428262939281,,-0.021739515319903098,-0.0163068360224094,,-0.019569706002739266,,
NCAN,-0.007068512606190998,0.03416271686922177,0.03439794250663432,0.07084064593395838,-0.04709769198829471,0.0034153804478925373,0.04283946570051018,-0.011902698133369099,-0.02540548468089383,-0.04544596048465418,0.002886912914832463,-0.02999764362321553,-0.08254186369558628,0.07774120958853117,-0.0022831564407788897,0.059118002698971536,-0.06252134229132562
PRG4,,-0.03289705940803252,,-0.024686102437957977,0.08734684023738291,0.007332288857368053,,0.010130709817739685,-0.019110834498985582,,,-0.020881806234031828,-0.007595442139656092,,0.06085702076637374,0.013756203014599469,0.03617867759121825
ZG16B,,-0.018489108692896144,-0.015485765394466984,,-0.008958251570086529,,,-0.010044892694620857,-0.010216528744262748,,,,,,,-0.01556961189955747,0.03675011696094014
TGM2,0.0018705445603613292,0.06073602904757486,-0.019897086043449516,-0.0064956640110137055,0.023499309565418403,-0.026966372831116858,0.09013873241420828,0.004057072448715698,0.008676736074915202,0.05947717743693207,0.02093118241535802,0.03510329235525376,0.023227867690644513,0.06577694621083725,0.035308279321656484,-0.015332822888227944,0.08777500042064408
VEGFC,-0.021319241264763884,0.04289461357342738,-0.01988431911596006,0.0782720157797593,0.008742382093840866,-0.005418724589137292,-0.03279971531242953,-0.005874918152023053,0.0053358981035424085,-0.015347283815747185,0.12379839410857404,0.0676493245428037,0.061015676764221344,-0.017494697818138435,-0.021084747460218375,0.04764929943290628,-0.020218274773963485
WNT6,,0.004750439226605426,0.008625328025153216,0.034273221242792716,0.06199363698686593,-0.010689856831579947,0.029597020175379414,0.04251861888502139,-0.022736520320986303,,,0.10060815648774839,-0.030306983601809914,,0.003287423559668538,-0.03578534912920953,0.0863781845719609
NRG4,,-0.020147442000083803,,-0.016548678861209226,0.025895306480798547,-0.03398331885340865,-0.020089890932835752,-0.029492345363593422,-0.019627605921020946,-0.0029469864376791477,-0.034451670974941,,,0.052351222978604624,-0.025530487103968703,-0.023763766909842023,-0.028573937460963067
PMCH,,-0.023221011158363232,,,-0.03205220255772906,,,,-0.01495416841516658,,,-0.019378589978437003,0.030211429324534834,,-0.014699400380957343,0.009023464499832174,0.018361255004732242
COL9A1,0.05109283051713391,0.08484980800119249,0.03981045495180882,-0.04738931715737329,-0.024160110036222888,-0.0027411213966212237,0.015971976369782356,0.050089643577748096,0.005103171380493433,-0.03937906007355786,0.07066766470398461,-0.029651007774615348,-0.043629750046809204,0.04355760381944727,-0.041705005253027325,0.12804679866981108,0.08920668560227019
GDF11,0.01211192168240468,0.02500332846628335,-0.020030659487905687,-0.030556196988714583,0.019757859945609343,0.007126728412391767,0.03402429416162274,0.08693010221404375,0.014151787506610416,-0.0013334464047290973,0.0008568809339327262,-0.025693171031004935,-0.0391547095685137,0.004334722789278972,0.01718142228426031,0.030444435581403053,0.011985379966428402
RAET1E,,,,,,,,,,,,,,,,-0.02606868345397826,
IL24,,,,,,,,,,,,-0.014448209723390493,-0.015334554427510439,,,,0.11662706115456876
SORBS1,-0.04049960647699392,-0.006913370142971697,0.05673629186068317,0.02342987184615859,-0.05402350639136935,0.04037641633437702,0.05719693715882765,-0.02465709722162143,0.01501447343124088,0.05373336332812905,-0.015711635566655856,-0.009036918404422948,-0.024890748983322494,-0.025368716276281237,0.03899608702822041,0.025735669809389947,-0.0712594141870254
DLL1,-0.032266925894026764,0.11160620449082861,0.07646219886756281,0.09619082501161084,-0.07264150177422873,-0.04628697034819406,0.032097164438289624,0.03360327142702347,0.015037305367582326,-0.0037051982015087943,0.028191241136444414,0.01597548286617492,-0.0435625852449961,0.0076711813236435425,-0.018478400667250594,0.049341275875675834,0.0010012699441929289
TLN1,0.03909797045387076,0.01587635294255342,0.011767013965708601,0.008068243549709357,-0.006207569473209458,0.0286599267807274,0.02337712678653302,0.06238476939261174,0.011531204466360597,-0.018759559461060213,0.05672325300087069,0.003995331359684692,0.050038329812287376,0.014894456999950062,0.029503273784076856,-0.04807543089162009,0.03926353190760963
