,UKF248,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,-0.017760870939295906
BMP1,0.04354152359875749,0.022165303527965807,0.028160266898771998,0.01773162071194229,0.16941519365766153
NDP,0.03121348849084616,0.04458110018194519,0.05449551213909402,-0.019903355708630763,-0.02512915978693606
TNFSF18,-0.011356804205069152,,,,0.09861596780849433
RTN4,-0.03835019558470344,0.002937539090639714,-0.0015906058696807338,0.09195947420360792,-0.02486128351688828
HEBP1,0.026037627214597566,0.007484724537911219,-0.006597159428076979,0.054393954645425534,0.008897397439102575
WNT7B,0.009464325388521542,-0.014395069363801433,0.011949885635362303,0.045195628307287634,0.027250293419814473
PTMA,0.02032702065387205,-0.006799717646831794,0.020959954244816163,0.010776068531229963,0.12589229626206194
FASLG,,,,,-0.01540399730644266
CEACAM1,-0.02112899276920537,-0.0013304893718983442,0.08025493869149807,-0.022758941306652056,0.016798566742698383
PDAP1,-0.01825068795670228,-0.027172812401292493,-0.0328395230036592,-0.020817245946061103,0.021234342463734124
QDPR,0.05119047186573996,0.00366352265377278,-0.01443729766431632,-0.00541968138396655,-0.058509325821857194
POMC,0.08527536538313188,-0.010153139028291024,0.04243379192734364,-0.016723307301791054,0.04564345243134548
CCL18,-0.02636698662364146,-0.03945676908530578,-0.018980627982133326,-0.019618800179092167,
CCL17,,-0.015296642372908504,-0.024089351674502626,,0.04444065734890984
VEGFD,0.03865187990306558,,-0.01668742919788324,,
TNFSF13,0.10045163180945448,0.04301818287812699,0.021128056270192215,0.03167643187988305,-0.022749902864177524
WNT5A,-0.037742106688602235,0.01514938908955914,0.024299315259628557,0.00222900476730093,0.06485756045588116
CXCL8,-0.030854423214299705,-0.07151414877504504,-0.05225322740657108,-0.07225072840322791,0.023410672468086192
GRN,0.0018871578329516172,0.040349953297330356,-0.043086148803343334,-0.038108998626229934,0.12621902860580902
MIA,0.05299468007724282,0.03321175654813855,0.044060175471585396,-0.06921416582346013,-0.08280505840788473
COL4A4,-0.020666335908549438,0.028569270042253608,-0.011220876594796475,0.012830842828895166,0.03791192995863844
TAC1,0.0019638035217404834,,,0.027671933582192686,0.027074854818705207
RARRES2,0.020196123201755123,-0.06855342070639579,-0.0012228782525492423,-0.06357697696692474,0.015222420507631501
FGF7,,-0.018047837226730274,-0.008652166130933857,-0.005491331229388379,0.021289838057479533
EFNA2,,,0.0874438939687193,,
HBEGF,0.018333184721367073,-0.025847064596162678,0.0018979140696077147,-0.040429709427986224,0.07906272482814615
CSF3,,-0.04647365149637927,-0.009094103306725623,-0.0326280512041052,-0.014699825145002426
PI3,-0.02773918160647989,-0.11964285827986533,-0.061567824793340796,-0.04620957421048077,-0.03193783650193941
PCSK1N,0.051525870436755536,0.025752086335337036,0.046952955330443226,0.11534958155395432,-0.09361503878278878
NTS,,0.05296891131655065,0.06446912449479514,-0.009803590517015197,0.05281996860022248
SFRP1,-0.000798561474165129,0.05571265123335349,0.04377545149577753,0.02247087896782798,0.195051520436953
CXCL13,,-0.02104161797697967,-0.03041900858096575,0.02642899944331713,
MICA,0.013104066524725629,0.08238754271905752,0.06434365141512591,-0.02483936602772202,0.10625750461249726
TG,-0.025529899418900572,-0.02032541333382,-0.023798075444355284,0.016150904358011496,0.028263293514609017
ADA,0.027653141753942484,0.032725195640827605,-0.010686073008644024,-0.009181328254677932,0.11364615298734249
LAMC3,0.028279444900541524,0.029435018816047088,-0.019002945998873463,-0.009330843105848327,0.12069259503311926
CCL7,-0.016771630916741626,-0.0229261410314105,,,0.011356838238650172
NGF,0.019878151425693887,0.008253111928306377,-0.015647095769284514,0.013567397427178843,0.024199978631954208
TNFSF15,,0.01563945091563755,,0.07281174701919983,0.19670071067383077
HMGB1,-0.03136810049084375,0.03896810353750152,-0.01485544782708684,0.008287827187370618,-0.12302089166058633
ITGB3BP,-0.01465414579359856,0.04297306434834345,-0.02034195828546395,-0.05375438376322314,-0.041918652136400635
AANAT,0.1159311914990497,0.0011223462670123562,0.05751050525351141,,-0.01629806573505724
RELN,-0.011888204264414467,,,-0.024473647467466435,
IL15,-0.003939869224075509,-0.03684728062680036,0.005873424812657616,-0.033040660745331164,0.061419818851398626
UTS2,,-0.017127431483414383,,,
BSG,0.018628979811651614,0.012147709847030138,0.02259054285037439,-0.0010957741971274922,-0.0025156244622100777
ADAMTS3,0.013882931748823374,0.052259217059267796,0.09754840020862562,0.02201999896557147,0.023158236752311427
CD34,0.033359398024695286,0.03641146447784913,0.02353593714447987,-0.016739440503211588,0.1398424541184874
PLAT,-0.021204184201509015,0.011414574377789135,0.05462550955698494,0.04609431803457726,0.0724972104429161
NTF3,,0.04797020716978366,0.1530434767896948,0.00488989423284655,
LTA,,,,,0.05312018496319231
CKLF,0.00045955505428131257,0.048250879588037476,-0.023901089390964757,-0.00944946329920941,-0.06972780353866004
CD24,-0.018613099764102144,0.03288526617850191,0.034471756316200274,0.05568988424264995,-0.05669104830409866
HSP90AA1,-0.07352577498522449,-0.06896243600075512,-0.04922350220438579,0.03753268492970664,-0.09632158456215331
BMP4,-0.014615224012516406,0.02859871056568506,0.036630906108800626,0.000508939463480416,0.07916095986092848
SCGB3A1,-0.016771629239600943,-0.008528035134515844,-0.03036066062609434,-0.024403549165941597,0.020564044122788058
IGFBP4,0.03532847882065845,0.08786490475086983,-0.02502037563534633,-0.020653987645500967,0.16814818849652907
RSPO4,,,,-0.028336838678499288,-0.0007855715912510829
LEFTY2,0.020902031458780078,-0.01946169755521563,-0.018236477808028114,0.04028675179832062,0.09480913521089189
PF4,-0.017397873095792295,,-0.014537048966485057,,0.07144182089142091
ANGPTL2,-0.01106881615681021,0.09058443978713893,0.031509035590982816,0.05592809433193381,0.12018281117803446
LRIG2,0.028884269566382355,0.01991635557397929,-0.004426430695256892,0.03804881729338094,0.05234445284400177
ICOSLG,0.06989950238882188,-0.006747921018077312,0.0024124602098613505,0.04857946934848769,0.0735616998345238
WIF1,-0.009066124687568325,,,-0.026341836311871675,
NPPC,0.026336513209075593,0.01745177009247831,0.0304500185245972,0.04565721498585039,
LYZ,-0.005546065598372357,0.052692170312633624,0.021536863940416973,0.005927028466300931,0.06310489848617011
EREG,,-0.03734921430946182,-0.03745682595885088,-0.035294010335168165,0.04310262961409704
SPTAN1,0.027196032639713427,-0.007292872231237315,0.0753176842043528,0.013752171156714711,-0.03153765932513152
PTH2,,,,0.04980466922642313,
LIPC,0.042173231721613885,,,,0.0029372647326106564
COL8A1,-0.0329126068022834,0.038034086688768315,-0.011106856696876135,-0.08300212117529274,0.029151711237427342
GSTM2,0.007603952618164434,0.05067491559787021,-0.023556304658685547,0.012896281833102116,0.013657237878653127
SPX,-0.003795123013479405,0.03294604313504076,-0.018049604396950563,0.004191307210362001,-0.056733655430084795
MFGE8,0.019454991328418964,0.02572631131941557,-0.00854352174051211,-0.03295103749653431,0.1582230123599068
TGFA,0.04918000978413791,-0.05955421488727776,0.07271159427059459,0.07470156958137189,0.01049630689912866
SLIT2,0.0361488129630025,0.030985930202483192,0.01685558668482601,0.006265118435010147,0.09779435655103079
PLTP,0.030498161154057436,0.019549550480000608,-0.047207098435261496,-0.06003846218184452,0.05252548589804392
APOD,0.017332093936752894,0.029109589375413854,0.07889735388320346,-0.003363310835191956,-0.0636192482700313
B2M,0.021802941497218044,0.07918722838889461,-0.011121500294565604,-0.09814906246593,0.11111305521491044
OMG,0.034075236183388834,0.052764409118914404,0.14970418424436216,0.04675466633095579,-0.0025724454831865537
CXCL3,-0.042963523816839086,-0.06640317384754654,0.01707129363208685,-0.049431965526763724,0.022269089633219045
CXCL10,0.009934038618103474,-0.0236741817543805,-0.01949839690350548,-0.03871968242524459,0.030558673932349116
RSPO3,-0.022782127317877283,0.0013775895348546489,0.0016606506194248017,0.007428671930883045,-0.01563203960277219
CORT,-0.034910177543530076,0.21148449885843307,-0.015212282881864752,-0.014604643399918031,
NCAN,-0.0014765525523826855,0.030096560454224756,0.06228824753872497,0.06350288845262529,-0.10126878601081284
PRG4,-0.025222529938107505,0.008644564457468707,-0.022446654293325645,0.0185261273472802,0.05712576200357475
ZG16B,0.09359227477701383,,,,-0.019491471066412084
TGM2,0.038436526552692564,0.0004390422676326515,0.007132217105259781,-0.00322741108431971,0.04845697826236618
VEGFC,0.03265902444475777,0.07628274801729533,-0.030479870652386328,-0.04012228605738083,0.0348347508871833
WNT6,0.06220362228965417,0.10650468925914945,0.07291231378644086,-0.026863282640173597,-0.023539957263691257
NRG4,-0.015447260884944565,,,-0.0156936398165046,-0.01563204135475088
PMCH,-0.017803799478561776,0.0698228088742839,0.05683049256705752,-0.021544620809428542,0.09367929628979421
COL9A1,0.07137517117277994,0.06602302132312735,0.08564676665859397,-0.013006053533023585,-0.07903837905614783
GDF11,-0.06376560739308332,0.02708321237001981,0.06513330593890442,-0.006113867285286254,0.09029794765669787
RAET1E,,,,,-0.017148238297511862
IL24,,-0.017374039127934084,-0.0143052631116219,,
SORBS1,-0.0012069720663221632,-0.036828502627418214,0.017544916556729892,0.03596700208810028,-0.08118525039409769
DLL1,0.006064324083345462,-0.040443227076321295,0.03866442988547413,0.006644483444164955,0.10704814503997365
TLN1,-0.026742974683171224,-0.030573394974333496,-0.011835388109762915,-0.05674546363408999,0.10621772718990909
COL2A1,0.06799579458710392,0.05502843069642678,0.04962604473470056,0.03297693197150518,0.10542100007784376
SHH,,0.03066714141939338,0.04924799528125617,-0.02356821347718789,-0.017083526354190675
