,UKF243,UKF248,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8812bulk,ZH916T1,ZH916bulk
CCL18,-0.025461592771372048,0.04793586669950764,,,,-0.02876257748427091,,-0.038150557041921294,,,
CCL17,,,,-0.019544389137589033,0.001885077044781863,,-0.01181620333488458,,0.10974966254386631,-0.01196850254933914,
VEGFD,-0.028687773017959675,-0.030424343627951846,,0.006871275365918269,0.012461349693659715,0.09820531439856704,-0.012663791101240924,-0.04298086702910633,-0.02471177502269572,,
TNFSF13,,-0.022959186013112615,-0.02344068249823167,,,,,,-0.025126007614566237,-0.01950167593383053,-0.005544995313787368
WNT5A,0.012513067835684604,-0.004524505025989986,-0.04251370040979665,0.004002496808784307,-0.013840086322340186,-0.015531129554418568,-0.0028287576672200924,-0.004633881712663944,-0.006434750126389935,0.05538295384114774,0.016816330838166273
CXCL8,0.03489585702564848,0.036715995712007794,-0.021918705307345854,-0.01391894841393121,0.015081138899745852,-0.04946925842123264,0.07707250659096733,0.14737941179433534,-0.033265972763256914,0.07431679737502861,-0.005177626501436273
GRN,-0.05537069826168926,-0.07130388654400904,-0.0694758020157367,-0.0440721783268373,-0.004921405831162515,-0.06188926266028538,-0.024590997596542714,-0.01957417277109041,-0.017434715660150243,0.058231845269890926,-0.012422375216721345
MIA,-0.0033863401082136536,-0.017251901687808168,-0.006822283241060287,-0.03841475538132746,-0.013333404619215852,,0.0019558224717046127,-0.012368822904320688,0.011804076684966712,-0.018706698235427387,0.03894772521558894
COL4A4,-0.028879250160371576,-0.016393021237016987,-0.022302773777966713,0.06284491514724191,-0.009854651207847492,,-0.016823976429376265,,-0.021863882047475088,0.030714457199163367,0.0669540024237839
TAC1,-0.03616900937164996,0.025914074597492905,0.12021052263318889,0.08817947231687578,0.029598805906516052,0.058903546387913494,-0.005107893291387572,,,0.1176647480925934,0.00449693075441976
RARRES2,0.037218402752472846,-0.010436992118702098,-0.08495828411749508,0.05370762378528616,-0.04699645917891796,0.04778807187275053,0.07795339493198383,0.009626095049337048,-0.007722842533775905,-0.05042103812001455,0.07780421900119966
FGF7,-0.034860250717924396,,0.016002724775962318,0.01543099793277399,-0.019539251019820514,-0.02274079615178388,0.012310745379978465,0.06136026227887664,0.009806157605346744,-0.0648196101607533,0.06791150008676788
HBEGF,-0.0825866436100755,-0.02877151640581471,-0.051103583679532626,-0.013971338946904825,0.08164855970114283,-0.03514004734692908,0.04797245679305039,-0.026292245840600765,-0.0005559670325090767,0.011679987008356943,0.05015770311758686
CSF3,0.0494293995876921,,,,,,,,,-0.012600986825012307,-0.0035364766747353915
PI3,0.07279191160380685,0.011824624520444485,,,,,,0.009221640636219138,-0.019907893686309644,0.08904789964426722,0.008981141702098815
PCSK1N,0.015151791339209365,-0.034455899330824456,0.057625869024762064,-0.04712443564090352,-0.005610635359997925,0.011833811408351646,0.003987600848029275,-0.04168169523438038,-0.008155778879746195,-0.06475449468884188,-0.05981031218280662
NTS,,,-0.027226619410308295,-0.023310279952484515,0.06100760311071538,-0.0231733158092436,,,,0.04866737373405717,
SFRP1,-0.044589918637678,0.04854151414602904,-0.00499610738730712,0.06049180412858006,0.07253650082178684,-0.04928132503242637,-0.013672371401254612,-0.032651489724855515,0.08660270747358643,-0.01822672410082012,0.03375060441242322
CXCL13,,,,,,,,,,,-0.039783676866466805
MICA,-0.05978422995945012,-0.021972810203934965,-0.003281835248583011,0.007589894236687961,0.01029509952547586,0.0032292068320015654,0.012295649526114942,-0.06395169636764333,-0.006317855447405771,-0.018407406632594915,0.028280201819085242
TG,-0.023021353620303612,0.06794661499908104,0.09374606802687746,-0.019690232428160804,-0.01156694723757133,,0.0014207122824782573,-0.06028112300630161,,-0.024574327850985005,0.001796268695474614
ADA,-0.03404482109558103,-0.028713012851567615,-0.01827802616966736,0.05943357225557084,-0.018785652528331823,-0.008583178940521035,0.04156126749457967,-0.10099283779528312,0.02611192375050737,0.02561931939620937,0.02982216767484561
LAMC3,0.014087678446559303,-0.10070955758237485,-0.017318340305609716,-0.03649241741562489,-0.02444512729668247,0.015319113412102823,-0.044732858216351645,0.016335394116175555,-0.003960006658950195,-0.0014500576539687626,-0.05492227298745181
CCL7,,0.01567167985611544,,,,,,,,-0.013204612719857916,0.01411904573967013
NGF,-0.016638143780872045,-0.0126176002078435,-0.029989497252197097,,,-0.023173331067334532,,,,0.06706986994832768,0.09427925468133248
TNFSF15,-0.020583460353957382,,-0.03641382435334542,,,,,,,-0.009361763309596038,-0.05428242515599799
HMGB1,-0.025329934819296192,-0.05769002452959178,-0.014277327539665652,0.011332965780270042,-0.026881433821948755,-0.030500472856847385,-0.006649426149422779,-0.03391562139215452,-0.023978756346203327,-0.023309579940347422,0.06697488317740781
ITGB3BP,-0.05744516573788902,0.022605429687267985,-0.04969590647516164,0.04679529907533374,0.0639032680280322,-0.018444104456851962,0.025012989405055745,-0.02054553170388451,0.0639619139895826,-0.033010956007525585,-0.0153667358277214
AANAT,0.010211283233404254,-0.015415889381093435,,0.043617609097782714,-0.01333340536085386,0.0027972022030259575,-0.01585030654169077,-0.030686988001063557,-0.011121703987669195,-0.01397103091872233,0.03661036739979238
RELN,0.014671104436610025,0.01817666551027882,-0.024895745037083784,0.08254772988603881,-0.046158963252106285,0.11094965632728125,-0.017547657437718866,,-0.036244499168454264,,-0.0037837959904843516
IL15,-0.02925903359351259,0.033726263348988164,0.10734341270401486,-0.018495891933461198,-0.008528096751915435,-0.044645075377106186,0.07649930019501569,-0.0405595116542144,0.02552530610542089,0.06409486318338867,-0.029140396429518087
UTS2,,,,,,,,-0.015731334899790537,,,
BSG,-0.10542004819731547,-0.024729031678392983,0.03700030009003007,-0.05704550563461565,0.035434181284220725,-0.00871517738557422,0.041224224397493896,-0.04032245931380712,-0.05954947286951547,-0.10152924518001717,0.031514561380374374
ADAMTS3,-0.028557387429507752,-0.054807210869113096,0.05172890370923086,-0.01789612814220314,-0.03220936430006421,-0.018952019797694893,-0.0106454909514852,-0.12991065136802624,0.07679567151313976,-0.009865617249340089,0.05152375954042714
CD34,-0.031028446649059405,-0.06154213119142034,0.0073436830431022684,-0.029577052208197906,-0.02494643940030186,0.07570219303989716,0.0050798791317210315,-0.044278166318861535,-0.005814288564750985,0.0003335721659656021,0.01065127691478885
PLAT,-0.07621084705539408,-0.07448640855482197,-0.014043267434274089,-0.02133109388086477,-0.01237572799154416,-0.0927309381303158,-0.021438686000898256,-0.20239654685454983,0.06328535186200909,0.04057989409891254,-0.008762443922022665
NTF3,,,,,-0.008216129059462297,,,,,,
LTA,,,,-0.01705420748668079,,,0.007889437503828471,,,0.06906057501038794,
CKLF,-0.0527518103719124,-0.03168052683777126,-0.011049421700516576,0.016388307920731274,-0.03527539215057855,0.009582036824159465,0.03556494820133302,-0.043643291784841914,0.014376161163237514,0.018774888638184765,0.023706333313866606
CD24,-0.022320520957134125,-0.038149392340486483,0.04134153042253677,-0.0008985215591994709,0.02201682788580196,0.017371039038394702,0.04982069591352129,-0.023047319015723027,0.02082141827806507,0.008159582994402205,0.05996932950101312
HSP90AA1,0.06592438952381677,0.03256435873339091,0.07313378097671523,0.03338516557197022,0.012164866584677489,0.008142071576878735,-0.015370047758508011,0.07511841006917631,0.012907361603028359,0.005012632535246643,0.010392104624810933
BMP4,0.033619643063987174,-0.026667280502359204,0.031053155976526418,0.03688723442921448,0.003286037954368399,-0.0033411042153941753,-0.012526283443777106,-0.03926716612675265,0.03581127768176222,0.018532028623628717,0.09751613564852152
SCGB3A1,,-0.0013565994146566432,-0.03307534018963518,,-0.011246857831777592,-0.03835005388529138,-0.010257764632125051,0.06837858562153898,,-0.02768654252061757,-0.042928630416070535
IGFBP4,-0.04234240571769147,-0.05536026619120817,-0.05614570266457713,-0.005723883808158307,0.03426352436644049,-0.0086575842335674,-0.04268582956610364,-0.011715394377546541,-0.01664708726447752,0.03390463215614713,-0.037732211654263166
RSPO4,-0.020325198433644456,,,-0.01983508154073488,-0.011246856186670214,,-0.020391808704208692,,,-0.024799059681470746,-0.03776319197287815
LEFTY2,0.04132188959054925,-0.04813250890642285,-0.038872107728033234,0.052120422834818436,-0.012332315360757299,-0.023173331067334532,-0.018147514867069225,-0.06490681460311362,-0.049635541367883,-0.010879625650186056,0.05005627797273581
PF4,,-0.02007505479992166,,,,,,,,0.09210579189701441,-0.02958204509082693
ANGPTL2,-0.09563119395150584,-0.035173652690659765,-0.06998899756536778,-0.005484925432620671,-0.013010327458075987,-0.06383279567721006,0.0474037240879486,-0.09502823824137675,-0.059292001648496434,0.011430168745019339,0.0019828750631350894
LRIG2,-0.02941321036387115,0.031057193663887536,-0.04462601122615346,0.020630973046003677,0.009022748509226668,0.019146903793075664,0.03498936425818701,-0.09798182986926408,-0.05088697800881256,-0.029774707612143493,0.09200750756980934
ICOSLG,-0.0566432239027931,-0.026427561886949613,-0.015081338031563214,0.012904689917989884,0.032812774991821884,0.03169091173564958,0.07934651046324447,0.042081698090908455,0.00028909322419052035,-0.00908442181380545,0.03212238273535962
WIF1,0.06073809202015524,-0.016559003898849414,0.05744700517193765,0.09279892052935249,-0.007449074618740005,-0.008622544692376536,0.011833900081296912,,,,0.11287774456274341
NPPC,0.019276702859095614,-0.03458123961632253,0.06430140888096626,-0.0201517470021283,0.002510729409179487,-0.035719550900139695,0.07795640283882946,-0.010479070518976806,-0.027496012789594626,,-0.011399523914295651
LYZ,0.0019988265618209955,0.035423914322495455,-0.018978685584029365,0.015826110297518473,-0.0366172288308073,-0.03205442689648913,-0.013673072178707998,0.04646907135778113,-0.022800140393355373,0.048415283485950526,-0.06647424428997888
EREG,,,,,,-0.023838585531959153,,,,0.0029736824678825444,-0.03405769707129301
SPTAN1,0.007105468631048698,-0.04189254426818137,0.002209677739314507,0.021147692080468218,0.011180359437668501,0.04520745098674404,-0.005973569459927676,-0.13383147945455845,0.022003659870486667,-0.02916146286157192,0.019232716954691583
LIPC,-0.04262871857201634,-0.02457714369870435,-0.021488718862162377,0.040208301762669596,,-0.042694472201765664,0.005790565230342792,-0.03871228707172967,0.027840674732973927,-0.023773979648648736,0.011034491360671847
COL8A1,-0.13275002573988776,-0.02435898024282775,-0.07706194202309326,0.031438341278109176,-0.04175731384838552,-0.062324410857832004,-0.037904907031524215,-0.057613524282459576,0.015427853493246966,-0.04357825007693747,0.053309317303641565
GSTM2,-0.027182373220999652,-0.0032519277617220734,-0.02191090191005141,-0.04071341733940419,0.01984575559735662,-0.03791556398203674,-0.006369746342888432,-0.10254352051882919,-0.04858278737347449,4.202065493242003e-05,0.051830993238677035
IL4,,,,,,,,0.09017144247557475,,,
SPX,-0.0055338339787682845,0.060705748223750466,0.007869563528149038,-0.013513090543418389,0.046434631968566,0.059760784630504576,-0.03173393408203046,,-0.0018294374112990393,-0.027969235836084516,0.0741571673544055
MFGE8,-0.06213338572720517,-0.007118295593491429,-0.03190689967875224,0.020438980396588025,-0.0320630104384649,-0.018331510737248997,0.012673631016058692,-0.10080793589376456,0.0005071283815863732,-0.005307374427259888,0.031045188833929965
TGFA,-0.04887501537931314,-0.011590105734812282,-0.04677601925589088,-0.09489336485018728,0.035116363440310654,0.101323051179923,0.024279975092526586,0.06262735462253068,-0.016386574851832234,0.0360551705200622,0.05438550817539004
SLIT2,0.019353086013630554,-0.024572313911128626,0.04079263259974617,0.040173593234181515,0.052650574203783426,0.001288508662341291,-0.00962351592309209,0.06897969718496197,-0.015625443850170083,-0.033674720291906546,0.03628324243696901
PLTP,-0.020214976512338084,0.014515068374571507,-0.030575664381184104,-0.05033333694922375,-0.014852423733062909,-0.044523283147244304,0.01983476100714084,-0.04576795478989933,-0.043810565475777385,-0.006552638301534342,0.03889184655511285
APOD,0.09089169293411818,0.0012952428812314468,0.011543427583821967,-0.001327586020048777,0.008726486800298975,-0.001238483081858234,-0.017329177352380442,0.0019861857890195868,0.02596130781365413,-0.0447363837366562,-0.08153692379592796
B2M,0.0671671692503475,-0.05755344029198047,-0.047403360119906236,-0.028553075954880915,0.05509321361193207,-0.05930982920885998,-0.009176817815742243,-0.06835081009862619,-0.02239710967239252,0.09885157991059983,-0.08026672729316696
OMG,-0.04994872200682352,0.04188306658045459,0.030804311279347556,0.07344476994322206,0.023541326475303576,0.07054250284627729,-0.00019620767018192374,-0.06255356350500278,-0.0008462526727238377,0.0006810284322503193,0.0220428526308194
CXCL3,0.049789716178731555,0.04467075707478119,,-0.056187382017220726,-0.012031758796527342,-0.03355864475996757,0.021215553920939188,0.13811442999046888,-0.020409544424081875,0.04601200009617535,-0.006979812137100638
CXCL10,0.015723494094537157,-0.01258741460271546,0.01773758053320662,-0.030239299216041113,-0.0025112593007287666,-0.030250989647613073,-0.01682397749223731,0.020337451050562477,0.04794659985878477,0.04639670526176724,-0.011727409869417763
RSPO3,,-0.02628783713083815,0.0494263681937263,0.06289337332613901,0.0754991195397996,-0.006835851137229256,-0.011063180231391627,,,-0.013400099874628167,0.05303289795141434
CORT,-0.02278812850912921,-0.02205240531201781,0.05541667126774717,0.016714226309332517,0.02025603994596148,0.14870403060286438,0.028743652095046607,,,,
NCAN,-0.06271384840621938,-0.04280361801972373,0.0039952095956432045,0.03891169921086396,0.0063638021969430565,0.016110611148021294,-0.017921065529308503,-0.12519775734066763,0.06296162862754542,-0.015212466522843828,0.032122411933744516
PRG4,-0.031100444985252884,0.018022316857714854,,-0.025348446786278032,,,0.16845052069471914,,,0.026796943561137453,0.011726474922340586
ZG16B,,-0.02683599978529116,,-0.013551116003237362,,,,,,0.08126467335350313,-0.025236518391449223
TGM2,-0.06496711981602254,0.03892671667008323,0.03713314790905541,-0.0020298460690390957,0.008550964015789862,-0.07097333123748557,-0.03667396160368408,0.11594915475424505,0.0028474334610409787,0.04680175175482905,-0.007168705096240782
VEGFC,-0.022315190218012256,-0.03695302406528714,-0.03856635733714451,0.00161390717982219,0.03172468927447673,-0.026937497854787832,-0.013200363149772236,-0.04194804524145149,0.01108615877907707,0.023681688238810665,0.016593123059334643
WNT6,0.11669074083143148,-0.009159010233287364,-0.026576292802549622,0.034249280055752965,,,-0.011520610379354812,0.19909416156689647,,-0.02017892651205936,0.012262181730370168
NRG4,-0.021091360867063542,0.0010118066784016158,0.06025368094168814,0.01841386013595635,0.02938535900596154,-0.03000996656527646,-0.015399763294075051,,0.02663597523956299,-0.01340010137645966,-0.03921565043412784
PMCH,,-0.020543445064292662,,-0.01983508058347796,,,,,,0.0319661526143061,-0.05022128419362439
COL9A1,0.04466864195999517,-0.053834405576288775,-0.02955627998785146,-0.02054200114710063,-0.011598656735500722,-0.023508116650865236,0.0014845177971632149,-0.12134947773818551,0.010218676571540632,-0.020015269538809517,0.02830676914483279
GDF11,-0.051347958125269176,0.0313152421257526,-0.03016608534392444,0.014737531523798161,-0.016205837058409573,-0.010630862034478114,-0.006383840939274174,0.031010064452867577,0.002342134729276631,0.01079451644786511,-0.05592544828156958
RAET1E,,,,,,,,,,0.04291049809199799,
IL24,,,,,,,,,,,-0.01922775078077044
SORBS1,-0.01865158418534661,-0.004581230690967236,-0.0004018492348498499,0.10215117941552578,-0.018058524103761284,0.01727142872387286,-0.010736463284204117,-0.14000654286902076,-0.06430682907998538,-0.007999345232608281,0.05304123151898615
DLL1,0.030885615796294875,-0.01747121308004626,-0.05010615007488541,0.08081020150746374,-0.035339800417380426,-0.05535759662867371,0.058943644640339785,-0.10592983751378639,0.0368920467587441,0.011877994582775777,0.09700825963190521
TLN1,-0.025626396594640444,-0.04233130332246663,-0.021670257037074064,0.03295249670780059,-0.019332688009416555,-0.057797174992730266,0.04382561649390662,-0.053476614356966296,-0.033476546750540036,-0.007529355045897109,-0.037192809686452194
COL2A1,-0.02158839675245598,-0.01865593349005581,0.09976717025857572,,,,0.020149493748417343,,,-0.019501674426283644,0.049296183011204565
SHH,,,0.05045344242443805,-0.0190067450896268,-0.012913398582678504,,-0.010257763735532565,-0.07224583589198343,0.011817977108321972,-0.0031987944552491765,0.025432708027525175
PON2,-0.09577514044257296,-0.028182479239887523,-0.03629172920891108,0.0017653526344409746,0.041926345133316445,0.021584584117799933,-0.06365026251708077,-0.11222669388832955,-0.07005167689762737,-0.05637015392987489,0.07404610062657538
ICAM5,0.0023571852745916193,0.018094088598693582,-0.013361650744572049,-0.004177668119314023,-0.040146055468081115,0.04280984038221096,0.013198298798766455,,,-0.02889570791855214,0.022893044949152928
HPX,0.09149773320002527,-0.00420967549749106,-0.02657629459530814,-0.026593225287044137,-0.011246856685187523,,0.00045381881944406765,-0.0303261842582288,-0.01094907400329122,-0.030923950142454873,0.004637318674534351
SFRP2,-0.028106843404885364,-0.011681401722415236,0.02053161844402827,-0.022163714273356495,-0.010037241008457182,-0.014648886684094737,-0.020123107348702006,0.02052393325382702,-0.029076831562494843,0.02637176759046326,-0.013728870190404025
CFC1,,,0.0739808686331248,-0.0011478353972160687,,-0.024487097574830263,,,,,-0.034699680344450846
CD70,,0.012061402906242597,,0.07629251672108421,,,,,,-0.020444275863824562,-0.025407716308065043
HP,0.01987892259945708,0.01667588593870034,,0.0033411390854526934,-0.015140653837122655,-0.055255015063840736,-0.015776761494343955,0.18340044443712428,0.009231359956846933,0.020457232859326605,0.038542070759221725
CXCL2,-0.009616361387963382,-0.016351977239653093,-0.011372169839662676,-0.031989149111720586,0.02022881976371315,0.008430566003500973,0.012823074482398516,-0.03007395762033215,-0.0023413382147406147,0.1010243216953624,-0.009419177697340535
NPPB,,0.04534501571062525,,-0.014933358550079975,,,0.08868964972173098,,,-0.013592910474174484,
CCK,0.0939898087803661,0.020100753090518893,0.12526563247139122,0.06215820078228447,-0.011484769317309759,0.03227177567617858,-0.035086401951047994,,-0.03233888299204652,0.07584932491839129,-0.04149481861663906
SEMA6A,-0.08960083391224068,0.012704600907170523,-0.0043834508542689435,0.01407968678763909,0.0011864485048767748,-0.02651543153891605,0.031014825055841896,-0.13959215575069764,0.0735264687977551,-0.0013334944976565212,0.06273052146270078
IRAK4,0.0058168317899850485,-0.06858683653324493,-0.049332365888666165,0.04806691070076678,0.056131790343537664,0.0068102997494561505,0.03405252085300881,-0.07100733839906315,0.019716710036633334,0.055847561351477,0.05059641041149881
GSTP1,-0.0007103781355476143,-0.0009490169972507549,-0.05449351978418413,-0.019951145573752188,-0.033026674998457184,0.013622214593572343,0.004942625040254547,0.04113273945047539,-0.036268311788488314,-0.042394346416191754,0.016456731649805937
VCAM1,-0.054982719924838795,-0.06570503937760372,-0.044956306229474746,0.004767625060404557,0.054050516295933854,0.06346795917501932,0.017890590219984567,-0.03164681885179398,-0.010517240079547787,-0.015457478478855861,0.010165716827982058
NXPH3,-0.005131734485226499,-0.041074068369841885,-0.016698091906164315,0.08236252426508227,-0.009290141618470195,0.06625380026455843,0.006465403522676231,-0.08076306859609572,-0.021671284375973817,-0.07947244539196621,0.08912634125810033
MTMR4,-0.009898435995652159,0.02487077594142149,0.04308301414205838,0.016050998833645944,-0.03505549561671034,-0.08424146504860475,0.0573711437873572,-0.020263890459030057,0.0010292687854770027,-0.016872761725898484,0.0745797311751628
LAMC2,0.1275888310262018,0.04847492397493205,-0.03641382077446963,-0.018799432386571238,,,,,-0.0209000973875904,-0.025898662886713355,0.031156657194991416
IL10,-0.03055755284856165,0.03953696038798,,-0.01758329616534709,,-0.048909150286028644,-0.011816202582746295,0.07627482469610505,-0.02016015106616956,0.02547228876475216,0.03193335097407923
SEMA4D,0.01779201823533727,0.005020829012572998,-0.016607789156225187,-0.05845330063383661,0.017522209069046064,-0.019954262628688737,-0.0047417856522822795,-0.049190381982521784,-0.03535282185561206,-0.017145738311261413,-0.004501399430320404
TRH,-0.037586267349948826,-0.0012307874308631836,-0.033166777804913714,-0.0021888059399734123,,-0.01044257324803291,0.07480012525446761,-0.056591428373048695,-0.04619540220270726,-0.015224971291688745,0.018920703180386505
SEMA6D,-0.03195669225110214,0.04363803312322605,-0.06560609315565365,0.023065204431854426,-0.0164246162545108,0.09552554101917181,0.03370768403649297,-0.047374396276218644,-0.020308160124334656,-0.06449011039271584,0.05772116025406134
CEL,,,,,,,,-0.047399653201132215,0.010050023010055918,0.011982415911029819,-0.0274088083338836
PDCD1LG2,-0.01520203731037006,-0.006785224516007309,-0.025571629951154005,0.0010053998893423443,0.028141357857063436,-0.023348422675346855,-0.020213018042320133,0.10986223701264035,-0.04236617201681953,0.04754606559542949,0.022389168457915904
SPINT1,0.029750174166220278,0.06384094069915941,0.014157260600137002,0.009420157488039012,-0.018379838191018738,-0.03703405391682209,-0.017343641581516345,0.023009914658121557,0.13053135227748044,0.01693443200243607,0.0002586313611306174
CTHRC1,0.008604815571679478,-0.0317976114259453,-0.04792712620333699,0.061020626953087645,-0.009512736094094369,-0.05825071453827406,0.07528790902856665,-0.026359274604155145,-0.035337031794388456,0.044952447275100824,0.007343285855542881
PODXL,0.04299037930829064,-0.09388839794756336,-0.07644520547688785,-0.01063956524298132,0.04310501960191126,-0.04229241832878159,0.008153508156424504,-0.18189864318385224,-0.03042266470689545,0.024291687619904904,0.028191696967506705
JAM3,-0.0419422502296684,0.03580550731430026,-0.01245879305817112,0.02840297148510665,0.05767382813253261,0.015571089018854524,-0.010307480406231808,-0.022844680513786055,0.06453101111409444,0.02333202820911496,-0.010912509132295413
TGFB2,-0.07098897480458939,0.0008031545388334058,-0.025014824825077414,0.00980976960544845,0.006721025400941557,-0.004707329276358093,0.017115571560185266,-0.005057082814351642,-0.033980623269676144,-0.081114843458966,0.016878278586928492
COL18A1,0.033849553039248935,-0.0873427758694041,-0.034276473056029495,-0.008788248996076147,0.02764617996958271,-0.08575657296787824,-0.0697940718069739,-0.04333052909715311,-0.04116700186767395,0.004003899238078652,-0.04309370500668548
NODAL,,-0.031832966769456544,-0.03161826980454839,,,,-0.018147512837070456,-0.006743246392318899,-0.015056547535605425,-0.020836757763761152,-0.0075360885905107755
INHBB,-0.08318694037947733,0.01864426427000239,-0.038469771880662605,-0.030246768147362785,-0.017063909017103033,-0.01691942187902595,0.07103125334200273,0.08177548003915744,0.002855413436852838,0.02834886263092712,0.08935768598491267
LCN1,,-0.01959611722216162,,,,,,,,-0.015396319648128647,-0.026487671871839386
ARF4,-0.013525065264088752,-0.03242206141110283,-0.04031631372223755,-0.05498670217133962,0.01584782378200446,-0.035016418547279465,0.04377948931273296,-0.10024547787329968,-0.030534772103988167,0.053567310833419375,-0.006494978289837991
CXCL14,0.0841647658804822,-0.029631611735584155,0.11014523719400518,-0.05237335865335815,-0.028287139223699975,-0.0879630564839822,-0.04570213765127731,0.030631478588261783,-0.00820428709533095,-0.07589496756990885,0.03298577928913543
LIF,-0.01828066485482022,0.04648459733001532,-0.03226066897088513,-0.04602529155111537,-0.01333340536085386,-0.03331607231866252,-0.021861386110662358,0.082977225020719,-0.011913319381274573,0.04893012892223305,-0.013724621084439061
IL17B,-0.023021364275760698,,,,,,,0.09410417365829833,,0.11687702854478536,-0.02994795452380085
MMP1,,-0.02701648353166978,,,,,,-0.036640436468859026,,0.01610177282968063,-0.005732133388404557
MATN1,-0.018138689473215924,-0.02572913023804514,-0.031144152275829645,-0.015120909823446866,,,-0.010747947356779435,,0.07554589121719694,0.0038915508348019647,0.010243071762242055
ADAM28,-0.0027095516003846597,0.0022446473944784575,-0.05195704587526306,-0.019185317041565845,0.0380138101149538,0.0074551735465591355,0.03579242577925888,-0.012963290179218974,0.009603177911682104,0.04323766525275923,-0.003735211248255079
TCN2,-0.09871759314492465,-0.061851434732108884,0.0029869815374526025,0.011026987273729038,0.008339379393772418,0.03989095124301733,-0.034998057683705924,-0.06720640276332736,-0.007351061801486464,0.00666516405330176,0.0054033352469896176
THPO,,0.039039587018467825,-0.016955827056044166,0.0059081583759061345,0.00673030950584362,0.03596343347154202,-0.010747948591423221,-0.04692527011132095,,-0.020045092134793614,0.045927873032897054
CUBN,-0.06970294273256057,-0.017352442279916124,0.024581641317972726,0.021651683022812205,-0.00938274245470111,-0.025431287531266285,-0.0314378574597179,0.019785052021926465,-0.027558687514246623,-0.030409202121332215,0.06464553553467396
TIMP3,-0.0059785291393522795,0.004114146858829145,-0.027878741522661076,-0.043124622897410904,0.010348506390825124,0.02244853187051299,-0.06815919013040994,-0.05998748922544329,-0.008297317427715884,0.015010281605381393,0.0038003480631111715
PIGF,-0.07771031008786748,0.014290648710379978,-0.022751154997847182,0.0030025675883799856,-0.014836126756216195,0.03148097341998578,0.01404339609588196,-0.05086700866677053,0.005960808050793997,0.017183728433843807,-0.014873122401596899
CRH,,-0.022959184410231197,-0.012023831854460137,-0.023803841684225197,0.03327273809076364,-0.028371019854985045,-0.014700425373586266,,-0.004812256049590607,-0.022830771504386088,-0.0597735066714267
BDNF,-0.032857684938345934,-0.013480849428784527,-0.02946328932203507,0.040695217146993486,-0.009824748124809664,-0.03282630237442125,-0.012104950584922636,-0.1216119181006072,-0.019718176037483756,0.060751802885350766,0.0198264828847355
CCL5,-0.005454004005089197,-0.08942929592145099,-0.03833812147397681,-0.011737369185824973,-0.026324916675974877,-0.014374811767577319,-0.014580884765151809,-0.0004682750147497185,0.04528989492231156,0.06422382882804456,-0.011271121486688991
