,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,-0.016360141583073282,,-0.016880320948277735,
BMP1,-0.040471357448464106,0.04942216808874762,-0.0011186036577733463,-0.025875854768417257,-0.03509606439316827,-0.06681137797980155,-0.08857921345322352,0.0013494411611674351,0.03656074739555954,-0.04408166051832871,-0.0013634576395024488,0.006417083354940429,0.018971101606756437,-0.06837585388753446,-0.020263075112540347,-0.01397726645353663
NDP,0.008140898835725071,-0.06064856809908629,-0.05400651327936437,-0.026347523899238702,0.07096894882696027,-0.07165797208573793,-0.013970200037534266,-0.03520896274989462,-0.00800730439791816,0.013957452370574408,0.05529999916129723,-0.020196277160718482,0.02106253956805225,0.04477905645856723,-0.02058227296055179,0.027978351056672998
TNFSF18,0.016668916810563313,-0.01958112701845977,-0.019009713265979455,-0.028721243057788216,,,,,0.009184140303913643,,,,-0.0168719252411663,,0.1510183081789812,0.07131959804210808
RTN4,0.14234210158342972,0.06066134961670778,-0.03268000959629987,0.06398257978832199,0.019723636112221197,-0.06776764577863616,0.06658042876869083,-0.04850689931679419,-0.049132925066699216,0.1319088277220681,-0.01907541357145544,0.010145905178646664,-0.03320857587005296,-0.034984957556320556,-0.041151061658354006,0.03359202112146409
HEBP1,-0.013664733834509307,0.04025882210616657,0.021369468310647264,0.06720468029762153,0.046149921647492056,0.023806853386245035,-0.0020176019802684536,0.0522672625692878,0.017496865144893917,0.01155127590896268,0.052570127197816084,-0.03418191707870386,0.00502528138353,-0.011474208201143516,-0.0008481372843291771,-0.012535680690745192
WNT7B,0.023768805527287832,0.011967353210456924,0.023977353653129373,-0.01784074586467828,-0.0025129864645802797,0.04332850006126832,0.013228290122168937,-0.0044325095573854775,0.044146076165529985,0.21155212935956383,-0.001939050146072413,0.05758870123721974,-0.03528056058251551,-0.032029001432044645,-0.03602962215135484,0.01898226866858506
PTMA,0.09950536229458909,0.08398623849572255,-0.04293303254872963,-0.0034409195511403575,-0.00014868157287925573,0.11473634132242064,-0.02184234685325713,-0.019784011792428422,-0.06775377703804321,-0.09470457314135675,-0.027497298736481508,-0.0015766600803608145,0.04277928365340589,0.08184407762223603,0.03592230335288745,0.06456825580804351
FASLG,0.0014675356812020336,,,,,,,,,,,,,,-0.014640296599636574,
CEACAM1,-0.029140601988167637,,0.02297975219941479,-0.013691699402532398,,-0.0067186025708964444,-0.020562805533550978,,,-0.06701909397337937,-0.01767308635837968,0.036528800637413525,0.05677850472456969,-0.021258114070650477,-0.020369822450220114,
PDAP1,-0.01207769822257507,-0.08849708131249018,-0.029280541989896054,0.011813394469638578,-0.03513898280655304,-0.026641669228752468,0.006211424190209273,-0.027748414540878806,-0.004463212163765251,-0.08664976968192667,-0.05509229683326042,0.0006471586623642654,-0.02364141158302805,0.04167725801989808,0.016273305230008365,-0.004457602924239423
QDPR,0.1455331572762762,-0.04860731511065236,-0.05099972699222712,-0.025364002707144954,0.019526622026077207,-0.006190935596780697,0.024695627671032828,0.011198359309366688,-0.07662558445242826,-0.0500262201827655,-0.01779251616161629,0.005060870122710646,-0.11051002335103645,0.030224332432498374,0.00504058928384984,-0.05786044023065609
POMC,0.1231637780620329,-0.03697243564025706,-0.037216537422077305,-0.011235597459842329,,-0.02842626157331308,0.0983097319268681,-0.025752563215093845,0.08900449198658346,-0.0015697421466947165,0.016057703618654374,0.03056607305411956,0.05107032370232382,-0.03477548203400418,0.041202412997834996,-0.035559422773140704
CCL18,,-0.02625990137477896,0.028351535470509844,,,,,0.013907628438866549,,-0.05746536933256553,0.0006289381831413088,0.04667126489007361,,0.07794601215352802,,
CCL17,,,,,,-0.026112850759192913,,,,,-0.022931961236617074,0.07968261917585673,-0.021569901633391102,,-0.01326978447503558,
VEGFD,,0.10528513896629071,-0.03421828539375507,-0.019610612437155478,,0.14120944205299626,-0.019673328106317847,-0.017399472715646225,,-0.06474116211062005,,0.04504947519467977,-0.02274958868778182,,,
TNFSF13,,,0.02684591644344802,,,0.0470426320292654,,,,,0.0864484788060591,-0.02312466978672583,-0.02313093001504274,-0.023871437328640804,-0.02162200621816373,0.02127633017351627
WNT5A,-0.012630893447881496,0.06075248319053284,0.0054970916592233,0.03641674181456228,0.005355980726760257,-0.0478837881663674,0.04834050882175173,0.003958898624815219,0.004056866443898635,-0.1338098995988233,0.013682957615006321,0.025303168851633088,-0.014277477942121114,-0.02054617491131202,0.03729555713948433,0.06542049284114584
CXCL8,,0.0741717567396838,0.05879415653750755,-0.01836221512808353,-0.04291193109070077,0.21777237469150112,-0.026727978631542807,0.07919802102880782,,0.19488480532970168,0.050607081317787725,0.059266156158740264,0.033481791116456064,0.06248427952667403,0.015164031688721631,0.05694095855095167
GRN,0.04791905541461684,0.026043011869682612,0.021967500906975884,-0.018928844300074233,0.056046285909207454,-0.09431814732304228,-0.027011159393359657,0.00760025104659045,-0.046075602636884684,-0.17708492160174358,0.02486336399632132,0.024024532775770952,0.03432864107827866,-0.05847713540168782,0.02090229075839019,0.026472302848388984
MIA,-0.01085248702223209,0.09732612611695164,0.06713579280455406,0.05531443684076864,-0.024828940055177058,0.10785173260813298,-0.007576849940588694,0.00892592163771028,0.03507264969084295,0.0867735524191253,0.07934535217190122,0.05561587948334158,0.005788783883690767,-0.025837398715141995,-0.04080510339531673,-0.017191207109044183
COL4A4,-0.02430547724292585,-0.029784714090691236,-0.016031307459857223,0.014875980337013272,-0.04197932653387202,-0.002364269650873067,-0.03690784729316632,,,,-0.008988100065165362,-0.007936502489114998,-0.033226689862681714,-0.004911632729208232,0.07068818344959174,0.08008925153033696
TAC1,-0.020986966123588163,-0.03730303235353341,-0.04020394185160495,-0.02529870602879014,-0.055038054639475496,-0.07287606246294978,-0.0018891321806732767,,,,,,,-0.0366763028363917,-0.017444481020913036,-0.0645647484476446
RARRES2,-0.13256418616468524,-0.06535756812157661,-0.04443813423452857,-0.01134063390269043,-0.051690056226034065,-0.08433252580493039,-0.015444752705771702,-0.018253998421910757,0.0780341729786864,0.032108803113356024,0.028811338747603447,0.05953953586423867,-0.020771818006364174,-0.015884072709670367,0.04243781594013117,0.030845994281736254
FGF7,0.02378261854595383,0.030468031692166067,,-0.02213420229312357,0.03670865946969974,-0.0019269057316179396,0.02172852816930773,-0.03791013696421367,-0.01615944387284547,0.05195469543208709,-0.029722061780650844,0.009775540691592812,0.0010065714683344304,0.03384818852300259,0.018039023183365428,-0.03491905000046933
EFNA2,,,,,,,,,,,,-0.02978133387104717,,,,
HBEGF,0.0869414647345781,-0.01585780036103577,0.03003339074510491,0.01781801840431334,0.01949028730976352,0.07652306163664606,-0.052113681534426914,-0.011134628149657247,-0.04053428019194843,-0.0004560443593343445,0.02820273798617441,-0.036763985967112014,-0.026619071923899288,-0.006691642777636519,0.006896908215684383,0.07678973557377951
CSF3,,0.008221837476504665,,,-0.029383932831724552,0.4242925904367095,0.0056474780877411946,0.0333174971338454,,,0.05446968671365998,0.06103178147043029,,-0.004748592257386606,0.015463677229285423,0.10216304746059598
PI3,,0.036524476464786196,0.0022633169512400342,,-0.03020901202575316,0.23514986062964038,0.019341609979199707,,,-0.09198703350741616,0.029098065887751955,0.02959066501463233,0.08875100858514307,0.03976145200453398,-0.001638864990348482,0.007801182477990212
PCSK1N,-0.04987995488758427,-0.005773805142065721,-0.015665205023616142,-0.04294232533470267,0.039903007564198734,-0.15218490559137135,0.059901226962738106,0.002531266389321503,0.05705477476790854,-0.12961189064226727,-0.02294466608779164,-0.00755291070979073,-0.053060957063605696,-0.02663970766303095,0.0329705983652929,-0.015133510555811787
NTS,,,,,,,-0.0036710381089103436,,,,-0.036746401751177625,-0.036282903913989445,,-0.05337987780611676,0.12064534088213003,
SFRP1,0.030727436335354467,0.011402746889184183,0.044140877065400375,-0.03425081889054496,,-0.02278447164283556,0.0740619929574163,0.011960457406130803,0.05708175576347687,-0.003908353972005584,-0.03666886750864917,-0.015063456027228877,0.002158191273359525,0.022506311830147084,-0.020208434556182184,0.04289604520671831
CXCL13,,,,0.019531887846121403,-0.02133621202481173,,0.05895882442979965,-0.02503173449852639,,,0.014600687411183264,0.010058661895254239,,0.021252750374939483,,0.12287120554387986
MICA,0.02129490691791816,-0.05427978894603594,-0.0031944022216198347,0.004602737410179619,-0.03176001057387092,0.11600448168478554,-0.03087130511784593,-0.001440496206143087,0.03742841477640818,-0.008323517889145378,-0.02072120198169084,0.041295093781648654,0.02944676689281753,0.018137084445980833,0.014684781564620768,0.0230243852282352
TG,0.05375173609069275,-0.023743152324029043,-0.002759527454335971,-0.018617952524903083,,0.01021246096321732,0.050250646855706016,-0.03713801809793649,0.04539628555382725,-0.09080016822644227,0.02816730970205958,0.062317531911722325,,-0.025082554036518614,0.004889926031110437,-0.03875197781027745
ADA,-0.019650199922008654,0.030613530393059488,-0.04499570994237436,0.04940322633825707,0.017850487976975173,-0.030234938272740652,0.005570115944067649,-0.026610477327037446,0.051831261537860635,-0.040812785432724846,0.0724873243098094,-0.007759505443480729,-0.019231885607202744,-0.0770058023803621,0.03330262703893487,0.04586636540929842
LAMC3,-0.059807514258669196,0.07293154552874702,0.05488424122803993,0.006867290803211125,0.03825922272705321,-0.07634072300890572,0.033325061730754967,-0.011051549512749828,-0.03158729274151137,-0.10881458185244866,0.016953213968768626,0.009230378677182903,-0.026820732914677098,-0.001942845014863158,0.021520658031847932,0.054307292888901126
CCL7,,,0.04235809606201541,,,-0.01777712429424115,-0.029488987422097667,,,,-0.03436972406236345,,,,-0.014640291393721852,0.09800122247267644
NGF,,-0.01715980687729567,-0.02769059157753041,,,0.09056791248197262,-0.031476424820158735,-0.038878773906178124,,,-0.016146552485557072,-0.0023300704189279267,,0.014653310540340412,0.05825789091136196,-0.04913197141173405
TNFSF15,,-0.02122882270956479,,,,0.03849006002740486,-0.021833546218725058,-0.01664626482450854,-0.02103916196352169,,0.018458010630923928,,,0.001272385016540489,-0.0386821845820444,0.07625301289499133
HMGB1,0.06602466162349857,-0.10774157159643549,-0.029343849921967487,0.02257552760650159,-0.007160603570111559,-0.12579536328203947,-0.02295840073930352,-0.009168020524062943,-0.03573140189091768,-0.04851044819901318,-0.009233496768295737,0.018828767533070664,-0.01654544642307977,0.009723651144238477,0.03250887373719961,-0.01900906432084483
ITGB3BP,-0.019941904625810213,0.05327324024273848,0.009806022817750714,0.022110883004264358,-0.028627831625828642,0.029019468188920986,0.018444406375705186,0.0016676880921764855,0.0377477585734986,0.09182766835082291,0.054838457915554736,0.021028926688253333,0.07296595396768858,-0.049133272355482226,0.003790531601299679,-0.0016184593814879738
AANAT,,-0.030756240525149695,0.011084652193706373,,,-0.01801206195322708,-0.019673330914796304,,,-0.047355888294802646,-0.030151945933381833,-0.0197645235720232,0.010080884668019156,,0.036821534039410755,0.011836685076371766
RELN,-0.0201498804840462,-0.029587218123566888,-0.04689790958552049,-0.019471025195683087,-0.0006191328291871592,-0.021671419455953307,0.03270347982930096,,,,,,-0.002266511740460099,0.04273767826887704,,-0.07345442830061676
IL15,-0.013949057800836794,0.05010601383139625,-0.018071688962042507,-0.010114700258580144,,-0.014880605745717751,-0.010848290003720368,0.011764601125862612,-0.03227750743229507,0.0241024181836003,0.0944576550938794,-0.0228780507660009,-0.033226685651983424,0.09163494859466023,0.10026087289855322,0.04483747078504134
UTS2,,,,,,,,,0.04469286836015801,-0.07649406202048874,0.09568679498416906,,,,,
BSG,-0.11625551934158596,-0.006998988848857996,-0.026920581372024886,-0.04158585721490947,0.01666340962135988,-0.02125013341894577,0.010686385913319326,-0.0067927033668303055,0.018150696933786643,0.10710221821901517,0.08557699432678832,0.06131105782076645,-0.006186774948048315,-0.04345069088195991,-0.016047766679178715,0.08826463774340225
ADAMTS3,-0.010973014336866236,0.01995163171498563,0.0031677414417047305,-0.03271309241770538,,0.0717910687896178,-0.03628975320231677,0.014906157361922814,0.027258296903683855,-0.05709653255298842,-0.08610052005919905,0.015100826474611513,0.006946879355985895,-0.07477969661152312,-0.028427140882347303,0.05058811099674745
CD34,-0.03351074360000417,-0.06768982958450845,0.035129326042688494,-0.03282542471338713,-0.0024716329123542218,-0.015912382747342777,-0.03577177475121881,0.0007127766761135953,0.0034106061689442623,-0.12697612770570857,0.04985818888863102,0.04637927772100264,-0.03221898764382738,-0.06062211100771435,0.022975866310245726,0.1385187767988486
CCL23,,,,,,,,,-0.03751816539913301,,,,,,,
PLAT,0.03136369266269536,-0.062113909273482835,0.011392897743035115,-0.017222276371796887,0.04559963993990972,-0.15725866221836537,-0.027880046048724794,0.021858407450353504,0.02492717103847285,0.004739127513282489,0.004086165278648464,-0.035822522101929925,-0.012994613043959342,0.01693710756947579,-0.04530244729161827,-0.010157450982591009
NTF3,,,,,,,,-0.0230682036042868,,,-0.045795950830600056,-0.016741417437210724,,0.023698772075339485,,
LTA,,,,-0.013691700807546,,0.07729851184551506,,,,,,,,,-0.02084725785572419,
CKLF,0.004344578033944507,0.01547882218306861,-0.0027784092223023917,-0.003663601649948898,-0.009602830964210362,-0.03110767704893291,0.006538821425969334,-0.018686600642264108,0.051922143711815895,-0.06518748736144563,0.022917473720552972,-0.022620846288998075,0.04883305622112253,0.02100694442160375,-0.04046795145603811,-0.007914720214274886
APELA,,,,,,,,-0.005682838450090533,,,,,,,,
CD24,0.04175913128733291,-0.04096450782183558,0.019509514490585942,-0.019267273758590234,-0.003400758589533956,0.03559659053534617,0.023604855446418566,0.03480486425221837,0.014486713675380479,0.010751939739681535,-0.06271691931129361,-0.0016155867838756601,0.012387711313930135,0.0002652005693797814,-0.00762810970305277,-0.014582407008010752
HSP90AA1,0.04866083639338254,0.0685538935986271,0.038360682572375814,0.01830014035515988,-0.006719779861478471,0.0016245630260815424,0.00831951100953335,-0.00684680866970883,-0.09589768000889344,-0.031238055735259326,0.05528811135694414,0.023208634054026487,-0.03934754710602919,-0.01989582284925372,-0.016520546312539738,0.03310999320434234
BMP4,0.053190382699606215,-0.03713801959255948,-0.0021377821337634417,-0.014514005463578047,0.052414071327979546,0.07743803447486014,-0.017644085048775893,0.06529679006483166,0.04870020423542886,-0.0030313544826704995,-0.03928538904226743,0.023869949496793795,-0.0014971584263611573,-0.04156612683879679,-0.04380973228414601,-0.03972998526639233
SCGB3A1,,,0.0393483696547101,,0.0032263101417529015,,-0.023428508454643875,0.008673183754763562,0.06822777414827381,-0.06474109917636751,-0.034605309560687095,0.0348688258675834,,-0.020093512378596756,0.026683065091432506,-0.012926793685556513
IGFBP4,0.0022431422780959313,-0.0014313196602243952,0.023305965615830034,0.019720950665170815,0.016982062632354144,-0.05836568086059665,0.022810209443658646,-0.021129150050047018,-0.0750111764212603,-0.21248928089429125,0.0021828380447020293,-0.058326287962229856,-0.029057147458758682,-0.0421669705330857,0.058851242040882115,0.08031388499682308
RSPO4,,-0.02096246338879584,,-0.02213419809094667,,0.05118236125226655,-0.027040307181669124,,,,,,,0.03201484001105723,0.06451247052291856,0.027587364322666126
LEFTY2,0.0938425503348945,-0.03511226177555061,0.11172209271113889,-0.013859855725020584,-0.027939089797406485,-0.02453209247080044,0.03311547626756753,-0.018821762851514587,-0.09054364498901306,0.01588712707201743,0.0012183993586478432,-0.0342431832241877,-0.026905696664994726,-0.0034969954093663747,0.09595177074842215,0.057700155780563325
PF4,,,0.0073720690644525095,-0.01245446278123525,,-0.015510190716493377,,,,,,0.034049681113232276,,,-0.02084725303151409,-0.006558508764106571
ANGPTL2,-0.07217488335783954,0.029535270817574788,-0.006803394518890142,0.009681618535961965,0.07770467510559426,-0.01271785272488773,-0.07629364215564524,-0.007190200638493115,-0.05495062063157204,-0.017530481333342236,0.020668458705487745,0.03444052022350305,0.04081654565453286,-0.06232209532225004,-0.0014611920945936966,0.03370437857689695
LRIG2,-0.02476670734359986,-0.055632661785599835,0.003971349153495935,0.04335462911575992,-0.02688440726849756,-0.023040363960169306,0.009131884645818137,0.039044842609442645,-0.00650573637806725,0.10959789168535207,-0.01426647115349813,0.017183283175597728,-0.0429585462152282,-0.04915452969010377,0.04119546703399364,-0.036625858809257554
ICOSLG,0.09663653153180814,-0.04759878116209686,0.04364439606677248,0.07604725274417574,-0.015719100936933156,0.02622728322119049,-0.02293148884456708,-0.04248311961738287,0.06587327152701557,0.044142050148747905,0.03385589053348968,-0.00651440092201865,0.08094219045766758,0.021992923950931047,0.061996308244198134,0.0890118223203412
WIF1,,-0.04878300260274926,-0.024264306461827426,,0.004520163110374449,,-0.0031829184300316967,,,,,,,-0.024604736819831725,,0.027019159243452086
NPPC,-0.07199712498712653,-0.029242635527797205,-0.05766745682709724,,-0.0394045862257398,-0.00031473646457879674,-0.022472975027951647,,0.03708567248913679,0.09342108858304123,-0.025615577669861316,-0.018172040679079488,-0.025312749931673262,0.005493198753067237,,0.034333977044158734
LYZ,0.0888798630596716,0.11961579507554634,-0.016922667028716656,0.03692307276925844,-0.036284517964431946,-0.022050060557906603,0.009483044588197235,-0.0593612188265749,0.04082803807043366,-0.05589757180232925,0.04334085214405261,0.0020521137876470482,0.026469410658409086,0.0003693754987707262,0.0852453945915765,-0.015022998198819429
EREG,,,,,-0.039607377592126417,,0.003927598048960997,-0.0044667391025266035,,,0.02285038013190817,0.04228316066492713,,-0.010039761080326916,0.024300145829406563,-0.012654756063370258
SPTAN1,-0.04593006829793269,-0.020521189440831016,-0.037073404532263966,-0.0466094695699874,0.033422993348951054,-0.174325059229852,0.056493314936021034,-0.024314318197181134,0.10025855841456009,-0.06780884138144586,-0.05546660145900297,-0.01030412764968341,0.05197762649262626,-0.007078008969825019,-0.010330495157130838,-0.024027201623772438
PTH2,,,,,,,,,,,,,,0.0041888601952640376,,
LIPC,-0.031118279679175097,-0.0439652756795715,0.045934738631364644,-0.01874463210920968,,-0.027872967875483077,-0.026179467931805565,0.0020747531948129777,-0.03515068304701078,-0.0583114912802126,,,-0.03107012366993418,,-0.026358818469639736,0.03158158592118404
COL8A1,0.07867237303926726,-0.009035318841096256,-0.007698745040712842,-0.001397234556664619,-0.022584744759216794,-0.028205625405307175,-0.007352509078851829,-0.007733867058268244,-0.003155701452458889,-0.009030792909731012,0.041653486479845146,0.07292044955643769,-0.02487468534193451,0.03845869576948037,-0.04043589631237562,0.02838956186386108
