,UKF243,UKF248,UKF259,UKF260,UKF275,ZH1007nec,ZH8811Bbulk,ZH916T1
IGFL3,,,,,,,,0.062692646923722
BMP1,0.07778121261333942,0.013830633090116609,-0.0357726020778644,-0.04979509605323066,0.019526268229655842,-0.02231232423016475,0.00885419717845328,-0.024671177579670123
NDP,0.01390492795852635,-0.007123985202096815,-0.007608341483681515,-0.028145032082450113,-0.0006761501563040508,-0.030994147386398385,0.0012556904046523625,0.05697344509608996
TNFSF18,-0.023106344507643355,0.144042805180363,,,-0.01796889873957333,,,-0.02691207342034124
RTN4,0.10923640469912256,-0.010216962806267951,0.015624446622813497,0.00264994792549394,-0.05958422296117806,0.01689514059282793,0.026230862113861452,0.03316210081826367
HEBP1,0.018803349627315637,-0.0053356250514393225,-0.010321040775783745,0.01928333825018603,-0.02024116203214443,0.028999996271861405,0.05151337151441166,0.02020477569131431
WNT7B,-0.05393046493484367,-0.03455995487462571,-0.005133067152989232,-0.005208021123011589,0.01509557303738422,-0.057311943870679775,-0.034445883331013775,-0.03405313589830361
PTMA,-0.15645290555615665,0.024475555120537947,-0.04278999855758687,0.04228004547016795,-0.012446891820241656,0.03521589459762106,-0.0759399550159985,-0.06509343050239397
FASLG,,,,,,,,-0.013837170082011237
CEACAM1,,-0.014863577375595804,0.012756829873130768,-0.01678582905703363,-0.02826079691405414,-0.04315733093723888,0.007280470772837051,0.023430756931432907
PDAP1,-0.01117514617890165,0.03834228229351194,0.029189776844298458,-0.0005704957947190768,-0.01644009492905904,-0.016216720122977295,-0.0027588188798526184,0.0012956530441036263
QDPR,-0.017784083703818017,0.04518618741179962,-0.037947944871985106,-0.034815028093839614,-0.049229276840277884,0.03160461587179592,0.03358864755059817,0.02963137345566539
POMC,0.01383080758118223,-0.035228338668009465,-0.017742474728561743,0.038541551924593985,-0.020849689150359955,0.07339435045418176,0.02566492167123976,0.10375153577559272
CCL18,0.0598623527919512,0.018931107000065762,,,,0.08575358077506512,-0.030141703704348644,
CCL17,,,-0.024751294375845685,,-0.022410715165374413,,0.041936029975469656,-0.012541840493672613
VEGFD,0.04733428908639938,-0.018548346084061758,0.12082839714803502,0.16490774876647207,0.0006356598362570873,0.17391656737909228,-0.016687426802822716,
TNFSF13,,-0.013997177167967424,-0.017072888910132943,,,,0.13518515541657322,-0.020435882259548142
WNT5A,-0.049959438466833726,0.043221421825681706,0.02100243932563155,0.0405063841385006,0.03288379281356235,0.05449098990397235,0.019102012830193412,-0.017987572112041467
CXCL8,0.034290159327836287,-0.026301371642759055,0.02633730574414332,-0.03269682013429546,0.08914425320061196,0.04070760754530454,-0.041225548713845185,0.013856582771575927
GRN,0.09839774487621789,0.030059277065966596,0.015080327247639221,-0.057464911494470534,0.0010204839177242638,0.06852092827875475,0.05699362359508175,-0.06431042419093848
MIA,-0.004058558713751094,-0.018087016142036467,-0.04639545463271068,0.018507624988074206,-0.03029968296639371,0.0619506085284897,-0.021615304808866066,0.05147539762806553
COL4A4,-0.0031812390922855128,0.00812960634426698,0.057984134406632415,-0.011753052940114294,-0.023397479990405413,,0.033968582126162015,-0.03683144283611195
TAC1,-0.03017244100625173,-0.01925372630108223,0.033501682133091196,-0.017707054937678532,-0.04750611821201161,,,0.00819554862838669
RARRES2,0.02451630359897362,0.017402741456824977,0.07321926773318183,0.01718019991049372,-0.035520696254193684,-0.060903994861552214,-0.020075611125229854,-0.009507305705521475
FGF7,0.002737459329684094,,-0.03704176267034638,-0.030749713976085235,0.04186659875974611,-0.06110780277341093,0.04018282323490568,0.12350828334581755
EFNA2,,,,,,,-0.015860282402131172,
HBEGF,0.1329532670812463,0.0026009074410850565,0.03102001183254247,-0.025273868033672688,0.06119943394773009,-0.013719493740187667,0.03332631006826532,-0.0481384225611355
CSF3,0.08546383822627218,,-0.029501384755472995,0.009528084189842335,,,0.02217426522153729,-0.01320462323257815
PI3,0.11456290799449365,0.1067496755136592,0.0018832541243602157,-0.049264783181295214,,0.0246890777769481,0.008461028739711515,0.00015852555776463422
PCSK1N,-0.005685629440631159,-0.05708092101477517,-0.032224553633889756,-0.07611568711245519,-0.002159749862612787,0.03595781312760696,-0.011802175705725088,0.014459184425923708
NTS,,,,0.05244932026563414,0.00510531712757229,,-0.01932274440550533,-0.019554246408947804
SFRP1,0.02338747066994955,-0.030705400665164292,-0.00793924019258474,-0.018321371736916003,0.034866223393979746,0.026841289349992564,0.07470590996023352,-0.0190998552619506
CXCL13,,,,-0.018156713365888956,,,0.011832788670889322,
MICA,0.02112575061056805,-0.02697661922208848,0.011755257475230508,0.0623469657607388,0.03595790253774127,-0.05503765782815966,0.01006201800008744,-0.02589110744575797
TG,-0.028017665008723377,0.019218641841076252,0.013781119612783336,0.007590893533275346,-0.022577947429364635,-0.05847129044839184,0.13220719069270792,-0.009095252513388002
ADA,-0.04143354941112834,0.037135643555315234,0.06800210630996112,0.028005685537621453,0.05928267238519518,-0.018373169493392415,0.020758704704487492,0.010026488458593793
LAMC3,0.007030976751232766,0.03287411788089779,-0.025133588054904434,-0.014656635041345047,-0.04728867588649285,0.05638330188860303,0.011941493281156281,-0.03395072592244682
CCL7,,0.18860787730793682,-0.016850203013849735,0.03769702356460276,,,,-0.013837165161678718
NGF,0.03773962348529351,-0.020257114584314045,-0.03860811884864649,-0.02569483456407095,,,-0.015647093523537672,-0.04142805544852728
TNFSF15,0.09458866288339421,,-0.01876352518879408,-0.017823160071147755,,,,-0.02488976545325884
HMGB1,0.017220793365745144,-0.01685514683044778,0.009613591140142517,0.06231754697368218,-0.002090424564355962,-0.03740924052861182,-0.00801357670316067,0.016131538323601143
ITGB3BP,0.027576778916102346,0.02290661795210536,0.06900377211433259,0.0014772202542797982,0.02696956742491598,-0.0053673475950905625,-0.004853805967386916,0.04897860182156601
AANAT,-0.03629332921767395,-0.017117554687916092,0.01739996958450887,0.006208354509310615,0.007022671550999789,-0.002679488474256732,0.13398706645161312,-0.014640297780983386
RELN,-0.03491384608972835,-0.03695469498301957,-0.009363627503537466,0.027328077817889034,0.00037510881001064984,,,
IL15,0.04852192970171875,0.002676723317118887,0.044725639748317524,0.0631090137949844,0.07731336699637603,-0.058086552752561145,0.02593077781053627,0.0024089718279991105
UTS2,,,,,,0.13308173956814448,,
BSG,-0.09491567760157908,0.021243336055743706,0.06879383237612591,-0.037206067784833485,0.04447410701585717,0.0016733171984729615,0.015824690988038695,0.1107756850477369
ADAMTS3,-0.04810772922059801,-0.02443378928089214,0.04613505647411403,0.01831032317102992,0.0026083235314001405,0.015237031291638316,-0.03523952405833274,0.06391460843817572
CD34,0.03412791318509302,0.018611147311819495,0.012834160803071367,-0.0020286683261804147,-0.002390541916445477,-0.03985474903678525,0.01573867731269603,-0.001874545683663614
PLAT,0.09829885582153604,-0.014892527824423697,-0.03374382951795216,0.022047177991154583,0.001780429991066792,-0.08493358182714782,0.004252309588941272,0.03503244766070964
NTF3,,,,,,,0.040257560264976185,
LTA,,,0.03297071077545796,,-0.01955533036436187,,,-0.019703634467375563
CKLF,0.04510141463933938,-0.0065632122024428105,0.06795328810861162,0.037363531084192214,0.09672578829388376,0.0053065181925135724,0.0817551094808243,0.02405740399623778
CD24,0.04355762012489216,0.03651073805262733,0.007578536760002302,-4.411135805835564e-05,-0.03987276361653551,-0.09767094669178554,0.0208380416528601,0.02683780782993393
HSP90AA1,-0.11979817941384294,0.002118048343281673,0.039524285600007536,0.009939421957260183,0.011008238975828486,0.041182861130188146,-0.06272601884995557,-0.005278574017794463
BMP4,-0.0438240288328811,0.03531392810762056,-0.001655371622561781,0.004424636331506392,0.00954359679409373,-0.038088239919528206,-0.020459162457993414,0.023826280653214127
SCGB3A1,,0.07532931148848503,,0.00038413716573362235,,-0.013634287668940268,0.010203830888722657,0.0464823200162906
IGFBP4,0.0656261240922647,0.03674612879467878,-0.040471481989544526,-0.010756328389450542,0.028613647272080517,0.028900549600851907,0.001941677865498672,-0.02921095263598212
RSPO4,-0.024736364782974446,,0.08432788550195568,0.02720770553902466,0.024816894117870306,,,0.02247781939522653
LEFTY2,0.12067664543742916,0.03798564005893341,0.059931740402770606,0.007914600849064955,-0.028047540283407453,-0.004058608358507826,-0.01823647519064064,0.04646430766638008
PF4,,-0.012238852829132311,0.043922415834484134,,,,0.040490944903844556,-0.019703629907808398
ANGPTL2,0.13218481881284613,-0.005054710834084471,-0.047612633598045975,0.011086048778687555,-0.02857432449590682,0.02185795968412473,-0.007040745175239414,-0.026781884672689875
LRIG2,-0.0012287209310182419,-0.011938576385271958,0.07388954644827433,0.0048116570548073926,0.04730995992239211,0.04066832379988504,-0.032391141003169754,0.037765656546985424
ICOSLG,0.08924881255971821,-0.0031791388727241948,0.05099837839053377,-0.02642415447158159,-0.01536800343772143,0.05117109013097175,0.024097325888798343,0.016102308508606143
WIF1,-0.04756424406802305,-0.022021829137297305,,0.06344058707931748,-0.017551036737616883,,,
NPPC,-0.05048332423272931,0.024763777855105723,0.028126634288475765,-0.02851546092062542,0.008326279054939174,-0.005906105129876901,0.0018063710351447254,
LYZ,-0.022077851475424518,-0.021392509420740127,0.024282153996088983,-0.004778107607774109,0.040728168487357407,-0.006501867093139979,0.009844612163689868,-0.054754590268934346
EREG,,,,0.004190666770548851,,,-0.046192090171430694,0.12343858819999629
SPTAN1,-0.01221445072928795,0.040775282776416226,-0.012978480734083617,-0.023314896490736123,-0.04248584398861142,-0.01188451523551326,0.01700704715994722,0.04979590844064689
LIPC,0.07719031108186733,-0.014983572781582292,-0.0029353608975884724,-0.021370822808705264,-0.027642615645462724,0.023110319935709812,,-0.0249128459825273
COL8A1,0.19781475811484886,0.007390924360889635,-0.018373297569827578,0.02813296015374498,0.011233423620768596,-0.03986119661194715,-0.014666271464643516,-0.007737482444757107
GSTM2,0.05036206177701371,-0.02869338235276336,0.006747194330870445,0.0024707887187159407,0.027606323065714346,0.030464766470641034,0.01023876630558257,0.01769951535833179
IL4,,,,,,0.12429214494213388,,
SPX,-0.058589892601458804,-0.024233561737629097,-0.01459492424909946,-0.014068652151826186,-0.009624417240035047,,-0.018049601806384066,0.015384753874358423
