,UKF296,ZH1019T1
BMP1,0.011605926561005814,0.03297442386313795
NDP,0.025771993966929942,0.11864065465028416
TNFSF18,,0.008408163562959607
RTN4,-0.04069210863845509,-0.12791327716120132
HEBP1,-0.04798457055860955,0.00838833911573808
WNT7B,0.046465981481103195,
PTMA,0.02484547317710559,-0.08989695011329912
CEACAM1,,-0.035261416281821015
PDAP1,0.07131698606079094,0.02797850364197214
QDPR,0.0437756502312325,-0.0016094782776855214
POMC,0.0252623153559168,0.09057069386504055
CCL17,-0.01749884187317394,
VEGFD,-0.01283561213491437,-0.04793712272253079
WNT5A,0.030841495123822612,0.06656555786130126
CXCL8,0.035383929625671634,-0.06443461193171544
GRN,0.005869924415312277,0.025182746258452092
MIA,0.10183688257748778,-0.06747546019720403
COL4A4,0.10708256544028555,-0.011283144508454428
TAC1,-0.04459437703950099,
RARRES2,0.02951209645571088,-0.09092590684828589
FGF7,0.03568528720342807,0.02084522089304281
HBEGF,-0.006413338523675419,0.06915083204314434
PCSK1N,-0.03192430790614155,0.016440223857884094
NTS,-0.018903494263093044,
SFRP1,0.015196454594728227,-0.07161033829642874
MICA,0.08522222030067705,0.015078516719149428
TG,-0.012663835872775536,-0.03502581231850565
ADA,0.03522979226335386,-0.10162375374755885
LAMC3,-0.038447070312289236,-0.019183059738645144
NGF,,3.113584952244021e-05
TNFSF15,,-0.0031295404251844294
HMGB1,-0.017500060905220133,-0.007843313213817467
ITGB3BP,0.0016551457527642333,0.1500873759350895
AANAT,-0.014597806460686511,
RELN,0.03990793956727721,0.04728272171720971
IL15,0.016323985318768882,-0.004572364394883067
BSG,0.04363788591717111,-0.03360498386420295
ADAMTS3,0.010712937374637056,
CD34,-0.005094432904711578,-0.0023169411206770923
PLAT,-0.015053701637286553,0.07953738644024048
NTF3,-0.010595423997824397,
CKLF,-0.01481098013302036,0.05601997498667569
CD24,0.026067019360298,-0.02652934730181579
HSP90AA1,-0.024379247674445468,-0.03666403518192458
BMP4,0.042956910656583136,-0.03904475149406147
SCGB3A1,-0.01231339252620095,-0.05143545078268751
IGFBP4,-0.020953267380004536,0.04405704167007251
RSPO4,-0.012313390725088746,0.09720953473698211
LEFTY2,-0.013501783526137224,
ANGPTL2,0.038055180162125245,-0.060105582613796886
LRIG2,0.03631209795065037,0.08444721680551573
ICOSLG,0.08718474593230145,0.018540740784002686
WIF1,0.002187573605402078,
NPPC,-0.017112599759645346,-0.0562490112656819
LYZ,-0.03437663351852242,0.01767145447425745
SPTAN1,-0.005411024692048803,0.05802587391698609
LIPC,,-0.05984025503400998
COL8A1,0.029997753429351477,0.022462371023472944
GSTM2,0.00471959588606983,-0.06770180140370953
SPX,-0.010138586561656811,
MFGE8,-0.0335099359352433,0.024798392495556754
TGFA,0.07214992609031114,0.02391795835343023
SLIT2,0.04177423437869296,0.15578183007593863
PLTP,-0.002504321680173237,-0.02465454103299769
APOD,-0.00801180293893275,0.04778043479254446
B2M,-0.02283978006667327,0.011176609885363896
OMG,0.02134237507910118,0.043687075043457826
CXCL3,-0.013172725312096933,
CXCL10,-0.005919202776387996,0.012573824370383638
RSPO3,0.004963316802312332,
CORT,0.01815922568180882,
NCAN,-0.005789061050580942,0.05321992786044413
TGM2,-0.0017862380646544484,0.009344014518717827
VEGFC,-0.005113298017371542,0.13374418528932866
NRG4,-0.007049688566705112,-0.03753566977132146
COL9A1,0.01649949061405857,-0.0691870096111566
