,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,ZH881T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.02809183185467121,,,,,
BMP1,-0.06967718709006457,0.06284375536850094,0.014796233199126253,0.052578835961188744,0.04269005947800271,0.018381485758645295,0.06307786759893465,-0.0789351935756257,0.02453414598611014,-0.09052089571281127,-0.0118968707988553,-0.03835976465401153,0.116834278001698
NDP,-0.05191351485026183,0.020830956561330605,0.00803475572000769,0.13801610369377637,0.03026588906585065,0.07811018836148459,0.06216506418121146,-0.008263996194965213,0.03956726437047524,-0.06323787767899643,-0.010908001792265355,0.032143449649012064,-0.04645474360895204
TNFSF18,-0.030625562108265836,-0.014966048089538438,-0.012183754548121402,,,,-0.008373812517581689,-0.004098732872198949,-0.011674764661574738,,,-0.04756365549166968,
RTN4,0.186227146935234,0.04584162351803064,-0.03002034929238618,0.04721819467367887,0.050905141388632946,0.07817120946935747,0.010538563463265633,0.16318351599651013,0.06849900835330658,0.27072409763620603,0.06009050144302717,0.15347591190929305,0.04066980055518574
HEBP1,-0.05299198606107306,-0.029750476908621454,0.00974515893523042,-0.015069040881368312,-0.02912730423140779,-0.02663576049503739,-0.008298245065059722,-0.06154703051290464,0.0632010196303865,-0.16862344543066982,0.033273908052819594,-0.051158909756102405,-0.03801751060817917
WNT7B,0.29473661286680547,-0.02032343778782264,-0.01566250580173829,0.052343618367210916,0.036625209059647584,0.030489396726570223,0.08102839166577809,0.14420312750811687,-0.01709275986868104,,0.06809374635319072,0.029656278054893917,0.1169107406275134
PTMA,-0.0071620309420715265,0.04261950220403012,0.047487717714071856,-0.011709738913396533,0.004491753467910584,-0.05054896736754659,0.02778324410469,0.014633133995870764,-0.06407627525651215,-0.3447990304130603,0.0037213875108661103,-0.06481921328740764,-0.16425972758762833
CEACAM1,,-0.028768991438051884,-0.021217898600254644,,0.013060588599384894,-0.01817169105454876,,-0.018640566824782386,-0.01836162348633581,,-0.016034982149125996,,
PDAP1,-0.052197163550603394,0.0015386592868893445,-0.03404541656846634,0.026222089609933285,0.05504158574883464,-0.031922527101010345,0.07304095821839196,-0.06371402827867766,0.001918558880105756,0.020532880055363325,-0.01535440084871125,0.004780849498146726,0.022344591764776506
QDPR,0.13795946829831174,0.012425743081664366,-0.11666835724316398,0.042244936124180905,0.019888513047033346,0.06641776048074621,-0.04556359369997995,0.02593332665200282,-0.014496130485903792,-0.29141601548852714,-0.017437365461017967,0.06759195922852881,-0.03055807970962158
POMC,0.14189358074581318,-0.009277193648727004,-0.037700820653994736,,0.029544535541608515,0.028665604312059303,0.004390134900401759,0.032152714173425315,-0.013546473694648937,-0.08744411405548835,-0.011904396736647983,0.043648349048610154,-0.04652419572554475
CCL18,-0.013776774893651441,-0.025875502271645364,,,,,,,,-0.10807563925324774,0.020328626489565547,,
CCL17,,,,,-0.01669895613922304,,,,-0.01456070453984554,,,,
VEGFD,0.020082299392205447,-0.025904537369817144,0.10216843307037475,,0.012422328808467146,-0.03009933325457663,,-0.0470613538153071,0.07479502622824685,-0.007552888854397404,,,
TNFSF13,,0.06416462009539164,,,-0.011518566211161891,,0.09063468248098022,,,,-0.018006210248312143,0.00034347713832196653,
WNT5A,0.021500938297093142,0.02316716062360374,0.05524725178376854,0.04812357491554929,0.036799685873905065,0.06993111301995512,0.0318270631783236,-0.07750847170797237,0.06664495087974767,0.1173104740650868,0.010296360341129625,-0.054510735683527115,-0.007038264600290607
CXCL8,-0.11106466379924214,-0.01527840343340028,-0.028455753169082634,0.011790726443092418,-0.027721997872955102,-0.15630063469398017,-0.027731760060550514,-0.0446544224070131,-0.02826922734195733,-0.11780092319230548,0.05001090607805197,-0.09144086633628183,0.052441149242477045
GRN,-0.05343226430730141,0.045025246784006726,-0.07437278305490633,0.07858238170119007,-0.017850145555794363,-0.042304484678755284,0.01925203069328759,-0.15980740949027947,0.010563405868268164,-0.24734055552597875,-0.0017389627550874684,0.003031593769808387,-0.09105133854538498
MIA,0.00857846914282045,0.07542131979810276,-0.02702708118710993,0.05908522993173916,0.04277455219645095,-0.028426596530378604,0.09275803704191675,-0.0693456989870069,0.014103812967069569,,-0.040583412562201826,-0.02024022736708618,
COL4A4,0.05797540336201968,0.006652131631456666,0.14586957232094222,0.019191485343458693,0.00805524007134141,0.06930355652649633,-0.029588081315334896,-0.027682415171864046,0.05713629678906657,,0.014708282218132503,-0.01262279055592566,
TAC1,0.1465388443800045,-0.014858422908974869,-0.013362312198085018,0.09540604659902646,0.06519199256739885,0.0778570404812378,0.02319687094461617,0.2527704971231138,0.017423877264190025,0.11909947853374317,-0.027664912292922162,0.15391126221547086,0.21546255871608244
RARRES2,0.021420973128768787,-0.06115321402838457,0.07606381856208108,0.012840827486465223,0.009620507523818742,-0.16546936898749146,-0.057568999833582254,-0.1544489768289386,0.0246714152073562,-0.06425933947454726,0.008664799782206346,-0.09559280557556625,-0.007350778285557649
FGF7,0.005629101113053934,,-0.024972755976870653,-0.0369086919758259,-0.029600449133592676,0.04658145081041839,0.053575024932866706,0.013683717298962103,-0.000831973951640188,-0.02347667831117805,-0.02026068190233867,0.005097611117375617,-0.01461757235190255
HBEGF,-0.016036428363308274,0.044630332319523486,-0.07228365971012655,0.0875148887305206,-0.0005011186777723662,-0.09480731178454113,-0.010891586728427794,-0.08055429569024763,-0.07895967214449455,-0.12635641134766906,0.042091630100934925,-0.03393324632255944,0.016826539339958153
CSF3,-0.0465842894656113,,,-0.02172486822175914,0.08131428866280091,-0.0795502863590233,,-0.02928746243150424,,,-0.022988337267941205,-0.060830593806491126,
PI3,-0.0007203088699681648,0.01094295577658743,,0.034912897400287385,-0.025787196324088817,-0.0783891005905387,,-0.03297806925053719,,,-0.0245174491864498,-0.0754919367545095,
PCSK1N,0.20186696020049963,0.027474133891801266,0.01785454526132598,0.02349413546203484,8.452635241787739e-05,0.07150899099703624,0.021987224437709486,0.08541858780732876,-0.023363311203742375,0.33046988362592566,0.0058586360147614295,0.226595073330838,0.19853234048665963
NTS,,,,,,-0.06133502130547534,-0.0048237272434083715,0.0066506587666390095,0.047812656805721276,-0.046544201280726255,0.0512949284985941,,
SFRP1,0.08314183361266402,0.009921176057216327,0.03200785592343538,,0.06421128109933882,0.007489771285182323,0.013348969756205071,0.01802760915568437,0.09667516004079182,-0.13899388798564727,0.026103906103239226,-0.055049449941342365,0.008919136458150014
CXCL13,,,0.19667884959564358,-0.015774824876066226,,0.0963859864925143,,,,,0.002651568888436717,-0.027808082608741725,
MICA,-0.02415395467261209,0.03786448688728169,-0.02411761670388789,0.06483758095373258,0.03183358557619877,-0.0279967187888218,-0.002146619124984853,-0.07821599331962531,-0.02977307831551741,-0.06076046970521173,0.04923274979665338,0.01506233779013389,-0.02164892616085335
TG,-0.021710675509965287,0.01730089209193944,0.03009575990308228,,-0.01572386146158759,0.04033620579928221,0.04814048803986269,-0.03534734686485815,-0.014669358795969116,,-0.01891975482365813,-0.05437500130400406,
ADA,0.014101704519315049,0.0058216276319321475,-0.059604529027202674,-0.042865636962539595,-0.01516844633545547,-0.08118922697854417,-0.014818218044361954,-0.11867846674251005,0.012533513499475187,-0.14568903702940056,0.033077480587521364,-0.09324418857479921,0.18781219160870963
