,UKF248,UKF255,UKF259,UKF266,UKF269,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
TG,-0.04243698124957455,,0.0663489964293998,0.015281482516337883,-0.01891391497142564,0.04562661025100709,0.00513242242345712,0.009816211749994244,0.05185869981445891,-0.04721264350468307,0.06022471395244033,0.022593658617507915,-0.02477667205450132,0.059029294799142394,0.003933558343028466
ADA,0.03748836736288378,0.028087891645366726,-0.02721273138872097,0.1691925041615188,0.11857264489151062,0.03992805508253972,0.06757620170195361,0.09062691128458371,0.029504292873996533,-0.03157811601335143,0.09129827807087877,0.15552402754806255,0.06557788310966889,0.24990956750591903,0.08098788942101616
LAMC3,0.14134853728743144,-0.00010519048335051139,0.02593048936260492,0.1256045200985069,0.14001861702127888,0.022105679968825023,0.05504474455172031,0.1701086823951292,0.23102283054115352,-0.09874760676971234,0.07972430632076061,0.11829273928491899,0.06852397646550787,0.27244216453250814,0.18552410595438848
CCL7,-0.03476158972088593,,-0.010367561509248249,,,,,,,,,-0.02292614237364273,,-0.019164924398298814,-0.045300691103419034
NGF,0.056581202067543475,,0.06465216443741822,0.016015335780723384,,,0.09939026414029552,,,0.07507177509387876,0.05293346816719084,0.03922282572850465,0.04678261170286469,0.11082222430386193,0.026685462506006532
TNFSF15,,,0.09021337206276249,0.062042715039110505,,,-0.017187782127032536,0.059323433753322656,,0.006095408417456373,0.0036505743382708672,0.05670754549482862,-0.018694533064175664,0.08526460979994871,0.08287698926860125
HMGB1,0.04391603634021692,-0.03888643264040742,0.03265409507109068,0.11303464566238788,0.06934920214512935,0.032844545250212125,0.07222599157840649,-0.11146159288500519,0.09526902280461168,0.027053145602750576,-0.04029240873600288,-0.026420910656106553,-0.0015439415668055305,-0.1254810191267972,0.013902888355781493
ITGB3BP,-0.009450253701245836,-0.022251582148909342,-0.03492674042012101,0.12841830716465372,0.09509226989289143,0.00687531509184849,0.06636119794775379,0.1158775230326685,-0.020510488028232417,-0.0595214644716089,0.17217322887703182,-0.023243054786437574,0.06129775505214106,0.016035493416546677,-0.0212862743664737
AANAT,-0.013709224803585794,,-0.010504576393661497,,-0.014135980007126403,-0.04945383997055789,,,-0.031955725268279125,,-0.06720583225654081,-0.02011269581497928,,-0.031534972841609096,0.043725039402951776
RELN,-0.011818101462382751,-0.015695810664532638,-0.018233592171598458,-0.03584512091145787,-0.04147940064664894,-0.07454420606868878,,,,-0.05811903475493913,,,-0.02258096997145582,,0.04890030282592388
IL15,0.061533380133364256,,-0.028145153864283,-0.026766021001370037,0.01885211276826051,-0.02170053987491397,0.009540919807067115,0.039205731779006235,-0.04994399685160529,-0.04341092015889634,0.018136409137104664,-0.0004730007003841622,-0.00884644971864033,0.12018487061823312,0.0036780395642037013
UTS2,,,,,-0.04662956966274377,,,-0.014680893317382178,-0.05816006570569447,,,-0.017127432486155773,,,
BSG,0.055531582555601026,0.06217154097802544,0.0026932660134435524,0.09908987580949957,-0.0023655753618005027,-0.01749555831330291,-0.062242430390862885,0.11805567527231468,-0.1058044985032956,-0.0047702569426674,0.2118348148750723,-0.011832189716050741,-0.007798307721773994,0.04135775673280201,0.10272312403784202
ADAMTS3,0.007830257909514984,,0.009732648845443947,0.09582190658117319,0.045672279708006885,-0.02053068888582166,0.01564990521618428,0.08151360167793617,0.1184998682345465,,0.01610525017006623,0.009174358307079675,-0.03631032051043618,0.11661392608992077,0.058679771666191066
CD34,0.11352801573457735,0.06490783411576487,-0.009053189821001352,0.14622431227748717,0.02969492914500273,-0.029541662262536364,0.10364012943534691,0.17551787392989515,0.0659807179141075,-0.09685460649832615,0.06346990841068582,0.06226890928070233,0.050413585455180605,0.2825140352178658,0.06300693891778071
CCL23,,,,,-0.01608450130897787,,,0.11744824484599334,,,,,,,
PLAT,0.1095615401471793,0.01907269463458272,-0.009983306730069459,0.14280532721148906,0.051754256304976924,-0.025105365477196502,-0.022079362773163146,0.11208892886279828,0.07598240239694619,-0.14859537914463308,0.1777673976356442,-0.03321298290978356,-0.05888665368639921,0.2212500959806798,0.12667424124606053
NTF3,,,,,,0.022762452124057534,0.048229409668572316,,,,,-0.04825550990713529,-0.010036510568936334,,
LTA,,,-0.01328782969912785,,,,,,,,,,,0.03671080518336744,
CKLF,0.0804481408976859,-0.07580894658905332,0.020206660214042344,0.0886673296146183,0.045744797246931326,0.013791275250645052,0.04360464402938295,0.08664779022674797,0.06000940348676152,-0.03850282996322202,0.15469327859091203,0.010930008474555422,0.052494483878595725,-0.01344741547080141,-0.07941562290573786
APELA,,,,,,,-0.04973554204719362,,,,,,,,
CD24,-0.008400233637147668,0.03077248633290462,-0.030725051471775174,0.08110385688847303,-0.03589795795468754,0.09927009775795141,0.1768087975905009,0.12187585455073795,0.05640813144103914,0.07268953226173744,0.145233217118079,-0.06257541238108079,0.007612347681330385,-0.08270943121285898,0.05205354458987473
HSP90AA1,-0.04263239057860106,0.03964764267499102,-0.013925648005647369,-0.16307115141571935,-0.0827553015089977,-0.006358563062435886,0.06730408895503696,-0.08466695980025318,-0.03970131210289865,-0.003416406720343568,-0.12217453789510761,-0.06649678673676793,-0.0011621667124778804,-0.1968565036109082,-0.01026596750143916
BMP4,0.09324021415638133,0.011102512393326686,0.07975415680390859,0.22340512653505695,-0.006065559431650354,0.005313277141536477,-0.029342560199903174,0.1108221259400068,0.03141328813247296,0.016656230430919617,0.14345937359710056,0.05738502024633879,0.06778443774980239,0.15179479307409752,0.07292635715233274
SCGB3A1,0.09183690289376205,-0.03082694763293686,,0.08842223644209306,,-0.015021217826915232,0.011455459147652872,0.05307818369022272,0.11441855191279403,-0.05886549148796485,,0.015750598306603764,-0.03882264622606539,0.1792286841993284,0.08894316261414682
IGFBP4,0.1401611821858466,0.046950486205599495,0.01480509502898292,0.20365618687281595,0.03598594525177139,-0.0335134596695857,0.07814810851608461,0.15045751996846038,0.1941181921521077,0.05311354656689595,0.011242598774618251,0.07133368436242789,0.061077700558787126,0.37908802918109763,0.20188229492297746
RSPO4,,,-0.02033935138762317,,,-0.015215558596113073,,,,0.07552454345069824,,,0.0606529991277202,0.017002039244703067,0.04857476551485139
LEFTY2,0.06750580772300772,0.008482891490094022,0.07492749997426282,0.19475431391031028,0.16442085336744502,-0.020906664263692698,-0.029819097356550153,0.052298764493665204,0.17620581219970682,,0.14507848639089052,-0.0194616986946188,-0.035556016725819296,0.16762459230803342,0.08372265156934103
PF4,0.005646924653034844,,-0.009045493163678215,,,,,,,,,,,0.0204894969233444,0.053663038928574554
ANGPTL2,0.04727258723498466,0.0015611241666170304,-0.027129531628253743,0.22057191990245326,0.028472655326936522,0.02971137587113496,0.062433109219150594,0.17148076958064654,0.0783175500640574,0.021145118706945343,-0.0019969816693243153,0.028804943745604588,-0.05521575196848042,0.20336632153137552,0.10886748720707098
LRIG2,0.04264747501414309,-0.025295388847232196,0.016318144762094887,0.07190780845055088,0.017911317184942824,0.005890384451204887,0.008843094731945635,0.14042110350111114,-0.001213167977735521,0.004687979743080268,0.17450844465791995,0.02214394505031249,-0.03831012718103512,0.12350935228068427,0.08206180638423079
ICOSLG,0.08104365594921965,-0.03448611228537908,0.042683535301197964,0.1597489196365343,0.03727238107448666,0.022570332106776104,0.07431964795676277,0.15373954350693705,0.03936435349028747,0.06771678452603073,0.09401605587986658,-0.022180487720949604,0.0402526291053399,0.08547339757865699,0.0565392773898715
WIF1,-0.03984496740768546,0.07083570313108951,,-0.1428399632617212,-0.033363239792635176,-0.020900514416549443,,,,,,,0.006297254805566931,,-0.020180106118101396
NPPC,0.024966187356929834,-0.011163030962759791,0.027625751339651932,-0.005233671219941529,-0.0071865221012645,-0.012417954904564633,,-0.06353710342559192,-0.0151923303621016,0.06124585721786161,0.04014893518494464,-0.03422459620902966,-0.016563257480936885,,0.002014381062101903
LYZ,0.05512830744243578,0.0682975154738354,-0.021620223207730025,0.059857157194533044,0.02647369040854937,-0.0461119291280792,0.029504386682387373,0.11247229963064916,0.004036753261983868,-0.07983200148554326,-0.004721538080151888,0.05708291083150069,-0.02731440816445022,0.13175955059364075,-0.004289281541637321
EREG,,-0.038873993960430064,,,,,0.08249460185713552,,,,,0.07758612557037381,0.040748966456747464,0.015572695488307801,0.04831071642675531
SPTAN1,0.01914586361280411,0.05208912395778425,-0.01644988276001399,-0.10825830137497658,-0.0051359331903660784,-0.007499968352424944,0.0197807689216008,-0.017126297534416794,0.02985454860851492,0.02841848080372143,0.11729023121840457,-0.027251786731127978,-0.056117658904069355,-0.027322843711997127,0.010576490307242458
PTH2,,,,,,,,,,,,,-0.0324422319757363,,
LIPC,-0.009575543997967817,,-0.016255424899514474,-0.041507235407261436,0.007506631806562012,,0.01086352899950542,0.04440977102637098,-0.05136741564973139,0.04987576899235488,0.03720478875539143,,,0.05201636064106916,0.04110886403714378
COL8A1,0.10443944947516248,0.09802860954387929,0.015545803476044288,0.09758046286305815,-0.031670700718880083,-0.02653972838978676,-0.13593585516347303,0.05928541729583656,0.04175204050548929,-0.09546844940587176,0.05035332154032706,0.00929431198343521,0.05746366003179555,-0.00425115709898637,0.05761119812287553
GSTM2,0.01529768197583033,0.0002460888975954206,0.06131060679330433,-0.005575264060060218,0.03330962947854983,-0.019022011005891702,0.05534472394253258,0.10062524891094281,0.016530536237331115,0.05630799333415576,0.14742822543398326,-0.03695096438767602,-0.0555077222294343,-0.037212668539234585,0.04676186992583881
IL4,,,,,,,,,0.13803457570707067,,,,,,
SPX,0.014046810459808837,,-0.005074620620832565,-0.08093147734349991,-0.0180293968661065,-0.004553714145091028,,-0.0640098358770002,,,-0.05270638404208401,0.05435602592976307,-0.0032695879124572122,-0.053406151053222536,0.03634946391030103
MFGE8,0.10602609156976722,0.026714198653364763,0.056249037458107116,0.09781979751475187,0.08479169956989964,0.00466026078015191,-0.09220111662624465,0.12345636830396893,0.14040357309744955,-0.03197136481391055,0.06930274088671207,0.07756164380305312,0.03614876169429435,0.33279412762909694,0.14363975877390564
TGFA,-0.0029840633347086817,-0.0020114036401299314,-0.011175506848982601,0.07612946180104987,0.020840944764499693,-0.0031239732212494068,0.07148081027497485,0.06432766750652395,-0.09507745424245688,0.03139877593660607,0.13692155716787657,0.05481580484303889,-0.025516657009171297,0.07210031390144452,0.033183388438872266
SLIT2,0.06295910733811211,-0.02291275103728027,-0.0022637749217259383,0.01331639205088013,-0.0021425822392721608,0.011516540621882464,-0.010189456484564176,0.11194341678355321,0.043627840835815494,0.05255746345315247,0.06763068542409585,-0.026055555029543695,-0.018365585826336295,0.10795746923660463,-0.004033378640798117
PLTP,0.06744465832520334,-0.047937963636368125,-0.008031397314603929,0.10448699827678884,0.04767854023610623,0.05697901490081842,0.010401166811880356,0.06545995281275371,0.03478253668717731,-0.013309668201771457,0.09421505944166013,0.052166826788792316,0.02109190823671629,0.022757860689676553,0.007169581669543602
APOD,0.018505774630956852,0.0036457271765240906,0.0009255402155728547,-0.0710563844668073,0.015616770456998818,0.04219763655428351,0.022754799003414875,-0.1606690779292874,0.05553980672796292,0.010584549604778979,-0.23193663130919998,0.038898131056532254,-0.06366076643250959,-0.14259436387893543,0.030553671947274087
B2M,0.027726609141513283,-0.012091884381420087,0.0578667903448724,0.16951748923675442,0.0872363710172358,0.0414819769165752,-0.002983540354515398,0.22331724701550218,0.02294875431125124,-0.1466946801409762,-0.02290000343153552,0.05917214446687187,0.05490876570849191,0.24139330524644087,0.06866641982223501
OMG,0.009328994306577467,0.033215391826246624,0.02442232437728226,-0.05858387477386386,-0.0624273956838983,-0.0490529610743476,0.023551448409480463,-0.00630840874443556,0.02304918888288838,-0.08370430683016518,-0.20166934688191807,0.03413404435018297,-0.032861868520544534,-0.05172046993893835,-0.001293208121189926
CXCL3,-0.008170922804900572,-0.054301466969404674,0.09567387465055793,,-0.018559866013006694,0.03641741648818369,0.018686509193839754,-0.007192946432803302,0.04392323322424196,,,-6.78156956573802e-05,-0.03603653259107943,0.015299051732525756,-0.04459448896898641
CXCL10,0.03613875778905712,,-0.036539423406336896,0.013687561496830323,0.08972971307503909,0.0054210101361159314,0.016975851016942246,0.10602356372638007,-0.0007560459784494105,0.036314904593163534,0.04960341865896672,-0.02367418314040747,-0.024917792068993572,0.10298057119466515,0.04319256924652103
RSPO3,0.03914407524420935,-0.028839850868842085,0.01676119899766916,-0.05473727454255317,0.0451455204459062,-0.028318622905841747,,,,,,-0.017443831215221358,0.0033293566638522443,0.004804625729035068,0.01622890339977195
CORT,0.02893331112629244,0.015958423888923264,0.09043752526809654,-0.005542297229046656,-0.040173616224167936,0.04103630104250019,,,,,,-0.026141869417346003,0.0215409608461141,,
NCAN,0.019413999376270898,0.013622848851414049,0.03394333218817406,0.1228977408435476,0.0159899592317853,0.006169958331458864,,-0.08308402934961626,0.12262248298838416,-0.062116156874719754,-0.012699445313443981,0.005990345044754435,-0.07177165485516297,-0.06842341075575495,0.041045232461180345
PRG4,0.017681840061768653,-0.032246678915249266,-0.01036756312487881,,-0.020107923278023514,,,,,,,0.0793076388384712,-0.062346840581294305,0.019744559757259656,0.059699544190538724
ZG16B,-0.011375365072680006,,-0.012032824956707598,,-0.021709734506724677,,-0.054265950580241085,,,,0.020269493506480694,,,0.035565186139222695,0.06234183081225595
TGM2,0.030187510717134203,0.02980993412756658,0.03391017057226777,0.06962278899726326,0.017751862215918998,0.021002129092927504,0.019082051307675672,0.16849910114798597,-0.07846936923511764,0.05140645880104563,-0.026626905867517973,0.10894957746111093,0.09793464605431969,0.17254648706406417,0.11901553685102746
VEGFC,0.008849422481595981,-0.031156008143346545,-0.01847777350449759,0.05762008540244827,0.03304634152274408,0.04734385365884177,-0.03437987853293677,0.06291856830799261,-0.055660950013592184,-0.07632642887712807,0.056074301779695676,0.09091313772651008,-0.008883203636390634,0.20202220999345036,0.05358033812450123
WNT6,0.05968337448279955,-0.04588845188167369,-0.014339674758829187,0.1642573136761895,0.01814433739294306,,0.056211011070252344,,-0.025651573646252077,,-0.026201945303335222,0.0706990372052374,0.011446561900155713,0.059207012011584945,0.036274284111526785
NRG4,-0.020529016344715895,-0.02161701852490284,-0.01261779859620467,-0.03360839212189265,-0.025045694054474838,-0.003980755446459916,,,,0.05451795820798128,,,0.15549690258602436,-0.05330392800506764,-0.04904022390322818
PMCH,-0.03690090582239716,,-0.01748318922545114,,,,,,,,,0.14812579924574631,-0.019878460543767545,0.10726344910104439,0.10119613440132069
COL9A1,0.05419345484608761,0.049765666831710194,-0.013178369714537747,0.18509093693246328,0.028424670398248787,-0.02797776589906905,,0.02858687663961891,0.021867239906524106,-0.08735219445801783,-0.005913614367175362,-0.04727808707655376,0.03575801632611199,0.049147911056711,0.01801114802425349
GDF11,0.037808328858651714,-0.03452145552471,-0.005789919206372286,0.11942248688043193,0.06491782139088165,-0.040214198228860874,0.07252094096246349,0.05792812891882342,0.043326319837270734,-0.08074995730408986,0.018050313508424242,0.03901100620971409,-0.028073062158341947,0.12667287866110047,0.047253156599046525
RAET1E,,,,,,,,,,,,,,0.056852026965513905,
IL24,,,,,,,0.14961282535187065,,,,,0.08237292292656588,,,-0.0458709448055453
SORBS1,0.02581542073239242,-0.06380258450954414,-0.010133207499429675,-0.008630009134345301,-0.06147084377436738,0.05600364516573484,0.006220845845958074,-0.10582674088843115,0.00640721565361991,-0.051169002507985666,0.08192683170839214,-0.057651258049776534,-0.004411551504234755,-0.1338064000670575,0.018482599699345625
DLL1,0.03450603124892306,0.04447379175609663,0.0016382390368825507,0.15448182367956348,0.02923221580215895,0.020558409140064095,0.06166369740582025,0.08905009701486874,0.0008198702159726458,0.014634562338271997,-0.06959717915999455,0.06837608103083022,0.027177708382628854,0.16669912481679744,0.11433990714840069
TLN1,0.09811079370744459,-0.008279911757238799,0.015086234128386946,0.1501106499261132,0.03135945213840587,-0.028724779596573095,0.0473426596118302,0.05216679589504208,-0.044832362917990386,-0.03813778667459399,0.09467929979297288,0.030090062310925102,0.007898448865944308,0.17444454015267408,0.1382834752717839
COL2A1,-0.006159285412169029,,,0.009418867815025054,0.12438773123046475,,,,,,,0.04809220710330468,0.0035782489943114674,-0.005515429339407816,0.03874341735310894
SHH,,,-0.010773600296151988,-0.010011315018114995,-0.014590314793120753,0.014594035881563284,,0.17451363496691788,-0.05081133699850382,,,0.06082077640989749,-0.01649144252356868,0.002916018013078491,0.04937159834089453
PON2,0.033909253299546895,0.01871702658898179,0.04595461552193745,0.06768626443498153,0.07377175754814058,0.021524073898137274,0.08272576337883758,0.10203769692389021,0.1189219643619157,0.027480482077659497,-0.031945000330765506,0.08840961485110113,-0.031488450378612844,-0.16273391635272783,0.02069719446123706
ICAM5,0.03409499613815946,-0.030826949814556776,-0.016791420730545126,-0.0353660511119713,-0.03626780425515945,0.005819014771777417,0.023516764245688382,,,,,-0.04856522124032076,0.0034953356816579692,0.04544889224403379,-0.022034752249072413
HPX,0.029834858548138023,-0.028839858450742252,-0.026213635188177067,0.026208389587330225,-0.011841242135843427,-0.001350782565880696,0.01219984261627229,-0.015523611740203844,0.03657146191776548,0.018463763183300997,0.055589932705142495,0.0395675318290996,-0.009632224322760284,0.07826399253471686,0.05726966018609854
SFRP2,-0.046215621549969006,,-0.01226996320375798,0.02129975639407267,0.010460252148444482,0.02295177519328799,-0.049872040643333816,0.06020292193927863,-0.04910237585327966,,-0.036627150455857294,-0.020278107609751145,-0.004924935365285694,0.17278454605874233,0.15382364126678824
CFC1,,,,0.009177149727106577,,,,,,,,,,,-0.01840763068437116
CD70,0.035795809361710305,,-0.020855446299301715,,,,0.03722906131462937,,,-0.043354782670597294,,-0.026603408895872857,0.022625252981012787,0.07433258606440939,-0.006843414241921971
HP,0.023667362600426397,0.0036476702655951288,0.008059514744341871,,0.01591045181041493,-0.016777368681796346,,0.007836713921042557,-0.044161923220495704,-0.06657621805656978,0.029494382516351787,0.04506809705550265,0.011599547799495239,-0.004659805329231997,0.015675520633980995
CXCL2,0.017153946936784174,0.0011219884596691855,0.004047429046895069,0.18325098033969806,0.03679305462404677,0.02036990696561072,0.02904838143266682,-0.007373155001885762,-0.06952258677866155,0.08446676816865663,,-0.012625394667590299,0.02654659624855313,0.07801846919630798,0.011513313489968294
NPPB,-0.004460362706533529,-0.012863415507509546,0.0024969239364866095,,,,,,,,,-0.005502223763392972,-0.02971041381412544,-0.01599636548287388,
CCK,-0.013914611537958027,0.027708755475449143,0.01681368377955426,-0.20066437029561884,-0.0501409719155651,-0.03643134133370761,,0.0153154277235832,,,-0.014013848997120028,0.0006293365090399415,0.008280571338969783,0.050030365748384244,-0.04594728275482662
SEMA6A,0.00694428805905008,0.08111576631317172,0.007339727802281062,0.16805825363747043,0.038929170551844514,-0.008463766041761791,0.010489293190221637,0.03187986122580152,0.09132721501016393,-0.08961752597566763,0.023557575400016073,-0.05647205697146728,-0.024266478719390295,-0.1545677264621638,0.05431615599486013
IRAK4,-0.0055889488220795085,-0.0018540907159044781,-0.020363183573718607,0.16765734174552013,0.04170918632666948,0.026653090478809167,0.016608499712065416,0.014819854853899727,-0.020129008530980475,-0.023034456680693625,0.16088725339800697,-0.022270115991858585,0.011285527564509599,0.15401497500562586,0.011931133921168955
GSTP1,-0.024740518311309023,-0.040538957370171456,-0.016686403023660305,0.13220063066239446,0.04483886946759959,0.0332322684998171,-0.05969465270583986,-0.04393710068651344,-0.021994770663586946,-0.0821616474995152,-0.0779457173513513,-0.032142394831196394,-0.02276740493552048,-0.011025164953477487,0.017526224975495552
VCAM1,-0.0026155384245983475,-0.022641026151684167,-0.045748349264694343,0.11714911096887808,0.019605616058922012,0.020249050068362175,0.04501399905192252,0.057455699477734046,0.03919014162322034,0.03293326156511262,0.0922060103621849,-0.032852944940259234,0.1034781179073527,0.09378473270971646,-0.025296156437890592
