,UKF243,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
GRN,0.02276621244880089,-0.0309396865629778,0.015318123311434478,0.0499731643025417,0.06522090153793246,-0.0013023243841577808,-0.007425916006705097,-0.015200206529814766,-0.04162566576056354,-0.0035373253241889366,0.030499416357684186,0.0717321597639139,-0.13351354244419572,-0.04366879987121514
MIA,-0.014000464463435412,-0.012053380995840747,-0.020362803033303317,-0.021742691186117474,0.005582522178722941,-0.07017223819988283,0.04612145860645908,,-0.048623697340984116,0.027999377170796563,0.026086181851581944,-0.023718494417769225,0.055094118635974965,-0.04004351989081171
COL4A4,-0.029784743984038305,0.0592384960301356,-0.00024691958861055815,-0.011440820559693527,0.017686848463363127,-0.019331018243139597,0.03099953194335696,,-0.05357703877221429,-0.02703063207493339,-0.005579646453526121,-0.050023924318925723,-0.030613994282409535,-0.01828516379610238
TAC1,0.08922959599495078,-0.023236761153647575,0.0019798651520293834,-0.057496251466664296,-0.0336431638019557,0.0160813368078846,0.011545839677828277,-0.034935586494158954,,,,,-0.02201770856533214,0.007457565224481498
RARRES2,0.05498887732761925,0.00551994323971732,0.02681006412046518,0.058865766365962115,0.022558750301581665,0.0846206758672785,0.0518445409217508,-0.03751584017494663,-0.042344826411778384,0.031706971003458984,-0.02689085741934377,0.10297727730863743,0.09850947638242338,0.012278226156133134
FGF7,-0.01445960861383062,-0.006164320367993032,0.06464919431369748,0.026283791586602424,-0.03242239102409512,0.005856682764574828,-0.017751546020845627,-0.05111455139464973,-0.08578518701992617,0.026220421221101728,-0.013694480803678494,-0.02780123343691967,0.07810662509928958,-0.01764070895246575
EFNA2,,,,,,,,,,,-0.01859130609828247,,,
HBEGF,-0.018748517514763745,0.025511710501181593,-0.07623243172571693,0.06282914943322843,-0.003474286451490008,-0.027830194319929297,0.009094544896472,0.02826551463759835,-0.04720350594845999,-0.012746979892017077,0.030518349818967377,-0.02098443784087619,-0.10491439322037036,-0.08831816808244079
CSF3,-0.02978472040336752,,-0.023647144813691044,,-0.004301914302891954,,,,,,-0.07844627522421702,,-0.017633668634424518,0.032683274648248814
PI3,-0.03528444284458332,,-0.006186184490657792,,0.03927758032624463,,,,,,-0.060587020492474206,0.06237118312390866,-0.038312103730505594,-0.042859732284153136
PCSK1N,0.05850460382560217,0.019219346154868835,-0.01804655429068476,-0.02389772831180556,0.006418355939323141,0.033269097154818905,-0.0569700826019316,0.03330916948937782,0.08882581848605339,0.03951662454253023,0.034129049132343194,-0.013199256240167843,0.09335329757019428,-0.017785129969749652
NTS,,,,-0.013966642455394362,0.031203695475830445,0.009219074204211804,0.030758204115123543,-0.026822998664248227,,,-0.02264997853085855,,0.11818776281462288,
SFRP1,0.06264613207024963,0.024492609508144858,-0.00013111515492943588,-0.04250686015540094,0.037227195018842335,0.04494680562247048,-0.0009317564470463366,-0.01470701743896968,0.1383708052768236,-0.013388036533701112,0.0558729372792873,-0.013242182793625807,-0.025506257370809315,-0.05693913411892071
CXCL13,,0.052398374888607345,,,,,,,,,-0.03059343698742222,,,-0.00996994891928271
MICA,-0.03745325577870819,0.002461245029980408,-0.02184014971274329,-0.02964465672551175,0.019638255178630704,0.03445889718420926,0.050545796812921644,0.03362312582820661,0.02752639903445773,0.06946491641847781,-0.0255789297450722,-0.03355873638955381,-0.013615611617278534,0.02492399040021028
TG,0.07077281983794642,0.03574441130962351,0.04245370569661117,-0.016121187185881777,0.0029696632469827008,-0.002543119985049281,-0.02016771831446908,,-0.07631858041703005,-0.0348111644458927,0.04659820224656426,,-0.03438901732504239,0.06474987992347592
ADA,0.029196661939920234,-0.03868240179611212,0.005579743043360601,-0.03149432272806328,0.01542157629407946,-0.02930120908523258,-0.004013661598167565,-0.01949593426164299,0.04807096828988589,0.05137589618850739,0.06278139443733506,0.029871208321006884,-0.04242942385940466,0.0073087456271788516
LAMC3,-0.01111439162863569,0.05578655132919777,-0.010776564715836172,-0.003937881532744876,0.06054629802625854,-0.01466753128722526,0.008895227147154287,0.08963428167344518,-0.028751558708244526,-0.006763239753292,0.016885923836728437,0.12491785593992895,-0.04665933735333972,-0.01703906984922061
CCL7,,,-0.01350645720908667,,,,,,,,,,-0.01847837541466949,-0.04126468453204739
NGF,-0.017159824099689042,,-0.030946743177157704,-0.01538393655217755,,,,0.11371926648707209,0.018777604869315224,0.14592970289124493,0.11479190190796054,,-0.05532369906212481,-0.03219193106623165
TNFSF15,-0.021228844015814805,,-0.015040100694678026,0.059519441653501176,,,,,-0.07699352661193108,-0.03208662680870146,,,-0.030220945755402708,-0.03112075944590629
HMGB1,0.07013413835564122,-0.026283182460227414,-0.007330446322510302,0.04712121600210813,0.03994409807993838,0.012092860018313476,0.05973770472191275,-0.06183963557762037,-0.11391686482770019,-0.029791125313081587,0.045352752141076154,0.022846849337905643,0.049460898957179755,0.011534472666901729
ITGB3BP,-0.08404793284816521,0.01989090572611431,0.0006568323939472296,-0.017455179177096942,0.012321651171007305,-0.002824600687464652,-0.006028211158742326,-0.020488041628245145,0.01744723574938103,0.04893624262971475,-0.02984895100827363,0.07210009482219404,-0.014623274151698472,0.07849303934149689
AANAT,0.08512916333576459,,-0.013684954888766187,,-0.01957475310174906,-0.02043085720605212,0.03229297768678988,-0.004234503066661117,,-0.022267862906058387,-0.008357122897527235,0.09433620220985289,-0.019550891777224636,-0.009228540898242476
RELN,0.050112477282833016,-0.0073567691074856705,0.07750828665402265,0.022544601720235233,-0.03089258414943867,-0.007432598875640311,0.00775005660341812,0.07572793601016718,-0.03665144993068184,,,0.031138433290404784,,0.07641928556917146
IL15,-0.030176435328608125,0.02909044243870097,-0.04750007124171573,-0.013291554554892148,-0.003976252704270452,0.041156573593719145,0.048688085721511405,-0.05167645437808707,0.0826312199156745,-0.01796435336654949,0.02424366499066532,-0.021625861554406493,-0.00038993479216777716,-0.03165794992604901
UTS2,,,,,0.04390841728421982,,,,,,,,,
BSG,-0.020988677831943643,0.014469885048133515,-0.0002832621747044101,-0.03608121562802274,-0.014227649392221353,-0.09539277440050976,0.024693254750496576,-0.019673773830214885,-0.028708198902584404,0.10650618583486465,0.014852152129170753,0.08291963570139393,-0.039199924657627276,-0.00760910532407314
ADAMTS3,0.04001114526263624,-0.02552847349134077,-0.005634097656247453,-0.021408849308559068,0.0563943168231,-0.006375148536655251,0.010751409068263489,-0.013820478579413011,,-0.02666349886759126,0.039205807211537,-0.03367445915594638,0.04977326426176815,0.01014072349477009
CD34,0.05747504604892996,-0.03130998851458501,0.06241998999021,-0.010507310677488422,0.05792359054320746,0.006921269006884887,0.05026028863529502,-0.02435218511533436,-0.024703901433420997,0.040290522883138044,0.04914752754204086,0.043231922602922294,-0.05687085568357851,-0.06505008753923448
CCL23,,,,,0.04636538637868515,,,,,,,,,
PLAT,0.037849646381112136,0.007226604500598429,-0.004045276449151408,-7.629696544336871e-05,0.017740590081397164,-0.041096354734087084,-0.006423634625430372,0.013501489064476775,-0.09211481185952174,0.05282154966826606,0.07319915479167548,0.03000615010632184,-0.01234182171101138,0.01433759485757065
NTF3,,,,,,,-0.01675243929979486,,,,0.09735272842153044,,,
LTA,,-0.011698869869040986,-0.0006300552404460228,,,0.030347353218635444,,,,,,,-0.026312553942039935,
CKLF,0.009357024350424709,0.046554514099508754,0.03185228161047671,0.0009773641293743507,0.0895730465445231,-0.01648105016757227,-0.028102149972559918,-0.019979050064199103,-0.021428936603596287,0.08837309318791774,0.042963393526914084,0.0010069946792501737,0.08136406167572766,-0.023897435950547292
CD24,0.0071186963187744754,-0.009277689480511534,-0.019081976594465075,-0.06288256959120524,0.05193237356399949,0.12795755554652427,0.07593900443845578,-0.009873398851108946,0.05545343681869148,0.05117734239565035,0.030620819122595504,0.04685721084828818,-0.00961367414188566,-0.0015669967328781206
HSP90AA1,-0.010836503438450747,-0.05371791912466075,-0.012211026800893183,0.01952755803190051,-0.039918977192689456,0.058388682905189046,0.006425496577489266,0.05055177327698388,-0.02560988539906876,0.009725686387594414,-0.1385592026573306,0.0580181364122805,0.009546430585765662,-0.033625791358921846
BMP4,0.12458691724542782,-0.014820204198620382,-0.02504738214141815,-0.03824480662501557,-0.05240035058870552,-0.02693264731908743,0.016436491074341406,-0.02704843686569649,0.11958139239298583,0.009922405223106877,-0.033431858366956085,-0.0018099087057654962,-0.015276561852806445,-0.06257963484988782
SCGB3A1,,,,0.13956014761401883,,,0.041138659718501266,0.08946930708372142,0.008332692916252486,,0.04730048336389868,,0.006369329197871188,0.08571652536212958
IGFBP4,-0.056766456968874064,0.028999799326731128,0.02285613717993149,0.08387631539507737,0.06203178075352746,0.01143701816736952,-0.01123600646211262,-0.03634438582555413,0.01975011826842692,0.00882438101183083,-0.016230091520788317,0.08234143904074173,-0.0961421376850681,-0.04187264849795603
RSPO4,-0.02096248442771505,-0.023597401723314846,-0.014988158543739402,,,-0.010808956238107565,-0.0368487588328236,,-0.024037951433703502,,,,0.028814964165386016,-0.006526657655903654
LEFTY2,0.013044086259898826,-0.01202190570962649,0.005642248778196661,0.008596100474781636,0.041889223301991435,-0.014740312669119661,-0.016003945629163224,-0.026823016325413167,,0.019735188672409195,0.13204314203479608,0.08773825751217976,-0.03714113206602064,0.013449479793557763
PF4,,0.06630898211687065,-0.011784117821854578,,,,,,,,-0.017040219175158917,,-0.010274154563146773,0.06453894878798984
ANGPTL2,-0.014279163118210864,-0.042455247407807165,0.014499110035687207,-0.02586879170618416,-0.01728547064479695,0.03543046488080359,-0.017442264026136703,-0.014454476833538406,-0.04871767943680066,-0.03725842159161457,0.10837137506395718,-0.0007738378241920863,-0.10010933089443026,-0.04415067756361744
LRIG2,0.026893587838759246,0.09963927094148735,-0.003940274571931715,-0.03758967877009801,0.005515066547630915,-0.016644809269548113,0.01162328450870473,0.0068284821194761975,-0.056870533225339845,0.011276067704081764,0.066615461561555,0.020941616817396064,-0.00020819257571253272,-0.015017014018689821
ICOSLG,0.03081360147971715,-0.020904822185340455,-0.017102590101251307,-0.02368570126185815,0.00517591297083592,0.022121373410949354,-0.016480781347538238,0.02784948503509281,-0.002735731121644573,0.04197325322871547,0.027262522752854033,0.027264830221435058,-0.010529420356848304,-0.022284599715398833
WIF1,0.04144515692431299,,,-0.01052334427638424,0.023994847500229274,0.0481164929117558,0.027608059321587334,0.05908593072389654,,,,,,0.03894239295758245
NPPC,0.019612728230531846,,-0.018280072780870044,-0.007113098318458276,0.009742788674455717,0.0009713134924807651,-0.05211095264157829,-0.04879747515836279,-0.059766068238418756,-0.02666344765874503,0.13104371173879165,-0.051099046535811786,,0.008700450273632759
LYZ,-0.027534186077546263,0.03419028611111633,-0.015134048596721846,-0.027506969805196034,0.004141645529771021,-0.0206856177650188,0.04113259686944543,-0.05761282133694076,0.030077730871176562,-0.01698727189877669,0.002494530376387938,-0.06287842388986273,-0.013146418920376457,-0.10831968124041641
EREG,,,,,,,,-0.027593045084478084,,,-0.054146027537387266,,-0.03973804220296286,-0.031691750271615325
SPTAN1,0.10961309520014126,-0.0028549700539788904,0.01795653126492097,-0.039959196934620654,0.025436043356872974,0.03522032051909411,-0.001383057248823839,-0.023507062447598398,-0.02275634720889004,0.017159155668191282,0.05354356525414415,-0.013302827436817377,0.14573166247100702,0.07834857233898528
LIPC,0.024229745438976026,-0.025090257448396436,-0.02117693737577198,0.04978045878637502,0.021919902140011157,0.030530031931349677,,0.043997537116261164,0.052525102659489085,-0.05478470725866552,,0.003197251964455593,-0.020397799591452437,0.04490204726578738
COL8A1,-0.032104117471069664,-0.03177558584860999,0.06788915100360604,-0.04189376356902586,0.02422229067282713,-0.036887154746301665,-0.012127040076207176,-0.010623465091134793,0.007680213170479727,0.06253902371041083,-0.037016630953633334,0.053389701327717184,-0.10140444944656922,0.07835984687905645
GSTM2,-0.01881046208390762,0.02696977870231281,0.04413112929280245,-0.011239799118690521,-0.03246576453547868,0.045664481363853426,0.002008958058929286,0.009596238944849527,0.10970624565634984,-0.008982123267291661,-0.0009664017461102836,0.024109017447154886,0.027573519450128727,-0.012487703558081239
SPX,0.05864341801540989,-0.011799571573701092,-0.01775944890391846,-0.010901953263653699,-0.04205156370167386,0.052199614227518135,-0.004856658910410518,-0.017263077983397674,,-0.0005252217641178402,-0.021157610162698483,-0.03276880266332027,0.24589620778133336,0.14002444985410034
MFGE8,-0.06827328335476374,-0.02144673576820248,0.01740408826380037,-0.06035217148900446,0.0021030555771517296,-0.053644516888375425,-0.02702817643185332,-0.0138214449766592,0.06051401542675643,0.032435783794173945,0.020882719955746358,0.08306594403393304,-0.022205685382135867,-0.08151090978586159
TGFA,-0.10269331435478626,0.017716683070686058,-0.003440924105996606,-0.06675512627998412,0.0002501715979941485,-0.03255890754008877,-0.027147636374030816,0.02863931492117753,0.012853087047834395,0.021452096256678432,0.06778027260658694,0.04025058399721272,0.013206202266867148,0.036108060979009475
SLIT2,0.07291898263275742,-0.006486575054921106,-0.01146028088306554,-0.04013063079602697,0.01996789249959026,0.017280831560499203,0.024883885886803285,0.03180344795163645,-0.03785255877685021,0.06149272765334457,0.058602237691913396,0.010514925068154417,-0.025511640470652998,-0.0993406627324974
PLTP,0.002756389294375587,0.008009373677945913,-0.009491125303846222,0.0350119709852043,0.01571552504246373,0.08077817693314066,0.021336777644733008,-0.014935691161042833,0.0993322658986524,-0.08120854815921294,0.08665943779510735,0.12322661366268178,0.04607965047925581,0.023325517019296867
APOD,0.03940537881498137,0.052598383715815863,0.011283024435921697,0.016482182309895965,0.041951035007955405,-0.005274630787207798,0.03598507616960031,0.06894940752947841,0.1490822017460608,-0.07437651531546875,0.1063519134461309,-0.03835547906885408,-0.017266664875294744,-0.06302170061043272
B2M,0.06769492598417093,0.061871476649448476,0.01248661907329083,0.06587404535059609,0.0710078486955844,0.10351041605485534,0.06642659494601152,-0.08386508131528675,-0.013802237905258686,-0.05661151512713298,0.10666332983652752,0.04962438592071626,-0.1843037355084305,-0.09007202995353975
OMG,0.11842877624396794,0.03008817475413715,0.03813554675543688,0.022826976315842358,0.029567991728163146,0.06862322093418521,-0.019335946857652685,0.013163602446298876,-0.008219250002332012,-0.01263061186912851,0.12148706183611055,-0.03506920240051433,0.16684387357133904,0.06781523747116142
CXCL3,-0.08200308721761224,0.011700162928497551,0.012140705169655675,,-0.025700715098846784,-0.05093486739715847,0.035998570347214244,-0.03884396566207123,,,-0.04808137340655975,-0.03792943610702522,-0.0146414447157131,-0.023571083465856384
CXCL10,0.06031564589503932,0.06545933650903618,0.010728517962476845,-0.018168049303149206,0.0317633530783192,0.015470637056173306,0.05508270683204261,-0.05151682847953346,-0.05581507431076392,-0.0359657858086854,-0.02285587381359082,-0.040324388352759845,0.07094055737519714,-0.02915826855423644
RSPO3,,,-0.01368495387760296,0.040438960089426094,-0.032142782532139924,-0.02226328384587901,0.040757826321085704,-0.02074563566687404,,,0.034854980532496305,,-0.01875193777588573,0.0031310984726186162
CORT,-0.02350263839090775,-0.03231950101039478,-0.003016689415644704,-0.030579820899597192,0.015575416046698069,0.03664489593696323,-0.025398135528311216,-0.022702493104551906,,,0.004596866880506457,,,
NCAN,0.1021421592000992,-0.0240188670132838,-0.02125181173047687,-0.0009814119689999354,0.06470930620761961,-0.06700865663262466,-0.01712536096819481,0.0447033654133912,-0.03381278083662686,-0.00022364493914133575,0.1332332122246724,0.041793357622549036,0.17582212924402277,0.06982166366991269
PRG4,-0.03207558321394819,,-0.013506459313867533,,-0.014202732700835012,0.020158222320081607,,,,,0.004825078774888982,,-0.04247819277616155,0.026869334731749045
ZG16B,,0.07337650934066421,-0.01567589787022018,,-0.030062485420849504,-0.007344932109573505,,,,-0.024754408463907585,,,-0.02338164832521394,-0.0234833681476653
TGM2,0.009874880262363646,0.0005799075947326784,0.022774696985580836,0.04580364629090118,0.022531149397022828,-0.035355766061276606,0.04859094046068185,0.011367111825957447,0.01606492059574902,-0.038872065459414955,-0.008132535951819276,0.053556249727221915,-0.09874273967480024,-0.018746514144851414
VEGFC,-0.023014871366385196,-0.02656122607581054,0.023126245969506316,-0.02724784716698379,0.04644718123793378,-0.007369638325518191,0.0536511133815052,0.005067870941985181,0.0007485404764269816,-0.032086629670079206,-0.024155518413581146,0.02965592259829082,-0.03341140954262387,0.0499085649766143
WNT6,0.05094749142380697,-0.0004909778336486474,-0.018681172361464025,-0.013633039554758229,0.0019236227534983638,0.032349505362666967,,,,-0.023541445355435058,-0.020806364977836757,,-0.028238145825671152,-0.024265364815378176
NRG4,-0.0217526694845587,,0.052961644291185564,-0.016689360640024856,-0.03468194473472174,-0.002877498291121256,0.040873907771418624,0.08746846120464072,-0.015134432763476717,,,0.025642787335980254,-0.018751939877530564,0.022495518264077728
PMCH,,,0.0037624910978726217,,,-0.011021388232649889,,,,,0.00814678910314668,,0.014572138905349792,-0.0353394377123237
COL9A1,0.05483517423869079,-0.013963194938675805,-0.00014945741447918042,-0.03815740610835673,0.016459314260457762,-0.005081811458756234,0.013872843301726823,-0.02721052898582716,-0.040167452593760075,0.13475729768837733,0.11759681067850372,0.04821092416522002,0.005456561955775588,0.06644807271337448
GDF11,0.004959740387151346,0.02352142415551897,0.00384306876314915,-0.03954016910813135,0.09602106146289843,-0.011032712617885068,0.0031892732954923405,0.009951336306515079,-0.0052010987816598605,0.10906301071464448,-0.0032448329860570255,-0.0036502217696282526,0.09986674673881996,0.024181397830068344
RAET1E,,,,,,,,,,,,,-0.020570744809524217,
IL24,,,,,,,,,,,-0.016768521543976983,,,0.0071327375270495265
SORBS1,0.11362077350008369,-0.034618210452632615,0.0376258614625024,0.04889446735820628,-0.027368677330598546,0.02447001254473316,0.032432769143312265,-0.014065025244261101,0.02593202871285686,-0.02945104024654485,-0.006753959176174067,-0.027546900782523528,0.09751852487557547,-0.040417713148969546
DLL1,0.17918369363557435,0.030315868704041397,0.04554748669028344,-0.034342410975952524,0.09123546270676253,0.013606091518105774,-0.002148727586030392,0.052465625900717,-0.01665014000151009,0.018392548933645482,0.0755111544259804,0.0017337220359209583,0.048435740928731444,0.05502668009857739
TLN1,-0.025066478871795504,0.020917737029888937,0.009297920761652137,0.00924541234654927,-0.0018771296343505128,-0.022150811322482058,0.03706677922407402,-0.01586863783148125,0.08821399083839593,0.016747931037908198,-0.04993071392003201,0.04858073454486004,-0.13039165701542732,-0.11309341789607827
COL2A1,0.08356705576831608,,,-0.014769701688391368,-0.025700723845084972,,,,,,-0.00456656572761681,,0.02129196459193601,0.027750556501285842
SHH,,,-0.014035428799527948,-0.016121188909295835,-0.020203891743491048,-0.022930233385040848,0.07474697961216108,,,,0.0160013757699224,-0.025505163551942503,-0.0040229486748002904,0.013453548834332644
PON2,0.08328899888129358,-0.04546245592555198,0.03932689865942659,-0.01577429878332313,0.052059071621479346,-0.03976581550295803,0.06649911254062062,-0.042950224978699214,0.021425480726698094,0.006573016106459062,0.10236544922517023,0.05695865698305885,0.20340314425262288,0.13711863243764497
ICAM5,0.11205899415584537,-0.03288835910328587,-0.021875211965183054,0.04578283959153991,-0.050221725941845555,-0.005834049845022463,0.014676110461093501,0.030359598093395834,,,-0.04576932599506888,,-0.01925598970364696,0.016547903586435573
HPX,-0.0018726607190188672,,-0.03415010768423157,-0.013633040474402964,-0.006837194749932446,-0.022847059160809806,0.053721578250656744,,-0.06969862353056175,0.029306656041167115,0.017783044036477125,-0.015570493059632255,-0.03264319813450991,0.006608567364264308
SFRP2,0.06961172217522199,,-0.01598483238520393,-0.032228465489560106,-0.020511566587567812,0.01273751976528008,0.01913181105711351,-0.021468361193412114,,0.009076120041819033,0.031727474277439556,-0.031131214755784693,0.07850969744493796,0.009177688000495747
CFC1,,,,-0.023036502049430762,,0.0164768959053783,,-0.02834369457300497,,,,,,0.03250825967909554
CD70,,,-0.02716966692376522,,,-0.036884487227080584,,,0.029367204143766364,,0.028966137045349075,,0.002100420719953838,-0.0157824776613815
HP,0.19384193732422356,,0.02778303969643546,,0.002519745443399502,0.004110945180244486,-0.04295435703923985,-0.02678803219724828,-0.0894218463203885,0.08476827004632966,0.07082806097004338,0.05514560595539996,-0.028050851076710598,0.037540031892598164
CXCL2,0.04937284571995075,0.04564084798704363,-0.026472156919677952,-0.0210704542356519,-0.03116539717071428,0.010339775846678171,0.04768813091499018,-0.03697124986213354,-0.033480909268716,,-0.040494123727720044,-0.019238214269605952,-0.04688129549801306,-0.05908773783081301
NPPB,,,-0.0019093280710330552,,,-0.03040730183693401,,,,,0.027412562770939092,,-0.019021754598077444,
CCK,0.16177695318513155,-0.017349145684978636,0.03507712089283067,0.041493664784385605,-0.027085991335978103,0.009097263984228344,-0.08601962366428259,0.00214207041090044,,-0.030809920999738387,-0.00553269784440147,-0.008045129657690556,-0.024676350739214203,0.007479441589352783
SEMA6A,0.011799160940936046,-0.0551236343167496,-0.016285215413596812,-0.020782503523958242,-0.001436334556875033,-0.031419101810707895,0.02055846352015978,0.01619099757210562,-0.00248070555371806,-0.04672052820986597,0.08381968005250484,-0.03546425766550144,0.10318623651805539,0.07054063732208557
IRAK4,-0.02340000787214906,-0.00418085447893068,0.019259953602331143,-0.03561143796332236,-0.015260121574700022,0.025876149509935588,0.011527662184793043,-0.06895742034677776,0.0732706847696534,-0.011445874398072632,0.04606248758980665,0.046548166017714755,0.023340931560057888,-0.03852048236509632
GSTP1,0.04570407913071394,0.019659304719571096,-0.002383979569700275,-0.019306456032909418,0.016335685755284105,0.03403373713116904,0.01586072234518407,-0.02166168597923455,-0.04377384121081181,-0.0210383183880876,0.08126440270888506,0.0438510086055883,0.03699020879819442,0.03211308307259743
VCAM1,-0.019441271381060315,0.010249460238371595,0.0013572582994560095,-0.03684280878239729,0.022060864297498827,0.0629333289610873,0.06449412825535311,0.029234543036845816,-0.010440503246961386,-0.027364480743889037,-0.04487725630375331,0.03134931195091977,0.1310746739114163,0.001161215340829365
NXPH3,-0.015320552577151873,-0.026182162327406968,-0.003478672928966079,0.0004050269165469001,-0.01894848162715161,0.07297160551278734,-0.033064754618652936,0.009279672552879035,0.10310854713644502,0.08437896973266674,0.006452248839445638,0.029424955291575808,0.11014479220055726,0.005109189142687142
MTMR4,-0.04093546216146523,-0.056227742265519264,-0.03409615123819628,-0.021918680613968632,0.07512830847538884,0.016387416643664596,-0.027020727052204666,-0.008428632862957537,-0.010780500139567722,0.11638075384501398,0.08117767346140534,-0.0635801870842558,0.07616251744871361,-0.017821988453507864
LAMC2,-0.01986446660287931,,0.027300468387256346,-0.01867946980590896,,-0.014518989384381384,,,-0.053577011791658545,,-0.022021773944098953,0.0007786891702450517,-0.03624227576466224,0.03890924056994427
IL10,-0.01225135597721486,-0.027149174847037837,0.00837433446067057,,0.07115559797866813,0.07064316494129888,,-0.0690761338798432,0.028040709603751147,0.022978461000358736,0.032329662952613386,-0.037465959351351524,-0.02721810052581726,-0.0017497636776693502
SEMA4D,0.08558916179291899,0.008832982439227324,0.0032465785209504164,-0.02428228074304263,-0.013409681851780533,-0.0017688704946655482,0.002345653906644807,0.0623020493103297,-0.01903351537444853,-0.02964629967556693,0.10638194847304779,-0.004898634961622274,0.01232788677586034,0.019697087786331047
TRH,0.13693826451065902,,-0.03327085606972509,-0.025553874019410307,-0.0459826238273169,0.0001661647781072281,,-0.04413911285942841,,,0.0843732611620491,-0.011732348203528578,-0.021305640776749513,-0.01019472452362896
