,MGH258,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1
QDPR,-0.01186752580444239,-0.019156093542086923,-0.013247396318035806,-0.01416342587270526,-0.09607205890048437,-0.021084256815112366,0.04119355325827455,0.041833709509173665,-0.017629501747069735,-0.022080212889156892,-0.029248369636822123,0.05946526276183026,-0.022381723766913983,-0.005745419325669222,0.025990475372130516,0.03276434614789385
POMC,-0.00705527660432518,0.0781201781948857,0.008681623272146562,-0.03367185002156262,-0.03333071867408082,0.0334905479324167,0.02091074127648217,0.0038252164129251483,-0.028255501998158027,0.04388333783307797,0.07461190564175546,-0.03587009227051957,0.010975888614469614,0.04318016860825921,0.016029891808704354,0.08436134942599181
CCL18,,-0.019721818518551773,,,,,,0.031036339739220997,,,-0.047870125706287195,,-0.019670898989261096,-0.032376862302352274,0.018445900011517136,
CCL17,,,-0.023170995683967025,,,-0.013086672157854598,-0.017819127047722653,,-0.01609135621085021,,,,,-0.01644362169813793,0.011492328494346081,0.1077075085970895
VEGFD,,0.04772935888530773,0.00971879172723408,,-0.02216678308637611,0.006262949935622075,-0.013070545183790762,0.025034920908571852,-0.01724560485416302,,-0.0539310475961773,0.09021628565882506,,,-0.0010891047033367834,
TNFSF13,,-0.01488272184950288,0.12826355644657322,0.04661065382799033,,,,,,,,,,-0.003761627980497429,-0.006122347623503295,0.010086530231106934
WNT5A,0.054005620847696056,-0.008838615838097004,-0.027363344954974646,0.10757978677029857,0.10762496691255152,-0.04948688340144225,0.026038381699265627,-0.024533026019185104,0.1419346828584908,0.12673414164516705,0.06460812946018571,-0.08080159950534284,0.07714867189629183,0.013829734931532538,-0.04198060105578532,-0.004057018812077348
CXCL8,,-0.030801542498860666,0.05889453433091197,0.06472653953993858,0.012751300447505632,0.06762238122467643,0.03509334805592272,0.042351888731397454,0.01125752058172713,,-0.06819403666100506,-0.04491142808902619,-0.03463371472053144,0.006322441424328494,-0.013545339159857032,-0.031112165577409756
GRN,-0.04747498951315327,-0.007347210342380204,-0.02633593623395914,0.04663144132528754,0.07334691073423805,-0.027603842848727626,-0.057727519201373687,0.013014315999206631,0.022371378790153704,0.10411728003022562,0.038861948329306416,-0.04737771537236057,-0.0624839731442372,-0.032006449978432154,-0.08253868387104255,-0.030304497108577463
MIA,0.16027300859760138,-0.039292679281232826,0.013160725076520653,0.07642805680817474,-0.026319321479344536,-0.01507238412818312,-0.014864992515376782,0.13860755670325997,-0.02361864617177178,0.09544823768445172,0.030164928694996193,-0.035257410402958704,0.0714945141482513,0.11485646948752155,0.08025858911934741,0.0983263029793979
COL4A4,0.16832040538461723,0.03326748502935639,-0.011424231313482164,0.019144042215443437,-0.013038938378821755,-0.013662890617051088,-0.024972005252194382,,0.03541003433592676,,,-0.03891341912295681,0.09163892441556638,0.08328551822466614,-0.032994631411182876,-0.004529734964944247
TAC1,-0.017710088662665338,0.04090344811343955,-0.020019006975525087,-0.0006149177036847568,-0.06603903228094286,0.06735565709009407,-0.0014693101601849859,,-0.03241345762718954,,,,,,,-0.03340285790796373
RARRES2,-0.002769824703300581,0.049352717690788875,0.020763539680592923,0.08760842968131304,0.06648592110680582,0.0009263948144461442,0.04872356340324168,-0.0397016527453274,0.03840685039560097,0.07048761220868803,0.06898359562249755,-0.01395747145897748,0.047687657891685206,0.042526821109365225,-0.012338052308053757,0.02855876625500474
FGF7,-0.0062627576334926245,,-0.02692965262744095,0.010317727830538278,-0.002406690707036907,-0.01341757171283469,-0.0013283660312931422,-0.0014188256874676463,0.0017243936434415228,-0.0014017599696685861,0.038324340808094916,0.09365506237563166,0.016041963909405505,-0.043909121468349625,-0.015205030926755266,0.11925543880619054
EFNA2,,,,,,,,,,,,,,,-0.019585338358435275,
HBEGF,0.0008911560473021467,-0.05783374210023996,0.0314457780188349,0.09243170587012851,0.10056069920506507,-0.03303431154592881,0.04716396122863171,-0.011702993177148605,0.06424041127729593,0.011421259908764804,0.013669498146163368,-0.010255389446756412,-0.0056110266413509444,0.03132655272098876,-0.02371604986477253,-0.04132967673541391
CSF3,,,0.02397099528539825,,-0.013794945836394177,,,0.0038367551840637246,,,,,,-0.05094983185644944,0.003012822994638154,-0.011398847848829958
PI3,,-0.020748184587981264,0.061821191948966674,,-0.015533291085357132,,,,,,0.04859307458770704,,,-0.02414757205759866,-0.03150598882474198,-0.058122931061057086
PCSK1N,0.010556409504477615,0.08404318953304317,-0.04330042025643192,-0.007725854799021464,-0.0033801720852440734,-0.05773233410068846,0.00939328465027032,0.043603641950699525,-0.05863611825869259,-0.004408101414009363,0.02348849803335538,0.030482160172686387,0.03275678830113115,-0.007066001567735828,-0.062097887577070014,0.10782235767160964
NTS,,,,0.036004408262529985,0.005516874228608209,0.019421752114403865,-0.001959032887098839,,,,,,,-0.0016804347604633604,-0.023861018208889657,-0.03961587495259979
SFRP1,-0.02576862635724447,-0.02533333485075877,-0.02021758937643962,0.11968191429648004,-0.016314834481752725,0.051690427264913026,0.045370780143636824,0.036186486658303214,0.023917102566858327,-0.02572227144581809,0.13276382582393156,0.049189152403802235,0.019609258298895753,-0.010729339265610132,0.042657379042193945,-0.027264043208231177
CXCL13,,,,,,,,0.01630068980250757,,,,,,-0.03693574574884454,-0.014450358947883423,
MICA,0.03641876094719897,-0.017295152271529595,-0.013671230262192325,-0.006772861845534906,0.10392819493813457,0.021342489419658536,0.08880541667291063,0.056501225673728214,0.020601415228189937,0.06517160764746203,-0.009231158449555913,-0.061239026997101945,0.011367869928650225,0.03596978827032355,-0.028283553741144316,0.044405419498494955
TG,-0.02051044717095897,0.13225828872889064,-0.0218179820956577,-0.01659456149147014,0.028641073913517286,-0.013184326953647869,0.05264190097145732,0.005244564856055599,0.13336687418150228,-0.0342178440677289,0.01853335413944608,0.04236690100584367,-0.03202882256853111,0.13654005272289813,-0.00017659045900037142,0.030464774676319212
ADA,0.11748548859136013,-0.011836365699142423,0.03846698777542605,0.014570545985891293,0.09311106393742455,0.05111406191328387,-0.020943531843897818,0.0511665063263898,-0.009243579477624251,0.023807848687616037,0.07679130665176223,0.06710975961170657,-0.030862061126374796,0.03945370637486585,-0.006982123419601026,0.07087250843390397
LAMC3,0.008102711164623298,-0.02147245933898646,-0.02199853756041067,0.07328899986977157,0.13642496933906953,-0.038979200184326525,0.0033626651284851448,0.014944293880428236,0.005719363865959898,0.0744143116468584,-0.06152819502738262,-0.005928689774137611,0.02624972384894149,0.05715560928731586,0.028382621773813864,0.03906758895244468
CCL7,,-0.012544742632953531,0.11105607519951448,,,,,,,,,,,-0.02464519866048169,,-0.012507031832020668
NGF,,-0.021538700140325016,0.057497600007711036,-0.015835662606756215,,,,0.03243659055388981,,,,0.03291873146028761,-0.02923219782337811,0.0015933005763303124,0.02230917427739746,-0.041576399576453954
TNFSF15,,,-0.01756552827353698,0.056087162678086076,,,,-0.026899738514460834,,0.016694890562187984,,-0.0038958919290995484,-0.02952204826345096,-0.024026301276842014,,0.03529691728631803
HMGB1,-0.0320227458099043,0.09150653162191386,-0.03469881310711621,0.050372395388831606,0.03046477279994668,0.020189875077205124,0.018569632541932873,0.024250207247928333,-0.014965499614994833,-0.07933326439239717,0.04095473949531013,0.01673410986696043,0.0020884937275627785,-0.012095482560747111,0.020674536668763836,-0.057472346674616134
ITGB3BP,-0.014193432609963098,-0.030325797633878215,0.0068589682990506055,0.11219440303214172,0.07976328978772407,-0.015359887863386863,0.037198469085127354,0.09444126177833408,0.09471941383269894,0.035577699300188795,0.11442154083454098,0.13758790340743432,0.03649116212222831,-0.0019261209376966178,-0.023887007427825357,0.046411333275186546
AANAT,,0.055242468612471375,-0.01598283594642161,,-0.012443414462155973,-0.011856742278862074,0.024374629624001023,,-0.0215850152020092,,0.019362119742808548,,-0.020488065864819705,-0.021620793235929133,-0.026356560827063964,-0.029660473435318167
RELN,-0.01700370448082451,-0.029707229394884682,-0.027742623926126357,0.021788443459620877,-0.03651288227826212,0.020392634562388982,-0.00846466232736148,,-0.023896474907696526,,,-0.06711053166792756,,,,
IL15,0.04657498605937849,0.020321342660302624,0.013652216475976581,0.09401026731759683,-0.0199855503217143,-0.024889145626516486,0.031532850705572456,0.019525934258020995,0.04738073340455365,0.043475068156419536,0.11382842731933736,0.01016156615211186,0.006257968639335529,-0.004677936826538947,0.00849836211886976,0.03973355811119238
UTS2,,,,,0.08116901741535518,,,,,0.01740854383892952,0.07685061922359737,,,0.004629252687383855,,
BSG,0.06217171345858434,0.09959005044769646,0.06719460806358607,0.05768493550251968,-0.005486306655249569,-0.0284956770854797,0.019989518049622276,-0.06049371928228504,0.042372192922470894,0.10236976745271648,-0.038588238674740254,-0.033854140494661726,0.036716957360832914,0.0006956923944490508,0.09368285036230099,0.0931703194800533
ADAMTS3,-0.017570416496794156,-0.035520645739108916,0.09025439616296957,-0.022037487823702684,0.10360113877726541,-0.03351921942270135,0.011597716280183334,0.022633885075333572,0.040485130227329136,0.07441742259356952,-0.05225305287747263,,-0.024532373101557436,0.024346883743551758,-0.045254477071445816,0.03984801351051026
CD34,0.034306450124971063,0.016805147870747036,0.014298800826584702,0.05843610546902659,0.1045418349940253,-0.03755290108716687,0.015255117295142187,0.00017451174939025184,-0.009504186667110453,0.07655980442118271,-0.05708874045327132,0.004764289108916274,0.023121263971735955,0.06559345128992182,-0.012368683933648575,0.037129452261110196
CCL23,,,,,-0.014158630395897688,,,,,-0.029761623571024604,,,,,,
PLAT,0.08581092495683823,0.033356543616886426,-0.03488846072742029,0.04407477751947451,0.09108298678950165,-0.031416221880725535,-0.007357684201371167,0.026796250806247864,0.020897089007519295,0.05715040611092982,0.10492575407121392,0.049095266281766387,0.10319148836433482,0.08053064483498046,0.016369959719941936,0.04995273753444112
NTF3,,,,,,,-0.012253712760288147,0.10690076824887218,,,,,,0.08449541816758759,0.028662663330609708,
LTA,,,0.05312847969654029,,,-0.011419278480337938,,,0.013002527788556373,,,,,,,-0.00810289408602591
CKLF,-0.0032783050942253333,0.01211576634392726,-0.008169021448179185,0.03810052513309479,0.04371862412328812,0.01896186251443422,0.02050050998984397,0.10033233471381442,-0.001851920396743964,0.01178540205033682,0.04670977208452728,-0.031136246184328135,0.039751967404482454,0.03897051952640949,0.01859878987529542,0.07006372365769391
APELA,,,,,,,,0.06646009822452971,,,,,,,,
CD24,-0.0018182194751660769,0.053152785977350916,0.03941708742962411,0.09534591567359166,0.0740611108827449,-0.07377835373848947,-0.004450610604885928,0.06979408899632374,-0.00304987137792467,0.004388665375217086,0.0035260448401996172,-0.018591486459234162,0.04401983915787348,0.06253309345210843,0.007739362989642846,0.09066047876511514
HSP90AA1,-0.016366021029658954,-0.06097032850879927,-0.04786887130512834,-0.09183105896029695,-0.10556933485775033,-0.022214232179698045,-0.006044264042581771,-0.03244978371357339,-0.05560042905679183,-0.03403434477636623,-0.16350677145927497,-0.11633181274245168,-0.008962704591575978,-0.07906286584884983,-0.029617985392673414,-0.0735526275732377
BMP4,-0.0211082277509856,0.0059690421672872656,0.003436442189775884,0.14474306241202922,-0.02782868288407891,0.0038379171262226666,0.04466779253007922,0.0131777506863094,-0.01705834633844017,0.07566234355198438,0.13213009483578725,-0.03780450689203988,0.0949099689222338,0.06064437024030898,-0.001937901880383751,0.04997898783014464
SCGB3A1,,-0.012544741378496026,,0.10704192684796734,,,-0.012538767274034237,-0.029649547029886255,-0.013969067723748457,0.0062091409039842895,0.008827918752821238,-0.050228188760413905,,0.05595416845798816,-0.037491370628085156,-0.015152349152570842
IGFBP4,0.038599881125412225,-0.021995219029118277,-0.02116163238882226,0.0780358653294869,0.08854579131037493,-0.042151627860839015,0.01164058952794725,-0.0023310142149581144,0.04434459260448639,-0.004028483093129988,-0.12536251574495424,0.03949098085563579,0.002991492827678207,-0.05986839422679114,-0.10269912053883722,0.01784126888228046
RSPO4,,,-0.020836065074109567,,,-0.013281316060611944,-0.012538765439955876,,0.04411502712988963,,,0.011156622806540516,,,,0.05164802243453425
LEFTY2,-0.020307654670528807,0.005268651583217739,0.06241285518079668,0.0175680153756578,0.12123670450421384,-0.024126927276253967,-0.013748909657382357,0.02162764354269121,-0.02471336331912938,-0.05116793705881416,0.012020958062067183,,-0.02618201181508052,0.02155515110098388,0.04868597763970875,0.0737211113278694
PF4,,-0.013013155454645703,0.007148710377212485,,,,,,,,,,,,-0.01795131856164835,0.0035001823970715646
ANGPTL2,0.007807284681631782,-0.01575774551310617,-0.014683268231400025,0.10487478497178403,0.08771902212101305,0.04237234143389908,-0.06179274231255196,0.011940864383008187,0.03519218644079083,0.044718916359549596,0.16656617231193377,-0.052233273935914634,-0.004344792467696193,0.05428466752973659,-0.007746421278554484,0.007866060939685773
LRIG2,-0.036209737547801775,0.03463104446685391,0.02276490683252044,0.07551973147541323,0.05062695440672292,-0.023053402006711396,0.0174052332117836,0.06952046064503085,-0.005585730055894681,-0.02918937906969251,-0.04446211500479188,0.043225616439491736,0.03792797148621918,0.028457578824891538,-0.035393254299885706,0.09564498243822539
ICOSLG,-0.06353301850284701,-0.036276901132289596,-0.007641549225209798,0.1428605299245833,0.017161010212160363,0.0236441412442054,-0.023796235292129004,-0.07344349831945858,0.003540520831523727,0.019764831542043334,-0.005573931603133492,0.034284488981917244,-0.027497343005998938,0.07994094869499724,-0.006311834767870211,0.06810509717212818
WIF1,,-0.008748278343573505,,-0.07154004767439838,-0.041928069828524796,-0.010248877026937876,0.07550631010536363,,-0.022295853957834743,,,,,,,
NPPC,0.09918526583403779,0.04697397865241676,0.033123850236510904,0.004435840843496533,-0.02182713070572022,0.05158306874815243,0.04831766863751178,,0.0032321578395465263,-0.02629541585947424,-0.0673749752711201,0.003986401886610093,-0.024532325985665855,0.06138030958698204,-0.03396509817513507,
LYZ,0.007895527833965153,-0.005095730650055194,0.011209689226420173,-0.02033879040828414,0.07847506923715585,0.020188832548447347,-0.004618569218614204,0.041167099082499055,-0.045698957255193684,0.061091724902502136,-0.00879168083375298,0.03237112915132529,-0.055577197425973224,-0.04805805970384599,0.05110897723596338,0.029142502864565274
EREG,,,,,,,,0.007651145712734995,,,,,,-0.006775590083003989,0.041140548038399234,0.031906438503973754
SPTAN1,0.05400671855172898,0.06607622648713495,0.001673681718248241,0.03240392316254801,0.010338930737146562,0.009502722610767204,-0.009707331010849658,0.022057683111437715,-0.01376024485915758,0.01202138167614901,0.09054717173805843,-0.1863147657382228,0.04883962205212649,0.01340415556644992,0.0036673101744600016,0.0685695033473506
LIPC,-0.026259512161140544,-0.01593152271662311,-0.0017389686768890592,-0.02121702714255941,-0.01983906575568327,-0.024830772914015635,,0.02811643277791566,0.03250256024662933,-0.027883596811844796,0.05295170303151454,-0.021836472181772922,0.034832738224150846,,,0.04578560711362417
COL8A1,0.022536860399972058,-0.046621898485439364,0.006011677448387078,0.0746874983510485,0.02544457631427903,-0.0036707036182510393,0.025844769736083913,-0.05509576600377359,-0.0030457634445222276,0.003501485540052754,0.09844195217075276,0.03757504609744413,-0.02174514203607221,0.06919323056209459,0.026412390543508087,0.019825674397254217
GSTM2,0.03669272493649189,0.01585661558796567,0.01200682616856868,-0.011569838838558201,0.039865370554072195,0.013814042291056861,0.026736879409744185,0.0051309304063246785,0.00600931938368569,0.07935650120392158,0.08543045871527298,0.07438947304227288,0.013947756691632793,0.019309623920207516,-0.024563285152107307,0.0559058360249689
IL4,,,,,,,,,,,-0.02165738429021478,,,,,
SPX,-0.018986454371692114,0.03152819555917835,-0.010825144550968146,-0.04742246665515899,-0.034917501727257806,0.01928007715619198,0.017816089342171357,,-0.02850409631892819,-0.034859617901276084,,,-0.0310822348117537,-0.007669370241003788,-0.003838184562607595,0.12251411406406221
MFGE8,0.0907168531337309,-0.033626716642987685,0.0020797565907607666,0.05592434903249165,0.04039425012033004,0.02151032614867944,-0.006868044463803711,-0.007915594756688375,0.031001858660095662,0.012736950234814942,0.04657421718154144,-0.005670037159503303,0.04472539329342715,0.02659375185116626,-0.022733656327652986,0.03258934416798042
TGFA,-0.01992085387928791,0.06690201594544293,-0.0004238220388670998,0.09186022868455579,0.08703186446209348,-0.03386894761714841,0.01832705159057404,0.13286426731151113,0.03513685673300903,-0.024481724518713503,-0.028716142488338037,0.03275892214416207,0.019182600418068886,-0.007097410455902448,0.05869631836706299,0.0611788822393469
SLIT2,-0.02110822437335261,-0.03161964803754081,-0.026746889935459955,0.053510949983255424,0.022974905213851878,0.07323706544044618,0.015124658312924871,0.04102885625516469,-0.04503066362412004,0.06327040889725652,-0.001526076195320823,-0.07078907310051147,0.02384700730513996,0.034237647337482066,-0.03136546324429011,-0.02064544177776031
PLTP,-0.03555246198083847,-0.028122876201282152,-0.002964009214551364,0.012595674191888088,0.11013655694278293,-0.006062511789977671,0.028428083397182932,0.02007160215548065,0.07496632176874705,0.10946415792728795,0.00791683231181005,-0.08520058619532674,-0.007270186502585031,0.006708676455917634,-0.02411579357690632,0.029846761758256055
APOD,0.019464819277264518,0.06859733418507293,-0.0008115921720526942,-0.03591602763630117,-0.00080093105496471,-0.009400827597062384,-0.04927166640736196,0.05018842499148197,-0.029696471380090007,-0.09280540176241693,-0.01877719234478877,0.0019764186091282346,-0.0048705306373339405,0.0624445145083117,0.03259543603467294,-0.04655072007617188
B2M,0.018731102374230865,-0.010420335928232992,0.005728710976273535,0.044941277344101194,0.12167253935705685,-0.0488911998747258,0.01175329407681329,0.025103525605385986,0.031063253099953732,0.06319167421174801,0.07149650761203848,0.03943456051602447,-0.04849490615031966,0.02904974117361711,0.0004452874610670063,-0.05351274216086416
OMG,0.0169685026961652,0.09270743890047149,-0.017175924632573208,-0.004936036851254753,-0.08425612295151,0.05671701512055337,0.0149528339454787,0.013206874105363808,-0.03451827606098107,-0.005199287705011792,0.1684844064683867,-0.03899688691441016,0.0352811464164357,0.026863609248832184,0.04874425575283213,0.14368898209325978
CXCL3,0.09556997292468354,-0.03213559561157606,0.042680166428804234,,-0.01633760836146459,0.024045382653395994,-0.013413828618044,0.07938760877604484,-0.014417381815756207,0.02888688035974516,0.09655117192916947,,,-0.011725779662951089,-0.010091654740228082,0.07248066622488207
CXCL10,-0.023688580751900327,0.08013851119452019,0.0059147802451005,0.06150557501272351,0.11092386807108427,-0.0626617692788855,0.048587991710750136,0.006665969780047014,-0.022910964464505922,0.0013813670856993015,-0.014336001121919344,-0.045746639786388696,0.09817229789361195,-0.025449329290161925,-0.024077922215385995,0.11219168218737667
RSPO3,,-0.017040437227167086,-0.01598283476547099,-0.0030938020653847324,-0.020432746351146888,0.034035837102157775,-0.015350619812627142,,-0.015065886129649769,,,,,0.01597314333893929,-0.0118225632676482,0.10288250856552353
CORT,0.02524264714729564,0.022034410005414232,-0.011573322848144258,-0.008207662340423912,-0.0353634453974115,0.02458605238176694,-0.030825545346819926,,-0.039969328045441684,,,,,-0.028102048510679937,0.002505731230990142,
NCAN,-0.011508269372886602,0.07738394795278604,-0.018125754856720248,0.037032176807797176,0.019945866638008115,-0.030906771687047144,0.004314617405320474,,0.011913184741977414,-0.04300646133417922,0.0661824981267993,0.015273889732427092,0.016506234482475554,0.08696307879685101,-0.0021151476309320275,0.11118635004344513
PRG4,,-0.0007927752976111884,-0.015774368654131937,,0.02613446641298732,-0.016972994677272625,,,0.019915920944881375,,,,,-0.02699331255293124,0.0013449306580472103,0.05892517105195122
ZG16B,,-0.01739577004732238,-0.018308084024322116,,-0.01911032869276531,-0.009073653377395888,,0.008896945651078715,,,,,-0.022775870014683976,,,0.04809509228895618
TGM2,-0.03859317708712369,0.017730417010365953,-0.033383134713638324,0.005816771121822837,0.0881468342314728,0.007744946742172086,-0.037135715901885774,0.06870229079446007,-0.0600721213591631,0.04080878515281164,-0.07451761422805626,-0.029223900236552653,-0.013600354121150605,-0.018674891891284278,0.016077385977159762,0.015600180171020352
VEGFC,0.07442678504741447,-0.009285735422009724,0.01275565648014056,0.07584926177002442,-0.023336746944718944,-0.012947757174988639,0.046179845151038915,0.011192497820789342,-0.017976310963477554,0.02436891347543876,-0.052635095121541055,0.04785441737463713,-0.005130878953967255,-0.03171695486990047,0.03327050413375119,-0.010606355348418734
WNT6,,0.014595608161950113,-0.008657515624068248,-0.014033353164288432,-0.017405936784777004,-0.006698317843597941,,0.009484304178216274,-0.015688816460471586,,-0.05888024239390675,,-0.021659855057935693,0.013492330074212258,0.051003714101565685,0.018411240976939875
NRG4,,-0.011554148379945825,-0.019198128264345388,-0.017179418500689377,0.013015796283676889,-0.017431957293271336,-0.045368542390362296,,-0.005284108177200076,,,-0.03536121690997448,,,,0.03266387406542383
PMCH,,-0.013316777805092599,-0.003777086547915914,,,-0.013281315419644994,,,,,,,,0.01038379497816433,-0.026356559892407205,-0.018650875227667372
COL9A1,0.05683272117175047,0.019013222125778505,-0.005271568077186343,0.11580830788934701,0.08078967712125038,-0.0012437934548563418,0.02699386379149698,,-0.02389648407351376,-0.05275631211652009,0.03879141416765084,-0.031362435712899255,-0.02654554478708717,0.07237967531076743,0.009962549819793737,0.12814325069821192
GDF11,0.04071752354160845,0.04716682846139969,0.010024971994826135,0.07133797265440028,0.0564061784275397,-0.024367777239271474,-0.04146714817410847,0.038084440566102766,0.027377997982859975,0.018965314581337652,0.09243156882036,-0.03296058215172977,0.055904594507219296,-0.0243668533527192,0.025573324158879092,0.06847092222610643
RAET1E,,,,,,,,,,,,,,,,-0.03120768284740691
IL24,,,,,,,,-0.0253015865728604,,,,,,-0.018676786697607344,-0.0176650939139688,
SORBS1,0.01270806223886215,-0.015847859461755317,-0.013223307287022307,-0.0337237752952065,0.032350296083116806,0.027028170044285458,-0.020224037876054188,0.0028606288509893042,0.00028051048655687767,0.040849053674948343,-0.051310591654245744,0.07074223652459703,0.06324607751400689,0.04648803406003963,-0.02922871205700415,0.08055986871995495
DLL1,0.05729503806274319,0.021531092573035066,0.04225102174933241,0.06286715950675714,0.03899319515773998,0.017043016237014524,0.02913623635455311,0.02402395406455472,0.024780172737568957,0.014619094912432065,0.09438232215183351,-0.10930324029728516,0.013667971248708843,0.03508058592683037,0.03204634663901679,0.05804186307584893
TLN1,0.08171729314506156,-0.05020997164463161,0.0015350446311908257,0.03450024676728521,0.07916851245248133,0.0036376251746676807,0.056495948811581244,0.004475684542486038,0.006901575266627127,0.0754303474689412,-0.016536935075522424,0.0069664991603787686,-0.05345119303769232,-0.021262535093508554,-0.006991858446642982,0.02973929042007974
COL2A1,-0.01926455928575125,0.06329388927138321,,0.03315145982843477,-0.016337613921333784,,,,-0.014636602474967274,,,,,-0.04082990410653851,-0.04604063862436026,0.04439506051475622
SHH,,,-0.016392158963175158,-0.016594563265489647,-0.012843349666071978,-0.015573721237704863,0.045011405846298064,,-0.013969066502764976,0.07498902824489749,0.01047414943622687,,,-0.0014549632394274127,0.022283298026529327,0.10769759520582932
PON2,0.023116619297341153,0.03489052481187347,-0.04745799411933502,-0.011305209870342605,0.0647961566790601,0.005793084810807917,0.012573184264735505,0.0594403117333392,0.04906933813824524,-0.0017576102042757703,0.10361126920945288,-0.035673499106733605,0.057769943690647335,0.04133828174058184,-0.006939302417843676,0.08970473558882681
ICAM5,,-0.033810689319163235,0.008926051064522236,0.04472927295007473,-0.03192529416084209,-0.02948271751024139,0.04172298114952945,-0.023951060464888572,-0.02728083231320702,,,,,0.11369668853989943,0.04994264482146286,-0.016969552781564794
HPX,-0.021882268240042194,0.03621209749542966,0.049287520653453785,0.0913400112778387,0.008700697462900912,-0.017806482387427852,-0.012538765995737111,0.021532549475804925,0.03700473079841162,0.08479379802739724,-0.02932323823227521,-0.010048286123843597,0.06232673261469689,0.048706248286028604,-0.01586928962473398,-0.009029719718993766
SFRP2,,-0.01667826709369396,-0.018668892643079475,0.010371451527985309,-0.013038934539328147,-0.014840538655564195,-0.011452416144401558,-0.024970431044513516,-0.0015111856593867856,0.04755795986299595,-0.046433059857941855,,-0.004242391022803462,0.003987998094908437,0.02118431755009055,0.05806205633942256
CFC1,,,,0.0886598835662671,,0.03570930560844838,,,,,,,,,,
CD70,,0.04023565792414188,0.0253939333316864,,,-0.021300953910711646,,0.045588798627007376,,,,-0.03075212560834557,,-0.06560522725311291,0.013995834420143969,-0.02388614247547483
HP,-0.038225173243908034,0.025829634410528973,0.051132162360946275,,0.08500336723252357,-0.04413670576792014,-0.058133114367387065,,-0.048793229262082495,0.031108820591953676,0.06132575737469872,0.039322720947278345,-0.023214896174144958,0.02594939263664283,0.01486076974342297,0.031757540768091126
