,UKF296,UKF313
BMP1,-0.028942389261250222,0.09352217322575175
NDP,0.06398097871159014,0.1074462317064619
RTN4,-0.019970397314316234,-0.042693557688009864
HEBP1,0.07334623532146894,-0.020515066607770006
WNT7B,-0.022052342187588333,0.039260777695582304
PTMA,0.036265227399322156,0.06793101859850083
PDAP1,0.03150668084011671,0.06239880748578911
QDPR,0.00034377699008754196,0.019036477290581506
POMC,0.007260130601136964,0.00855784334729978
CCL18,,-0.012276610434383998
CCL17,0.045976111423604214,
VEGFD,-0.020020932197849114,-0.016577341890623296
WNT5A,0.05225117227017036,-0.01565181315183717
CXCL8,-0.0035383468154000465,-0.009577084738940173
GRN,-0.04010574429215992,0.014860592779088645
MIA,-0.02276959400599226,-0.022481853771549737
COL4A4,0.03467827065786663,
TAC1,-0.016080865412164087,
RARRES2,0.037075868930854065,-0.0377185527688831
FGF7,0.007455053980889691,-0.02414425682994834
HBEGF,-0.004868040976119976,0.041737461226484474
CSF3,,-0.024904575699241517
PCSK1N,0.0011139404608759887,-0.0020094431224605357
NTS,0.008733539023669754,
SFRP1,-0.027294618015058836,0.0548922443607017
CXCL13,,-0.03733121410549412
MICA,0.018540681916811907,0.05369470275601359
TG,-0.005410003872159428,-0.013196226531833407
ADA,0.023240514934821273,0.04314556498803676
LAMC3,0.0004470256230417341,0.06703402598389338
NGF,,-0.010723635153679436
TNFSF15,,-0.015859723320787163
HMGB1,-0.05117590326448038,0.014432867370154024
ITGB3BP,0.01068084815795138,0.018939971678349914
AANAT,-0.009529861936050033,
RELN,-0.040328025375681795,
IL15,-0.025756914515955062,0.003236485411970421
BSG,0.03653781829622182,-0.011913248407056126
ADAMTS3,0.03283532292524826,-0.031116057419839763
CD34,-0.013974817512923293,0.08573620743585662
PLAT,-0.03208206711287715,0.09495150080660332
NTF3,-0.004728730361354294,-0.02151928086794028
CKLF,-0.0028080176149222506,0.06083051715129375
APELA,,0.04064198402630325
CD24,0.041591066248606395,0.1150834139881292
HSP90AA1,-0.003802662144098811,-0.044275031526895985
BMP4,0.01374207765427429,-0.04932043476557066
SCGB3A1,0.02721664088714719,0.013945307195324516
IGFBP4,0.010641787334420219,0.03766015842342201
RSPO4,0.04151689509661415,
LEFTY2,-0.021060023447696124,-0.017932428348430084
ANGPTL2,-0.001342658602021762,-0.052140480930742
LRIG2,-0.015654570461998217,0.02392533433625758
ICOSLG,-0.028392257498722914,0.06168742482097779
WIF1,-0.03614241834837138,
NPPC,-0.02669215896488869,
LYZ,-0.027957371547699207,0.060713834968176825
EREG,,-0.020969176066120473
SPTAN1,0.00814424629793688,0.04354484933138103
LIPC,,-0.026219260983257327
COL8A1,-0.007502074810121082,-0.07398087720680037
GSTM2,-0.04632897481250475,0.01741500996809027
SPX,0.041206601676736475,
MFGE8,-0.00196208399532597,0.015230952400034926
TGFA,0.010744048566474618,-0.015032364367242394
SLIT2,0.03624165153375034,-0.023313269908938956
PLTP,0.012451562186771091,0.012791675109415084
APOD,-0.02715577674140748,0.006290123477891786
B2M,0.04182553076488898,0.09688037888046748
OMG,-0.0032089907854775984,-0.013279894415518639
CXCL3,0.02036568983258658,0.024657417718587447
CXCL10,-0.012597393360025322,0.024221425431160418
RSPO3,0.017123635542851203,
CORT,0.008119471766104265,
NCAN,0.03206750133991276,
ZG16B,,-0.023656129807329486
TGM2,-0.030056065953508744,0.04242814309044978
VEGFC,0.04667275246695114,-0.022369495522152637
WNT6,,-0.026452388672244604
NRG4,0.04962450961331408,
COL9A1,0.01603571942437364,
