,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.06166885353300004,,,,,,,,,,-0.028367960597607114,,0.014301718945413672,
BMP1,0.012093064391158457,0.02266298742787819,-0.025390433472316617,-0.05859653553523711,0.0542717673607036,0.018997154026171546,0.27361396936829097,-0.01557430765057391,0.014773132717057888,-0.0243836280446542,0.008910651240608893,0.10887398662580705,0.007723702328774357,-0.062247155547794926,0.04133204019036329,-0.023943458136244735,0.06486106417006168,0.054793849582860536,0.07108028802748396,0.08483892527612559
NDP,-0.02711022930644862,0.013382169194009544,-0.015173600049251104,-0.024697755883296472,-0.013350024404967506,0.011442397241315735,0.0769713477198132,0.014242521423067039,0.03867327551855823,0.03597944493977983,0.04418751440223672,0.03502706214812882,0.09784681281703793,0.00901632687486531,-0.004021195954122838,-0.011336801612169588,-0.027250135837635612,0.03990818089144727,0.09304179840208716,-0.018703605934932824
TNFSF18,0.029430247468063324,0.02353128288974118,-0.010102868145108366,0.03061433367365369,,,0.03050699445681107,0.059886639686378064,,,,,0.04000692743313705,,,,-0.02925537704040264,,0.04853787564779913,0.040828444244277784
IL36G,,,,,,,,,,,-0.017456439723896943,,,,,,,,,
RTN4,0.03804668758357077,-0.011090758376683652,0.08290037525837204,-0.0455828120084956,0.002626451538827173,0.04202050253204397,-0.33634234130372626,0.015511732673586565,-0.048918806633357896,0.09248443116896048,-0.060635546882377406,0.0004685026387617819,0.008073760761186353,-0.05541440499973194,-0.11140960980714783,-0.03794480122280743,-0.014604222642333877,-0.002217304866455512,-0.03901926385094258,-0.040026430736283834
HEBP1,0.012939699323847196,-0.0018624564993754236,-0.0070660923648283675,0.04368699635179695,-0.03966044195712,0.013479217885561546,0.16742262397523897,0.020494165614086114,0.03835589837727286,0.0008103912542941609,0.05154087604199262,0.09740664226649078,0.05475599428533834,0.01761956092392016,0.04743706843211642,0.03674803247018773,-0.04919372174488997,-0.045168890979280285,0.09603771551612311,0.04168354643633308
WNT7B,-0.016985060238900233,-0.021245662718388684,0.003484679756328966,-0.015709237954485446,-0.03586731529786572,-0.008336603411515773,-0.1371283667718893,-0.016296027245565045,-0.03741468023933855,,-0.01918663896110655,-0.03747526893097967,,-0.03139834369024526,-0.03478024080307222,0.023551708081241286,-0.007411351649487655,-0.013843542779911094,-0.002616569927455698,0.004270559052687188
PTMA,-0.026741036105028263,-0.027402036219512475,0.0433291660712597,-0.004023512246912048,-0.046615652803213406,-0.0460644481951307,-0.11857238150477503,0.05036746479356555,-0.03930253840937005,-0.08364661599983028,0.11181368705196155,0.10068230165580913,-0.09070375490620528,0.0287913657691755,-0.008913416682114995,0.011016874828825267,-0.047799886525535525,0.030907912617187762,-0.05001469043440986,0.004033809329082628
FASLG,-0.01698506504053325,,,,,,,,,,,,,,,,,,-0.029757050671047443,
CEACAM1,-0.003305184080532794,,0.10145309651833284,0.121852830200396,-0.01749824275179135,-0.022809677709834345,0.1281190992534759,-0.008101990267488247,,,,0.005028860274418861,-0.016180549257552496,0.07472948500922717,-0.02882401896324547,0.008805413240469965,0.12271560444034145,-0.01822827754273522,0.0699615521981661,
PDAP1,-0.00996269328494415,0.004933270529056631,-0.01051669812690065,0.006503122164248194,0.001820747160073073,0.024563430627436097,0.26067130139611167,-0.0001041068719324506,0.019804836083431043,0.05869807596936717,0.010395806999853489,0.008438951314560319,-0.04795475953218297,-0.03583455043615637,0.011236012705305908,-0.004481798042401924,-0.007108346890604574,-0.031291509043856885,0.08078384806070417,0.05618668485869583
