,UKF248,UKF251,UKF259,UKF275,UKF313,ZH1007inf,ZH916T1
IGFL3,,,,,,,-0.036212062220253
BMP1,0.06896225051288299,-0.0510079642476558,0.016364174905226514,-0.05038632935128186,0.08536541185860888,0.007224907649749991,0.24439594958663965
NDP,-0.04702700468621071,-0.03949547862094206,0.04664347966524145,-0.0061189799447665255,0.11629246595107114,-0.08204972294550235,-0.06605117588686112
TNFSF18,0.16261284179986382,-0.023785815101788923,,-0.012358479061745517,,0.20156908800520204,0.07994776186046854
RTN4,-0.05244418975664154,0.04812852028336507,0.007663296371086206,0.011248120927993387,-0.07654782539550353,-0.1327164305438469,-0.02034033920505778
HEBP1,-0.022452476139857635,0.008390445292384181,-0.015868102318833385,-0.07278325757156325,0.003524652458032308,0.047269467526445105,0.01594164153977888
WNT7B,0.06256824650427287,-0.014775011010540922,-0.028867301820568163,0.015050444001493763,-0.007906262213042489,-0.02977973352136885,0.11532030448811934
PTMA,0.07684215988761792,0.024793914679996146,0.022795169736190352,0.003556194486498525,0.0902460475612986,0.12575813632695962,0.12997739685613108
FASLG,,,,,,,0.10969079582833216
CEACAM1,-0.019506064699757342,-0.011338932293517128,0.0015240780699185836,0.03842247978640328,,,-0.03414090356365802
PDAP1,0.009261461277572406,-0.007125801030387874,0.0019335348180421034,0.051588834345969004,0.07275602194066395,0.04678718014700124,-0.0353076752567893
QDPR,-0.028974504691391366,0.013419820352523568,-0.03527549430659746,0.011124768297030723,0.05984050902953644,-0.10385091260661444,-0.02944529055128946
POMC,0.06258838335172795,-0.020147473642868105,0.00774426674439656,-0.01433980181774593,0.04386229061799035,-0.020565370702965345,0.07221640571174562
CCL18,-0.024341725733750125,,,,0.05838772716845014,,
CCL17,,,0.08583054684610911,0.01985334031438984,,,0.11782193482905201
VEGFD,-0.02434173346338814,-0.01624074558766481,-0.021525152992839185,-0.016421705459192394,0.15727170442269786,,
TNFSF13,-0.018369053193117612,,-0.01332683761971108,,,,0.06419913817525505
WNT5A,-0.0053682138911189305,-0.027062780489673127,0.07511591451269145,0.018098098123490558,0.04082438364608788,0.056417521829179654,0.09799502032041146
CXCL8,0.022117387336798317,0.00582583309809408,0.062420602857523606,-0.04156093568722486,0.02117928850071191,,-0.09960271747944471
GRN,0.0664627656027429,0.04217285485310951,0.01894976324983552,0.03975071539551986,0.010576257025547384,0.06696878855409176,0.14810626005550578
MIA,0.04619040528274372,-0.014443383364474753,-0.04068245805713915,-0.030295299593203363,-0.032033450818342586,-0.04805004722446934,0.022726103479546785
COL4A4,-0.029234214835408147,-0.024289468907364792,-0.012910976050450301,-0.01609209728152216,,,0.04983521748769479
TAC1,-0.035882876301874096,0.013194968332890893,0.027730746743292983,0.009926200061128017,,,0.020016739669286004
RARRES2,-0.005912622375648557,0.0223183242262477,-0.004658810465460441,0.02852602978326342,0.008019508457727656,-0.06208845047076041,-0.015509847581861648
FGF7,,-0.000870509609771497,0.04618414250331525,0.02137523188877044,0.0019060245225581637,0.0037819173370800753,-0.0562986384876814
HBEGF,0.06578836020078926,-0.013269693513816806,0.011019647384671127,0.012537072864908039,0.06141310444426596,-0.009706058108317924,0.12654796990135392
CSF3,,,-0.02302833259574856,,0.052156956164700605,,-0.029970995487610355
PI3,0.042639664110466435,,0.006611945168670561,,,,-0.06511701630744163
PCSK1N,-0.005321394772385162,-0.039985116200873284,-0.006412993510189354,0.017486094153203482,0.05387399437812492,0.04377997998343719,-0.064022799620454
NTS,,,,-0.018383350557666826,,,0.029630590119099805
SFRP1,-0.05013207628950716,0.019982247887215435,0.05149952858862547,0.019519702778118,0.023888502808107802,-0.0781237364315269,0.08063252963582422
CXCL13,,-0.014836040434675997,,,0.03158732372602525,,
MICA,0.03221557297009915,-0.040585872819041045,0.0035584218300704473,0.05637676188703309,0.0612375486490428,0.029557222962819665,0.07744480535720805
TG,-0.019646142750177453,0.1341534860981935,-0.018192311839154957,-0.015528446935286105,-0.011204063253320446,-0.03466621494841545,0.026510508720754614
ADA,0.039573924093025216,0.1328784927469391,0.002897790424164477,-0.027767525813539123,0.1183551411013193,0.007156762394077866,0.20548152098107492
LAMC3,0.11012677170144479,-0.0033994032126319312,0.03528599840470482,0.024989946075599328,0.08814955285616995,0.13172271038729652,0.21302316122743378
CCL7,-0.015483393901256767,,-0.013153012393319265,,,,-0.017370728072529946
NGF,-0.02658421843726493,,0.0001306459766995054,,0.07152248071796488,,0.07059455645515295
TNFSF15,,,-0.014646522605556522,,-0.005271660472229887,-0.031953474682306866,0.032288715925082416
HMGB1,0.03169072905881338,0.04618867628694501,-0.0024797396100625303,-0.07452024806570622,0.13887871871063448,-0.06924238092725583,-0.13840890432999625
ITGB3BP,-0.01224708139788972,-0.04199162741866779,-0.02727022309459858,0.027124297278909623,0.08035568994986805,0.018114080572123468,0.025257724921410006
AANAT,-0.006975590597179681,,-0.013326839042059094,-0.013964823077429151,,,0.08761285753987325
RELN,0.07815634855606632,0.0032411141586670142,0.11587027477097903,-0.030746032556660526,,,
IL15,-0.015489702749309485,-0.019643141155318174,0.03190179127699968,-0.0003569346890324459,0.14461705135033323,0.0057238038092825095,0.08788566323757321
UTS2,,,,,,-0.05905423737158768,
BSG,-0.04446162269450863,0.022648347415841867,0.0047791037076409595,-0.005479907286770172,0.033457694380610775,0.0025214163984004895,-0.024779158638016534
ADAMTS3,-0.02007069770151808,-0.015388635248885821,0.011063785642155249,-0.02198990874278502,-0.000499889045736266,-0.015043485964012629,0.05692648590832089
CD34,0.050779470574052576,0.016150818608898235,0.026388330791754667,0.011903332046330683,0.14091356239694072,0.18227714416110427,0.1378708886833662
CCL23,,,,,,-0.030151602710119078,
PLAT,0.029045318720816244,0.06205942805491842,0.03467558971544863,0.017393812765119258,0.009301973023683342,0.05604073422297043,0.11457445069031087
NTF3,,,,,-0.0481347709681069,,
LTA,,-0.011338933457094684,0.10468212626474817,0.168311381849542,,,0.09768936585705891
CKLF,0.023965675073488873,0.02427650299402837,0.017216964698960495,0.023915256824984788,0.04812987239444175,0.12497052895237884,-0.02773642436023472
APELA,,,,,0.11230588639191416,,
CD24,-0.010924886161174641,-0.01260116127544371,-0.008015327034527835,0.06398427456465834,0.04381222898801239,-0.0011773326761258178,-0.02812362709319225
HSP90AA1,0.006711913483026919,0.033811466379594556,-0.010179084932940312,0.1043816174025586,-0.00487508860521926,-0.011312108174338226,-0.12400636999432021
BMP4,0.04909650535754221,0.09495821139217675,-0.004916328168870664,-0.03857730112609863,-0.028711512259205072,0.09373357963770576,0.12609320954343892
SCGB3A1,-0.015483392352938065,,,,0.04572952523819667,-0.015898349506193822,0.16043993503141113
IGFBP4,0.06753778328183407,0.04996188332652147,0.012395930311704736,0.004833635263837318,0.11752803542614504,0.16868881113411394,0.2316403219271767
RSPO4,,-0.018330680958283368,0.09909208330196208,-0.01564268031299946,,,0.029214179274068094
LEFTY2,0.040747498450831865,-0.011478192811832898,-0.013187024120749714,0.04334968303301543,-0.009795520409132102,-0.02148509753462069,0.09597394921861113
PF4,0.09291693797091855,-0.010314301101471423,-0.011475744183375589,,,,0.004884999260642963
ANGPTL2,0.022770205859381554,0.031209943276250905,-0.041198307768989806,0.034514787528911066,-0.07228539658697333,-0.02509024958919002,0.15938073731194607
LRIG2,-0.022511622483551253,-0.019298143269874116,0.029228957595610488,0.010624788679197883,0.06836754802160477,-0.04207799145368078,0.025625302270121775
ICOSLG,0.02348564103435344,-0.028315623852781076,0.00738901552705862,-0.010515811736382016,0.030800233554420738,-0.011642695840358389,0.07725924020685852
WIF1,-0.028900123644823684,,,-0.012071085889981199,,,
NPPC,-0.04803363033078834,,-0.017801709220668434,0.025015844097986687,,-0.026639975813152056,
LYZ,0.08303633231436416,0.0002445147189417791,0.006118169331670426,0.031045339448731297,0.033158011167185496,-0.04128723409934676,0.1148415342377011
EREG,,,,,-0.0023876495304984884,,0.027624474035799113
SPTAN1,-0.018442094813183166,-0.0011295309836904497,-0.01936542391979077,-0.01695382013940192,0.13018737408648487,-0.054637613334420514,-0.053031046037392456
LIPC,-0.019663539451205074,-0.015523574401137077,-0.020622766980573005,-0.02924558385976216,-0.03735872565203354,-0.028248967372143375,-0.0013226071660530734
COL8A1,-0.016320091778543128,-0.0375838226753866,0.009467061939470792,-0.04969869430620002,-0.07745988793181058,0.02712866208379932,0.0519165324572682
GSTM2,0.029083556155273485,0.03727541043129971,0.03740777249341694,-0.037191143893883755,-0.030364088953774494,-0.05546502241090509,-0.0563518270545947
SPX,0.02534111082568616,-0.027114733943637264,0.0016237091649059913,0.05011458983440652,,0.05074355688917928,-0.03560381886443137
MFGE8,0.0633226391966532,0.042374137988786836,0.0032770518236824677,-0.009130212224220216,0.03411566973523126,0.07790827725657022,0.1770148392063828
TGFA,-0.03767590766985422,-0.03758388660961109,0.014223010514464045,-0.001368271092207464,-0.0020365510534305887,0.05158181813509139,0.031055236870016188
SLIT2,-0.029762017005781682,0.023678642201078747,-0.008538918515222243,0.005215198086333516,0.006107154122994725,0.04085123988091585,0.09166900734488714
PLTP,0.07289633282993767,-0.06296991012345399,0.03670451147588475,0.05155523759786383,0.020831283944701195,-0.052412154001582355,0.010832908176543789
APOD,-0.01108194985237067,0.009622252695477637,-0.03501046494544101,0.0494320084929468,0.09419295865988371,0.003370434187517541,-0.0774094045621409
B2M,0.09014774535877847,0.04408294518572238,0.05750115348684041,0.09746325801329879,0.13682102032047652,0.08234360977888766,0.17767651258982148
OMG,-0.03202226493728882,-0.007232138337154978,-0.021371705124935216,0.03884232794129218,-0.01892196475232988,-0.03411136786415005,-0.04741019064541687
CXCL3,0.06932345065166816,0.058887018039696086,0.0023069808879229007,0.007748504318342732,0.11172343514736002,0.08576131170289046,0.047923714605452944
CXCL10,0.014787193821357425,0.00772803643001228,0.04632421467390478,0.10135719957502133,-0.025783115367015268,0.038799675085198056,0.030721121362179034
RSPO3,-0.021032221190794436,,-0.013326838057356575,-0.023625904003142136,,,-0.0049252551915442006
CORT,-0.03808924278415071,-0.0007120646764213941,0.013086316027315619,0.028590325740875458,,,
NCAN,-0.0255026175375476,0.0246913382805945,0.030451222898050807,-0.01880384930807685,,-0.11050030494217387,-0.04050554405915969
PRG4,0.006412536823213579,,-0.013153014443020998,-0.006292815382668297,,,0.041423556116221776
ZG16B,0.04078464889631099,-0.012411585006398428,0.023576641014608924,-0.010686912231123573,0.023651611441664076,,0.07798235918305348
TGM2,0.09389843427410745,0.06442477801334838,0.00787311027267624,0.04804342347300239,0.002494972564128145,0.06582565015220371,0.10747709827369488
VEGFC,-0.02956516247196822,-0.015936953112454546,-0.023442193585136092,-0.028777217991477005,0.02042870409672849,0.10906852832012826,0.032923661056309984
WNT6,0.01644956812036294,-0.011478193113072369,-0.018192312594509392,0.011671399187925811,-0.005568845934335578,,0.025152926247346316
NRG4,-0.014260749366856429,,0.0017778559458101494,-0.020531288761148483,,,-0.03187166080439114
PMCH,-0.016436281100748032,,-0.022180394526907305,0.0016193768022133292,,,0.13412336726564547
COL9A1,0.08667070803390935,0.016052015299945335,0.01719436325301406,-0.028642320557916063,,0.09311600940126043,-0.008678579898404384
GDF11,-0.028450612999209417,-0.01084326180012519,-0.017201294547565575,0.000505571512395742,0.017782573111875092,0.06859653304977648,0.06673439864530135
RAET1E,,,,,,,0.11328585165624461
IL24,,,,,-0.021255283915804956,,
SORBS1,0.06748501514138562,-0.02420266320115118,-0.024954964935010978,-0.012470814441637305,-0.0310782145241541,0.01580897710578808,-0.08163048305726779
DLL1,-0.03817390198041562,0.00783968276351927,0.012582161156650623,0.003376563523306587,0.06453871110614041,0.08220680006248796,0.07905815008012834
TLN1,0.040457007873497194,0.049083309709305835,0.031391598270866204,-0.0595003218569167,0.08843106842568525,0.10852960560235313,0.12391719035125481
COL2A1,0.04893829396385009,,,,,,0.06119719990425871
