,MGH258,UKF251,UKF259,UKF266,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HMGB1,0.0046629190734902995,-0.018938132908546183,0.006835535627544099,0.05416533962963198,0.1403587397511293,-0.022532125190262625,0.11188435044914963,0.010881906471926918,0.05438836673454003,0.024516632302369966,-0.06751070604454822,0.052880150431494036,0.021525713097567782,-0.045731450102497656,0.058332214176611705,-0.04224850949655389,0.02827832674760429
ITGB3BP,0.02397017903651374,0.05626291145668929,-0.0033388219993681287,0.048901804407147094,0.13156012847775742,-0.027858050421595924,0.04471489646180257,-0.056319217698732105,0.0031465952103886755,0.04964949028797313,0.049971527255279535,-0.0210942226920037,0.007901214436267429,-0.022887327495395796,0.05982454981946407,0.05834960238797012,-0.06430568267258903
AANAT,,,0.04509252009092778,,-0.03403093001221495,-0.02979735873551911,,,-0.07939662955236063,,-0.03782521791378344,-0.023622317962883277,0.07166826893679491,,,0.005575249655393019,-0.013858630669869232
RELN,0.009176469060630611,-0.03246878165153803,-0.0022783119668937203,0.01893664819182244,-0.07946616498613444,-0.03193871809842741,,,,-0.023008078729064834,,,0.013395034036481833,-0.013670360964204379,0.025062098714704596,,-0.03605553942295376
IL15,0.026463152956719554,0.007397314695278863,-0.028509935571624827,0.030241232446200944,0.07278470080892316,0.014425286204254761,0.016954849169545087,-0.06736640069562905,-0.011968340983722453,-0.02986321532512838,0.06088679824785982,0.018407533795572428,-0.03846026035978857,0.06943384560210773,-0.04063464469407413,0.05390783888360203,-0.026827174034335016
UTS2,,,,,0.0893792130627444,,,0.020471995857947387,-0.07065445759598643,,,0.06517304004535866,,,,,
BSG,0.09126645976629603,0.022689833158024666,0.0007763537438366143,0.02681641702882493,0.033241716265312665,-0.01337284591058888,-0.02614514474620039,0.0038801084304417458,0.011104751634631847,0.0064706972509260335,-0.019064803070089783,-0.0009138890849953494,0.09274398166807375,-0.12219638417426953,0.11392501452410049,0.03449086252820692,-0.02418152046088734
ADAMTS3,0.09318950482708474,-0.031697035092336436,0.027277686599554186,-0.03235257165011802,0.2345711020894317,0.03173941154702591,-0.005852638200644067,0.07002458785979795,0.14151285977288403,,-0.04529184768495057,0.032373727111556186,0.03402856084306904,-0.03551206679789292,-0.02505517622234694,0.06744012443048981,0.006461306338050721
CD34,0.05453795426157298,0.04395421184897955,0.008796967321575746,-0.02208207200996579,0.1457180376776078,-0.04789296439033648,0.11161216118065752,0.12268081136331144,0.13438904320199652,0.11602427619723661,0.06071654448303342,0.10253180874244427,-0.028411029193978213,0.09755182175382938,0.00550132969819085,0.06491376673431028,0.005252766799168195
CCL23,,,,,0.15667321133439188,,,0.007019171166333339,,,,,,,,,
PLAT,0.10968768688618387,0.05313927321409885,-0.015736186449068813,0.010811829847661696,0.14679830640722083,0.0974853752810379,0.029833328191782436,0.017119144386688528,0.07071035785771058,0.025397302330017565,0.0746458049970186,0.03311323361539025,0.0015900553818198459,-0.08341703870084283,-0.08408657201778154,0.0052812877221547734,0.06118281590267684
NTF3,,,,,,,0.02084375800891983,,,,,0.03501267254610399,,0.0035477270144803736,,,
LTA,,-0.018764269278476232,-0.013287832127558213,,,-0.028697961832740385,,,,,,,,,,-0.023971451892315285,
CKLF,-0.04260553325617899,0.0554491449401604,0.03586758070145256,0.019851525177251427,0.18043274480537802,0.003967748718709885,0.06231216082991044,-0.024287317531168667,0.033405723834589195,-0.01131518498101384,0.10112260453132857,0.052297428951809395,0.00435420219265322,-0.010626004389910652,0.07249313028704055,0.04209114809722517,-0.06550687445921495
APELA,,,,,,,-0.008567320015362465,,,,,,,,,,
CD24,-0.019131098613008126,0.04197189218531238,0.023726645853476287,-0.017835463725903743,0.0323246989534218,-0.06918208041030542,0.08627478970482058,0.00552593287030468,0.06152162625594183,-0.045210475831906224,0.0750864112339597,-0.013919214744687729,0.01457304301901181,0.03281435423207567,-0.05248575454470414,0.010038106801587933,0.04851120073438889
HSP90AA1,-0.0933726052612113,-0.00937226853458182,-0.06654476703661619,-0.01045288742071272,-0.1989214156784384,0.06813365344698989,0.009774840055092235,0.049522914025821305,-0.14990727620972685,0.06825247788178257,-0.11264629603299828,-0.07403116781684167,0.06940451074650164,0.06218755612334762,-0.09828090978501139,-0.09564372175051163,-0.009881824479319479
BMP4,0.0008159713933955649,0.06476309089476037,-0.031002107491932933,0.03209829894425832,0.07969407654871778,-0.03747958939129235,0.023589329806055707,0.01590042497393189,0.07317639544112986,-0.062175334787396244,0.054566079691679065,0.013959263393075851,0.02499176423735402,0.002377193164542754,,0.008709964347393538,0.05433315875782194
SCGB3A1,,,,-0.03307533821347997,,,0.004172016067822121,-0.011050499864836723,0.020992442224746416,0.04681942277494775,,0.02535520956254419,,-0.023502957940548762,,-0.011002709654646187,0.0032517585772249592
IGFBP4,0.042728639848374765,0.024243475472653608,0.031116580510612078,0.05444195363128907,0.19044060631795073,0.05965511477210282,0.0601718227066637,0.05938638260481166,0.16267295555108865,0.04960107826810312,0.08953622799410352,0.06410025666839494,0.04167746067372847,0.009560731131381119,-0.03445673588673541,0.06773229049984142,0.09293903791330073
RSPO4,,-0.027163976459454918,-0.020339355104761304,,,-0.03337747669892398,,,,0.03257091273396766,,,,-0.015828241942050635,,0.06309116209888348,-0.03913111272945909
LEFTY2,-0.046074925582344314,0.0050106717809232865,0.048843410006462626,-0.00826466233966396,0.2045220706724178,0.06330347040323628,-0.037766999382786326,0.019552897436822727,0.224160202433148,,0.12380181533380685,-0.003741182420394127,0.0793842863005339,0.049032085255912516,0.07102449770701688,0.08410948413358862,-0.017531205435531248
PF4,,-0.0144693757019203,-0.009045494816796198,,,,,,,,,,,,,0.04712177144886706,0.07074922733612798
ANGPTL2,0.01962607996677986,0.0008813099794279288,-0.026749773026680298,0.008964701105367925,0.11781091460565489,-0.04650418420508336,-0.005299444538173351,0.1186522588153731,0.07594303953717044,0.09762220070593815,-0.012014126747906587,0.01065580349568797,-0.04049733455150664,-0.00812781171195234,0.14097757442426995,0.04641157054142493,0.09022163297214479
LRIG2,0.03478899552146164,0.03169302536006593,-0.03753802573635292,0.06248576257608948,0.03693668171527727,-0.006432756534660859,0.03908419882922212,-0.06832875389159367,0.0026318800768090978,0.0006211430680672508,0.128243104964417,0.013411019545063196,0.05337402287791767,-0.0019711385449998893,-0.0204852780488707,0.08991231109700312,0.04155443296194877
ICOSLG,-0.006173545362343769,0.06463056071631515,0.06356084719146364,0.008937418232166016,0.06555166813187997,-0.011771025836221215,0.05206980979224076,-0.050671601945429696,-0.0013721075659155718,0.08556587630721812,-0.012942816391586624,0.06774023169885428,0.01904667885155455,0.04915247402326195,0.027011664598599574,0.04744317944823256,0.011384589204631278
WIF1,,,,-0.02663321895786567,-0.13894168561346773,-0.025756608200241452,,,,,,,,-0.01471388403882041,0.008801833317422835,,-0.03572838648707905
NPPC,0.04873100286742143,,-0.014031793137994459,0.07036045012200051,0.036688180550261865,-0.015578030004949568,,-0.05683017676483348,-0.13177905444643254,0.04954193009440477,-0.012429962816425442,0.005884579885129819,0.005810650238324367,0.08890086681977945,-0.07057977883873018,,0.06571100756619451
LYZ,-0.07993440126263081,0.019183869187572127,0.021514367502920777,0.025988441240300593,0.17383737077740946,0.055558658742046685,-0.01209912843794678,0.05909692944540001,0.055852555874432594,-0.02734353602215581,0.06301056014859378,0.048540894601196635,-0.007447184889185911,0.06794297958961618,-0.018282300175817518,0.05483574437509004,0.036526564148175
EREG,,,,,,,0.027484280920454227,,,,,-0.05465638268815415,,0.017624532692324092,,-0.024189077812017512,0.12398145920644071
SPTAN1,0.10655640250441328,0.0008149507896235733,-0.0378941984413991,-0.007814113896890042,-0.06939898884474258,-0.06942769774456135,0.07169589595084212,0.059041804482867215,0.11959310289373826,-0.0008621637966418237,0.027857519255082116,-0.01232681405626248,0.02840983593520599,0.054838973753046215,-0.09077292204375113,0.024629661929545334,0.0775198820501712
PTH2,,,,,,,,,,,,,,0.036563374417100614,,,
LIPC,0.001920698028625085,0.07456197397878293,-0.01625542787029061,-0.021836760639174488,0.044209346831078584,0.0365626899926145,0.0629381359685763,-0.060262585088021896,-0.04434334572268525,0.12494389473527022,0.027148424467107638,,-0.023086467847040302,,,-0.03030898131812315,-0.03722408461488518
COL8A1,0.03057441208928843,0.044679605510815006,-0.05033268168788594,-0.03320829483886916,0.08751606517814185,0.03152876608706929,-0.1482551845548689,-0.0077884834036370774,0.16661052638393006,-0.0016958753997473328,0.05789657644985066,0.031064640876769613,0.01015487643165142,0.011930565596427928,0.12461228114306348,-0.05557108501367011,-0.0963270305279526
GSTM2,0.08942371471780829,0.011160361229875444,-0.011371873817773574,-0.02191090060093886,0.015593648791641235,0.023144963919982626,0.05010504231129305,0.026226400582397395,-0.05519844942497719,-0.10410484717149142,0.060898019025657106,-0.002109529661603976,0.03509938561533777,0.021603003468656394,-0.07285390814264507,-0.007428781224218592,-0.017439201220041688
IL4,,,,,,,,,0.06190434933918748,,,,,,,,
SPX,0.02818340854254571,0.00027248097736139556,-0.015615738489782335,-0.047572286561110705,-0.05944424845664423,-0.04540429516396692,,0.006916766378184703,,,0.11815716788016833,-0.027148744235739077,-0.03366083301764295,0.04836021712725097,0.016731144692696865,0.0847192665214383,0.013855754742486525
MFGE8,0.026785765732747754,0.04452583945696402,0.05498436133258983,0.03630392356028999,0.07456811837414569,0.008263805181956362,-0.02851087960846731,0.009921894163066509,0.18146349687453442,0.01882641540973033,0.07499845022825984,0.013221053947607128,0.1058543379609276,0.01766109735478331,0.05705635867354492,0.08143264213804252,-0.011022222743976783
TGFA,-0.038797897713691715,0.012000716051163056,0.05391961075315151,0.014109831516191027,0.08412381439326902,0.002940959299618546,0.028893836845651742,-0.0629083427104415,-0.1558603054760898,-0.018824418627045345,-0.0251766763083249,-0.021728319629698553,0.020053880601209995,0.1086765142726593,0.031774861111876586,0.004116836263554906,0.009186733223354084
SLIT2,0.009896757191479408,-0.006602178822909851,0.008222888058410944,0.03217777645922527,-0.06510195360147879,-0.03667978905587095,0.013110684770709985,0.12270431497123836,-0.04122355479855461,0.03291690505753231,0.08604195692535796,0.04081391228045976,-0.030329303132291364,0.013814924335332957,-0.0760231723283197,0.011197397093874307,0.02778052941926582
PLTP,0.01811037427650635,0.037929744498175696,-0.029948868760431444,-0.027295644626458396,0.1968685024407275,-0.005117049495080098,0.04873821107730016,0.039155061319169474,0.17966417756800052,-0.07679104653678182,0.04357932734486399,0.10574066536412685,0.026404923853257187,0.03289204759305403,0.14755582844488693,0.06053566237119339,-0.001236333967128923
APOD,-0.10886394151994083,0.009568762792432923,0.04821183113942961,-0.0352033179879353,0.08689581053606167,0.013148585684565643,0.010210175336604302,-0.02492410006302309,0.046637477215010624,0.015260594871331894,-0.10595567317529384,0.018957954754852898,-0.016385326433357283,0.0014584234676390528,-0.02298250759614217,0.003530721459009665,0.0584430733547946
B2M,0.07261980418516367,-0.017532597015923874,-0.003830200342559565,0.019180094204156055,0.24654306017342395,0.03300532595102593,0.10825925179872467,0.054205754490319946,0.11926538800832302,0.0842305781638414,0.11658893667411775,0.0898098860172925,0.04483403391269527,-0.019144630514469924,0.051194518188653435,0.0016698815287533272,0.05231740693202512
OMG,-0.03792693041369079,0.008136510245152186,-0.03727434027390628,-0.00477941837441282,-0.05717643586380639,-0.064798013113441,-0.027968424267439947,0.03833948650629302,0.08030265536195415,0.025139145262285605,-0.0640039554968479,0.019421651578157905,-0.05365164535964536,0.07052854966726918,0.025694048744935288,0.025077414018911986,0.0547115441806652
CXCL3,-0.023115741382922706,0.05951770812490837,-0.012013231003566707,,0.06445049828569638,0.0937366778418113,0.10978739340774861,0.012012229645053184,0.06822845885874868,,,-0.023612088274929402,0.024303191182279547,0.0011083219675781474,-0.05667154174935738,0.040994185266851974,-0.010344277699121256
CXCL10,0.01738571425911561,-0.04038889822317155,-0.05199512759173134,-0.024299233500931557,0.18526725624616275,0.0009193668315721446,-0.02765395276956042,0.12488092174381063,0.02485582460582171,0.01837705566503034,0.1786882123616128,0.06629466331414287,0.039229747067261254,-0.003850220543700013,,0.026758844157936633,0.01993650648952288
RSPO3,,,-0.010504577537266264,0.03314280202679863,-0.055880591548884494,-0.0386394910726111,,,,,,-0.028053206190391276,,0.052597961757075234,-0.04336337948801184,-0.01708352504559218,0.07438377915903158
CORT,0.10476859326970088,-0.0059331074326785535,-0.011016091024458136,0.03340635714735039,-0.07139730667046781,0.053246614844499066,,,,,,-0.030703569387292386,,0.002371035735059672,-0.022424206191671046,,
NCAN,-0.0745068646035693,0.049667556566484285,0.011690720192848779,0.007091692413361228,0.03914747522564877,0.007812676484570477,,0.01390586449803369,0.14517443000959693,0.0648846662709767,0.04524661332802104,0.02097614285932571,0.08512347678526166,0.0029956817723245884,0.07227146396626505,0.04818164536314788,0.06426325886985892
PRG4,,,0.09861641041842313,,0.0912498509535611,-0.015468665038193207,,,,,,0.04335457365864008,,-0.03774434033619372,,0.01582967506434471,-0.030848105755079444
ZG16B,,0.010157064874755744,0.011602300915913116,,-0.014946231642294288,0.014672373066662147,-0.049821531276925,,,,-0.042048978764790246,,,,,0.01664279067817595,0.014460081681882212
TGM2,0.02220121137887555,0.009980876909424468,-0.03829898737322074,-0.0024112270970729206,0.07265256868416006,0.01454527638289938,0.04913342416841293,0.027783109813405368,-0.03963705776059806,0.12138278893952435,0.0675024800931835,0.03927197796755186,0.05760263491085384,-0.0029987445777033984,0.022236689155309165,0.04171780276031398,0.037782049570178076
VEGFC,0.09948803988266465,-0.0002692496416245083,-0.01847777688142123,0.0060603746530139635,0.07037862955999968,-0.04665151555334032,0.050907071933821324,0.0236560914475671,0.08977787197294058,0.11829366048825764,-0.01280197300038454,-0.022257057076340743,-0.032238841849243145,-0.027014325123522066,,0.06262090125827705,-0.015195979359318238
WNT6,,-0.007847306407831968,-0.014339677379490526,0.0021928886745219197,0.07496494741158227,0.0034503103734098944,0.0011010312687544858,,-0.06742429380276332,,-0.039988583742020876,-0.018179468976993934,,-0.02100666021056405,,0.03931592257403643,0.06651571269400582
NRG4,,,-0.012617800902182839,-0.032534293381518094,-0.019322801933639007,0.00998258089062618,,,,0.04281109887492089,,,0.0663420857226944,-0.02090160415911623,,0.03199978068971066,0.1023803628107541
PMCH,,,-0.017483192420608553,,,-0.007109867541160233,,,,,,0.051780584094117454,,-0.01203428069695436,,0.03514862032995265,0.061641219907271616
COL9A1,0.0990452688315581,-0.032394394767052935,-0.013178372122963642,0.017147483065904478,0.09932250160309845,0.0038645653759351124,,0.017752377990119323,0.03248898726064807,0.04965043211667822,0.04441661046305995,0.027166705014293753,0.0007744909840687657,-0.0061950899115426035,,0.0706363692734149,-0.013643839169082983
GDF11,0.058769071906772365,0.022491056239116954,0.02439544939576029,-0.015832521383776225,0.079554311102761,-0.01480271182381187,0.054212219105627,-0.020596181483621613,0.1632561578795796,0.035215928063597426,0.08030785823146602,0.027617278064744788,0.027247042924540193,-0.02075606577382944,0.05722798359191866,0.015439379394037762,-0.014321396396242742
RAET1E,,,,,,,,,,,,,,,,0.09262046769449588,
IL24,,,,,,,-0.03141728706628771,,,,,-0.02040577277075421,,,,,0.01384941755141459
SORBS1,0.0005418230293283158,0.031617799524210774,0.004343107115089571,-0.04694267860025898,-0.018227954126185678,-0.0023079581773996147,0.021273583017631065,-0.03766055386680404,0.13898320862546185,0.152013570967456,0.08537668206098155,0.08072378434257402,-0.007370069084872052,-0.0004619207662160427,-0.1143951417744856,0.03813615307910842,0.00566516238199153
DLL1,0.0383436136829892,-0.007676160657615084,-0.0244547696031593,0.026100780262806503,0.09554530295838845,-0.06043169921004383,0.06573492900619467,-0.05737693232738845,0.1390589309042154,0.014562205260901039,-0.02380163828924791,0.024562243558916022,0.035063915413513495,0.02204921788348062,-0.00021335215733277714,0.05339498175298467,0.08747280223410085
TLN1,0.04502550017282926,0.024244486723421194,0.03670040110327539,0.01786394450781269,0.1796948703517076,-0.03162476597950165,0.055440437162126814,-0.009483650017103827,0.025541157924844213,-0.07326674931826628,-0.009182182635218531,0.014811592072057752,0.07901855391558395,-0.00938946377969037,-0.010394284474450932,0.005996751966425088,0.003331383539420628
COL2A1,-0.012602578988628287,,,0.022037928641530244,0.020701247904149737,,,,,,,0.03717544072530151,,-0.0253521510508104,,-0.024862303013368087,0.03337217929768635
SHH,,,-0.010773602265091888,-0.03142669757977771,-0.024475218651948873,0.06334749974116563,,0.01424450076969631,-0.0483560408163128,,,-0.09285852150945999,-0.007318067651039611,-0.049008623985002976,,-0.018103611666366152,0.06900144434418762
PON2,0.022755405353805862,-0.014304757060315882,0.024930063923249594,-0.027855655436321024,0.1559369567500838,0.040294383331725726,0.11328468453064092,0.001908524931069562,0.1231469086738237,0.04204933022514776,-0.016261422258373934,0.06755631533872851,0.02111241789623718,-0.004841640652809926,0.04278853702961272,0.021991351458427077,-0.051506806492029024
ICAM5,,0.030203551428257626,0.12288920167910787,0.03860512754995374,-0.08731103946679533,0.008133557947231302,-0.02974032241023806,,,,,0.06524716924349501,,0.07053555586700282,-0.029490208495338333,0.05825498930855935,0.0498107730353882
HPX,-0.010468921699700038,,-0.015452185640041916,0.057385750319944015,0.08519364139391428,-0.005419890000568126,0.04389507363344305,-0.05856916559632373,-0.021299199666441233,0.008514174892407793,0.081493598948457,0.0019944368623460024,-0.056081334674604855,-0.03331143733724406,,0.11450797823650816,-0.023644241873413574
